,narr86,nfarr86,nparr86,pcnv,avgsen,tottime,ptime86,qemp86,inc86,durat,black,hispan,born60,pcnvsq,pt86sq,inc86sq
269,0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0,1,0.0,0,0.0
270,0,0,0,0.5,0.0,0.0,0,4.0,345.0,0.0,0,0,1,0.25,0,119025.0
271,1,1,1,0.38,0.0,0.0,0,0.0,0.0,5.0,0,1,1,0.1444,0,0.0
272,0,0,0,0.0,0.0,0.0,0,4.0,209.0,0.0,0,1,1,0.0,0,43681.0
273,0,0,0,0.5,0.0,0.0,12,0.0,0.0,0.0,0,0,1,0.25,144,0.0
274,0,0,0,0.3,0.0,0.0,0,1.0,0.2,9.0,0,0,0,0.09,0,0.040000003
275,0,0,0,0.5,0.0,0.0,0,0.0,0.0,2.0,0,0,0,0.25,0,0.0
276,0,0,0,0.4,0.0,0.0,0,0.0,0.0,12.0,1,0,0,0.16000001,0,0.0
277,0,0,0,0.67,0.0,0.0,0,4.0,55.9,0.0,0,0,1,0.4489,0,3124.81
278,0,0,0,0.33,8.6,8.6,0,3.0,14.0,0.0,0,1,1,0.10890001,0,196.0
279,0,0,0,1.0,0.0,0.0,0,4.0,295.9,0.0,0,1,1,1.0,0,87556.805
280,0,0,0,1.0,0.0,0.0,0,4.0,243.1,0.0,0,0,1,1.0,0,59097.613
281,0,0,0,1.0,0.0,0.0,0,1.0,20.1,0.0,0,0,1,1.0,0,404.01
282,0,0,0,0.0,0.0,0.0,0,2.0,45.9,2.0,1,0,1,0.0,0,2106.81
283,1,0,0,0.33,0.0,0.0,0,4.0,187.8,0.0,0,0,1,0.10890001,0,35268.84
284,0,0,0,0.08,0.0,0.0,0,0.0,0.0,2.0,1,0,1,0.0064,0,0.0
285,0,0,0,0.38,9.6,9.6,6,1.0,1.3,0.0,1,0,0,0.1444,36,1.6899998
286,0,0,0,0.67,0.0,0.0,0,4.0,90.5,0.0,0,1,0,0.4489,0,8190.25
287,0,0,0,1.0,0.0,0.0,0,4.0,166.2,0.0,0,0,1,1.0,0,27622.44
288,1,1,0,0.6,0.0,0.0,0,4.0,28.8,0.0,0,1,1,0.36,0,829.43994
289,1,1,0,1.0,0.0,0.0,0,2.0,16.2,4.0,0,0,1,1.0,0,262.44003
290,0,0,0,0.0,0.0,0.0,0,4.0,142.3,0.0,0,0,1,0.0,0,20249.291
291,0,0,0,0.5,0.0,0.0,0,1.0,3.5,0.0,0,0,1,0.25,0,12.25
292,0,0,0,0.4,0.0,0.0,0,1.0,1.0,12.0,0,1,1,0.16000001,0,1.0
293,0,0,0,0.75,0.0,0.0,0,4.0,94.5,0.0,0,0,1,0.5625,0,8930.25
294,0,0,0,1.0,0.0,0.0,0,4.0,188.0,0.0,0,0,1,1.0,0,35344.0
295,0,0,0,0.0,0.0,0.0,0,1.0,6.8,14.0,0,0,1,0.0,0,46.24
296,0,0,0,0.5,0.0,0.0,0,3.0,36.0,0.0,0,1,1,0.25,0,1296.0
297,0,0,0,0.57,0.0,0.0,0,0.0,0.0,1.0,0,0,1,0.3249,0,0.0
298,0,0,0,0.25,0.0,0.0,0,4.0,230.8,0.0,0,0,1,0.0625,0,53268.64
299,0,0,0,0.5,0.0,0.0,0,4.0,180.3,0.0,0,0,1,0.25,0,32508.092
300,0,0,0,1.0,0.0,0.0,0,3.0,68.9,0.0,0,0,1,1.0,0,4747.2104
301,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,0.0,0,0.0
302,0,0,0,0.29,0.0,0.0,11,0.0,0.0,0.0,0,0,1,0.08409999,121,0.0
303,0,0,0,0.5,0.0,0.0,0,2.0,21.3,0.0,0,0,1,0.25,0,453.68997
304,0,0,0,1.0,0.0,0.0,0,4.0,128.9,0.0,0,0,1,1.0,0,16615.209
305,0,0,0,0.17,0.0,0.0,0,3.0,28.3,0.0,0,1,0,0.028900001,0,800.88995
306,0,0,0,0.0,0.0,0.0,0,4.0,81.0,0.0,0,1,0,0.0,0,6561.0
307,4,0,0,0.36,0.0,0.0,3,0.0,0.0,8.0,0,1,1,0.1296,9,0.0
308,0,0,0,0.5,0.0,0.0,0,3.0,111.2,2.0,0,0,1,0.25,0,12365.439
309,0,0,0,0.5,0.0,0.0,0,3.0,40.5,3.0,0,1,1,0.25,0,1640.25
310,0,0,0,0.29,0.0,0.0,0,4.0,56.7,0.0,0,0,1,0.08409999,0,3214.8901
311,2,2,0,0.5,0.0,0.0,0,3.0,20.0,0.0,0,1,1,0.25,0,400.0
312,0,0,0,0.33,0.0,0.0,0,4.0,141.3,0.0,0,0,1,0.10890001,0,19965.691
313,0,0,0,1.0,0.0,0.0,0,4.0,78.8,0.0,0,1,1,1.0,0,6209.4404
314,1,1,1,0.67,0.0,0.0,0,1.0,5.3,1.0,1,0,1,0.4489,0,28.090002
315,0,0,0,0.5,0.0,0.0,0,4.0,25.6,0.0,0,0,0,0.25,0,655.36005
316,0,0,0,0.0,0.0,0.0,0,4.0,229.2,0.0,0,0,1,0.0,0,52532.637
317,0,0,0,1.0,0.0,0.0,0,4.0,37.7,0.0,0,0,1,1.0,0,1421.29
318,0,0,0,0.67,0.0,0.0,0,4.0,224.7,0.0,0,0,1,0.4489,0,50490.09
319,0,0,0,0.5,0.0,0.0,0,1.0,14.7,0.0,0,0,1,0.25,0,216.09
320,0,0,0,0.0,0.0,0.0,0,4.0,94.8,0.0,0,0,1,0.0,0,8987.041
321,0,0,0,0.36,0.0,0.0,0,2.0,28.6,2.0,0,0,1,0.1296,0,817.96
322,0,0,0,0.11,0.0,0.0,0,3.0,27.9,0.0,0,0,1,0.0121,0,778.41
323,0,0,0,0.5,15.7,15.7,0,3.0,70.0,0.0,0,0,1,0.25,0,4900.0
324,0,0,0,0.25,0.0,0.0,0,4.0,98.9,0.0,0,0,1,0.0625,0,9781.21
325,0,0,0,0.33,11.7,11.7,2,3.4,64.3,0.0,0,0,0,0.10890001,4,4134.49
326,0,0,0,0.33,0.0,0.0,0,3.0,54.8,1.0,0,0,1,0.10890001,0,3003.0398
327,0,0,0,0.0,0.0,0.0,0,4.0,219.2,0.0,0,0,1,0.0,0,48048.637
328,0,0,0,0.42,0.0,0.0,0,0.0,0.0,2.0,0,1,1,0.17639999,0,0.0
329,0,0,0,0.5,0.0,0.0,0,4.0,89.8,0.0,0,1,1,0.25,0,8064.0405
330,0,0,0,0.0,0.0,0.0,0,2.0,1.3,1.0,1,0,1,0.0,0,1.6899998
331,0,0,0,0.0,0.0,0.0,0,4.0,44.4,0.0,1,0,0,0.0,0,1971.3601
332,2,0,0,0.25,0.0,0.0,0,3.0,51.4,2.0,1,0,0,0.0625,0,2641.9602
333,0,0,0,0.0,0.0,0.0,12,0.0,0.0,0.0,1,0,0,0.0,144,0.0
334,1,0,0,0.5,0.0,0.0,0,2.0,51.7,1.0,0,0,1,0.25,0,2672.8901
335,0,0,0,0.33,0.0,0.0,0,0.0,0.0,2.0,0,0,1,0.10890001,0,0.0
336,0,0,0,0.6,0.0,0.0,0,4.0,135.7,0.0,0,1,1,0.36,0,18414.488
337,2,1,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,0.0,0,0.0
338,0,0,0,0.33,0.0,0.0,0,2.0,35.4,0.0,0,0,1,0.10890001,0,1253.1602
339,1,1,0,1.0,0.0,0.0,0,3.0,8.6,0.0,1,0,1,1.0,0,73.96001
340,0,0,0,1.0,0.0,0.0,0,0.0,0.0,8.0,0,0,1,1.0,0,0.0
341,0,0,0,0.0,0.0,0.0,0,3.0,69.8,0.0,0,0,1,0.0,0,4872.0405
342,1,1,1,0.2,0.0,0.0,0,4.0,77.6,0.0,0,0,0,0.040000003,0,6021.76
343,1,1,0,0.0,0.0,0.0,0,1.0,2.4,0.0,1,0,1,0.0,0,5.76
344,0,0,0,1.0,0.0,0.0,0,4.0,159.5,0.0,0,0,1,1.0,0,25440.25
345,0,0,0,0.54,7.1,21.3,12,0.0,0.0,0.0,1,0,1,0.29160002,144,0.0
346,0,0,0,0.33,0.0,0.0,0,1.0,4.0,0.0,0,0,1,0.10890001,0,16.0
347,0,0,0,0.0,0.0,0.0,0,4.0,159.9,0.0,0,0,1,0.0,0,25568.008
348,0,0,0,0.5,0.0,0.0,0,4.0,98.3,0.0,0,1,1,0.25,0,9662.891
349,2,2,0,0.0,0.0,0.0,0,4.0,54.9,0.0,0,1,1,0.0,0,3014.0103
350,0,0,0,1.0,0.0,0.0,0,4.0,166.4,0.0,0,1,1,1.0,0,27688.957
351,1,0,1,1.0,0.0,0.0,0,4.0,74.9,0.0,1,0,1,1.0,0,5610.0103
352,2,0,0,0.75,16.1,16.1,1,0.0,0.0,2.0,0,0,0,0.5625,1,0.0
353,0,0,0,0.0,0.0,0.0,0,4.0,114.1,0.0,0,1,1,0.0,0,13018.81
354,0,0,0,1.0,0.0,0.0,0,2.0,1.8,2.0,1,0,1,1.0,0,3.2399998
355,2,1,0,0.5,0.0,0.0,0,1.0,1.5,1.0,1,0,1,0.25,0,2.25
356,0,0,0,0.33,0.0,0.0,0,4.0,120.2,0.0,1,0,1,0.10890001,0,14448.039
357,0,0,0,0.6,0.0,0.0,0,3.0,32.0,0.0,1,0,1,0.36,0,1024.0
358,0,0,0,0.0,0.0,0.0,0,4.0,61.0,0.0,0,0,1,0.0,0,3721.0
359,0,0,0,0.5,0.0,0.0,0,3.0,81.3,0.0,0,1,0,0.25,0,6609.6904
360,1,1,0,0.0,0.0,0.0,0,1.0,16.9,0.0,0,0,1,0.0,0,285.61
361,0,0,0,0.56,0.0,0.0,0,4.0,55.7,0.0,0,1,1,0.3136,0,3102.49
362,0,0,0,0.0,0.0,0.0,0,4.0,81.3,0.0,1,0,1,0.0,0,6609.6904
363,2,2,0,0.57,0.0,0.0,4,0.0,0.0,5.0,1,0,1,0.3249,16,0.0
364,0,0,0,0.33,0.0,0.0,0,4.0,78.5,0.0,0,1,1,0.10890001,0,6162.25
365,1,0,0,0.6,11.8,11.8,0,2.0,45.6,7.0,0,1,1,0.36,0,2079.3599
366,0,0,0,1.0,0.0,0.0,0,1.0,15.6,4.0,0,0,1,1.0,0,243.36002
367,3,3,1,0.5,0.0,0.0,0,0.0,0.0,11.0,1,0,1,0.25,0,0.0
368,2,2,1,0.75,0.0,0.0,0,0.0,0.0,18.0,0,0,1,0.5625,0,0.0
369,0,0,0,0.67,0.0,0.0,12,0.0,0.0,0.0,0,0,1,0.4489,144,0.0
370,0,0,0,0.25,0.0,0.0,12,0.0,0.0,0.0,1,0,1,0.0625,144,0.0
371,3,3,3,1.0,0.0,0.0,0,1.0,0.0,2.0,1,0,1,1.0,0,0.0
372,0,0,0,1.0,0.0,0.0,0,4.0,48.9,0.0,1,0,1,1.0,0,2391.2102
373,0,0,0,0.0,0.0,0.0,0,4.0,339.7,0.0,0,0,1,0.0,0,115396.1
374,0,0,0,1.0,0.0,0.0,0,4.0,129.7,0.0,0,0,1,1.0,0,16822.09
375,0,0,0,0.5,17.7,35.4,2,0.0,0.0,5.0,1,0,1,0.25,4,0.0
376,0,0,0,0.5,0.0,0.0,0,4.0,188.6,0.0,0,0,1,0.25,0,35569.96
377,0,0,0,1.0,0.0,0.0,0,4.0,123.1,0.0,0,0,1,1.0,0,15153.609
378,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,0.0,0,0.0
379,0,0,0,1.0,0.0,0.0,0,4.0,227.6,0.0,0,0,1,1.0,0,51801.76
380,0,0,0,0.0,0.0,0.0,0,4.0,183.2,0.0,0,0,1,0.0,0,33562.24
381,1,0,0,1.0,0.0,0.0,0,3.0,53.5,0.0,0,0,1,1.0,0,2862.25
382,0,0,0,0.0,0.0,0.0,0,4.0,103.0,0.0,1,0,1,0.0,0,10609.0
383,0,0,0,1.0,0.0,0.0,0,4.0,109.7,0.0,0,0,1,1.0,0,12034.089
384,0,0,0,0.0,0.0,0.0,0,4.0,44.0,0.0,0,1,1,0.0,0,1936.0
385,3,2,2,0.38,16.0,32.0,2,1.0,0.9,1.0,1,0,1,0.1444,4,0.80999994
386,0,0,0,1.0,0.0,0.0,0,4.0,190.7,0.0,0,1,1,1.0,0,36366.49
387,0,0,0,1.0,0.0,0.0,0,2.0,37.3,0.0,1,0,1,1.0,0,1391.2899
388,0,0,0,0.0,0.0,0.0,0,2.0,33.0,5.0,0,1,1,0.0,0,1089.0
389,0,0,0,0.44,0.0,0.0,0,2.0,9.2,3.0,0,0,1,0.1936,0,84.64
390,0,0,0,0.25,0.0,0.0,0,0.0,0.0,9.0,0,0,1,0.0625,0,0.0
391,0,0,0,0.0,0.0,0.0,0,4.0,271.7,0.0,0,0,1,0.0,0,73820.9
392,0,0,0,0.0,0.0,0.0,0,4.0,170.2,0.0,1,0,1,0.0,0,28968.04
393,0,0,0,0.38,40.5,40.5,11,0.0,0.0,3.3,0,0,1,0.1444,121,0.0
394,0,0,0,0.5,0.0,0.0,0,3.0,47.5,0.0,0,0,1,0.25,0,2256.25
395,0,0,0,0.5,0.0,0.0,0,3.0,58.9,0.0,1,0,1,0.25,0,3469.2102
396,0,0,0,1.0,0.0,0.0,0,4.0,155.8,0.0,0,1,1,1.0,0,24273.64
397,1,0,0,0.5,18.9,18.9,0,2.0,5.1,0.0,0,1,0,0.25,0,26.009998
398,0,0,0,0.5,0.0,0.0,0,1.0,0.3,15.0,0,0,1,0.25,0,0.09
399,1,1,0,0.38,0.0,0.0,0,0.0,0.0,23.0,1,0,1,0.1444,0,0.0
400,0,0,0,0.0,0.0,0.0,0,3.0,29.3,0.0,0,0,1,0.0,0,858.4899
401,0,0,0,0.0,0.0,0.0,0,2.0,22.7,2.0,0,0,1,0.0,0,515.29004
402,0,0,0,0.0,0.0,0.0,0,4.0,200.4,0.0,0,0,1,0.0,0,40160.156
403,0,0,0,0.6,0.0,0.0,0,2.0,74.4,1.0,0,0,1,0.36,0,5535.3604
404,2,0,0,0.0,12.1,24.2,0,2.0,2.1,0.0,1,0,0,0.0,0,4.4099994
405,0,0,0,0.31,4.0,4.0,0,0.0,0.0,4.7,1,0,0,0.0961,0,0.0
406,0,0,0,0.33,0.0,0.0,0,4.0,73.1,0.0,0,0,1,0.10890001,0,5343.61
407,0,0,0,1.0,0.0,0.0,0,2.0,30.0,2.0,0,0,1,1.0,0,900.0
408,0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0,1,0.0,0,0.0
409,1,0,0,1.0,0.0,0.0,0,3.0,46.2,0.0,0,0,1,1.0,0,2134.4402
410,2,1,2,0.2,0.0,0.0,0,2.0,14.7,1.0,0,1,1,0.040000003,0,216.09
411,0,0,0,0.33,0.0,0.0,0,4.0,67.3,0.0,0,0,1,0.10890001,0,4529.2905
412,0,0,0,0.4,3.5,7.0,0,0.0,0.0,5.0,0,0,1,0.16000001,0,0.0
413,0,0,0,0.33,0.0,0.0,0,1.0,3.3,9.0,0,0,1,0.10890001,0,10.889999
414,0,0,0,1.0,0.0,0.0,0,4.0,231.0,0.0,0,0,0,1.0,0,53361.0
415,0,0,0,0.0,0.0,0.0,0,3.0,13.9,1.0,0,0,0,0.0,0,193.20999
416,0,0,0,0.67,0.0,0.0,0,3.0,30.2,1.0,0,0,1,0.4489,0,912.04004
417,1,1,0,0.33,0.0,0.0,0,4.0,145.1,0.0,0,1,1,0.10890001,0,21054.012
418,0,0,0,0.0,0.0,0.0,0,4.0,259.3,0.0,0,1,1,0.0,0,67236.484
419,0,0,0,0.0,0.0,0.0,0,4.0,93.0,0.0,0,0,1,0.0,0,8649.0
420,0,0,0,0.5,0.0,0.0,0,3.0,34.8,0.0,0,0,1,0.25,0,1211.0399
421,0,0,0,0.64,12.5,12.5,12,0.0,0.0,0.0,0,1,1,0.4096,144,0.0
422,0,0,0,0.0,0.0,0.0,0,4.0,179.0,0.0,0,1,1,0.0,0,32041.0
423,0,0,0,0.33,47.1,47.1,12,0.0,0.0,0.0,1,0,1,0.10890001,144,0.0
424,0,0,0,1.0,0.0,0.0,0,2.0,57.2,15.0,0,0,1,1.0,0,3271.84
425,0,0,0,1.0,0.0,0.0,0,4.0,51.8,0.0,0,0,1,1.0,0,2683.24
426,0,0,0,0.75,0.0,0.0,0,2.0,27.1,2.0,0,0,1,0.5625,0,734.41003
427,1,0,1,0.0,0.0,0.0,0,0.0,0.0,4.0,0,0,1,0.0,0,0.0
428,0,0,0,0.25,0.0,0.0,0,4.0,72.2,0.0,0,1,0,0.0625,0,5212.8394
429,0,0,0,0.67,0.0,0.0,0,4.0,107.8,0.0,1,0,1,0.4489,0,11620.841
430,0,0,0,1.0,0.0,0.0,0,3.0,37.5,1.0,0,1,1,1.0,0,1406.25
431,0,0,0,0.33,0.0,0.0,0,0.0,0.0,2.0,0,0,1,0.10890001,0,0.0
432,0,0,0,0.0,0.0,0.0,0,1.0,10.8,0.0,0,0,1,0.0,0,116.64001
433,0,0,0,0.0,0.0,0.0,0,4.0,197.5,0.0,0,0,1,0.0,0,39006.25
434,1,1,0,0.2,0.0,0.0,0,4.0,170.7,0.0,0,1,1,0.040000003,0,29138.488
435,0,0,0,0.25,0.0,0.0,0,0.0,0.0,5.0,1,0,1,0.0625,0,0.0
436,0,0,0,1.0,0.0,0.0,0,2.0,12.7,0.0,0,0,0,1.0,0,161.29
437,0,0,0,0.4,0.0,0.0,0,0.0,0.0,25.0,0,1,0,0.16000001,0,0.0
438,0,0,0,1.0,0.0,0.0,0,4.0,232.3,0.0,0,0,1,1.0,0,53963.293
439,1,1,0,0.57,0.0,0.0,0,0.0,0.0,7.0,0,0,1,0.3249,0,0.0
440,0,0,0,1.0,0.0,0.0,0,2.0,42.0,1.0,0,0,1,1.0,0,1764.0
441,0,0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,0,0,1,0.0,0,0.0
442,0,0,0,1.0,0.0,0.0,0,3.0,132.9,0.0,0,0,1,1.0,0,17662.408
443,0,0,0,0.0,0.0,0.0,0,4.0,114.6,0.0,1,0,1,0.0,0,13133.159
444,0,0,0,0.67,0.0,0.0,0,0.0,0.0,21.0,0,0,0,0.4489,0,0.0
445,1,0,0,0.6,8.3,8.3,0,3.0,5.5,0.0,0,0,0,0.36,0,30.25
446,0,0,0,0.5,0.0,0.0,0,4.0,97.2,0.0,0,0,0,0.25,0,9447.84
447,0,0,0,1.0,0.0,0.0,0,3.0,33.9,0.0,0,1,1,1.0,0,1149.2101
448,0,0,0,1.0,0.0,0.0,0,4.0,115.6,0.0,0,0,1,1.0,0,13363.359
449,0,0,0,0.14,0.0,0.0,0,0.0,0.0,17.0,1,0,1,0.0196,0,0.0
450,0,0,0,1.0,0.0,0.0,0,4.0,169.0,0.0,0,0,1,1.0,0,28561.0
451,0,0,0,0.5,0.0,0.0,0,2.0,0.9,4.0,0,0,1,0.25,0,0.80999994
452,0,0,0,0.5,0.0,0.0,0,1.0,3.7,5.0,0,1,1,0.25,0,13.690001
453,1,1,0,0.2,0.0,0.0,0,0.0,0.0,1.0,0,0,1,0.040000003,0,0.0
454,0,0,0,1.0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,1.0,0,0.0
455,0,0,0,0.43,0.0,0.0,0,0.0,0.0,2.0,0,1,1,0.1849,0,0.0
456,1,0,0,0.3,5.6,11.2,6,1.0,11.9,0.0,1,0,1,0.09,36,141.60999
457,0,0,0,0.0,0.0,0.0,0,4.0,149.9,0.0,0,0,1,0.0,0,22470.008
458,0,0,0,0.0,0.0,0.0,0,1.0,7.3,0.0,0,0,1,0.0,0,53.29
459,0,0,0,1.0,0.0,0.0,0,4.0,93.6,0.0,0,0,1,1.0,0,8760.96
460,0,0,0,0.67,0.0,0.0,0,2.0,33.6,3.0,0,0,1,0.4489,0,1128.9598
461,0,0,0,0.0,0.0,0.0,0,2.0,65.6,1.0,0,0,1,0.0,0,4303.36
462,1,1,0,0.5,0.0,0.0,0,0.0,0.0,1.0,0,0,1,0.25,0,0.0
463,0,0,0,0.67,0.0,0.0,0,4.0,88.5,0.0,0,1,1,0.4489,0,7832.25
464,0,0,0,0.67,7.1,7.1,0,0.0,0.0,9.0,0,0,0,0.4489,0,0.0
465,0,0,0,1.0,0.0,0.0,0,2.0,43.5,0.0,0,0,1,1.0,0,1892.25
466,0,0,0,0.0,0.0,0.0,0,3.0,27.0,0.0,0,0,1,0.0,0,729.0
467,2,0,2,1.0,0.0,0.0,0,1.0,8.8,1.0,0,0,1,1.0,0,77.44
468,1,1,1,0.29,0.0,0.0,0,0.0,0.0,5.0,0,1,1,0.08409999,0,0.0
469,0,0,0,1.0,0.0,0.0,0,3.0,90.5,5.0,0,0,1,1.0,0,8190.25
470,0,0,0,1.0,0.0,0.0,0,2.0,40.7,0.0,0,0,1,1.0,0,1656.4901
471,1,0,1,0.5,0.0,0.0,0,4.0,43.0,0.0,0,0,1,0.25,0,1849.0
472,0,0,0,0.0,0.0,0.0,0,1.0,7.7,1.0,0,0,1,0.0,0,59.289997
473,0,0,0,0.4,0.0,0.0,0,4.0,7.1,0.0,0,0,1,0.16000001,0,50.41
474,2,1,2,0.2,0.0,0.0,0,0.0,0.0,6.0,1,0,0,0.040000003,0,0.0
475,0,0,0,0.4,0.0,0.0,0,0.0,0.0,7.0,1,0,0,0.16000001,0,0.0
476,0,0,0,0.0,0.0,0.0,0,4.0,111.8,0.0,1,0,1,0.0,0,12499.24
477,0,0,0,1.0,0.0,0.0,0,1.0,1.5,25.0,0,0,1,1.0,0,2.25
478,0,0,0,0.0,0.0,0.0,0,4.0,227.5,0.0,0,1,1,0.0,0,51756.25
479,1,1,0,0.0,0.0,0.0,0,4.0,90.5,0.0,0,0,1,0.0,0,8190.25
480,0,0,0,0.0,0.0,0.0,0,1.0,4.3,0.0,1,0,1,0.0,0,18.490002
481,0,0,0,0.0,0.0,0.0,0,4.0,108.6,0.0,0,1,1,0.0,0,11793.96
482,0,0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0,1,1,0.0,0,0.0
483,1,1,0,0.33,0.0,0.0,0,2.0,7.2,6.0,0,0,1,0.10890001,0,51.839996
484,0,0,0,1.0,0.0,0.0,0,1.0,35.1,0.0,0,0,1,1.0,0,1232.0099
485,0,0,0,0.0,0.0,0.0,0,2.0,25.1,0.0,0,0,1,0.0,0,630.01
486,0,0,0,0.42,0.0,0.0,0,1.0,0.1,0.0,0,0,1,0.17639999,0,0.010000001
487,0,0,0,0.25,0.0,0.0,0,2.0,19.1,7.0,0,0,0,0.0625,0,364.81003
488,0,0,0,0.33,9.9,9.9,0,4.0,70.2,0.0,1,0,0,0.10890001,0,4928.0396
489,1,0,0,0.0,39.0,39.0,0,2.0,6.5,2.0,0,0,0,0.0,0,42.25
490,0,0,0,1.0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,1.0,0,0.0
491,0,0,0,0.0,0.0,0.0,0,2.0,53.8,7.0,0,0,1,0.0,0,2894.44
492,0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0,1,0.0,0,0.0
493,0,0,0,0.5,0.0,0.0,0,0.0,0.0,9.0,1,0,0,0.25,0,0.0
494,0,0,0,0.57,9.7,29.1,12,0.0,0.0,0.0,0,0,0,0.3249,144,0.0
495,0,0,0,0.33,0.0,0.0,0,2.0,1.3,5.0,0,0,1,0.10890001,0,1.6899998
496,0,0,0,1.0,0.0,0.0,0,4.0,136.7,0.0,0,0,1,1.0,0,18686.889
497,0,0,0,0.5,0.0,0.0,0,4.0,140.5,0.0,0,0,1,0.25,0,19740.25
498,1,1,0,0.67,0.0,0.0,0,4.0,162.9,0.0,0,1,1,0.4489,0,26536.408
499,2,1,0,0.0,0.0,0.0,0,1.0,2.9,2.0,0,0,1,0.0,0,8.410001
500,0,0,0,0.25,0.0,0.0,0,1.0,2.5,1.0,0,0,1,0.0625,0,6.25
501,3,2,0,0.42,0.0,0.0,0,0.0,0.0,5.0,1,0,1,0.17639999,0,0.0
502,0,0,0,0.64,0.0,0.0,0,4.0,48.6,0.0,1,0,0,0.4096,0,2361.96
503,1,1,0,0.56,0.0,0.0,0,0.0,0.0,9.0,0,0,1,0.3136,0,0.0
504,0,0,0,0.5,0.0,0.0,0,2.0,32.2,0.0,0,0,1,0.25,0,1036.8401
505,0,0,0,1.0,0.0,0.0,0,0.0,0.0,2.0,0,1,1,1.0,0,0.0
506,0,0,0,0.43,0.0,0.0,0,3.0,21.0,0.0,0,1,1,0.1849,0,441.0
507,0,0,0,0.5,0.0,0.0,0,4.0,21.1,0.0,0,0,1,0.25,0,445.21002
508,0,0,0,0.33,0.0,0.0,0,1.0,4.6,0.0,0,0,0,0.10890001,0,21.16
509,1,1,1,0.0,0.0,0.0,0,4.0,54.8,0.0,1,0,1,0.0,0,3003.0398
510,1,1,0,0.75,0.0,0.0,0,4.0,27.3,0.0,0,0,0,0.5625,0,745.29
511,1,1,0,0.0,0.0,0.0,0,0.0,0.0,7.0,1,0,0,0.0,0,0.0
512,1,1,0,0.2,11.9,11.9,0,0.0,0.0,9.0,0,0,0,0.040000003,0,0.0
513,0,0,0,0.67,0.0,0.0,0,2.0,5.6,1.0,1,0,0,0.4489,0,31.359999
514,0,0,0,0.0,0.0,0.0,0,4.0,54.7,0.0,0,0,1,0.0,0,2992.09
515,0,0,0,1.0,0.0,0.0,0,0.0,0.0,2.0,1,0,1,1.0,0,0.0
516,0,0,0,1.0,0.0,0.0,0,4.0,147.2,0.0,0,0,1,1.0,0,21667.84
517,1,0,0,0.5,0.0,0.0,0,1.0,1.8,7.0,0,1,0,0.25,0,3.2399998
518,1,0,0,1.0,0.0,0.0,0,4.0,101.6,0.0,0,0,0,1.0,0,10322.56
519,0,0,0,0.0,0.0,0.0,0,0.0,0.0,9.0,0,0,1,0.0,0,0.0
520,0,0,0,0.0,0.0,0.0,0,3.0,44.2,0.0,0,1,1,0.0,0,1953.64
521,2,1,1,0.63,0.0,0.0,0,0.0,0.0,2.0,0,1,1,0.3969,0,0.0
522,1,1,0,1.0,0.0,0.0,0,2.0,6.8,0.0,0,1,0,1.0,0,46.24
523,0,0,0,1.0,0.0,0.0,0,4.0,107.7,0.0,0,0,1,1.0,0,11599.289
524,0,0,0,1.0,0.0,0.0,0,0.0,0.0,6.0,0,0,1,1.0,0,0.0
525,0,0,0,0.5,0.0,0.0,0,4.0,156.5,0.0,0,0,1,0.25,0,24492.25
526,0,0,0,0.0,0.0,0.0,0,3.0,63.9,0.0,0,0,0,0.0,0,4083.2102
527,0,0,0,1.0,0.0,0.0,0,4.0,93.7,0.0,0,0,1,1.0,0,8779.689
528,1,0,0,0.4,0.0,0.0,0,0.0,0.0,1.0,1,0,1,0.16000001,0,0.0
529,1,1,1,0.5,0.0,0.0,0,2.0,11.9,0.0,0,1,0,0.25,0,141.60999
530,0,0,0,0.33,4.3,12.9,0,0.0,0.0,5.0,0,0,0,0.10890001,0,0.0
531,0,0,0,0.2,0.0,0.0,0,0.0,0.0,5.0,0,0,0,0.040000003,0,0.0
532,0,0,0,1.0,0.0,0.0,0,4.0,143.6,0.0,0,0,0,1.0,0,20620.96
533,1,1,0,0.25,13.3,13.3,1,0.0,0.0,19.4,0,0,0,0.0625,1,0.0
534,1,1,0,1.0,0.0,0.0,0,0.0,0.0,17.0,0,1,1,1.0,0,0.0
535,0,0,0,1.0,0.0,0.0,0,4.0,238.1,0.0,0,0,0,1.0,0,56691.613
536,0,0,0,0.33,0.0,0.0,0,1.0,10.1,0.0,1,0,0,0.10890001,0,102.01001
537,1,1,1,0.33,0.0,0.0,0,1.0,4.1,4.0,1,0,0,0.10890001,0,16.81
538,1,0,0,0.0,0.0,0.0,0,2.0,18.7,1.0,0,0,0,0.0,0,349.69003
539,2,1,0,0.0,0.0,0.0,0,4.0,215.2,0.0,1,0,1,0.0,0,46311.04
