,husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,expersq,nwifeinc,inlf,hrwage,lwage
788,45,0.0,200,3,0,1,44,0,108.0,44,0,5,1,0.0,13750.0,36,33,1,48.0,1089,8.134,1,2.25,0.8109302
789,31,0.0,560,14,0,0,40,0,260.0,31,0,15,0,0.0,45000.0,11,10,1,40.0,100,31.48,1,6.5,1.8718022
790,22,0.0,225,12,0,0,70,0,250.0,20,0,12,0,0.0,17500.0,4,2,0,40.0,4,4.5,1,6.25,1.8325815
791,39,0.0,600,12,0,0,40,0,600.0,33,0,12,0,1.0,45000.0,21,15,1,40.0,225,13.8,1,15.0,2.7080503
792,47,,0,18,0,1,60,1,200.0,44,0,14,0,0.0,112500.0,23,24,0,20.0,576,102.1,1,10.0,2.3025851
793,57,0.0,1000,13,0,0,18,0,100.0,52,0,12,1,0.0,55000.0,38,34,0,20.0,1156,49.8,1,5.0,1.609438
794,52,0.0,900,18,0,0,40,0,0.0,56,0,14,0,,3000.0,28,36,0,0.0,1296,3.0,0,,
795,39,1.0,360,14,1,0,40,0,639.0,30,1,15,0,0.0,13750.0,19,9,1,0.0,81,0.0,0,,
796,37,,0,11,0,0,20,1,145.0,35,0,12,0,0.0,11500.0,20,17,0,35.0,289,3.96,1,4.142857,1.4213856
797,35,,0,8,0,1,0,0,0.0,29,0,9,1,,17500.0,21,14,1,0.0,196,17.5,0,,
798,29,0.0,350,12,0,0,40,0,410.0,28,0,14,0,0.0,32500.0,11,8,1,45.0,64,11.18,1,9.111111,2.2094946
799,40,,0,16,0,0,0,1,0.0,37,0,14,0,,67500.0,18,17,0,0.0,289,67.5,0,,
800,38,0.0,1200,16,0,0,40,0,370.0,28,0,13,0,0.0,37500.0,16,9,0,40.0,81,18.26,1,9.25,2.2246234
801,27,0.0,962,16,0,0,50,0,423.0,27,0,14,0,0.0,67500.0,5,7,0,40.0,49,45.504,1,10.575,2.3584926
802,26,0.0,604,16,0,0,50,0,100.0,27,0,16,0,0.0,32500.0,4,5,1,12.0,25,27.3,1,8.333333,2.1202636
803,44,1.0,688,17,0,0,32,1,465.0,43,0,17,0,1.0,55000.0,21,20,0,40.0,400,30.82,1,11.625,2.453158
804,34,,0,12,0,0,80,1,174.0,34,0,12,0,0.0,55000.0,16,16,0,24.0,256,45.952,1,7.25,1.9810015
805,44,,0,16,0,0,10,1,0.0,45,0,14,0,,112500.0,22,25,0,0.0,625,112.5,0,,
806,30,,0,12,0,0,45,0,0.0,29,0,12,0,,22500.0,12,11,1,0.0,121,22.5,0,,
807,35,,0,12,0,0,49,1,107.0,34,0,12,0,0.0,37500.0,17,16,0,0.0,256,31.936,0,,
808,44,0.0,750,18,0,0,40,0,397.0,49,0,16,0,0.0,55000.0,20,27,0,45.0,729,34.356,1,8.822222,2.1772738
809,42,,0,14,0,0,40,1,520.0,36,0,12,0,1.0,32500.0,22,18,0,40.0,324,5.46,1,13.0,2.5649493
810,64,,0,9,0,0,0,0,85.0,58,0,7,0,0.0,6250.0,49,45,0,20.0,2025,1.83,1,4.25,1.446919
811,29,1.0,584,15,0,0,56,0,500.0,26,0,15,0,0.0,55000.0,8,5,0,48.0,25,29.0,1,10.416667,2.3434072
812,43,1.0,975,18,0,0,32,1,827.0,42,0,18,0,1.0,112500.0,19,18,0,30.0,324,69.496,1,27.566668,3.3166072
813,43,,0,6,1,0,0,0,226.0,40,1,6,0,1.0,11500.0,31,28,1,0.0,784,0.0,0,,
814,31,1.0,600,12,0,0,40,0,550.0,27,0,12,0,0.0,32500.0,13,9,0,44.0,81,3.9,1,12.5,2.5257287
815,56,1.0,460,8,0,0,40,0,259.0,51,0,12,0,0.0,55000.0,42,33,0,40.0,1089,41.532,1,6.475,1.8679487
816,31,0.0,360,12,0,0,40,0,0.0,28,0,12,0,,17500.0,13,10,1,0.0,100,17.5,0,,
817,40,,0,15,0,0,70,1,580.0,38,0,15,0,0.0,37500.0,19,17,0,40.0,289,7.34,1,14.5,2.6741486
818,45,1.0,280,15,0,0,40,0,337.0,51,0,13,0,0.0,22500.0,24,32,0,40.0,1024,4.976,1,8.425,2.1312034
819,32,0.0,1350,18,0,0,50,0,750.0,34,0,15,0,0.0,112500.0,8,13,1,40.0,169,73.5,1,18.75,2.9311938
820,41,1.0,430,10,0,1,40,0,0.0,40,0,12,1,,17500.0,25,22,1,0.0,484,17.5,0,,
821,39,1.0,673,17,0,0,48,1,0.0,38,0,14,0,,32500.0,16,18,0,0.0,324,32.5,0,,
822,31,0.0,640,12,1,0,40,0,400.0,27,1,11,0,0.0,32500.0,13,10,1,16.0,100,11.7,1,25.0,3.218876
823,29,,0,13,0,0,0,0,600.0,31,0,13,0,0.0,45000.0,10,12,1,40.0,144,13.8,1,15.0,2.7080503
824,37,,0,16,0,0,40,1,346.0,37,0,14,0,0.0,55000.0,15,17,0,32.0,289,37.008,1,10.8125,2.380703
825,33,0.0,450,16,1,0,60,0,575.0,34,1,16,0,0.0,45000.0,11,12,1,50.0,144,15.1,1,11.5,2.442347
826,32,0.0,560,12,0,0,40,1,100.0,30,0,15,0,0.0,45000.0,14,9,0,14.0,81,39.8,1,7.142857,1.9661129
827,30,0.0,539,13,0,0,40,0,372.0,23,0,12,0,0.0,55000.0,11,5,1,40.0,25,35.656,1,9.3,2.2300143
828,36,,0,12,0,1,0,0,0.0,39,0,13,1,,11500.0,18,20,1,0.0,400,11.5,0,,
829,32,0.0,700,12,0,1,50,0,350.0,25,0,12,1,0.0,112500.0,14,7,0,40.0,49,94.3,1,8.75,2.1690538
830,40,0.0,480,12,0,0,40,0,200.0,43,0,14,0,0.0,32500.0,22,23,1,40.0,529,22.1,1,5.0,1.609438
831,31,1.0,850,12,0,0,45,0,0.0,31,0,14,0,,67500.0,13,11,1,0.0,121,67.5,0,,
832,30,0.0,578,13,0,0,43,0,0.0,27,0,13,0,,27500.0,11,8,1,0.0,64,27.5,0,,
833,62,,0,18,0,0,0,0,654.0,45,0,18,0,1.0,67500.0,38,21,1,40.0,441,33.492,1,16.35,2.7942278
834,59,1.0,837,16,0,0,56,0,0.0,49,0,15,0,,55000.0,37,28,0,0.0,784,55.0,0,,
835,29,1.0,460,14,0,0,40,0,400.0,32,0,12,0,1.0,37500.0,9,14,0,40.0,196,16.7,1,10.0,2.3025851
836,33,0.0,800,18,0,0,60,0,250.0,32,0,16,0,0.0,55000.0,9,10,1,20.0,100,42.0,1,12.5,2.5257287
837,60,,0,9,0,0,15,0,0.0,59,0,11,0,,22500.0,45,42,0,0.0,1764,22.5,0,,
838,37,0.0,563,12,0,0,60,1,334.0,35,0,12,0,0.0,67500.0,19,17,0,40.0,289,50.132,1,8.35,2.1222615
839,60,,0,12,0,0,48,1,0.0,59,0,12,0,,3000.0,42,41,0,0.0,1681,3.0,0,,
840,65,0.0,500,16,0,1,40,0,0.0,36,0,6,1,,37500.0,43,24,0,0.0,576,37.5,0,,
841,37,0.0,500,16,0,0,50,1,500.0,34,0,17,0,1.0,112500.0,15,11,0,40.0,121,86.5,1,12.5,2.5257287
842,48,0.0,1250,16,0,0,45,0,285.0,46,0,12,0,0.0,112500.0,26,28,0,40.0,784,97.68,1,7.125,1.9636097
843,27,0.0,390,12,0,0,40,0,0.0,24,0,12,0,,22500.0,9,6,1,0.0,36,22.5,0,,
844,38,,0,12,0,0,80,0,240.0,41,0,12,0,0.0,45000.0,20,23,0,40.0,529,32.52,1,6.0,1.7917595
845,48,1.0,320,12,0,0,0,1,494.0,43,0,14,0,0.0,67500.0,30,23,0,32.0,529,41.812,1,15.4375,2.7367997
846,51,0.0,350,12,0,0,40,0,620.0,43,0,17,0,0.0,45000.0,33,20,0,40.0,400,12.76,1,15.5,2.74084
847,30,0.0,400,12,0,0,40,0,650.0,29,0,16,0,0.0,55000.0,12,7,0,40.0,49,21.2,1,16.25,2.7880929
848,52,,0,16,0,0,40,0,189.0,49,0,12,0,0.0,17500.0,30,31,0,10.0,961,7.672,1,18.9,2.939162
849,36,0.0,800,15,0,0,40,1,0.0,35,0,13,0,,45000.0,15,16,0,0.0,256,45.0,0,,
850,27,,0,15,0,1,0,0,375.0,25,0,16,1,0.0,32500.0,6,3,0,40.0,9,13.0,1,9.375,2.2380466
851,46,,0,18,0,1,40,1,0.0,43,0,12,1,,112500.0,22,25,0,0.0,625,112.5,0,,
852,74,,0,6,0,1,0,0,0.0,47,0,9,1,,8750.0,62,32,0,0.0,1024,8.75,0,,
853,34,0.0,550,12,0,0,50,0,188.0,32,0,12,0,0.0,22500.0,16,14,0,0.0,196,12.724,0,,
854,29,1.0,424,13,0,0,60,0,340.0,24,0,12,0,0.0,37500.0,10,6,1,40.0,36,19.82,1,8.5,2.1400661
855,28,0.0,500,13,0,0,40,0,385.0,29,0,15,0,0.0,37500.0,9,8,1,40.0,64,17.48,1,9.625,2.2643638
856,45,0.0,850,12,0,0,55,0,144.0,44,0,12,0,0.0,45000.0,27,26,0,27.0,676,37.512,1,5.3333335,1.6739764
857,26,,0,10,0,1,0,0,0.0,23,0,8,1,,6250.0,10,9,1,0.0,81,6.25,0,,
858,61,0.0,260,3,0,1,0,1,205.0,53,0,3,1,0.0,27500.0,52,44,0,8.0,1936,16.84,1,25.625,3.2435684
859,48,,0,16,0,0,60,1,924.0,41,0,16,0,0.0,67500.0,26,19,0,36.0,361,19.452,1,25.666666,3.245193
860,47,0.0,1500,18,0,0,50,1,750.0,46,0,18,0,1.0,112500.0,23,22,0,35.0,484,73.5,1,21.428572,3.0647252
861,28,,0,16,0,0,50,0,0.0,27,0,12,0,,37500.0,6,9,1,0.0,81,37.5,0,,
862,29,0.0,137,8,0,1,35,0,170.0,33,0,9,1,0.0,17500.0,15,18,1,40.0,324,8.66,1,4.25,1.446919
863,50,,0,8,0,0,0,1,165.0,44,0,12,0,0.0,8750.0,36,26,0,25.0,676,0.17,1,6.6,1.8870696
864,26,1.0,250,12,0,0,40,0,250.0,25,0,12,0,0.0,27500.0,8,7,1,40.0,49,14.5,1,6.25,1.8325815
865,43,,0,11,0,0,10,0,50.0,43,0,12,0,0.0,27500.0,26,25,0,0.0,625,24.9,0,,
866,42,,0,18,0,0,0,1,0.0,36,0,12,0,,8750.0,18,18,0,0.0,324,8.75,0,,
867,43,0.0,640,15,0,0,40,1,400.0,42,0,13,0,0.0,37500.0,22,23,0,0.0,529,16.7,0,,
868,53,1.0,770,14,0,0,35,0,200.0,45,0,7,0,0.0,55000.0,33,32,0,40.0,1024,44.6,1,5.0,1.609438
869,33,0.0,400,14,0,0,40,0,0.0,32,0,12,0,,17500.0,13,14,1,0.0,196,17.5,0,,
870,46,0.0,550,12,0,0,40,0,600.0,41,0,16,0,0.0,67500.0,28,19,0,40.0,361,36.3,1,15.0,2.7080503
871,40,0.0,654,16,0,1,40,0,300.0,39,0,12,1,0.0,37500.0,18,21,1,30.0,441,21.9,1,10.0,2.3025851
872,62,0.0,300,12,0,0,60,0,140.0,57,0,12,0,0.0,37500.0,44,39,0,21.0,1521,30.22,1,6.6666665,1.89712
873,49,0.0,1500,16,0,0,48,1,405.0,35,0,12,0,1.0,55000.0,27,17,0,40.0,289,33.94,1,10.125,2.3150077
874,46,,0,12,0,0,16,1,0.0,41,0,10,0,,6250.0,28,25,0,0.0,625,6.25,0,,
875,34,1.0,1263,12,0,0,60,0,692.0,32,0,18,0,0.0,112500.0,16,8,0,40.0,64,76.516,1,17.3,2.8507063
876,59,0.0,90,12,0,0,15,0,280.0,54,0,12,0,0.0,27500.0,41,36,0,40.0,1296,12.94,1,7.0,1.9459101
877,47,0.0,500,14,0,0,55,0,350.0,43,0,12,0,0.0,45000.0,27,25,0,32.0,625,26.8,1,10.9375,2.3921974
878,36,0.0,1000,16,0,0,50,0,272.0,36,0,14,0,0.0,45000.0,14,16,1,32.0,256,30.856,1,8.5,2.1400661
879,48,0.0,460,16,0,0,50,1,600.0,44,0,16,0,0.0,67500.0,26,22,0,0.0,484,36.3,0,,
880,37,0.0,240,14,0,0,40,1,854.0,33,0,15,0,0.0,45000.0,17,12,0,60.0,144,0.592,1,14.233334,2.6555867
881,37,,0,9,0,0,60,1,0.0,39,0,14,0,,112500.0,22,19,0,0.0,361,112.5,0,,
882,36,0.0,1621,18,0,1,40,1,0.0,34,0,12,1,,112500.0,12,16,0,0.0,256,112.5,0,,
883,57,1.0,440,12,0,0,40,0,0.0,51,0,12,0,,32500.0,39,33,0,0.0,1089,32.5,0,,
884,39,,0,12,1,0,10,1,200.0,34,1,11,0,0.0,37500.0,21,17,0,40.0,289,27.1,1,5.0,1.609438
885,33,,0,12,1,0,0,0,0.0,34,1,16,0,,8750.0,15,12,1,0.0,144,8.75,0,,
886,39,1.0,850,16,0,0,50,1,117.0,37,0,12,0,0.0,37500.0,17,19,0,25.0,361,31.416,1,4.68,1.5432981
887,44,0.0,1300,16,0,0,60,0,0.0,41,0,17,0,,67500.0,22,18,1,0.0,324,67.5,0,,
888,35,0.0,1250,18,0,0,0,0,865.0,33,0,18,0,0.0,112500.0,11,9,1,40.0,81,67.52,1,21.625,3.0738502
889,61,1.0,582,11,0,0,40,0,120.0,56,0,12,0,0.0,0.0,44,38,0,25.0,1444,0.0,1,4.8,1.5686159
890,40,0.0,1200,16,0,0,45,1,0.0,41,0,12,0,,112500.0,18,23,0,0.0,529,112.5,0,,
891,43,,0,14,0,1,40,1,150.0,35,0,11,1,0.0,32500.0,23,18,0,25.0,324,24.7,1,6.0,1.7917595
892,44,0.0,600,18,0,0,50,1,0.0,40,0,14,0,,55000.0,20,20,0,0.0,400,55.0,0,,
893,35,0.0,1000,16,0,0,43,0,140.0,23,0,15,0,0.0,55000.0,13,2,1,10.0,4,47.72,1,14.0,2.6390574
894,42,,0,12,0,0,40,0,0.0,39,0,12,0,,0.0,24,21,1,0.0,441,0.0,0,,
895,46,0.0,240,12,0,0,40,1,453.0,38,0,12,0,0.0,32500.0,28,20,0,40.0,400,8.944,1,11.325,2.4270127
896,34,0.0,275,14,0,0,55,0,184.0,31,0,12,0,0.0,32500.0,14,13,1,40.0,169,22.932,1,4.6,1.5260563
897,41,0.0,900,16,0,0,40,0,540.0,35,0,17,0,0.0,55000.0,19,12,0,40.0,144,26.92,1,13.5,2.6026897
898,42,,0,13,0,0,32,1,700.0,39,0,15,0,0.0,112500.0,23,18,0,40.0,324,76.1,1,17.5,2.862201
899,34,0.0,420,12,0,0,40,0,0.0,32,0,15,0,,22500.0,16,11,1,0.0,121,22.5,0,,
900,43,0.0,769,17,0,0,40,1,180.0,42,0,16,0,0.0,112500.0,20,20,0,15.0,400,103.14,1,12.0,2.4849067
901,55,,0,18,0,0,60,0,0.0,53,0,12,0,,112500.0,31,35,0,0.0,1225,112.5,0,,
902,49,1.0,425,8,0,0,60,0,280.0,48,0,12,0,0.0,32500.0,35,30,0,40.0,900,17.94,1,7.0,1.9459101
903,21,0.0,400,12,0,0,60,0,0.0,23,0,12,1,,32500.0,3,5,1,0.0,25,32.5,0,,
904,27,,0,15,0,0,30,0,40.0,23,0,14,0,0.0,0.0,6,3,1,12.0,9,0.0,1,3.3333333,1.2039728
905,46,0.0,280,12,0,0,32,0,577.0,46,0,16,0,1.0,67500.0,28,24,0,50.0,576,37.496,1,11.54,2.4458191
906,32,0.0,600,12,1,0,40,0,0.0,32,1,12,0,,17500.0,14,14,0,0.0,196,17.5,0,,
907,25,0.0,320,6,0,1,32,0,0.0,19,0,9,1,,6250.0,13,4,0,0.0,16,6.25,0,,
908,57,0.0,375,13,0,0,40,1,45.0,53,0,13,0,0.0,27500.0,38,34,0,16.0,1156,25.16,1,2.8125,1.0340737
909,53,,0,12,0,0,40,0,0.0,49,0,12,0,,32500.0,35,31,0,0.0,961,32.5,0,,
910,43,,0,8,0,0,50,0,0.0,42,0,12,0,,112500.0,29,24,1,0.0,576,112.5,0,,
911,30,0.0,1000,13,0,0,45,0,20.0,31,0,12,0,0.0,55000.0,11,13,1,8.0,169,53.96,1,2.5,0.91629076
912,34,0.0,500,12,0,0,50,1,360.0,33,0,12,0,0.0,45000.0,16,15,0,40.0,225,26.28,1,9.0,2.1972246
913,34,,0,16,0,0,65,1,0.0,34,0,16,0,,112500.0,12,12,0,0.0,144,112.5,0,,
914,62,0.0,275,14,0,0,40,0,21.0,59,0,14,0,0.0,27500.0,42,39,0,1.0,1521,26.408,1,21.0,3.0445225
915,43,1.0,650,12,0,0,38,1,720.0,40,0,14,0,0.0,67500.0,25,20,0,40.0,400,30.06,1,18.0,2.8903718
916,32,0.0,1923,12,0,0,40,0,0.0,28,0,12,0,,112500.0,14,10,1,0.0,100,112.5,0,,
917,37,,0,12,0,0,90,0,350.0,33,0,12,0,0.0,17500.0,19,15,1,40.0,225,0.0,1,8.75,2.1690538
918,45,0.0,1100,18,0,0,40,1,425.0,43,0,12,0,0.0,3000.0,21,25,0,45.0,625,0.0,1,9.444445,2.2454267
919,28,0.0,550,12,0,0,60,0,0.0,27,0,12,0,,27500.0,10,9,1,0.0,81,27.5,0,,
920,47,0.0,1385,17,0,0,50,0,0.0,44,0,12,0,,112500.0,24,26,0,0.0,676,112.5,0,,
921,37,0.0,826,16,0,0,50,0,712.0,31,0,16,0,0.0,3000.0,15,9,0,45.0,81,0.0,1,15.822222,2.7614155
922,61,,0,14,0,0,0,0,77.0,53,0,12,0,0.0,27500.0,41,35,0,0.0,1225,23.496,0,,
923,38,,0,16,0,0,50,0,0.0,37,0,14,0,,112500.0,16,17,1,0.0,289,112.5,0,,
924,33,0.0,900,12,0,0,80,1,0.0,27,0,11,0,,55000.0,15,10,0,0.0,100,55.0,0,,
925,58,,0,12,0,0,0,0,280.0,53,0,12,0,0.0,0.0,40,35,0,40.0,1225,0.0,1,7.0,1.9459101
926,59,,0,12,0,0,60,0,0.0,51,0,14,0,,0.0,41,31,0,0.0,961,0.0,0,,
927,24,0.0,450,13,0,0,50,0,366.0,23,0,14,0,0.0,45000.0,5,3,0,40.0,9,25.968,1,9.15,2.213754
928,48,1.0,673,16,0,0,50,0,577.0,45,0,16,0,0.0,67500.0,26,23,1,40.0,529,37.496,1,14.425,2.6689627
929,63,,0,10,0,0,0,0,0.0,59,0,11,0,,0.0,47,42,0,0.0,1764,0.0,0,,
930,26,0.0,144,14,0,0,0,0,600.0,27,0,16,0,0.0,67500.0,6,5,0,40.0,25,36.3,1,15.0,2.7080503
931,40,0.0,400,12,0,0,32,1,184.0,40,0,15,0,0.0,32500.0,22,19,0,16.0,361,22.932,1,11.5,2.442347
932,44,,0,14,0,0,40,1,0.0,28,0,15,0,,112500.0,24,7,0,0.0,49,112.5,0,,
933,30,0.0,800,15,0,0,40,1,0.0,30,0,12,0,,0.0,9,12,0,0.0,144,0.0,0,,
934,31,0.0,480,12,0,0,40,0,180.0,31,0,12,0,0.0,22500.0,13,13,1,0.0,169,13.14,0,,
935,52,0.0,1000,14,0,0,50,0,300.0,35,0,12,0,0.0,27500.0,32,17,0,40.0,289,11.9,1,7.5,2.014903
936,45,1.0,254,16,0,0,45,1,166.0,43,0,13,0,0.0,32500.0,23,24,0,24.0,576,23.868,1,6.9166665,1.933934
937,41,1.0,750,12,0,0,42,1,236.0,39,0,13,0,0.0,3000.0,23,20,0,21.0,400,0.0,1,11.238095,2.4193094
938,30,,0,13,0,0,0,0,96.0,28,0,13,0,0.0,13750.0,11,9,1,24.0,81,8.758,1,4.0,1.3862944
939,54,0.0,260,16,0,0,40,0,404.0,31,0,16,0,0.0,0.0,32,9,0,35.0,81,0.0,1,11.542857,2.4460669
940,54,1.0,700,8,0,0,50,1,175.0,40,0,13,0,0.0,37500.0,40,21,0,35.0,441,28.4,1,5.0,1.609438
941,28,1.0,200,12,1,0,40,0,200.0,25,1,12,0,0.0,13750.0,10,7,1,40.0,49,3.35,1,5.0,1.609438
942,63,0.0,120,16,0,0,0,0,345.0,58,0,12,0,0.0,32500.0,41,40,0,32.0,1600,14.56,1,10.78125,2.3778086
943,34,,0,16,0,0,72,0,437.0,35,0,17,0,0.0,37500.0,12,12,1,16.0,144,14.776,1,27.3125,3.3073444
944,37,1.0,519,18,0,0,45,0,183.0,36,0,17,0,0.0,37500.0,13,13,1,20.0,169,27.984,1,9.15,2.213754
945,51,0.0,520,12,0,0,45,1,700.0,39,0,12,0,0.0,112500.0,33,21,0,40.0,441,76.1,1,17.5,2.862201
946,41,0.0,600,13,0,0,50,0,500.0,45,0,16,0,0.0,45000.0,22,23,0,40.0,529,19.0,1,12.5,2.5257287
947,32,1.0,300,13,0,0,40,0,400.0,26,0,15,1,0.0,17500.0,13,5,1,40.0,25,0.0,1,10.0,2.3025851
948,38,1.0,720,14,0,0,60,0,0.0,36,0,14,0,,55000.0,18,16,1,0.0,256,55.0,0,,
949,50,,0,18,0,0,0,0,337.0,46,0,13,0,0.0,67500.0,26,27,0,40.0,729,49.976,1,8.425,2.1312034
950,36,0.0,100,9,0,0,8,0,212.0,34,0,12,0,0.0,8750.0,21,16,0,24.0,256,0.0,1,8.833333,2.1785324
951,50,,0,10,0,0,48,0,0.0,51,0,12,0,,22500.0,34,33,0,0.0,1089,22.5,0,,
952,43,1.0,730,18,0,0,40,0,580.0,43,0,12,0,0.0,3000.0,19,25,0,0.0,625,0.0,0,,
953,30,0.0,550,12,0,0,50,0,350.0,30,0,18,0,0.0,37500.0,12,6,1,20.0,36,19.3,1,17.5,2.862201
954,28,1.0,200,12,1,0,48,0,0.0,29,1,12,0,,27500.0,10,11,1,0.0,121,27.5,0,,
955,38,1.0,340,13,0,0,40,1,250.0,48,0,16,0,0.0,112500.0,19,26,0,45.0,676,99.5,1,5.5555553,1.7147983
956,68,,0,12,0,0,0,0,425.0,38,0,14,0,1.0,67500.0,50,18,0,40.0,324,45.4,1,10.625,2.3632097
957,34,,0,18,0,0,60,0,0.0,32,0,16,0,,112500.0,10,10,1,0.0,100,112.5,0,,
958,31,0.0,345,12,0,0,48,0,290.0,25,0,14,0,0.0,22500.0,13,5,1,40.0,25,7.42,1,7.25,1.9810015
959,29,0.0,840,12,0,0,84,0,610.0,28,0,12,0,0.0,32500.0,11,10,1,40.0,100,0.78,1,15.25,2.7245796
960,22,0.0,280,12,0,0,50,0,0.0,21,0,12,0,,8750.0,4,3,1,0.0,9,8.75,0,,
961,40,1.0,508,12,0,1,24,0,0.0,34,0,12,0,,45000.0,22,16,1,0.0,256,45.0,0,,
962,50,1.0,500,12,0,0,50,0,336.0,57,0,11,0,0.0,45000.0,32,40,0,48.0,1600,27.528,1,7.0,1.9459101
963,28,0.0,154,12,0,1,0,0,0.0,27,0,12,1,,6250.0,10,9,1,0.0,81,6.25,0,,
964,44,0.0,425,12,0,0,40,1,0.0,44,0,12,0,,55000.0,26,26,0,0.0,676,55.0,0,,
965,54,,0,16,0,0,40,0,370.0,52,0,12,0,0.0,67500.0,32,34,0,0.0,1156,48.26,0,,
966,38,0.0,1770,18,0,0,45,0,0.0,35,0,14,0,,112500.0,14,15,1,0.0,225,112.5,0,,
967,42,0.0,950,12,0,0,50,1,247.0,43,0,12,0,0.0,67500.0,24,25,0,35.0,625,54.656,1,7.0571427,1.9540403
968,39,0.0,360,11,1,0,40,1,260.0,40,1,12,0,0.0,32500.0,22,22,0,40.0,484,18.98,1,6.5,1.8718022
969,44,,0,18,0,0,30,1,275.0,43,0,18,0,0.0,112500.0,20,19,0,55.0,361,98.2,1,5.0,1.609438
970,41,1.0,400,13,0,0,40,1,0.0,41,0,12,0,,22500.0,22,23,0,0.0,529,22.5,0,,
971,25,0.0,433,12,0,0,43,0,0.0,25,0,17,1,,22500.0,7,2,0,0.0,4,22.5,0,,
972,49,0.0,200,10,0,1,65,0,191.0,51,0,7,1,0.0,27500.0,33,38,0,48.0,1444,17.568,1,3.9791667,1.3810724
973,33,,0,14,0,0,84,0,0.0,36,0,12,0,,37500.0,13,18,1,0.0,324,37.5,0,,
974,51,0.0,600,16,0,0,0,0,1000.0,46,0,16,0,0.0,67500.0,29,24,0,40.0,576,15.5,1,25.0,3.218876
975,62,0.0,300,12,0,0,43,0,0.0,58,0,11,0,,27500.0,44,41,0,0.0,1681,27.5,0,,
976,44,0.0,626,11,0,0,32,0,0.0,50,0,12,0,,55000.0,27,32,0,0.0,1024,55.0,0,,
977,61,0.0,400,16,0,0,40,0,563.0,57,0,15,0,0.0,37500.0,39,36,0,40.0,1296,8.224,1,14.075,2.6444001
978,35,1.0,180,14,0,0,17,0,0.0,30,0,13,0,,8750.0,15,11,1,0.0,121,8.75,0,,
979,43,0.0,300,12,0,0,40,0,425.0,44,0,12,0,0.0,55000.0,25,26,0,50.0,676,32.9,1,8.5,2.1400661
980,55,1.0,350,7,0,0,46,0,0.0,47,1,12,0,,17500.0,42,29,0,0.0,841,17.5,0,,
981,31,0.0,300,10,1,0,40,0,212.0,28,1,12,0,0.0,11500.0,15,10,1,40.0,100,0.476,1,5.3,1.6677068
982,39,,0,12,0,0,80,0,608.0,37,0,12,0,0.0,55000.0,21,19,1,24.0,361,23.384,1,25.333334,3.232121
983,48,0.0,900,16,0,0,40,1,0.0,49,0,12,0,,3000.0,26,31,0,0.0,961,3.0,0,,
984,40,1.0,932,16,0,0,40,1,1182.0,42,0,18,0,1.0,112500.0,18,18,0,40.0,324,51.036,1,29.55,3.3860836
985,36,1.0,560,12,0,0,40,1,200.0,32,0,13,0,0.0,55000.0,18,13,0,40.0,169,44.6,1,5.0,1.609438
986,55,0.0,1700,13,0,0,65,1,560.0,42,0,14,0,0.0,3000.0,36,22,0,40.0,484,0.0,1,14.0,2.6390574
987,58,0.0,500,13,0,0,40,0,0.0,54,0,8,0,,37500.0,39,40,0,0.0,1600,37.5,0,,
988,30,0.0,528,13,0,0,48,0,186.0,31,0,14,0,0.0,32500.0,11,11,0,32.0,121,22.828,1,5.8125,1.7600107
989,64,0.0,480,12,0,0,48,0,0.0,54,0,12,0,,67500.0,46,36,0,0.0,1296,67.5,0,,
990,37,0.0,630,12,0,0,40,0,0.0,35,0,12,0,,45000.0,19,17,1,0.0,289,45.0,0,,
991,52,,0,12,0,0,70,0,175.0,52,0,12,0,0.0,32500.0,34,34,0,16.0,1156,23.4,1,10.9375,2.3921974
992,51,,0,13,0,0,25,1,320.0,46,0,12,0,0.0,0.0,32,28,0,0.0,784,0.0,0,,
993,27,1.0,560,12,0,0,40,0,480.0,28,0,12,0,0.0,55000.0,9,10,1,40.0,100,30.04,1,12.0,2.4849067
994,38,,0,12,0,0,60,1,0.0,37,0,14,0,,37500.0,20,17,0,0.0,289,37.5,0,,
995,48,1.0,600,12,0,0,40,1,173.0,41,0,14,0,0.0,45000.0,30,21,0,30.0,441,36.004,1,5.766667,1.7520943
996,58,,0,17,0,0,50,0,0.0,50,0,15,0,,45000.0,35,29,0,0.0,841,45.0,0,,
997,56,0.0,33,18,0,0,16,0,0.0,52,0,18,0,,3000.0,32,28,0,0.0,784,3.0,0,,
998,39,0.0,900,18,0,0,40,0,300.0,40,0,14,0,1.0,55000.0,15,20,1,24.0,400,39.4,1,12.5,2.5257287
999,43,1.0,620,15,0,0,41,1,0.0,43,0,12,0,,37500.0,22,25,0,0.0,625,37.5,0,,
1000,55,0.0,325,15,0,1,36,0,318.0,48,0,13,1,0.0,45000.0,34,29,0,40.0,841,28.464,1,7.95,2.0731719
1001,47,,0,12,0,1,0,0,419.0,46,0,14,1,0.0,13750.0,29,26,0,0.0,676,0.0,0,,
1002,35,0.0,1442,18,0,0,50,0,150.0,34,0,18,0,0.0,3000.0,11,10,1,6.0,100,0.0,1,25.0,3.218876
1003,43,1.0,961,16,0,0,40,0,500.0,40,0,16,0,1.0,45000.0,21,18,0,40.0,324,19.0,1,12.5,2.5257287
