,nr,year,agric,black,bus,construc,ent,exper,fin,hisp,poorhlth,hours,manuf,married,min,nrthcen,nrtheast,occ1,occ2,occ3,occ4,occ5,occ6,occ7,occ8,occ9,per,pro,pub,rur,south,educ,tra,trad,union,lwage,d81,d82,d83,d84,d85,d86,d87,expersq
975,2107,1987,0,0,0,0,0,9,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,10,0,0,0,2.0354323,0,0,0,0,0,0,1,81
976,2108,1980,0,0,0,0,0,2,0,0,0,1938,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.4674176,0,0,0,0,0,0,0,4
977,2108,1981,0,0,0,0,0,3,0,0,0,2250,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,1,1.9616585,1,0,0,0,0,0,0,9
978,2108,1982,0,0,0,1,0,4,0,0,0,2367,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,1,2.0720735,0,1,0,0,0,0,0,16
979,2108,1983,0,0,0,0,0,5,0,0,0,2578,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,2.1054711,0,0,1,0,0,0,0,25
980,2108,1984,0,0,0,0,0,6,0,0,0,3010,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,2.051931,0,0,0,1,0,0,0,36
981,2108,1985,0,0,0,0,0,7,0,0,0,2490,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,2.3332613,0,0,0,0,1,0,0,49
982,2108,1986,0,0,0,0,0,8,0,0,0,2160,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,2.4710343,0,0,0,0,0,1,0,64
983,2108,1987,0,0,0,0,0,9,0,0,0,2080,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,2.4541426,0,0,0,0,0,0,1,81
984,2147,1980,0,0,0,0,0,2,0,0,0,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,11,0,1,0,-0.021080988,0,0,0,0,0,0,0,4
985,2147,1981,0,0,0,0,0,3,0,0,0,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,11,0,1,0,-0.14884563,1,0,0,0,0,0,0,9
986,2147,1982,0,0,0,0,0,4,0,0,0,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,11,0,1,0,0.1806953,0,1,0,0,0,0,0,16
987,2147,1983,0,0,0,0,0,5,0,0,0,1892,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,0,1,0,-0.03615448,0,0,1,0,0,0,0,25
988,2147,1984,0,0,0,0,0,6,0,0,0,1692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,11,0,1,0,0.39734814,0,0,0,1,0,0,0,36
989,2147,1985,0,0,0,0,0,7,0,0,0,1916,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,11,0,1,0,0.97262126,0,0,0,0,1,0,0,49
990,2147,1986,0,0,0,0,0,8,0,0,0,1961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,0,1,0,0.56309444,0,0,0,0,0,1,0,64
991,2147,1987,0,0,0,0,0,9,0,0,0,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,11,0,1,0,0.75907004,0,0,0,0,0,0,1,81
992,2157,1980,0,0,1,0,0,5,0,0,1,2256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11,0,0,0,1.4620843,0,0,0,0,0,0,0,25
993,2157,1981,0,0,0,0,0,6,0,0,1,4212,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,11,0,0,0,0.3267932,1,0,0,0,0,0,0,36
994,2157,1982,0,0,1,0,0,7,0,0,1,2156,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11,0,0,0,1.5639622,0,1,0,0,0,0,0,49
995,2157,1983,0,0,1,0,0,8,0,0,1,2254,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11,0,0,0,1.1131926,0,0,1,0,0,0,0,64
996,2157,1984,0,0,0,0,0,9,0,0,0,2180,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11,0,0,1,1.2096027,0,0,0,1,0,0,0,81
997,2157,1985,0,0,0,1,0,10,0,0,1,2293,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11,0,0,0,1.1294721,0,0,0,0,1,0,0,100
998,2157,1986,0,0,1,0,0,11,0,0,0,1880,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,1.3545139,0,0,0,0,0,1,0,121
999,2157,1987,0,0,1,0,0,12,0,0,1,2920,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0.4922438,0,0,0,0,0,0,1,144
1000,2163,1980,0,0,0,0,0,4,0,0,0,2328,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,1,2.168267,0,0,0,0,0,0,0,16
1001,2163,1981,0,0,0,0,0,5,0,0,0,1536,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,1,2.483169,1,0,0,0,0,0,0,25
1002,2163,1982,0,0,0,0,0,6,0,0,0,2080,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,1,1.9002239,0,1,0,0,0,0,0,36
1003,2163,1983,0,0,0,0,0,7,0,0,0,1000,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,1,2.60296,0,0,1,0,0,0,0,49
1004,2163,1984,0,0,0,0,0,8,0,0,0,2248,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,12,0,0,1,2.328792,0,0,0,1,0,0,0,64
1005,2163,1985,0,0,0,0,0,9,0,0,0,2496,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,1,2.189776,0,0,0,0,1,0,0,81
1006,2163,1986,0,0,0,0,0,10,0,0,0,2496,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,1,2.228549,0,0,0,0,0,1,0,100
1007,2163,1987,0,0,0,0,0,11,0,0,0,2496,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,1,2.3231144,0,0,0,0,0,0,1,121
1008,2173,1980,0,0,1,0,0,2,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,1.3426391,0,0,0,0,0,0,0,4
1009,2173,1981,0,0,1,0,0,3,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.2957803,1,0,0,0,0,0,0,9
1010,2173,1982,0,0,0,0,0,4,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.233745,0,1,0,0,0,0,0,16
1011,2173,1983,0,0,0,0,0,5,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.2041131,0,0,1,0,0,0,0,25
1012,2173,1984,0,0,1,0,0,6,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.307853,0,0,0,1,0,0,0,36
1013,2173,1985,0,0,0,0,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,12,0,0,0,1.4782797,0,0,0,0,1,0,0,49
1014,2173,1986,0,0,1,0,0,8,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.4582121,0,0,0,0,0,1,0,64
1015,2173,1987,0,0,1,0,0,9,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.6497698,0,0,0,0,0,0,1,81
1016,2180,1980,0,0,0,0,0,2,0,0,0,1887,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10,0,0,0,1.1887043,0,0,0,0,0,0,0,4
1017,2180,1981,0,0,0,0,0,3,0,0,0,1865,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10,0,0,0,1.4857394,1,0,0,0,0,0,0,9
1018,2180,1982,0,0,0,0,0,4,0,0,0,1991,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10,0,0,0,1.2234086,0,1,0,0,0,0,0,16
1019,2180,1983,0,0,0,0,0,5,0,0,0,2080,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10,0,0,0,1.6474485,0,0,1,0,0,0,0,25
1020,2180,1984,0,0,0,0,0,6,0,0,0,2080,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10,0,0,0,1.8003294,0,0,0,1,0,0,0,36
1021,2180,1985,0,0,0,0,0,7,0,0,0,2080,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10,0,0,0,1.8713223,0,0,0,0,1,0,0,49
1022,2180,1986,0,0,0,0,0,8,0,0,0,2120,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10,0,0,0,1.8322065,0,0,0,0,0,1,0,64
1023,2180,1987,0,0,0,0,0,9,0,0,0,2120,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10,0,0,0,1.9755621,0,0,0,0,0,0,1,81
1024,2183,1980,0,0,0,0,0,1,0,0,0,2210,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,13,0,0,0,1.387375,0,0,0,0,0,0,0,1
1025,2183,1981,0,0,0,0,0,2,0,0,0,2496,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13,0,0,0,1.4648566,1,0,0,0,0,0,0,4
1026,2183,1982,0,0,0,0,0,3,0,0,0,2104,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,13,0,0,0,1.2735659,0,1,0,0,0,0,0,9
1027,2183,1983,0,0,0,0,0,4,0,0,0,2500,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13,0,0,0,1.4430472,0,0,1,0,0,0,0,16
1028,2183,1984,0,0,0,0,0,5,0,0,0,2600,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,1.6312531,0,0,0,1,0,0,0,25
1029,2183,1985,0,0,0,0,0,6,0,0,0,2600,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,1.9482833,0,0,0,0,1,0,0,36
1030,2183,1986,0,0,0,0,0,7,0,0,0,2190,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,2.0620854,0,0,0,0,0,1,0,49
1031,2183,1987,0,0,0,0,0,8,0,0,0,2200,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.1277628,0,0,0,0,0,0,1,64
1032,2216,1980,0,0,0,1,0,1,0,0,0,4264,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.6464505,0,0,0,0,0,0,0,1
1033,2216,1981,0,0,0,0,0,2,0,0,0,3212,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.0948693,1,0,0,0,0,0,0,4
1034,2216,1982,0,0,0,1,0,3,0,0,0,2040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,2.0929136,0,1,0,0,0,0,0,9
1035,2216,1983,0,0,0,0,0,4,0,0,0,3280,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.3877176,0,0,1,0,0,0,0,16
1036,2216,1984,0,0,0,0,0,5,0,0,0,2210,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,1,1.8450654,0,0,0,1,0,0,0,25
1037,2216,1985,0,0,0,0,0,6,0,0,0,2080,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,2.1714268,0,0,0,0,1,0,0,36
1038,2216,1986,0,0,0,1,0,7,0,0,0,1840,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,2.3419664,0,0,0,0,0,1,0,49
1039,2216,1987,0,0,0,1,0,8,0,0,0,3224,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,2.0158877,0,0,0,0,0,0,1,64
1040,2220,1980,0,0,0,0,0,2,0,0,0,1250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,1,0,1,1.9572239,0,0,0,0,0,0,0,4
1041,2220,1981,0,0,0,0,0,3,0,0,0,2275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,1,0,1,1.7274652,1,0,0,0,0,0,0,9
1042,2220,1982,0,0,0,0,0,4,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,1,0,1,2.0582283,0,1,0,0,0,0,0,16
1043,2220,1983,0,0,0,0,0,5,0,0,0,2340,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,2.3903863,0,0,1,0,0,0,0,25
1044,2220,1984,0,0,0,0,0,6,0,0,0,2340,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,1,2.4297607,0,0,0,1,0,0,0,36
1045,2220,1985,0,0,0,0,0,7,0,0,0,2340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,2.629008,0,0,0,0,1,0,0,49
1046,2220,1986,0,0,0,0,0,8,0,0,0,2545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,2.3426392,0,0,0,0,0,1,0,64
1047,2220,1987,0,0,0,0,0,9,0,0,0,2600,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,2.4000754,0,0,0,0,0,0,1,81
1048,2227,1980,0,0,1,0,0,3,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.0913246,0,0,0,0,0,0,0,9
1049,2227,1981,0,0,0,1,0,4,0,0,0,1960,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,12,0,0,0,1.4457178,1,0,0,0,0,0,0,16
1050,2227,1982,0,0,0,1,0,5,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,1,1.4505527,0,1,0,0,0,0,0,25
1051,2227,1983,0,0,0,1,0,6,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,12,0,0,0,1.47855,0,0,1,0,0,0,0,36
1052,2227,1984,0,0,0,1,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.549015,0,0,0,1,0,0,0,49
1053,2227,1985,0,0,0,1,0,8,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.4782797,0,0,0,0,1,0,0,64
1054,2227,1986,0,0,0,1,0,9,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,12,0,0,0,1.4945798,0,0,0,0,0,1,0,81
1055,2227,1987,0,0,0,1,0,10,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,1,1.5891452,0,0,0,0,0,0,1,100
1056,2264,1980,0,1,0,0,0,2,0,0,0,2000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,1.0564374,0,0,0,0,0,0,0,4
1057,2264,1981,0,1,0,0,0,3,0,0,0,2000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,1.0296195,1,0,0,0,0,0,0,9
1058,2264,1982,0,1,0,0,0,4,0,0,0,1224,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,1,1.3814174,0,1,0,0,0,0,0,16
1059,2264,1983,0,1,0,0,0,5,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,1,1.437728,0,0,1,0,0,0,0,25
1060,2264,1984,0,1,0,0,0,6,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,1,1.6180079,0,0,0,1,0,0,0,36
1061,2264,1985,0,1,0,0,0,7,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,-0.5937817,0,0,0,0,1,0,0,49
1062,2264,1986,0,1,0,0,0,8,0,0,0,2080,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,1.6405337,0,0,0,0,0,1,0,64
1063,2264,1987,0,1,0,0,0,9,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,1,1,1.6497698,0,0,0,0,0,0,1,81
1064,2306,1980,1,0,0,0,0,3,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,1.6497393,0,0,0,0,0,0,0,9
1065,2306,1981,0,0,0,1,0,4,0,0,0,480,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,-0.4054651,1,0,0,0,0,0,0,16
1066,2306,1982,1,0,0,0,0,5,0,0,0,1650,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,0,1.0058053,0,1,0,0,0,0,0,25
1067,2306,1983,0,0,0,1,0,6,0,0,0,2305,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,1.1526936,0,0,1,0,0,0,0,36
1068,2306,1984,0,0,0,1,0,7,0,0,0,2195,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,1.4210929,0,0,0,1,0,0,0,49
1069,2306,1985,0,0,0,1,0,8,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,1,1.2734853,0,0,0,0,1,0,0,64
1070,2306,1986,0,0,0,1,0,9,0,0,0,1920,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,1.2381502,0,0,0,0,0,1,0,81
1071,2306,1987,0,0,0,1,0,10,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,1.7069283,0,0,0,0,0,0,1,100
1072,2312,1980,0,0,0,1,0,2,0,0,0,2117,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1.6373817,0,0,0,0,0,0,0,4
1073,2312,1981,0,0,1,0,0,3,0,0,0,2150,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1.7194388,1,0,0,0,0,0,0,9
1074,2312,1982,0,0,1,0,0,4,0,0,0,2080,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1.9268922,0,1,0,0,0,0,0,16
1075,2312,1983,0,0,1,0,0,5,0,0,0,2290,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1.9921317,0,0,1,0,0,0,0,25
1076,2312,1984,0,0,1,0,0,6,0,0,0,2340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.176565,0,0,0,1,0,0,0,36
1077,2312,1985,0,0,1,0,0,7,0,0,0,2555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.071103,0,0,0,0,1,0,0,49
1078,2312,1986,0,0,0,0,0,8,0,0,0,2280,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.4013011,0,0,0,0,0,1,0,64
1079,2312,1987,0,0,1,0,0,9,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.342917,0,0,0,0,0,0,1,81
1080,2314,1980,0,0,0,0,0,5,0,0,1,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,12,0,0,0,2.0357862,0,0,0,0,0,0,0,25
1081,2314,1981,0,0,0,0,0,6,0,0,0,2440,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.9293809,1,0,0,0,0,0,0,36
1082,2314,1982,0,0,0,0,0,7,0,0,0,3040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,12,0,0,0,1.8988004,0,1,0,0,0,0,0,49
1083,2314,1983,0,0,0,0,0,8,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,12,0,0,0,2.0883155,0,0,1,0,0,0,0,64
1084,2314,1984,0,0,0,0,0,9,0,0,0,2080,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,1,2.023473,0,0,0,1,0,0,0,81
1085,2314,1985,0,0,0,0,0,10,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,12,0,0,1,2.0110843,0,0,0,0,1,0,0,100
1086,2314,1986,0,0,0,0,0,11,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,12,0,0,1,2.0743983,0,0,0,0,0,1,0,121
1087,2314,1987,0,0,0,0,0,12,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,12,0,0,1,2.055235,0,0,0,0,0,0,1,144
1088,2329,1980,0,0,0,0,0,1,0,0,0,1370,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,0,1,0,1.3790984,0,0,0,0,0,0,0,1
1089,2329,1981,0,0,1,0,0,2,0,0,0,2058,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,0,0,1.763172,1,0,0,0,0,0,0,4
1090,2329,1982,0,0,0,0,0,3,0,0,0,1644,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,2.1080606,0,1,0,0,0,0,0,9
1091,2329,1983,0,0,0,0,0,4,0,0,0,1990,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,1.8113849,0,0,1,0,0,0,0,16
1092,2329,1984,0,0,0,0,0,5,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,1.743171,0,0,0,1,0,0,0,25
1093,2329,1985,0,0,0,0,0,6,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,1.9473569,0,0,0,0,1,0,0,36
1094,2329,1986,0,0,0,0,0,7,0,0,0,2500,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,2.1373355,0,0,0,0,0,1,0,49
1095,2329,1987,0,0,0,0,0,8,0,0,0,3081,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,1.8128961,0,0,0,0,0,0,1,64
1096,2335,1980,0,0,0,0,0,5,0,0,0,1845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.5678881,0,0,0,0,0,0,0,25
1097,2335,1981,0,0,0,0,0,6,0,0,0,2060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.5390571,1,0,0,0,0,0,0,36
1098,2335,1982,0,0,0,0,0,7,0,0,0,2080,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.2850382,0,1,0,0,0,0,0,49
1099,2335,1983,0,0,0,0,0,8,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.437728,0,0,1,0,0,0,0,64
1100,2335,1984,0,0,0,0,0,9,0,0,0,2040,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.7625891,0,0,0,1,0,0,0,81
1101,2335,1985,0,0,0,0,0,10,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,12,0,0,0,1.5146474,0,0,0,0,1,0,0,100
1102,2335,1986,0,0,0,0,0,11,0,0,0,2080,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1.4945798,0,0,0,0,0,1,0,121
1103,2335,1987,0,0,0,0,0,12,0,0,0,2080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,1,0,0,1.3014631,0,0,0,0,0,0,1,144
1104,2341,1980,0,0,0,0,0,2,0,0,0,2298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,0.9020412,0,0,0,0,0,0,0,4
1105,2341,1981,0,0,0,0,0,3,0,0,0,2448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.0788096,1,0,0,0,0,0,0,9
1106,2341,1982,0,0,0,0,0,4,0,0,0,1970,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.5625162,0,1,0,0,0,0,0,16
1107,2341,1983,0,0,0,0,0,5,0,0,0,1824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.8441674,0,0,1,0,0,0,0,25
1108,2341,1984,0,0,0,0,0,6,0,0,0,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.90569,0,0,0,1,0,0,0,36
1109,2341,1985,0,0,0,0,0,7,0,0,0,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,2.0623775,0,0,0,0,1,0,0,49
1110,2341,1986,0,0,0,0,0,8,0,0,0,1935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,2.1664615,0,0,0,0,0,1,0,64
1111,2341,1987,0,0,0,0,0,9,0,0,0,1924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,2.360254,0,0,0,0,0,0,1,81
1112,2351,1980,0,1,0,1,0,2,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1.224856,0,0,0,0,0,0,0,4
1113,2351,1981,0,1,0,0,0,3,0,0,0,1728,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,0.9346399,1,0,0,0,0,0,0,9
1114,2351,1982,0,1,0,0,0,4,0,0,0,1992,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1.1051234,0,1,0,0,0,0,0,16
1115,2351,1983,0,1,0,1,0,5,0,0,0,1556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1.4402955,0,0,1,0,0,0,0,25
