,year,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
944,1997,237,474,187,202,0.77529997,6.161207,0,0,0,5.3082676,37.960476,0.77529997,5.2311087
945,1998,237,474,175,213,0.85870004,6.161207,1,0,0,5.3612924,37.960476,0.85870004,5.164786
946,1999,237,474,211,200,0.8078,6.161207,0,1,0,5.2983174,37.960476,0.8078,5.351858
947,2000,237,474,233,222,0.65970004,6.161207,0,0,1,5.4026775,37.960476,0.65970004,5.4510384
948,1997,238,343,278,153,0.9284,5.8377304,0,0,0,5.030438,34.079098,0.9284,5.627621
949,1998,238,343,279,125,0.91440004,5.8377304,1,0,0,4.828314,34.079098,0.91440004,5.6312118
950,1999,238,343,243,152,0.9431,5.8377304,0,1,0,5.0238805,34.079098,0.9431,5.4930615
951,2000,238,343,334,172,0.72290003,5.8377304,0,0,1,5.1474943,34.079098,0.72290003,5.811141
952,1997,239,2642,121,324,0.32619998,7.8792915,0,0,0,5.7807436,62.083237,0.32619998,4.7957907
953,1998,239,2642,104,358,0.44599998,7.8792915,1,0,0,5.880533,62.083237,0.44599998,4.644391
954,1999,239,2642,113,375,0.4058,7.8792915,0,1,0,5.926926,62.083237,0.4058,4.727388
955,2000,239,2642,118,407,0.4413,7.8792915,0,0,1,6.0088134,62.083237,0.4413,4.7706847
956,1997,240,2106,242,289,0.70699996,7.652546,0,0,0,5.6664267,58.56146,0.70699996,5.488938
957,1998,240,2106,274,300,0.687,7.652546,1,0,0,5.7037826,58.56146,0.687,5.613128
958,1999,240,2106,284,311,0.625,7.652546,0,1,0,5.739793,58.56146,0.625,5.6489744
959,2000,240,2106,309,300,0.6394,7.652546,0,0,1,5.7037826,58.56146,0.6394,5.733341
960,1997,241,2588,490,276,0.2872,7.8586407,0,0,0,5.620401,61.758232,0.2872,6.1944056
961,1998,241,2588,434,312,0.4348,7.8586407,1,0,0,5.7430034,61.758232,0.4348,6.0730443
962,1999,241,2588,394,331,0.4564,7.8586407,0,1,0,5.8021183,61.758232,0.4564,5.976351
963,2000,241,2588,463,352,0.4025,7.8586407,0,0,1,5.8636312,61.758232,0.4025,6.1377273
964,1997,242,2704,1548,460,0.6285,7.9024873,0,0,0,6.1312265,62.449306,0.6285,7.344719
965,1998,242,2704,1811,382,0.5733,7.9024873,1,0,0,5.9454207,62.449306,0.5733,7.5016346
966,1999,242,2704,1709,453,0.55619997,7.9024873,0,1,0,6.115892,62.449306,0.55619997,7.4436636
967,2000,242,2704,1815,488,0.4996,7.9024873,0,0,1,6.1903152,62.449306,0.4996,7.503841
968,1997,243,2689,473,459,0.6745,7.8969245,0,0,0,6.1290503,62.361416,0.6745,6.1590953
969,1998,243,2689,550,408,0.65720004,7.8969245,1,0,0,6.011267,62.361416,0.65720004,6.3099184
970,1999,243,2689,530,452,0.7043,7.8969245,0,1,0,6.1136823,62.361416,0.7043,6.272877
971,2000,243,2689,601,522,0.70949996,7.8969245,0,0,1,6.2576675,62.361416,0.70949996,6.398595
972,1997,244,2592,212,363,0.3129,7.860185,0,0,0,5.894403,61.78251,0.3129,5.3565865
973,1998,244,2592,175,403,0.2757,7.860185,1,0,0,5.9989367,61.78251,0.2757,5.164786
974,1999,244,2592,209,363,0.22700001,7.860185,0,1,0,5.894403,61.78251,0.22700001,5.3423343
975,2000,244,2592,177,410,0.26229998,7.860185,0,0,1,6.016157,61.78251,0.26229998,5.17615
976,1997,245,1222,193,136,0.64129996,7.108244,0,0,0,4.912655,50.52713,0.64129996,5.26269
977,1998,245,1222,162,138,0.496,7.108244,1,0,0,4.9272537,50.52713,0.496,5.0875964
978,1999,245,1222,147,143,0.48409998,7.108244,0,1,0,4.962845,50.52713,0.48409998,4.9904327
979,2000,245,1222,121,153,0.4363,7.108244,0,0,1,5.030438,50.52713,0.4363,4.7957907
980,1997,246,2497,552,301,0.41169998,7.8228455,0,0,0,5.7071104,61.19691,0.41169998,6.313548
981,1998,246,2497,537,299,0.363,7.8228455,1,0,0,5.7004437,61.19691,0.363,6.285998
982,1999,246,2497,527,334,0.3266,7.8228455,0,1,0,5.811141,61.19691,0.3266,6.2672005
983,2000,246,2497,500,363,0.28170002,7.8228455,0,0,1,5.894403,61.19691,0.28170002,6.214608
984,1997,247,1046,344,310,0.71970004,6.9527287,0,0,0,5.7365723,48.34044,0.71970004,5.8406415
985,1998,247,1046,338,309,0.7878,6.9527287,1,0,0,5.733341,48.34044,0.7878,5.8230457
986,1999,247,1046,322,336,0.72540003,6.9527287,0,1,0,5.817111,48.34044,0.72540003,5.7745514
987,2000,247,1046,319,370,0.7421,6.9527287,0,0,1,5.913503,48.34044,0.7421,5.765191
988,1997,248,1185,1103,137,0.5171,7.077498,0,0,0,4.919981,50.090977,0.5171,7.005789
989,1998,248,1185,1034,126,0.56,7.077498,1,0,0,4.836282,50.090977,0.56,6.9411902
990,1999,248,1185,1226,125,0.45270002,7.077498,0,1,0,4.828314,50.090977,0.45270002,7.111512
991,2000,248,1185,1224,133,0.5312,7.077498,0,0,1,4.890349,50.090977,0.5312,7.1098795
992,1997,249,406,3362,141,0.71440005,6.0063534,0,0,0,4.94876,36.076283,0.71440005,8.120292
993,1998,249,406,3667,126,0.7758,6.0063534,1,0,0,4.836282,36.076283,0.7758,8.2071295
994,1999,249,406,4052,121,0.6375,6.0063534,0,1,0,4.7957907,36.076283,0.6375,8.306966
995,2000,249,406,3625,152,0.60040003,6.0063534,0,0,1,5.0238805,36.076283,0.60040003,8.195609
996,1997,250,1197,1037,149,0.70199996,7.0875735,0,0,0,5.0039463,50.2337,0.70199996,6.944087
997,1998,250,1197,863,152,0.73730004,7.0875735,1,0,0,5.0238805,50.2337,0.73730004,6.7604146
998,1999,250,1197,1028,145,0.5175,7.0875735,0,1,0,4.9767337,50.2337,0.5175,6.9353704
999,2000,250,1197,863,153,0.5532,7.0875735,0,0,1,5.030438,50.2337,0.5532,6.7604146
1000,1997,251,473,329,206,0.46580002,6.1590953,0,0,0,5.327876,37.934456,0.46580002,5.7960577
1001,1998,251,473,307,208,0.4683,6.1590953,1,0,0,5.3375382,37.934456,0.4683,5.7268476
1002,1999,251,473,690,99,0.3514,6.1590953,0,1,0,4.59512,37.934456,0.3514,6.5366917
1003,2000,251,473,537,120,0.4105,6.1590953,0,0,1,4.787492,37.934456,0.4105,6.285998
1004,1997,252,1167,157,133,0.5477,7.0621915,0,0,0,4.890349,49.87455,0.5477,5.056246
1005,1998,252,1167,171,126,0.4745,7.0621915,1,0,0,4.836282,49.87455,0.4745,5.1416636
1006,1999,252,1167,182,130,0.471,7.0621915,0,1,0,4.8675346,49.87455,0.471,5.2040067
1007,2000,252,1167,304,115,0.357,7.0621915,0,0,1,4.744932,49.87455,0.357,5.7170277
1008,1997,253,1989,215,168,0.36020002,7.5953875,0,0,0,5.123964,57.68991,0.36020002,5.370638
1009,1998,253,1989,241,180,0.2838,7.5953875,1,0,0,5.192957,57.68991,0.2838,5.484797
1010,1999,253,1989,227,195,0.31120002,7.5953875,0,1,0,5.273,57.68991,0.31120002,5.42495
1011,2000,253,1989,320,166,0.5058,7.5953875,0,0,1,5.1119876,57.68991,0.5058,5.768321
1012,1997,254,292,1133,142,0.5831,5.676754,0,0,0,4.955827,32.225536,0.5831,7.0326242
1013,1998,254,292,1222,125,0.5704,5.676754,1,0,0,4.828314,32.225536,0.5704,7.108244
1014,1999,254,292,1141,145,0.59099996,5.676754,0,1,0,4.9767337,32.225536,0.59099996,7.0396605
1015,2000,254,292,2022,96,0.4271,5.676754,0,0,1,4.564348,32.225536,0.4271,7.6118426
1016,1997,255,1011,443,116,0.4081,6.9186954,0,0,0,4.75359,47.868347,0.4081,6.0935698
1017,1998,255,1011,552,102,0.5211,6.9186954,1,0,0,4.624973,47.868347,0.5211,6.313548
1018,1999,255,1011,519,111,0.6385,6.9186954,0,1,0,4.7095304,47.868347,0.6385,6.251904
1019,2000,255,1011,700,107,0.3646,6.9186954,0,0,1,4.6728287,47.868347,0.3646,6.55108
1020,1997,256,279,224,196,0.96169996,5.6312118,0,0,0,5.278115,31.710546,0.96169996,5.411646
1021,1998,256,279,215,201,0.9536,5.6312118,1,0,0,5.3033047,31.710546,0.9536,5.370638
1022,1999,256,279,178,213,0.9622,5.6312118,0,1,0,5.3612924,31.710546,0.9622,5.1817837
1023,2000,256,279,161,255,0.95879996,5.6312118,0,0,1,5.5412636,31.710546,0.95879996,5.081404
1024,1997,257,1055,182,136,0.6327,6.961296,0,0,0,4.912655,48.459644,0.6327,5.2040067
1025,1998,257,1055,224,122,0.5381,6.961296,1,0,0,4.804021,48.459644,0.5381,5.411646
1026,1999,257,1055,273,124,0.5539,6.961296,0,1,0,4.8202815,48.459644,0.5539,5.609472
1027,2000,257,1055,395,107,0.42049998,6.961296,0,0,1,4.6728287,48.459644,0.42049998,5.9788857
1028,1997,258,296,240,157,0.84400004,5.6903596,0,0,0,5.056246,32.38019,0.84400004,5.480639
1029,1998,258,296,215,161,0.852,5.6903596,1,0,0,5.081404,32.38019,0.852,5.370638
1030,1999,258,296,212,160,0.8607,5.6903596,0,1,0,5.075174,32.38019,0.8607,5.3565865
1031,2000,258,296,120,169,0.9004,5.6903596,0,0,1,5.1298985,32.38019,0.9004,4.787492
1032,1997,259,851,148,167,0.8773,6.7464123,0,0,0,5.117994,45.51408,0.8773,4.9972124
1033,1998,259,851,114,220,0.86980003,6.7464123,1,0,0,5.3936276,45.51408,0.86980003,4.7361984
1034,1999,259,851,118,229,0.8914,6.7464123,0,1,0,5.433722,45.51408,0.8914,4.7706847
1035,2000,259,851,123,233,0.86800003,6.7464123,0,0,1,5.4510384,45.51408,0.86800003,4.8121843
1036,1997,260,223,1652,67,0.9835,5.4071717,0,0,0,4.204693,29.237507,0.9835,7.409742
1037,1998,260,223,1693,67,0.99050003,5.4071717,1,0,0,4.204693,29.237507,0.99050003,7.4342575
1038,1999,260,223,1855,67,0.9996,5.4071717,0,1,0,4.204693,29.237507,0.9996,7.52564
1039,2000,260,223,1823,71,0.9994,5.4071717,0,0,1,4.26268,29.237507,0.9994,7.508239
1040,1997,261,325,2154,68,0.9996,5.7838254,0,0,0,4.2195077,33.452637,0.9996,7.6750817
1041,1998,261,325,2268,73,0.99230003,5.7838254,1,0,0,4.2904596,33.452637,0.99230003,7.7266536
1042,1999,261,325,2329,78,0.9944,5.7838254,0,1,0,4.356709,33.452637,0.9944,7.7531943
1043,2000,261,325,2426,83,0.9939,5.7838254,0,0,1,4.4188404,33.452637,0.9939,7.793999
1044,1997,262,369,1159,57,0.6824,5.9107966,0,0,0,4.0430512,34.937515,0.6824,7.0553126
1045,1998,262,369,1251,61,0.669,5.9107966,1,0,0,4.1108737,34.937515,0.669,7.1316986
1046,1999,262,369,1357,60,0.62810004,5.9107966,0,1,0,4.0943446,34.937515,0.62810004,7.213032
1047,2000,262,369,1254,66,0.634,5.9107966,0,0,1,4.189655,34.937515,0.634,7.1340938
1048,1997,263,817,384,119,0.6897,6.705639,0,0,0,4.7791233,44.96559,0.6897,5.9506426
1049,1998,263,817,408,119,0.7433,6.705639,1,0,0,4.7791233,44.96559,0.7433,6.011267
1050,1999,263,817,423,122,0.76089996,6.705639,0,1,0,4.804021,44.96559,0.76089996,6.0473723
1051,2000,263,817,440,136,0.7399,6.705639,0,0,1,4.912655,44.96559,0.7399,6.086775
1052,1997,264,374,198,75,0.8925,5.924256,0,0,0,4.317488,35.096806,0.8925,5.288267
1053,1998,264,374,199,87,0.8119,5.924256,1,0,0,4.465908,35.096806,0.8119,5.293305
1054,1999,264,374,177,91,0.90650004,5.924256,0,1,0,4.5108595,35.096806,0.90650004,5.17615
1055,2000,264,374,185,95,0.92480004,5.924256,0,0,1,4.553877,35.096806,0.92480004,5.220356
1056,1997,265,358,1474,61,0.9922,5.880533,0,0,0,4.1108737,34.58067,0.9922,7.295735
1057,1998,265,358,1557,70,0.98370004,5.880533,1,0,0,4.248495,34.58067,0.98370004,7.3505163
1058,1999,265,358,1568,76,0.9847,5.880533,0,1,0,4.3307333,34.58067,0.9847,7.3575563
1059,2000,265,358,1620,81,0.9834,5.880533,0,0,1,4.394449,34.58067,0.9834,7.3901815
1060,1997,266,326,1537,87,0.9974,5.786897,0,0,0,4.465908,33.48818,0.9974,7.337588
1061,1998,266,326,1482,83,0.9979,5.786897,1,0,0,4.4188404,33.48818,0.9979,7.301148
1062,1999,266,326,1380,93,0.9983,5.786897,0,1,0,4.5325994,33.48818,0.9983,7.229839
1063,2000,266,326,1169,105,0.9981,5.786897,0,0,1,4.65396,33.48818,0.9981,7.063904
1064,1997,267,296,1264,66,0.9998,5.6903596,0,0,0,4.189655,32.38019,0.9998,7.1420364
1065,1998,267,296,1353,68,0.8222,5.6903596,1,0,0,4.2195077,32.38019,0.8222,7.2100797
1066,1999,267,296,1273,76,0.9996,5.6903596,0,1,0,4.3307333,32.38019,0.9996,7.149132
1067,2000,267,296,1319,83,0.9996,5.6903596,0,0,1,4.4188404,32.38019,0.9996,7.184629
1068,1997,268,937,596,118,0.6764,6.8426833,0,0,0,4.7706847,46.822315,0.6764,6.3902407
1069,1998,268,937,651,121,0.72870004,6.8426833,1,0,0,4.7957907,46.822315,0.72870004,6.4785094
1070,1999,268,937,654,131,0.7751,6.8426833,0,1,0,4.8751974,46.822315,0.7751,6.4831076
1071,2000,268,937,743,143,0.725,6.8426833,0,0,1,4.962845,46.822315,0.725,6.610696
1072,1997,269,262,193,171,0.5197,5.5683446,0,0,0,5.1416636,31.006462,0.5197,5.26269
1073,1998,269,262,203,162,0.56520003,5.5683446,1,0,0,5.0875964,31.006462,0.56520003,5.313206
1074,1999,269,262,206,175,0.5327,5.5683446,0,1,0,5.164786,31.006462,0.5327,5.327876
1075,2000,269,262,483,91,0.4571,5.5683446,0,0,1,4.5108595,31.006462,0.4571,6.1800165
1076,1997,270,761,179,172,0.5237,6.6346335,0,0,0,5.1474943,44.018364,0.5237,5.187386
1077,1998,270,761,167,194,0.48470002,6.6346335,1,0,0,5.267858,44.018364,0.48470002,5.117994
1078,1999,270,761,117,220,0.4731,6.6346335,0,1,0,5.3936276,44.018364,0.4731,4.762174
1079,2000,270,761,108,177,0.4975,6.6346335,0,0,1,5.17615,44.018364,0.4975,4.6821313
1080,1997,271,634,490,156,0.345,6.452049,0,0,0,5.049856,41.628933,0.345,6.1944056
1081,1998,271,634,478,160,0.4362,6.452049,1,0,0,5.075174,41.628933,0.4362,6.1696105
1082,1999,271,634,458,180,0.3802,6.452049,0,1,0,5.192957,41.628933,0.3802,6.126869
1083,2000,271,634,453,186,0.432,6.452049,0,0,1,5.2257466,41.628933,0.432,6.115892
1084,1997,272,444,171,186,0.84540004,6.0958247,0,0,0,5.2257466,37.15908,0.84540004,5.1416636
1085,1998,272,444,185,182,0.79580003,6.0958247,1,0,0,5.2040067,37.15908,0.79580003,5.220356
1086,1999,272,444,182,217,0.8018,6.0958247,0,1,0,5.379897,37.15908,0.8018,5.2040067
1087,2000,272,444,187,167,0.72730005,6.0958247,0,0,1,5.117994,37.15908,0.72730005,5.2311087
1088,1997,273,599,572,254,0.5682,6.395262,0,0,0,5.5373344,40.899372,0.5682,6.349139
1089,1998,273,599,626,253,0.5659,6.395262,1,0,0,5.5333896,40.899372,0.5659,6.4393506
1090,1999,273,599,618,256,0.59430003,6.395262,0,1,0,5.5451775,40.899372,0.59430003,6.4264884
1091,2000,273,599,644,248,0.622,6.395262,0,0,1,5.5134287,40.899372,0.622,6.4676986
1092,1997,274,430,186,240,0.8946,6.063785,0,0,0,5.480639,36.76949,0.8946,5.2257466
1093,1998,274,430,192,233,0.90529996,6.063785,1,0,0,5.4510384,36.76949,0.90529996,5.2574954
1094,1999,274,430,193,245,0.71769994,6.063785,0,1,0,5.5012584,36.76949,0.71769994,5.26269
1095,2000,274,430,187,249,0.6362,6.063785,0,0,1,5.5174527,36.76949,0.6362,5.2311087
1096,1997,275,937,593,229,0.5132,6.8426833,0,0,0,5.433722,46.822315,0.5132,6.3851943
1097,1998,275,937,491,270,0.5547,6.8426833,1,0,0,5.598422,46.822315,0.5547,6.196444
1098,1999,275,937,423,292,0.5189,6.8426833,0,1,0,5.676754,46.822315,0.5189,6.0473723
1099,2000,275,937,432,317,0.5419,6.8426833,0,0,1,5.7589016,46.822315,0.5419,6.0684257
1100,1997,276,1339,181,270,0.65790004,7.1996784,0,0,0,5.598422,51.83537,0.65790004,5.198497
1101,1998,276,1339,192,274,0.6272,7.1996784,1,0,0,5.613128,51.83537,0.6272,5.2574954
1102,1999,276,1339,233,265,0.58889997,7.1996784,0,1,0,5.57973,51.83537,0.58889997,5.4510384
1103,2000,276,1339,218,288,0.64959997,7.1996784,0,0,1,5.6629605,51.83537,0.64959997,5.3844953
1104,1997,277,500,298,226,0.51,6.214608,0,0,0,5.420535,38.621353,0.51,5.6970935
1105,1998,277,500,278,239,0.48470002,6.214608,1,0,0,5.4764633,38.621353,0.48470002,5.627621
1106,1999,277,500,306,251,0.4671,6.214608,0,1,0,5.525453,38.621353,0.4671,5.723585
1107,2000,277,500,291,256,0.469,6.214608,0,0,1,5.5451775,38.621353,0.469,5.673323
1108,1997,278,632,217,186,0.8246,6.4488893,0,0,0,5.2257466,41.588173,0.8246,5.379897
1109,1998,278,632,248,187,0.77959996,6.4488893,1,0,0,5.2311087,41.588173,0.77959996,5.5134287
1110,1999,278,632,227,191,0.8561,6.4488893,0,1,0,5.2522736,41.588173,0.8561,5.42495
1111,2000,278,632,287,175,0.8608,6.4488893,0,0,1,5.164786,41.588173,0.8608,5.659482
1112,1997,279,643,199,239,0.8871,6.4661446,0,0,0,5.4764633,41.811024,0.8871,5.293305
1113,1998,279,643,216,239,0.91120005,6.4661446,1,0,0,5.4764633,41.811024,0.91120005,5.3752785
1114,1999,279,643,252,245,0.9124,6.4661446,0,1,0,5.5012584,41.811024,0.9124,5.529429
1115,2000,279,643,223,269,0.9153,6.4661446,0,0,1,5.5947113,41.811024,0.9153,5.4071717
1116,1997,280,914,222,252,0.7061,6.8178306,0,0,0,5.529429,46.482815,0.7061,5.4026775
1117,1998,280,914,246,259,0.576,6.8178306,1,0,0,5.556828,46.482815,0.576,5.5053315
1118,1999,280,914,254,281,0.5184,6.8178306,0,1,0,5.638355,46.482815,0.5184,5.5373344
1119,2000,280,914,264,315,0.4412,6.8178306,0,0,1,5.7525725,46.482815,0.4412,5.575949
1120,1997,281,428,151,204,0.94449997,6.059123,0,0,0,5.31812,36.71297,0.94449997,5.0172796
1121,1998,281,428,163,203,0.89980006,6.059123,1,0,0,5.313206,36.71297,0.89980006,5.09375
1122,1999,281,428,154,216,0.8905,6.059123,0,1,0,5.3752785,36.71297,0.8905,5.0369525
1123,2000,281,428,164,213,0.8759,6.059123,0,0,1,5.3612924,36.71297,0.8759,5.0998664
1124,1997,282,329,193,200,0.9036,5.7960577,0,0,0,5.2983174,33.594284,0.9036,5.26269
1125,1998,282,329,174,219,0.9283,5.7960577,1,0,0,5.389072,33.594284,0.9283,5.159055
1126,1999,282,329,139,222,0.90519994,5.7960577,0,1,0,5.4026775,33.594284,0.90519994,4.934474
1127,2000,282,329,134,260,0.91300005,5.7960577,0,0,1,5.560682,33.594284,0.91300005,4.89784
1128,1997,283,810,153,224,0.7597,6.6970344,0,0,0,5.411646,44.85027,0.7597,5.030438
1129,1998,283,810,148,243,0.8223,6.6970344,1,0,0,5.4930615,44.85027,0.8223,4.9972124
1130,1999,283,810,137,253,0.7703,6.6970344,0,1,0,5.5333896,44.85027,0.7703,4.919981
1131,2000,283,810,144,253,0.75339997,6.6970344,0,0,1,5.5333896,44.85027,0.75339997,4.9698133
1132,1997,284,2126,301,312,0.70269996,7.661998,0,0,0,5.7430034,58.70621,0.70269996,5.7071104
1133,1998,284,2126,332,302,0.6508,7.661998,1,0,0,5.710427,58.70621,0.6508,5.805135
1134,1999,284,2126,428,282,0.69629997,7.661998,0,1,0,5.641907,58.70621,0.69629997,6.059123
1135,2000,284,2126,358,322,0.6323,7.661998,0,0,1,5.7745514,58.70621,0.6323,5.880533
1136,1997,285,512,197,173,0.82739997,6.2383246,0,0,0,5.1532917,38.916695,0.82739997,5.2832036
1137,1998,285,512,174,201,0.889,6.2383246,1,0,0,5.3033047,38.916695,0.889,5.159055
1138,1999,285,512,175,245,0.8692,6.2383246,0,1,0,5.5012584,38.916695,0.8692,5.164786
1139,2000,285,512,178,251,0.6396,6.2383246,0,0,1,5.525453,38.916695,0.6396,5.1817837
1140,1997,286,650,216,176,0.8518,6.4769726,0,0,0,5.170484,41.951176,0.8518,5.3752785
1141,1998,286,650,235,171,0.8511,6.4769726,1,0,0,5.1416636,41.951176,0.8511,5.4595857
1142,1999,286,650,245,183,0.84949994,6.4769726,0,1,0,5.209486,41.951176,0.84949994,5.5012584
1143,2000,286,650,255,186,0.8668,6.4769726,0,0,1,5.2257466,41.951176,0.8668,5.5412636
1144,1997,287,931,197,276,0.48479998,6.8362594,0,0,0,5.620401,46.734444,0.48479998,5.2832036
1145,1998,287,931,229,263,0.495,6.8362594,1,0,0,5.572154,46.734444,0.495,5.433722
1146,1999,287,931,224,278,0.4731,6.8362594,0,1,0,5.627621,46.734444,0.4731,5.411646
1147,2000,287,931,234,261,0.5146,6.8362594,0,0,1,5.5645204,46.734444,0.5146,5.4553213
1148,1997,288,329,247,221,0.9485,5.7960577,0,0,0,5.398163,33.594284,0.9485,5.5093884
1149,1998,288,329,225,236,0.919,5.7960577,1,0,0,5.463832,33.594284,0.919,5.4161005
1150,1999,288,329,226,227,0.91480005,5.7960577,0,1,0,5.42495,33.594284,0.91480005,5.420535
1151,2000,288,329,195,255,0.9349,5.7960577,0,0,1,5.5412636,33.594284,0.9349,5.273
1152,1997,289,652,191,164,0.7701,6.4800444,0,0,0,5.0998664,41.990974,0.7701,5.2522736
1153,1998,289,652,186,180,0.7895,6.4800444,1,0,0,5.192957,41.990974,0.7895,5.2257466
1154,1999,289,652,156,204,0.77769995,6.4800444,0,1,0,5.31812,41.990974,0.77769995,5.049856
1155,2000,289,652,173,206,0.7531,6.4800444,0,0,1,5.327876,41.990974,0.7531,5.1532917
1156,1997,290,538,1206,241,0.7939,6.2878585,0,0,0,5.484797,39.537163,0.7939,7.095064
1157,1998,290,538,1292,241,0.79910004,6.2878585,1,0,0,5.484797,39.537163,0.79910004,7.1639466
1158,1999,290,538,1410,230,0.78309995,6.2878585,0,1,0,5.4380794,39.537163,0.78309995,7.251345
1159,2000,290,538,1304,268,0.77989995,6.2878585,0,0,1,5.590987,39.537163,0.77989995,7.1731915
1160,1997,291,468,360,164,0.87839997,6.1484685,0,0,0,5.0998664,37.803665,0.87839997,5.886104
1161,1998,291,468,367,167,0.8874,6.1484685,1,0,0,5.117994,37.803665,0.8874,5.9053617
1162,1999,291,468,351,188,0.8661,6.1484685,0,1,0,5.236442,37.803665,0.8661,5.8607864
1163,2000,291,468,399,188,0.90480006,6.1484685,0,0,1,5.236442,37.803665,0.90480006,5.988961
1164,1997,292,447,453,239,0.9554,6.1025586,0,0,0,5.4764633,37.241222,0.9554,6.115892
1165,1998,292,447,526,251,0.9612,6.1025586,1,0,0,5.525453,37.241222,0.9612,6.265301
1166,1999,292,447,507,249,0.9487,6.1025586,0,1,0,5.5174527,37.241222,0.9487,6.228511
1167,2000,292,447,498,279,0.95,6.1025586,0,0,1,5.6312118,37.241222,0.95,6.2106
1168,1997,293,366,219,214,0.9558,5.902633,0,0,0,5.365976,34.84108,0.9558,5.389072
1169,1998,293,366,221,223,0.9473,5.902633,1,0,0,5.4071717,34.84108,0.9473,5.398163
1170,1999,293,366,219,229,0.9469,5.902633,0,1,0,5.433722,34.84108,0.9469,5.389072
1171,2000,293,366,216,240,0.937,5.902633,0,0,1,5.480639,34.84108,0.937,5.3752785
1172,1997,294,256,178,251,0.9835,5.5451775,0,0,0,5.525453,30.748993,0.9835,5.1817837
1173,1998,294,256,161,249,0.9858,5.5451775,1,0,0,5.5174527,30.748993,0.9858,5.081404
1174,1999,294,256,152,254,0.9821,5.5451775,0,1,0,5.5373344,30.748993,0.9821,5.0238805
1175,2000,294,256,147,289,0.9881,5.5451775,0,0,1,5.6664267,30.748993,0.9881,4.9904327
1176,1997,295,2297,236,331,0.7526,7.7393594,0,0,0,5.8021183,59.897682,0.7526,5.463832
1177,1998,295,2297,305,372,0.6709,7.7393594,1,0,0,5.918894,59.897682,0.6709,5.7203116
1178,1999,295,2297,385,295,0.7033,7.7393594,0,1,0,5.6869755,59.897682,0.7033,5.9532433
1179,2000,295,2297,320,376,0.6942,7.7393594,0,0,1,5.9295893,59.897682,0.6942,5.768321
1180,1997,296,576,213,228,0.48439997,6.3561077,0,0,0,5.4293456,40.400105,0.48439997,5.3612924
1181,1998,296,576,218,222,0.49330002,6.3561077,1,0,0,5.4026775,40.400105,0.49330002,5.3844953
1182,1999,296,576,202,238,0.4688,6.3561077,0,1,0,5.4722705,40.400105,0.4688,5.3082676
1183,2000,296,576,213,243,0.4934,6.3561077,0,0,1,5.4930615,40.400105,0.4934,5.3612924
1184,1997,297,508,337,185,0.8308,6.2304816,0,0,0,5.220356,38.8189,0.8308,5.820083
1185,1998,297,508,348,186,0.8547,6.2304816,1,0,0,5.2257466,38.8189,0.8547,5.8522024
1186,1999,297,508,346,199,0.8715,6.2304816,0,1,0,5.293305,38.8189,0.8715,5.846439
1187,2000,297,508,341,202,0.88589996,6.2304816,0,0,1,5.3082676,38.8189,0.88589996,5.8318825
1188,1997,298,328,423,214,0.9573,5.7930136,0,0,0,5.365976,33.559006,0.9573,6.0473723
1189,1998,298,328,482,210,0.9573,5.7930136,1,0,0,5.3471074,33.559006,0.9573,6.177944
1190,1999,298,328,521,212,0.95199996,5.7930136,0,1,0,5.3565865,33.559006,0.95199996,6.25575
1191,2000,298,328,453,252,0.96519995,5.7930136,0,0,1,5.529429,33.559006,0.96519995,6.115892
1192,1997,299,264,618,259,0.59349996,5.575949,0,0,0,5.556828,31.09121,0.59349996,6.4264884
1193,1998,299,264,648,252,0.5813,5.575949,1,0,0,5.529429,31.09121,0.5813,6.473891
1194,1999,299,264,1153,124,0.4825,5.575949,0,1,0,4.8202815,31.09121,0.4825,7.0501227
1195,2000,299,264,690,236,0.5877,5.575949,0,0,1,5.463832,31.09121,0.5877,6.5366917
1196,1997,300,310,2651,79,0.33150002,5.7365723,0,0,0,4.3694477,32.90826,0.33150002,7.8826923
1197,1998,300,310,2559,81,0.3307,5.7365723,1,0,0,4.394449,32.90826,0.3307,7.847372
1198,1999,300,310,2665,82,0.3351,5.7365723,0,1,0,4.406719,32.90826,0.3351,7.8879595
1199,2000,300,310,2312,103,0.4268,5.7365723,0,0,1,4.634729,32.90826,0.4268,7.745868
1200,1997,301,912,240,166,0.71930003,6.81564,0,0,0,5.1119876,46.45295,0.71930003,5.480639
1201,1998,301,912,184,196,0.85800004,6.81564,1,0,0,5.278115,46.45295,0.85800004,5.214936
1202,1999,301,912,170,220,0.8355,6.81564,0,1,0,5.3936276,46.45295,0.8355,5.1357985
1203,2000,301,912,177,210,0.8137,6.81564,0,0,1,5.3471074,46.45295,0.8137,5.17615
1204,1997,302,667,130,169,0.5553,6.50279,0,0,0,5.1298985,42.286278,0.5553,4.8675346
1205,1998,302,667,128,209,0.5707,6.50279,1,0,0,5.3423343,42.286278,0.5707,4.8520303
1206,1999,302,667,142,197,0.4752,6.50279,0,1,0,5.2832036,42.286278,0.4752,4.955827
1207,2000,302,667,84,199,0.614,6.50279,0,0,1,5.293305,42.286278,0.614,4.4308167
1208,1997,303,284,1732,77,0.3413,5.6489744,0,0,0,4.3438053,31.910912,0.3413,7.457032
1209,1998,303,284,1861,80,0.3523,5.6489744,1,0,0,4.3820267,31.910912,0.3523,7.528869
