,state,puma,educ,lweekinc,exper,expersq
8165,31,300,16,6.9077554,6,36
8166,53,1200,16,7.3132205,23,529
8167,23,3500,14,7.1503167,16,256
8168,3,900,16,5.48224,18,324
8169,43,2300,16,6.785153,22,484
8170,42,400,12,2.9957323,32,1024
8171,49,400,10,5.2590966,12,144
8172,32,100,14,7.2331777,21,441
8173,49,2510,16,6.070027,36,1296
8174,31,1600,16,6.8277125,23,529
8175,47,1000,16,5.269047,38,1444
8176,43,3702,12,6.1753874,24,576
8177,49,4400,12,6.642888,13,169
8178,41,800,12,4.787492,14,196
8179,52,1002,12,7.467371,33,1089
8180,40,1100,16,7.1461663,20,400
8181,23,2504,12,6.645391,25,625
8182,14,1400,12,6.482872,32,1024
8183,22,3100,13,6.848332,33,1089
8184,62,805,16,7.2739997,21,441
8185,13,3807,16,6.694181,36,1296
8186,49,4702,13,6.437752,8,64
8187,46,1300,12,6.694181,31,961
8188,71,4406,16,7.6104717,28,784
8189,34,1500,13,9.305651,12,144
8190,23,2503,16,6.645391,8,64
8191,44,2900,16,5.952244,4,16
8192,47,4000,14,6.357709,9,81
8193,13,2601,14,7.1612043,18,324
8194,66,100,13,6.694181,29,841
8195,67,400,12,6.6700835,28,784
8196,22,2304,12,6.9454956,21,441
8197,71,6126,14,6.886952,24,576
8198,43,4010,12,1.6538897,16,256
8199,23,2000,14,7.190618,26,676
8200,25,1300,12,6.4222474,21,441
8201,40,501,14,6.7177114,28,784
8202,56,100,12,5.8215656,43,1849
8203,67,501,16,7.083646,24,576
8204,23,1403,16,7.338538,36,1296
8205,25,1400,13,6.357709,20,400
8206,32,900,13,6.357709,10,100
8207,49,6200,12,6.4222474,29,841
8208,42,200,12,6.357709,27,729
8209,51,1500,12,6.763174,32,1024
8210,54,801,12,6.191261,41,1681
8211,66,603,16,7.130899,10,100
8212,49,4617,16,6.6651936,22,484
8213,34,2200,16,7.387328,24,576
8214,66,500,16,7.130899,18,324
8215,32,300,16,6.963845,22,484
8216,54,100,16,5.952244,18,324
8217,11,200,14,6.7807956,27,729
8218,61,207,13,8.180721,44,1936
8219,22,1300,12,6.173786,31,961
8220,3,4200,12,7.3753524,28,784
8221,14,3303,12,6.9077554,16,256
8222,71,1601,12,6.1500697,45,2025
8223,44,1102,16,6.8685346,16,256
8224,71,8002,12,6.357709,36,1296
8225,24,3104,16,7.4998064,24,576
8226,71,1301,12,6.5118594,13,169
8227,51,200,12,6.357709,7,49
8228,42,1100,12,6.1092477,9,81
8229,14,4301,14,6.7141705,26,676
8230,35,902,12,6.288716,23,529
8231,61,120,12,6.9268036,12,144
8232,49,2103,13,7.099646,23,529
8233,14,3901,16,8.693084,18,324
8234,24,201,12,6.7012987,29,841
8235,3,200,13,5.952244,15,225
8236,47,4500,12,6.963845,28,784
8237,49,2800,16,6.763174,26,676
8238,72,1311,12,6.9077554,41,1681
8239,23,4103,16,6.645391,9,81
8240,45,200,16,7.489111,7,49
8241,47,1700,13,6.9077554,30,900
8242,32,400,12,6.437752,17,289
8243,34,1003,16,5.362856,12,144
8244,12,1401,13,6.622634,29,841
8245,23,1402,16,7.2605767,13,169
8246,23,3804,12,7.034049,29,841
8247,14,2102,12,6.1753874,44,1936
8248,54,900,13,4.923624,7,49
8249,71,2403,16,6.8193445,16,256
8250,49,4400,12,6.3969297,7,49
8251,22,600,16,5.789725,5,25
8252,14,4204,16,7.0169544,25,625
8253,24,903,12,6.440824,18,324
8254,25,1300,16,5.926926,3,9
8255,40,3500,16,6.3279366,38,1444
8256,23,1000,9,6.2184467,40,1600
8257,34,902,16,7.2050066,11,121
8258,34,1900,13,7.1612043,29,841
8259,24,1400,12,6.5940976,20,400
8260,12,2104,12,7.050856,39,1521
8261,23,2301,14,5.9914646,18,324
8262,23,2302,12,6.5022902,27,729
8263,14,2801,9,8.254828,25,625
8264,71,8101,16,6.6200733,18,324
8265,71,8114,16,7.174818,28,784
8266,22,1100,12,6.257168,41,1681
8267,49,3900,12,6.2523484,30,900
8268,13,3102,13,6.9454956,15,225
8269,23,2100,12,6.2597284,15,225
8270,34,1500,12,5.952244,9,81
8271,73,1004,12,6.5118594,17,289
8272,53,1200,13,6.6700835,20,400
8273,47,903,16,6.6700835,15,225
8274,49,300,13,6.2523484,20,400
8275,81,400,16,6.8685346,35,1225
8276,44,2600,16,6.9995627,33,1089
8277,24,2203,12,6.9077554,28,784
8278,23,2501,13,8.006368,28,784
8279,24,901,13,6.357709,29,841
8280,44,800,13,6.763174,11,121
8281,14,3402,9,6.9077554,45,2025
8282,4,200,13,6.5940976,36,1296
8283,41,300,12,6.1092477,10,100
8284,14,1807,12,6.214608,37,1369
8285,31,1400,13,5.952244,13,169
8286,25,1700,13,6.434413,16,256
8287,43,102,12,5.8007746,29,841
8288,49,6302,16,8.0864105,40,1600
8289,32,300,16,5.8468833,7,49
8290,35,100,9,5.962194,30,900
8291,13,3302,9,5.879673,33,1089
8292,25,2300,12,5.952244,33,1089
8293,52,1204,12,6.645391,15,225
8294,14,3302,16,4.3915963,7,49
8295,71,3200,12,6.237081,25,625
8296,33,1403,14,6.2523484,21,441
8297,33,100,16,6.482872,4,16
8298,41,2000,12,6.482872,27,729
8299,71,3301,13,6.8685346,44,1936
8300,23,4102,12,7.050856,17,289
8301,54,2100,16,6.288716,14,196
8302,71,1000,12,6.2791467,40,1600
8303,62,103,16,7.067385,26,676
8304,48,1500,14,5.480639,39,1521
8305,32,1300,16,7.099646,21,441
8306,71,8114,14,5.9914646,9,81
8307,14,700,12,5.6489744,39,1521
8308,23,3802,13,6.7707896,9,81
8309,44,1700,12,6.763174,27,729
8310,25,2300,12,7.4563212,17,289
8311,14,4201,12,6.096825,25,625
8312,13,4211,12,6.9351544,30,900
8313,12,2400,13,6.40013,12,144
8314,49,4502,12,5.911422,29,841
8315,41,1200,13,6.514713,45,2025
8316,14,1900,16,7.3132205,19,361
8317,44,400,12,7.1599464,19,361
8318,24,301,12,6.645391,21,441
8319,3,4200,16,6.694181,26,676
8320,22,2001,12,6.3775115,21,441
8321,61,106,14,7.056175,16,256
8322,49,5304,12,6.694181,20,400
8323,53,1302,11,6.4222474,42,1764
8324,71,6701,13,8.779557,41,1681
8325,47,905,16,7.7848253,20,400
8326,61,105,12,4.5659494,24,576
8327,33,1602,12,6.8277125,19,361
8328,14,2101,10,6.8336473,46,2116
8329,72,1310,12,7.050856,23,529
8330,71,1301,16,6.5919023,7,49
8331,44,3200,12,6.2336564,12,144
8332,14,1801,13,6.963845,32,1024
8333,13,1605,16,7.2331777,28,784
8334,52,901,16,5.4344497,25,625
8335,21,1400,12,6.645391,29,841
8336,3,2700,12,6.7452364,40,1600
8337,73,2200,13,6.8685346,8,64
8338,24,606,16,6.2486377,3,9
8339,13,4301,13,7.4783,19,361
8340,72,1101,14,6.4033194,26,676
8341,65,300,13,5.480639,40,1600
8342,49,3802,12,6.357709,17,289
8343,34,1601,12,6.5764694,24,576
8344,34,800,13,6.694181,37,1369
8345,52,1204,13,6.214608,18,324
8346,56,1000,13,6.357709,18,324
8347,49,1900,13,5.3748574,44,1936
8348,56,300,10,6.763174,31,961
8349,21,3510,16,7.656992,32,1024
8350,49,4801,16,7.130899,26,676
8351,66,700,13,6.1753874,8,64
8352,52,1600,14,6.1345654,24,576
8353,43,2707,14,7.2739997,23,529
8354,51,2000,12,5.7037826,9,81
8355,71,8004,16,6.468057,41,1681
8356,49,1800,12,6.453019,8,64
8357,1,600,12,7.050856,25,625
8358,49,4611,16,6.234411,36,1296
8359,14,3202,9,6.6200733,46,2116
8360,73,1401,14,6.981863,21,441
8361,46,500,12,6.3857565,45,2025
8362,49,5800,16,7.831709,37,1369
8363,12,2400,12,6.7292724,29,841
8364,43,2708,12,7.338538,26,676
8365,49,3802,12,7.7440033,26,676
8366,43,1300,13,6.357709,27,729
8367,13,1800,12,6.1753874,31,961
8368,44,800,12,6.2706976,24,576
8369,12,1403,13,7.252596,36,1296
8370,23,3803,12,6.963845,12,144
8371,43,2101,14,6.888337,31,961
8372,24,501,13,6.645391,17,289
8373,2,900,16,6.5118594,35,1225
8374,21,3403,13,6.9077554,22,484
8375,3,800,14,5.952244,36,1296
8376,43,3601,12,7.130899,26,676
8377,48,2000,16,8.279661,41,1681
8378,62,806,16,6.763174,17,289
8379,37,500,16,7.768696,31,961
8380,22,800,16,7.5103884,26,676
8381,4,200,12,5.7291,19,361
8382,71,1202,13,6.684612,33,1089
8383,14,3302,16,7.3132205,12,144
8384,34,1707,12,6.694181,33,1089
8385,47,2900,14,6.5674295,19,361
8386,54,200,12,6.9477606,33,1089
8387,24,3105,11,4.037186,8,64
8388,48,2200,13,6.8685346,39,1521
8389,21,3403,16,7.418581,6,36
8390,43,2901,12,6.214608,36,1296
8391,37,100,13,6.5400305,20,400
8392,3,1800,16,6.9077554,27,729
8393,2,300,12,6.694181,33,1089
8394,12,2302,16,7.946944,12,144
8395,5,400,16,6.725434,26,676
8396,13,3501,16,8.805837,29,841
8397,44,800,9,6.357709,41,1681
8398,33,900,12,5.8956733,16,256
8399,13,4302,13,7.967147,14,196
8400,24,2400,12,7.2050066,30,900
8401,73,2003,16,8.7736225,17,289
8402,21,3406,12,6.8277125,22,484
8403,13,4203,16,7.8163238,16,256
8404,33,2200,16,5.7291,19,361
8405,23,3801,14,6.8277125,14,196
8406,71,1502,12,6.5940976,22,484
8407,21,3206,16,7.050856,15,225
8408,47,3800,16,6.763174,11,121
8409,23,1800,12,6.047554,34,1156
8410,49,5604,13,4.2835865,26,676
8411,4,900,12,6.214608,39,1521
8412,23,500,12,6.5674295,22,484
8413,12,501,16,7.387328,25,625
8414,71,3001,13,6.214608,33,1089
8415,71,2205,13,5.9506426,10,100
8416,43,3000,10,6.963845,31,961
8417,32,100,14,7.338538,27,729
8418,48,500,14,6.5701284,30,900
8419,14,3303,12,6.5400305,39,1521
8420,49,2309,14,7.67501,28,784
8421,62,816,13,6.562915,8,64
8422,14,802,12,6.056604,21,441
8423,23,3500,16,7.1153946,21,441
8424,21,1101,12,5.952244,20,400
8425,49,4616,13,6.6129556,10,100
8426,73,1004,12,7.1636887,18,324
8427,6,400,12,6.357709,9,81
8428,12,904,12,7.3753524,37,1369
8429,23,1900,12,6.0920057,7,49
8430,72,800,16,8.517193,40,1600
8431,47,202,13,7.967147,31,961
8432,14,4110,12,7.2050066,34,1156
8433,12,703,11,6.5022902,23,529
8434,44,1202,16,6.7177114,6,36
8435,49,5607,13,6.8685346,18,324
8436,14,4106,12,7.050856,12,144
8437,73,1202,16,6.645391,9,81
8438,24,1000,12,6.4945683,31,961
8439,71,2205,12,6.8685346,22,484
8440,43,1107,12,6.491657,36,1296
8441,35,702,13,7.2331777,20,400
8442,36,300,14,5.441418,11,121
8443,13,901,12,6.047554,40,1600
8444,12,2202,12,6.2815475,14,196
8445,23,800,16,7.7304363,24,576
8446,42,1600,12,5.247024,7,49
8447,43,1902,12,5.452468,11,121
8448,14,2102,13,6.981863,24,576
8449,23,3805,12,5.9914646,18,324
8450,49,2509,16,7.338538,17,289
8451,13,600,13,6.3904986,14,196
8452,40,800,12,7.2050066,23,529
8453,49,4617,16,7.638643,14,196
8454,3,4500,14,6.3238072,26,676
8455,41,600,13,6.946976,28,784
8456,33,800,12,6.437752,29,841
8457,67,100,13,6.4315786,38,1444
8458,24,903,12,6.317165,35,1225
8459,40,304,16,7.2739997,37,1369
8460,71,6102,14,7.7014437,16,256
8461,14,2502,13,6.4222474,15,225
8462,43,3508,13,6.722352,24,576
8463,49,4400,10,5.759872,42,1764
8464,43,702,14,6.482872,17,289
8465,33,1900,12,5.6645617,29,841
8466,14,2102,10,5.521461,41,1681
8467,49,4902,13,7.2739997,29,841
8468,12,703,16,7.325959,14,196
8469,67,501,16,5.5955687,31,961
8470,53,1700,12,5.7291,16,256
8471,23,2508,16,6.9077554,8,64
8472,12,800,13,6.5940976,17,289
8473,24,4302,13,7.338538,35,1225
8474,71,8108,13,6.5940976,17,289
8475,71,6200,13,6.4799266,24,576
8476,54,3102,12,7.050856,14,196
8477,63,800,12,3.8250117,45,2025
8478,43,300,12,7.099646,26,676
8479,24,1700,12,7.1503167,19,361
8480,23,2501,13,6.0369267,14,196
8481,43,1002,16,5.4661107,18,324
8482,12,2201,12,6.8277125,19,361
8483,13,803,12,6.763174,24,576
8484,34,2600,12,6.763174,35,1225
8485,49,900,12,6.3238072,45,2025
8486,40,301,13,6.963845,26,676
8487,43,2001,12,6.5940976,21,441
8488,71,5413,12,6.437752,15,225
8489,22,2700,12,6.8265452,20,400
8490,47,1200,12,5.7778907,11,121
8491,24,4301,12,6.222271,22,484
8492,48,2200,14,7.393263,26,676
8493,49,2309,14,7.130899,30,900
8494,12,2202,14,6.357709,16,256
8495,25,1300,12,6.887953,27,729
8496,61,107,12,5.8517027,10,100
8497,44,4300,12,6.357709,28,784
8498,62,101,16,5.6756115,19,361
8499,72,1306,12,6.7177114,14,196
8500,54,502,16,5.441418,27,729
8501,49,5100,14,5.6026864,33,1089
8502,47,905,16,6.1177583,35,1225
8503,71,3902,12,6.785153,9,81
8504,61,116,12,6.047554,7,49
8505,24,3600,16,6.3099184,37,1369
8506,56,200,12,6.2184467,7,49
8507,23,100,12,6.0402546,31,961
8508,40,2600,16,7.034049,9,81
8509,40,1000,16,7.399163,12,144
8510,24,202,12,6.9077554,44,1936
8511,34,1702,13,7.034049,30,900
8512,71,3301,16,6.9077554,18,324
8513,71,900,16,6.4740095,7,49
8514,12,304,14,6.163315,40,1600
8515,51,400,12,5.8903685,36,1296
8516,25,1000,12,6.3238072,41,1681
8517,72,100,12,6.0402546,15,225
8518,14,2001,12,6.0100408,14,196
8519,49,2201,13,7.2050066,36,1296
8520,13,4308,14,6.981863,43,1849
8521,64,100,12,5.441418,12,144
8522,54,3202,16,6.4222474,18,324
8523,71,3301,16,6.9995627,17,289
8524,14,3901,13,6.357709,37,1369
8525,21,1201,12,5.768321,45,2025
8526,51,400,10,6.047554,21,441
8527,23,2000,12,6.0920057,34,1156
8528,24,3109,12,7.300317,35,1225
8529,71,8101,16,7.5912404,13,169
8530,12,1600,14,7.399163,24,576
8531,53,1000,12,6.5861716,18,324
8532,23,3500,12,6.888337,33,1089
8533,40,800,16,7.2605767,24,576
8534,41,2300,12,6.785153,22,484
8535,13,2300,16,6.4222474,22,484
8536,25,500,13,6.432246,10,100
8537,14,2600,14,6.6700835,37,1369
8538,23,3802,14,6.963845,16,256
8539,22,1901,12,6.9995627,26,676
8540,61,300,14,5.7446046,34,1156
8541,40,700,10,7.7950583,10,100
8542,54,900,12,6.4128284,38,1444
8543,14,3904,12,6.7177114,23,529
8544,51,1600,12,5.5517664,9,81
8545,4,1100,12,6.740701,22,484
8546,12,2003,12,6.649632,46,2116
8547,43,4015,13,6.9077554,25,625
8548,71,8101,12,6.2764835,15,225
8549,54,1000,13,5.8468833,27,729
8550,23,300,12,5.952244,11,121
8551,54,2100,13,6.1793795,37,1369
8552,22,3100,12,6.694181,26,676
8553,71,6122,16,6.684612,17,289
8554,71,6802,16,6.645391,32,1024
8555,46,1600,12,7.2739997,10,100
8556,43,1103,12,6.5118594,22,484
8557,24,1300,12,6.1345654,20,400
8558,64,400,12,5.768321,36,1296
8559,13,3505,12,5.8112683,8,64
8560,23,1402,12,7.2739997,32,1024
8561,14,1500,12,5.952244,39,1521
8562,23,3300,16,8.12415,19,361
8563,49,800,16,7.099646,31,961
8564,66,400,13,6.645391,22,484
8565,43,3701,16,6.4222474,20,400
8566,40,2900,16,6.8685346,4,16
8567,49,5201,12,6.43467,11,121
8568,21,3004,13,5.441418,36,1296
8569,71,300,12,6.43467,45,2025
8570,5,200,16,7.083646,10,100
8571,33,2400,12,6.3643537,36,1296
8572,52,1202,12,6.645391,31,961
8573,42,1600,16,6.482872,19,361
8574,63,200,16,6.8595533,26,676
8575,13,3400,16,7.090077,25,625
8576,62,820,12,7.2191916,37,1369
8577,13,4301,13,6.694181,16,256
8578,67,301,14,6.3969297,28,784
8579,24,3104,16,6.5312777,3,9
8580,25,1400,16,6.5118594,9,81
8581,24,1700,14,6.5118594,24,576
8582,51,400,12,6.357709,13,169
8583,12,2202,13,6.3904986,23,529
8584,1,800,13,5.7037826,8,64
8585,24,612,16,6.214608,21,441
8586,43,2801,12,6.8277125,19,361
8587,71,7601,12,6.740701,12,144
8588,51,2000,16,6.1345654,37,1369
8589,64,600,16,7.034049,26,676
8590,48,100,13,6.5400305,19,361
8591,34,200,16,6.8685346,42,1764
8592,71,8116,13,8.111728,42,1764
8593,72,1308,12,6.5940976,27,729
8594,61,900,12,6.214608,23,529
8595,25,1600,12,6.731569,34,1156
8596,32,400,16,5.164786,30,900
8597,40,305,13,7.791523,14,196
8598,71,2301,12,6.5940976,25,625
8599,48,1700,14,9.433484,27,729
8600,12,1403,16,7.246971,25,625
8601,14,500,12,6.288716,26,676
8602,25,100,13,6.2107544,16,256
8603,54,3202,16,7.4563212,28,784
8604,3,3302,14,6.047554,18,324
8605,34,1704,13,6.016157,19,361
8606,49,3300,13,6.763174,34,1156
8607,54,2600,16,7.0702744,40,1600
8608,62,600,12,5.9421935,39,1521
8609,71,1902,13,5.6645617,11,121
8610,71,4500,12,7.338538,8,64
8611,25,2201,13,7.083646,22,484
8612,40,1600,16,8.006368,39,1521
8613,71,8003,13,7.338538,28,784
8614,24,1500,12,7.190618,26,676
8615,43,2707,13,7.034049,40,1600
8616,44,600,14,6.848332,21,441
8617,13,600,12,6.9077554,14,196
8618,14,2502,13,6.288716,23,529
8619,66,300,16,6.645391,39,1521
8620,21,3408,14,5.77929,29,841
8621,25,1300,12,6.645391,29,841
8622,14,1802,12,7.5616817,24,576
8623,12,1902,13,6.622634,28,784
8624,71,2204,13,6.8277125,14,196
8625,33,200,12,6.3397713,37,1369
8626,67,503,12,6.9077554,45,2025
8627,67,601,12,6.0920057,40,1600
8628,13,4307,16,7.7440033,23,529
8629,71,8114,12,6.8685346,26,676
8630,72,300,13,6.645391,19,361
8631,13,1605,14,6.6965594,26,676
8632,43,1105,13,5.7446046,8,64
8633,49,2501,12,5.7446046,21,441
8634,67,507,13,11.225244,23,529
8635,13,4311,12,5.8468833,41,1681
8636,24,1102,13,6.5208664,30,900
8637,71,600,14,6.843217,6,36
8638,49,1300,16,6.4222474,21,441
8639,13,3201,12,6.8685346,31,961
8640,49,3505,16,6.694181,29,841
8641,41,1300,14,7.061906,8,64
8642,49,2506,9,6.9454956,38,1444
8643,49,5303,16,6.749751,8,64
8644,14,3600,12,6.5118594,26,676
8645,40,3300,10,5.58118,13,169
8646,65,508,16,6.3238072,13,169
8647,82,304,16,7.130899,15,225
8648,24,4602,13,6.1753874,13,169
8649,49,2509,16,7.4338484,17,289
8650,62,801,14,6.763174,17,289
8651,21,600,13,6.806659,20,400
8652,25,1400,16,6.612351,36,1296
8653,71,2705,13,7.251527,21,441
8654,53,1600,12,6.694181,27,729
8655,21,3410,16,7.130899,22,484
8656,11,200,13,6.453019,16,256
8657,44,2000,9,7.2907476,38,1444
8658,37,700,12,6.001034,10,100
8659,45,2200,12,6.2597284,18,324
8660,44,400,14,5.911422,10,100
8661,24,1000,12,6.963845,34,1156
8662,72,900,12,6.848332,32,1024
8663,72,900,12,5.521461,12,144
8664,71,8001,12,5.115996,40,1600
8665,71,5411,16,5.9782195,3,9
8666,49,4801,13,6.9454956,26,676
8667,33,900,12,7.083646,22,484
8668,72,1301,16,6.9454956,16,256
8669,25,2400,12,6.361212,23,529
8670,46,1300,12,6.5232234,22,484
8671,21,2900,13,5.952244,32,1024
8672,12,1201,12,6.5366917,33,1089
8673,21,3501,16,6.7177114,15,225
8674,44,3900,9,6.1345654,35,1225
8675,71,5200,16,7.69271,34,1156
8676,47,2602,13,7.5616817,38,1444
8677,63,800,13,6.35102,31,961
8678,62,816,16,6.5118594,31,961
8679,1,2300,16,6.8685346,13,169
8680,22,600,12,7.467371,28,784
8681,49,2306,16,7.226209,22,484
8682,43,200,12,6.8387623,31,961
8683,24,901,12,6.453019,12,144
8684,12,2202,16,7.2050066,7,49
8685,22,2303,14,6.694181,19,361
8686,71,8110,16,5.329089,30,900
8687,43,200,13,5.789725,27,729
8688,3,3100,12,6.8685346,13,169
8689,24,2900,12,6.968891,26,676
8690,41,901,16,6.5940976,17,289
8691,34,2100,12,6.357709,12,144
8692,1,2200,16,7.2191916,31,961
8693,40,600,12,7.050856,12,144
8694,13,500,13,5.952244,17,289
8695,23,1600,12,5.952244,18,324
8696,49,4000,9,5.0106354,21,441
8697,49,3600,11,6.694181,23,529
8698,71,6701,13,8.740336,11,121
8699,31,400,12,2.6418009,17,289
8700,22,2100,12,6.357709,15,225
8701,34,2400,12,6.6200733,8,64
8702,53,1400,13,6.1833553,14,196
8703,34,400,12,5.529429,43,1849
8704,24,701,11,6.8685346,15,225
8705,44,1304,12,6.740701,39,1521
8706,33,100,11,5.8524237,38,1444
8707,24,4200,12,7.783224,23,529
8708,43,2502,13,5.035953,21,441
8709,51,400,12,6.5940976,36,1296
8710,71,7607,13,7.3524413,22,484
8711,14,3903,12,6.763174,28,784
8712,13,3102,16,6.8277125,17,289
8713,23,1401,12,6.632812,12,144
8714,23,2506,16,7.7440033,15,225
8715,65,100,12,6.963845,16,256
8716,49,4619,13,6.684612,24,576
8717,31,400,13,7.067385,21,441
8718,25,1200,12,6.5400305,39,1521
8719,40,1500,13,6.7177114,24,576
8720,3,900,12,6.763174,29,841
8721,43,2602,13,6.617403,37,1369
8722,49,2509,14,7.6104717,22,484
8723,25,2400,12,6.437752,22,484
8724,21,2800,16,3.341478,42,1764
8725,14,2002,10,4.0478244,43,1849
8726,64,300,12,6.8857765,30,900
8727,25,2002,12,6.40385,9,81
8728,73,400,13,6.5940976,17,289
8729,14,4109,13,6.8685346,23,529
8730,47,2100,10,6.482872,33,1089
8731,33,1002,12,6.498026,28,784
8732,81,102,16,6.763174,39,1521
8733,52,1001,12,7.967147,36,1296
8734,14,3702,13,6.694181,17,289
8735,40,3500,10,6.377127,31,961
8736,5,500,12,6.963845,13,169
8737,36,500,12,6.001034,20,400
8738,53,1301,12,6.8277125,11,121
8739,24,3400,12,6.1753874,18,324
8740,14,2900,12,6.6602798,11,121
8741,14,2201,13,7.2191916,39,1521
8742,45,1502,16,6.1948056,10,100
8743,21,3006,12,6.645391,22,484
8744,23,1100,12,6.001034,34,1156
8745,31,1200,12,6.9077554,27,729
8746,24,4501,12,6.645391,12,144
8747,25,1300,14,6.113512,25,625
8748,21,3004,12,6.684612,40,1600
8749,46,1600,14,7.287245,17,289
8750,25,1300,13,5.6296744,25,625
8751,23,4104,16,6.5118594,12,144
8752,21,3006,12,6.9268036,31,961
8753,43,2707,16,6.8277125,10,100
8754,45,1901,12,6.2523484,28,784
8755,43,2601,13,7.7440033,34,1156
8756,23,800,12,6.320353,17,289
8757,56,300,12,6.1092477,9,81
8758,34,2300,12,5.863413,23,529
8759,24,902,13,6.6979156,45,2025
8760,54,900,16,5.9373975,7,49
8761,24,2900,13,6.288716,7,49
8762,34,1707,14,6.2523484,15,225
8763,41,1200,12,6.578182,22,484
8764,72,1312,13,6.9077554,24,576
8765,32,1402,14,6.6474724,11,121
8766,13,1900,12,6.4222474,34,1156
8767,13,4202,12,7.050856,15,225
8768,49,100,12,6.694181,17,289
8769,67,200,12,6.662633,16,256
8770,1,2100,12,5.7156167,12,144
8771,13,3102,14,6.8665323,19,361
8772,43,3505,12,6.357709,20,400
8773,14,300,12,5.6843643,31,961
8774,24,3101,10,6.236587,30,900
8775,71,6101,12,6.6564407,27,729
8776,22,2600,12,7.508089,21,441
8777,51,2300,12,6.645391,26,676
8778,25,2202,16,7.2050066,17,289
8779,71,8101,16,7.050856,9,81
8780,71,5416,13,6.752001,24,576
8781,31,800,12,5.952244,17,289
8782,71,1101,13,6.7292724,27,729
8783,54,600,12,6.6789136,14,196
8784,61,121,13,5.952244,14,196
8785,40,1400,16,7.338538,20,400
8786,62,901,16,6.173786,27,729
8787,13,3505,13,6.740701,23,529
8788,72,1313,9,5.8636312,21,441
8789,1,100,12,6.575505,19,361
8790,31,1400,12,8.254828,35,1225
8791,41,2300,11,6.5118594,29,841
8792,44,1304,13,6.357709,31,961
8793,14,1200,12,6.1753874,14,196
8794,25,1200,12,6.1833553,41,1681
8795,45,1901,16,7.083646,5,25
8796,14,1200,16,6.6700835,16,256
8797,13,3503,13,6.963845,28,784
8798,22,1400,12,6.645391,21,441
8799,24,605,12,6.694181,26,676
8800,49,2501,14,6.9454956,16,256
8801,71,1800,16,6.6700835,19,361
8802,34,200,12,6.5400305,41,1681
8803,72,200,12,6.288716,15,225
8804,40,900,12,6.288716,41,1681
8805,40,1300,16,7.4108586,30,900
8806,51,2400,16,6.374238,12,144
8807,49,4618,14,6.4222474,14,196
8808,49,2700,14,6.8645267,5,25
8809,34,1706,16,7.0169544,25,625
8810,71,8005,16,7.5616817,20,400
8811,44,1401,9,6.8697886,49,2401
8812,1,2300,16,6.632812,30,900
8813,24,3700,13,6.1753874,21,441
8814,53,1100,16,7.034049,22,484
8815,21,2500,16,6.5940976,9,81
8816,71,7607,12,6.001034,38,1444
8817,43,3504,16,6.5118594,9,81
8818,47,3000,12,5.789725,33,1089
8819,51,2400,16,9.998797,17,289
8820,49,2313,16,7.034049,16,256
8821,21,500,12,6.9077554,30,900
8822,24,4501,14,5.7291,27,729
8823,1,600,12,6.7786098,34,1156
8824,33,800,12,6.969449,16,256
8825,73,902,16,6.001034,28,784
8826,71,4404,12,7.327609,23,529
8827,43,3509,16,6.8360114,17,289
8828,43,2602,13,5.7037826,20,400
8829,3,300,12,6.453019,28,784
8830,72,701,13,6.5118594,21,441
8831,51,2400,16,6.214608,11,121
8832,22,500,14,6.5674295,13,169
8833,67,400,16,6.5940976,26,676
8834,22,2001,13,6.4222474,19,361
8835,53,1302,12,5.886104,18,324
8836,25,2102,13,5.184204,44,1936
8837,3,3400,12,6.0818486,19,361
8838,61,800,16,6.191261,12,144
8839,14,1400,14,5.768321,15,225
8840,43,1902,16,6.6019616,12,144
8841,53,1302,13,6.645391,25,625
8842,2,600,14,6.4222474,8,64
8843,33,1201,16,7.9052715,25,625
8844,22,1100,12,6.1345654,24,576
8845,62,815,16,6.694181,20,400
8846,24,3101,13,6.3904986,29,841
8847,48,301,12,5.818712,39,1521
8848,33,1401,14,6.9454956,11,121
8849,22,3000,12,7.325959,24,576
8850,24,1000,12,6.8685346,41,1681
8851,66,400,16,7.1153946,25,625
8852,71,8002,14,6.357709,32,1024
8853,71,2409,14,7.338538,7,49
8854,40,700,12,6.357709,30,900
8855,13,1605,12,6.9077554,19,361
8856,41,2300,12,6.70366,42,1764
8857,47,4800,12,6.357709,24,576
8858,23,2602,14,6.57282,26,676
8859,13,600,12,6.856462,27,729
8860,25,1800,16,6.6602798,3,9
8861,40,2100,12,6.763174,39,1521
8862,56,100,12,7.056175,22,484
8863,71,1502,12,6.774224,26,676
8864,53,100,16,6.740701,25,625
8865,31,1900,16,7.2050066,29,841
8866,31,1300,12,6.214608,34,1156
8867,21,3412,12,6.9847164,29,841
8868,14,1100,12,5.8468833,16,256
8869,14,1703,12,6.694181,27,729
8870,32,601,16,6.724664,9,81
8871,40,600,13,7.050856,32,1024
8872,44,4100,16,6.3687587,30,900
8873,21,3206,16,6.8277125,35,1225
8874,25,2102,13,7.5616817,26,676
8875,13,200,13,7.2605767,33,1089
8876,65,300,12,7.2050066,24,576
8877,32,500,12,8.411833,8,64
8878,71,2103,13,7.5616817,30,900
8879,13,4306,12,6.632812,20,400
8880,32,900,12,6.288716,19,361
8881,2,1000,12,6.453019,11,121
8882,40,3000,16,8.712254,10,100
8883,3,900,13,7.967147,21,441
8884,12,1202,16,9.350102,21,441
