,annearn,hrearn,exper,age,depends,married,tenure,educ,nrtheast,nrthcen,south,male,white,union,office,annhrs,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,vacdays,sicklve,insur,pension,annbens,hrbens,annhrssq,beratio,lannhrs,tenuresq,expersq,lannearn,peratio,vserat
107,14994.0,7.65,10,28,0,1,8.0,12,0,1,0,1,1,1,0,1960.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.32,3841600.0,0.30347073,7.5807,64.0,100,9.615405,0.109227024,0.08296318
108,11076.9,5.77,5,21,0,0,0.5,12,0,1,0,1,1,0,1,1920.0,0,0,1,0,0,0,0,0,0,598.24,201.97,656.28,674.05,2130.54,1.11,3686400.0,0.19234082,7.5600805,0.25,25,9.312617,0.06085186,0.07224133
109,9486.39,4.84,9,37,2,0,4.0,13,0,1,0,0,1,0,1,1960.0,0,0,1,0,0,0,0,0,0,598.24,201.97,656.28,674.05,2130.54,1.09,3841600.0,0.22458914,7.5807,16.0,81,9.157614,0.07105443,0.084353484
110,17000.0,8.67,18,34,1,1,2.0,16,0,0,1,1,1,0,1,1960.0,0,0,1,0,0,0,0,0,0,1164.47,297.79,1264.21,1716.19,4442.6597,2.27,3841600.0,0.26133293,7.5807,4.0,324,9.740969,0.10095235,0.08601529
111,20000.0,9.9,31,56,0,1,25.0,10,0,1,0,1,1,1,1,2021.0,0,0,1,0,0,0,0,0,0,1164.47,297.79,1264.21,1716.19,4442.6597,2.2,4084441.0,0.22213298,7.6113477,625.0,961,9.903487,0.0858095,0.073113
112,17500.0,10.42,16,38,1,1,15.0,18,1,0,0,0,1,0,1,1680.0,0,0,1,0,0,0,0,0,0,1164.47,297.79,1264.21,1716.19,4442.6597,2.64,2822400.0,0.25386626,7.426549,225.0,256,9.769957,0.098068,0.08355771
113,20000.0,6.3,31,47,2,1,25.0,12,1,0,0,1,1,0,1,3172.5,0,0,1,0,0,0,0,0,0,1164.47,297.79,1264.21,1716.19,4442.6597,1.4,10064756.0,0.22213298,8.062275,625.0,961,9.903487,0.0858095,0.073113
114,15000.0,7.25,17,33,1,1,15.0,13,1,0,0,1,1,0,1,2068.0,0,0,1,0,0,0,0,0,0,1164.47,297.79,1264.21,1716.19,4442.6597,2.15,4276624.0,0.2961773,7.6343374,225.0,289,9.615806,0.114412665,0.097484
115,17000.0,7.08,28,48,2,1,15.0,13,0,0,0,1,1,0,1,2400.0,0,0,1,0,0,0,0,0,0,1164.47,297.79,1264.21,1716.19,4442.6597,1.85,5760000.0,0.26133293,7.783224,225.0,784,9.740969,0.10095235,0.08601529
116,19722.5,10.21,27,43,2,1,15.0,13,0,1,0,1,1,0,1,1932.0,0,0,1,0,0,0,0,0,0,1164.47,297.79,1264.21,1716.19,4442.6597,2.3,3732624.0,0.22525844,7.566311,225.0,729,9.889515,0.08701686,0.07414172
117,17150.0,8.75,35,51,2,1,15.0,12,0,1,0,1,1,0,1,1960.0,0,0,1,0,0,0,0,0,0,1164.47,297.79,1264.21,1716.19,4442.6597,2.27,3841600.0,0.2590472,7.5807,225.0,1225,9.749753,0.10006938,0.08526297
118,20000.0,9.07,30,45,2,1,0.5,16,1,0,0,1,1,0,1,2205.0,0,0,1,0,0,0,0,0,0,1164.47,297.79,1264.21,1716.19,4442.6597,2.01,4862025.0,0.22213298,7.698483,0.25,900,9.903487,0.0858095,0.073113
119,15800.0,6.72,17,34,3,1,8.0,16,1,0,0,1,1,0,1,2352.0,0,0,1,0,0,0,0,0,0,1164.47,297.79,1264.21,1716.19,4442.6597,1.89,5531904.0,0.28118098,7.7630215,64.0,289,9.667766,0.108619615,0.0925481
120,28500.0,12.12,27,45,2,1,15.0,16,0,1,0,1,1,0,1,2352.0,0,0,1,0,0,0,0,0,0,1164.47,297.79,1264.21,1716.19,4442.6597,1.89,5531904.0,0.15588279,7.7630215,225.0,729,10.257659,0.06021719,0.05130737
121,19000.0,8.17,21,37,2,1,0.5,14,0,1,0,1,1,0,1,2325.0,0,0,1,0,0,0,0,0,0,1042.92,29.6,1129.02,1733.76,3935.3,1.69,5405625.0,0.20712106,7.7514753,0.25,441,9.852194,0.091250524,0.056448422
122,5062.49,2.7,37,56,0,0,8.0,6,0,0,1,1,1,1,0,1875.0,0,0,0,1,0,0,0,0,0,227.46,88.22,267.86,0.0,583.54,0.31,3515625.0,0.11526738,7.536364,64.0,1369,8.5296135,0.0,0.062356666
123,5252.8,2.68,20,54,0,0,8.0,13,0,0,1,0,1,0,0,1960.0,0,0,0,1,0,0,0,0,0,228.5,0.0,325.85,253.87,808.22,0.41,3841600.0,0.1538646,7.5807,64.0,400,8.566517,0.048330415,0.04350061
124,4800.0,2.5,11,30,1,1,8.0,10,1,0,0,0,1,0,0,1920.0,0,0,0,1,0,0,0,0,0,236.04,0.0,83.06,0.0,319.09998,0.17,3686400.0,0.06647916,7.5600805,64.0,121,8.476371,0.0,0.049174998
125,7140.0,3.5,8,30,1,1,0.5,14,0,0,0,0,1,0,0,2040.0,0,0,0,1,0,0,0,0,0,178.55,1.69,176.21,0.0,356.45,0.17,4161600.0,0.04992297,7.620705,0.25,64,8.873468,0.0,0.025243698
126,11310.0,5.8,10,29,0,1,8.0,13,0,0,1,1,1,1,0,1950.0,0,0,0,1,0,0,0,0,0,471.53,122.22,511.63,427.09,1532.47,0.79,3802500.0,0.1354969,7.575585,64.0,100,9.333443,0.037762158,0.05249779
127,10302.4,5.48,24,44,0,0,15.0,10,1,0,0,1,1,0,0,1880.0,0,0,0,1,0,0,0,0,0,471.53,122.22,511.63,427.09,1532.47,0.82,3534400.0,0.14874883,7.539027,225.0,576,9.240132,0.041455388,0.0576322
128,10680.7,5.05,10,29,1,0,8.0,12,0,0,1,1,1,0,0,2115.0,0,0,0,1,0,0,0,0,0,471.53,122.22,511.63,427.09,1532.47,0.72,4473225.0,0.14348029,7.6568103,64.0,100,9.276194,0.03998708,0.055590924
129,9015.99,4.6,36,52,0,1,15.0,6,1,0,0,1,1,1,0,1960.0,0,0,0,1,0,0,0,0,0,354.39,94.42,253.13,0.0,701.94,0.36,3841600.0,0.077855006,7.5807,225.0,1296,9.106755,0.0,0.049779337
130,9200.0,5.0,42,59,0,1,25.0,6,0,1,0,0,1,1,0,1840.0,0,0,0,1,0,0,0,0,0,477.41,0.04,641.75,420.57,1539.77,0.84,3385600.0,0.16736631,7.517521,625.0,1764,9.126959,0.045714132,0.05189674
131,11193.5,4.58,41,56,0,1,25.0,12,1,0,0,1,1,1,0,2444.0,0,0,0,1,0,0,0,0,0,477.41,0.04,641.75,420.57,1539.77,0.63,5973136.0,0.1375593,7.801391,625.0,1681,9.323089,0.0375727,0.04265422
132,11280.0,3.92,42,61,0,1,25.0,13,1,0,0,1,1,1,0,2880.0,0,0,0,1,0,0,0,0,0,477.41,0.04,641.75,420.57,1539.77,0.53,8294400.0,0.13650444,7.9655457,625.0,1764,9.330787,0.037284575,0.04232713
133,10416.0,4.96,6,30,2,1,4.0,16,1,0,0,1,1,0,0,2100.0,0,0,0,1,0,0,0,0,0,305.76,0.0,516.76,0.0,822.52,0.39,4410000.0,0.078966975,7.6496925,16.0,36,9.251099,0.0,0.02935484
134,13407.7,7.71,26,41,0,0,15.0,12,0,1,0,1,1,1,0,1739.0,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.71,3024121.0,0.22150928,7.4610653,225.0,676,9.503585,0.07869507,0.079165705
135,14964.0,6.96,19,35,1,1,2.0,12,0,0,0,1,1,1,0,2150.0,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.38,4622500.0,0.19847167,7.673223,4.0,361,9.613402,0.07051056,0.07093224
136,13200.0,5.5,8,24,1,1,0.5,12,0,0,1,1,1,1,0,2400.0,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.24,5760000.0,0.22499469,7.783224,0.25,64,9.487972,0.07993333,0.08041137
137,16627.2,8.66,24,40,2,1,15.0,12,0,0,1,1,1,0,0,1920.0,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.55,3686400.0,0.17861877,7.5600805,225.0,576,9.718795,0.06345747,0.06383697
138,17717.8,7.69,37,53,0,1,15.0,12,0,0,0,1,1,1,0,2304.0,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.29,5308416.0,0.16762407,7.742402,225.0,1369,9.782325,0.05955141,0.059907548
139,23587.5,9.25,22,39,5,1,0.5,12,0,0,0,1,1,1,0,2550.0,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.16,6502500.0,0.12591118,7.8438487,0.25,484,10.068472,0.04473217,0.04499968
140,18239.8,8.46,18,33,1,0,4.0,10,0,0,0,1,0,1,0,2156.0,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.38,4648336.0,0.16282688,7.67601,16.0,324,9.811361,0.057847124,0.058193073
141,12000.0,4.9,42,58,0,1,2.0,12,0,0,0,1,1,0,1,2450.0,0,0,0,1,0,0,0,0,0,552.86,137.81,549.39,604.35,1844.4099,0.75,6002500.0,0.15370083,7.8038435,4.0,1764,9.392662,0.050362498,0.057555832
142,20000.0,9.07,26,43,0,0,15.0,13,0,0,0,1,1,1,1,2205.0,0,0,0,1,0,0,0,0,0,855.69,203.53,822.5,1167.64,3049.36,1.38,4862025.0,0.15246801,7.698483,225.0,676,9.903487,0.058382,0.052961
143,22000.0,9.17,48,54,1,1,15.0,13,1,0,0,1,1,0,1,2400.0,0,0,0,1,0,0,0,0,0,855.69,203.53,822.5,1167.64,3049.36,1.27,5760000.0,0.13860728,7.783224,225.0,2304,9.998797,0.053074546,0.048146363
144,8000.0,4.36,2,42,1,0,0.5,12,0,1,0,0,1,1,0,1836.0,0,0,0,1,0,0,0,0,0,342.77,58.82,354.3,287.17,1043.0599,0.57,3370896.0,0.1303825,7.5153446,0.25,4,8.987197,0.035896253,0.05019875
145,5000.0,2.5,9,29,3,1,8.0,10,0,0,1,0,1,0,0,2000.0,0,0,0,1,0,0,0,0,0,380.33,0.0,402.04,211.59,993.95996,0.5,4000000.0,0.198792,7.6009026,64.0,81,8.517193,0.042317998,0.076065995
146,7441.87,4.05,15,36,0,1,8.0,10,0,1,0,0,1,1,0,1837.5,0,0,0,1,0,0,0,0,0,380.33,0.0,402.04,211.59,993.95996,0.54,3376406.2,0.13356319,7.5161614,64.0,225,8.914878,0.02843237,0.051106777
147,7000.0,3.5,8,33,3,1,8.0,12,0,0,1,0,1,0,0,2000.0,0,0,0,1,0,0,0,0,0,380.33,0.0,402.04,211.59,993.95996,0.5,4000000.0,0.14199428,7.6009026,64.0,64,8.853665,0.030227141,0.054332856
148,8289.2,4.24,11,27,1,0,2.0,12,0,0,1,1,1,1,0,1955.0,0,0,0,1,0,0,0,0,0,634.56,5.56,801.78,619.17,2061.07,1.05,3822025.0,0.24864523,7.5781455,4.0,121,9.022709,0.07469599,0.077223375
149,10200.0,5.0,13,29,1,1,2.0,12,0,1,0,0,1,1,0,2040.0,0,0,0,1,0,0,0,0,0,634.56,5.56,801.78,619.17,2061.07,1.01,4161600.0,0.20206569,7.620705,4.0,169,9.230143,0.06070294,0.062756866
150,16000.0,8.89,30,47,4,1,25.0,12,0,1,0,1,1,1,0,1800.0,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.16,1.98,3240000.0,0.222885,7.495542,625.0,900,9.680344,0.0788,0.07817375
151,15000.0,8.0,18,36,7,1,15.0,10,0,1,0,1,0,1,0,1875.0,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.16,1.9,3515625.0,0.23774399,7.536364,225.0,324,9.615806,0.08405334,0.08338533
152,20000.0,11.11,27,43,1,0,25.0,12,0,1,0,1,0,1,0,1800.0,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.16,1.98,3240000.0,0.178308,7.495542,625.0,729,9.903487,0.06304,0.062539
153,15312.5,6.25,39,55,3,1,15.0,6,0,1,0,1,1,1,0,2450.0,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.16,1.46,6002500.0,0.23289208,7.8038435,225.0,1521,9.636425,0.08233796,0.08168359
154,13893.2,7.39,42,60,0,1,25.0,12,0,0,1,1,1,1,0,1880.0,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.16,1.9,3534400.0,0.25668383,7.539027,625.0,1764,9.539155,0.090749435,0.09002821
155,12880.0,7.0,27,53,0,1,25.0,12,0,1,0,0,1,1,0,1840.0,0,0,0,1,0,0,0,0,0,947.65,7.48,1323.8,1057.17,3336.1,1.81,3385600.0,0.25901398,7.517521,625.0,729,9.463431,0.08207842,0.07415606
156,14288.4,7.29,15,31,2,1,8.0,12,0,0,1,1,1,1,0,1960.0,0,0,0,1,0,0,0,0,0,947.65,7.48,1323.8,1057.17,3336.1,1.7,3841600.0,0.2334831,7.5807,64.0,225,9.5672035,0.07398799,0.066846535
157,17140.0,8.58,20,36,2,1,15.0,12,0,1,0,1,1,0,1,1997.5,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,1.83,3990006.2,0.21359451,7.599652,225.0,400,9.74917,0.083221704,0.07748191
158,18250.6,10.64,14,32,2,1,8.0,16,0,0,0,1,1,0,1,1715.0,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,2.13,2941225.0,0.20059669,7.4471684,64.0,196,9.811954,0.07815743,0.07276692
159,27692.3,12.82,36,52,1,1,15.0,18,0,0,1,1,1,0,1,2160.0,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,1.69,4665600.0,0.13220318,7.6778636,225.0,1296,10.2289095,0.051509626,0.04795701
160,16000.0,8.51,28,44,2,1,25.0,14,0,0,1,1,1,0,1,1880.0,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,1.95,3534400.0,0.22881313,7.539027,625.0,784,9.680344,0.089151256,0.0830025
161,18900.0,8.48,12,28,3,1,2.0,16,0,1,0,1,1,0,1,2229.5,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,1.64,4970670.0,0.19370423,7.7095327,4.0,144,9.846917,0.07547196,0.070266664
162,20000.0,10.42,17,39,0,0,15.0,16,0,1,0,1,1,0,1,1920.0,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,1.91,3686400.0,0.1830505,7.5600805,225.0,289,9.903487,0.071321,0.066402
163,9019.99,4.1,8,26,0,1,4.0,13,0,1,0,1,1,0,0,2200.0,0,0,0,0,1,0,0,0,0,298.74,118.3,654.8,0.0,1071.84,0.49,4840000.0,0.11882939,7.696213,16.0,64,9.107199,0.0,0.04623508
164,10901.2,4.75,12,28,1,1,0.5,13,0,0,1,1,1,0,0,2295.0,0,0,0,0,1,0,0,0,0,172.91,141.36,148.64,0.0,462.91,0.2,5267025.0,0.042464133,7.738488,0.25,144,9.296628,0.0,0.028828936
165,11566.8,5.67,9,28,0,0,0.5,13,0,1,0,1,1,1,0,2040.0,0,0,0,0,1,0,0,0,0,653.16,0.0,607.79,437.3,1698.25,0.83,4161600.0,0.14682108,7.620705,0.25,81,9.355894,0.03780648,0.056468513
166,16699.2,8.52,20,39,2,1,15.0,13,0,0,1,1,1,1,0,1960.0,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.86,3841600.0,0.21780625,7.5807,225.0,400,9.723116,0.093153566,0.07564495
167,19200.0,8.0,9,25,2,1,8.0,12,0,1,0,1,1,1,0,2400.0,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.52,5760000.0,0.18943697,7.783224,64.0,81,9.862665,0.08102031,0.06579219
168,21250.0,8.5,20,35,3,1,4.0,10,0,0,1,1,1,1,0,2500.0,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.45,6250000.0,0.17116188,7.824046,16.0,400,9.964112,0.073204234,0.059445176
169,18865.0,7.7,14,30,0,0,4.0,13,0,0,0,1,1,0,0,2450.0,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.48,6002500.0,0.19280095,7.8038435,16.0,196,9.845063,0.08245905,0.066960506
170,14373.8,5.42,6,23,2,1,0.5,12,0,0,0,1,1,1,0,2652.0,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.37,7033104.0,0.25304303,7.8830695,0.25,36,9.573162,0.10822399,0.08788282
171,13795.4,7.04,20,36,3,1,15.0,12,0,0,1,1,1,1,0,1960.0,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.86,3841600.0,0.26365235,7.5807,225.0,400,9.53209,0.1127615,0.09156748
172,14000.0,7.0,17,27,4,0,4.0,12,0,0,1,1,1,0,0,2000.0,0,0,0,0,1,0,0,0,0,731.34,0.0,1262.88,1503.07,3497.29,1.75,4000000.0,0.24980643,7.6009026,16.0,289,9.546813,0.107362136,0.052238572
173,20896.2,8.55,38,54,3,1,25.0,8,0,1,0,1,1,1,0,2444.0,0,0,0,0,1,0,0,0,0,731.34,0.0,1262.88,1503.07,3497.29,1.43,5973136.0,0.16736488,7.801391,625.0,1444,9.947323,0.071930304,0.03499871
174,21374.1,7.62,11,28,2,1,2.0,12,0,0,1,1,1,0,0,2805.0,0,0,0,0,1,0,0,0,0,450.86,0.0,423.11,0.0,873.97,0.31,7868025.0,0.040889207,7.939159,4.0,121,9.969935,0.0,0.021093754
175,10076.8,5.36,26,51,0,1,25.0,12,0,0,0,0,1,1,1,1880.0,0,0,0,0,1,0,0,0,0,518.53,226.65,523.07,686.01,1954.26,1.04,3534400.0,0.19393657,7.539027,625.0,676,9.217991,0.06807816,0.07395007
176,10914.7,4.95,37,57,0,1,15.0,13,0,0,1,1,1,0,1,2205.0,0,0,0,0,1,0,0,0,0,460.22,175.56,667.29,0.0,1303.07,0.59,4862025.0,0.119386695,7.698483,225.0,1369,9.297866,0.0,0.058249883
177,19384.6,7.77,19,35,2,1,8.0,13,0,1,0,1,1,0,1,2496.0,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.45,6230016.0,0.18625352,7.822445,64.0,361,9.872234,0.07308998,0.06958875
178,15000.0,4.62,9,25,0,0,8.0,18,1,0,0,1,1,0,1,3250.0,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.11,10562500.0,0.24069667,8.0864105,64.0,81,9.615806,0.09445466,0.089930005
179,27000.0,12.5,28,46,2,1,25.0,12,0,0,1,1,1,0,1,2160.0,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.67,4665600.0,0.13372037,7.6778636,625.0,784,10.203592,0.05247481,0.049961112
180,18092.3,9.23,28,47,0,0,8.0,16,1,0,0,1,1,0,1,1960.0,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.84,3841600.0,0.19955726,7.5807,64.0,784,9.803242,0.07831065,0.07455934
181,17113.8,7.92,18,34,3,1,15.0,13,0,1,0,0,1,0,1,2160.0,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.67,4665600.0,0.21096715,7.6778636,225.0,324,9.747641,0.082788154,0.07882235
182,16356.0,8.7,40,56,1,1,25.0,12,1,0,0,1,1,1,1,1880.0,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.92,3534400.0,0.22074161,7.539027,625.0,1600,9.70235,0.08662386,0.08247432
183,16000.0,8.16,26,41,3,1,15.0,12,0,1,0,1,1,0,1,1960.0,0,0,0,0,1,0,0,0,0,614.7,274.22,539.97,0.0,1428.89,0.73,3841600.0,0.089305624,7.5807,225.0,676,9.680344,0.0,0.0555575
184,18125.0,7.25,10,34,1,1,4.0,14,0,0,1,1,1,0,1,2500.0,0,0,0,0,1,0,0,0,0,614.7,274.22,539.97,0.0,1428.89,0.57,6250000.0,0.07883531,7.824046,16.0,100,9.805047,0.0,0.049043864
185,15077.5,9.74,28,45,3,1,25.0,8,0,1,0,1,1,1,1,1548.0,0,0,0,0,1,0,0,0,0,754.99,0.0,723.53,1279.59,2758.1099,1.78,2396304.0,0.18292886,7.344719,625.0,784,9.620959,0.084867515,0.05007395
186,15680.0,8.0,11,34,3,1,15.0,12,0,1,0,1,1,1,0,1960.0,0,0,0,0,1,0,0,0,0,1015.57,463.89,915.32,1416.35,3811.13,1.94,3841600.0,0.24305676,7.5807,225.0,121,9.660141,0.09032844,0.09435332
187,15052.8,7.68,12,31,1,1,15.0,13,0,0,0,1,1,1,0,1960.0,0,0,0,0,1,0,0,0,0,1015.57,463.89,915.32,1416.35,3811.13,1.94,3841600.0,0.2531841,7.5807,225.0,144,9.619319,0.09409213,0.09828471
188,15328.7,7.63,12,28,0,0,8.0,13,0,0,1,1,1,1,0,2009.0,0,0,0,0,1,0,0,0,0,0.0,0.0,2248.86,2880.27,5129.13,2.55,4036081.0,0.33460957,7.6053925,64.0,144,9.637483,0.18790047,0.0
189,20500.0,10.13,12,28,2,1,4.0,13,0,0,1,1,1,0,1,2024.0,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,2.36,4096576.0,0.23317121,7.612831,16.0,144,9.92818,0.09979707,0.0844683
190,22800.0,13.22,44,63,0,1,25.0,12,1,0,0,1,1,1,1,1725.0,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,2.77,2975625.0,0.20964955,7.4529824,625.0,1936,10.034515,0.08972982,0.07594737
191,19000.0,9.69,13,29,3,1,8.0,13,0,0,1,1,1,0,1,1960.0,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,2.44,3841600.0,0.25157946,7.5807,64.0,169,9.852194,0.10767579,0.09113684
192,27000.0,11.25,27,48,5,1,25.0,16,1,0,0,1,1,0,1,2400.0,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,1.99,5760000.0,0.1770374,7.783224,625.0,729,10.203592,0.07577185,0.06413333
193,17176.4,9.47,16,35,1,0,8.0,12,0,0,1,1,1,0,1,1813.0,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,2.64,3286969.0,0.27828938,7.502738,64.0,256,9.751291,0.11910761,0.10081274
194,15000.0,8.16,10,28,1,0,8.0,12,0,0,1,0,1,0,1,1837.5,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,2.6,3376406.2,0.31866732,7.5161614,64.0,100,9.615806,0.13638933,0.11544
195,3900.0,3.0,3,23,1,0,0.5,13,0,0,0,0,1,0,0,1300.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1690000.0,0.0,7.17012,0.25,9,8.268732,0.0,0.0
196,1794.0,2.3,7,29,4,1,0.5,12,0,1,0,0,1,0,0,780.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,608400.0,0.0,6.659294,0.25,49,7.492203,0.0,0.0
197,3250.0,2.5,2,18,0,0,0.5,12,0,0,0,0,1,0,0,1300.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1690000.0,0.0,7.17012,0.25,4,8.0864105,0.0,0.0
198,2870.4,2.3,12,70,0,0,8.0,8,0,1,0,0,1,0,0,1248.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1557504.0,0.0,7.1292977,64.0,144,7.962207,0.0,0.0
199,7200.0,6.0,42,58,0,1,25.0,12,1,0,0,1,1,1,0,1200.0,0,0,0,0,0,1,0,0,0,160.23,49.08,199.22,126.88,535.41,0.45,1440000.0,0.074362494,7.090077,625.0,1764,8.881836,0.017622221,0.029070834
200,4400.0,2.75,1,17,0,0,4.0,10,1,0,0,1,1,0,0,1600.0,0,0,0,0,0,1,0,0,0,0.0,0.0,32.33,0.0,32.33,0.02,2560000.0,0.0073477277,7.377759,16.0,1,8.389359,0.0,0.0
201,4680.0,3.0,2,17,0,0,2.0,10,1,0,0,1,1,0,0,1560.0,0,0,0,0,0,1,0,0,0,0.0,0.0,32.33,0.0,32.33,0.02,2433600.0,0.00690812,7.3524413,4.0,4,8.451054,0.0,0.0
202,2677.5,2.5,57,80,0,1,8.0,13,0,1,0,1,1,0,1,1071.0,0,0,0,0,0,1,0,0,0,114.0,0.0,0.0,0.0,114.0,0.11,1147041.0,0.042577032,6.976348,64.0,3249,7.8926387,0.0,0.042577032
203,2870.4,2.4,5,38,2,1,0.5,12,1,0,0,0,1,0,1,1196.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1430416.0,0.0,7.086738,0.25,25,7.962207,0.0,0.0
204,26000.0,16.93,23,39,1,1,15.0,16,0,0,0,1,1,0,1,1536.0,0,0,0,0,0,1,0,0,0,318.78,168.39,407.17,1153.78,2048.12,1.33,2359296.0,0.07877385,7.336937,225.0,529,10.165852,0.044376153,0.018737307
205,5199.99,2.6,15,56,0,0,8.0,6,0,0,1,0,1,0,0,2000.0,0,0,0,0,0,1,0,0,0,180.94,51.84,215.74,0.0,448.52002,0.22,4000000.0,0.086254016,7.6009026,64.0,225,8.556412,0.0,0.04476547
206,5952.0,2.25,29,47,0,1,25.0,12,0,0,1,1,1,1,0,2640.0,0,0,0,0,0,1,0,0,0,195.96,0.0,324.67,372.97,893.60004,0.34,6969600.0,0.15013441,7.8785343,625.0,841,8.691483,0.062662974,0.03292339
207,5163.75,2.5,23,46,4,0,15.0,6,0,0,1,0,1,0,0,2065.5,0,0,0,0,0,1,0,0,0,154.52,0.0,16.28,0.0,170.8,0.08,4266290.0,0.033076737,7.6331277,225.0,529,8.549418,0.0,0.02992399
208,5982.3,2.55,1,18,0,0,2.0,12,0,1,0,1,0,0,0,2346.0,0,0,0,0,0,1,0,0,0,154.52,0.0,16.28,0.0,170.8,0.07,5503716.0,0.028550893,7.760467,4.0,1,8.69656,0.0,0.025829531
209,6250.0,3.13,42,64,0,0,15.0,12,0,0,1,0,0,0,0,2000.0,0,0,0,0,0,1,0,0,0,154.52,0.0,16.28,0.0,170.8,0.09,4000000.0,0.027328001,7.6009026,225.0,1764,8.740336,0.0,0.0247232
210,7799.99,3.9,8,24,0,1,4.0,13,0,0,1,1,1,1,0,2000.0,0,0,0,0,0,1,0,0,0,138.81,0.36,232.37,0.0,371.53998,0.19,4000000.0,0.04763339,7.6009026,16.0,64,8.961878,0.0,0.01784233
211,9660.0,6.0,33,51,1,1,4.0,12,0,1,0,1,1,0,0,1610.0,0,0,0,0,0,1,0,0,0,348.11,122.81,514.22,421.82,1406.96,0.87,2592100.0,0.14564803,7.3839893,16.0,1089,9.175749,0.04366667,0.04874948
212,10250.8,5.23,12,28,0,0,15.0,16,0,0,0,1,1,1,0,1960.0,0,0,0,0,0,1,0,0,0,348.11,122.81,514.22,421.82,1406.96,0.72,3841600.0,0.13725367,7.5807,225.0,144,9.235111,0.04114996,0.04593983
213,11538.5,4.62,7,25,2,1,4.0,12,0,0,0,1,1,0,0,2500.0,0,0,0,0,0,1,0,0,0,348.11,122.81,514.22,421.82,1406.96,0.56,6250000.0,0.12193612,7.824046,16.0,49,9.353444,0.03655761,0.04081293
214,10200.0,4.76,12,30,2,1,2.0,16,0,0,1,1,1,0,0,2142.0,0,0,0,0,0,1,0,0,0,304.53,125.18,466.49,0.0,896.2,0.42,4588164.0,0.087862745,7.669495,4.0,144,9.230143,0.0,0.042128433
