,term,sat,tothrs,cumgpa,season,frstsem,crsgpa,verbmath,trmgpa,hssize,hsrank,id,spring,female,black,white,ctrmgpa,ctothrs,ccrsgpa,ccrspop,cseason,hsperc,football
200,1,750,62,2.58,1,0,2.8752,0.97368,1.75,215,68,4437.0,0,0,0,1,,,,,,31.627907,1
201,2,750,74,2.44,0,0,2.9858,0.97368,2.5,215,68,4437.0,1,0,0,1,0.75,12.0,0.110599995,-186.78998,-1.0,31.627907,1
202,1,980,0,0.0,1,1,2.3202,0.75,2.0,190,42,4487.0,0,0,0,1,,,,,,22.105263,1
203,2,980,14,2.0,0,0,2.7452,0.75,1.5,190,42,4487.0,1,0,0,1,-0.5,14.0,0.42499995,317.25,-1.0,22.105263,1
204,1,870,93,2.22,1,0,2.7147,0.74,2.2,302,67,4716.0,0,0,1,0,,,,,,22.18543,1
205,2,870,108,2.22,0,0,2.8976,0.74,2.67,302,67,4716.0,1,0,1,0,0.47000003,15.0,0.18289995,-260.57,-1.0,22.18543,1
206,1,680,94,2.03,1,0,2.8294,0.61905,2.15,91,13,4835.0,0,1,1,0,,,,,,14.285714,0
207,2,680,107,2.04,1,0,2.7972,0.61905,2.63,91,13,4835.0,1,1,1,0,0.48000002,13.0,-0.032200098,149.1,0.0,14.285714,0
208,1,1220,28,2.57,1,0,2.9452,0.67123,3.14,10,3,4867.0,0,0,0,0,,,,,,30.0,0
209,2,1220,42,2.76,0,0,2.9947,0.67123,3.15,10,3,4867.0,1,0,0,0,0.00999999,14.0,0.04949999,-509.8,-1.0,30.0,0
210,1,1100,29,3.48,1,0,2.5385,0.77419,3.6,10,1,4929.0,0,1,0,1,,,,,,10.0,0
211,2,1100,44,3.52,1,0,2.6642,0.77419,3.38,10,1,4929.0,1,1,0,1,-0.21999979,15.0,0.1257,-579.93,0.0,10.0,0
212,1,1100,61,2.21,1,0,2.8752,1.03704,3.0,10,6,4950.0,0,0,0,1,,,,,,60.0,0
213,2,1100,70,2.31,1,0,2.6508,1.03704,2.26,10,6,4950.0,1,0,0,1,-0.74,9.0,-0.22440004,-440.34,0.0,60.0,0
214,1,730,35,2.65,1,0,2.825,0.58696,1.0,260,116,5136.0,0,0,1,0,,,,,,44.615383,0
215,2,730,47,2.23,1,0,2.6135,0.58696,1.69,260,116,5136.0,1,0,1,0,0.69000006,12.0,-0.21149993,-189.0,0.0,44.615383,0
216,1,830,77,1.98,1,0,2.7061,0.72917,1.5,457,279,5170.0,0,0,0,1,,,,,,61.050327,1
217,2,830,89,1.92,0,0,2.8816,0.72917,1.14,457,279,5170.0,1,0,0,1,-0.36,12.0,0.17549992,-249.3,-1.0,61.050327,1
218,1,820,104,2.48,1,0,2.9294,0.78261,2.38,98,16,5289.0,0,0,0,1,,,,,,16.32653,1
219,2,820,117,2.47,0,0,2.8284,0.78261,2.0,98,16,5289.0,1,0,0,1,-0.3800001,13.0,-0.10100007,-5.549988,-1.0,16.32653,1
220,1,580,106,2.01,1,0,2.8368,0.87097,2.4,534,89,5319.0,0,0,1,0,,,,,,16.666666,1
221,2,580,121,2.06,0,0,2.7393,0.87097,1.44,534,89,5319.0,1,0,1,0,-0.96000004,15.0,-0.097500086,-115.33002,-1.0,16.666666,1
222,1,740,0,0.0,0,1,2.6571,1.05556,2.0,61,8,5332.0,0,0,0,1,,,,,,13.114754,0
223,2,740,14,2.07,1,0,3.0376,1.05556,2.5,61,8,5332.0,1,0,0,1,0.5,14.0,0.38050008,-480.65997,1.0,13.114754,0
224,1,670,70,2.12,1,0,2.3893,0.81081,0.33,76,58,5349.0,0,0,1,0,,,,,,76.31579,1
225,2,670,82,1.89,0,0,2.8095,0.81081,1.33,76,58,5349.0,1,0,1,0,1.0,12.0,0.42019987,266.33002,-1.0,76.31579,1
226,1,720,39,2.3,1,0,2.686,0.56522,2.0,10,7,5397.0,0,0,0,0,,,,,,70.0,1
227,2,720,51,2.23,0,0,3.2626,0.56522,2.25,10,7,5397.0,1,0,0,0,0.25,12.0,0.57659984,53.25,-1.0,70.0,1
228,1,690,36,2.02,1,0,2.6767,0.91667,1.0,214,86,5406.0,0,0,1,0,,,,,,40.186916,1
229,2,690,51,1.72,0,0,2.5973,0.91667,2.25,214,86,5406.0,1,0,1,0,1.25,15.0,-0.07940006,400.84998,-1.0,40.186916,1
230,1,830,1,4.0,1,0,3.0017,0.93023,0.93,10,5,5429.0,0,0,1,0,,,,,,50.0,1
231,2,830,13,1.3,0,0,2.6597,0.93023,1.2,10,5,5429.0,1,0,1,0,0.27000004,12.0,-0.342,407.72998,-1.0,50.0,1
232,1,1020,31,1.87,1,0,2.7982,0.61905,2.31,697,463,5542.0,0,0,0,1,,,,,,66.42754,1
233,2,1020,44,2.0,0,0,3.1573,0.61905,2.23,697,463,5542.0,1,0,0,1,-0.07999992,13.0,0.3591001,-920.0,-1.0,66.42754,1
234,1,1090,83,2.87,1,0,3.0226,0.70313,2.75,472,67,5606.0,0,0,0,1,,,,,,14.194915,0
235,2,1090,95,2.86,1,0,2.8417,0.70313,2.75,472,67,5606.0,1,0,0,1,0.0,12.0,-0.18089986,-14.0,0.0,14.194915,0
236,1,750,39,1.71,1,0,3.0958,0.66667,2.38,412,178,5750.0,0,0,0,1,,,,,,43.203884,1
237,2,750,52,1.88,0,0,2.8142,0.66667,2.75,412,178,5750.0,1,0,0,1,0.3699999,13.0,-0.2816,38.950012,-1.0,43.203884,1
238,1,850,30,1.83,1,0,2.5155,1.07317,1.25,405,117,5803.0,0,0,0,1,,,,,,28.88889,0
239,2,850,42,1.8,1,0,2.9539,1.07317,2.0,405,117,5803.0,1,0,0,1,0.75,12.0,0.43840003,-294.5,0.0,28.88889,0
240,1,970,70,1.95,1,0,2.9394,0.86538,2.5,10,4,5865.0,0,0,0,1,,,,,,40.0,0
241,2,970,71,1.98,0,0,3.1459,0.86538,2.0,10,4,5865.0,1,0,0,1,-0.5,1.0,0.20650005,-127.0,-1.0,40.0,0
242,1,1020,93,3.27,1,0,2.8229,0.67213,3.0,450,39,5950.0,0,1,0,1,,,,,,8.666667,0
243,2,1020,108,3.24,1,0,2.7814,0.67213,3.5,450,39,5950.0,1,1,0,1,0.5,15.0,-0.04150009,77.7,0.0,8.666667,0
244,1,770,28,1.85,1,0,2.8418,0.7907,2.81,430,250,6023.0,0,0,0,1,,,,,,58.139534,0
245,2,770,44,2.2,1,0,2.8705,0.7907,2.47,430,250,6023.0,1,0,0,1,-0.3399999,16.0,0.028700113,-141.66998,0.0,58.139534,0
246,1,900,0,0.0,1,1,2.7609,1.09302,2.73,10,5,6057.0,0,0,0,1,,,,,,50.0,0
247,2,900,15,2.73,0,0,2.5681,1.09302,2.0,10,5,6057.0,1,0,0,1,-0.73,15.0,-0.19280005,560.99994,-1.0,50.0,0
248,1,730,1,4.0,1,0,2.9194,0.92105,1.47,10,5,6060.0,0,0,0,1,,,,,,50.0,1
249,2,730,16,1.68,0,0,2.9281,0.92105,2.07,10,5,6060.0,1,0,0,1,0.5999999,15.0,0.008700132,386.37997,-1.0,50.0,1
250,1,960,0,0.0,1,1,2.4448,0.77778,2.18,46,10,6169.0,0,0,0,1,,,,,,21.73913,1
251,2,960,15,2.06,0,0,2.5838,0.77778,2.6,46,10,6169.0,1,0,0,1,0.41999984,15.0,0.13900018,43.19995,-1.0,21.73913,1
252,1,980,30,2.06,1,0,2.7079,0.7193,1.8,568,384,6188.0,0,0,0,1,,,,,,67.60564,0
253,2,980,45,1.97,0,0,2.7546,0.7193,2.74,568,384,6188.0,1,0,0,1,0.94000006,15.0,0.0467,227.88995,-1.0,67.60564,0
254,1,870,33,2.57,1,0,2.8698,0.77551,2.19,227,27,6279.0,0,1,0,1,,,,,,11.894273,0
255,2,870,49,2.44,0,0,2.7737,0.77551,2.56,227,27,6279.0,1,1,0,1,0.3699999,16.0,-0.09610009,-17.800049,-1.0,11.894273,0
256,1,950,29,2.89,1,0,2.9287,1.02128,3.0,569,218,6367.0,0,1,0,1,,,,,,38.312828,0
257,2,950,45,2.86,1,0,2.9675,1.02128,2.81,569,218,6367.0,1,1,0,1,-0.19000006,16.0,0.0388,-51.129974,0.0,38.312828,0
258,1,830,57,2.03,1,0,2.8766,1.02439,1.5,546,285,6386.0,0,0,0,1,,,,,,52.197803,1
259,2,830,69,1.81,0,0,2.6664,1.02439,0.4,546,285,6386.0,1,0,0,1,-1.1,12.0,-0.21020007,-332.5,-1.0,52.197803,1
260,1,790,72,2.65,1,0,3.0297,1.39394,3.0,677,96,6461.0,0,1,0,1,,,,,,14.180207,0
261,2,790,87,2.71,1,0,3.326,1.39394,3.0,677,96,6461.0,1,1,0,1,0.0,15.0,0.29629993,-152.25,0.0,14.180207,0
262,1,1010,27,2.96,1,0,2.5652,0.74138,3.0,266,10,6495.0,0,1,0,1,,,,,,3.7593985,0
263,2,1010,41,2.97,0,0,2.4395,0.74138,2.62,266,10,6495.0,1,1,0,1,-0.3800001,14.0,-0.1257,-916.0,-1.0,3.7593985,0
264,1,1050,61,2.75,1,0,2.5236,1.1,2.0,162,22,6510.0,0,1,0,1,,,,,,13.580247,0
265,2,1050,76,2.6,1,0,2.581,1.1,2.2,162,22,6510.0,1,1,0,1,0.20000005,15.0,0.05739999,-25.0,0.0,13.580247,0
266,1,860,59,2.62,0,0,2.8756,0.72,3.25,113,29,6535.0,0,1,0,1,,,,,,25.663717,0
267,2,860,75,2.76,1,0,2.7625,0.72,2.6,113,29,6535.0,1,1,0,1,-0.6500001,16.0,-0.11310005,-206.29999,1.0,25.663717,0
268,1,1140,26,3.76,1,0,2.6966,0.96552,3.0,454,36,6542.0,0,0,0,1,,,,,,7.9295154,0
269,2,1140,38,3.52,0,0,2.4037,0.96552,3.25,454,36,6542.0,1,0,0,1,0.25,12.0,-0.29289985,-157.75,-1.0,7.9295154,0
270,1,860,59,2.69,1,0,2.6503,0.72,3.2,323,9,6595.0,0,0,0,1,,,,,,2.7863777,0
271,2,860,74,2.79,0,0,3.0095,0.72,2.8,323,9,6595.0,1,0,0,1,-0.4000001,15.0,0.3592,-57.0,-1.0,2.7863777,0
272,1,940,58,2.22,1,0,3.0361,0.84314,2.54,385,105,6647.0,0,1,0,1,,,,,,27.272728,0
273,2,940,71,2.28,1,0,3.4963,0.84314,3.41,385,105,6647.0,1,1,0,1,0.8700001,13.0,0.46020007,-89.93001,0.0,27.272728,0
274,1,810,65,2.32,1,0,3.0193,0.92857,2.69,385,165,6657.0,0,1,0,1,,,,,,42.857143,0
275,2,810,78,2.38,1,0,3.1879,0.92857,2.85,385,165,6657.0,1,1,0,1,0.15999985,13.0,0.16860008,-292.2,0.0,42.857143,0
276,1,850,0,0.0,1,1,2.5862,0.84783,2.65,256,39,6665.0,0,0,0,1,,,,,,15.234375,0
277,2,850,15,2.6,0,0,2.7161,0.84783,3.0,256,39,6665.0,1,0,0,1,0.3499999,15.0,0.12989998,176.42993,-1.0,15.234375,0
278,1,1290,28,2.0,1,0,2.5507,0.8169,3.2,82,45,6700.0,0,0,0,1,,,,,,54.878048,0
279,2,1290,43,2.41,1,0,2.6634,0.8169,3.5,82,45,6700.0,1,0,0,1,0.29999995,15.0,0.112699986,-419.5,0.0,54.878048,0
280,1,1170,0,0.0,1,1,2.6719,0.82813,3.41,64,4,6714.0,0,1,0,1,,,,,,6.25,0
281,2,1170,17,3.41,1,0,2.6937,0.82813,3.25,64,4,6714.0,1,1,0,1,-0.16000009,17.0,0.021800041,-313.86993,0.0,6.25,0
282,1,1100,27,3.18,0,0,2.6158,0.77419,3.0,53,10,6869.0,0,0,0,1,,,,,,18.867924,0
283,2,1100,42,3.11,1,0,2.582,0.77419,2.75,53,10,6869.0,1,0,0,1,-0.25,15.0,-0.033799887,77.5,1.0,18.867924,0
284,1,1430,66,3.53,1,0,2.6327,0.83333,3.67,285,14,6877.0,0,0,0,1,,,,,,4.9122806,0
285,2,1430,78,3.55,1,0,2.8629,0.83333,3.77,285,14,6877.0,1,0,0,1,0.099999905,12.0,0.23020005,12.660004,0.0,4.9122806,0
286,1,760,25,2.24,0,0,2.6553,1.17143,2.4,272,163,6901.0,0,0,0,1,,,,,,59.92647,0
287,2,760,40,2.3,1,0,2.8568,1.17143,2.08,272,163,6901.0,1,0,0,1,-0.32000017,15.0,0.20150018,-526.39996,1.0,59.92647,0
288,1,820,96,2.31,1,0,3.4366,0.78261,2.29,5,2,6926.0,0,1,0,1,,,,,,40.0,0
289,2,820,103,2.31,1,0,3.2856,0.78261,3.0,5,2,6926.0,1,1,0,1,0.71000004,7.0,-0.15100002,-54.58,0.0,40.0,0
290,1,620,59,1.93,1,0,3.0611,1.0,2.25,200,152,6935.0,0,0,1,0,,,,,,76.0,0
291,2,620,70,1.97,1,0,2.755,1.0,2.15,200,152,6935.0,1,0,1,0,-0.099999905,11.0,-0.3060999,436.33,0.0,76.0,0
292,1,1080,61,2.29,0,0,2.6866,0.66154,2.83,10,3,6946.0,0,0,0,1,,,,,,30.0,0
293,2,1080,79,2.41,1,0,2.8263,0.66154,2.8,10,3,6946.0,1,0,0,1,-0.029999971,18.0,0.13969994,-16.829987,1.0,30.0,0
294,1,850,24,2.04,1,0,2.502,0.84783,1.25,358,135,7255.0,0,0,0,1,,,,,,37.709496,1
295,2,850,36,1.77,0,0,2.7534,0.84783,3.0,358,135,7255.0,1,0,0,1,1.75,12.0,0.2514,-621.0,-1.0,37.709496,1
296,1,1060,41,1.8,1,0,2.9473,0.79661,1.67,299,149,7285.0,0,0,0,1,,,,,,49.832775,1
297,2,1060,53,1.77,0,0,2.7869,0.79661,2.15,299,149,7285.0,1,0,0,1,0.48000014,12.0,-0.16039991,-357.0,-1.0,49.832775,1
298,1,1030,88,2.76,1,0,2.9557,0.90741,2.75,5,2,7467.0,0,1,0,1,,,,,,40.0,0
299,2,1030,100,2.76,1,0,3.164,0.90741,3.2,5,2,7467.0,1,1,0,1,0.45000005,12.0,0.20830011,7.199997,0.0,40.0,0
300,1,1070,31,1.83,1,0,2.8159,0.81356,3.0,485,74,7476.0,0,1,0,1,,,,,,15.257732,0
301,2,1070,48,2.25,1,0,2.8876,0.81356,2.94,485,74,7476.0,1,1,0,1,-0.059999943,17.0,0.07169986,-278.8,0.0,15.257732,0
302,1,940,27,2.33,0,0,2.7859,0.64912,2.56,485,203,7491.0,0,0,0,1,,,,,,41.85567,0
303,2,940,43,2.41,1,0,2.7034,0.64912,2.23,485,203,7491.0,1,0,0,1,-0.32999992,16.0,-0.08250022,-224.40002,1.0,41.85567,0
304,1,1130,94,2.72,1,0,2.5647,0.79365,2.4,179,104,7944.0,0,0,0,1,,,,,,58.10056,0
305,2,1130,109,2.67,1,0,3.0177,0.79365,3.29,179,104,7944.0,1,0,0,1,0.88999987,15.0,0.45300007,-98.12999,0.0,58.10056,0
306,1,910,0,0.0,0,1,2.5921,0.85714,2.74,10,3,8111.0,0,0,0,1,,,,,,30.0,0
307,2,910,17,2.82,1,0,2.6106,0.85714,3.06,10,3,8111.0,1,0,0,1,0.31999993,17.0,0.01850009,121.84009,1.0,30.0,0
308,1,990,104,3.25,1,0,3.4764,0.67797,3.75,321,27,8160.0,0,1,0,1,,,,,,8.411215,0
309,2,990,116,3.3,0,0,3.6489,0.67797,4.0,321,27,8160.0,1,1,0,1,0.25,12.0,0.17250013,-88.5,-1.0,8.411215,0
310,1,950,82,2.68,0,0,2.9262,0.79245,3.0,457,45,8197.0,0,0,0,1,,,,,,9.8468275,0
311,2,950,97,2.73,1,0,2.958,0.79245,2.6,457,45,8197.0,1,0,0,1,-0.4000001,15.0,0.03180003,-104.400024,1.0,9.8468275,0
312,1,1100,0,0.0,0,1,2.395,1.0,4.0,223,16,8221.0,0,1,0,1,,,,,,7.1748877,0
313,2,1100,15,4.0,1,0,2.6085,1.0,3.25,223,16,8221.0,1,1,0,1,-0.75,15.0,0.21350002,10.22998,1.0,7.1748877,0
314,1,800,26,2.46,1,0,2.927,0.90476,2.31,325,67,8294.0,0,1,0,1,,,,,,20.615385,0
315,2,800,41,2.41,1,0,2.9413,0.90476,2.77,325,67,8294.0,1,1,0,1,0.46000004,15.0,0.01429987,-76.369995,0.0,20.615385,0
316,1,920,26,3.3,1,0,2.777,0.95745,3.25,407,173,8324.0,0,0,0,1,,,,,,42.50614,1
317,2,920,38,3.28,0,0,2.5907,0.95745,3.33,407,173,8324.0,1,0,0,1,0.07999992,12.0,-0.18630004,484.67004,-1.0,42.50614,1
318,1,1210,0,0.0,1,1,2.5687,0.83333,4.0,546,12,8386.0,0,0,0,1,,,,,,2.1978023,0
319,2,1210,16,4.0,0,0,2.6395,0.83333,4.0,546,12,8386.0,1,0,0,1,0.0,16.0,0.07079983,-149.5,-1.0,2.1978023,0
320,1,1350,62,3.35,1,0,2.5374,0.90141,3.6,5,4,8413.0,0,1,0,1,,,,,,80.0,0
321,2,1350,77,3.4,1,0,3.1176,0.90141,4.0,5,4,8413.0,1,1,0,1,0.4000001,15.0,0.58019996,400.80002,0.0,80.0,0
322,1,750,0,0.0,1,1,2.3962,1.34375,0.0,194,182,8415.0,0,0,0,1,,,,,,93.81443,0
323,2,750,13,0.0,0,0,3.1532,1.34375,1.29,194,182,8415.0,1,0,0,1,1.29,13.0,0.75699997,-284.25,-1.0,93.81443,0
324,1,820,54,2.74,1,0,2.6454,0.82222,2.6,210,17,8435.0,0,0,0,1,,,,,,8.095238,0
325,2,820,69,2.71,0,0,2.909,0.82222,2.94,210,17,8435.0,1,0,0,1,0.34000015,15.0,0.26359987,-175.73004,-1.0,8.095238,0
326,1,820,54,2.05,1,0,2.5759,0.82222,2.5,214,55,8441.0,0,0,0,1,,,,,,25.700935,0
327,2,820,66,2.13,0,0,2.9257,0.82222,2.29,214,55,8441.0,1,0,0,1,-0.21000004,12.0,0.34979987,-72.45001,-1.0,25.700935,0
328,1,1010,82,1.85,1,0,2.6542,0.65574,0.91,408,140,8557.0,0,0,0,1,,,,,,34.313725,0
329,2,1010,93,1.74,1,0,2.9504,0.65574,2.62,408,140,8557.0,1,0,0,1,1.7099998,11.0,0.29620004,264.6,0.0,34.313725,0
330,1,1040,0,0.0,1,1,2.5938,0.7931,2.5,193,37,8656.0,0,1,0,1,,,,,,19.170984,0
331,2,1040,16,2.43,1,0,2.6556,0.7931,2.63,193,37,8656.0,1,1,0,1,0.13000011,16.0,0.061800003,-262.6599,0.0,19.170984,0
332,1,1150,0,0.0,1,1,2.263,0.79688,1.76,283,13,8754.0,0,1,0,1,,,,,,4.5936394,0
333,2,1150,17,1.76,1,0,2.3904,0.79688,2.31,283,13,8754.0,1,1,0,1,0.54999995,17.0,0.12739992,-713.42,0.0,4.5936394,0
334,1,1000,29,2.44,0,0,2.5301,0.75439,2.4,159,67,8760.0,0,1,0,1,,,,,,42.138363,0
335,2,1000,44,2.43,1,0,2.9747,0.75439,3.46,159,67,8760.0,1,1,0,1,1.06,15.0,0.44459987,-608.0,1.0,42.138363,0
336,1,880,58,2.31,1,0,2.6438,1.2,0.5,230,82,8834.0,0,0,1,0,,,,,,35.652172,1
337,2,880,70,2.0,0,0,2.9437,1.2,1.75,230,82,8834.0,1,0,1,0,1.25,12.0,0.29990005,130.25,-1.0,35.652172,1
338,1,640,40,1.65,1,0,2.9388,1.06452,2.0,219,63,8842.0,0,0,1,0,,,,,,28.767124,1
339,2,640,52,1.73,0,0,3.0376,1.06452,1.5,219,63,8842.0,1,0,1,0,-0.5,12.0,0.098799944,17.25,-1.0,28.767124,1
340,1,800,39,2.05,1,0,2.5721,0.86047,2.6,831,220,8997.0,0,0,1,0,,,,,,26.474127,1
341,2,800,54,2.2,0,0,2.9238,0.86047,2.25,831,220,8997.0,1,0,1,0,-0.3499999,15.0,0.35170007,102.95001,-1.0,26.474127,1
342,1,1190,0,0.0,1,1,2.7057,0.83077,2.15,323,117,9008.0,0,0,0,1,,,,,,36.22291,1
343,2,1190,13,2.15,0,0,2.7852,0.83077,2.76,323,117,9008.0,1,0,0,1,0.6099999,13.0,0.0795002,-197.47003,-1.0,36.22291,1
344,1,470,54,2.2,1,0,2.6958,0.74074,1.0,231,92,9058.0,0,0,1,0,,,,,,39.82684,1
345,2,470,69,1.89,0,0,2.8259,0.74074,1.2,231,92,9058.0,1,0,1,0,0.20000005,15.0,0.13010001,232.15002,-1.0,39.82684,1
346,1,1010,57,1.96,1,0,2.6851,0.80357,2.0,100,46,9386.0,0,0,0,1,,,,,,46.0,0
347,2,1010,69,1.97,1,0,3.0594,0.80357,2.6,100,46,9386.0,1,0,0,1,0.5999999,12.0,0.3743,-153.42001,0.0,46.0,0
348,1,1150,0,0.0,1,1,2.4687,0.88525,0.76,513,277,9427.0,0,0,0,1,,,,,,53.9961,1
349,2,1150,17,0.76,0,0,2.7829,0.88525,0.85,513,277,9427.0,1,0,0,1,0.09000003,17.0,0.31420016,473.02997,-1.0,53.9961,1
350,1,740,92,2.11,1,0,3.0441,0.64444,2.4,253,49,9553.0,0,0,0,1,,,,,,19.367588,0
351,2,740,107,2.15,1,0,3.0646,0.64444,2.23,253,49,9553.0,1,0,0,1,-0.17000008,15.0,0.020499945,-313.40002,0.0,19.367588,0
352,1,1100,30,2.93,1,0,2.5049,0.74603,2.0,240,129,9589.0,0,0,0,1,,,,,,53.75,0
353,2,1100,42,2.66,1,0,2.8654,0.74603,2.13,240,129,9589.0,1,0,0,1,0.13000011,12.0,0.3605001,-651.75,0.0,53.75,0
354,1,1110,106,2.92,1,0,3.3158,1.05556,2.83,448,105,9605.0,0,1,0,1,,,,,,23.4375,0
355,2,1110,124,2.91,1,0,3.6489,1.05556,3.8,448,105,9605.0,1,1,0,1,0.97,18.0,0.33310008,-112.5,0.0,23.4375,0
356,1,1020,69,2.63,1,0,2.7805,1.31818,2.2,519,68,9656.0,0,0,1,0,,,,,,13.102119,1
357,2,1020,84,2.55,0,0,3.3658,1.31818,3.21,519,68,9656.0,1,0,1,0,1.01,15.0,0.58529997,-163.59998,-1.0,13.102119,1
358,1,1050,0,0.0,1,1,2.5707,0.75,2.0,310,110,9711.0,0,0,0,1,,,,,,35.48387,1
359,2,1050,14,2.0,0,0,2.5835,0.75,2.17,310,110,9711.0,1,0,0,1,0.17000008,14.0,0.012799978,79.5,-1.0,35.48387,1
360,1,650,32,2.25,1,0,2.7153,0.85714,2.0,249,97,10134.0,0,1,0,1,,,,,,38.955822,0
361,2,650,47,2.17,1,0,2.9145,0.85714,2.4,249,97,10134.0,1,1,0,1,0.4000001,15.0,0.19919991,310.0,0.0,38.955822,0
362,1,880,57,2.52,1,0,2.9304,0.62963,3.6,600,500,10612.0,0,0,0,1,,,,,,83.333336,0
363,2,880,72,2.75,1,0,3.1593,0.62963,2.8,600,500,10612.0,1,0,0,1,-0.79999995,15.0,0.2289002,-361.6,0.0,83.333336,0
364,1,1070,55,2.25,0,0,3.0086,0.81356,2.29,491,127,10692.0,0,0,0,1,,,,,,25.86558,0
365,2,1070,69,2.26,1,0,2.7257,0.81356,2.4,491,127,10692.0,1,0,0,1,0.11000013,14.0,-0.2829001,73.100006,1.0,25.86558,0
366,1,1090,0,0.0,1,1,2.3858,0.94643,2.24,524,308,10784.0,0,0,0,1,,,,,,58.778625,0
367,2,1090,15,2.0,0,0,2.7941,0.94643,2.85,524,308,10784.0,1,0,0,1,0.6099999,15.0,0.40830016,40.400024,-1.0,58.778625,0
368,1,890,95,2.07,0,0,2.7184,0.7451,1.83,200,88,11061.0,0,0,0,1,,,,,,44.0,0
369,2,890,113,2.03,1,0,3.0753,0.7451,2.13,200,88,11061.0,1,0,0,1,0.30000007,18.0,0.35689998,-56.0,1.0,44.0,0
370,1,630,103,2.11,1,0,2.53,0.61538,1.75,167,87,11323.0,0,0,0,1,,,,,,52.09581,1
371,2,630,115,2.07,0,0,2.5423,0.61538,1.75,167,87,11323.0,1,0,0,1,0.0,12.0,0.0123000145,-127.0,-1.0,52.09581,1
372,1,1010,0,0.0,1,1,2.5118,0.98039,1.75,91,60,11532.0,0,0,0,1,,,,,,65.93407,1
373,2,1010,12,1.75,0,0,2.7675,0.98039,1.54,91,60,11532.0,1,0,0,1,-0.21000004,12.0,0.25569987,120.75,-1.0,65.93407,1
374,1,520,113,2.05,1,0,2.7674,0.625,1.25,343,160,11799.0,0,0,1,0,,,,,,46.647232,1
375,2,520,125,1.97,0,0,3.0769,0.625,0.0,343,160,11799.0,1,0,1,0,-1.25,12.0,0.30949998,-30.75,-1.0,46.647232,1
376,1,740,0,0.0,1,1,2.395,1.3125,1.24,232,63,11831.0,0,1,0,1,,,,,,27.155172,0
377,2,740,15,1.13,1,0,2.806,1.3125,2.19,232,63,11831.0,1,1,0,1,0.95000005,15.0,0.411,-153.09998,0.0,27.155172,0
378,1,760,0,0.0,1,1,2.9713,1.0,2.41,510,441,11883.0,0,0,1,0,,,,,,86.47059,1
379,2,760,15,2.6,0,0,2.7673,1.0,0.93,510,441,11883.0,1,0,1,0,-1.48,15.0,-0.204,40.619995,-1.0,86.47059,1
380,1,920,64,2.85,1,0,2.9262,1.19048,3.29,492,106,11978.0,0,1,0,1,,,,,,21.544716,0
381,2,920,81,2.95,1,0,2.629,1.19048,2.83,492,106,11978.0,1,1,0,1,-0.46000004,17.0,-0.29719996,-159.00003,0.0,21.544716,0
382,1,980,59,2.27,0,0,2.8937,0.88462,2.8,260,86,11998.0,0,0,0,1,,,,,,33.076923,0
383,2,980,74,2.37,1,0,2.6764,0.88462,0.75,260,86,11998.0,1,0,0,1,-2.05,15.0,-0.21729994,503.8,1.0,33.076923,0
384,1,880,0,0.0,1,1,2.6614,0.76,3.05,177,12,12005.0,0,0,0,1,,,,,,6.779661,1
385,2,880,17,3.05,0,0,2.6849,0.76,3.25,177,12,12005.0,1,0,0,1,0.20000005,17.0,0.023499966,153.1001,-1.0,6.779661,1
386,1,960,78,3.02,1,0,3.3522,0.6,3.07,265,42,12234.0,0,0,0,1,,,,,,15.849056,0
387,2,960,92,3.03,1,0,3.0656,0.6,2.79,265,42,12234.0,1,0,0,1,-0.27999997,14.0,-0.2866001,129.67,0.0,15.849056,0
388,1,920,0,0.0,1,1,2.4731,0.80392,2.0,345,30,12265.0,0,1,0,1,,,,,,8.695652,0
389,2,920,14,2.0,1,0,2.4792,0.80392,1.43,345,30,12265.0,1,1,0,1,-0.57000005,14.0,0.0060999393,189.55005,0.0,8.695652,0
390,1,820,92,2.47,1,0,2.7046,0.74468,2.25,175,64,12422.0,0,0,0,1,,,,,,36.57143,1
391,2,820,104,2.45,0,0,2.4419,0.74468,1.75,175,64,12422.0,1,0,0,1,-0.5,12.0,-0.26270008,64.5,-1.0,36.57143,1
392,1,920,90,2.84,0,0,2.7621,0.73585,2.8,474,244,12607.0,0,0,0,1,,,,,,51.47679,0
393,2,920,105,2.83,1,0,3.0235,0.73585,3.33,474,244,12607.0,1,0,0,1,0.53,15.0,0.26139998,-129.93,1.0,51.47679,0
394,1,900,79,2.24,0,0,2.6274,0.875,1.81,199,52,12659.0,0,0,0,1,,,,,,26.130653,0
395,2,900,95,2.16,1,0,2.7482,0.875,1.67,199,52,12659.0,1,0,0,1,-0.13999999,16.0,0.12080002,-384.17,1.0,26.130653,0
396,1,500,109,2.08,1,0,2.7501,0.66667,1.5,475,145,12725.0,0,0,1,0,,,,,,30.526316,1
397,2,500,121,2.02,0,0,2.789,0.66667,1.6,475,145,12725.0,1,0,1,0,0.100000024,12.0,0.038900137,-206.8,-1.0,30.526316,1
398,1,710,1,4.0,1,0,2.2864,0.86842,1.71,254,85,12753.0,0,0,1,0,,,,,,33.464565,1
399,2,710,16,1.81,0,0,2.7837,0.86842,2.35,254,85,12753.0,1,0,1,0,0.63999987,15.0,0.4972999,236.45996,-1.0,33.464565,1
