,lnchprg,enroll,staff,expend,salary,benefits,droprate,gradrate,math10,sci11,totcomp,ltotcomp,lexpend,lenroll,lstaff,bensal,lsalary
180,20.9,4797,86.3,4533,39470.0,7502,5.6,81.1,21.8,51.6,46972.0,10.757307,8.419139,8.475746,4.4578295,0.19006841,10.583296
181,21.1,2840,95.9,3894,30825.0,4955,0.8,93.7,26.3,32.5,35780.0,10.485145,8.267192,7.9515595,4.563306,0.16074614,10.3360815
182,21.3,7003,109.3,4196,29281.0,4932,2.9,89.9,14.8,39.5,34213.0,10.440361,8.3418865,8.854094,4.6940966,0.16843687,10.284694
183,21.6,1750,91.5,3822,30753.0,5831,5.5,77.9,12.4,42.9,36584.0,10.507366,8.248529,7.467371,4.516339,0.18960752,10.333743
184,21.6,3945,91.5,3872,31051.0,6155,7.6,71.5,28.4,43.3,37206.0,10.524225,8.261526,8.280204,4.516339,0.19822228,10.343387
185,22.0,1712,91.5,3782,30477.0,6437,2.5,89.1,13.2,47.1,36914.0,10.516346,8.2380085,7.4454174,4.516339,0.21120845,10.324728
186,22.0,1202,100.7,3989,28791.0,6499,7.0,94.1,25.0,68.8,35290.0,10.4713545,8.291296,7.091742,4.612146,0.22573027,10.267818
187,22.1,1305,93.6,3654,28684.0,4883,6.6,76.5,19.2,48.0,33567.0,10.421299,8.203578,7.1739583,4.5390306,0.17023428,10.264094
188,22.1,2624,89.4,4248,34944.0,6456,5.0,82.3,20.6,46.5,41400.0,10.631036,8.354203,7.872455,4.4931207,0.18475275,10.461502
189,22.3,1438,86.2,3776,31243.0,5455,16.2,48.2,16.7,55.3,36698.0,10.510477,8.236421,7.2710085,4.4566703,0.17459911,10.34955
190,22.3,4306,93.0,4188,32325.0,7471,0.5,96.7,27.1,53.8,39796.0,10.591521,8.339978,8.367764,4.5325994,0.23112142,10.383596
191,22.3,757,91.8,4552,34259.0,7339,1.5,93.3,42.3,40.1,41598.0,10.635807,8.423322,6.629363,4.5196123,0.21422108,10.441705
192,22.6,967,89.4,3616,28851.0,5279,26.9,77.0,36.8,52.5,34130.0,10.437932,8.193124,6.8741984,4.4931207,0.18297459,10.2699
193,22.6,3959,95.1,4039,31903.0,7282,2.2,94.8,24.0,36.5,39185.0,10.576049,8.303752,8.283747,4.554929,0.2282544,10.370456
194,22.7,943,99.0,4040,30668.0,6446,2.9,83.8,27.9,37.5,37114.0,10.5217495,8.304,6.8490663,4.59512,0.21018651,10.330975
195,22.9,1889,88.2,3425,28223.0,5183,6.3,96.4,26.1,53.3,33406.0,10.416491,8.138857,7.5438027,4.479607,0.18364455,10.247892
196,23.0,10761,107.0,4228,29637.0,6021,0.0,98.7,31.7,49.6,35658.0,10.481729,8.349484,9.283684,4.6728287,0.20315821,10.296779
197,23.1,1943,95.7,4214,30400.0,6867,8.2,70.8,18.8,36.4,37267.0,10.525864,8.346168,7.5719886,4.5612183,0.22588816,10.322198
198,23.2,1055,86.1,3487,29107.0,6243,4.1,86.3,24.0,49.4,35350.0,10.473054,8.156797,6.961296,4.455509,0.21448448,10.278734
199,23.4,913,92.7,3894,31477.0,5993,7.1,76.2,36.8,69.8,37470.0,10.531296,8.267192,6.8167357,4.5293684,0.19039299,10.357013
200,23.6,602,104.0,3610,25688.0,4105,8.0,72.0,11.6,41.3,29793.0,10.302029,8.191463,6.4002576,4.644391,0.15980224,10.153779
201,23.7,917,113.4,3975,26670.0,5450,5.1,82.3,18.6,46.7,32120.0,10.377234,8.28778,6.8211074,4.7309213,0.20434946,10.191295
202,23.8,598,100.3,3728,26108.0,5060,4.5,86.1,18.8,56.8,31168.0,10.347147,8.223627,6.393591,4.6081657,0.19381033,10.169997
203,23.8,1102,113.4,4140,25537.0,5513,7.3,72.9,16.2,30.0,31050.0,10.343354,8.328451,7.004882,4.7309213,0.21588284,10.147883
204,23.9,297,124.6,3874,20951.0,5061,5.0,92.0,8.3,57.3,26012.0,10.166313,8.262043,5.6937323,4.8251085,0.24156365,9.949942
205,23.9,1802,94.3,4097,32210.0,7412,1.9,93.8,34.1,56.3,39622.0,10.58714,8.31801,7.4966526,4.546481,0.23011488,10.380033
206,24.1,4065,94.3,3864,30693.0,5539,2.9,95.9,21.8,46.6,36232.0,10.497698,8.259459,8.310169,4.546481,0.1804646,10.33179
207,24.2,2910,86.4,3828,32625.0,6030,5.4,82.1,19.7,58.6,38655.0,10.562431,8.250098,7.9759083,4.4589877,0.18482758,10.392834
208,24.2,1285,85.6,3918,33074.0,6747,4.7,81.5,4.3,46.3,39821.0,10.59215,8.273336,7.158514,4.449685,0.20399709,10.406503
209,24.3,2031,85.7,3438,29765.0,6074,1.6,94.4,26.5,44.1,35839.0,10.486792,8.142645,7.6162834,4.450853,0.20406517,10.301088
210,24.3,6901,100.6,4846,34244.0,6601,6.2,77.5,14.3,42.8,40845.0,10.617539,8.4859085,8.839421,4.611152,0.1927637,10.441267
211,24.5,2347,84.0,3990,35615.0,7000,5.2,91.2,21.1,58.0,42615.0,10.659962,8.291547,7.7608933,4.4308167,0.1965464,10.480522
212,24.6,1161,88.7,3698,29386.0,5459,3.4,87.7,35.2,47.6,34845.0,10.458665,8.215548,7.057037,4.48526,0.18576874,10.288274
213,24.7,1164,102.4,4535,30762.0,8068,14.7,51.8,23.5,33.3,38830.0,10.566949,8.41958,7.0596175,4.6288867,0.26227164,10.334036
214,24.7,672,131.9,5680,31681.0,6287,1.4,127.1,8.3,33.8,37968.0,10.544499,8.644707,6.510258,4.882044,0.19844702,10.363472
215,24.9,1285,83.1,3566,32371.0,5977,9.8,65.0,20.4,29.7,38348.0,10.554458,8.1792,7.158514,4.420045,0.18464057,10.385018
216,25.0,1723,101.9,4617,32332.0,6712,2.3,89.4,16.3,43.2,39044.0,10.572445,8.4375,7.4518223,4.623992,0.20759618,10.383813
217,25.2,930,107.2,4102,27654.0,5531,1.2,95.1,27.4,45.7,33185.0,10.409853,8.31923,6.8351846,4.6746964,0.20000723,10.227526
218,25.2,507,108.7,4166,28078.0,5756,4.7,81.8,22.2,56.1,33834.0,10.429221,8.334712,6.228511,4.688592,0.20500036,10.242742
219,25.2,1072,94.8,4647,33219.0,8430,3.5,86.0,5.8,50.8,41649.0,10.6370325,8.443977,6.9772816,4.5517693,0.25377044,10.410877
220,25.7,1362,97.8,3751,28406.0,5444,9.2,70.8,19.0,41.7,33850.0,10.429694,8.229777,7.2167096,4.582925,0.19164965,10.254355
221,25.9,914,90.5,4334,36055.0,7074,2.1,90.1,19.2,40.3,43129.0,10.671951,8.374247,6.8178306,4.5053496,0.19620025,10.492801
222,25.9,6220,82.6,4863,44109.0,8893,6.2,76.2,15.1,75.0,53002.0,10.878085,8.48941,8.735525,4.4140096,0.20161419,10.694419
223,26.1,626,107.5,4551,30050.0,6777,0.6,97.3,20.6,35.6,36827.0,10.513987,8.423102,6.4393506,4.6774907,0.22552413,10.310618
224,26.1,7252,95.7,4579,35200.0,6729,6.5,70.8,22.1,42.9,41929.0,10.643733,8.429235,8.889032,4.5612183,0.19116478,10.4688015
225,26.3,747,100.9,3666,26186.0,5082,14.6,54.8,12.2,80.0,31268.0,10.35035,8.206857,6.616065,4.61413,0.19407317,10.17298
226,26.3,1179,103.5,4534,32610.0,5502,7.6,71.7,26.3,51.1,38112.0,10.548285,8.41936,7.072422,4.6395717,0.16872124,10.392374
227,26.4,1610,94.1,3939,30651.0,6082,5.8,78.3,22.5,49.4,36733.0,10.511431,8.278682,7.3839893,4.5443583,0.19842745,10.3304205
228,26.6,2528,90.9,4136,34972.0,5892,7.0,40.5,30.3,46.3,40864.0,10.618005,8.327484,7.8351836,4.50976,0.16847764,10.462303
229,26.7,2150,91.6,3819,31781.0,5744,13.4,58.6,23.0,34.3,37525.0,10.532763,8.247744,7.673223,4.5174313,0.18073691,10.366624
230,26.7,3505,82.0,4087,36695.0,7297,7.9,73.8,11.9,58.1,43992.0,10.691763,8.315566,8.161945,4.406719,0.19885543,10.510396
231,26.9,2246,101.5,3791,27743.0,5746,2.4,91.6,36.6,46.5,33489.0,10.418972,8.240385,7.716906,4.620059,0.2071153,10.230739
232,27.0,5174,99.4,5137,38536.0,8005,8.0,73.2,24.4,38.2,46541.0,10.748089,8.544225,8.551401,4.599152,0.20772783,10.559348
233,27.1,1033,105.3,4000,27984.0,5349,1.7,95.5,23.6,38.5,33333.0,10.414303,8.294049,6.9402223,4.6568136,0.19114494,10.239388
234,27.2,2580,81.4,3745,34252.0,7423,9.6,70.4,16.4,75.0,41675.0,10.637657,8.228177,7.8555446,4.3993754,0.21671727,10.441501
235,27.2,1234,90.3,3808,30639.0,6148,0.5,97.7,60.6,41.2,36787.0,10.512899,8.24486,7.1180162,4.5031376,0.20065929,10.330029
236,27.2,4630,85.8,3839,33562.0,6222,4.8,81.6,24.0,45.0,39784.0,10.59122,8.252967,8.440312,4.452019,0.18538824,10.42115
237,27.4,1447,96.0,3515,25726.0,6010,6.3,73.9,16.0,56.4,31736.0,10.365207,8.164795,7.277248,4.564348,0.2336158,10.155257
238,27.4,1765,90.7,3613,28211.0,5304,3.0,76.4,27.5,55.6,33515.0,10.419748,8.192294,7.475906,4.5075574,0.18801177,10.247467
239,27.4,273,108.1,4169,27335.0,5567,7.5,75.3,44.4,58.9,32902.0,10.401289,8.335431,5.609472,4.683057,0.20365831,10.215923
240,27.5,2375,90.8,3574,28192.0,6440,12.0,56.3,24.7,37.0,34632.0,10.452534,8.18144,7.772753,4.5086594,0.2284336,10.246794
241,27.5,1134,97.0,4003,28226.0,6572,6.6,77.2,15.4,53.7,34798.0,10.457315,8.2948,7.0335064,4.574711,0.23283498,10.247999
242,27.7,1858,85.3,3718,30685.0,5617,2.8,90.9,23.7,60.5,36302.0,10.499628,8.220942,7.527256,4.4461746,0.18305361,10.33153
243,27.7,2030,90.1,3827,32090.0,6314,2.8,86.7,26.3,41.3,38404.0,10.555917,8.249837,7.615791,4.5009203,0.19675912,10.3763
244,27.7,2163,116.2,4316,26528.0,4724,3.1,95.8,29.1,38.2,31252.0,10.349838,8.370085,7.679251,4.755313,0.178076,10.185956
245,27.7,1415,96.5,4413,34321.0,6535,1.0,91.3,25.6,47.2,40856.0,10.617809,8.39231,7.2548847,4.569543,0.1904082,10.443513
246,27.8,1575,90.4,4036,33160.0,6770,6.6,77.2,21.0,53.3,39930.0,10.594883,8.303009,7.3620105,4.5042443,0.20416164,10.4091
247,27.9,1440,80.8,3763,32462.0,7004,0.5,97.7,37.8,53.2,39466.0,10.583195,8.232972,7.2723985,4.391977,0.21575996,10.387825
248,27.9,2692,95.2,4380,33707.0,7681,3.1,88.5,38.2,22.1,41388.0,10.630746,8.384804,7.89804,4.5559797,0.22787552,10.425461
249,28.0,2137,116.3,5945,37121.0,8160,6.5,86.9,10.1,25.2,45281.0,10.720643,8.690306,7.667158,4.756173,0.21982166,10.521938
250,28.1,2517,109.3,7419,47131.0,9103,15.3,80.0,15.5,41.5,56234.0,10.937277,8.911799,7.830823,4.6940966,0.19314252,10.760686
251,28.3,1047,108.4,3808,24994.0,5040,2.9,89.9,16.7,60.4,30034.0,10.310085,8.24486,6.9536843,4.685828,0.2016484,10.126391
252,28.6,995,88.7,3735,30181.0,6832,1.2,99.6,16.4,52.0,37013.0,10.519025,8.225503,6.902743,4.48526,0.22636758,10.314968
253,28.7,888,99.7,3745,27857.0,5835,4.4,86.8,26.7,52.7,33692.0,10.425015,8.228177,6.788972,4.6021657,0.20946261,10.234839
254,28.7,2009,103.2,3991,28857.0,5318,7.5,78.0,17.4,44.4,34175.0,10.43925,8.291797,7.6053925,4.6366687,0.18428804,10.270108
255,28.7,390,115.4,5090,31585.0,6163,7.8,73.3,48.0,22.5,37748.0,10.538688,8.535033,5.966147,4.7484045,0.19512427,10.360437
256,29.0,1646,90.2,3447,27571.0,5621,3.0,90.0,34.1,43.6,33192.0,10.410064,8.14526,7.4061036,4.5020294,0.20387363,10.22452
257,29.0,10971,91.3,3945,31404.0,6412,4.3,75.4,19.8,37.9,37816.0,10.540487,8.280204,9.303011,4.5141506,0.20417781,10.354691
258,29.0,894,89.5,4026,31690.0,7146,4.0,86.0,34.0,29.1,38836.0,10.567103,8.300529,6.795706,4.494239,0.225497,10.363756
259,29.1,1084,89.5,3479,28092.0,6367,6.4,77.5,39.0,60.4,34459.0,10.447525,8.1545,6.9884133,4.494239,0.22664815,10.24324
260,29.1,1827,93.1,3679,29771.0,6090,0.7,97.0,19.3,35.0,35861.0,10.487406,8.210396,7.5104303,4.5336742,0.20456149,10.3012905
261,29.2,1100,112.4,4024,25981.0,4953,6.5,73.6,20.5,41.4,30934.0,10.339611,8.300032,7.0030656,4.722064,0.19063932,10.165121
262,29.3,3271,96.6,3698,28806.0,5103,10.6,63.4,14.8,62.7,33909.0,10.431436,8.215548,8.092851,4.5705786,0.17715059,10.268339
263,29.4,1215,84.5,3613,28025.0,5676,0.0,100.0,30.6,64.6,33701.0,10.4252825,8.192294,7.1024995,4.4367514,0.20253345,10.240852
264,29.5,984,75.4,3651,29861.0,6860,2.3,86.4,17.9,35.9,36721.0,10.511104,8.202756,6.891626,4.3228073,0.22973108,10.304309
265,29.6,1204,99.2,3813,28023.0,6010,4.1,95.0,8.5,52.7,34033.0,10.435086,8.246172,7.093405,4.597138,0.21446669,10.240781
266,29.6,751,104.1,4128,26711.0,7661,1.6,92.7,20.6,43.3,34372.0,10.444998,8.325548,6.6214056,4.645352,0.28681067,10.192831
267,29.8,13932,88.2,4236,35866.0,7831,2.3,91.2,18.8,48.6,43697.0,10.685035,8.351375,9.541944,4.479607,0.21834049,10.487545
268,29.8,5497,110.4,5179,34502.0,7209,6.5,76.8,27.9,29.7,41711.0,10.63852,8.552367,8.611958,4.70411,0.20894441,10.448772
269,29.8,2928,86.5,5416,45755.0,10748,2.3,92.1,18.2,41.2,56503.0,10.942049,8.597113,7.9820747,4.4601445,0.23490329,10.731056
270,29.9,2606,97.2,3686,28609.0,5397,8.0,71.3,24.6,76.9,34006.0,10.434292,8.212297,7.865572,4.576771,0.18864693,10.2614765
271,30.4,1480,108.7,4082,26778.0,5647,16.4,43.6,22.4,76.2,32425.0,10.386685,8.3143425,7.2997975,4.688592,0.21088207,10.195336
272,30.6,1969,101.4,3710,27710.0,5137,14.5,54.1,30.3,62.5,32847.0,10.399615,8.218787,7.585281,4.619073,0.18538433,10.229548
273,30.7,2689,101.0,4702,33897.0,6432,5.0,82.2,31.2,61.4,40329.0,10.604826,8.455743,7.8969245,4.6151204,0.18975131,10.431082
274,30.8,3005,100.2,4130,29947.0,6890,2.7,87.9,25.4,49.7,36837.0,10.514258,8.326033,8.008033,4.607168,0.23007312,10.307184
275,30.9,5945,94.3,3765,29419.0,6313,6.9,70.5,20.0,59.1,35732.0,10.483802,8.233503,8.690306,4.546481,0.21458921,10.289396
276,31.0,538,101.6,3724,25097.0,5641,1.8,89.7,32.3,37.0,30738.0,10.333255,8.222553,6.2878585,4.6210437,0.2247679,10.130504
277,31.1,739,95.1,3921,27678.0,5549,4.7,82.2,20.0,71.7,33227.0,10.4111185,8.274102,6.605298,4.554929,0.20048414,10.228394
278,31.1,1736,103.6,4450,31501.0,6170,7.5,45.7,21.2,53.6,37671.0,10.536646,8.40066,7.4593387,4.6405373,0.1958668,10.357775
279,31.1,450,111.5,5615,36691.0,7563,3.5,86.0,36.7,52.9,44254.0,10.697701,8.633197,6.1092477,4.7140245,0.20612684,10.510286
280,31.2,1144,87.6,3979,32736.0,6185,5.6,78.3,27.8,41.7,38921.0,10.569289,8.288786,7.0422864,4.472781,0.18893573,10.396231
281,31.3,1514,109.0,3954,24554.0,6198,0.3,98.9,20.6,48.3,30752.0,10.333711,8.282483,7.3225102,4.691348,0.25242323,10.10863
282,31.3,382,100.6,4421,31455.0,5720,0.0,100.0,32.3,67.7,37175.0,10.523392,8.394121,5.9454207,4.611152,0.18184708,10.356314
283,31.4,570,109.1,3956,25987.0,5323,4.4,79.6,31.3,42.1,31310.0,10.351693,8.282989,6.3456364,4.692265,0.20483318,10.165352
284,31.5,533,120.1,5403,31845.0,7057,6.0,77.6,45.5,41.7,38902.0,10.568801,8.594709,6.2785215,4.788325,0.22160465,10.368636
285,31.7,1991,97.7,4222,32392.0,6240,4.7,82.2,22.1,35.4,38632.0,10.561836,8.348064,7.596392,4.5819016,0.19264016,10.385667
286,32.1,1980,96.9,3676,28072.0,6196,5.5,81.1,22.4,38.4,34268.0,10.441967,8.20958,7.5908523,4.5736794,0.22071816,10.242528
287,32.2,1615,98.5,3743,27091.0,5295,1.1,95.8,31.0,50.6,32386.0,10.385482,8.227643,7.38709,4.5900564,0.19545236,10.206957
288,32.2,2475,92.2,3814,28535.0,7562,3.9,85.3,27.9,57.7,36097.0,10.493965,8.246434,7.813996,4.52396,0.26500788,10.258886
289,32.3,2074,100.4,3905,28458.0,5306,1.8,93.7,32.9,41.9,33764.0,10.427151,8.270013,7.637234,4.6091623,0.18645021,10.256185
290,32.3,2482,101.9,4085,29304.0,6312,0.6,96.4,17.9,45.5,35616.0,10.48055,8.315077,7.81682,4.623992,0.21539721,10.28548
291,32.3,491,112.8,4643,29865.0,6678,3.5,86.3,36.7,33.5,36543.0,10.506245,8.443116,6.196444,4.7256165,0.22360623,10.304442
292,32.3,13608,111.8,5869,38848.0,6310,6.7,75.8,22.1,42.5,45158.0,10.717923,8.67744,9.518414,4.7167115,0.16242792,10.567411
293,32.4,5045,87.3,4436,36785.0,7510,7.7,66.5,26.2,52.0,44295.0,10.698627,8.397509,8.526153,4.4693503,0.2041593,10.512845
294,32.5,1067,102.8,3538,24739.0,4848,4.1,86.4,17.5,39.3,29587.0,10.295091,8.171317,6.972606,4.6327853,0.19596589,10.116137
295,32.5,3839,84.9,3695,31917.0,6668,6.3,76.1,27.1,27.6,38585.0,10.560619,8.214736,8.252967,4.441474,0.20891687,10.370894
296,32.6,471,125.4,4201,24768.0,4374,4.0,84.7,11.6,40.9,29142.0,10.279936,8.343078,6.154858,4.8315086,0.17659883,10.117308
297,32.9,1119,99.4,3507,24907.0,6549,2.3,83.8,24.1,37.2,31456.0,10.356345,8.162517,7.0201907,4.599152,0.26293814,10.122904
298,32.9,5466,127.0,6641,37728.0,6366,6.5,77.0,29.3,55.4,44094.0,10.694079,8.801018,8.606302,4.8441873,0.1687341,10.538157
299,33.0,1222,89.0,3833,31408.0,5680,3.7,83.6,25.6,41.9,37088.0,10.521049,8.251403,7.108244,4.4886365,0.18084565,10.354818
300,33.2,578,88.9,4260,34342.0,6741,3.5,91.6,26.2,66.0,41083.0,10.62335,8.357024,6.359574,4.487512,0.19629025,10.444124
301,33.2,753,107.4,5123,33396.0,8237,3.0,88.6,17.2,48.6,41633.0,10.636648,8.541495,6.6240654,4.6765604,0.2466463,10.416191
302,33.4,1643,103.2,4246,29831.0,5755,6.7,76.1,18.4,36.4,35586.0,10.479708,8.353733,7.404279,4.6366687,0.19292012,10.303304
303,33.6,2506,89.8,3569,30196.0,6386,2.8,87.8,27.1,70.0,36582.0,10.507312,8.18004,7.826443,4.497585,0.21148497,10.315465
304,33.6,271,166.6,6577,27490.0,6355,2.0,92.6,25.8,46.5,33845.0,10.429546,8.791334,5.602119,5.115596,0.23117498,10.221578
305,33.8,2171,87.6,3396,28998.0,5010,5.2,77.6,16.2,41.2,34008.0,10.434351,8.130354,7.6829433,4.472781,0.17277053,10.274982
306,33.9,729,99.0,4452,31793.0,7201,0.0,98.4,10.3,40.7,38994.0,10.571163,8.401109,6.591674,4.59512,0.2264964,10.367002
307,34.0,2311,104.9,3605,20394.0,9177,6.5,74.2,13.8,53.8,29571.0,10.294549,8.190077,7.7454357,4.6530075,0.4499853,9.922996
308,34.0,883,94.8,3697,27371.0,6827,0.4,97.9,29.5,53.7,34198.0,10.439922,8.215277,6.783325,4.5517693,0.24942458,10.217239
309,34.1,621,94.9,3786,29217.0,6661,2.0,89.9,29.8,33.3,35878.0,10.48788,8.239065,6.431331,4.5528235,0.22798371,10.282506
310,34.1,424,117.3,4181,26582.0,4871,2.3,93.0,12.2,37.8,31453.0,10.35625,8.338305,6.0497336,4.7647347,0.1832443,10.187989
311,34.2,1470,87.1,3621,29769.0,6641,2.1,91.3,9.8,54.4,36410.0,10.502599,8.194506,7.293018,4.4670568,0.22308442,10.301223
312,34.3,991,107.5,4109,28046.0,5819,11.6,64.4,9.8,36.0,33865.0,10.430138,8.320935,6.8987145,4.6774907,0.20748056,10.241601
313,34.3,12605,105.5,5259,36427.0,8096,10.9,62.9,9.4,48.0,44523.0,10.703761,8.567697,9.441849,4.658711,0.22225273,10.503065
314,34.5,4572,108.0,4552,30751.0,6887,5.3,86.6,18.7,48.4,37638.0,10.535769,8.423322,8.427706,4.6821313,0.22396019,10.333678
315,34.6,575,113.9,3751,22242.0,6284,2.2,91.8,15.4,52.5,28526.0,10.258572,8.229777,6.35437,4.735321,0.28252855,10.009738
316,34.8,1173,116.7,3817,24134.0,5171,5.3,82.5,20.7,51.5,29305.0,10.285514,8.24722,7.06732,4.7596064,0.21426204,10.091377
317,35.0,1337,97.3,3996,29100.0,5908,2.1,91.0,44.8,41.2,35008.0,10.463332,8.293049,7.1981835,4.577799,0.20302406,10.278494
318,35.1,519,93.2,3943,34167.0,0,0.0,100.0,14.3,36.7,34167.0,10.439015,8.279697,6.251904,4.5347476,0.0,10.439015
319,35.4,3334,119.2,5872,35022.0,8116,5.0,82.6,5.2,60.0,43138.0,10.672159,8.677951,8.111928,4.7808027,0.23174004,10.463732
320,35.4,226,162.8,6444,26653.0,8191,0.0,100.0,66.7,64.9,34844.0,10.458636,8.770905,5.420535,5.0925226,0.30732,10.190657
321,35.5,1647,110.8,3903,25636.0,5245,1.7,97.2,21.1,31.6,30881.0,10.337896,8.269501,7.4067106,4.707727,0.2045951,10.151752
322,35.6,747,85.8,3568,30047.0,6299,0.0,97.0,26.1,54.8,36346.0,10.500839,8.179761,6.616065,4.452019,0.20963824,10.310518
323,35.6,1698,91.1,3664,29148.0,6267,3.2,92.2,23.7,47.4,35415.0,10.474891,8.20631,7.4372063,4.5119576,0.21500617,10.280142
324,35.8,757,110.4,3689,23969.0,4960,6.0,82.8,11.9,85.7,28929.0,10.2726,8.213111,6.629363,4.70411,0.20693396,10.084517
325,35.9,282,131.2,6563,35689.0,6112,4.5,84.4,38.9,48.6,41801.0,10.640676,8.789203,5.641907,4.876723,0.17125726,10.482597
326,36.2,1419,107.0,4054,27629.0,5509,0.6,97.5,15.0,31.7,33138.0,10.408436,8.307459,7.2577076,4.6728287,0.19939195,10.226622
327,36.3,2480,108.5,4414,28631.0,5458,3.3,110.3,8.5,28.5,34089.0,10.43673,8.392536,7.816014,4.68675,0.19063254,10.262245
328,37.3,2839,96.8,3422,24709.0,4979,8.0,72.1,27.5,56.5,29688.0,10.298498,8.13798,7.951207,4.572647,0.20150553,10.114923
329,37.3,398,104.3,3559,25023.0,5248,2.9,101.8,38.5,45.0,30271.0,10.3179455,8.177235,5.986452,4.647271,0.20972705,10.127551
330,37.6,507,96.4,4092,30203.0,8628,1.7,95.1,22.6,44.1,38831.0,10.566975,8.316789,6.228511,4.5685062,0.28566697,10.315697
331,37.7,2491,93.5,3779,35782.0,313,3.7,85.8,12.4,34.9,36095.0,10.49391,8.237215,7.8204393,4.5379615,0.008747415,10.4852
332,37.9,8187,99.9,4511,30755.0,5501,4.2,85.6,18.1,31.3,36256.0,10.498361,8.414274,9.010303,4.60417,0.17886522,10.333808
333,38.0,332,98.3,3739,27420.0,6404,6.1,75.1,38.9,73.7,33824.0,10.4289255,8.226574,5.805135,4.588024,0.23355216,10.2190275
334,38.0,541,106.7,4005,25649.0,6151,1.9,95.1,12.1,29.3,31800.0,10.367222,8.295299,6.2934194,4.670021,0.23981442,10.15226
335,38.1,9105,99.7,4757,31837.0,6530,4.3,81.6,21.4,19.0,38367.0,10.554953,8.467373,9.116579,4.6021657,0.20510727,10.368384
336,38.1,624,125.0,4970,31289.0,4573,11.8,58.7,18.9,44.0,35862.0,10.487433,8.511175,6.4361506,4.828314,0.1461536,10.351022
337,38.3,2011,90.7,3912,30081.0,6134,1.3,95.2,20.5,41.0,36215.0,10.497229,8.271804,7.6063876,4.5075574,0.20391609,10.311649
338,38.6,1199,103.8,3947,28278.0,5841,9.9,66.5,33.3,18.2,34119.0,10.43761,8.280711,7.089243,4.642466,0.20655634,10.24984
339,38.6,507,118.3,4327,24850.0,4818,5.4,81.5,10.3,49.0,29668.0,10.297824,8.37263,6.228511,4.773224,0.1938833,10.120613
340,38.7,434,122.7,4327,23039.0,6908,2.9,89.7,10.5,33.3,29947.0,10.307184,8.37263,6.0730443,4.8097425,0.2998394,10.044944
341,38.8,1874,110.3,3685,24270.0,4479,0.0,94.8,15.3,45.0,28749.0,10.266358,8.212026,7.5358305,4.703204,0.18454883,10.096996
342,39.0,3349,90.9,3700,30093.0,5728,14.6,51.3,15.3,55.6,35821.0,10.48629,8.216088,8.116417,4.50976,0.19034328,10.312048
343,39.0,340,140.2,4763,23414.0,4898,0.0,100.0,13.8,42.1,28312.0,10.251041,8.468633,5.8289456,4.94307,0.20919108,10.0610895
344,39.2,799,98.3,3873,27418.0,5210,3.7,85.5,27.8,48.6,32628.0,10.392926,8.261785,6.683361,4.588024,0.19002116,10.218955
345,39.2,1100,99.7,4809,34361.0,8532,10.6,64.7,28.8,70.0,42893.0,10.666464,8.478245,7.0030656,4.6021657,0.24830477,10.444677
346,39.3,2901,94.1,3697,29570.0,5843,5.0,81.8,18.8,34.5,35413.0,10.474834,8.215277,7.9728107,4.5443583,0.19759892,10.294516
347,39.4,2115,106.2,5602,38323.0,8338,5.3,79.8,19.3,41.7,46661.0,10.750664,8.630879,7.6568103,4.665324,0.21757169,10.553805
348,39.6,2135,88.7,3825,29940.0,5886,14.0,53.8,17.7,55.1,35826.0,10.486429,8.249313,7.666222,4.48526,0.19659318,10.306951
349,40.0,2060,97.7,3700,27904.0,6598,0.0,99.3,22.5,44.0,34502.0,10.448772,8.216088,7.630461,4.5819016,0.23645355,10.236526
350,40.3,3762,82.8,4261,37806.0,8776,3.0,76.2,24.8,33.3,46582.0,10.748969,8.357259,8.232706,4.416428,0.23213246,10.540223
351,40.5,1887,143.6,5625,27932.0,5430,8.0,66.3,17.7,44.7,33362.0,10.415173,8.634976,7.5427437,4.9670315,0.19440068,10.237528
352,40.6,1492,91.5,3548,27586.0,5794,0.9,96.3,12.9,45.5,33380.0,10.415712,8.174139,7.307873,4.516339,0.21003407,10.225063
353,40.6,1828,91.9,4018,27712.0,6115,20.0,43.6,25.0,51.4,33827.0,10.429014,8.298539,7.5109777,4.520701,0.22066253,10.229621
354,40.6,668,121.3,4075,27568.0,1644,0.0,100.0,12.5,30.8,29212.0,10.282335,8.312626,6.504288,4.798267,0.059634358,10.224411
355,40.7,878,97.5,4447,32056.0,8288,4.8,85.5,16.3,57.9,40344.0,10.605198,8.399985,6.7776465,4.5798526,0.25854754,10.375239
356,40.8,481,121.3,4520,25817.0,6724,3.6,85.5,22.2,53.6,32541.0,10.390256,8.416267,6.175867,4.798267,0.26044855,10.158789
357,41.1,333,80.0,3415,29705.0,7434,4.7,81.1,25.9,65.3,37139.0,10.522423,8.135933,5.8081427,4.3820267,0.2502609,10.29907
358,41.7,1204,117.7,4622,29090.0,6170,11.3,64.6,11.8,34.7,35260.0,10.470505,8.438582,7.093405,4.768139,0.21210037,10.27815
359,42.3,1604,103.2,3784,25860.0,5124,10.5,57.5,17.4,32.8,30984.0,10.341227,8.238537,7.3802557,4.6366687,0.19814385,10.160453
360,42.3,1174,100.2,3933,28810.0,6534,4.0,90.8,20.3,44.4,35344.0,10.472884,8.277158,7.068172,4.607168,0.22679625,10.268477
