,year,age,agesq,nbh,cbd,intst,lintst,price,rooms,area,land,baths,dist,ldist,wind,lprice,y81,larea,lland,y81ldist,lintstsq,nearinc,y81nrinc,rprice,lrprice
142,1978,5,25.0,2,23000.0,23000.0,10.043,85000.0,7,2136,117176.0,3,28100.0,10.24352,7,11.350407,0,7.6666903,11.6714325,0.0,100.861855,0,0,85000.0,11.350407
143,1978,4,16.0,2,20000.0,20000.0,9.9035,82000.0,8,2016,44900.0,3,25800.0,10.15813,7,11.314474,0,7.6088705,10.7121935,0.0,98.07931,0,0,82000.0,11.314474
144,1978,0,0.0,2,20000.0,20000.0,9.9035,93000.0,6,2514,43996.0,3,26000.0,10.16585,7,11.440354,0,7.8296304,10.691854,0.0,98.07931,0,0,93000.0,11.440354
145,1978,0,0.0,2,20000.0,20000.0,9.9035,105000.0,7,2432,43663.0,3,25600.0,10.15035,7,11.561716,0,7.796469,10.684257,0.0,98.07931,0,0,105000.0,11.561716
146,1978,0,0.0,2,20000.0,20000.0,9.9035,106500.0,7,2878,43560.0,3,25600.0,10.15035,7,11.5759,0,7.964851,10.681894,0.0,98.07931,0,0,106500.0,11.5759
147,1978,15,225.0,3,26000.0,26000.0,10.166,44900.0,5,960,51690.0,1,31700.0,10.36407,7,10.7121935,0,6.8669333,10.85302,0.0,103.347565,0,0,44900.0,10.7121935
148,1978,11,121.0,0,19000.0,18000.0,9.7981,73000.0,7,1868,56900.0,3,25900.0,10.162,5,11.198215,0,7.532624,10.949051,0.0,96.00277,0,0,73000.0,11.198215
149,1978,11,121.0,3,29000.0,28000.0,10.24,46500.0,6,1296,94961.0,2,35200.0,10.4688,7,10.747208,0,7.167038,11.461222,0.0,104.8576,0,0,46500.0,10.747208
150,1978,13,169.0,3,29000.0,28000.0,10.24,50000.0,6,1668,43560.0,2,35700.0,10.48291,7,10.819778,0,7.4193807,10.681894,0.0,104.8576,0,0,50000.0,10.819778
151,1978,0,0.0,3,29000.0,28000.0,10.24,90000.0,7,2052,43560.0,3,35400.0,10.47447,7,11.407565,0,7.62657,10.681894,0.0,104.8576,0,0,90000.0,11.407565
152,1978,1,1.0,0,33000.0,33000.0,10.404,49500.0,6,1100,38768.0,1,38600.0,10.56101,7,10.809728,0,7.0030656,10.565351,0.0,108.243225,0,0,49500.0,10.809728
153,1978,28,784.0,0,35000.0,34000.0,10.434,57000.0,5,1320,64033.0,1,40000.0,10.59663,7,10.950807,0,7.185387,11.067154,0.0,108.868355,0,0,57000.0,10.950807
154,1978,9,81.0,0,11000.0,13000.0,9.4727,120000.0,6,3030,47916.0,3,14800.0,9.602382,7,11.695247,0,8.016318,10.7772045,0.0,89.73205,1,0,120000.0,11.695247
155,1978,3,9.0,0,14000.0,15000.0,9.6158,83500.0,6,1924,42688.0,2,18900.0,9.846917,7,11.332602,0,7.5621614,10.661674,0.0,92.46361,0,0,83500.0,11.332602
156,1978,0,0.0,0,11000.0,12000.0,9.3927,300000.0,7,3770,282704.0,3,15500.0,9.648595,7,12.611538,0,8.23483,12.5521555,0.0,88.22282,1,0,300000.0,12.611538
157,1978,3,9.0,0,12000.0,12000.0,9.3927,64900.0,7,2856,29955.0,2,17700.0,9.78132,7,11.080603,0,7.957177,10.307451,0.0,88.22282,0,0,64900.0,11.080603
158,1978,58,3364.0,4,6000.0,6000.0,8.6995,50900.0,5,930,8185.0,1,13400.0,9.50301,5,10.837618,0,6.8351846,9.010058,0.0,75.681305,1,0,50900.0,10.837618
159,1978,12,144.0,4,7000.0,6000.0,8.6995,60500.0,6,1399,10000.0,2,13600.0,9.517825,5,11.010399,0,7.243513,9.2103405,0.0,75.681305,1,0,60500.0,11.010399
160,1978,3,9.0,4,6000.0,5000.0,8.5172,70400.0,5,1342,8500.0,2,13500.0,9.510445,5,11.161948,0,7.201916,9.047821,0.0,72.5427,1,0,70400.0,11.161948
161,1978,48,2304.0,4,6000.0,7000.0,8.8537,48000.0,6,1500,5153.0,2,11800.0,9.375855,5,10.778956,0,7.3132205,8.547335,0.0,78.388,1,0,48000.0,10.778956
162,1978,25,625.0,0,10000.0,10000.0,9.2103,53500.0,7,1333,11883.0,1,16800.0,9.729134,5,10.887437,0,7.195187,9.382864,0.0,84.829636,0,0,53500.0,10.887437
163,1978,8,64.0,6,24000.0,26000.0,10.166,66000.0,6,1844,92783.0,2,26200.0,10.17351,11,11.09741,0,7.5196924,11.438019,0.0,103.347565,0,0,66000.0,11.09741
164,1978,8,64.0,6,24000.0,26000.0,10.166,64000.0,6,1764,86249.0,2,26000.0,10.16585,11,11.066638,0,7.4753394,11.364994,0.0,103.347565,0,0,64000.0,11.066638
165,1978,11,121.0,0,15000.0,15000.0,9.6158,65000.0,7,2727,44867.0,3,21300.0,9.966462,7,11.082143,0,7.9109573,10.711458,0.0,92.46361,0,0,65000.0,11.082143
166,1978,10,100.0,0,14000.0,13000.0,9.4727,72900.0,7,2080,25000.0,2,19700.0,9.888374,7,11.196844,0,7.6401234,10.126631,0.0,89.73205,0,0,72900.0,11.196844
167,1978,2,4.0,0,13000.0,13000.0,9.4727,26000.0,7,2030,25120.0,3,19400.0,9.873028,7,10.165852,0,7.615791,10.131419,0.0,89.73205,0,0,26000.0,10.165852
168,1978,0,0.0,0,14000.0,14000.0,9.5468,117000.0,7,3030,32255.0,3,21000.0,9.952278,5,11.6699295,0,8.016318,10.381429,0.0,91.14138,0,0,117000.0,11.6699295
169,1978,0,0.0,0,14000.0,13000.0,9.4727,97000.0,7,2252,30894.0,3,20200.0,9.913438,5,11.482467,0,7.719574,10.338317,0.0,89.73205,0,0,97000.0,11.482467
170,1978,2,4.0,0,13000.0,13000.0,9.4727,95000.0,7,2238,25690.0,3,19800.0,9.893437,5,11.461632,0,7.713338,10.153857,0.0,89.73205,0,0,95000.0,11.461632
171,1978,0,0.0,0,14000.0,13000.0,9.4727,107900.0,7,2464,30945.0,3,20500.0,9.92818,5,11.58896,0,7.809541,10.339967,0.0,89.73205,0,0,107900.0,11.58896
172,1978,0,0.0,0,14000.0,14000.0,9.5468,120000.0,7,2464,31059.0,3,20900.0,9.947504,5,11.695247,0,7.809541,10.343644,0.0,91.14138,0,0,120000.0,11.695247
173,1978,1,1.0,0,14000.0,14000.0,9.5468,120000.0,7,2502,34666.0,3,21100.0,9.957028,5,11.695247,0,7.824846,10.453515,0.0,91.14138,0,0,120000.0,11.695247
174,1978,0,0.0,0,14000.0,14000.0,9.5468,121000.0,7,2510,31915.0,3,20900.0,9.947504,5,11.703546,0,7.828038,10.3708315,0.0,91.14138,0,0,121000.0,11.703546
175,1978,0,0.0,0,14000.0,13000.0,9.4727,107000.0,7,2012,30800.0,3,20800.0,9.942708,5,11.580585,0,7.6068845,10.33527,0.0,89.73205,0,0,107000.0,11.580585
176,1978,0,0.0,0,14000.0,13000.0,9.4727,119900.0,7,2352,31331.0,3,20500.0,9.92818,5,11.694413,0,7.7630215,10.352364,0.0,89.73205,0,0,119900.0,11.694413
177,1978,0,0.0,0,14000.0,13000.0,9.4727,142500.0,7,2492,27248.0,3,20300.0,9.918376,5,11.867097,0,7.820841,10.212735,0.0,89.73205,0,0,142500.0,11.867097
178,1978,0,0.0,0,14000.0,13000.0,9.4727,84211.0,7,2756,27205.0,3,20200.0,9.913438,5,11.341081,0,7.9215355,10.211156,0.0,89.73205,0,0,84211.0,11.341081
179,1981,81,6561.0,4,4000.0,1000.0,6.9078,49000.0,6,1554,6790.0,1,11800.0,9.375855,4,10.799576,1,7.3485875,8.823206,9.375855,47.717705,1,1,37634.41,10.535674
180,1981,71,5041.0,4,3000.0,2000.0,7.6009,52000.0,5,1575,3485.0,1,10100.0,9.220291,3,10.858999,1,7.3620105,8.156223,9.220291,57.77368,1,1,39938.555,10.595098
181,1981,31,961.0,4,3000.0,2000.0,7.6009,68000.0,6,3304,18731.0,2,10200.0,9.230143,3,11.127263,1,8.102889,9.837935,9.230143,57.77368,1,1,52227.344,10.863361
182,1981,41,1681.0,4,3000.0,2000.0,7.6009,54000.0,6,1700,7500.0,1,11200.0,9.323669,3,10.896739,1,7.4383836,8.922658,9.323669,57.77368,1,1,41474.656,10.632838
183,1981,31,961.0,4,4000.0,2000.0,7.6009,70000.0,6,1454,5500.0,2,11800.0,9.375855,3,11.156251,1,7.2820735,8.612503,9.375855,57.77368,1,1,53763.44,10.892349
184,1981,81,6561.0,4,3000.0,2000.0,7.6009,47000.0,6,1410,4500.0,1,10200.0,9.230143,3,10.757903,1,7.251345,8.411833,9.230143,57.77368,1,1,36098.31,10.494001
185,1981,19,361.0,0,5000.0,4000.0,8.294,73900.0,6,1592,13068.0,1,13200.0,9.487972,3,11.210468,1,7.3727465,9.4779215,9.487972,68.79043,1,1,56758.832,10.946567
186,1981,1,1.0,0,9000.0,9000.0,9.105,117500.0,9,1910,15246.0,3,18200.0,9.809177,5,11.674193,1,7.5548587,9.632072,9.809177,82.90102,0,0,90245.77,11.410292
187,1981,41,1681.0,0,10000.0,10000.0,9.2103,60000.0,5,735,10454.0,1,19000.0,9.852194,5,11.0021,1,6.5998707,9.25474,9.852194,84.829636,0,0,46082.95,10.738198
188,1981,1,1.0,0,16000.0,15000.0,9.6158,85000.0,6,1154,43560.0,2,23000.0,10.04325,5,11.350407,1,7.0509896,10.681894,10.04325,92.46361,0,0,65284.18,11.086505
189,1981,26,676.0,0,9000.0,7000.0,8.8537,66479.0,5,1104,15512.0,1,17000.0,9.740969,3,11.104641,1,7.0066953,9.649369,9.740969,78.388,0,0,51059.14,10.84074
190,1981,81,6561.0,4,1000.0,3000.0,8.0064,70000.0,6,1830,13939.0,1,9000.0,9.10498,3,11.156251,1,7.512071,9.542446,9.10498,64.10244,1,1,53763.44,10.892349
191,1981,41,1681.0,4,3000.0,4000.0,8.294,66500.0,5,1166,9770.0,1,10500.0,9.259131,3,11.104958,1,7.061334,9.187072,9.259131,68.79043,1,1,51075.27,10.841056
192,1981,31,961.0,4,4000.0,4000.0,8.294,91000.0,7,2263,10019.0,2,11500.0,9.350102,5,11.418614,1,7.724447,9.212238,9.350102,68.79043,1,1,69892.48,11.154714
193,1981,31,961.0,4,4000.0,4000.0,8.294,72500.0,6,1482,12632.0,1,11900.0,9.384294,5,11.191341,1,7.301148,9.443989,9.384294,68.79043,1,1,55683.562,10.927441
194,1981,36,1296.0,4,4000.0,4000.0,8.294,67000.0,4,970,11104.0,1,11900.0,9.384294,5,11.112448,1,6.877296,9.315061,9.384294,68.79043,1,1,51459.293,10.848546
195,1981,21,441.0,1,8000.0,12000.0,9.3927,68000.0,6,1684,81273.0,2,5800.0,8.665613,11,11.127263,1,7.4289274,11.305569,8.665613,88.22282,1,1,52227.344,10.863361
196,1981,18,324.0,2,18000.0,18000.0,9.7981,85000.0,6,1080,52272.0,2,24100.0,10.08997,7,11.350407,1,6.9847164,10.864216,10.08997,96.00277,0,0,65284.18,11.086505
197,1981,13,169.0,4,3000.0,5000.0,8.5172,106000.0,6,1633,17728.0,2,10500.0,9.259131,5,11.571195,1,7.3981743,9.782901,9.259131,72.5427,1,1,81413.21,11.307293
198,1981,24,576.0,4,4000.0,5000.0,8.5172,130000.0,7,3208,17424.0,3,11500.0,9.350102,5,11.77529,1,8.073403,9.765604,9.350102,72.5427,1,1,99846.39,11.511388
199,1981,0,0.0,0,11000.0,10000.0,9.2103,119900.0,7,2258,12500.0,3,18800.0,9.841612,5,11.694413,1,7.7222347,9.433484,9.841612,84.829636,0,0,92089.09,11.430511
200,1981,1,1.0,0,12000.0,10000.0,9.2103,125000.0,7,2016,12632.0,3,18900.0,9.846917,5,11.736069,1,7.6088705,9.443989,9.846917,84.829636,0,0,96006.14,11.472167
201,1981,0,0.0,0,12000.0,10000.0,9.2103,118000.0,7,1991,12632.0,3,18900.0,9.846917,5,11.67844,1,7.596392,9.443989,9.846917,84.829636,0,0,90629.8,11.414538
202,1981,0,0.0,0,12000.0,10000.0,9.2103,100000.0,7,1746,13504.0,3,19000.0,9.852194,5,11.512925,1,7.4650826,9.510741,9.852194,84.829636,0,0,76804.914,11.249023
203,1981,1,1.0,0,12000.0,10000.0,9.2103,128000.0,7,2700,13504.0,3,19000.0,9.852194,5,11.759786,1,7.901007,9.510741,9.852194,84.829636,0,0,98310.29,11.495884
204,1981,0,0.0,0,11000.0,10000.0,9.2103,140000.0,7,2302,13504.0,3,18800.0,9.841612,5,11.849398,1,7.7415338,9.510741,9.841612,84.829636,0,0,107526.88,11.585496
205,1981,0,0.0,0,11000.0,10000.0,9.2103,143500.0,6,2144,12806.0,3,18400.0,9.820106,5,11.87409,1,7.6704288,9.457669,9.820106,84.829636,0,0,110215.055,11.6101885
206,1981,59,3481.0,4,2000.0,6000.0,8.6995,66500.0,5,1867,5000.0,1,6800.0,8.824678,3,11.104958,1,7.5320883,8.517193,8.824678,75.681305,1,1,51075.27,10.841056
207,1981,51,2601.0,0,2000.0,5000.0,8.5172,50000.0,5,1140,13945.0,1,7100.0,8.86785,3,10.819778,1,7.0387836,9.542876,8.86785,72.5427,1,1,38402.457,10.555877
208,1981,25,625.0,0,4000.0,5000.0,8.5172,65000.0,5,912,12005.0,1,11100.0,9.3147,5,11.082143,1,6.81564,9.393079,9.3147,72.5427,1,1,49923.195,10.818241
209,1981,20,400.0,0,7000.0,7000.0,8.8537,86000.0,6,1425,19550.0,1,14000.0,9.546813,5,11.3621025,1,7.261927,9.880731,9.546813,78.388,1,1,66052.23,11.098201
210,1981,131,17161.0,0,12000.0,12000.0,9.3927,120000.0,9,3798,50045.0,2,19000.0,9.852194,5,11.695247,1,8.242229,10.820678,9.852194,88.22282,0,0,92165.9,11.431346
211,1981,0,0.0,0,11000.0,11000.0,9.3057,135000.0,7,2252,34879.0,3,18300.0,9.814656,5,11.81303,1,7.719574,10.4596405,9.814656,86.59606,0,0,103686.63,11.549129
212,1981,0,0.0,0,11000.0,11000.0,9.3057,135000.0,7,2252,34879.0,3,18300.0,9.814656,5,11.81303,1,7.719574,10.4596405,9.814656,86.59606,0,0,103686.63,11.549129
213,1981,0,0.0,0,12000.0,11000.0,9.3057,160000.0,7,2836,37046.0,3,18500.0,9.825526,5,11.982929,1,7.95015,10.519916,9.825526,86.59606,0,0,122887.87,11.7190275
214,1981,0,0.0,0,12000.0,11000.0,9.3057,168000.0,7,2486,30808.0,3,18600.0,9.830917,5,12.031719,1,7.8184304,10.335529,9.830917,86.59606,0,0,129032.26,11.7678175
215,1981,0,0.0,0,12000.0,11000.0,9.3057,182095.0,7,3074,25159.0,3,18500.0,9.825526,5,12.112284,1,8.030735,10.132971,9.825526,86.59606,0,0,139857.9,11.848382
216,1981,0,0.0,0,12000.0,11000.0,9.3057,175000.0,7,3074,25265.0,3,18500.0,9.825526,5,12.072541,1,8.030735,10.137176,9.825526,86.59606,0,0,134408.61,11.80864
217,1981,0,0.0,0,11000.0,11000.0,9.3057,162000.0,7,3232,25380.0,3,18400.0,9.820106,5,11.995352,1,8.080856,10.141717,9.820106,86.59606,0,0,124423.96,11.73145
218,1981,0,0.0,0,12000.0,12000.0,9.3927,189857.0,7,3396,31412.0,4,18700.0,9.836279,5,12.154026,1,8.130354,10.354945,9.836279,88.22282,0,0,145819.52,11.890125
219,1981,0,0.0,0,12000.0,12000.0,9.3927,190508.0,7,2464,37026.0,3,18900.0,9.846917,5,12.15745,1,7.809541,10.519376,9.846917,88.22282,0,0,146319.52,11.893548
220,1981,0,0.0,0,12000.0,12000.0,9.3927,234552.0,7,3252,29671.0,3,19000.0,9.852194,5,12.365433,1,8.087026,10.297925,9.852194,88.22282,0,0,180147.47,12.101531
221,1981,0,0.0,0,12000.0,11000.0,9.3057,220000.0,7,3040,29621.0,3,19000.0,9.852194,5,12.301383,1,8.019613,10.296239,9.852194,86.59606,0,0,168970.81,12.037481
222,1981,0,0.0,0,12000.0,11000.0,9.3057,175000.0,7,3055,25265.0,3,18900.0,9.846917,5,12.072541,1,8.024535,10.137176,9.846917,86.59606,0,0,134408.61,11.80864
223,1981,11,121.0,0,13000.0,16000.0,9.6803,118000.0,7,1731,14810.0,2,5000.0,8.517193,7,11.67844,1,7.4564548,9.603058,8.517193,93.708206,1,1,90629.8,11.414538
224,1981,1,1.0,1,11000.0,14000.0,9.5468,155000.0,9,2996,45738.0,3,8700.0,9.071078,11,11.95118,1,8.0050335,10.730684,9.071078,91.14138,1,1,119047.62,11.687279
225,1981,0,0.0,1,11000.0,14000.0,9.5468,144000.0,7,2464,46174.0,3,8600.0,9.059517,11,11.877568,1,7.809541,10.740172,9.059517,91.14138,1,1,110599.08,11.6136675
226,1981,0,0.0,1,10000.0,13000.0,9.4727,216000.0,7,2548,46174.0,3,8800.0,9.082507,11,12.283033,1,7.843064,10.740172,9.082507,89.73205,1,1,165898.62,12.019133
227,1981,0,0.0,1,10000.0,13000.0,9.4727,124500.0,6,3398,63260.0,4,9900.0,9.20029,11,11.732061,1,8.130942,11.055009,9.20029,89.73205,1,1,95622.12,11.46816
228,1981,0,0.0,1,10000.0,13000.0,9.4727,80000.0,6,1988,65212.0,3,8100.0,8.999619,11,11.289782,1,7.5948844,11.085399,8.999619,89.73205,1,1,61443.934,11.025881
229,1981,0,0.0,1,10000.0,14000.0,9.5468,100000.0,7,5136,47916.0,3,8200.0,9.011889,11,11.512925,1,8.54403,10.7772045,9.011889,91.14138,1,1,76804.914,11.249023
230,1981,81,6561.0,4,3000.0,6000.0,8.6995,88000.0,6,2327,35538.0,1,7800.0,8.961879,5,11.385092,1,7.752335,10.478358,8.961879,75.681305,1,1,67588.33,11.121191
231,1981,41,1681.0,4,3000.0,7000.0,8.8537,41000.0,6,936,8276.0,1,6300.0,8.748305,5,10.621327,1,6.8416157,9.021115,8.748305,78.388,1,1,31490.016,10.357426
232,1981,121,14641.0,4,7000.0,3000.0,8.0064,66000.0,7,1674,54886.0,1,7600.0,8.935904,5,11.09741,1,7.4229712,10.913013,8.935904,64.10244,1,1,50691.246,10.8335085
233,1981,7,49.0,4,4000.0,7000.0,8.8537,74000.0,5,1587,5957.0,2,9600.0,9.169518,5,11.211821,1,7.369601,8.692323,9.169518,78.388,1,1,56835.637,10.947919
234,1981,1,1.0,0,4000.0,7000.0,8.8537,76900.0,5,1531,3049.0,2,7200.0,8.881836,5,11.250261,1,7.3336763,8.022569,8.881836,78.388,1,1,59062.98,10.98636
235,1981,0,0.0,0,7000.0,9000.0,9.105,132000.0,7,2574,43757.0,3,12300.0,9.417355,7,11.790557,1,7.853216,10.686407,9.417355,82.90102,1,1,101382.49,11.526656
236,1981,0,0.0,0,6000.0,8000.0,8.9872,130000.0,7,2644,35284.0,2,11900.0,9.384294,5,11.77529,1,7.8800483,10.471185,9.384294,80.76976,1,1,99846.39,11.511388
237,1981,39,1521.0,0,10000.0,10000.0,9.2103,75000.0,6,1456,18215.0,1,16100.0,9.686575,5,11.225244,1,7.283448,9.81,9.686575,84.829636,0,0,57603.688,10.961342
238,1981,2,4.0,0,10000.0,11000.0,9.3057,156500.0,7,2464,31215.0,3,16000.0,9.680344,7,11.960812,1,7.809541,10.348654,9.680344,86.59606,0,0,120199.695,11.69691
239,1981,8,64.0,0,10000.0,10000.0,9.2103,140000.0,8,2400,29226.0,3,16000.0,9.680344,5,11.849398,1,7.783224,10.282814,9.680344,84.829636,0,0,107526.88,11.585496
240,1981,81,6561.0,0,11000.0,11000.0,9.3057,65000.0,6,1760,32670.0,2,17300.0,9.758462,5,11.082143,1,7.473069,10.394213,9.758462,86.59606,0,0,49923.195,10.818241
241,1981,6,36.0,0,12000.0,12000.0,9.3927,150000.0,6,3132,26136.0,3,17800.0,9.786954,7,11.91839,1,8.049427,10.171069,9.786954,88.22282,0,0,115207.375,11.6544895
242,1981,2,4.0,0,13000.0,13000.0,9.4727,155000.0,7,2688,28688.0,2,19000.0,9.852194,5,11.95118,1,7.8965526,10.264235,9.852194,89.73205,0,0,119047.62,11.687279
243,1981,0,0.0,6,23000.0,25000.0,10.127,153000.0,7,2656,43996.0,3,24500.0,10.10643,11,11.938193,1,7.8845763,10.691854,10.10643,102.55613,0,0,117511.52,11.674292
244,1981,0,0.0,6,23000.0,25000.0,10.127,160000.0,7,2738,43560.0,3,24600.0,10.1105,11,11.982929,1,7.914983,10.681894,10.1105,102.55613,0,0,122887.87,11.7190275
245,1981,0,0.0,6,23000.0,25000.0,10.127,148000.0,7,2736,43560.0,3,24600.0,10.1105,11,11.904967,1,7.9142523,10.681894,10.1105,102.55613,0,0,113671.27,11.641066
246,1981,0,0.0,6,23000.0,25000.0,10.127,142000.0,8,3726,43935.0,3,24500.0,10.10643,11,11.863583,1,8.22309,10.690467,10.10643,102.55613,0,0,109062.98,11.599681
247,1981,1,1.0,6,22000.0,24000.0,10.086,162000.0,7,2656,45302.0,3,24100.0,10.08997,11,11.995352,1,7.8845763,10.721107,10.08997,101.7274,0,0,124423.96,11.73145
248,1981,0,0.0,6,22000.0,24000.0,10.086,175500.0,8,3284,43996.0,3,24000.0,10.08581,11,12.075395,1,8.096817,10.691854,10.08581,101.7274,0,0,134792.62,11.811493
249,1981,1,1.0,6,22000.0,24000.0,10.086,194000.0,9,3170,45302.0,3,23900.0,10.08163,11,12.175613,1,8.061487,10.721107,10.08163,101.7274,0,0,149001.53,11.911712
250,1981,0,0.0,6,24000.0,25000.0,10.127,130500.0,6,2330,43995.0,2,26800.0,10.19616,11,11.779128,1,7.7536235,10.691832,10.19616,102.55613,0,0,100230.414,11.515227
251,1981,29,841.0,1,16000.0,19000.0,9.8522,73000.0,6,1564,48787.0,1,17200.0,9.752665,11,11.198215,1,7.355002,10.795219,9.752665,97.065834,0,0,56067.59,10.934313
252,1981,0,0.0,1,16000.0,18000.0,9.7981,140000.0,6,2248,49829.0,3,17100.0,9.746834,11,11.849398,1,7.7177963,10.816353,9.746834,96.00277,0,0,107526.88,11.585496
253,1981,29,841.0,1,17000.0,19000.0,9.8522,82000.0,6,1566,43996.0,1,18300.0,9.814656,11,11.314474,1,7.35628,10.691854,9.814656,97.065834,0,0,62980.03,11.050573
254,1981,2,4.0,1,15000.0,17000.0,9.741,180000.0,7,2744,77101.0,3,16500.0,9.711116,11,12.100712,1,7.917172,11.2528715,9.711116,94.887085,0,0,138248.84,11.83681
255,1981,0,0.0,1,16000.0,18000.0,9.7981,200000.0,7,2470,64745.0,3,16600.0,9.717158,11,12.206073,1,7.8119736,11.078212,9.717158,96.00277,0,0,153609.83,11.942171
256,1981,51,2601.0,6,22000.0,23000.0,10.043,52900.0,6,1199,54450.0,1,25500.0,10.14643,7,10.876159,1,7.089243,10.905038,10.14643,100.861855,0,0,40629.8,10.612257
257,1981,17,289.0,6,21000.0,23000.0,10.043,110000.0,6,2204,45302.0,2,25200.0,10.1346,11,11.608235,1,7.698029,10.721107,10.1346,100.861855,0,0,84485.41,11.344334
258,1981,0,0.0,6,22000.0,24000.0,10.086,68000.0,7,2400,45738.0,3,25200.0,10.1346,11,11.127263,1,7.783224,10.730684,10.1346,101.7274,0,0,52227.344,10.863361
259,1981,2,4.0,6,22000.0,23000.0,10.043,90000.0,7,3152,51835.0,2,25000.0,10.12663,11,11.407565,1,8.055793,10.855821,10.12663,100.861855,0,0,69124.42,11.143663
260,1981,2,4.0,6,22000.0,23000.0,10.043,102000.0,7,3152,51835.0,2,25000.0,10.12663,11,11.532728,1,8.055793,10.855821,10.12663,100.861855,0,0,78341.016,11.2688265
261,1981,0,0.0,6,22000.0,24000.0,10.086,119600.0,7,2701,48787.0,3,25300.0,10.13856,11,11.691908,1,7.901377,10.795219,10.13856,101.7274,0,0,91858.68,11.428006
262,1981,2,4.0,0,25000.0,26000.0,10.166,113500.0,7,2000,43569.0,3,28000.0,10.23996,11,11.639558,1,7.6009026,10.682101,10.23996,103.347565,0,0,87173.58,11.375656
263,1981,11,121.0,2,27000.0,28000.0,10.24,80500.0,7,1286,44200.0,2,30900.0,10.33851,11,11.296013,1,7.1592917,10.69648,10.33851,104.8576,0,0,61827.957,11.032111
264,1981,19,361.0,2,25000.0,26000.0,10.166,75900.0,6,1344,78408.0,2,29800.0,10.30226,7,11.237172,1,7.2034054,11.269681,10.30226,103.347565,0,0,58294.93,10.97327
265,1981,2,4.0,2,23000.0,24000.0,10.086,109000.0,6,1232,49384.0,2,27000.0,10.20359,11,11.599103,1,7.116394,10.807382,10.20359,101.7274,0,0,83717.36,11.335201
266,1981,6,36.0,2,24000.0,24000.0,10.086,160000.0,7,4056,69465.0,3,27900.0,10.23638,7,11.982929,1,8.307953,11.148579,10.23638,101.7274,0,0,122887.87,11.7190275
267,1981,8,64.0,2,25000.0,25000.0,10.127,120000.0,7,2364,43996.0,3,29300.0,10.28534,7,11.695247,1,7.7681103,10.691854,10.28534,102.55613,0,0,92165.9,11.431346
268,1981,0,0.0,2,25000.0,26000.0,10.166,135900.0,7,2377,43560.0,3,29600.0,10.29553,7,11.8196745,1,7.7735944,10.681894,10.29553,103.347565,0,0,104377.88,11.555773
269,1981,6,36.0,5,27000.0,28000.0,10.24,121000.0,7,2706,43996.0,3,31800.0,10.36722,7,11.703546,1,7.903227,10.691854,10.36722,104.8576,0,0,92933.945,11.439644
270,1981,15,225.0,5,31000.0,32000.0,10.373,85000.0,6,1978,44867.0,2,35700.0,10.48291,7,11.350407,1,7.5898414,10.711458,10.48291,107.59913,0,0,65284.18,11.086505
271,1981,3,9.0,5,28000.0,28000.0,10.24,133000.0,7,2756,43573.0,3,32100.0,10.37661,7,11.798104,1,7.9215355,10.682193,10.37661,104.8576,0,0,102150.54,11.534203
272,1981,0,0.0,5,31000.0,31000.0,10.342,143000.0,7,2576,49223.0,3,35400.0,10.47447,7,11.8706,1,7.853993,10.804116,10.47447,106.95696,0,0,109831.03,11.606698
273,1981,2,4.0,5,32000.0,33000.0,10.404,130000.0,7,2528,45738.0,3,36800.0,10.51325,7,11.77529,1,7.8351836,10.730684,10.51325,108.243225,0,0,99846.39,11.511388
274,1981,0,0.0,5,32000.0,32000.0,10.373,135000.0,7,2464,46609.0,3,36700.0,10.51053,7,11.81303,1,7.809541,10.749549,10.51053,107.59913,0,0,103686.63,11.549129
275,1981,2,4.0,5,31000.0,31000.0,10.342,141000.0,7,2920,43560.0,3,35000.0,10.4631,7,11.856515,1,7.979339,10.681894,10.4631,106.95696,0,0,108294.93,11.592613
276,1981,0,0.0,5,31000.0,31000.0,10.342,125000.0,7,2548,43560.0,3,35000.0,10.4631,7,11.736069,1,7.843064,10.681894,10.4631,106.95696,0,0,96006.14,11.472167
277,1981,0,0.0,0,24000.0,24000.0,10.086,172900.0,7,2580,53579.0,3,29100.0,10.27849,7,12.060469,1,7.8555446,10.888912,10.27849,101.7274,0,0,132795.7,11.796567
278,1981,0,0.0,0,24000.0,24000.0,10.086,177755.0,7,2738,45973.0,3,28600.0,10.26116,7,12.088161,1,7.914983,10.735809,10.26116,101.7274,0,0,136524.58,11.82426
279,1981,0,0.0,0,25000.0,25000.0,10.127,125000.0,7,2208,45738.0,3,29500.0,10.29215,7,11.736069,1,7.6998425,10.730684,10.29215,102.55613,0,0,96006.14,11.472167
280,1981,0,0.0,0,23000.0,23000.0,10.043,173500.0,7,2900,43560.0,3,28200.0,10.24708,7,12.063932,1,7.972466,10.681894,10.24708,100.861855,0,0,133256.53,11.800032
281,1981,0,0.0,0,23000.0,23000.0,10.043,169000.0,7,3292,43560.0,3,28100.0,10.24352,7,12.037654,1,8.099251,10.681894,10.24352,100.861855,0,0,129800.305,11.773752
282,1981,0,0.0,0,24000.0,24000.0,10.086,167950.0,6,2472,52708.0,3,28800.0,10.26813,7,12.031422,1,7.812783,10.872522,10.26813,101.7274,0,0,128993.86,11.76752
