,id,male,age,yrsmarr,kids,relig,educ,occup,ratemarr,naffairs,affair,vryhap,hapavg,avgmarr,unhap,vryrel,smerel,slghtrel,notrel
314,1050,0,27.0,4.0,1,2,16,5,3,1,1,0,0,1,0,0,0,0,1
315,1054,0,42.0,15.0,1,4,18,6,5,0,0,1,0,0,0,0,1,0,0
316,1056,0,42.0,15.0,1,3,14,4,3,12,1,0,0,1,0,0,0,1,0
317,1057,1,27.0,10.0,1,5,20,6,5,1,1,1,0,0,0,1,0,0,0
318,1059,1,27.0,4.0,0,4,18,6,4,0,0,0,1,0,0,0,1,0,0
319,1063,1,22.0,0.75,0,4,18,6,5,0,0,1,0,0,0,0,1,0,0
320,1068,1,27.0,4.0,1,4,14,5,3,0,0,0,0,1,0,0,1,0,0
321,1070,0,22.0,0.75,0,5,18,1,5,0,0,1,0,0,0,1,0,0,0
322,1072,0,52.0,15.0,1,5,9,5,5,0,0,1,0,0,0,1,0,0,0
323,1073,1,32.0,10.0,1,3,14,5,5,0,0,1,0,0,0,0,0,1,0
324,1075,1,37.0,10.0,1,2,20,6,2,12,1,0,0,0,1,0,0,0,1
325,1077,0,37.0,15.0,1,4,16,4,4,0,0,0,1,0,0,0,1,0,0
326,1080,0,27.0,7.0,1,1,14,3,3,12,1,0,0,1,0,0,0,0,0
327,1081,1,32.0,7.0,1,2,20,5,4,0,0,0,1,0,0,0,0,0,1
328,1083,0,42.0,15.0,1,3,18,1,4,0,0,0,1,0,0,0,0,1,0
329,1084,1,32.0,15.0,1,1,16,5,5,0,0,1,0,0,0,0,0,0,0
330,1086,1,27.0,4.0,1,3,18,5,5,0,0,1,0,0,0,0,0,1,0
331,1087,0,32.0,15.0,1,4,12,3,4,0,0,0,1,0,0,0,1,0,0
332,1089,1,22.0,0.75,1,3,14,2,4,0,0,0,1,0,0,0,0,1,0
333,1096,0,22.0,1.5,0,3,16,5,3,0,0,0,0,1,0,0,0,1,0
334,1102,0,42.0,15.0,1,4,14,3,5,0,0,1,0,0,0,0,1,0,0
335,1103,0,52.0,15.0,1,3,16,5,4,0,0,0,1,0,0,0,0,1,0
336,1107,1,37.0,15.0,1,5,20,6,4,0,0,0,1,0,0,1,0,0,0
337,1109,0,47.0,15.0,1,4,12,2,3,0,0,0,0,1,0,0,1,0,0
338,1115,1,57.0,15.0,1,2,20,6,4,0,0,0,1,0,0,0,0,0,1
339,1119,1,32.0,7.0,1,4,17,5,5,0,0,1,0,0,0,0,1,0,0
340,1124,0,27.0,7.0,1,4,17,1,4,0,0,0,1,0,0,0,1,0,0
341,1125,0,27.0,7.0,1,4,12,1,2,3,1,0,0,0,1,0,1,0,0
342,1126,1,22.0,1.5,0,1,18,6,5,0,0,1,0,0,0,0,0,0,0
343,1128,0,22.0,4.0,1,3,9,1,4,0,0,0,1,0,0,0,0,1,0
344,1129,0,22.0,1.5,0,2,14,1,5,0,0,1,0,0,0,0,0,0,1
345,1130,1,42.0,15.0,1,2,20,6,4,0,0,0,1,0,0,0,0,0,1
346,1131,1,32.0,10.0,1,2,14,4,4,3,1,0,1,0,0,0,0,0,1
347,1133,1,57.0,15.0,1,4,9,2,4,0,0,0,1,0,0,0,1,0,0
348,1138,0,17.5,0.75,1,2,12,1,3,12,1,0,0,1,0,0,0,0,1
349,1140,0,27.0,7.0,1,2,18,1,5,0,0,1,0,0,0,0,0,0,1
350,1143,0,22.0,4.0,1,3,14,1,5,0,0,1,0,0,0,0,0,1,0
351,1146,1,37.0,15.0,1,4,14,5,3,0,0,0,0,1,0,0,1,0,0
352,1150,0,32.0,15.0,1,3,18,5,4,12,1,0,1,0,0,0,0,1,0
353,1153,1,32.0,7.0,1,1,18,6,4,0,0,0,1,0,0,0,0,0,0
354,1156,0,22.0,1.5,0,2,14,5,5,0,0,1,0,0,0,0,0,0,1
355,1157,0,22.0,1.5,1,3,12,1,3,0,0,0,0,1,0,0,0,1,0
356,1158,1,52.0,15.0,1,2,14,5,5,0,0,1,0,0,0,0,0,0,1
357,1160,0,37.0,15.0,1,2,14,1,1,0,0,0,0,0,0,0,0,0,1
358,1161,0,32.0,10.0,1,2,14,5,5,0,0,1,0,0,0,0,0,0,1
359,1163,0,22.0,7.0,0,4,14,4,3,2,1,0,0,1,0,0,1,0,0
360,1166,1,42.0,15.0,1,4,20,4,5,0,0,1,0,0,0,0,1,0,0
361,1169,1,32.0,7.0,1,4,20,6,5,1,1,1,0,0,0,0,1,0,0
362,1177,0,27.0,4.0,1,3,18,4,5,0,0,1,0,0,0,0,0,1,0
363,1178,1,37.0,15.0,1,4,20,6,5,0,0,1,0,0,0,0,1,0,0
364,1180,1,27.0,1.5,0,3,18,5,5,0,0,1,0,0,0,0,0,1,0
365,1187,0,22.0,0.125,0,2,16,6,3,0,0,0,0,1,0,0,0,0,1
366,1191,1,32.0,10.0,1,2,20,6,3,0,0,0,0,1,0,0,0,0,1
367,1195,0,27.0,4.0,0,4,18,5,4,0,0,0,1,0,0,0,1,0,0
368,1198,1,27.0,4.0,1,2,18,6,2,7,1,0,0,0,1,0,0,0,1
369,1204,0,22.0,1.5,1,5,14,5,3,1,1,0,0,1,0,1,0,0,0
370,1207,0,27.0,7.0,1,2,12,5,1,0,0,0,0,0,0,0,0,0,1
371,1208,1,32.0,4.0,1,5,18,6,3,0,0,0,0,1,0,1,0,0,0
372,1209,0,37.0,15.0,1,2,17,5,5,0,0,1,0,0,0,0,0,0,1
373,1211,1,47.0,15.0,0,4,20,6,4,0,0,0,1,0,0,0,1,0,0
374,1215,1,27.0,1.5,0,1,18,5,5,0,0,1,0,0,0,0,0,0,0
375,1218,0,32.0,15.0,0,3,17,5,1,12,1,0,0,0,0,0,0,1,0
376,1221,1,37.0,15.0,1,4,20,6,4,0,0,0,1,0,0,0,1,0,0
377,1226,0,32.0,15.0,1,4,18,1,4,0,0,0,1,0,0,0,1,0,0
378,1229,0,32.0,7.0,1,4,17,5,4,0,0,0,1,0,0,0,1,0,0
379,1230,0,42.0,15.0,1,2,12,1,2,12,1,0,0,0,1,0,0,0,1
380,1231,0,42.0,15.0,1,3,14,1,3,0,0,0,0,1,0,0,0,1,0
381,1234,0,27.0,7.0,1,3,16,1,4,0,0,0,1,0,0,0,0,1,0
382,1235,1,27.0,1.5,0,3,16,4,2,0,0,0,0,0,1,0,0,1,0
383,1236,1,42.0,15.0,1,3,20,5,4,7,1,0,1,0,0,0,0,1,0
384,1242,1,22.0,1.5,0,3,16,3,5,0,0,1,0,0,0,0,0,1,0
385,1245,1,27.0,4.0,1,3,16,4,2,0,0,0,0,0,1,0,0,1,0
386,1247,1,32.0,10.0,0,2,18,4,2,12,1,0,0,0,1,0,0,0,1
387,1259,0,32.0,15.0,1,3,9,1,1,12,1,0,0,0,0,0,0,1,0
388,1260,0,27.0,7.0,1,3,12,1,2,0,0,0,0,0,1,0,0,1,0
389,1266,0,37.0,15.0,1,2,18,5,4,0,0,0,1,0,0,0,0,0,1
390,1271,0,37.0,7.0,1,3,14,4,4,0,0,0,1,0,0,0,0,1,0
391,1273,1,22.0,1.5,0,2,16,5,5,0,0,1,0,0,0,0,0,0,1
392,1276,1,37.0,15.0,1,5,20,5,4,0,0,0,1,0,0,1,0,0,0
393,1280,0,22.0,1.5,0,4,16,5,3,0,0,0,0,1,0,0,1,0,0
394,1282,0,32.0,10.0,1,4,16,1,5,0,0,1,0,0,0,0,1,0,0
395,1285,1,27.0,4.0,0,2,17,5,3,0,0,0,0,1,0,0,0,0,1
396,1294,1,57.0,15.0,1,5,20,4,5,7,1,1,0,0,0,1,0,0,0
397,1295,0,22.0,0.417,0,4,14,5,5,0,0,1,0,0,0,0,1,0,0
398,1298,0,27.0,4.0,0,2,18,5,5,0,0,1,0,0,0,0,0,0,1
399,1299,1,37.0,15.0,1,4,18,5,3,0,0,0,0,1,0,0,1,0,0
400,1304,1,37.0,10.0,1,5,20,7,4,0,0,0,1,0,0,1,0,0,0
401,1305,0,27.0,7.0,1,2,14,4,2,0,0,0,0,0,1,0,0,0,1
402,1311,1,32.0,4.0,1,2,16,5,5,0,0,1,0,0,0,0,0,0,1
403,1314,1,32.0,4.0,1,2,16,6,4,0,0,0,1,0,0,0,0,0,1
404,1319,1,22.0,1.5,0,3,18,4,5,0,0,1,0,0,0,0,0,1,0
405,1322,0,22.0,4.0,1,4,14,3,4,0,0,0,1,0,0,0,1,0,0
406,1324,0,17.5,0.75,0,2,18,5,4,0,0,0,1,0,0,0,0,0,1
407,1327,1,32.0,10.0,1,4,20,4,5,0,0,1,0,0,0,0,1,0,0
408,1328,0,32.0,0.75,0,5,14,3,3,0,0,0,0,1,0,1,0,0,0
409,1330,1,37.0,15.0,1,4,17,5,3,0,0,0,0,1,0,0,1,0,0
410,1332,1,32.0,4.0,0,3,14,4,5,0,0,1,0,0,0,0,0,1,0
411,1333,0,27.0,1.5,0,2,17,3,2,0,0,0,0,0,1,0,0,0,1
412,1336,0,22.0,7.0,1,4,14,1,5,0,0,1,0,0,0,0,1,0,0
413,1341,1,47.0,15.0,1,5,14,6,5,0,0,1,0,0,0,1,0,0,0
414,1344,1,27.0,4.0,1,1,16,4,4,0,0,0,1,0,0,0,0,0,0
415,1352,0,37.0,15.0,1,5,14,1,3,0,0,0,0,1,0,1,0,0,0
416,1353,1,47.0,15.0,1,4,20,6,4,12,1,0,1,0,0,0,1,0,0
417,1358,1,42.0,4.0,1,4,18,5,5,0,0,1,0,0,0,0,1,0,0
418,1359,0,32.0,4.0,1,2,14,1,5,0,0,1,0,0,0,0,0,0,1
419,1361,1,52.0,15.0,1,2,14,7,4,0,0,0,1,0,0,0,0,0,1
420,1364,0,22.0,1.5,0,2,16,1,4,0,0,0,1,0,0,0,0,0,1
421,1368,1,52.0,15.0,1,4,12,2,4,0,0,0,1,0,0,0,1,0,0
422,1370,0,42.0,15.0,1,2,17,6,3,2,1,0,0,1,0,0,0,0,1
423,1384,0,22.0,0.417,0,3,17,1,5,0,0,1,0,0,0,0,0,1,0
424,1390,0,22.0,1.5,0,2,16,5,5,0,0,1,0,0,0,0,0,0,1
425,1393,1,27.0,4.0,1,4,20,6,4,0,0,0,1,0,0,0,1,0,0
426,1394,0,32.0,15.0,1,4,14,1,5,0,0,1,0,0,0,0,1,0,0
427,1402,0,27.0,1.5,0,2,16,3,5,0,0,1,0,0,0,0,0,0,1
428,1407,1,32.0,4.0,0,1,20,6,5,0,0,1,0,0,0,0,0,0,0
429,1408,1,37.0,15.0,1,3,20,6,4,0,0,0,1,0,0,0,0,1,0
430,1412,0,32.0,10.0,0,2,16,6,5,0,0,1,0,0,0,0,0,0,1
431,1413,0,32.0,10.0,1,5,14,5,5,0,0,1,0,0,0,1,0,0,0
432,1416,1,37.0,1.5,1,4,18,5,3,0,0,0,0,1,0,0,1,0,0
433,1417,1,32.0,1.5,0,2,18,4,4,0,0,0,1,0,0,0,0,0,1
434,1418,0,32.0,10.0,1,4,14,1,4,0,0,0,1,0,0,0,1,0,0
435,1419,0,47.0,15.0,1,4,18,5,4,0,0,0,1,0,0,0,1,0,0
436,1420,0,27.0,10.0,1,5,12,1,5,0,0,1,0,0,0,1,0,0,0
437,1423,1,27.0,4.0,1,3,16,4,5,0,0,1,0,0,0,0,0,1,0
438,1424,0,37.0,15.0,1,4,12,4,2,0,0,0,0,0,1,0,1,0,0
439,1427,1,37.0,15.0,1,3,17,6,3,12,1,0,0,1,0,0,0,1,0
440,1432,0,27.0,0.75,0,4,16,5,5,0,0,1,0,0,0,0,1,0,0
441,1433,0,37.0,15.0,1,4,16,1,5,0,0,1,0,0,0,0,1,0,0
442,1437,0,32.0,15.0,1,3,16,1,5,0,0,1,0,0,0,0,0,1,0
443,1438,0,27.0,10.0,1,2,16,1,5,0,0,1,0,0,0,0,0,0,1
444,1439,1,27.0,7.0,0,2,20,6,5,0,0,1,0,0,0,0,0,0,1
445,1445,1,37.0,15.0,1,5,17,5,2,12,1,0,0,0,1,1,0,0,0
446,1446,0,37.0,15.0,1,2,14,1,3,0,0,0,0,1,0,0,0,0,1
447,1450,1,27.0,1.5,1,2,17,4,4,0,0,0,1,0,0,0,0,0,1
448,1451,0,22.0,0.75,1,2,14,1,5,0,0,1,0,0,0,0,0,0,1
449,1452,1,22.0,4.0,1,4,14,2,4,0,0,0,1,0,0,0,1,0,0
450,1453,1,42.0,0.125,0,4,17,6,4,0,0,0,1,0,0,0,1,0,0
451,1456,1,27.0,1.5,1,4,18,6,5,0,0,1,0,0,0,0,1,0,0
452,1460,1,27.0,10.0,1,2,20,6,4,7,1,0,1,0,0,0,0,0,1
453,1464,1,27.0,7.0,1,3,16,6,3,0,0,0,0,1,0,0,0,1,0
454,1469,0,52.0,15.0,1,4,14,1,3,0,0,0,0,1,0,0,1,0,0
455,1473,1,27.0,1.5,0,5,20,5,2,0,0,0,0,0,1,1,0,0,0
456,1480,1,37.0,15.0,1,2,16,5,4,2,1,0,1,0,0,0,0,0,1
457,1481,0,27.0,1.5,0,2,16,5,5,0,0,1,0,0,0,0,0,0,1
458,1482,0,27.0,1.5,0,3,17,5,5,0,0,1,0,0,0,0,0,1,0
459,1496,1,22.0,0.125,0,5,16,4,4,0,0,0,1,0,0,1,0,0,0
460,1497,0,27.0,4.0,1,4,16,1,5,0,0,1,0,0,0,0,1,0,0
461,1504,0,27.0,4.0,1,4,12,1,5,0,0,1,0,0,0,0,1,0,0
462,1505,0,32.0,15.0,1,1,14,5,2,12,1,0,0,0,1,0,0,0,0
463,1513,0,47.0,15.0,1,2,14,5,5,0,0,1,0,0,0,0,0,0,1
464,1515,0,32.0,15.0,1,3,14,5,3,0,0,0,0,1,0,0,0,1,0
465,1534,1,42.0,7.0,1,2,16,5,5,0,0,1,0,0,0,0,0,0,1
466,1535,1,22.0,0.75,0,4,16,6,4,0,0,0,1,0,0,0,1,0,0
467,1536,1,27.0,0.125,0,3,20,6,5,0,0,1,0,0,0,0,0,1,0
468,1540,1,32.0,10.0,1,3,20,6,5,0,0,1,0,0,0,0,0,1,0
469,1543,1,32.0,10.0,1,3,17,6,3,7,1,0,0,1,0,0,0,1,0
470,1548,1,37.0,15.0,1,4,18,5,1,2,1,0,0,0,0,0,1,0,0
471,1550,0,27.0,1.5,0,2,17,5,5,7,1,1,0,0,0,0,0,0,1
472,1551,0,22.0,0.417,0,5,14,4,5,0,0,1,0,0,0,1,0,0,0
473,1555,0,47.0,15.0,1,5,14,1,4,0,0,0,1,0,0,1,0,0,0
474,1557,0,32.0,10.0,1,3,14,1,5,0,0,1,0,0,0,0,0,1,0
475,1561,0,47.0,15.0,1,2,17,5,2,3,1,0,0,0,1,0,0,0,1
476,1564,1,37.0,15.0,1,2,17,5,4,12,1,0,1,0,0,0,0,0,1
477,1566,1,57.0,15.0,1,4,17,5,5,0,0,1,0,0,0,0,1,0,0
478,1567,1,27.0,4.0,1,3,20,6,5,0,0,1,0,0,0,0,0,1,0
479,1573,0,27.0,4.0,0,2,14,5,5,12,1,1,0,0,0,0,0,0,1
480,1575,0,27.0,10.0,1,4,14,1,5,2,1,1,0,0,0,0,1,0,0
481,1576,0,32.0,7.0,1,4,17,1,5,0,0,1,0,0,0,0,1,0,0
482,1584,0,37.0,10.0,1,4,16,1,5,0,0,1,0,0,0,0,1,0,0
483,1585,0,32.0,10.0,1,1,18,1,4,0,0,0,1,0,0,0,0,0,0
484,1590,0,22.0,4.0,0,3,14,1,4,0,0,0,1,0,0,0,0,1,0
485,1594,0,27.0,7.0,1,4,14,3,2,0,0,0,0,0,1,0,1,0,0
486,1595,1,57.0,15.0,1,5,18,5,2,0,0,0,0,0,1,1,0,0,0
487,1599,0,22.0,4.0,1,3,16,1,3,1,1,0,0,1,0,0,0,1,0
488,1603,1,32.0,7.0,1,2,18,5,5,0,0,1,0,0,0,0,0,0,1
489,1608,0,27.0,1.5,0,4,17,1,3,0,0,0,0,1,0,0,1,0,0
490,1609,1,22.0,1.5,0,4,14,5,5,0,0,1,0,0,0,0,1,0,0
491,1615,0,22.0,1.5,1,4,14,5,4,0,0,0,1,0,0,0,1,0,0
492,1616,0,32.0,7.0,1,3,16,1,5,0,0,1,0,0,0,0,0,1,0
493,1617,0,47.0,15.0,1,3,16,5,4,0,0,0,1,0,0,0,0,1,0
494,1620,0,22.0,0.75,0,3,16,1,5,0,0,1,0,0,0,0,0,1,0
495,1621,0,22.0,1.5,1,2,14,5,5,0,0,1,0,0,0,0,0,0,1
496,1622,1,52.0,7.0,0,4,16,5,5,12,1,1,0,0,0,0,1,0,0
497,1629,0,27.0,4.0,1,1,16,3,5,2,1,1,0,0,0,0,0,0,0
498,1637,0,27.0,4.0,1,1,16,5,5,0,0,1,0,0,0,0,0,0,0
499,1638,1,52.0,15.0,1,4,16,5,5,0,0,1,0,0,0,0,1,0,0
500,1650,1,32.0,10.0,1,4,20,6,5,0,0,1,0,0,0,0,1,0,0
501,1654,1,47.0,15.0,1,4,16,6,4,0,0,0,1,0,0,0,1,0,0
502,1664,0,37.0,15.0,1,2,17,6,4,7,1,0,1,0,0,0,0,0,1
503,1665,0,27.0,7.0,1,2,14,1,2,0,0,0,0,0,1,0,0,0,1
504,1669,0,27.0,4.0,0,1,17,3,1,2,1,0,0,0,0,0,0,0,0
505,1670,0,22.0,1.5,0,4,14,4,5,0,0,1,0,0,0,0,1,0,0
506,1671,0,32.0,10.0,1,2,16,5,4,0,0,0,1,0,0,0,0,0,1
507,1674,0,17.5,0.75,1,2,12,3,5,12,1,1,0,0,0,0,0,0,1
508,1675,0,22.0,0.75,0,2,16,5,4,0,0,0,1,0,0,0,0,0,1
509,1682,0,32.0,15.0,1,5,18,5,4,7,1,0,1,0,0,1,0,0,0
510,1685,0,22.0,4.0,0,1,16,3,5,7,1,1,0,0,0,0,0,0,0
511,1688,0,22.0,1.5,0,2,16,5,5,0,0,1,0,0,0,0,0,0,1
512,1691,0,42.0,15.0,1,3,18,6,4,0,0,0,1,0,0,0,0,1,0
513,1695,0,27.0,7.0,1,5,14,4,5,0,0,1,0,0,0,1,0,0,0
514,1697,1,32.0,4.0,1,4,18,6,4,2,1,0,1,0,0,0,1,0,0
515,1698,1,42.0,15.0,1,4,16,4,4,0,0,0,1,0,0,0,1,0,0
516,1704,0,57.0,15.0,1,3,18,5,2,0,0,0,0,0,1,0,0,1,0
517,1705,1,42.0,15.0,1,3,18,6,2,0,0,0,0,0,1,0,0,1,0
518,1711,0,32.0,7.0,1,2,14,1,2,0,0,0,0,0,1,0,0,0,1
519,1716,0,22.0,1.5,1,3,18,5,2,1,1,0,0,0,1,0,0,1,0
520,1719,1,22.0,4.0,0,5,12,4,5,0,0,1,0,0,0,1,0,0,0
521,1723,0,22.0,1.5,0,1,16,6,5,0,0,1,0,0,0,0,0,0,0
522,1726,0,22.0,0.75,0,1,14,4,5,0,0,1,0,0,0,0,0,0,0
523,1730,0,42.0,15.0,1,2,17,5,4,3,1,0,1,0,0,0,0,0,1
524,1731,1,32.0,7.0,1,4,16,4,4,1,1,0,1,0,0,0,1,0,0
525,1732,1,37.0,15.0,0,3,14,6,2,12,1,0,0,0,1,0,0,1,0
526,1743,1,42.0,15.0,1,3,16,6,3,1,1,0,0,1,0,0,0,1,0
527,1749,0,32.0,15.0,1,4,12,1,5,0,0,1,0,0,0,0,1,0,0
528,1751,1,27.0,4.0,1,1,18,5,4,1,1,0,1,0,0,0,0,0,0
529,1752,1,22.0,1.5,0,2,18,5,3,0,0,0,0,1,0,0,0,0,1
530,1754,1,27.0,4.0,1,5,17,2,5,0,0,1,0,0,0,1,0,0,0
531,1757,1,37.0,15.0,1,4,20,7,3,2,1,0,0,1,0,0,1,0,0
532,1758,0,27.0,4.0,1,4,12,1,5,0,0,1,0,0,0,0,1,0,0
533,1761,1,42.0,15.0,1,5,18,5,4,0,0,0,1,0,0,1,0,0,0
534,1763,1,37.0,15.0,1,3,20,6,4,7,1,0,1,0,0,0,0,1,0
535,1766,1,22.0,1.5,0,2,12,3,3,3,1,0,0,1,0,0,0,0,1
536,1772,1,32.0,4.0,1,3,20,6,2,3,1,0,0,0,1,0,0,1,0
537,1773,1,32.0,1.5,0,2,20,7,3,0,0,0,0,1,0,0,0,0,1
538,1775,1,57.0,15.0,0,4,9,3,1,0,0,0,0,0,0,0,1,0,0
539,1776,1,32.0,15.0,1,5,20,6,5,2,1,1,0,0,0,1,0,0,0
540,1782,0,52.0,15.0,1,1,18,5,5,12,1,1,0,0,0,0,0,0,0
541,1784,1,47.0,15.0,0,1,18,6,5,12,1,1,0,0,0,0,0,0,0
542,1786,1,37.0,7.0,0,4,18,5,5,0,0,1,0,0,0,0,1,0,0
543,1791,0,32.0,15.0,1,4,16,4,4,3,1,0,1,0,0,0,1,0,0
544,1793,1,52.0,15.0,1,2,17,5,4,0,0,0,1,0,0,0,0,0,1
545,1799,1,47.0,15.0,1,4,17,6,5,0,0,1,0,0,0,0,1,0,0
546,1803,0,27.0,7.0,0,2,17,5,4,0,0,0,1,0,0,0,0,0,1
547,1806,0,27.0,7.0,1,4,14,5,5,0,0,1,0,0,0,0,1,0,0
548,1807,0,22.0,4.0,0,2,14,3,3,0,0,0,0,1,0,0,0,0,1
549,1808,1,37.0,7.0,1,2,20,6,5,0,0,1,0,0,0,0,0,0,1
550,1814,1,27.0,7.0,0,4,12,4,3,0,0,0,0,1,0,0,1,0,0
551,1815,1,42.0,10.0,1,4,18,6,4,0,0,0,1,0,0,0,1,0,0
552,1818,0,22.0,1.5,0,3,14,1,5,0,0,1,0,0,0,0,0,1,0
553,1827,0,22.0,4.0,1,2,14,1,3,0,0,0,0,1,0,0,0,0,1
554,1831,0,32.0,15.0,1,3,14,3,2,7,1,0,0,0,1,0,0,1,0
555,1834,0,57.0,15.0,0,4,20,6,5,0,0,1,0,0,0,0,1,0,0
556,1835,1,37.0,15.0,1,4,14,4,3,0,0,0,0,1,0,0,1,0,0
557,1840,0,27.0,7.0,1,4,16,1,2,7,1,0,0,0,1,0,1,0,0
558,1843,0,27.0,7.0,1,3,18,5,5,0,0,1,0,0,0,0,0,1,0
559,1844,1,42.0,15.0,1,3,18,6,2,12,1,0,0,0,1,0,0,1,0
560,1846,0,17.5,10.0,0,4,14,4,5,0,0,1,0,0,0,0,1,0,0
561,1850,1,22.0,4.0,1,4,16,5,5,0,0,1,0,0,0,0,1,0,0
562,1851,0,27.0,4.0,1,2,16,1,4,0,0,0,1,0,0,0,0,0,1
563,1854,0,37.0,15.0,1,2,14,5,1,0,0,0,0,0,0,0,0,0,1
564,1856,0,42.0,15.0,1,2,14,3,2,7,1,0,0,0,1,0,0,0,1
565,1859,0,22.0,1.5,0,5,14,1,4,0,0,0,1,0,0,1,0,0,0
566,1861,1,27.0,7.0,1,2,20,5,4,0,0,0,1,0,0,0,0,0,1
567,1866,1,27.0,4.0,1,4,14,5,5,0,0,1,0,0,0,0,1,0,0
568,1873,1,22.0,0.125,0,1,16,3,5,0,0,1,0,0,0,0,0,0,0
569,1875,0,27.0,7.0,1,4,14,1,4,0,0,0,1,0,0,0,1,0,0
570,1876,1,27.0,7.0,1,2,17,5,4,12,1,0,1,0,0,0,0,0,1
571,1885,0,32.0,15.0,1,5,16,5,3,0,0,0,0,1,0,1,0,0,0
572,1892,1,32.0,10.0,1,4,18,5,4,0,0,0,1,0,0,0,1,0,0
573,1895,0,32.0,15.0,1,2,14,3,4,0,0,0,1,0,0,0,0,0,1
574,1896,0,22.0,1.5,0,3,17,5,5,0,0,1,0,0,0,0,0,1,0
575,1897,1,27.0,4.0,1,4,17,4,4,0,0,0,1,0,0,0,1,0,0
576,1899,0,52.0,15.0,1,5,14,1,5,0,0,1,0,0,0,1,0,0,0
577,1904,0,27.0,7.0,1,2,12,1,2,0,0,0,0,0,1,0,0,0,1
578,1905,0,27.0,7.0,1,3,12,1,4,0,0,0,1,0,0,0,0,1,0
579,1908,0,42.0,15.0,1,2,14,1,4,0,0,0,1,0,0,0,0,0,1
580,1916,0,42.0,15.0,1,4,14,5,4,0,0,0,1,0,0,0,1,0,0
581,1918,1,27.0,7.0,1,4,14,3,3,0,0,0,0,1,0,0,1,0,0
582,1920,1,27.0,7.0,1,2,20,6,2,0,0,0,0,0,1,0,0,0,1
583,1929,1,32.0,10.0,1,4,14,4,3,3,1,0,0,1,0,0,1,0,0
584,1930,0,42.0,15.0,1,3,12,3,3,0,0,0,0,1,0,0,0,1,0
585,1935,1,47.0,15.0,1,3,16,4,2,7,1,0,0,0,1,0,0,1,0
586,1938,1,22.0,1.5,1,1,12,2,5,1,1,1,0,0,0,0,0,0,0
587,1940,1,27.0,4.0,1,3,16,3,5,0,0,1,0,0,0,0,0,1,0
588,1941,0,32.0,10.0,1,2,18,5,4,7,1,0,1,0,0,0,0,0,1
589,1947,0,27.0,7.0,1,3,14,1,4,0,0,0,1,0,0,0,0,1,0
590,1949,0,22.0,1.5,0,2,14,4,5,0,0,1,0,0,0,0,0,0,1
591,1951,0,27.0,4.0,1,4,14,1,4,0,0,0,1,0,0,0,1,0,0
592,1952,0,22.0,4.0,0,4,14,5,5,0,0,1,0,0,0,0,1,0,0
593,1954,1,32.0,10.0,1,2,17,6,5,2,1,1,0,0,0,0,0,0,1
594,1959,1,22.0,7.0,1,3,18,6,2,2,1,0,0,0,1,0,0,1,0
595,1960,0,22.0,1.5,0,2,16,4,5,0,0,1,0,0,0,0,0,0,1
596,9001,1,47.0,15.0,0,4,14,5,4,0,0,0,1,0,0,0,1,0,0
597,9010,0,32.0,15.0,1,3,14,1,5,1,1,1,0,0,0,0,0,1,0
598,9012,1,37.0,10.0,1,2,18,6,2,0,0,0,0,0,1,0,0,0,1
599,9023,1,37.0,15.0,1,3,17,5,4,0,0,0,1,0,0,0,0,1,0
600,9029,0,27.0,4.0,1,2,16,1,4,0,0,0,1,0,0,0,0,0,1
