,salary,teamsal,nl,years,games,atbats,runs,hits,doubles,triples,hruns,rbis,bavg,bb,so,sbases,fldperc,frstbase,scndbase,shrtstop,thrdbase,outfield,catcher,yrsallst,hispan,black,whitepop,blackpop,hisppop,pcinc,gamesyr,hrunsyr,atbatsyr,allstar,slugavg,rbisyr,sbasesyr,runsyr,percwhte,percblck,perchisp,blckpb,hispph,whtepw,blckph,hisppb,lsalary
85,2000000.0,37792000.0,1,6,578,1769,237,464,90,15,49,207,262.0,194,357,25,959,0,0,1,0,0,0,0,0,0,202017.0,736153.0,57169.0,15559,96.333336,8.166667,294.83334,0.0,41.32278,34.5,4.1666665,39.5,20.2963,73.96003,5.7436714,0.0,0.0,20.2963,0.0,0.0,14.508657
86,1775000.0,37792000.0,1,4,396,1370,228,369,70,8,71,240,269.0,215,267,23,976,0,0,0,0,1,0,0,0,1,202017.0,736153.0,57169.0,15559,99.0,17.75,342.5,0.0,48.759125,60.0,5.75,57.0,20.2963,73.96003,5.7436714,73.96003,0.0,0.0,5.7436714,0.0,14.389311
87,1600000.0,37792000.0,1,10,925,2770,311,726,172,11,81,413,262.0,306,398,43,991,1,0,0,0,0,0,0,0,0,202017.0,736153.0,57169.0,15559,92.5,8.1,277.0,0.0,41.98556,41.3,4.3,31.1,20.2963,73.96003,5.7436714,0.0,0.0,20.2963,0.0,0.0,14.285514
88,1000000.0,37792000.0,1,4,222,593,101,145,11,18,17,57,245.0,46,110,46,974,0,0,0,0,1,0,0,0,1,202017.0,736153.0,57169.0,15559,55.5,4.25,148.25,0.0,40.978077,14.25,11.5,25.25,20.2963,73.96003,5.7436714,73.96003,0.0,0.0,5.7436714,0.0,13.815511
89,975000.0,37792000.0,1,6,379,1191,98,281,60,2,28,146,236.0,69,238,3,985,0,0,0,0,0,1,0,0,0,202017.0,736153.0,57169.0,15559,63.166668,4.6666665,198.5,0.0,36.02015,24.333334,0.5,16.333334,20.2963,73.96003,5.7436714,0.0,0.0,20.2963,0.0,0.0,13.790193
90,925000.0,37792000.0,1,4,331,1013,109,250,51,3,16,107,247.0,108,130,4,994,0,0,0,0,0,1,1,0,0,202017.0,736153.0,57169.0,15559,82.75,4.0,253.25,25.0,35.044422,26.75,1.0,27.25,20.2963,73.96003,5.7436714,0.0,0.0,20.2963,0.0,0.0,13.737549
91,800000.0,37792000.0,1,11,777,1689,171,377,31,12,1,113,223.0,121,274,34,973,0,0,1,0,0,0,0,1,0,202017.0,736153.0,57169.0,15559,70.63636,0.09090909,153.54546,0.0,25.754885,10.272727,3.090909,15.545455,20.2963,73.96003,5.7436714,0.0,5.7436714,0.0,0.0,73.96003,13.592367
92,675000.0,37792000.0,1,7,562,1353,195,336,65,10,20,127,248.0,142,195,50,979,0,0,0,1,0,0,0,0,0,202017.0,736153.0,57169.0,15559,80.28571,2.857143,193.28572,0.0,35.55063,18.142857,7.142857,27.857143,20.2963,73.96003,5.7436714,0.0,0.0,20.2963,0.0,0.0,13.422468
93,550000.0,37792000.0,1,5,423,1048,108,237,37,7,10,82,226.0,109,100,1,982,0,1,0,0,0,0,0,0,0,202017.0,736153.0,57169.0,15559,84.6,2.0,209.6,0.0,30.343512,16.4,0.2,21.6,20.2963,73.96003,5.7436714,0.0,0.0,20.2963,0.0,0.0,13.217673
94,205000.0,37792000.0,1,2,199,509,66,125,29,3,26,91,246.0,38,98,1,991,1,0,0,0,0,0,0,0,0,202017.0,736153.0,57169.0,15559,99.5,13.0,254.5,0.0,46.75835,45.5,0.5,33.0,20.2963,73.96003,5.7436714,0.0,0.0,20.2963,0.0,0.0,12.230765
95,181500.0,37792000.0,1,4,126,268,24,69,14,1,13,51,257.0,13,48,2,985,0,0,0,0,0,1,0,1,0,202017.0,736153.0,57169.0,15559,31.5,3.25,67.0,0.0,46.268658,12.75,0.5,6.0,20.2963,73.96003,5.7436714,0.0,5.7436714,0.0,0.0,73.96003,12.109011
96,5700000.0,42668170.0,1,7,835,3122,478,924,150,30,70,368,296.0,273,291,148,973,0,0,1,0,0,0,4,0,1,1521061.0,203067.0,9376.0,17998,119.28571,10.0,446.0,57.142857,43.049328,52.57143,21.142857,68.28571,87.74488,11.714251,0.54086983,11.714251,0.0,0.0,0.54086983,0.0,15.555977
97,3900000.0,42668170.0,1,6,636,2091,378,626,103,22,20,158,299.0,218,266,151,972,0,0,0,0,1,0,1,0,1,1521061.0,203067.0,9376.0,17998,106.0,3.3333333,348.5,16.666666,39.8374,26.333334,25.166666,63.0,87.74488,11.714251,0.54086983,11.714251,0.0,0.0,0.54086983,0.0,15.176487
98,3750000.0,42668170.0,1,8,900,3109,469,859,162,20,171,548,276.0,352,542,26,963,0,0,0,0,1,0,2,0,1,1521061.0,203067.0,9376.0,17998,112.5,21.375,388.625,25.0,50.627213,68.5,3.25,58.625,87.74488,11.714251,0.54086983,11.714251,0.0,0.0,0.54086983,0.0,15.137266
99,3133333.0,42668170.0,1,6,638,2277,320,637,110,12,56,258,280.0,168,1440,151,984,0,0,0,0,1,0,1,0,1,1521061.0,203067.0,9376.0,17998,106.333336,9.333333,379.5,16.666666,41.238472,43.0,25.166666,53.333332,87.74488,11.714251,0.54086983,11.714251,0.0,0.0,0.54086983,0.0,14.957608
100,3100000.0,42668170.0,1,5,616,2335,342,637,153,11,80,275,273.0,189,276,108,962,0,0,0,1,0,0,3,0,0,1521061.0,203067.0,9376.0,17998,123.2,16.0,467.0,60.0,45.05353,55.0,21.6,68.4,87.74488,11.714251,0.54086983,0.0,0.0,87.74488,0.0,0.0,14.946913
101,1275000.0,42668170.0,1,5,388,1220,166,371,76,7,27,152,304.0,113,159,25,995,1,0,0,0,0,0,0,0,0,1521061.0,203067.0,9376.0,17998,77.6,5.4,244.0,0.0,44.42623,30.4,5.0,33.2,87.74488,11.714251,0.54086983,0.0,0.0,87.74488,0.0,0.0,14.058456
102,1200000.0,42668170.0,1,4,407,1269,110,314,67,1,32,173,247.0,96,231,3,989,0,0,0,0,0,1,0,0,0,1521061.0,203067.0,9376.0,17998,101.75,8.0,317.25,0.0,37.746258,43.25,0.75,27.5,87.74488,11.714251,0.54086983,0.0,0.0,87.74488,0.0,0.0,13.997832
103,700000.0,42668170.0,1,10,1310,5146,718,1338,243,85,128,574,260.0,346,1208,349,973,0,0,0,0,1,0,3,1,0,1521061.0,203067.0,9376.0,17998,131.0,12.8,514.6,30.0,41.488533,57.4,34.9,71.8,87.74488,11.714251,0.54086983,0.0,0.54086983,0.0,0.0,11.714251,13.458836
104,475000.0,42668170.0,1,6,554,1755,258,450,86,9,62,236,256.0,373,357,16,992,1,0,0,0,0,0,0,0,1,1521061.0,203067.0,9376.0,17998,92.333336,10.333333,292.5,0.0,42.16524,39.333332,2.6666667,43.0,87.74488,11.714251,0.54086983,11.714251,0.0,0.0,0.54086983,0.0,13.07107
105,400000.0,42668170.0,1,5,355,557,71,135,28,7,8,57,242.0,35,91,24,969,0,0,0,0,1,0,0,0,0,1521061.0,203067.0,9376.0,17998,71.0,1.6,111.4,0.0,36.086178,11.4,4.8,14.2,87.74488,11.714251,0.54086983,0.0,0.0,87.74488,0.0,0.0,12.8992195
106,200000.0,42668170.0,1,2,125,425,68,112,26,6,13,39,264.0,48,107,17,980,0,0,0,0,1,0,0,0,1,1521061.0,203067.0,9376.0,17998,62.5,6.5,212.5,0.0,44.47059,19.5,8.5,34.0,87.74488,11.714251,0.54086983,11.714251,0.0,0.0,0.54086983,0.0,12.206073
107,120000.0,42668170.0,1,1,34,51,6,14,4,0,0,4,275.0,0,10,3,952,0,0,0,0,1,0,0,1,0,1521061.0,203067.0,9376.0,17998,34.0,0.0,51.0,0.0,35.294117,4.0,3.0,6.0,87.74488,11.714251,0.54086983,0.0,0.54086983,0.0,0.0,11.714251,11.695247
108,1200000.0,8854000.0,1,5,530,1845,168,461,77,4,48,219,250.0,83,319,13,953,0,0,0,1,0,0,0,0,1,1594734.0,97755.0,226200.0,18365,106.0,9.6,369.0,0.0,37.398373,43.8,2.6,33.6,83.115814,5.094885,11.7893,5.094885,0.0,0.0,11.7893,0.0,13.997832
109,725000.0,8854000.0,1,5,424,1365,144,347,69,6,38,176,254.00002,60,291,40,979,0,0,0,0,1,0,0,0,0,1594734.0,97755.0,226200.0,18365,84.8,7.6,273.0,0.0,39.70696,35.2,8.0,28.8,83.115814,5.094885,11.7893,0.0,0.0,83.115814,0.0,0.0,13.493927
110,690000.0,8854000.0,1,5,340,1022,88,242,45,7,28,126,237.0,61,224,5,991,0,0,0,0,1,0,0,0,1,1594734.0,97755.0,226200.0,18365,68.0,5.6,204.4,0.0,37.671234,25.2,1.0,17.6,83.115814,5.094885,11.7893,5.094885,0.0,0.0,11.7893,0.0,13.444447
111,670000.0,8854000.0,1,4,304,893,73,234,39,3,3,70,262.0,53,120,10,985,0,0,0,0,0,1,0,0,0,1594734.0,97755.0,226200.0,18365,76.0,0.75,223.25,0.0,32.25084,17.5,2.5,18.25,83.115814,5.094885,11.7893,0.0,0.0,83.115814,0.0,0.0,13.415033
112,600000.0,8854000.0,1,8,942,3407,432,909,182,16,116,472,267.0,235,859,59,992,1,0,0,0,0,0,1,1,0,1594734.0,97755.0,226200.0,18365,117.75,14.5,425.875,12.5,43.175816,59.0,7.375,54.0,83.115814,5.094885,11.7893,0.0,11.7893,0.0,0.0,5.094885,13.304685
113,550000.0,8854000.0,1,9,882,2261,321,565,114,21,65,224,250.0,205,392,97,976,0,0,0,0,1,0,0,0,1,1594734.0,97755.0,226200.0,18365,98.0,7.2222223,251.22223,0.0,40.513046,24.88889,10.777778,35.666668,83.115814,5.094885,11.7893,5.094885,0.0,0.0,11.7893,0.0,13.217673
114,350000.0,8854000.0,1,3,290,916,145,259,26,14,0,49,283.0,114,152,83,971,0,0,0,0,1,0,0,0,1,1594734.0,97755.0,226200.0,18365,96.666664,0.0,305.33334,0.0,34.170307,16.333334,27.666666,48.333332,83.115814,5.094885,11.7893,5.094885,0.0,0.0,11.7893,0.0,12.765689
115,310000.0,8854000.0,1,6,605,1755,249,432,55,17,3,109,246.0,220,204,153,992,0,0,0,0,1,0,0,0,1,1594734.0,97755.0,226200.0,18365,100.833336,0.5,292.5,0.0,30.19943,18.166666,25.5,41.5,83.115814,5.094885,11.7893,5.094885,0.0,0.0,11.7893,0.0,12.644327
116,225000.0,8854000.0,1,17,2154,7918,196,2105,349,39,398,1259,266.0,981,1733,161,982,0,0,0,0,1,0,7,0,0,1594734.0,97755.0,226200.0,18365,126.70588,23.411764,465.7647,41.17647,47.05734,74.05882,9.470589,11.529411,83.115814,5.094885,11.7893,0.0,0.0,83.115814,0.0,0.0,12.323855
117,167500.0,8854000.0,1,2,98,236,25,58,11,1,1,20,246.0,11,49,1,974,0,0,1,0,0,0,0,1,0,1594734.0,97755.0,226200.0,18365,49.0,0.5,118.0,0.0,31.355932,10.0,0.5,12.5,83.115814,5.094885,11.7893,0.0,11.7893,0.0,0.0,5.094885,12.028739
118,120000.0,8854000.0,1,2,21,21,2,5,1,0,0,1,238.0,1,6,0,963,0,0,1,0,0,0,0,1,0,1594734.0,97755.0,226200.0,18365,10.5,0.0,10.5,0.0,28.571428,0.5,0.0,1.0,83.115814,5.094885,11.7893,0.0,11.7893,0.0,0.0,5.094885,11.695247
119,3150000.0,28970500.0,1,6,694,2492,271,639,121,11,44,295,256.0,206,405,27,952,0,0,0,0,1,0,0,0,0,2507455.0,665378.0,772295.0,17707,115.666664,7.3333335,415.33334,0.0,36.67737,49.166668,4.5,45.166668,63.558266,16.865816,19.575918,0.0,0.0,63.558266,0.0,0.0,14.962913
120,3050000.0,28970500.0,1,5,645,2280,306,624,106,12,30,192,274.0,256,338,109,987,0,1,0,0,0,0,2,0,0,2507455.0,665378.0,772295.0,17707,129.0,6.0,456.0,40.0,37.017544,38.4,21.8,61.2,63.558266,16.865816,19.575918,0.0,0.0,63.558266,0.0,0.0,14.930653
121,2900000.0,28970500.0,1,4,544,1884,249,520,78,29,18,171,276.0,147,211,117,986,0,0,0,0,1,0,0,0,0,2507455.0,665378.0,772295.0,17707,136.0,4.5,471.0,0.0,37.685776,42.75,29.25,62.25,63.558266,16.865816,19.575918,0.0,0.0,63.558266,0.0,0.0,14.880221
122,775000.0,28970500.0,1,6,641,1743,175,435,75,20,9,124,250.0,149,187,34,981,0,0,1,0,0,0,0,0,0,2507455.0,665378.0,772295.0,17707,106.833336,1.5,290.5,0.0,33.103844,20.666666,5.6666665,29.166666,63.558266,16.865816,19.575918,0.0,0.0,63.558266,0.0,0.0,13.560618
123,655000.0,28970500.0,1,2,318,1140,166,323,60,10,33,178,283.0,159,213,17,993,1,0,0,0,0,0,0,0,0,2507455.0,665378.0,772295.0,17707,159.0,16.5,570.0,0.0,44.035088,89.0,8.5,83.0,63.558266,16.865816,19.575918,0.0,0.0,63.558266,0.0,0.0,13.39239
124,500000.0,28970500.0,1,11,1267,4112,509,1108,203,39,104,507,269.0,279,566,134,982,0,0,0,0,1,0,1,0,1,2507455.0,665378.0,772295.0,17707,115.181816,9.454545,373.81818,9.090909,41.36673,46.090908,12.181818,46.272728,63.558266,16.865816,19.575918,16.865816,0.0,0.0,19.575918,0.0,13.122363
125,500000.0,28970500.0,1,7,779,2665,283,694,122,19,72,333,260.0,148,398,24,982,0,0,0,0,1,0,0,0,0,2507455.0,665378.0,772295.0,17707,111.28571,10.285714,380.7143,0.0,40.150093,47.57143,3.4285715,40.42857,63.558266,16.865816,19.575918,0.0,0.0,63.558266,0.0,0.0,13.122363
126,400000.0,28970500.0,1,9,993,3011,303,725,98,34,19,216,241.0,248,420,69,970,0,0,1,0,0,0,0,1,0,2507455.0,665378.0,772295.0,17707,110.333336,2.1111112,334.55554,0.0,31.484556,24.0,7.6666665,33.666668,63.558266,16.865816,19.575918,0.0,19.575918,0.0,0.0,16.865816,12.8992195
127,350000.0,28970500.0,1,4,285,858,89,180,31,1,34,123,210.0,88,233,11,976,0,0,0,0,1,0,0,0,1,2507455.0,665378.0,772295.0,17707,71.25,8.5,214.5,0.0,36.713287,30.75,2.75,22.25,63.558266,16.865816,19.575918,16.865816,0.0,0.0,19.575918,0.0,12.765689
128,325000.0,28970500.0,1,3,271,881,92,218,49,12,23,124,247.0,66,158,17,988,0,0,0,0,1,0,0,1,0,2507455.0,665378.0,772295.0,17707,90.333336,7.6666665,293.66666,0.0,40.862656,41.333332,5.6666665,30.666666,63.558266,16.865816,19.575918,0.0,19.575918,0.0,0.0,16.865816,12.691581
129,162500.0,28970500.0,1,2,130,363,28,82,17,1,5,36,226.0,36,94,2,990,0,0,0,0,0,1,0,0,0,2507455.0,665378.0,772295.0,17707,65.0,2.5,181.5,0.0,31.955923,18.0,1.0,14.0,63.558266,16.865816,19.575918,0.0,0.0,63.558266,0.0,0.0,11.998433
130,156500.0,28970500.0,1,2,93,242,12,55,12,0,0,21,227.0,15,33,0,994,0,0,0,0,0,1,0,0,0,2507455.0,665378.0,772295.0,17707,46.5,0.0,121.0,0.0,27.685951,10.5,0.0,6.0,63.558266,16.865816,19.575918,0.0,0.0,63.558266,0.0,0.0,11.960812
131,135000.0,28970500.0,1,3,145,479,42,99,26,4,11,49,207.0,23,150,6,944,0,0,1,0,0,0,0,1,0,2507455.0,665378.0,772295.0,17707,48.333332,3.6666667,159.66667,0.0,34.655533,16.333334,2.0,14.0,63.558266,16.865816,19.575918,0.0,19.575918,0.0,0.0,16.865816,11.81303
132,130000.0,28970500.0,1,2,82,210,15,41,6,0,0,11,195.0,31,44,2,975,0,0,0,1,0,0,0,0,0,2507455.0,665378.0,772295.0,17707,41.0,0.0,105.0,0.0,22.380953,5.5,1.0,7.5,63.558266,16.865816,19.575918,0.0,0.0,63.558266,0.0,0.0,11.77529
133,3800000.0,36217500.0,1,10,1291,4564,768,1196,217,34,285,857,262.0,674,1119,204,979,0,0,0,0,1,0,8,0,1,9388957.0,1229809.0,4779118.0,14731,129.1,28.5,456.4,80.0,51.183174,85.7,20.4,76.8,60.97563,7.9868703,31.037498,7.9868703,0.0,0.0,31.037498,0.0,15.150512
134,3362500.0,36217500.0,1,13,1767,6529,737,1694,360,31,204,905,259.0,514,1007,50,964,0,0,0,1,0,0,5,0,0,9388957.0,1229809.0,4779118.0,14731,135.92308,15.692307,502.23077,38.46154,41.782814,69.61539,3.8461537,56.692307,60.97563,7.9868703,31.037498,0.0,0.0,60.97563,0.0,0.0,15.028195
135,3333333.0,36217500.0,1,12,1678,6169,1048,1777,216,99,44,439,288.0,857,673,437,992,0,0,0,0,1,0,1,0,0,9388957.0,1229809.0,4779118.0,14731,139.83333,3.6666667,514.0833,8.333333,37.65602,36.583332,36.416668,87.333336,60.97563,7.9868703,31.037498,0.0,0.0,60.97563,0.0,0.0,15.019484
136,2500000.0,36217500.0,1,6,715,2658,361,743,180,7,17,227,280.0,319,227,23,979,0,1,0,0,0,0,0,0,0,9388957.0,1229809.0,4779118.0,14731,119.166664,2.8333333,443.0,0.0,37.170807,37.833332,3.8333333,60.166668,60.97563,7.9868703,31.037498,0.0,0.0,60.97563,0.0,0.0,14.731801
137,1500000.0,36217500.0,1,7,852,2987,360,729,139,12,132,414,244.0,165,798,23,978,0,0,0,0,1,0,0,0,0,9388957.0,1229809.0,4779118.0,14731,121.71429,18.857143,426.7143,0.0,43.120186,59.142857,3.2857144,51.42857,60.97563,7.9868703,31.037498,0.0,0.0,60.97563,0.0,0.0,14.220976
138,1000000.0,36217500.0,1,9,932,3124,575,828,127,19,182,564,265.0,460,824,266,984,0,0,0,0,1,0,2,0,1,9388957.0,1229809.0,4779118.0,14731,103.55556,20.222221,347.1111,22.222221,49.263763,62.666668,29.555555,63.88889,60.97563,7.9868703,31.037498,7.9868703,0.0,0.0,31.037498,0.0,13.815511
139,970000.0,36217500.0,1,6,477,106,135,313,56,5,8,111,283.0,133,135,20,966,0,1,0,0,0,0,1,0,1,9388957.0,1229809.0,4779118.0,14731,79.5,1.3333334,17.666666,16.666666,380.1887,18.5,3.3333333,22.5,60.97563,7.9868703,31.037498,7.9868703,0.0,0.0,31.037498,0.0,13.785051
140,900000.0,36217500.0,1,5,548,1585,191,443,54,6,8,131,279.0,115,124,64,954,0,1,0,0,0,0,0,0,1,9388957.0,1229809.0,4779118.0,14731,109.6,1.6,317.0,0.0,33.62776,26.2,12.8,38.2,60.97563,7.9868703,31.037498,7.9868703,0.0,0.0,31.037498,0.0,13.71015
141,600000.0,36217500.0,1,10,1041,3107,456,825,139,52,63,313,266.0,302,527,155,980,0,0,0,0,1,0,0,0,0,9388957.0,1229809.0,4779118.0,14731,104.1,6.3,310.7,0.0,40.45703,31.3,15.5,45.6,60.97563,7.9868703,31.037498,0.0,0.0,60.97563,0.0,0.0,13.304685
142,435000.0,36217500.0,1,2,163,559,63,141,31,1,20,89,252.0,38,109,2,993,1,0,0,0,0,0,0,0,0,9388957.0,1229809.0,4779118.0,14731,81.5,10.0,279.5,0.0,41.860466,44.5,1.0,31.5,60.97563,7.9868703,31.037498,0.0,0.0,60.97563,0.0,0.0,12.983101
143,300000.0,36217500.0,1,3,230,705,84,170,22,8,2,40,241.0,86,144,27,938,0,0,1,0,0,0,0,1,0,9388957.0,1229809.0,4779118.0,14731,76.666664,0.6666667,235.0,0.0,30.35461,13.333333,9.0,28.0,60.97563,7.9868703,31.037498,0.0,31.037498,0.0,0.0,7.9868703,12.611538
144,175000.0,36217500.0,1,3,94,207,14,52,6,0,3,19,250.99998,11,28,1,980,0,0,0,0,0,1,0,1,0,9388957.0,1229809.0,4779118.0,14731,31.333334,1.0,69.0,0.0,32.36715,6.3333335,0.33333334,4.6666665,60.97563,7.9868703,31.037498,0.0,31.037498,0.0,0.0,7.9868703,12.072541
145,126000.0,36217500.0,1,1,21,69,5,16,3,0,1,7,232.0,4,12,0,990,0,0,0,0,0,1,0,0,0,9388957.0,1229809.0,4779118.0,14731,21.0,1.0,69.0,0.0,31.884058,7.0,0.0,5.0,60.97563,7.9868703,31.037498,0.0,0.0,60.97563,0.0,0.0,11.744038
146,4250000.0,24557332.0,1,7,883,3003,511,839,148,13,191,515,279.0,553,737,33,992,1,0,0,0,0,0,1,0,1,1872256.0,159306.0,510781.0,22164,126.14286,27.285715,429.0,14.285714,52.813854,73.57143,4.714286,73.0,73.64294,6.2661095,20.090956,6.2661095,0.0,0.0,20.090956,0.0,15.262429
147,4083333.0,24557332.0,1,11,1463,5701,842,1864,278,78,59,591,327.0,506,291,249,986,0,0,0,0,1,0,8,0,1,1872256.0,159306.0,510781.0,22164,133.0,5.3636365,518.2727,72.72727,43.413437,53.727272,22.636364,76.545456,73.64294,6.2661095,20.090956,6.2661095,0.0,0.0,20.090956,0.0,15.2224245
148,3110000.0,24557332.0,1,5,440,1667,225,471,95,6,54,233,283.0,145,136,48,949,0,0,0,1,0,0,1,0,1,1872256.0,159306.0,510781.0,22164,88.0,10.8,333.4,20.0,44.39112,46.6,9.6,45.0,73.64294,6.2661095,20.090956,6.2661095,0.0,0.0,20.090956,0.0,14.950133
149,1750000.0,24557332.0,1,7,873,2866,339,716,141,28,32,292,250.0,249,411,32,962,0,1,0,0,0,0,1,0,0,1872256.0,159306.0,510781.0,22164,124.71429,4.571429,409.42856,14.285714,35.20586,41.714287,4.571429,48.42857,73.64294,6.2661095,20.090956,0.0,0.0,73.64294,0.0,0.0,14.375126
150,762500.0,24557332.0,1,10,977,2912,389,739,174,10,79,348,254.00002,360,492,21,979,0,1,0,0,0,0,0,0,0,1872256.0,159306.0,510781.0,22164,97.7,7.9,291.2,0.0,40.17857,34.8,2.1,38.9,73.64294,6.2661095,20.090956,0.0,0.0,73.64294,0.0,0.0,13.544358
151,300000.0,24557332.0,1,13,1441,4373,398,1131,198,12,68,446,259.0,567,307,29,988,0,0,0,0,0,1,2,0,0,1872256.0,159306.0,510781.0,22164,110.84615,5.230769,336.3846,15.384615,35.604847,34.307693,2.2307692,30.615385,73.64294,6.2661095,20.090956,0.0,0.0,73.64294,0.0,0.0,12.611538
152,245000.0,24557332.0,1,3,175,512,74,137,27,1,18,68,268.0,71,127,3,975,0,0,0,0,1,0,0,0,0,1872256.0,159306.0,510781.0,22164,58.333332,6.0,170.66667,0.0,42.96875,22.666666,1.0,24.666666,73.64294,6.2661095,20.090956,0.0,0.0,73.64294,0.0,0.0,12.409014
153,165000.0,24557332.0,1,2,79,189,28,43,6,3,2,16,228.0,21,39,10,984,0,0,0,0,1,0,0,0,1,1872256.0,159306.0,510781.0,22164,39.5,1.0,94.5,0.0,32.27513,8.0,5.0,14.0,73.64294,6.2661095,20.090956,6.2661095,0.0,0.0,20.090956,0.0,12.0137005
154,149000.0,24557332.0,1,5,131,265,22,64,11,0,1,19,242.0,6,47,1,958,0,0,1,0,0,0,0,0,0,1872256.0,159306.0,510781.0,22164,26.2,0.2,53.0,0.0,29.433962,3.8,0.2,4.4,73.64294,6.2661095,20.090956,0.0,0.0,73.64294,0.0,0.0,11.911701
155,109000.0,24557332.0,1,1,15,23,1,7,0,0,1,5,304.0,1,7,0,941,1,0,0,0,0,0,0,1,0,1872256.0,159306.0,510781.0,22164,15.0,1.0,23.0,0.0,43.47826,5.0,0.0,1.0,73.64294,6.2661095,20.090956,0.0,20.090956,0.0,0.0,6.2661095,11.599103
156,4750000.0,34136500.0,1,7,1028,3778,605,1139,222,35,162,636,301.0,443,676,50,993,1,0,0,0,0,0,5,0,0,4434064.0,537753.0,970403.0,26414,146.85715,23.142857,539.7143,71.42857,50.741135,90.85714,7.142857,86.42857,74.61965,9.049699,16.330647,0.0,0.0,74.61965,0.0,0.0,15.373655
157,4416667.0,34136500.0,1,7,1010,3584,672,984,220,36,176,556,275.0,611,590,251,985,0,0,0,0,1,0,2,0,1,4434064.0,537753.0,970403.0,26414,144.28572,25.142857,512.0,28.571428,50.33482,79.42857,35.857143,96.0,74.61965,9.049699,16.330647,9.049699,0.0,0.0,16.330647,0.0,15.300896
158,2312500.0,34136500.0,1,11,1462,5669,773,1689,257,83,57,639,298.0,315,878,307,977,0,0,0,0,1,0,4,0,1,4434064.0,537753.0,970403.0,26414,132.90909,5.181818,515.36365,36.363636,40.271652,58.090908,27.90909,70.27273,74.61965,9.049699,16.330647,9.049699,0.0,0.0,16.330647,0.0,14.65384
159,2250000.0,34136500.0,1,6,682,2428,293,586,97,16,121,376,241.0,143,556,24,960,0,0,0,1,0,0,1,0,0,4434064.0,537753.0,970403.0,26414,113.666664,20.166666,404.66666,16.666666,44.39868,62.666668,4.0,48.833332,74.61965,9.049699,16.330647,0.0,0.0,74.61965,0.0,0.0,14.626441
160,1900000.0,34136500.0,1,7,983,3426,487,883,174,34,85,342,258.0,313,713,87,981,0,1,0,0,0,0,1,0,0,4434064.0,537753.0,970403.0,26414,140.42857,12.142858,489.42856,14.285714,40.28021,48.857143,12.428572,69.57143,74.61965,9.049699,16.330647,0.0,0.0,74.61965,0.0,0.0,14.457364
161,1100000.0,34136500.0,1,7,836,2555,329,688,99,37,39,228,269.0,214,425,107,981,0,0,0,0,1,0,0,1,0,4434064.0,537753.0,970403.0,26414,119.42857,5.571429,365.0,0.0,38.277885,32.57143,15.285714,47.0,74.61965,9.049699,16.330647,0.0,16.330647,0.0,0.0,9.049699,13.910821
162,735000.0,34136500.0,1,6,315,863,66,199,30,8,5,79,231.0,51,117,5,988,0,0,0,0,0,1,0,0,0,4434064.0,537753.0,970403.0,26414,52.5,0.8333333,143.83333,0.0,30.127462,13.166667,0.8333333,11.0,74.61965,9.049699,16.330647,0.0,0.0,74.61965,0.0,0.0,13.507626
163,500000.0,34136500.0,1,6,722,2341,257,593,115,14,50,317,252.99998,149,1430,19,994,1,0,0,0,0,0,0,0,0,4434064.0,537753.0,970403.0,26414,120.333336,8.333333,390.16666,0.0,37.847073,52.833332,3.1666667,42.833332,74.61965,9.049699,16.330647,0.0,0.0,74.61965,0.0,0.0,13.122363
164,325000.0,34136500.0,1,9,540,1425,103,332,63,6,13,19,233.0,140,203,2,988,0,0,0,0,0,1,0,0,0,4434064.0,537753.0,970403.0,26414,60.0,1.4444444,158.33333,0.0,31.298246,2.1111112,0.22222222,11.444445,74.61965,9.049699,16.330647,0.0,0.0,74.61965,0.0,0.0,12.691581
165,300000.0,34136500.0,1,6,373,932,107,240,37,1,31,106,258.0,64,131,8,980,0,0,0,0,1,0,0,0,0,4434064.0,537753.0,970403.0,26414,62.166668,5.1666665,155.33333,0.0,39.91416,17.666666,1.3333334,17.833334,74.61965,9.049699,16.330647,0.0,0.0,74.61965,0.0,0.0,12.611538
166,172500.0,34136500.0,1,3,197,577,83,137,13,4,2,34,237.0,72,80,43,1000,0,0,0,0,1,0,0,0,0,4434064.0,537753.0,970403.0,26414,65.666664,0.6666667,192.33333,0.0,28.422876,11.333333,14.333333,27.666666,74.61965,9.049699,16.330647,0.0,0.0,74.61965,0.0,0.0,12.058152
167,155000.0,34136500.0,1,2,107,347,31,75,8,4,4,26,216.0,27,69,8,968,0,0,1,0,0,0,0,0,1,4434064.0,537753.0,970403.0,26414,53.5,2.0,173.5,0.0,29.682997,13.0,4.0,15.5,74.61965,9.049699,16.330647,9.049699,0.0,0.0,16.330647,0.0,11.95118
168,5359973.0,26958972.0,0,12,1800,6942,1043,1922,369,34,273,1014,277.0,752,797,32,978,0,0,1,0,0,0,10,0,0,1709309.0,616065.0,30160.0,17896,150.0,22.75,578.5,83.333336,45.779316,84.5,2.6666667,86.916664,72.56567,26.153942,1.2803891,0.0,0.0,72.56567,0.0,0.0,15.49447
