,wage,lwage,belavg,abvavg,exper,looks,union,goodhlth,black,female,married,south,bigcity,smllcity,service,expersq,educ
330,1.63,0.48858002,0,0,16,3,0,1,0,0,1,1,0,1,1,256,10
331,3.58,1.2753627,0,0,44,3,0,1,0,1,1,0,0,0,0,1936,12
332,12.31,2.510412,0,1,14,4,0,1,0,0,1,0,0,1,0,196,16
333,6.66,1.8961195,0,0,16,3,0,1,0,0,1,0,1,0,0,256,12
334,10.53,2.3542283,0,0,18,3,0,1,0,1,1,0,0,0,1,324,16
335,1.92,0.65232515,1,0,18,2,0,1,0,1,1,0,0,0,1,324,13
336,19.23,2.9564714,0,1,15,4,0,1,0,0,1,0,1,0,0,225,13
337,7.21,1.975469,0,1,41,4,0,1,0,0,1,0,1,0,0,1681,12
338,25.64,3.2441535,0,0,28,3,0,1,0,0,1,0,1,0,0,784,16
339,3.85,1.3480731,0,0,24,3,0,1,0,0,1,0,0,1,0,576,12
340,10.99,2.3969858,0,0,13,3,0,1,0,0,1,0,0,1,0,169,12
341,10.02,2.304583,0,0,22,3,0,1,0,0,1,0,1,0,0,484,13
342,5.31,1.6695918,0,1,18,4,0,1,0,0,1,0,0,1,0,324,13
343,7.19,1.9726912,0,0,40,3,0,1,0,0,1,1,0,1,0,1600,13
344,3.82,1.3402504,0,1,17,4,0,1,0,0,1,0,0,0,0,289,13
345,9.62,2.2638443,0,0,17,3,0,1,0,0,1,0,0,1,0,289,12
346,9.62,2.2638443,0,1,20,4,0,1,0,0,1,0,0,0,0,400,16
347,3.85,1.3480731,0,1,30,4,0,1,0,0,1,0,0,0,1,900,12
348,7.5,2.014903,0,0,30,3,0,1,0,0,1,0,0,1,0,900,12
349,6.92,1.9344158,0,1,22,4,0,1,0,0,1,0,0,1,1,484,12
350,7.69,2.0399208,0,1,7,4,0,1,0,0,1,0,0,1,0,49,12
351,9.23,2.222459,0,0,23,3,0,1,0,0,0,1,0,1,0,529,14
352,1.27,0.23901689,0,0,8,3,0,1,0,1,1,0,0,1,0,64,13
353,4.82,1.5727739,0,1,31,4,0,1,0,0,1,0,0,0,0,961,10
354,6.75,1.9095426,0,0,30,3,0,1,0,0,1,0,0,1,0,900,12
355,8.55,2.1459312,1,0,26,2,0,1,0,0,0,1,0,0,0,676,13
356,6.41,1.8578593,0,1,24,4,1,1,0,0,1,0,1,0,0,576,12
357,7.44,2.0068707,0,0,12,3,1,1,0,0,1,0,0,1,0,144,13
358,1.32,0.2776318,0,0,37,3,0,1,0,1,1,0,0,1,0,1369,12
359,4.81,1.5706971,0,1,16,4,0,1,0,1,0,0,0,0,0,256,14
360,14.35,2.66375,0,0,23,3,0,1,0,0,1,0,0,1,1,529,16
361,2.4,0.8754688,1,0,9,2,0,1,0,0,1,0,0,0,0,81,10
362,3.08,1.1249295,1,0,14,2,0,1,0,0,1,0,0,1,1,196,14
363,10.66,2.3664985,0,1,8,5,0,1,0,0,0,0,0,0,0,64,13
364,7.69,2.0399208,1,0,41,2,0,1,0,0,1,0,0,1,0,1681,16
365,2.54,0.9321641,0,1,5,4,0,1,0,0,0,0,0,1,0,25,13
366,6.38,1.8531681,0,0,30,3,0,1,0,0,1,0,0,0,0,900,12
367,4.81,1.5706971,0,1,12,4,0,1,0,0,1,0,1,0,1,144,17
368,3.82,1.3402504,0,0,24,3,0,1,0,1,0,0,0,1,0,576,12
369,7.4,2.00148,0,0,19,3,0,1,0,0,1,0,1,0,0,361,13
370,7.69,2.0399208,0,1,20,4,0,1,0,0,1,0,0,0,0,400,12
371,8.24,2.1090002,1,0,23,2,0,1,0,1,1,1,1,0,1,529,14
372,2.63,0.9669839,0,0,3,3,0,1,0,0,0,0,0,1,0,9,8
373,5.31,1.6695918,0,1,20,4,0,1,0,0,1,0,0,0,0,400,13
374,3.0,1.0986123,1,0,45,2,0,1,0,0,1,0,0,0,0,2025,5
375,5.7,1.7404661,0,0,31,3,0,1,0,0,1,0,0,1,0,961,12
376,17.49,2.8616292,0,1,23,4,0,1,0,0,1,0,0,0,0,529,13
377,3.89,1.3584092,0,0,7,3,0,1,0,0,0,1,0,1,1,49,13
378,16.14,2.7813005,0,0,23,3,1,1,0,0,1,0,0,0,0,529,10
379,18.32,2.9079933,0,0,25,3,0,1,0,0,1,0,0,1,0,625,13
380,10.42,2.343727,0,0,28,3,1,0,0,0,1,0,0,1,0,784,8
381,24.73,3.208017,0,0,36,3,0,1,0,0,1,0,1,0,0,1296,12
382,7.61,2.0294633,0,0,14,3,0,1,0,0,1,0,0,0,0,196,13
383,10.0,2.3025851,0,1,41,4,0,1,0,0,1,0,0,1,0,1681,17
384,1.68,0.51879376,0,0,15,3,0,1,0,0,1,0,0,0,0,225,10
385,5.1,1.6292405,0,1,34,4,0,0,1,0,1,0,0,1,1,1156,17
386,7.72,2.0438144,0,0,20,3,0,1,0,0,1,0,0,1,0,400,16
387,13.46,2.5997224,0,1,20,4,0,1,0,0,1,1,1,0,0,400,16
388,17.48,2.8610573,0,1,35,4,0,1,0,0,1,0,1,0,0,1225,17
389,1.92,0.65232515,0,0,25,3,0,1,1,0,1,0,0,0,0,625,10
390,5.09,1.6272779,0,1,38,4,0,1,0,0,1,0,0,1,0,1444,13
391,6.37,1.8515995,0,0,16,3,0,1,0,1,0,0,1,0,0,256,17
392,5.45,1.6956155,1,0,6,2,0,1,0,0,0,0,1,0,0,36,16
393,3.82,1.3402504,0,0,14,3,0,1,0,0,1,0,0,0,0,196,13
394,20.86,3.0378335,0,1,34,4,0,1,0,0,1,0,0,1,0,1156,8
395,6.2,1.8245493,0,1,8,4,0,1,0,0,0,0,0,1,1,64,17
396,26.22,3.2665224,0,0,17,3,0,1,0,0,1,0,1,0,1,289,17
397,2.5,0.91629076,0,0,27,3,0,1,0,0,1,0,0,1,1,729,12
398,8.1,2.091864,0,0,13,3,0,1,0,0,0,1,0,1,0,169,13
399,6.21,1.8261609,0,0,42,3,0,1,0,0,1,0,0,1,0,1764,12
400,5.24,1.6563214,0,1,11,4,0,1,0,0,1,0,0,1,0,121,16
401,5.57,1.7173951,0,1,12,4,0,1,0,0,1,0,0,0,0,144,12
402,7.6,2.0281482,0,1,43,4,0,1,0,0,1,0,0,1,0,1849,12
403,17.49,2.8616292,0,0,18,3,0,1,0,0,1,0,0,1,0,324,16
404,10.1,2.3125355,0,0,17,3,0,1,0,0,0,0,0,1,0,289,16
405,4.33,1.4655675,1,0,4,2,0,1,0,0,0,1,0,1,0,16,13
406,5.38,1.6826884,0,1,40,4,0,1,0,0,1,0,0,0,0,1600,12
407,5.7,1.7404661,0,1,14,4,0,1,0,0,1,0,0,1,0,196,16
408,15.73,2.7555697,0,0,32,3,0,1,0,0,1,0,1,0,0,1024,12
409,3.16,1.1505721,0,0,13,3,0,1,0,1,1,0,0,1,1,169,12
410,7.63,2.0320878,0,0,34,3,1,0,0,0,0,0,0,1,0,1156,13
411,7.69,2.0399208,0,0,10,3,0,1,0,0,0,1,1,0,0,100,16
412,3.57,1.2725656,0,0,25,3,0,1,0,0,0,0,0,1,0,625,10
413,5.92,1.7783364,0,1,11,4,0,1,0,0,1,0,1,0,0,121,13
414,13.12,2.5741377,0,0,40,3,0,1,0,0,1,0,0,1,0,1600,13
415,38.86,3.6599655,0,0,29,3,0,1,0,0,1,0,0,1,0,841,13
416,1.92,0.65232515,0,0,30,3,0,0,0,1,0,0,0,1,0,900,13
417,10.12,2.3145137,0,0,20,3,1,1,0,0,1,0,0,1,0,400,16
418,12.82,2.5510063,0,1,12,4,0,1,0,0,1,1,0,0,0,144,16
419,5.49,1.7029282,0,1,20,4,0,1,0,1,0,0,0,1,0,400,13
420,14.79,2.6939514,0,0,29,3,0,1,0,0,1,0,0,1,0,841,17
421,10.19,2.3214068,1,0,15,2,0,1,0,0,1,1,0,1,0,225,17
422,2.11,0.7466879,0,0,37,3,1,1,0,1,0,0,1,0,0,1369,10
423,9.28,2.2278614,0,0,11,3,0,1,0,0,0,0,1,0,0,121,13
424,5.33,1.6733512,0,1,19,4,0,1,0,0,1,0,0,1,0,361,13
425,9.13,2.2115657,0,0,13,3,0,1,0,0,1,0,0,1,0,169,13
426,9.89,2.2915242,0,0,41,3,0,1,0,0,1,0,0,1,0,1681,10
427,6.37,1.8515995,0,0,11,3,0,1,0,0,1,0,0,1,0,121,10
428,4.0,1.3862944,0,0,26,3,0,1,0,1,0,0,0,1,0,676,12
429,5.09,1.6272779,0,1,7,4,0,1,0,0,1,1,0,1,0,49,13
430,5.13,1.6351057,0,1,21,4,0,1,0,0,1,1,0,0,0,441,12
431,2.47,0.90421814,0,1,1,4,0,1,0,1,0,1,0,1,0,1,16
432,3.29,1.1908876,0,0,26,3,0,1,0,1,1,0,1,0,0,676,10
433,3.95,1.3737156,0,0,1,3,0,1,0,1,0,1,1,0,0,1,12
434,3.04,1.1118575,0,0,12,3,0,1,0,1,1,0,0,1,0,144,12
435,2.27,0.8197798,1,0,3,2,0,1,0,1,1,0,0,0,0,9,12
436,3.34,1.2059708,0,0,5,3,0,1,0,1,1,0,1,0,0,25,12
437,4.9,1.5892352,1,0,5,2,1,1,0,0,0,0,0,1,0,25,13
438,7.21,1.975469,0,0,6,3,0,1,0,0,1,1,0,1,0,36,14
439,3.44,1.2354715,0,1,1,4,0,1,0,0,0,0,0,0,0,1,12
440,2.4,0.8754688,0,1,6,4,0,1,0,1,1,0,0,0,0,36,12
441,8.26,2.1114247,0,0,38,3,0,1,0,0,1,0,1,0,0,1444,12
442,10.68,2.368373,0,0,38,3,0,1,0,0,1,0,0,1,0,1444,12
443,4.62,1.5303947,0,0,37,3,0,1,0,0,1,0,0,0,0,1369,13
444,7.55,2.0215476,0,1,26,4,0,1,0,0,1,0,0,1,0,676,13
445,6.75,1.9095426,0,0,42,3,0,0,0,0,1,0,0,0,0,1764,13
446,7.69,2.0399208,0,0,42,3,0,1,0,0,1,1,0,1,0,1764,12
447,7.25,1.9810015,0,0,10,3,0,1,0,0,1,0,0,1,0,100,14
448,8.74,2.16791,0,1,16,4,0,1,0,0,1,0,0,1,0,256,12
449,4.62,1.5303947,1,0,34,2,0,1,0,0,1,1,0,1,0,1156,13
450,3.33,1.2029723,1,0,17,2,0,1,0,0,0,0,0,0,0,289,12
451,4.81,1.5706971,0,0,12,3,0,1,0,1,0,0,0,1,0,144,12
452,4.58,1.521699,0,0,24,3,0,1,0,0,1,0,0,1,0,576,12
453,4.09,1.408545,0,0,3,3,0,1,0,1,1,0,0,1,0,9,13
454,1.83,0.604316,0,1,3,4,0,0,0,1,0,0,0,0,0,9,13
455,3.33,1.2029723,0,0,14,3,0,1,0,0,1,0,0,1,0,196,10
456,4.72,1.5518087,0,0,3,3,0,0,0,1,0,0,0,0,0,9,12
457,3.06,1.1184149,0,1,32,4,0,1,0,0,1,0,0,0,0,1024,12
458,4.95,1.5993875,0,1,9,4,0,1,0,0,1,1,0,1,0,81,13
459,11.54,2.4458191,0,0,34,3,0,1,0,0,1,1,0,1,0,1156,13
460,5.63,1.7281095,0,0,5,3,0,1,0,0,1,0,0,1,0,25,14
461,4.05,1.3987169,1,0,10,2,0,1,0,1,1,0,0,1,0,100,12
462,1.16,0.14841998,0,1,2,4,0,1,0,1,0,1,0,1,0,4,13
463,4.1,1.4109869,0,0,34,3,0,1,0,1,1,0,1,0,0,1156,8
464,2.46,0.9001614,0,0,17,3,0,1,0,1,1,0,0,0,0,289,12
465,4.11,1.4134231,0,1,10,4,0,1,0,1,0,0,1,0,1,100,12
466,6.11,1.8099267,0,0,44,3,0,1,0,1,1,0,0,0,0,1936,13
467,4.47,1.4973884,0,1,11,4,0,1,0,1,1,0,0,1,0,121,12
468,4.62,1.5303947,0,1,3,4,0,1,0,1,0,0,1,0,0,9,12
469,1.28,0.24686006,0,0,2,3,0,1,0,1,1,0,0,0,1,4,13
470,4.4,1.4816046,0,1,25,4,0,1,0,1,0,0,0,0,0,625,12
471,1.27,0.23901689,0,0,12,3,0,1,0,1,1,0,0,1,1,144,12
472,3.95,1.3737156,0,1,10,4,0,1,0,1,0,0,0,0,0,100,12
473,3.64,1.2919837,0,0,8,3,0,0,0,0,0,1,0,1,0,64,12
474,3.75,1.3217559,0,1,5,4,0,1,0,1,0,0,0,1,0,25,14
475,3.21,1.166271,0,1,12,4,0,1,0,1,0,0,0,1,0,144,13
476,2.63,0.9669839,0,0,6,3,0,1,0,1,1,0,0,1,1,36,13
477,5.64,1.729884,0,0,9,3,0,1,0,0,1,0,0,0,0,81,16
478,3.0,1.0986123,0,1,2,4,0,1,0,1,0,0,1,0,0,4,12
479,1.98,0.6830968,0,1,7,4,0,1,0,1,1,0,0,0,0,49,12
480,4.81,1.5706971,0,0,26,3,0,1,0,1,0,0,0,0,0,676,12
481,2.63,0.9669839,0,1,13,4,0,1,0,1,1,0,0,1,1,169,13
482,3.16,1.1505721,0,0,27,3,0,1,0,1,1,0,0,1,0,729,12
483,6.27,1.8357763,0,0,3,3,1,1,0,0,0,1,1,0,1,9,13
484,4.05,1.3987169,0,0,8,3,0,1,0,1,0,0,0,1,0,64,13
485,1.98,0.6830968,0,0,8,3,0,1,0,1,1,0,0,1,0,64,16
486,2.18,0.7793249,0,1,2,4,0,1,0,1,1,0,0,1,0,4,12
487,2.63,0.9669839,0,1,4,4,0,1,0,1,1,0,0,0,0,16,12
488,2.43,0.8878913,0,1,1,4,0,1,0,1,0,0,0,1,0,1,10
489,1.98,0.6830968,0,1,4,4,0,1,0,1,0,1,0,0,0,16,12
490,4.09,1.408545,0,1,5,4,0,1,0,1,1,1,0,0,0,25,12
491,2.5,0.91629076,0,0,12,3,0,1,0,1,0,0,0,1,1,144,12
492,2.51,0.9202827,0,1,4,5,0,1,0,1,0,0,1,0,0,16,12
493,3.85,1.3480731,0,1,7,4,1,1,0,1,0,0,0,1,0,49,10
494,5.13,1.6351057,0,1,5,4,0,1,0,0,0,1,0,1,0,25,12
495,4.81,1.5706971,0,0,5,3,0,1,0,1,0,0,0,1,0,25,12
496,4.81,1.5706971,0,1,3,4,0,1,0,0,0,0,0,1,1,9,13
497,7.07,1.9558605,0,0,8,3,1,1,1,1,0,0,1,0,0,64,13
498,2.31,0.8372475,0,1,3,4,0,1,0,1,0,0,0,1,1,9,13
499,3.89,1.3584092,0,1,4,4,0,1,1,1,0,1,1,0,0,16,16
500,1.98,0.6830968,1,0,25,2,0,1,0,1,0,0,1,0,0,625,12
501,3.75,1.3217559,0,1,31,4,0,0,0,1,0,0,1,0,0,961,12
502,1.25,0.22314355,0,1,5,4,0,1,0,1,1,0,0,0,0,25,12
503,7.63,2.0320878,0,1,11,4,0,1,0,0,0,0,0,0,1,121,16
504,6.54,1.8779372,0,0,8,3,0,1,1,1,0,1,0,1,0,64,13
505,13.13,2.5748997,0,0,24,3,0,1,0,0,1,1,0,1,0,576,16
506,4.4,1.4816046,0,1,3,5,0,1,0,1,0,0,0,1,0,9,13
507,7.69,2.0399208,0,0,16,3,0,1,1,1,1,0,0,1,0,256,13
508,3.85,1.3480731,0,0,7,3,0,1,0,0,1,0,0,1,0,49,10
509,7.69,2.0399208,0,0,25,3,0,1,0,0,1,0,0,1,0,625,12
510,5.0,1.609438,0,0,19,3,0,1,0,0,0,1,0,1,0,361,13
511,8.94,2.1905355,0,0,31,3,1,1,0,0,1,0,0,1,0,961,10
512,5.09,1.6272779,0,1,7,5,0,1,0,1,0,0,1,0,0,49,17
513,3.16,1.1505721,0,0,1,3,0,1,1,1,0,0,1,0,1,1,12
514,10.58,2.3589654,0,0,21,3,0,1,0,0,1,0,0,1,0,441,13
515,6.87,1.9271641,0,0,5,3,0,0,1,1,1,0,1,0,0,25,12
516,2.14,0.7608059,0,1,4,4,0,1,1,1,0,0,1,0,0,16,13
517,5.13,1.6351057,0,1,15,4,0,1,0,1,0,0,1,0,0,225,16
518,1.95,0.6678294,1,0,10,2,1,1,0,1,1,0,0,1,1,100,13
519,1.92,0.65232515,0,1,8,4,0,1,0,1,1,0,0,0,1,64,12
520,2.65,0.97455966,0,0,18,3,0,1,0,1,1,0,0,1,1,324,13
521,2.62,0.9631743,0,0,10,3,1,1,0,1,1,1,0,0,1,100,17
522,7.91,2.0681279,0,1,6,4,1,1,0,1,0,0,0,1,0,36,13
523,8.55,2.1459312,0,1,30,4,1,1,0,0,1,1,0,0,0,900,12
524,8.44,2.1329823,0,1,19,4,1,1,0,1,0,0,1,0,0,361,13
525,7.96,2.074429,0,0,30,3,1,1,0,0,1,0,0,0,0,900,12
526,7.21,1.975469,0,1,38,4,0,0,1,0,0,0,1,0,0,1444,12
527,4.67,1.541159,0,0,4,3,0,1,0,0,0,0,1,0,0,16,10
528,4.28,1.453953,0,1,7,4,0,1,0,1,0,0,0,1,1,49,13
529,3.61,1.2837077,0,0,4,3,0,1,0,1,0,1,0,1,0,16,13
530,1.92,0.65232515,0,0,2,3,0,1,0,1,0,0,0,1,0,4,14
531,1.68,0.51879376,0,0,5,3,0,1,0,1,1,0,0,0,0,25,13
532,4.46,1.4951488,0,0,21,3,0,1,0,1,1,0,0,1,0,441,12
533,2.11,0.7466879,0,1,12,4,0,1,0,1,0,1,0,1,0,144,13
534,3.81,1.3376292,0,1,4,5,0,1,0,0,1,0,0,1,0,16,12
535,6.25,1.8325815,0,1,11,4,0,1,0,1,1,0,0,1,0,121,12
536,3.08,1.1249295,0,0,5,3,0,1,1,1,0,0,0,1,0,25,13
537,5.39,1.6845454,0,0,45,3,0,0,0,0,1,0,0,1,0,2025,10
538,7.33,1.9919755,0,1,31,4,1,0,0,0,1,0,0,0,0,961,13
539,4.92,1.5933086,0,0,38,3,1,0,1,1,0,1,1,0,0,1444,12
540,9.89,2.2915242,0,0,35,3,1,1,1,0,0,0,1,0,0,1225,10
541,2.98,1.0919234,0,0,12,3,0,1,0,1,1,0,0,1,0,144,12
542,2.92,1.0715836,0,1,12,4,0,1,0,1,0,0,0,0,1,144,12
543,4.17,1.427916,0,1,34,4,0,1,0,1,1,0,0,1,1,1156,12
544,3.34,1.2059708,1,0,20,2,0,1,1,1,0,0,0,1,0,400,13
545,2.26,0.81536484,0,1,3,4,0,1,0,1,0,0,0,0,0,9,14
546,10.12,2.3145137,0,0,18,3,0,1,0,1,0,0,0,1,1,324,13
547,6.35,1.8484548,0,0,20,3,0,1,0,1,1,0,0,1,0,400,12
548,7.8,2.0541236,0,0,6,3,0,1,1,1,0,0,1,0,1,36,13
549,3.75,1.3217559,0,1,9,4,0,1,0,1,0,0,0,1,0,81,12
550,3.59,1.2781522,0,1,3,4,0,1,0,1,1,0,0,1,0,9,12
551,4.52,1.508512,0,0,7,3,0,1,0,1,0,0,0,1,0,49,13
552,4.47,1.4973884,0,0,12,3,0,1,0,1,1,0,0,1,0,144,12
553,5.29,1.6658182,0,1,12,4,0,1,0,1,0,0,0,1,1,144,12
554,5.29,1.6658182,0,1,10,4,0,1,0,1,0,1,0,1,1,100,13
555,4.81,1.5706971,0,1,9,4,0,1,0,1,0,0,0,1,0,81,13
556,1.98,0.6830968,1,0,3,2,0,1,0,1,1,0,0,0,1,9,14
557,3.17,1.1537316,0,0,2,3,0,1,0,1,0,0,0,0,0,4,13
558,2.88,1.0577903,0,1,40,4,0,1,0,1,1,0,1,0,1,1600,12
559,3.47,1.2441546,0,0,5,3,0,1,0,1,1,0,0,0,1,25,13
560,3.92,1.3660917,1,0,15,2,0,1,0,1,1,0,0,0,0,225,12
561,3.46,1.2412686,0,1,13,4,0,1,0,1,1,1,1,0,1,169,17
562,4.95,1.5993875,0,1,10,5,0,1,1,1,0,0,1,0,0,100,14
563,2.18,0.7793249,0,0,2,3,0,1,0,1,0,0,0,0,0,4,12
564,4.1,1.4109869,0,1,23,4,0,1,0,1,0,0,0,1,0,529,12
565,2.62,0.9631743,0,0,15,3,0,1,0,1,0,0,0,0,1,225,12
566,6.59,1.8855534,0,0,30,3,0,1,0,1,0,0,0,1,0,900,13
567,3.96,1.3762441,1,0,15,2,0,1,0,1,1,0,1,0,0,225,12
568,4.81,1.5706971,0,0,11,3,0,1,0,1,0,0,0,1,0,121,13
569,3.75,1.3217559,0,0,27,3,0,1,0,1,0,0,0,1,1,729,12
570,7.34,1.9933388,0,0,9,3,1,1,0,1,0,0,1,0,0,81,12
571,2.93,1.0750024,0,1,1,4,0,1,0,1,0,0,0,0,1,1,12
572,3.47,1.2441546,0,0,15,3,0,1,0,1,0,0,0,1,1,225,12
573,5.64,1.729884,0,0,16,3,0,1,0,1,1,0,0,1,1,256,12
574,3.75,1.3217559,0,0,3,3,0,1,0,1,0,0,0,0,1,9,13
575,5.45,1.6956155,0,1,19,4,0,1,0,1,0,0,0,1,1,361,17
576,4.09,1.408545,0,1,18,4,0,0,0,1,0,1,1,0,0,324,13
577,3.75,1.3217559,0,0,4,3,0,1,0,1,1,0,0,1,0,16,12
578,6.73,1.9065752,0,1,14,4,0,1,0,1,1,0,0,1,0,196,12
579,3.28,1.1878434,0,0,8,3,1,1,0,1,1,0,0,1,1,64,13
580,3.57,1.2725656,0,1,10,4,0,1,0,1,0,0,0,1,0,100,12
581,6.01,1.7934248,0,0,33,3,0,1,0,0,1,0,1,0,0,1089,12
582,4.62,1.5303947,0,0,9,3,0,1,0,0,1,0,0,1,0,81,10
583,6.84,1.9227878,0,1,26,4,0,1,0,0,1,0,1,0,0,676,12
584,6.41,1.8578593,0,0,15,3,0,1,0,1,1,0,0,0,0,225,10
585,3.44,1.2354715,1,0,31,2,0,1,0,0,1,0,0,1,0,961,12
586,3.85,1.3480731,0,0,22,3,1,1,0,0,1,1,0,1,0,484,10
587,7.15,1.9671124,0,1,30,4,1,1,0,1,0,0,1,0,0,900,12
588,4.05,1.3987169,0,0,3,3,0,1,1,1,0,1,1,0,0,9,12
589,2.91,1.0681531,0,1,4,4,0,1,0,0,0,0,0,1,0,16,14
590,1.92,0.65232515,0,0,4,3,0,0,0,1,0,1,0,1,0,16,12
591,4.42,1.4861397,0,0,9,3,0,1,0,0,0,0,0,1,0,81,12
592,8.49,2.138889,0,0,7,3,1,1,0,0,0,0,1,0,0,49,14
593,4.28,1.453953,0,0,3,3,1,1,1,0,0,1,1,0,0,9,13
594,3.33,1.2029723,0,1,5,4,0,1,0,0,1,0,1,0,1,25,12
595,8.46,2.1353493,0,0,48,3,0,1,0,0,1,0,1,0,0,2304,13
596,8.65,2.1575594,0,0,3,3,0,1,0,1,0,0,0,1,0,9,12
597,1.16,0.14841998,0,0,5,3,0,1,0,1,1,1,0,1,1,25,10
598,1.98,0.6830968,0,0,5,3,0,1,1,1,1,0,0,1,1,25,13
599,2.57,0.9439059,0,0,3,3,0,1,0,1,1,0,0,1,1,9,12
600,2.58,0.9477894,0,1,6,4,0,1,1,1,0,0,0,1,1,36,12
601,2.51,0.9202827,0,1,10,4,0,1,0,1,1,0,0,0,1,100,12
602,77.72,4.3531127,0,1,9,4,1,1,1,1,1,0,1,0,1,81,13
603,4.33,1.4655675,0,1,26,4,1,1,0,1,1,1,0,1,0,676,12
604,4.09,1.408545,0,0,33,3,1,1,0,0,1,0,0,1,0,1089,8
605,5.73,1.7457155,0,0,12,3,1,1,0,1,0,1,1,0,0,144,12
606,4.81,1.5706971,0,0,11,3,1,1,0,1,0,0,0,0,0,121,12
607,7.69,2.0399208,0,1,10,4,0,1,0,1,0,0,0,1,0,100,12
608,5.73,1.7457155,0,0,9,3,1,1,0,1,0,0,0,1,0,81,12
609,5.88,1.7715567,0,0,17,3,1,1,0,1,0,0,0,1,0,289,12
610,4.27,1.4516138,0,0,37,3,0,1,0,0,1,0,0,0,0,1369,13
611,9.62,2.2638443,0,1,28,4,0,1,0,0,0,0,0,0,0,784,16
612,9.36,2.2364452,0,0,16,3,0,1,0,0,0,0,0,1,0,256,12
613,3.95,1.3737156,0,1,2,5,0,1,0,1,0,0,0,1,0,4,12
614,5.73,1.7457155,0,0,34,3,1,1,0,1,1,0,0,0,0,1156,12
615,2.6,0.9555114,0,0,7,3,0,1,0,1,0,1,0,1,0,49,12
616,3.75,1.3217559,0,1,4,4,0,1,0,1,0,0,0,0,0,16,12
617,5.61,1.7245507,0,1,12,4,0,1,0,1,1,0,0,1,1,144,14
618,5.73,1.7457155,0,0,20,3,0,1,0,1,1,1,0,1,0,400,13
619,3.85,1.3480731,0,0,17,3,0,1,0,1,1,1,0,1,0,289,12
620,2.88,1.0577903,1,0,0,2,0,1,0,1,0,0,0,1,1,0,12
621,2.75,1.011601,0,1,7,4,0,1,0,1,0,0,0,1,0,49,12
622,11.57,2.4484155,0,1,13,4,0,1,0,0,0,1,1,0,0,169,13
623,4.33,1.4655675,0,0,4,3,0,1,1,1,0,0,1,0,1,16,13
624,2.75,1.011601,0,0,3,3,0,1,0,1,1,0,1,0,0,9,12
625,5.34,1.6752257,0,0,5,3,0,1,0,1,0,0,0,1,0,25,10
626,6.56,1.8809906,0,0,19,3,0,1,0,0,1,0,0,1,0,361,12
627,4.68,1.5432981,0,0,12,3,0,1,0,0,1,0,1,0,0,144,13
628,1.98,0.6830968,1,0,10,2,0,1,0,1,1,0,0,0,0,100,12
629,7.96,2.074429,0,0,18,3,1,1,0,0,1,1,0,1,0,324,12
630,4.87,1.5830939,1,0,18,2,0,1,0,1,1,0,1,0,0,324,13
631,3.16,1.1505721,0,0,44,3,1,1,0,1,1,0,0,0,0,1936,10
632,6.25,1.8325815,0,0,5,3,0,1,0,0,0,0,0,1,0,25,12
633,3.0,1.0986123,0,1,18,4,0,1,0,1,1,0,0,1,0,324,13
634,3.75,1.3217559,0,1,12,4,1,1,0,1,0,1,0,1,0,144,12
635,3.75,1.3217559,0,1,6,4,0,1,0,1,1,0,0,1,0,36,12
636,6.54,1.8779372,0,1,13,4,0,1,1,1,0,1,1,0,1,169,13
637,4.19,1.4327008,0,0,10,3,0,1,0,0,1,0,1,0,0,100,13
638,5.37,1.6808279,1,0,20,2,0,1,0,0,1,0,0,0,0,400,12
639,2.14,0.7608059,0,1,32,5,0,1,0,1,0,0,0,0,1,1024,16
640,4.81,1.5706971,0,0,32,3,0,1,0,1,1,0,1,0,0,1024,12
641,3.53,1.2612978,0,0,8,3,0,1,0,1,1,0,1,0,0,64,12
642,4.33,1.4655675,0,0,25,3,0,1,0,1,0,0,0,1,1,625,12
643,6.13,1.8131948,0,0,18,3,1,1,0,0,1,0,0,1,0,324,12
644,8.79,2.1736147,1,0,31,2,1,0,0,0,1,0,1,0,1,961,12
645,8.21,2.1053529,0,0,30,3,1,1,0,0,1,0,0,0,0,900,12
646,2.39,0.8712934,0,0,8,3,0,1,0,0,1,0,0,0,0,64,10
647,4.58,1.521699,0,1,18,4,0,1,0,0,1,0,0,0,0,324,12
648,6.97,1.9416152,0,0,16,3,0,1,0,0,1,0,1,0,0,256,13
649,10.12,2.3145137,0,0,29,3,1,1,0,0,1,0,0,0,0,841,12
650,3.75,1.3217559,1,0,30,2,0,1,0,0,1,0,0,1,0,900,12
651,3.52,1.258461,1,0,8,2,0,1,0,0,0,0,0,1,0,64,12
652,8.41,2.1294215,0,0,22,3,0,1,0,0,1,0,0,0,0,484,10
653,7.96,2.074429,0,1,15,5,0,1,0,0,1,0,0,1,0,225,12
654,8.24,2.1090002,1,0,20,2,1,1,0,0,1,0,1,0,0,400,12
655,3.22,1.1693814,0,0,18,3,0,1,0,0,1,0,0,0,0,324,12
656,7.96,2.074429,0,0,36,3,0,1,0,0,1,0,0,1,0,1296,8
657,8.65,2.1575594,0,1,11,4,1,1,0,0,0,0,1,0,0,121,12
658,4.27,1.4516138,0,0,3,3,0,1,1,0,0,0,0,1,0,9,10
659,12.66,2.5384474,0,1,22,5,1,1,0,0,1,1,1,0,0,484,12
660,7.96,2.074429,0,0,16,3,1,1,0,0,1,0,0,0,0,256,10
