,psoda,pfries,pentree,wagest,nmgrs,nregs,hrsopen,emp,psoda2,pfries2,pentree2,wagest2,nmgrs2,nregs2,hrsopen2,emp2,compown,chain,density,crmrte,state,prpblck,prppov,prpncar,hseval,nstores,income,county,lpsoda,lpfries,lhseval,lincome,ldensity,NJ,BK,KFC,RR
91,1.06,1.03,1.06,5.0,3.0,2.0,13.5,15.25,1.11,0.98,1.05,5.05,4.0,2.0,13.5,29.0,0,4,4034.0,0.0726935,1,0.0166947,0.0344314,0.0673256,190900.0,4,51848.0,24,0.058268853,0.029558774,12.159505,10.856071,8.302514,1,0,0,0
92,,,,4.25,3.0,3.0,17.0,23.0,1.16,1.22,0.41,5.05,3.0,3.0,17.0,22.0,0,1,697.0,0.0236247,1,0.031873,0.035029,0.025974,275900.0,3,64367.0,2,,,12.527794,11.072356,6.5467854,1,1,0,0
93,1.27,1.04,1.12,4.87,3.0,7.0,17.0,17.0,1.26,1.08,1.05,5.05,4.0,7.0,16.0,27.0,1,3,697.0,0.0236247,1,0.031873,0.035029,0.025974,275900.0,3,64367.0,2,0.23901689,0.039220676,12.527794,11.072356,6.5467854,1,0,0,1
94,1.27,1.07,2.13,4.87,4.0,5.0,17.0,32.0,1.11,1.05,1.05,5.4,3.0,5.0,16.0,23.0,1,3,4170.0,0.0191571,1,0.0,0.0361626,0.0375313,217400.0,2,56380.0,2,0.23901689,0.0676587,12.2894945,10.93987,8.335671,1,0,0,1
95,1.06,1.02,0.95,5.0,4.0,4.0,16.0,23.5,,,,5.25,5.0,4.0,16.0,22.0,0,1,4170.0,0.0191571,1,0.0,0.0361626,0.0375313,217400.0,2,56380.0,2,0.058268853,0.01980261,12.2894945,10.93987,8.335671,1,1,0,0
96,1.02,0.8,,5.25,4.0,3.0,15.0,30.0,1.05,0.94,1.01,5.5,4.0,3.0,15.0,12.5,0,1,1318.0,0.0130866,1,0.0115862,0.0152639,0.015613,215100.0,1,66569.0,2,0.01980261,-0.22314353,12.278858,11.105994,7.183871,1,1,0,0
97,1.06,0.95,0.95,4.85,3.3,3.0,16.0,25.75,,,,5.05,3.0,3.0,16.0,28.5,0,1,4759.0,0.016501,1,0.0047325,0.0277091,0.0333031,203100.0,1,61487.0,2,0.058268853,-0.051293306,12.221454,11.026581,8.4677925,1,1,0,0
98,1.06,0.95,0.95,4.5,3.0,3.0,16.0,27.5,1.05,0.95,0.95,5.05,3.0,3.0,16.0,19.5,0,1,1889.0,0.0567358,1,0.0099893,0.0229062,0.0320464,241800.0,7,65000.0,24,0.058268853,-0.051293306,12.395866,11.082143,7.5438027,1,1,0,0
99,1.06,0.98,1.06,4.25,,2.0,11.5,14.5,1.12,0.98,0.99,5.05,3.0,2.0,12.5,18.0,0,4,1889.0,0.0567358,1,0.0099893,0.0229062,0.0320464,241800.0,7,65000.0,24,0.058268853,-0.020202687,12.395866,11.082143,7.5438027,1,0,0,0
100,1.06,0.98,1.06,5.0,3.0,2.0,12.0,31.5,1.11,0.98,2.07,5.05,4.0,2.0,11.5,22.5,0,4,1889.0,0.0567358,1,0.0099893,0.0229062,0.0320464,241800.0,7,65000.0,24,0.058268853,-0.020202687,12.395866,11.082143,7.5438027,1,0,0,0
101,1.17,1.06,1.17,4.5,6.0,3.0,13.5,12.5,1.32,1.05,1.22,5.05,5.0,3.0,13.5,12.75,0,1,1889.0,0.0567358,1,0.0099893,0.0229062,0.0320464,241800.0,7,65000.0,24,0.15700372,0.058268853,12.395866,11.082143,7.5438027,1,1,0,0
102,1.06,0.95,0.95,4.25,3.0,3.0,17.0,24.0,1.05,0.95,0.95,5.05,4.0,3.0,17.0,31.0,0,1,1889.0,0.0567358,1,0.0099893,0.0229062,0.0320464,241800.0,7,65000.0,24,0.058268853,-0.051293306,12.395866,11.082143,7.5438027,1,1,0,0
103,1.06,0.98,2.13,5.0,2.0,2.0,13.5,22.5,1.11,0.89,0.99,5.05,4.0,2.0,14.0,,0,4,1889.0,0.0567358,1,0.0099893,0.0229062,0.0320464,241800.0,7,65000.0,24,0.058268853,-0.020202687,12.395866,11.082143,7.5438027,1,0,0,0
104,1.06,0.85,1.11,4.8,4.0,,15.5,10.0,,,,5.05,3.0,,,,0,1,16693.0,0.0746676,1,0.3694827,0.2851345,0.43034,107000.0,1,21978.0,24,0.058268853,-0.1625189,11.580585,9.997797,9.722745,1,1,0,0
105,1.17,0.95,0.95,4.25,3.0,4.0,18.0,13.5,1.26,1.01,1.0,5.05,3.0,4.0,18.0,13.5,0,1,16693.0,0.0746676,1,0.5422576,0.1285608,0.2276589,142200.0,2,31639.0,24,0.15700372,-0.051293306,11.86499,10.362145,9.722745,1,1,0,0
106,1.06,1.06,2.45,4.25,3.0,3.0,12.0,3.5,1.05,1.05,2.43,5.05,3.0,3.0,11.0,14.0,0,2,16693.0,0.0746676,1,0.4859012,0.2214113,0.3024055,111100.0,1,26039.0,24,0.058268853,0.058268853,11.618186,10.167351,9.722745,1,0,1,0
107,1.12,1.02,1.06,4.75,3.0,4.0,16.0,16.0,1.11,1.05,1.05,5.05,2.0,4.0,15.0,19.5,1,3,9262.0,0.0609463,1,0.2498173,0.0698492,0.1487301,186900.0,6,46255.0,2,0.11332869,0.01980261,12.138329,10.741925,9.133676,1,0,0,1
108,1.17,1.17,1.38,5.75,2.0,1.0,10.5,10.0,1.05,1.16,2.32,5.5,3.0,1.0,10.5,11.5,1,4,9262.0,0.0609463,1,0.2498173,0.0698492,0.1487301,186900.0,6,46255.0,2,0.15700372,0.15700372,12.138329,10.741925,9.133676,1,0,0,0
109,1.12,1.02,1.02,4.25,4.0,6.0,16.0,11.0,1.12,1.05,1.05,5.05,4.0,6.0,16.0,18.5,0,3,9262.0,0.0609463,1,0.2498173,0.0698492,0.1487301,186900.0,6,46255.0,2,0.11332869,0.01980261,12.138329,10.741925,9.133676,1,0,0,1
110,1.1,0.95,1.1,,5.0,4.0,19.0,22.5,1.06,1.05,1.04,5.05,5.0,4.0,18.5,40.0,1,1,9262.0,0.0609463,1,0.2498173,0.0698492,0.1487301,186900.0,6,46255.0,2,0.095310204,-0.051293306,12.138329,10.741925,9.133676,1,1,0,0
111,1.17,1.27,2.77,4.62,3.0,3.0,11.0,9.0,1.16,1.26,2.75,5.25,3.0,3.0,11.0,20.0,1,2,7364.0,0.0384749,1,0.0066904,0.0250457,0.0754631,204700.0,3,52919.0,2,0.15700372,0.23901689,12.2293005,10.876517,8.904359,1,0,1,0
112,1.12,1.02,1.06,4.25,3.0,4.0,17.0,18.0,1.17,1.06,2.11,5.05,3.0,4.0,17.0,13.5,1,3,9262.0,0.0609463,1,0.0066904,0.0250457,0.0754631,204700.0,3,52919.0,2,0.11332869,0.01980261,12.2293005,10.876517,9.133676,1,0,0,1
113,1.06,0.95,0.95,4.25,3.0,4.0,17.0,9.5,1.05,0.95,0.95,5.05,4.0,4.0,17.0,19.0,0,1,3900.0,0.0546059,1,0.0196445,0.0604782,0.1005291,195200.0,2,44018.0,2,0.058268853,-0.051293306,12.18178,10.692354,8.268732,1,1,0,0
114,1.02,,2.14,5.0,4.0,2.0,11.5,29.5,0.84,0.94,1.99,5.5,4.0,2.0,12.5,28.0,1,4,3900.0,0.0546059,1,0.0196445,0.0604782,0.1005291,195200.0,2,44018.0,2,0.01980261,,12.18178,10.692354,8.268732,1,0,0,0
115,1.2,1.06,1.06,4.5,3.0,5.0,17.0,23.5,1.17,1.01,1.05,5.05,3.0,5.0,16.0,20.0,1,3,8153.0,0.0246954,1,0.0394043,0.0331476,0.0967378,183500.0,1,51288.0,2,0.1823216,0.058268853,12.11997,10.845212,9.006142,1,0,0,1
116,1.06,1.06,0.95,4.62,4.0,3.0,16.0,26.0,1.06,1.06,1.06,5.05,3.0,3.0,16.0,31.0,0,1,2553.0,0.0279219,1,0.0124784,0.0180528,0.0187336,270800.0,1,67716.0,2,0.058268853,0.058268853,12.509136,11.123077,7.8450246,1,1,0,0
117,1.12,1.02,1.06,4.32,3.0,6.0,17.0,14.5,1.12,1.01,1.05,5.05,3.0,6.0,16.0,9.0,1,3,6659.0,0.032736,1,0.0308927,0.0439196,0.0670911,185100.0,3,51561.0,2,0.11332869,0.01980261,12.128652,10.850521,8.803724,1,0,0,1
118,1.06,0.95,0.95,4.75,3.0,3.0,17.0,17.5,1.05,0.95,0.95,5.05,3.0,3.0,17.0,36.0,0,1,9762.0,0.0315813,1,0.0282081,0.0612684,0.1099576,176500.0,1,40760.0,2,0.058268853,-0.051293306,12.081077,10.615457,9.186253,1,1,0,0
119,1.06,0.95,0.95,4.65,3.0,3.0,16.0,,1.05,1.05,0.89,5.05,3.0,3.0,16.0,15.0,0,1,7268.0,0.0252033,1,0.0125818,0.022337,0.0738916,207300.0,1,53168.0,2,0.058268853,-0.051293306,12.241922,10.881212,8.891236,1,1,0,0
120,1.06,1.06,2.66,4.25,2.0,4.0,10.0,17.5,1.05,1.05,2.64,5.05,2.0,4.0,10.0,15.5,0,2,1675.0,0.0209963,1,0.0024702,0.0217573,0.0247074,276300.0,1,66939.0,2,0.058268853,0.058268853,12.5292425,11.111537,7.4235682,1,0,1,0
121,0.95,0.95,0.96,4.5,4.0,3.0,14.0,9.0,1.26,1.01,1.0,5.05,3.0,3.0,14.0,8.5,0,1,2371.0,0.1460885,1,0.0044543,0.0303532,0.0308618,245400.0,5,62509.0,2,-0.051293306,-0.051293306,12.410645,11.043066,7.771067,1,1,0,0
122,1.12,1.06,1.06,4.75,4.0,5.0,17.0,20.5,1.11,1.06,1.05,5.05,3.0,5.0,17.0,32.5,1,3,2371.0,0.1460885,1,0.0044543,0.0303532,0.0308618,245400.0,5,62509.0,2,0.11332869,0.058268853,12.410645,11.043066,7.771067,1,0,0,1
123,1.06,0.95,0.95,4.25,3.0,3.0,14.0,15.0,1.05,0.95,0.94,5.05,3.0,3.0,14.0,17.0,0,1,2371.0,0.1460885,1,0.0044543,0.0303532,0.0308618,245400.0,5,62509.0,2,0.058268853,-0.051293306,12.410645,11.043066,7.771067,1,1,0,0
124,1.06,0.95,0.95,4.5,3.0,3.0,16.0,17.5,1.05,0.94,0.94,5.05,3.0,3.0,16.0,22.0,0,1,3140.0,0.0103678,1,0.0105846,0.0253538,0.0431093,253200.0,1,68286.0,2,0.058268853,-0.051293306,12.441935,11.13146,8.051978,1,1,0,0
125,1.17,1.27,2.77,4.25,3.0,3.0,11.0,10.5,1.16,1.16,2.75,5.05,3.0,3.0,11.0,9.5,0,2,4943.0,0.0387335,1,0.0083144,0.0364397,0.0568231,190800.0,2,51257.0,2,0.15700372,0.23901689,12.158981,10.844607,8.505728,1,0,1,0
126,1.07,1.02,1.02,4.25,3.0,3.0,17.0,35.0,1.05,0.95,0.95,5.05,3.0,3.0,17.0,21.5,0,1,4943.0,0.0387335,1,0.0083144,0.0364397,0.0568231,190800.0,2,51257.0,2,0.0676587,0.01980261,12.158981,10.844607,8.505728,1,1,0,0
127,0.95,0.85,0.99,4.5,3.0,2.0,11.0,7.5,1.01,0.9,1.26,5.05,3.0,2.0,13.0,8.5,0,4,2237.0,0.0439381,1,0.3173136,0.1301452,0.1985242,179600.0,4,40656.0,7,-0.051293306,-0.1625189,12.098488,10.612902,7.712891,1,0,0,0
128,1.18,0.88,0.98,4.75,4.0,3.0,16.0,21.0,1.05,0.9,0.98,5.05,3.0,3.0,16.0,30.0,0,1,11199.0,0.0872076,1,0.3173136,0.1301452,0.1985242,179600.0,4,40656.0,19,0.1655144,-0.12783338,12.098488,10.612902,9.32358,1,1,0,0
129,1.1,1.02,1.08,5.0,3.0,4.0,16.0,20.0,1.29,1.11,1.18,5.05,4.0,4.0,16.0,30.0,1,1,653.0,0.0239083,1,0.0331428,0.0397589,0.0754146,170000.0,2,47994.0,19,0.095310204,0.01980261,12.043553,10.7788315,6.481577,1,1,0,0
130,1.06,0.95,0.95,4.25,4.0,3.0,15.0,15.0,1.11,0.95,1.14,5.25,4.0,3.0,16.0,16.0,0,1,2379.0,0.0628261,1,0.1591312,0.0376937,0.0432113,165500.0,6,45771.0,19,0.058268853,-0.051293306,12.0167265,10.731406,7.7744355,1,1,0,0
131,1.12,1.02,1.06,4.75,5.0,6.0,12.5,12.0,1.11,1.01,1.05,5.05,3.0,6.0,13.0,18.5,0,1,2379.0,0.0628261,1,0.1591312,0.0376937,0.0432113,165500.0,6,45771.0,19,0.11332869,0.01980261,12.0167265,10.731406,7.7744355,1,1,0,0
132,0.91,0.85,1.06,4.87,4.0,2.0,12.0,25.0,1.05,0.84,1.26,5.25,3.0,2.0,12.5,19.5,0,4,816.0,0.0348677,1,0.1591312,0.0376937,0.0432113,165500.0,6,45771.0,19,-0.09431065,-0.1625189,12.0167265,10.731406,6.7044144,1,0,0,0
133,1.06,0.95,1.06,,4.0,2.0,12.0,40.0,1.02,0.94,1.05,5.05,4.0,2.0,12.0,12.5,0,4,2379.0,0.0628261,1,0.1591312,0.0376937,0.0432113,165500.0,6,45771.0,19,0.058268853,-0.051293306,12.0167265,10.731406,7.7744355,1,0,0,0
134,1.06,1.01,2.66,4.62,4.0,4.0,11.0,14.0,1.05,1.0,2.75,5.05,2.0,4.0,10.5,20.0,0,2,2379.0,0.0628261,1,0.1591312,0.0376937,0.0432113,165500.0,6,45771.0,19,0.058268853,0.009950321,12.0167265,10.731406,7.7744355,1,0,1,0
135,1.02,1.07,1.06,5.0,4.0,5.0,16.0,26.0,1.05,1.01,1.74,5.05,4.0,5.0,15.0,22.0,1,3,886.0,0.0198009,1,0.0317188,0.0254828,0.0553923,217800.0,1,62194.0,19,0.01980261,0.0676587,12.291332,11.038013,6.786717,1,0,0,1
136,1.06,,1.05,4.62,4.0,,16.0,25.5,1.04,1.06,,5.05,4.0,,16.0,33.75,0,1,668.0,0.0338325,1,0.0801578,0.0355372,0.0728962,176500.0,3,57697.0,19,0.058268853,,12.081077,10.96296,6.504288,1,1,0,0
137,0.95,0.85,1.06,5.0,4.0,2.0,11.5,17.5,1.0,0.9,2.11,5.05,3.0,2.0,12.5,15.0,1,4,668.0,0.0338325,1,0.0801578,0.0355372,0.0728962,176500.0,3,57697.0,19,-0.051293306,-0.1625189,12.081077,10.96296,6.504288,1,0,0,0
138,1.12,1.02,0.95,4.75,4.0,5.0,16.0,20.0,1.17,1.06,0.95,5.05,4.0,5.0,16.0,21.0,0,3,3924.0,0.0195668,1,0.009186,0.0249824,0.0798983,168300.0,3,58039.0,19,0.11332869,0.01980261,12.033504,10.96887,8.274867,1,0,0,1
139,1.06,0.95,0.98,4.85,10.0,4.0,17.5,26.0,1.05,0.94,1.04,5.05,5.0,4.0,18.0,26.0,0,1,3924.0,0.0195668,1,0.009186,0.0249824,0.0798983,168300.0,3,58039.0,19,0.058268853,-0.051293306,12.033504,10.96887,8.274867,1,1,0,0
140,0.91,0.79,2.34,,3.0,3.0,11.0,6.5,0.95,0.9,2.49,5.05,2.0,3.0,11.0,8.5,0,2,3924.0,0.0195668,1,0.009186,0.0249824,0.0798983,168300.0,3,58039.0,19,-0.09431065,-0.2357223,12.033504,10.96887,8.274867,1,0,1,0
141,1.06,1.01,2.66,4.25,2.0,4.0,10.0,7.5,1.05,0.94,2.59,5.05,5.0,4.0,10.5,7.5,0,2,628.0,0.0253674,1,0.026525,0.0342552,0.0402885,163600.0,4,53795.0,19,0.058268853,0.009950321,12.005179,10.892936,6.44254,1,0,1,0
142,0.91,0.85,0.95,5.0,3.0,2.0,11.5,17.5,1.05,0.84,1.26,5.05,2.0,2.0,12.5,,0,4,628.0,0.0253674,1,0.026525,0.0342552,0.0402885,163600.0,4,53795.0,19,-0.09431065,-0.1625189,12.005179,10.892936,6.44254,1,0,0,0
143,,,0.96,4.25,3.0,4.0,16.0,17.5,1.11,1.05,1.05,5.05,5.0,4.0,16.0,17.5,1,1,628.0,0.0253674,1,0.026525,0.0342552,0.0402885,163600.0,4,53795.0,19,,,12.005179,10.892936,6.44254,1,1,0,0
144,1.06,0.85,1.06,4.25,3.0,2.0,11.5,15.0,0.94,0.84,2.11,5.05,3.0,2.0,12.5,20.5,0,4,5419.0,0.0440285,1,0.0497413,0.0502388,0.113924,128600.0,3,42361.0,19,0.058268853,-0.1625189,11.764462,10.653983,8.597667,1,0,0,0
145,0.91,0.85,2.34,4.25,3.0,3.0,10.0,19.0,1.01,0.94,2.64,5.05,3.0,3.0,10.5,6.0,1,2,3126.0,0.0353328,1,0.0497413,0.0502388,0.113924,128600.0,3,42361.0,19,-0.09431065,-0.1625189,11.764462,10.653983,8.047509,1,0,1,0
146,1.06,1.01,2.66,4.5,3.0,4.0,11.0,10.5,1.05,1.0,2.73,5.05,3.0,4.0,10.0,7.5,0,2,792.0,0.0974464,1,0.1962366,0.1456063,0.1610329,147600.0,2,35277.0,23,0.058268853,0.009950321,11.902261,10.470986,6.6745615,1,0,1,0
147,0.91,0.91,2.34,4.25,3.0,3.0,10.5,8.0,0.94,0.84,2.49,5.05,4.0,3.0,11.0,7.0,0,2,3126.0,0.0353328,1,0.0428778,0.0292281,0.0579337,176400.0,3,60606.0,19,-0.09431065,-0.09431065,12.080509,11.012149,8.047509,1,0,1,0
148,1.12,1.07,1.12,4.75,3.0,5.0,15.0,11.5,1.11,1.06,1.05,5.05,3.0,5.0,15.0,9.5,0,3,3126.0,0.0353328,1,0.0428778,0.0292281,0.0579337,176400.0,3,60606.0,19,0.11332869,0.0676587,12.080509,11.012149,8.047509,1,0,0,1
149,1.1,0.94,1.04,5.0,4.0,3.0,16.0,28.5,1.11,1.05,1.05,5.05,4.0,3.0,16.0,23.0,1,1,1662.0,0.019477,1,0.0147634,0.0162512,0.0586081,226400.0,2,71621.0,19,0.095310204,-0.061875407,12.330059,11.179144,7.415777,1,1,0,0
150,1.06,1.01,2.66,4.5,4.0,4.0,11.0,9.5,1.05,1.05,2.85,5.05,4.0,4.0,12.0,8.75,0,2,5552.0,0.0774465,1,0.3015262,0.0642415,0.084454,136700.0,2,46272.0,19,0.058268853,0.009950321,11.825544,10.742292,8.621914,1,0,1,0
151,1.09,0.95,1.04,4.25,3.0,3.0,16.0,18.0,1.18,1.04,1.03,5.05,5.0,3.0,16.0,16.25,1,1,2237.0,0.0439381,1,0.0048832,0.0148394,0.0435644,178400.0,3,55917.0,7,0.08617773,-0.051293306,12.091784,10.931623,7.712891,1,1,0,0
152,1.12,1.09,1.06,5.62,3.0,4.0,15.0,14.0,1.11,1.06,1.05,5.05,3.0,4.0,15.0,13.75,0,3,2237.0,0.0439381,1,0.0048832,0.0148394,0.0435644,178400.0,3,55917.0,7,0.11332869,0.08617773,12.091784,10.931623,7.712891,1,0,0,1
153,1.06,0.95,0.95,4.5,4.0,2.0,16.0,10.0,1.05,0.94,0.94,5.05,3.0,2.0,16.0,13.0,0,1,462.0,0.0515021,1,0.0570457,0.0615117,0.0772214,161000.0,1,46700.0,21,0.058268853,-0.051293306,11.98916,10.751499,6.135565,1,1,0,0
154,1.06,0.95,0.95,5.25,4.0,3.0,17.0,19.5,1.05,0.94,0.94,5.05,4.0,3.0,17.0,22.5,0,1,1088.0,0.021141,1,0.001765,0.0200583,0.0435306,185500.0,1,63257.0,21,0.058268853,-0.051293306,12.13081,11.054961,6.9920964,1,1,0,0
155,0.85,0.8,2.34,4.35,3.0,4.0,10.0,6.0,0.91,0.9,2.45,5.05,4.0,4.0,10.5,12.5,0,2,2256.0,0.0311576,1,0.0115167,0.033978,0.0566964,164400.0,3,50708.0,29,-0.1625189,-0.22314353,12.010057,10.833839,7.721349,1,0,1,0
156,0.99,0.89,0.89,5.0,4.0,3.0,17.0,28.0,1.05,0.95,0.95,5.05,5.0,3.0,17.0,15.5,0,1,2256.0,0.0311576,1,0.0115167,0.033978,0.0566964,164400.0,3,50708.0,29,-0.010050327,-0.11653383,12.010057,10.833839,7.721349,1,1,0,0
157,1.09,0.81,1.04,5.0,3.0,,15.0,7.0,,,,,0.0,,,0.0,0,1,432.0,0.0167742,1,0.0118611,0.03756,0.0219448,150900.0,2,50628.0,21,0.08617773,-0.21072103,11.924373,10.83226,6.0684257,1,1,0,0
158,0.92,0.7,2.34,4.5,3.0,3.0,10.0,5.5,0.95,0.94,2.49,5.05,4.0,3.0,11.5,5.0,0,2,432.0,0.0167742,1,0.0118611,0.03756,0.0219448,150900.0,2,50628.0,21,-0.08338159,-0.35667497,11.924373,10.83226,6.0684257,1,0,1,0
159,0.98,0.85,2.34,4.5,2.0,4.0,10.5,12.0,0.95,0.84,2.49,5.25,4.0,4.0,11.5,12.5,0,2,952.0,0.023496,1,0.0111902,0.0440123,0.0376344,176600.0,3,46472.0,21,-0.020202687,-0.1625189,12.081642,10.746605,6.858565,1,0,1,0
160,0.95,0.85,1.06,4.75,5.0,2.0,11.5,24.0,1.11,0.84,1.26,5.05,4.0,2.0,12.5,17.5,0,4,952.0,0.023496,1,0.0111902,0.0440123,0.0376344,176600.0,3,46472.0,21,-0.051293306,-0.1625189,12.081642,10.746605,6.858565,1,0,0,0
161,1.16,1.02,1.09,4.5,3.0,5.0,16.0,18.0,1.15,1.01,1.01,5.05,3.0,5.0,16.0,22.0,0,1,2279.0,0.0303151,1,0.0069724,0.0417686,0.0791096,156400.0,3,51675.0,27,0.14841998,0.01980261,11.960172,10.85273,7.731492,1,1,0,0
162,1.06,1.02,2.34,4.5,2.0,5.0,11.0,8.5,1.15,1.05,2.64,5.05,2.0,5.0,11.0,6.5,0,2,1082.0,0.0112211,1,0.0069724,0.0417686,0.0791096,156400.0,3,51675.0,27,0.058268853,0.01980261,11.960172,10.85273,6.9865665,1,0,1,0
163,1.2,1.07,1.06,5.0,3.0,,16.5,21.0,,,,5.05,3.0,,15.0,18.0,1,3,462.0,0.0515021,1,0.0118201,0.0234509,0.0327548,179900.0,3,60286.0,21,0.1823216,0.0676587,12.100157,11.006855,6.135565,1,0,0,1
164,1.19,0.87,0.95,5.0,2.0,3.0,15.0,33.0,1.09,1.04,1.01,5.05,3.0,3.0,15.0,7.5,0,1,394.0,0.0161641,1,0.0002623,0.0139455,0.0281637,189300.0,1,68602.0,27,0.17395335,-0.13926207,12.151089,11.136077,5.976351,1,1,0,0
165,1.06,0.95,1.02,4.87,3.0,3.0,15.0,15.5,0.95,0.94,1.01,5.05,2.0,3.0,15.0,11.0,0,1,952.0,0.023496,1,0.0159579,0.0197356,0.0312887,211400.0,2,65305.0,21,0.058268853,-0.051293306,12.261507,11.086823,6.858565,1,1,0,0
166,1.12,1.02,1.06,4.75,3.0,6.0,16.5,20.0,1.11,1.01,1.05,5.05,3.0,6.0,15.5,18.0,1,3,952.0,0.023496,1,0.0159579,0.0197356,0.0312887,211400.0,2,65305.0,21,0.11332869,0.01980261,12.261507,11.086823,6.858565,1,0,0,1
167,1.06,0.95,0.95,4.25,4.0,3.0,16.0,,1.05,0.94,0.94,5.05,4.0,3.0,16.0,26.0,0,1,346.0,0.0135326,1,0.0160904,0.0423467,0.0730816,146100.0,1,48925.0,29,0.058268853,-0.051293306,11.892047,10.798044,5.846439,1,1,0,0
168,1.12,0.89,0.95,5.12,3.0,2.0,14.0,11.75,1.13,0.91,0.91,5.25,3.0,2.0,14.0,6.0,0,1,513.0,0.0200091,1,0.0013975,0.0131476,0.0390428,314000.0,1,82084.0,26,0.11332869,-0.11653383,12.657148,11.315498,6.240276,1,1,0,0
169,1.12,1.02,1.06,5.0,4.0,5.0,19.0,19.0,1.11,1.06,1.05,5.05,3.0,5.0,17.0,12.5,1,3,759.0,0.0593081,1,0.009611,0.0180639,0.0180424,318100.0,2,80548.0,21,0.11332869,0.01980261,12.670121,11.296609,6.632002,1,0,0,1
170,1.06,0.95,0.95,5.0,3.0,3.0,16.0,13.5,1.05,0.96,0.95,5.28,4.0,3.0,16.0,14.0,0,1,759.0,0.0593081,1,0.009611,0.0180639,0.0180424,318100.0,2,80548.0,21,0.058268853,-0.051293306,12.670121,11.296609,6.632002,1,1,0,0
171,0.91,0.85,2.34,5.0,3.0,2.0,12.0,12.5,0.95,0.83,2.47,5.5,2.0,2.0,11.0,16.0,0,2,1136.0,0.01643,1,0.0060498,0.0207022,0.0125,256600.0,2,72638.0,21,-0.09431065,-0.1625189,12.455274,11.193243,7.035269,1,0,1,0
172,1.23,0.89,0.89,4.67,3.5,3.0,16.0,13.75,1.11,0.88,0.88,5.75,3.0,3.0,15.0,22.0,0,1,852.0,0.0864971,1,0.0061889,0.0224756,0.0204082,235000.0,1,71806.0,26,0.20701419,-0.11653383,12.367341,11.181724,6.7475867,1,1,0,0
173,1.0,0.95,0.89,,9.0,3.0,17.0,12.5,1.05,0.95,0.95,5.05,3.0,3.0,17.0,31.5,0,1,3774.0,0.0159621,1,0.0430108,0.0379497,0.0528351,247900.0,1,65431.0,21,0.0,-0.051293306,12.420781,11.088752,8.23589,1,1,0,0
174,1.12,0.91,0.99,4.75,4.0,,11.5,9.5,0.95,0.95,0.89,,,,,,1,3,5660.0,0.0754834,1,0.129479,0.0466379,0.0738214,283100.0,2,72920.0,21,0.11332869,-0.09431065,12.5535555,11.197118,8.641179,1,0,0,1
175,1.06,1.0,1.06,4.8,5.0,4.0,16.0,18.0,1.05,0.99,1.05,5.05,4.5,4.0,16.0,16.0,0,1,5660.0,0.0754834,1,0.129479,0.0466379,0.0738214,283100.0,2,72920.0,21,0.058268853,0.0,12.5535555,11.197118,8.641179,1,1,0,0
176,1.02,0.85,0.85,5.0,4.0,4.0,15.0,19.0,0.94,0.78,0.84,5.05,2.0,4.0,15.0,21.25,1,1,2868.0,0.0507008,1,0.0414442,0.0360678,0.0987546,129900.0,6,51022.0,6,0.01980261,-0.1625189,11.77452,10.840013,7.96137,1,1,0,0
177,1.02,0.91,0.91,4.5,4.0,4.0,16.0,16.5,1.01,1.01,0.94,5.05,3.0,4.0,16.0,12.0,1,3,2868.0,0.0507008,1,0.0414442,0.0360678,0.0987546,129900.0,6,51022.0,6,0.01980261,-0.09431065,11.77452,10.840013,7.96137,1,0,0,1
178,1.12,,0.95,4.75,3.0,2.0,11.5,8.5,1.02,1.01,0.94,5.05,3.0,2.0,11.5,9.5,1,3,2868.0,0.0507008,1,0.0414442,0.0360678,0.0987546,129900.0,6,51022.0,6,0.11332869,,11.77452,10.840013,7.96137,1,0,0,1
179,1.06,0.93,0.88,4.25,4.0,3.0,16.0,20.0,1.09,0.94,0.93,5.05,5.0,3.0,16.0,17.0,1,1,1672.0,0.0671423,1,0.1058741,0.062553,0.0600714,114800.0,4,43470.0,6,0.058268853,-0.07257068,11.650947,10.679827,7.421776,1,1,0,0
180,0.95,0.79,2.34,4.25,4.0,4.0,11.0,6.0,0.94,0.73,2.32,5.05,2.0,4.0,10.5,5.0,1,2,1672.0,0.0671423,1,0.1058741,0.062553,0.0600714,114800.0,4,43470.0,6,-0.051293306,-0.2357223,11.650947,10.679827,7.421776,1,0,1,0
181,1.02,0.95,0.95,4.25,2.0,6.0,16.0,8.0,1.01,1.01,2.0,5.05,2.0,6.0,15.0,8.0,1,3,1672.0,0.0671423,1,0.1058741,0.062553,0.0600714,114800.0,4,43470.0,6,0.01980261,-0.051293306,11.650947,10.679827,7.421776,1,0,0,1
182,0.95,0.86,0.95,5.0,3.0,2.0,11.5,14.5,1.0,0.84,2.35,5.25,3.0,2.0,12.5,24.0,0,4,7144.0,0.0159968,1,0.2013907,0.053199,0.0573632,109700.0,2,45443.0,2,-0.051293306,-0.15082288,11.605505,10.724214,8.874028,1,0,0,0
183,,,,4.75,3.0,3.0,16.0,12.0,1.01,1.01,0.94,5.05,3.0,3.0,15.0,13.0,1,3,1938.0,0.0363918,1,0.0399834,0.0287831,0.0476508,110200.0,7,48574.0,6,,,11.610052,10.790844,7.5694118,1,0,0,1
