,male,educ,wage,swage,exper,pexper,lwage,expersq,highgrad,college,grad,polytech,highdrop,lswage,pexpersq,mleeduc,mleeduc0
313,0,12,29400,15300,13,5,10.28875,169,1,0,0,0,0,9.635608,25,0,0
314,0,12,28800,13950,13,3,10.26813,169,1,0,0,0,0,9.543235,9,0,0
315,1,16,35700,18000,13,24,10.482906,169,0,1,0,0,0,9.798127,576,16,2
316,0,12,17400,10200,13,20,9.764226,169,1,0,0,0,0,9.230143,400,0,0
317,0,8,21450,10200,13,34,9.97348,169,0,0,0,0,1,9.230143,1156,0,0
318,0,12,24750,12000,13,12,10.116581,169,1,0,0,0,0,9.392662,144,0,0
319,0,12,26100,13500,13,29,10.16969,169,1,0,0,0,0,9.510445,841,0,0
320,1,14,28050,15000,12,3,10.241744,144,0,0,0,1,0,9.615806,9,14,0
321,0,16,36600,18000,12,2,10.507804,144,0,1,0,0,0,9.798127,4,0,0
322,0,16,58125,18000,12,2,10.970351,144,0,1,0,0,0,9.798127,4,0,0
323,1,12,22500,16500,12,38,10.021271,144,1,0,0,0,0,9.711116,1444,12,-2
324,1,15,29400,15750,12,3,10.28875,144,0,0,0,1,0,9.664596,9,15,1
325,1,12,27450,14700,12,7,10.220121,144,1,0,0,0,0,9.595603,49,12,-2
326,1,15,29850,15750,12,8,10.30394,144,0,0,0,1,0,9.664596,64,15,1
327,1,15,25350,15750,12,10,10.140534,144,0,0,0,1,0,9.664596,100,15,1
328,0,8,19650,13050,12,18,9.885833,144,0,0,0,0,1,9.476543,324,0,0
329,0,12,21000,13500,12,14,9.952278,144,1,0,0,0,0,9.510445,196,0,0
330,1,17,27000,18000,12,33,10.203592,144,0,0,1,0,0,9.798127,1089,17,3
331,1,12,24000,15750,12,21,10.085809,144,1,0,0,0,0,9.664596,441,12,-2
332,1,17,78500,28740,12,12,11.270854,144,0,0,1,0,0,10.266046,144,17,3
333,0,12,20850,13050,12,22,9.945109,144,1,0,0,0,0,9.476543,484,0,0
334,1,8,28500,15750,12,30,10.257659,144,0,0,0,0,1,9.664596,900,8,-6
335,1,19,65000,31980,12,13,11.082143,144,0,0,1,0,0,10.372866,169,19,5
336,1,14,30150,16500,12,19,10.31394,144,0,0,0,1,0,9.711116,361,14,0
337,1,19,66875,32490,12,14,11.11058,144,0,0,1,0,0,10.388688,196,19,5
338,0,15,24150,13500,12,1,10.09204,144,0,0,0,1,0,9.510445,1,0,0
339,0,12,24450,12450,12,2,10.104385,144,1,0,0,0,0,9.429476,4,0,0
340,0,12,21600,12000,12,0,9.980449,144,1,0,0,0,0,9.392662,0,0,0
341,0,12,27900,12450,12,0,10.236382,144,1,0,0,0,0,9.429476,0,0,0
342,0,8,29100,12450,12,3,10.278494,144,0,0,0,0,1,9.429476,9,0,0
343,0,12,22650,11250,12,0,10.027915,144,1,0,0,0,0,9.328123,0,0,0
344,0,12,20850,11250,12,0,9.945109,144,1,0,0,0,0,9.328123,0,0,0
345,0,12,22950,12300,12,1,10.041073,144,1,0,0,0,0,9.417355,1,0,0
346,0,12,30600,12450,12,1,10.328755,144,1,0,0,0,0,9.429476,1,0,0
347,0,12,20400,11250,12,0,9.92329,144,1,0,0,0,0,9.328123,0,0,0
348,0,12,23850,12750,12,3,10.079539,144,1,0,0,0,0,9.453286,9,0,0
349,0,12,22800,11250,12,0,10.034515,144,1,0,0,0,0,9.328123,0,0,0
350,0,12,20700,11250,12,0,9.937889,144,1,0,0,0,0,9.328123,0,0,0
351,0,12,21300,11250,12,1,9.966462,144,1,0,0,0,0,9.328123,1,0,0
352,0,12,24300,15000,12,21,10.098231,144,1,0,0,0,0,9.615806,441,0,0
353,0,12,19650,13950,12,23,9.885833,144,1,0,0,0,0,9.543235,529,0,0
354,1,17,60000,32490,12,3,11.0021,144,0,0,1,0,0,10.388688,9,17,3
355,1,15,30300,15750,12,10,10.318903,144,0,0,0,1,0,9.664596,100,15,1
356,1,19,61250,33000,12,2,11.022719,144,0,0,1,0,0,10.404263,4,19,5
357,1,19,36000,19500,12,4,10.491274,144,0,0,1,0,0,9.87817,16,19,5
358,0,12,16200,10200,12,31,9.692766,144,1,0,0,0,0,9.230143,961,0,0
359,0,12,22800,11250,12,0,10.034515,144,1,0,0,0,0,9.328123,0,0,0
360,0,16,43500,19500,12,2,10.680516,144,0,1,0,0,0,9.87817,4,0,0
361,1,8,30300,15750,12,27,10.318903,144,0,0,0,0,1,9.664596,729,8,-6
362,1,15,31950,15750,12,12,10.371927,144,0,0,0,1,0,9.664596,144,15,1
363,1,15,35250,13500,12,1,10.470221,144,0,0,0,1,0,9.510445,1,15,1
364,1,15,37800,15000,12,6,10.540065,144,0,0,0,1,0,9.615806,36,15,1
365,1,15,31200,15750,12,8,10.348173,144,0,0,0,1,0,9.664596,64,15,1
366,1,15,29400,16500,12,12,10.28875,144,0,0,0,1,0,9.711116,144,15,1
367,1,19,70000,35040,12,13,11.156251,144,0,0,1,0,0,10.464246,169,19,5
368,1,15,33900,15750,12,17,10.43117,144,0,0,0,1,0,9.664596,289,15,1
369,1,15,27150,16500,12,14,10.209132,144,0,0,0,1,0,9.711116,196,15,1
370,0,12,22200,13800,12,34,10.007848,144,1,0,0,0,0,9.532424,1156,0,0
371,0,15,31350,11100,12,8,10.352969,144,0,0,0,1,0,9.3147,64,0,0
372,0,12,20850,13500,12,31,9.945109,144,1,0,0,0,0,9.510445,961,0,0
373,1,16,33300,17490,12,21,10.413313,144,0,1,0,0,0,9.769384,441,16,2
374,1,8,26250,16050,12,17,10.175422,144,0,0,0,0,1,9.683464,289,8,-6
375,1,15,31950,15750,12,10,10.371927,144,0,0,0,1,0,9.664596,100,15,1
376,1,19,66250,34980,12,17,11.101191,144,0,0,1,0,0,10.462532,289,19,5
377,1,18,86250,45000,11,9,11.3650055,121,0,0,1,0,0,10.714417,81,18,4
378,1,12,30750,15000,11,10,10.333645,121,1,0,0,0,0,9.615806,100,12,-2
379,1,12,33540,15750,11,8,10.420494,121,1,0,0,0,0,9.664596,64,12,-2
380,1,16,34950,20250,11,10,10.461674,121,0,1,0,0,0,9.91591,100,16,2
381,1,15,40350,16500,11,14,10.605347,121,0,0,0,1,0,9.711116,196,15,1
382,1,12,30270,15750,11,14,10.317912,121,1,0,0,0,0,9.664596,196,12,-2
383,1,15,32400,15000,11,11,10.385914,121,0,0,0,1,0,9.615806,121,15,1
384,0,12,20400,11250,11,0,9.92329,121,1,0,0,0,0,9.328123,0,0,0
385,0,8,24150,12750,11,17,10.09204,121,0,0,0,0,1,9.453286,289,0,0
386,0,15,23850,13500,11,21,10.079539,121,0,0,0,1,0,9.510445,441,0,0
387,0,12,29700,13500,11,5,10.2989025,121,1,0,0,0,0,9.510445,25,0,0
388,0,12,24450,15750,11,15,10.104385,121,1,0,0,0,0,9.664596,225,0,0
389,1,15,28050,16500,11,15,10.241744,121,0,0,0,1,0,9.711116,225,15,1
390,1,16,100000,44100,11,22,11.512925,121,0,1,0,0,0,10.694215,484,16,2
391,1,15,49000,20550,11,15,10.799576,121,0,0,0,1,0,9.930616,225,15,1
392,0,12,16350,10200,11,28,9.701983,121,1,0,0,0,0,9.230143,784,0,0
393,1,16,70000,21750,11,3,11.156251,121,0,1,0,0,0,9.987369,9,16,2
394,1,19,55000,34980,11,22,10.915089,121,0,0,1,0,0,10.462532,484,19,5
395,1,15,28500,14250,11,3,10.257659,121,0,0,0,1,0,9.564512,9,15,1
396,1,12,28800,18000,11,37,10.26813,121,1,0,0,0,0,9.798127,1369,12,-2
397,1,19,90625,31250,11,3,11.414485,121,0,0,1,0,0,10.349774,9,19,5
398,1,16,43650,19500,11,3,10.683959,121,0,1,0,0,0,9.87817,9,16,2
399,1,19,75000,42510,11,9,11.225244,121,0,0,1,0,0,10.657495,81,19,5
400,1,15,31650,14250,11,2,10.3624935,121,0,0,0,1,0,9.564512,4,15,1
401,1,19,61875,28740,11,5,11.032871,121,0,0,1,0,0,10.266046,25,19,5
402,0,12,21750,11250,11,0,9.987369,121,1,0,0,0,0,9.328123,0,0,0
