,price,crime,nox,rooms,dist,radial,proptax,stratio,lowstat,lprice,lnox,lproptax
260,33799.0,0.54,6.47,7.2,2.11,5,26.4,13.0,9.59,10.428186,1.867176,5.575949
261,43101.0,0.534,6.47,7.52,2.14,5,26.4,13.0,7.26,10.671302,1.867176,5.575949
262,48801.0,0.52,6.47,8.4,2.29,5,26.4,13.0,5.91,10.7955065,1.867176,5.575949
263,30999.0,0.825,6.47,7.33,2.08,5,26.4,13.0,11.25,10.34171,1.867176,5.575949
264,36501.0,0.55,6.47,7.21,1.93,5,26.4,13.0,8.1,10.505095,1.867176,5.575949
265,22800.0,0.762,6.47,5.56,1.99,5,26.4,13.0,10.45,10.034515,1.867176,5.575949
266,30699.0,0.786,6.47,7.01,2.13,5,26.4,13.0,14.79,10.331985,1.867176,5.575949
267,50001.0,0.578,5.75,8.3,2.42,5,26.4,13.0,7.44,10.819798,1.7491999,5.575949
268,43499.0,0.54,5.75,7.47,2.87,5,26.4,13.0,3.16,10.680493,1.7491999,5.575949
269,20700.0,0.091,4.64,5.92,3.92,3,22.3,18.6,13.65,9.937889,1.5347143,5.4071717
270,21100.0,0.299,4.64,5.86,4.43,3,22.3,18.6,13.0,9.957028,1.5347143,5.4071717
271,25200.0,0.162,4.64,6.24,4.43,3,22.3,18.6,6.59,10.1346,1.5347143,5.4071717
272,24399.0,0.115,4.64,6.54,3.92,3,22.3,18.6,7.73,10.102298,1.5347143,5.4071717
273,35200.0,0.222,4.64,7.69,4.37,3,22.3,18.6,6.58,10.4688015,1.5347143,5.4071717
274,32400.0,0.056,4.47,6.76,4.08,4,25.4,17.6,3.53,10.385914,1.4973884,5.5373344
275,32000.0,0.096,4.47,6.85,4.27,4,25.4,17.6,2.98,10.373491,1.4973884,5.5373344
276,33200.0,0.105,4.47,7.27,4.79,4,25.4,17.6,6.05,10.410305,1.4973884,5.5373344
277,33100.0,0.061,4.47,6.83,4.86,4,25.4,17.6,4.16,10.407289,1.4973884,5.5373344
278,29100.0,0.08,4.47,6.48,4.14,4,25.4,17.6,7.19,10.278494,1.4973884,5.5373344
279,35102.0,0.21,4.43,6.81,4.1,5,21.6,14.9,4.85,10.466013,1.4883995,5.3752785
280,45401.0,0.036,4.43,7.82,4.69,5,21.6,14.9,3.76,10.7232895,1.4883995,5.3752785
281,35401.0,0.037,4.43,6.97,5.24,5,21.6,14.9,4.59,10.474495,1.4883995,5.3752785
282,46000.0,0.061,4.43,7.64,5.21,5,21.6,14.9,3.01,10.736397,1.4883995,5.3752785
283,50001.0,0.015,4.01,7.92,5.89,1,19.8,13.6,3.16,10.819798,1.3887913,5.288267
284,32199.0,0.009,4.0,7.09,7.31,1,28.5,15.3,7.85,10.379691,1.3862944,5.652489
285,22000.0,0.011,3.89,6.45,7.31,1,30.0,15.3,8.23,9.998797,1.3584092,5.7037826
286,20100.0,0.02,3.85,6.23,9.09,1,24.1,18.2,12.93,9.908475,1.3480731,5.484797
287,23200.0,0.039,4.05,6.21,7.32,6,29.3,16.6,7.14,10.051908,1.3987169,5.6801724
288,22299.0,0.046,4.05,6.31,7.32,6,29.3,16.6,7.6,10.012297,1.3987169,5.6801724
289,24800.0,0.043,4.05,6.56,7.32,6,29.3,16.6,9.51,10.118599,1.3987169,5.6801724
290,28501.0,0.035,4.11,6.86,5.12,4,24.5,19.2,3.33,10.257694,1.4134231,5.5012584
291,37298.0,0.079,4.11,7.15,5.12,4,24.5,19.2,3.56,10.526695,1.4134231,5.5012584
292,27901.0,0.036,4.11,6.63,5.12,4,24.5,19.2,4.7,10.236418,1.4134231,5.5012584
293,23899.0,0.083,4.37,6.13,5.5,4,28.9,16.0,8.58,10.081592,1.474763,5.6664267
294,21700.0,0.082,4.37,6.01,5.5,4,28.9,16.0,10.4,9.985067,1.474763,5.6664267
295,28601.0,0.129,4.37,6.68,5.96,4,28.9,16.0,6.27,10.261197,1.474763,5.6664267
296,27100.0,0.054,4.37,6.55,5.96,4,28.9,16.0,7.39,10.207289,1.474763,5.6664267
297,20300.0,0.141,4.37,5.79,6.32,4,28.9,16.0,15.84,9.918376,1.474763,5.6664267
298,22501.0,0.065,4.0,6.34,7.83,5,35.8,14.8,4.97,10.021315,1.3862944,5.880533
299,29001.0,0.056,4.0,7.04,7.83,5,35.8,14.8,4.74,10.275085,1.3862944,5.880533
300,24800.0,0.044,4.0,6.87,7.83,5,35.8,14.8,6.07,10.118599,1.3862944,5.880533
301,22000.0,0.035,4.33,6.59,5.49,7,32.9,16.1,9.5,9.998797,1.4655675,5.7960577
302,26399.0,0.093,4.33,6.49,5.49,7,32.9,16.1,8.67,10.181082,1.4655675,5.7960577
303,33100.0,0.1,4.72,6.98,5.49,7,32.9,16.1,4.86,10.407289,1.5518087,5.7960577
304,36098.0,0.055,4.72,7.24,4.02,7,22.2,18.4,6.93,10.493993,1.5518087,5.4026775
305,28399.0,0.055,4.72,6.62,3.37,7,22.2,18.4,8.93,10.254109,1.5518087,5.4026775
306,33400.0,0.075,4.72,7.42,3.1,7,22.2,18.4,6.47,10.416311,1.5518087,5.4026775
307,28201.0,0.049,4.72,6.85,3.18,7,22.2,18.4,7.53,10.247112,1.5518087,5.4026775
308,22800.0,0.493,5.44,6.63,3.32,4,30.4,18.4,4.54,10.034515,1.6937791,5.7170277
309,20300.0,0.349,5.44,5.97,3.1,4,30.4,18.4,9.97,9.918376,1.6937791,5.7170277
310,16100.0,2.635,5.44,4.97,2.52,4,30.4,18.4,12.64,9.686575,1.6937791,5.7170277
311,22099.0,0.79,5.44,6.12,2.64,4,30.4,18.4,5.98,10.003287,1.6937791,5.7170277
312,19400.0,0.262,5.44,6.02,2.83,4,30.4,18.4,11.72,9.873029,1.6937791,5.7170277
313,21600.0,0.269,5.44,6.27,3.26,4,30.4,18.4,7.9,9.980449,1.6937791,5.7170277
314,23799.0,0.369,5.44,6.57,3.6,4,30.4,18.4,9.28,10.077399,1.6937791,5.7170277
315,16200.0,0.254,5.44,5.7,3.95,4,30.4,18.4,11.5,9.692766,1.6937791,5.7170277
316,17800.0,0.318,5.44,5.91,4.0,4,30.4,18.4,18.33,9.786954,1.6937791,5.7170277
317,19800.0,0.245,5.44,5.78,4.03,4,30.4,18.4,15.94,9.893437,1.6937791,5.7170277
318,23100.0,0.402,5.44,6.38,3.53,4,30.4,18.4,10.36,10.047588,1.6937791,5.7170277
319,21000.0,0.475,5.44,6.11,4.0,4,30.4,18.4,12.73,9.952278,1.6937791,5.7170277
320,23799.0,0.168,4.93,6.43,4.54,5,28.7,19.6,7.2,10.077399,1.595339,5.659482
321,23100.0,0.182,4.93,6.38,4.54,5,28.7,19.6,6.87,10.047588,1.595339,5.659482
322,20400.0,0.351,4.93,6.04,4.72,5,28.7,19.6,7.7,9.92329,1.595339,5.659482
323,18500.0,0.284,4.93,5.71,4.72,5,28.7,19.6,11.74,9.825526,1.595339,5.659482
324,24999.0,0.341,4.93,6.41,4.72,5,28.7,19.6,6.12,10.126591,1.595339,5.659482
325,24600.0,0.192,4.93,6.43,5.42,5,28.7,19.6,5.08,10.110501,1.595339,5.659482
326,23001.0,0.303,4.93,6.31,5.42,5,28.7,19.6,6.15,10.043293,1.595339,5.659482
327,22199.0,0.241,4.93,6.08,5.42,5,28.7,19.6,12.79,10.007803,1.595339,5.659482
328,19300.0,0.066,4.6,5.87,5.21,4,43.0,16.9,9.97,9.867861,1.5260563,6.063785
329,22600.0,0.067,4.6,6.33,5.21,4,43.0,16.9,7.34,10.025705,1.5260563,6.063785
330,19800.0,0.045,4.6,6.14,5.87,4,43.0,16.9,9.09,9.893437,1.5260563,6.063785
331,17100.0,0.05,4.38,5.71,6.64,1,30.4,16.9,12.43,9.746834,1.4770488,5.7170277
332,19400.0,0.035,4.38,6.03,7.27,1,30.4,16.9,7.83,9.873029,1.4770488,5.7170277
333,22199.0,0.051,5.15,6.32,6.46,5,22.4,20.2,5.68,10.007803,1.6389967,5.411646
334,20700.0,0.037,5.15,6.31,6.46,5,22.4,20.2,6.75,9.937889,1.6389967,5.411646
335,21100.0,0.04,5.15,6.04,5.99,5,22.4,20.2,8.01,9.957028,1.6389967,5.411646
336,19500.0,0.034,5.15,5.87,5.23,5,22.4,20.2,9.8,9.87817,1.6389967,5.411646
337,18500.0,0.03,5.15,5.89,5.61,5,22.4,20.2,10.56,9.825526,1.6389967,5.411646
338,20548.0,0.033,5.15,6.06,4.81,5,22.4,20.2,8.51,9.930519,1.6389967,5.411646
339,19000.0,0.055,5.15,5.98,4.81,5,22.4,20.2,9.74,9.852194,1.6389967,5.411646
340,18700.0,0.062,5.15,5.97,4.81,5,22.4,20.2,9.29,9.836279,1.6389967,5.411646
341,32778.0,0.013,4.42,7.24,7.04,1,28.4,15.5,5.49,10.397512,1.4861397,5.6489744
342,16500.0,0.025,5.18,6.54,6.27,1,42.2,15.9,8.65,9.711116,1.6448051,6.0450053
343,23899.0,0.025,4.84,6.7,5.73,5,37.0,17.6,7.18,10.081592,1.5769148,5.913503
344,31201.0,0.03,4.84,6.87,6.47,5,37.0,17.6,4.61,10.348206,1.5769148,5.913503
345,17500.0,0.031,4.42,6.01,8.01,3,35.2,18.8,10.53,9.769957,1.4861397,5.8636312
346,17200.0,0.062,4.42,5.9,8.01,3,35.2,18.8,12.67,9.752665,1.4861397,5.8636312
347,23100.0,0.019,4.29,6.52,8.54,4,35.1,17.9,6.36,10.047588,1.4562867,5.8607864
348,24499.0,0.015,4.35,6.63,8.34,4,28.0,17.0,5.99,10.106387,1.4701759,5.6347895
349,26601.0,0.029,4.29,6.94,8.79,1,33.5,19.7,5.89,10.1887045,1.4562867,5.8141303
350,22900.0,0.062,4.29,6.49,8.79,1,33.5,19.7,5.98,10.038892,1.4562867,5.8141303
351,24101.0,0.079,4.11,6.58,10.71,4,41.1,18.3,5.49,10.090009,1.4134231,6.0185933
352,18600.0,0.072,4.11,5.88,10.71,4,41.1,18.3,7.79,9.830916,1.4134231,6.0185933
353,30101.0,0.017,4.1,6.73,12.13,5,18.7,17.0,4.5,10.312314,1.4109869,5.2311087
354,18200.0,0.043,4.13,5.66,10.59,4,33.4,22.0,8.05,9.809176,1.4182774,5.811141
355,20600.0,0.107,4.13,5.94,10.59,4,33.4,22.0,5.57,9.933046,1.4182774,5.811141
356,17794.0,8.983,7.7,6.21,2.12,24,66.6,20.2,17.6,9.786616,2.0412202,6.50129
357,21700.0,3.85,7.7,6.39,2.51,24,66.6,20.2,13.27,9.985067,2.0412202,6.50129
358,22700.0,5.202,7.7,6.13,2.72,24,66.6,20.2,11.48,10.03012,2.0412202,6.50129
359,22600.0,4.261,7.7,6.11,2.51,24,66.6,20.2,12.67,10.025705,2.0412202,6.50129
360,24999.0,4.542,7.7,6.4,2.52,24,66.6,20.2,7.79,10.126591,2.0412202,6.50129
361,19900.0,3.837,7.7,6.25,2.3,24,66.6,20.2,14.19,9.898475,2.0412202,6.50129
362,20800.0,3.678,7.7,5.36,2.1,24,66.6,20.2,10.19,9.942708,2.0412202,6.50129
363,16800.0,4.222,7.7,5.8,1.9,24,66.6,20.2,14.64,9.729135,2.0412202,6.50129
364,21900.0,3.474,7.18,8.78,1.9,24,66.6,20.2,5.29,9.994242,1.9712994,6.50129
365,27499.0,4.556,7.18,3.56,1.61,24,66.6,20.2,7.12,10.221905,1.9712994,6.50129
366,21900.0,3.697,7.18,4.96,1.75,24,66.6,20.2,14.0,9.994242,1.9712994,6.50129
367,23100.0,13.522,6.31,3.86,1.51,24,66.6,20.2,13.33,10.047588,1.8421357,6.50129
368,50001.0,4.898,6.31,4.97,1.33,24,66.6,20.2,3.26,10.819798,1.8421357,6.50129
369,50001.0,5.67,6.31,6.68,1.36,24,66.6,20.2,3.73,10.819798,1.8421357,6.50129
370,50001.0,6.539,6.31,7.02,1.2,24,66.6,20.2,2.96,10.819798,1.8421357,6.50129
371,50001.0,9.232,6.31,6.22,1.17,24,66.6,20.2,9.53,10.819798,1.8421357,6.50129
372,50001.0,8.267,6.68,5.87,1.13,24,66.6,20.2,8.88,10.819798,1.899118,6.50129
373,13800.0,11.108,6.68,4.91,1.17,24,66.6,20.2,34.77,9.532424,1.899118,6.50129
374,13800.0,18.498,6.68,4.14,1.14,24,66.6,20.2,37.97,9.532424,1.899118,6.50129
375,15000.0,19.609,6.71,7.31,1.32,24,66.6,20.2,13.44,9.615806,1.9035989,6.50129
376,13900.0,15.288,6.71,6.65,1.34,24,66.6,20.2,23.24,9.539644,1.9035989,6.50129
377,13300.0,9.823,6.71,6.79,1.36,24,66.6,20.2,21.24,9.49552,1.9035989,6.50129
378,13100.0,23.648,6.71,6.38,1.39,24,66.6,20.2,23.69,9.480368,1.9035989,6.50129
379,10200.0,17.867,6.71,6.22,1.39,24,66.6,20.2,21.78,9.230143,1.9035989,6.50129
380,10400.0,88.976,6.71,6.97,1.42,24,66.6,20.2,17.21,9.249561,1.9035989,6.50129
381,10900.0,15.874,6.71,6.54,1.52,24,66.6,20.2,21.08,9.296518,1.9035989,6.50129
382,11300.0,9.187,7.0,5.54,1.58,24,66.6,20.2,23.6,9.332558,1.9459101,6.50129
383,12300.0,7.992,7.0,5.52,1.53,24,66.6,20.2,24.56,9.417355,1.9459101,6.50129
384,8800.0,20.085,7.0,4.37,1.44,24,66.6,20.2,30.63,9.082507,1.9459101,6.50129
385,7200.0,16.812,7.0,5.28,1.43,24,66.6,20.2,30.81,8.881836,1.9459101,6.50129
386,10500.0,24.394,7.0,4.65,1.47,24,66.6,20.2,28.28,9.2591305,1.9459101,6.50129
387,7400.0,22.597,7.0,5.0,1.52,24,66.6,20.2,31.99,8.909235,1.9459101,6.50129
388,10200.0,14.334,7.0,4.88,1.59,24,66.6,20.2,30.62,9.230143,1.9459101,6.50129
389,11500.0,8.152,7.0,5.39,1.73,24,66.6,20.2,20.85,9.350102,1.9459101,6.50129
390,15100.0,6.962,7.0,5.71,1.93,24,66.6,20.2,17.11,9.62245,1.9459101,6.50129
391,23200.0,5.293,7.0,6.05,2.17,24,66.6,20.2,18.76,10.051908,1.9459101,6.50129
392,9700.0,11.578,7.0,5.04,1.77,24,66.6,20.2,25.68,9.179881,1.9459101,6.50129
393,13800.0,8.645,6.93,6.19,1.79,24,66.6,20.2,15.17,9.532424,1.9358598,6.50129
394,12700.0,13.36,6.93,5.89,1.78,24,66.6,20.2,16.35,9.449357,1.9358598,6.50129
395,13100.0,8.717,6.93,6.47,1.73,24,66.6,20.2,17.12,9.480368,1.9358598,6.50129
396,12500.0,5.872,6.93,6.4,1.68,24,66.6,20.2,19.37,9.433484,1.9358598,6.50129
397,8500.0,7.672,6.93,5.75,1.63,24,66.6,20.2,19.92,9.047821,1.9358598,6.50129
398,5000.0,38.352,6.93,5.45,1.49,24,66.6,20.2,30.59,8.517193,1.9358598,6.50129
399,6300.0,9.917,6.93,5.85,1.5,24,66.6,20.2,29.97,8.748305,1.9358598,6.50129
400,5600.0,25.046,6.93,5.99,1.59,24,66.6,20.2,27.04,8.630522,1.9358598,6.50129
401,7200.0,14.236,6.93,6.34,1.57,24,66.6,20.2,20.32,8.881836,1.9358598,6.50129
402,12100.0,9.596,6.93,6.4,1.64,24,66.6,20.2,20.31,9.400961,1.9358598,6.50129
403,8300.0,24.802,6.93,5.35,1.7,24,66.6,20.2,19.77,9.024011,1.9358598,6.50129
404,8500.0,41.529,6.93,5.53,1.61,24,66.6,20.2,27.38,9.047821,1.9358598,6.50129
405,5000.0,67.921,6.93,5.68,1.43,24,66.6,20.2,22.98,8.517193,1.9358598,6.50129
406,11900.0,20.716,6.59,4.14,1.18,24,66.6,20.2,23.34,9.384294,1.8855534,6.50129
407,27901.0,11.951,6.59,5.61,1.29,24,66.6,20.2,12.13,10.236418,1.8855534,6.50129
408,17200.0,7.404,5.97,5.62,1.45,24,66.6,20.2,26.4,9.752665,1.7867469,6.50129
409,27499.0,14.438,5.97,6.85,1.47,24,66.6,20.2,19.78,10.221905,1.7867469,6.50129
410,15000.0,51.136,5.97,5.76,1.41,24,66.6,20.2,10.11,9.615806,1.7867469,6.50129
411,17200.0,14.051,5.97,6.66,1.53,24,66.6,20.2,21.22,9.752665,1.7867469,6.50129
412,17900.0,18.811,5.97,4.63,1.55,24,66.6,20.2,34.37,9.792556,1.7867469,6.50129
413,16300.0,26.656,5.97,5.15,1.59,24,66.6,20.2,20.08,9.69892,1.7867469,6.50129
414,7012.0,45.746,6.93,4.52,1.66,24,66.6,20.2,36.98,8.855378,1.9358598,6.50129
415,7200.0,18.085,6.79,6.43,1.83,24,66.6,20.2,29.05,8.881836,1.9154509,6.50129
416,7500.0,10.834,6.79,6.78,1.82,24,66.6,20.2,25.79,8.922658,1.9154509,6.50129
417,10400.0,25.941,6.79,5.3,1.65,24,66.6,20.2,26.64,9.249561,1.9154509,6.50129
418,8800.0,73.534,6.79,5.96,1.8,24,66.6,20.2,20.62,9.082507,1.9154509,6.50129
419,8400.0,11.812,7.18,6.82,1.79,24,66.6,20.2,22.74,9.035987,1.9712994,6.50129
420,16700.0,11.087,7.18,6.41,1.86,24,66.6,20.2,15.02,9.723164,1.9712994,6.50129
421,14200.0,7.023,7.18,6.01,1.87,24,66.6,20.2,15.7,9.560997,1.9712994,6.50129
422,20800.0,12.048,6.14,5.65,1.95,24,66.6,20.2,14.1,9.942708,1.8148247,6.50129
423,13400.0,7.05,6.14,6.1,2.02,24,66.6,20.2,23.29,9.50301,1.8148247,6.50129
424,11700.0,8.792,5.84,5.56,2.06,24,66.6,20.2,17.16,9.367344,1.7647308,6.50129
425,8300.0,15.86,6.79,5.9,1.91,24,66.6,20.2,24.39,9.024011,1.9154509,6.50129
426,10200.0,12.247,5.84,5.84,2.0,24,66.6,20.2,15.69,9.230143,1.7647308,6.50129
427,10900.0,37.662,6.79,6.2,1.86,24,66.6,20.2,14.52,9.296518,1.9154509,6.50129
428,11000.0,7.367,6.79,6.19,1.94,24,66.6,20.2,21.52,9.305651,1.9154509,6.50129
429,9500.0,9.339,6.79,6.38,1.97,24,66.6,20.2,24.08,9.159047,1.9154509,6.50129
430,14500.0,8.492,5.84,6.35,2.05,24,66.6,20.2,17.64,9.581903,1.7647308,6.50129
431,14100.0,10.062,5.84,6.83,2.09,24,66.6,20.2,19.69,9.55393,1.7647308,6.50129
432,16100.0,6.444,5.84,6.42,2.2,24,66.6,20.2,12.03,9.686575,1.7647308,6.50129
433,14300.0,5.581,7.13,6.44,2.32,24,66.6,20.2,16.22,9.568015,1.9643112,6.50129
434,11700.0,13.913,7.13,6.21,2.22,24,66.6,20.2,15.17,9.367344,1.9643112,6.50129
435,13400.0,11.16,7.4,6.63,2.12,24,66.6,20.2,23.27,9.50301,2.00148,6.50129
436,9600.0,14.421,7.4,6.46,2.0,24,66.6,20.2,18.05,9.169518,2.00148,6.50129
437,8700.0,15.177,7.4,6.15,1.91,24,66.6,20.2,26.45,9.071078,2.00148,6.50129
438,8400.0,13.678,7.4,5.93,1.82,24,66.6,20.2,34.02,9.035987,2.00148,6.50129
439,12800.0,9.391,7.4,5.63,1.82,24,66.6,20.2,22.88,9.4572,2.00148,6.50129
440,10500.0,22.051,7.4,5.82,1.87,24,66.6,20.2,22.11,9.2591305,2.00148,6.50129
441,17100.0,9.724,7.4,6.41,2.07,24,66.6,20.2,19.52,9.746834,2.00148,6.50129
442,18400.0,5.666,7.4,6.22,2.0,24,66.6,20.2,16.59,9.820106,2.00148,6.50129
443,15400.0,9.967,7.4,6.48,1.98,24,66.6,20.2,18.85,9.642123,2.00148,6.50129
444,10800.0,12.802,7.4,5.85,1.9,24,66.6,20.2,23.79,9.287301,2.00148,6.50129
445,11800.0,10.672,7.4,6.46,1.99,24,66.6,20.2,23.98,9.3758545,2.00148,6.50129
446,14900.0,6.288,7.4,6.34,2.07,24,66.6,20.2,17.79,9.609117,2.00148,6.50129
447,12600.0,9.925,7.4,6.25,2.2,24,66.6,20.2,16.44,9.441452,2.00148,6.50129
448,14100.0,9.329,7.13,6.18,2.26,24,66.6,20.2,18.13,9.55393,1.9643112,6.50129
449,13000.0,7.526,7.13,6.42,2.19,24,66.6,20.2,19.31,9.472705,1.9643112,6.50129
450,13400.0,6.718,7.13,6.75,2.32,24,66.6,20.2,17.44,9.50301,1.9643112,6.50129
451,15200.0,5.441,7.13,6.65,2.36,24,66.6,20.2,17.73,9.62905,1.9643112,6.50129
452,16100.0,5.09,7.13,6.3,2.37,24,66.6,20.2,17.27,9.686575,1.9643112,6.50129
453,17794.0,8.248,7.13,7.39,2.45,24,66.6,20.2,16.74,9.786616,1.9643112,6.50129
454,14900.0,9.514,7.13,6.73,2.5,24,66.6,20.2,18.71,9.609117,1.9643112,6.50129
455,14100.0,4.752,7.13,6.52,2.44,24,66.6,20.2,18.13,9.55393,1.9643112,6.50129
456,12700.0,4.669,7.13,5.98,2.58,24,66.6,20.2,19.01,9.449357,1.9643112,6.50129
457,13500.0,8.201,7.13,5.94,2.78,24,66.6,20.2,16.94,9.510445,1.9643112,6.50129
458,14900.0,7.752,7.13,6.3,2.78,24,66.6,20.2,16.23,9.609117,1.9643112,6.50129
459,20000.0,6.801,7.13,6.08,2.72,24,66.6,20.2,14.7,9.903487,1.9643112,6.50129
460,16400.0,4.812,7.13,6.7,2.6,24,66.6,20.2,16.42,9.705036,1.9643112,6.50129
461,17700.0,3.693,7.13,6.37,2.57,24,66.6,20.2,14.65,9.78132,1.9643112,6.50129
462,19500.0,6.655,7.13,6.32,2.73,24,66.6,20.2,13.99,9.87817,1.9643112,6.50129
463,20200.0,5.821,7.13,6.51,2.8,24,66.6,20.2,10.29,9.913438,1.9643112,6.50129
464,21400.0,7.839,6.55,6.21,2.96,24,66.6,20.2,13.22,9.971147,1.8794651,6.50129
465,19900.0,3.166,6.55,5.76,3.07,24,66.6,20.2,14.13,9.898475,1.8794651,6.50129
466,19000.0,3.775,6.55,5.95,2.87,24,66.6,20.2,17.15,9.852194,1.8794651,6.50129
467,19100.0,4.422,5.84,6.0,2.54,24,66.6,20.2,21.32,9.857444,1.7647308,6.50129
468,17052.0,15.576,5.8,5.93,2.91,24,66.6,20.2,18.13,9.744022,1.7578579,6.50129
469,20100.0,13.075,5.8,5.71,2.82,24,66.6,20.2,14.67,9.908475,1.7578579,6.50129
470,19900.0,4.349,5.8,6.17,3.03,24,66.6,20.2,16.29,9.898475,1.7578579,6.50129
471,19600.0,4.038,5.32,6.23,3.1,24,66.6,20.2,12.87,9.883285,1.6714734,6.50129
472,23200.0,3.569,5.8,6.44,2.9,24,66.6,20.2,14.36,10.051908,1.7578579,6.50129
473,29801.0,4.647,6.14,6.98,2.53,24,66.6,20.2,11.66,10.302298,1.8148247,6.50129
474,13800.0,8.056,5.84,5.43,2.43,24,66.6,20.2,18.14,9.532424,1.7647308,6.50129
475,13300.0,6.393,5.84,6.16,2.21,24,66.6,20.2,24.1,9.49552,1.7647308,6.50129
476,16700.0,4.871,6.14,6.48,2.31,24,66.6,20.2,18.68,9.723164,1.8148247,6.50129
477,12000.0,15.023,6.14,5.3,2.1,24,66.6,20.2,24.91,9.392662,1.8148247,6.50129
478,14600.0,10.233,6.14,6.18,2.17,24,66.6,20.2,18.03,9.588777,1.8148247,6.50129
479,21400.0,14.334,6.14,6.23,1.95,24,66.6,20.2,13.11,9.971147,1.8148247,6.50129
480,23001.0,5.824,5.32,6.24,3.42,24,66.6,20.2,10.74,10.043293,1.6714734,6.50129
481,23699.0,5.708,5.32,6.75,3.33,24,66.6,20.2,7.74,10.073188,1.6714734,6.50129
482,24999.0,5.731,5.32,7.06,3.41,24,66.6,20.2,6.35,10.126591,1.6714734,6.50129
483,21800.0,2.818,5.32,5.76,4.1,24,66.6,20.2,10.42,9.989665,1.6714734,6.50129
484,20600.0,2.379,5.83,5.87,3.72,24,66.6,20.2,13.34,9.933046,1.7630169,6.50129
485,21200.0,3.674,5.83,6.31,3.99,24,66.6,20.2,10.58,9.961757,1.7630169,6.50129
486,19100.0,5.692,5.83,6.11,3.55,24,66.6,20.2,14.98,9.857444,1.7630169,6.50129
487,20600.0,4.836,5.83,5.9,3.15,24,66.6,20.2,11.45,9.933046,1.7630169,6.50129
488,15200.0,0.151,6.09,5.45,1.82,4,71.1,20.1,18.06,9.62905,1.8066481,6.5666723
489,7000.0,0.183,6.09,5.41,1.76,4,71.1,20.1,23.97,8.853665,1.8066481,6.5666723
490,8100.0,0.207,6.09,5.09,1.82,4,71.1,20.1,29.68,8.9996195,1.8066481,6.5666723
491,13600.0,0.106,6.09,5.98,1.87,4,71.1,20.1,18.07,9.517825,1.8066481,6.5666723
492,20100.0,0.111,6.09,5.98,2.11,4,71.1,20.1,13.35,9.908475,1.8066481,6.5666723
493,21800.0,0.173,5.85,5.71,2.38,6,39.1,19.2,12.01,9.989665,1.7664417,5.9687076
494,24499.0,0.28,5.85,5.93,2.38,6,39.1,19.2,13.59,10.106387,1.7664417,5.9687076
495,23100.0,0.179,5.85,5.67,2.8,6,39.1,19.2,17.6,10.047588,1.7664417,5.9687076
496,19700.0,0.29,5.85,5.39,2.8,6,39.1,19.2,21.14,9.888374,1.7664417,5.9687076
497,18300.0,0.268,5.85,5.79,2.89,6,39.1,19.2,14.1,9.814656,1.7664417,5.9687076
498,21200.0,0.239,5.85,6.02,2.41,6,39.1,19.2,12.92,9.961757,1.7664417,5.9687076
499,17500.0,0.178,5.85,5.57,2.4,6,39.1,19.2,15.1,9.769957,1.7664417,5.9687076
500,16800.0,0.224,5.85,6.03,2.5,6,39.1,19.2,14.33,9.729135,1.7664417,5.9687076
501,22400.0,0.063,5.73,6.59,2.48,1,27.3,21.0,9.67,10.016816,1.7457155,5.609472
502,20600.0,0.045,5.73,6.12,2.29,1,27.3,21.0,9.08,9.933046,1.7457155,5.609472
503,23899.0,0.061,5.73,6.98,2.17,1,27.3,21.0,5.64,10.081592,1.7457155,5.609472
504,22000.0,0.11,5.73,6.79,2.39,1,27.3,21.0,6.48,9.998797,1.7457155,5.609472
505,11900.0,0.047,5.73,6.03,2.51,1,27.3,21.0,7.88,9.384294,1.7457155,5.609472
