,respond,gift,resplast,weekslast,propresp,mailsyear,giftlast,avggift
505,0,0,0,103.85714,0.222222,2.25,25,25.0
506,0,0,0,143.0,0.2,2.5,25,25.0
507,1,5,1,13.142858,0.888889,2.25,5,5.0
508,1,10,1,13.142858,0.444444,2.25,10,10.0
509,0,0,0,103.85714,0.222222,2.25,25,22.5
510,0,0,0,103.85714,0.2,2.5,20,22.5
511,0,0,1,13.142858,0.3,2.5,25,15.0
512,0,0,0,143.0,0.3,2.5,15,15.0
513,0,0,0,51.285713,0.3,2.5,10,15.0
514,0,0,0,120.14286,0.2,2.5,25,25.0
515,0,0,0,103.85714,0.2,2.5,25,25.0
516,1,10,1,13.142858,0.4,2.5,10,10.0
517,0,0,1,13.142858,0.6,2.5,5,8.333333
518,0,0,1,13.142858,0.333333,2.25,15,16.666666
519,1,10,1,13.142858,0.4,2.5,10,10.0
520,0,0,0,129.14285,0.1,2.5,50,50.0
521,1,10,0,51.285713,0.4,2.5,10,10.0
522,1,10,0,26.142857,0.444444,2.25,10,10.0
523,0,0,0,143.0,0.222222,2.25,25,25.0
524,0,0,0,129.14285,0.2,2.5,25,25.0
525,1,5,1,13.142858,0.666667,2.25,5,6.6666665
526,1,10,0,51.285713,0.444444,2.25,10,10.0
527,1,10,0,65.42857,0.444444,2.25,10,10.0
528,0,0,1,13.142858,0.444444,2.25,10,10.0
529,0,0,0,90.0,0.2,2.5,25,25.0
530,0,0,1,13.142858,0.555556,2.25,10,10.0
531,0,0,0,77.14286,0.5,2.5,10,10.0
532,0,0,1,13.142858,0.444444,2.25,10,10.0
533,0,0,1,13.142858,0.5,2.5,10,10.0
534,0,0,0,65.42857,0.5,2.5,10,10.0
535,1,10,1,13.142858,0.5,2.5,10,10.0
536,1,10,1,13.142858,0.4,2.5,10,10.0
537,1,15,0,51.285713,0.3,2.5,15,15.0
538,1,10,0,26.142857,0.555556,2.25,10,10.0
539,1,10,0,77.14286,0.5,2.5,10,10.0
540,1,10,0,51.285713,0.444444,2.25,10,10.0
541,0,0,0,143.0,0.3,2.5,10,20.0
542,1,15,0,65.42857,0.3,2.5,15,15.0
543,0,0,0,103.85714,0.3,2.5,20,20.0
544,1,10,1,13.142858,0.444444,2.25,10,10.0
545,1,10,1,13.142858,0.555556,2.25,10,9.4
546,1,20,0,65.42857,0.444444,2.75,10,10.0
547,0,0,1,13.142858,0.333333,2.25,25,20.0
548,0,0,0,26.142857,0.555556,2.25,10,10.0
549,0,0,0,26.142857,0.444444,2.25,15,15.0
550,0,0,1,13.142858,0.666667,2.25,10,10.0
551,1,10,0,26.142857,0.5,2.5,10,10.0
552,0,0,0,51.285713,0.4,2.5,15,15.0
553,0,0,0,77.14286,0.6,2.5,10,10.0
554,1,10,0,26.142857,0.555556,2.25,10,10.0
555,0,0,0,51.285713,0.3,2.5,10,15.0
556,1,10,0,26.142857,0.5,2.5,10,10.0
557,0,0,1,13.142858,0.6,2.5,10,10.0
558,1,10,0,26.142857,0.444444,2.25,10,9.25
559,0,0,0,39.285713,0.666667,2.25,10,10.0
560,1,10,0,120.14286,0.444444,2.25,10,10.0
561,0,0,0,39.285713,0.6,2.5,10,10.0
562,1,10,1,13.142858,0.5,2.5,10,10.0
563,0,0,0,120.14286,0.4,2.5,15,15.0
564,0,0,0,26.142857,0.6,2.5,10,10.0
565,0,0,1,13.142858,0.333333,2.25,25,16.666666
566,0,0,0,26.142857,0.555556,2.25,10,10.0
567,1,10,0,51.285713,0.5,2.5,10,10.0
568,1,10,0,65.42857,0.5,2.5,10,10.0
569,1,10,0,26.142857,0.5,2.5,10,10.0
570,0,0,0,26.142857,0.6,2.5,10,10.0
571,1,10,1,13.142858,0.5,2.5,10,10.0
572,1,5,1,26.142857,1.0,2.25,5,5.0
573,0,0,1,13.142858,0.444444,2.25,15,11.25
574,0,0,0,51.285713,0.5,2.5,10,10.0
575,0,0,0,65.42857,0.5,2.5,10,10.0
576,0,0,0,143.0,0.2,2.5,25,25.0
577,0,0,1,13.142858,0.444444,2.25,10,10.5
578,1,10,0,51.285713,0.5,2.5,10,8.4
579,0,0,0,51.285713,0.444444,2.25,10,12.5
580,0,0,0,51.285713,0.5,2.5,10,10.0
581,1,10,0,26.142857,0.444444,2.25,10,10.0
582,0,0,0,143.0,0.222222,2.25,25,25.0
583,0,0,0,51.285713,0.333333,2.25,25,20.0
584,0,0,0,143.0,0.2,2.5,25,25.0
585,0,0,0,51.285713,0.444444,2.75,10,13.75
586,0,0,0,143.0,0.2,2.5,25,25.0
587,0,0,1,13.142858,0.555556,2.25,10,10.0
588,0,0,0,65.42857,0.2,2.5,25,25.0
589,1,10,0,51.285713,0.444444,2.25,10,10.0
590,0,0,0,103.85714,0.2,2.5,25,25.0
591,1,15,1,13.142858,0.444444,2.25,10,10.0
592,0,0,0,39.285713,0.6,2.5,10,9.166667
593,0,0,0,26.142857,0.444444,2.25,10,13.75
594,0,0,1,13.142858,0.222222,2.25,25,27.5
595,0,0,0,26.142857,0.444444,2.25,10,13.75
596,0,0,0,103.85714,0.222222,2.25,25,25.0
597,1,5,1,13.142858,1.0,2.25,5,5.0
598,1,10,0,77.14286,0.5,2.5,10,9.0
599,1,10,0,65.42857,0.3,2.5,10,15.0
600,0,0,0,120.14286,0.3,2.5,5,18.333334
601,0,0,1,13.142858,0.777778,2.25,5,6.5
602,1,10,0,77.14286,0.222222,2.25,10,10.0
603,0,0,0,143.0,0.2,2.5,25,27.5
604,1,10,0,26.142857,0.777778,2.25,10,5.75
605,0,0,0,120.14286,0.333333,2.25,25,18.333334
606,0,0,1,26.142857,0.444444,2.25,10,10.0
607,1,5,1,13.142858,1.0,2.5,5,5.0
608,0,0,0,77.14286,0.5,2.5,10,11.0
609,0,0,0,26.142857,0.555556,2.25,10,11.0
610,1,10,0,51.285713,0.333333,2.25,10,11.666667
611,0,0,1,13.142858,0.5,2.0,25,16.25
612,1,10,0,51.285713,0.5,2.0,10,10.0
613,1,5,0,143.0,0.333333,2.25,2,2.0
614,0,0,0,103.85714,0.111111,2.25,10,10.0
615,0,0,0,129.14285,0.333333,2.25,5,5.0
616,0,0,0,129.14285,0.333333,2.25,5,5.0
617,0,0,0,103.85714,0.111111,2.25,15,15.0
618,0,0,0,143.0,0.222222,2.25,7,7.0
619,0,0,0,129.14285,0.333333,2.25,2,4.0
620,0,0,0,51.285713,0.444444,2.25,2,2.75
621,0,0,0,129.14285,0.222222,2.25,5,5.0
622,0,0,0,51.285713,0.222222,2.25,5,5.0
623,0,0,0,143.0,0.333333,2.25,5,5.0
624,0,0,0,103.85714,0.111111,2.25,10,10.0
625,0,0,0,65.42857,0.222222,2.25,2,5.0
626,0,0,0,120.14286,0.111111,2.25,10,10.0
627,0,0,0,51.285713,0.111111,2.25,10,10.0
628,0,0,0,51.285713,0.222222,2.25,5,5.0
629,0,0,0,129.14285,0.111111,2.25,15,15.0
630,0,0,0,129.14285,0.333333,2.25,5,5.0
631,0,0,0,65.42857,0.222222,2.25,10,10.0
632,1,2,1,13.142858,0.888889,2.25,2,2.0
633,1,2,1,13.142858,0.777778,2.25,2,2.0
634,1,2,0,51.285713,0.444444,2.25,2,2.0
635,0,0,0,51.285713,0.444444,2.25,5,5.0
636,0,0,0,51.285713,0.222222,2.25,10,10.0
637,0,0,0,65.42857,0.222222,2.25,10,10.0
638,0,0,0,51.285713,0.25,2.0,10,10.0
639,0,0,0,51.285713,0.444444,2.25,5,4.5
640,0,0,0,143.0,0.111111,2.25,15,15.0
641,0,0,0,51.285713,0.444444,2.25,5,4.25
642,0,0,0,120.14286,0.333333,2.25,5,5.0
643,0,0,0,65.42857,0.333333,2.25,5,5.0
644,0,0,0,103.85714,0.333333,2.25,5,5.0
645,0,0,0,120.14286,0.222222,2.25,5,7.5
646,1,5,0,103.85714,0.222222,2.25,5,5.0
647,0,0,0,26.142857,0.222222,2.25,5,7.5
648,0,0,0,103.85714,0.444444,2.25,2,2.0
649,0,0,0,103.85714,0.222222,2.25,5,5.0
650,0,0,1,13.142858,0.571429,1.75,100,43.75
651,0,0,1,13.142858,0.571429,1.75,50,37.5
652,1,50,1,13.142858,0.428571,1.75,50,33.333332
653,1,25,1,13.142858,1.0,1.75,25,28.5
654,1,50,0,26.142857,0.428571,1.75,50,50.0
655,1,50,1,51.285713,0.625,2.0,50,40.0
656,1,25,1,26.142857,0.875,2.0,25,28.5
657,1,50,1,51.285713,1.0,2.0,25,21.25
658,1,20,1,26.142857,1.0,2.0,30,23.75
659,1,2,1,13.142858,1.0,2.25,2,2.0
660,1,50,0,103.85714,0.375,2.0,50,50.0
661,1,100,1,26.142857,0.375,2.0,100,58.333332
662,0,0,1,51.285713,1.0,2.0,25,25.0
663,1,25,0,26.142857,0.857143,1.75,25,21.666666
664,0,0,1,13.142858,0.571429,1.75,40,43.75
665,1,25,1,13.142858,0.75,2.0,25,25.0
666,1,25,0,39.285713,0.75,2.0,25,25.0
667,1,50,1,51.285713,0.875,2.0,30,30.75
668,1,50,1,51.285713,0.75,2.0,40,34.166668
669,0,0,0,195.0,0.111111,2.25,7,7.0
670,1,50,1,51.285713,0.75,2.0,50,83.333336
671,0,0,0,51.285713,0.428571,1.75,200,133.33333
672,0,0,0,51.285713,0.444444,2.25,5,5.0
673,0,0,0,103.85714,0.333333,2.25,2,2.0
674,0,0,1,13.142858,0.666667,2.25,1,1.0
675,0,0,0,65.42857,0.111111,2.25,5,5.0
676,0,0,0,65.42857,0.111111,2.25,4,4.0
677,1,10,0,143.0,0.285714,1.75,10000,5005.0
678,1,50,1,13.142858,0.571429,1.75,50,50.0
679,1,100,1,26.142857,0.857143,1.75,50,58.333332
680,1,50,1,51.285713,1.0,2.0,25,31.25
681,1,150,0,51.285713,0.142857,1.75,150,150.0
682,1,100,1,13.142858,0.428571,1.75,100,100.0
683,0,0,0,51.285713,0.5,2.0,100,100.0
684,1,50,1,51.285713,0.875,2.0,50,44.25
685,1,50,1,51.285713,0.5,2.0,50,62.5
686,0,0,0,103.85714,0.222222,2.25,5,3.5
687,0,0,0,143.0,0.222222,2.25,10,10.0
688,0,0,1,13.142858,0.222222,2.25,10,12.5
689,0,0,0,143.0,0.222222,2.25,10,10.0
690,1,2,0,51.285713,0.444444,2.25,2,4.75
691,0,0,0,51.285713,0.222222,2.25,10,10.0
692,0,0,1,13.142858,0.444444,2.25,7,6.0
693,0,0,0,51.285713,0.444444,2.25,5,5.5
694,1,7,0,65.42857,0.222222,2.25,5,7.5
695,0,0,0,143.0,0.333333,2.25,2,7.3333335
696,0,0,0,129.14285,0.222222,2.25,12,11.0
697,0,0,0,65.42857,0.333333,2.25,7,7.0
698,0,0,0,129.14285,0.222222,2.25,10,10.0
699,1,2,1,13.142858,1.0,2.0,2,2.0
700,1,5,0,51.285713,0.444444,2.25,5,5.0
701,0,0,1,13.142858,0.222222,2.25,10,10.0
702,0,0,0,103.85714,0.333333,2.25,10,6.6666665
703,0,0,0,143.0,0.222222,2.25,10,10.0
704,0,0,1,13.142858,0.222222,2.25,10,10.0
705,0,0,0,129.14285,0.222222,2.25,10,10.0
706,0,0,0,65.42857,0.111111,2.25,25,25.0
707,0,0,0,143.0,0.333333,2.25,10,8.333333
708,0,0,0,51.285713,0.571429,1.75,25,31.25
709,0,0,1,13.142858,0.222222,2.25,15,12.5
710,0,0,1,13.142858,0.5,2.0,5,5.0
711,0,0,0,65.42857,0.222222,2.25,10,10.0
712,1,5,1,13.142858,0.444444,2.25,5,5.0
713,0,0,0,103.85714,0.111111,2.25,25,25.0
714,0,0,0,143.0,0.111111,2.25,25,25.0
715,0,0,0,65.42857,0.555556,2.25,5,5.0
716,1,5,0,65.42857,0.333333,2.25,5,6.6666665
717,0,0,0,158.0,0.111111,2.25,25,25.0
718,0,0,0,65.42857,0.111111,2.25,25,25.0
719,0,0,0,143.0,0.333333,2.25,10,8.333333
720,0,0,0,51.285713,0.555556,2.25,5,5.0
721,1,5,1,13.142858,0.444444,2.25,5,5.0
722,0,0,0,195.0,0.111111,2.25,25,25.0
723,0,0,0,51.285713,0.555556,2.25,5,5.0
724,0,0,1,13.142858,0.555556,2.25,5,5.0
725,0,0,0,120.14286,0.222222,2.25,10,10.0
726,0,0,0,143.0,0.333333,2.25,5,6.6666665
727,0,0,0,143.0,0.222222,2.25,10,10.0
728,0,0,0,129.14285,0.222222,2.25,10,10.0
729,0,0,0,143.0,0.333333,2.25,10,6.6666665
730,0,0,0,103.85714,0.222222,2.25,10,10.0
731,0,0,0,129.14285,0.222222,2.25,10,10.0
732,0,0,0,143.0,0.222222,2.25,10,10.0
733,0,0,0,26.142857,0.444444,2.25,5,5.0
734,0,0,0,51.285713,0.222222,2.25,10,10.0
735,0,0,0,90.0,0.444444,2.25,5,5.0
736,0,0,0,65.42857,0.714286,1.75,25,30.0
737,0,0,0,51.285713,0.444444,2.25,5,5.0
738,0,0,0,65.42857,0.222222,2.25,10,10.0
739,0,0,0,51.285713,0.444444,2.25,5,5.0
740,0,0,0,143.0,0.222222,2.25,10,10.0
741,0,0,0,143.0,0.222222,2.25,10,10.0
742,0,0,0,103.85714,0.222222,2.25,10,10.0
743,0,0,0,129.14285,0.222222,2.25,10,10.0
744,0,0,0,129.14285,0.222222,2.25,10,10.0
745,0,0,0,143.0,0.222222,2.25,10,10.0
746,0,0,0,65.42857,0.222222,2.25,10,10.0
747,0,0,0,143.0,0.222222,2.25,10,10.0
748,0,0,1,13.142858,0.444444,2.25,5,5.0
749,1,5,0,65.42857,0.375,2.0,5,5.0
750,0,0,0,65.42857,0.222222,2.25,10,10.0
751,0,0,0,103.85714,0.111111,2.25,20,20.0
752,0,0,0,143.0,0.222222,2.25,10,10.0
753,0,0,1,13.142858,0.333333,2.25,10,6.6666665
754,0,0,0,143.0,0.222222,2.25,10,10.0
755,0,0,0,129.14285,0.222222,2.25,10,10.0
756,0,0,0,143.0,0.222222,2.25,10,10.0
757,0,0,0,51.285713,0.222222,2.25,10,10.0
758,0,0,1,13.142858,0.444444,2.25,5,5.0
759,0,0,0,103.85714,0.222222,2.25,10,10.0
760,0,0,0,120.14286,0.222222,2.25,10,10.0
761,0,0,1,13.142858,0.25,2.0,10,10.0
762,0,0,0,103.85714,0.222222,2.25,10,10.0
763,0,0,0,51.285713,0.222222,2.25,10,10.0
764,1,30,0,26.142857,0.428571,1.75,50,41.666668
765,0,0,0,103.85714,0.272727,2.75,10,8.333333
766,0,0,0,103.85714,0.857143,1.75,10,8.0
767,0,0,0,51.285713,0.25,2.0,30,27.5
768,0,0,1,51.285713,0.375,2.0,25,20.0
769,1,10,1,13.142858,0.75,2.0,10,8.333333
770,1,10,1,51.285713,0.625,2.0,10,10.0
771,1,5,1,51.285713,1.0,2.0,5,6.8333335
772,0,0,1,13.142858,0.714286,1.75,10,10.0
773,1,10,1,26.142857,0.625,2.0,10,10.0
774,1,15,0,65.42857,0.375,2.0,15,13.333333
775,0,0,0,39.285713,0.571429,1.75,10,11.25
776,1,25,0,65.42857,0.25,2.0,25,17.5
777,0,0,0,103.85714,0.285714,1.75,15,20.0
778,1,10,1,13.142858,0.714286,1.75,10,9.0
779,1,10,1,26.142857,0.5,2.0,10,11.25
780,1,10,1,26.142857,0.714286,1.75,10,9.0
781,1,15,0,26.142857,0.5,2.0,10,10.0
782,0,0,1,13.142858,0.714286,1.75,10,10.0
783,1,20,0,51.285713,0.285714,1.75,20,20.0
784,0,0,1,13.142858,0.428571,1.75,15,21.666666
785,1,10,1,13.142858,0.625,2.0,10,11.0
786,0,0,0,77.14286,0.428571,1.75,25,20.0
787,0,0,1,13.142858,0.75,2.0,10,9.0
788,0,0,0,26.142857,0.428571,1.75,15,21.666666
789,1,10,0,26.142857,0.625,2.0,10,11.0
790,0,0,0,120.14286,0.375,2.0,25,21.666666
791,1,15,1,13.142858,0.428571,1.75,20,16.666666
792,1,15,1,13.142858,0.625,2.0,10,10.0
793,1,10,1,13.142858,0.625,2.0,10,10.0
794,1,10,1,26.142857,0.714286,1.75,10,9.0
795,1,10,1,13.142858,0.625,2.0,10,10.0
796,0,0,1,13.142858,0.857143,1.75,10,10.0
797,0,0,0,90.0,0.285714,1.75,25,25.0
798,0,0,0,26.142857,0.571429,1.75,15,15.0
799,0,0,0,39.285713,0.571429,1.75,10,10.0
800,1,25,1,13.142858,0.285714,1.75,10,17.5
801,1,15,1,13.142858,0.625,2.0,15,7.4
802,0,0,1,13.142858,0.857143,1.75,10,9.0
803,0,0,0,158.0,0.111111,2.25,25,25.0
804,0,0,0,168.42857,0.25,2.0,25,25.0
805,1,10,0,26.142857,0.5,2.0,10,10.0
806,0,0,0,65.42857,0.25,2.0,25,25.0
807,1,10,0,51.285713,0.428571,1.75,10,10.0
808,0,0,0,158.0,0.125,2.0,50,50.0
809,0,0,0,158.0,0.125,2.0,50,50.0
810,0,0,0,51.285713,0.285714,1.75,30,20.0
811,0,0,0,77.14286,0.5,2.0,15,12.5
812,1,10,1,26.142857,0.75,2.0,10,10.0
813,0,0,0,103.85714,0.25,2.0,25,25.0
814,0,0,0,158.0,0.125,2.0,50,50.0
815,1,10,0,51.285713,0.5,2.0,10,10.0
816,1,15,1,13.142858,0.25,2.0,25,17.5
817,1,10,1,51.285713,0.5,2.0,10,10.0
818,1,10,0,51.285713,0.5,2.0,10,10.0
819,0,0,0,143.0,0.125,2.0,50,50.0
820,0,0,1,13.142858,0.625,2.0,10,10.0
821,0,0,0,65.42857,0.25,2.0,25,25.0
822,0,0,0,103.85714,0.285714,1.75,25,25.0
823,0,0,0,39.285713,0.714286,1.75,10,10.0
824,0,0,1,13.142858,0.285714,1.75,25,25.0
825,1,10,1,13.142858,0.857143,1.75,10,8.333333
826,0,0,0,26.142857,0.714286,1.75,10,10.0
827,0,0,0,90.0,0.285714,1.75,25,25.0
828,1,10,0,51.285713,0.571429,1.75,10,10.0
829,0,0,0,90.0,0.285714,1.75,25,25.0
830,0,0,0,77.14286,0.285714,1.75,25,25.0
831,0,0,1,13.142858,0.571429,1.75,10,10.0
832,0,0,0,77.14286,0.285714,1.75,25,25.0
833,0,0,0,51.285713,0.25,2.0,25,25.0
834,0,0,0,103.85714,0.25,2.0,25,25.0
835,0,0,0,143.0,0.111111,2.25,50,50.0
836,0,0,0,103.85714,0.222222,2.25,25,25.0
837,1,15,0,51.285713,0.375,2.0,15,11.666667
838,0,0,0,103.85714,0.25,2.0,25,25.0
839,0,0,0,51.285713,0.285714,1.75,25,25.0
840,1,10,1,26.142857,0.75,2.0,7,9.333333
841,1,25,1,26.142857,0.75,2.0,25,20.0
842,0,0,0,26.142857,0.285714,1.75,20,35.0
843,1,10,1,13.142858,1.0,1.75,10,10.0
844,1,25,0,51.285713,0.428571,1.75,25,20.0
845,0,0,0,103.85714,0.428571,1.75,25,25.0
846,0,0,0,51.285713,0.5,2.0,25,25.0
847,1,15,1,13.142858,0.714286,1.75,15,13.0
848,1,15,0,26.142857,0.714286,1.75,10,13.0
849,1,10,1,51.285713,0.875,2.0,10,12.166667
850,1,10,1,13.142858,1.0,1.75,10,10.0
851,1,10,0,26.142857,0.857143,1.75,10,10.0
852,1,25,0,51.285713,0.285714,1.75,25,32.5
853,0,0,0,77.14286,0.142857,1.75,100,100.0
854,1,20,1,13.142858,0.5,2.0,15,16.25
855,0,0,0,103.85714,0.5,2.0,25,21.25
856,1,10,1,13.142858,0.857143,1.75,15,10.833333
857,1,10,1,13.142858,0.857143,1.75,10,10.0
858,1,10,1,13.142858,0.857143,1.75,10,10.0
859,0,0,0,51.285713,0.428571,1.75,25,25.0
860,1,25,0,51.285713,0.428571,1.75,25,25.0
861,1,5,0,103.85714,0.444444,2.25,5,5.0
862,1,25,1,51.285713,0.5,2.0,25,25.0
863,1,15,1,51.285713,0.75,2.0,15,16.666666
864,1,10,1,13.142858,1.0,1.75,10,10.0
865,1,25,0,26.142857,0.428571,1.75,30,26.666666
866,0,0,1,13.142858,0.714286,1.75,25,25.0
867,1,25,0,51.285713,0.375,2.0,25,33.333332
868,0,0,0,26.142857,0.428571,1.75,50,41.666668
869,0,0,0,77.14286,0.625,2.0,25,25.0
870,1,25,0,51.285713,0.428571,1.75,25,25.0
871,1,30,0,65.42857,0.375,2.0,30,30.0
872,1,10,1,13.142858,0.857143,1.75,10,13.333333
873,0,0,1,51.285713,0.5,2.0,25,28.75
874,1,15,1,13.142858,0.714286,1.75,15,14.0
875,0,0,0,26.142857,0.75,2.0,15,18.333334
876,1,20,1,51.285713,0.625,2.0,20,18.0
877,0,0,0,51.285713,0.5,2.0,35,27.5
878,1,10,1,13.142858,0.857143,1.75,10,10.0
879,1,15,1,13.142858,0.714286,1.75,10,13.0
880,1,25,1,26.142857,0.625,2.0,5,9.0
881,0,0,1,13.142858,0.428571,1.75,25,25.0
882,1,15,0,51.285713,0.625,2.0,15,12.0
883,1,25,0,65.42857,0.25,2.0,25,25.0
884,1,15,1,13.142858,0.571429,1.75,15,15.0
885,1,15,1,51.285713,0.875,2.0,10,8.5
886,1,25,0,195.0,0.125,2.0,50,50.0
887,1,25,0,51.285713,0.25,2.0,25,25.0
888,0,0,0,77.14286,0.428571,1.75,25,21.666666
889,1,25,1,51.285713,1.0,2.0,25,15.666667
890,0,0,0,51.285713,0.285714,1.75,25,37.5
891,0,0,0,120.14286,0.25,2.0,50,37.5
892,0,0,0,158.0,0.125,2.0,71,71.0
893,1,10,1,13.142858,0.714286,1.75,10,10.0
894,1,25,0,51.285713,0.333333,2.25,10,15.0
895,1,10,1,13.142858,0.714286,1.75,10,10.0
896,1,10,1,51.285713,0.75,2.0,10,10.0
897,1,25,0,51.285713,0.25,2.0,25,25.0
898,0,0,1,13.142858,0.714286,1.75,10,10.0
899,0,0,1,13.142858,0.714286,1.75,10,16.0
900,1,20,0,51.285713,0.5,2.0,20,15.0
901,1,10,1,51.285713,0.875,2.0,10,10.0
902,0,0,1,26.142857,0.875,2.0,10,10.0
903,1,10,1,26.142857,0.875,2.0,10,10.0
904,1,10,1,26.142857,0.875,2.0,10,10.0
905,1,10,1,51.285713,0.875,2.0,10,10.0
906,1,15,1,26.142857,0.875,2.0,10,9.25
907,1,15,1,13.142858,0.714286,1.75,10,10.0
908,0,0,0,26.142857,0.428571,1.75,25,25.0
909,0,0,0,26.142857,0.428571,1.75,30,26.666666
910,0,0,1,13.142858,0.428571,1.75,25,25.0
911,1,10,1,51.285713,0.875,2.0,10,10.0
912,1,25,0,51.285713,0.285714,1.75,25,25.0
913,0,0,0,77.14286,0.428571,1.75,25,25.0
914,1,15,0,26.142857,0.714286,1.75,15,12.0
915,0,0,0,90.0,0.285714,1.75,25,37.5
916,0,0,0,26.142857,0.428571,1.75,25,26.666666
917,0,0,0,65.42857,0.111111,2.25,25,25.0
918,0,0,1,13.142858,0.625,2.0,10,10.0
919,0,0,1,13.142858,0.444444,2.25,5,6.25
920,0,0,0,51.285713,0.444444,2.25,10,11.25
921,0,0,0,143.0,0.333333,2.25,10,15.0
922,1,5,0,26.142857,0.875,2.0,5,5.0
923,0,0,0,26.142857,0.222222,2.25,25,22.5
924,1,10,0,26.142857,0.444444,2.25,10,8.75
925,0,0,0,103.85714,0.5,2.0,10,8.75
926,1,10,0,65.42857,0.444444,2.25,10,8.75
927,1,10,1,13.142858,0.5,2.0,10,8.75
928,0,0,0,26.142857,0.25,2.0,15,15.0
929,0,0,0,26.142857,0.333333,2.25,20,15.0
930,1,10,1,13.142858,0.375,2.0,10,11.666667
931,0,0,1,13.142858,0.555556,2.25,10,9.0
932,0,0,0,65.42857,0.333333,2.25,10,15.0
933,1,15,0,65.42857,0.333333,2.25,10,10.0
934,1,15,0,51.285713,0.222222,2.25,15,15.0
935,0,0,0,26.142857,0.555556,2.25,10,9.0
936,1,10,0,51.285713,0.5,2.0,10,8.75
937,1,5,1,13.142858,0.875,2.0,5,5.0
938,0,0,0,26.142857,0.375,2.0,10,16.666666
939,1,10,0,26.142857,0.375,2.0,10,10.0
940,0,0,0,51.285713,0.5,2.0,15,12.5
941,1,10,0,26.142857,0.5,2.0,5,8.75
942,0,0,0,26.142857,0.5,2.0,10,10.0
943,1,10,0,51.285713,0.444444,2.25,10,10.0
944,0,0,0,26.142857,0.5,2.0,10,10.0
945,1,10,0,51.285713,0.5,2.0,10,10.0
946,0,0,1,13.142858,0.555556,2.25,10,10.0
947,0,0,0,26.142857,0.25,2.0,25,25.0
948,1,10,0,51.285713,0.444444,2.25,10,10.0
949,1,7,1,13.142858,0.75,2.0,7,6.6666665
950,1,10,1,13.142858,0.5,2.0,10,10.0
951,1,10,0,103.85714,0.444444,2.25,10,10.0
952,0,0,1,13.142858,0.5,2.0,10,10.0
953,1,15,1,13.142858,0.375,2.0,15,11.666667
954,1,10,0,65.42857,0.444444,2.25,10,10.0
955,0,0,0,26.142857,0.666667,2.25,7,7.0
956,0,0,0,26.142857,0.777778,2.25,10,6.5
957,1,10,0,65.42857,0.333333,2.25,10,10.0
958,0,0,1,13.142858,0.444444,2.25,10,10.0
959,0,0,0,26.142857,0.5,2.0,10,10.0
960,0,0,0,65.42857,0.444444,2.25,10,10.0
961,1,25,0,129.14285,0.222222,2.25,10,7.5
962,0,0,0,65.42857,0.444444,2.25,10,10.0
963,0,0,0,51.285713,0.444444,2.25,10,10.0
964,0,0,0,26.142857,0.444444,2.25,10,10.0
965,0,0,0,77.14286,0.444444,2.25,10,10.0
966,1,10,1,13.142858,0.444444,2.25,10,10.0
967,1,5,0,26.142857,0.75,2.0,5,5.0
968,0,0,0,51.285713,0.444444,2.25,10,10.0
969,1,10,0,51.285713,0.375,2.0,10,10.0
970,0,0,0,26.142857,0.5,2.0,10,10.0
971,1,10,0,51.285713,0.333333,2.25,10,10.0
972,0,0,1,13.142858,0.444444,2.25,10,10.0
973,1,10,0,51.285713,0.333333,2.25,10,10.0
974,0,0,0,120.14286,0.444444,2.25,10,10.0
975,0,0,0,51.285713,0.333333,2.25,10,13.333333
976,0,0,1,13.142858,1.0,2.25,3,4.5
977,0,0,0,51.285713,0.375,2.0,20,13.333333
978,0,0,0,26.142857,0.5,2.0,10,10.0
979,0,0,0,77.14286,0.222222,2.25,25,25.0
980,0,0,0,77.14286,0.444444,2.25,10,10.0
981,0,0,0,26.142857,0.444444,2.25,10,10.0
982,1,10,0,51.285713,0.375,2.0,10,10.0
983,1,15,0,143.0,0.25,2.0,10,12.5
984,1,10,0,51.285713,0.375,2.0,10,10.0
985,0,0,0,120.14286,0.444444,2.25,10,10.0
986,0,0,0,77.14286,0.375,2.0,10,13.333333
987,0,0,1,13.142858,0.444444,2.25,10,10.0
988,0,0,0,26.142857,0.5,2.0,10,10.0
989,1,10,0,51.285713,0.333333,2.25,10,10.0
990,0,0,0,65.42857,0.444444,2.25,10,10.0
991,0,0,0,51.285713,0.444444,2.25,10,10.0
992,0,0,0,103.85714,0.333333,2.25,20,13.333333
993,1,5,0,26.142857,0.875,2.0,5,4.5
994,0,0,1,13.142858,0.625,2.0,10,10.0
995,0,0,1,13.142858,0.3,2.5,10,10.0
996,1,10,0,51.285713,0.444444,2.25,10,10.0
997,1,10,1,13.142858,0.5,2.0,10,10.0
998,1,10,0,26.142857,0.555556,2.25,10,10.0
999,1,10,0,26.142857,0.555556,2.25,10,10.0
1000,1,10,0,26.142857,0.555556,2.25,10,10.0
1001,0,0,1,13.142858,0.666667,2.25,10,10.0
1002,1,10,0,26.142857,0.555556,2.25,10,10.0
1003,1,10,0,51.285713,0.555556,2.25,10,10.0
1004,0,0,0,65.42857,0.333333,2.25,25,20.0
1005,1,10,0,26.142857,0.5,2.0,10,10.0
1006,1,15,0,51.285713,0.5,2.0,15,11.25
1007,1,10,0,51.285713,0.555556,2.25,10,10.0
1008,1,10,0,26.142857,0.75,2.0,10,6.6666665
