,year,totacc,fatacc,injacc,pdoacc,ntotacc,nfatacc,ninjacc,npdoacc,rtotacc,rfatacc,rinjacc,rpdoacc,ushigh,cntyrds,strtes,t,tsq,unem,spdlaw,beltlaw,wkends,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,ltotacc,lfatacc,prcfat,prcrfat,lrtotacc,lrfatacc,lntotacc,lnfatacc,prcnfat,lushigh,lcntyrds,lstrtes,spdt,beltt,prcfat_1
81,1987,52326.0,432,21741,30153,47557.0,369,19963,27225,408,19,187,202,1375,7742,4320,82.0,6724,5.6,1,1,14,0,0,0,0,0,0,0,0,1,0,0,10.865249,6.0684257,0.8255934,4.6568627,6.011267,2.944439,10.769684,5.9107966,0.77591103,7.226209,8.954415,8.371011,82.0,82.0,0.998546
82,1987,48475.0,403,19700,28372,44027.0,362,18085,25580,381,13,169,199,1380,7180,4077,83.0,6889,5.1,1,1,13,0,0,0,0,0,0,0,0,0,1,0,10.788803,5.9989367,0.83135635,3.4120734,5.9427996,2.5649493,10.692558,5.891644,0.8222227,7.229839,8.879055,8.313117,83.0,83.0,0.8255934
83,1987,51924.0,409,20254,31261,47241.0,364,18539,28338,393,13,154,226,1462,7805,4230,84.0,7056,4.9,1,1,12,0,0,0,0,0,0,0,0,0,0,1,10.857536,6.0137153,0.78768975,3.307888,5.9738097,2.5649493,10.763018,5.897154,0.7705171,7.2875605,8.96252,8.349957,84.0,84.0,0.83135635
84,1988,43569.0,333,17452,25784,39595.0,287,15998,23310,293,8,136,149,1165,6478,3406,85.0,7225,5.6,1,1,15,0,0,0,0,0,0,0,0,0,0,0,10.682101,5.8081427,0.76430494,2.7303755,5.6801724,2.0794415,10.586458,5.659482,0.724839,7.0604763,8.776167,8.133294,85.0,85.0,0.78768975
85,1988,42585.0,338,17643,24604,38713.0,303,16241,22169,294,3,133,158,1144,6063,3299,86.0,7396,5.8,1,1,12,1,0,0,0,0,0,0,0,0,0,0,10.659257,5.8230457,0.7937067,1.0204082,5.68358,1.0986123,10.5639305,5.7137327,0.78268284,7.0422864,8.70996,8.101375,86.0,86.0,0.76430494
86,1988,45944.0,381,19202,26361,41866.0,319,17775,23772,346,19,135,192,1127,6805,3515,87.0,7569,5.3,1,1,12,0,1,0,0,0,0,0,0,0,0,0,10.735179,5.9427996,0.82927036,5.4913297,5.846439,2.944439,10.642229,5.765191,0.7619548,7.0273147,8.825413,8.164795,87.0,87.0,0.7937067
87,1988,47003.0,394,19633,26976,42704.0,333,17996,24375,392,17,174,201,1232,7060,3800,88.0,7744,5.0,1,1,14,0,0,1,0,0,0,0,0,0,0,0,10.757967,5.976351,0.8382443,4.336735,5.971262,2.8332133,10.662048,5.8081427,0.7797864,7.116394,8.862201,8.242756,88.0,88.0,0.82927036
88,1988,46066.0,387,19539,26140,42051.0,346,18052,23653,411,17,185,209,1356,7060,3718,89.0,7921,5.8,1,1,13,0,0,0,1,0,0,0,0,0,0,0,10.73783,5.9584246,0.840099,4.136253,6.0185933,2.8332133,10.646639,5.846439,0.8228104,7.2122946,8.862201,8.220942,89.0,89.0,0.8382443
89,1988,45719.0,352,19363,26004,41569.0,305,17843,23421,408,20,193,195,1280,6941,3745,90.0,8100,5.4,1,1,12,0,0,0,0,1,0,0,0,0,0,0,10.730269,5.8636312,0.7699206,4.901961,6.011267,2.9957323,10.63511,5.7203116,0.7337198,7.1546154,8.8452015,8.228177,90.0,90.0,0.840099
90,1988,47161.0,439,20123,26599,42709.0,376,18398,23935,504,27,239,238,1383,6920,4164,91.0,8281,5.9,1,1,15,0,0,0,0,0,1,0,0,0,0,0,10.761323,6.0844994,0.93085384,5.357143,6.222576,3.295837,10.662165,5.9295893,0.8803765,7.2320104,8.842171,8.334231,91.0,91.0,0.7699206
91,1988,47558.0,457,20200,26901,42768.0,385,18443,23940,510,31,236,243,1420,6990,4010,92.0,8464,5.6,1,1,12,0,0,0,0,0,0,1,0,0,0,0,10.769706,6.1246834,0.9609319,6.0784316,6.234411,3.4339871,10.663546,5.9532433,0.9002058,7.2584124,8.852236,8.296547,92.0,92.0,0.93085384
92,1988,47052.0,442,19928,26682,42634.0,384,18334,23916,406,16,190,200,1323,7104,3917,93.0,8649,5.0,1,1,13,0,0,0,0,0,0,0,1,0,0,0,10.759008,6.09131,0.93938625,3.9408867,6.0063534,2.7725887,10.660407,5.9506426,0.9006896,7.1876574,8.868413,8.273082,93.0,93.0,0.9609319
93,1988,48297.0,457,20195,27645,43879.0,402,18569,24908,413,18,193,202,1333,7101,4074,94.0,8836,4.8,1,1,14,0,0,0,0,0,0,0,0,1,0,0,10.785125,6.1246834,0.94622856,4.3583536,6.0234475,2.8903718,10.689191,5.996452,0.9161558,7.195187,8.8679905,8.312381,94.0,94.0,0.93938625
94,1988,49136.0,414,19875,28847,44420.0,356,18172,25892,426,12,202,212,1523,7052,4042,95.0,9025,5.1,1,1,12,0,0,0,0,0,0,0,0,0,1,0,10.802347,6.025866,0.84255946,2.8169014,6.0544395,2.4849067,10.701445,5.874931,0.8014408,7.3284373,8.861067,8.304495,95.0,95.0,0.94622856
95,1988,52971.0,456,21090,31425,47874.0,404,19229,28241,464,23,221,220,1518,7800,4447,96.0,9216,4.3,1,1,14,0,0,0,0,0,0,0,0,0,0,1,10.8775,6.122493,0.86084837,4.956897,6.1398845,3.1354942,10.776328,6.001415,0.84388185,7.325149,8.961879,8.399985,96.0,96.0,0.84255946
96,1989,43142.0,360,17501,25281,39170.0,306,16107,22757,342,11,167,164,1184,6498,3548,97.0,9409,5.4,1,1,13,0,0,0,0,0,0,0,0,0,0,0,10.672253,5.886104,0.83445364,3.2163742,5.8348107,2.3978953,10.575666,5.723585,0.7812101,7.076654,8.77925,8.174139,97.0,97.0,0.86084837
97,1989,42475.0,345,17168,24962,38572.0,301,15733,22538,343,14,136,193,1175,5903,3437,98.0,9604,5.5,1,1,12,1,0,0,0,0,0,0,0,0,0,0,10.656671,5.8435445,0.81224245,4.0816326,5.8377304,2.6390574,10.560282,5.7071104,0.7803588,7.0690236,8.683216,8.142354,98.0,98.0,0.83445364
98,1989,49753.0,366,20734,28653,44875.0,302,18900,25673,464,24,201,239,1383,7076,4124,99.0,9801,4.7,1,1,13,0,1,0,0,0,0,0,0,0,0,0,10.814826,5.902633,0.735634,5.172414,6.1398845,3.1780539,10.711637,5.710427,0.6729805,7.2320104,8.864464,8.324579,99.0,99.0,0.81224245
99,1989,45161.0,384,19377,25400,41149.0,341,17844,22964,412,12,212,188,1187,6643,3518,100.0,10000,5.1,1,1,14,0,0,1,0,0,0,0,0,0,0,0,10.717989,5.9506426,0.8502912,2.9126213,6.0210233,2.4849067,10.624955,5.8318825,0.8286957,7.0791845,8.801319,8.1656475,100.0,100.0,0.735634
100,1989,46083.0,405,20042,25636,41765.0,345,18368,23052,457,25,209,223,1227,6804,3617,,10201,5.2,1,1,12,0,0,0,1,0,0,0,0,0,0,0,10.738199,6.003887,0.8788491,5.4704595,6.1246834,3.218876,10.639814,5.8435445,0.8260505,7.1123276,8.825266,8.1934,,,0.8502912
101,1989,45540.0,359,19283,25898,41193.0,308,17647,23238,412,11,203,198,1292,6837,3695,,10404,5.5,1,1,13,0,0,0,0,1,0,0,0,0,0,0,10.726346,5.8833222,0.788318,2.6699028,6.0210233,2.3978953,10.626023,5.7300997,0.74769986,7.1639466,8.830104,8.214736,,,0.8788491
102,1989,46325.0,474,20282,25569,41837.0,406,18542,22889,511,23,259,229,1325,6663,3985,,10609,5.8,1,1,14,0,0,0,0,0,1,0,0,0,0,0,10.743437,6.161207,1.0232056,4.5009785,6.2363696,3.1354942,10.641537,6.0063534,0.9704329,7.189168,8.804325,8.290293,,,0.788318
103,1989,46742.0,458,20206,26078,42048.0,387,18389,23272,555,27,261,267,1435,6643,4068,,10816,4.7,1,1,12,0,0,0,0,0,0,1,0,0,0,0,10.7523985,6.126869,0.97984684,4.864865,6.3189683,3.295837,10.646567,5.9584246,0.9203767,7.26892,8.801319,8.310906,,,1.0232056
104,1989,47932.0,454,20496,26982,43180.0,379,18698,24103,468,23,219,226,1349,6935,3982,,11025,5.0,1,1,14,0,0,0,0,0,0,0,1,0,0,0,10.777538,6.1180973,0.94717515,4.91453,6.1484685,3.1354942,10.673133,5.9375362,0.8777212,7.207119,8.8443365,8.289539,,,0.97984684
105,1989,48678.0,422,20967,27289,44078.0,366,19238,24474,387,15,170,202,1461,6855,4008,,11236,4.6,1,1,13,0,0,0,0,0,0,0,0,1,0,0,10.792982,6.0450053,0.8669214,3.875969,5.9584246,2.7080503,10.693716,5.902633,0.8303462,7.286876,8.832733,8.296047,,,0.94717515
106,1989,47971.0,396,20045,27530,43234.0,341,18326,24567,441,16,195,230,1406,6757,3935,,11449,4.9,1,1,12,0,0,0,0,0,0,0,0,0,1,0,10.778352,5.9814143,0.8254987,3.6281178,6.089045,2.7725887,10.674382,5.8318825,0.7887311,7.248504,8.818335,8.277666,,,0.8669214
107,1989,47251.0,395,19601,27255,42596.0,333,17891,24372,496,19,221,256,1287,6852,3857,,11664,4.8,1,1,15,0,0,0,0,0,0,0,0,0,0,1,10.763229,5.9788857,0.8359611,3.830645,6.206576,2.944439,10.659515,5.8081427,0.78176355,7.160069,8.832295,8.257645,,,0.8254987
