,state,district,democ,vote90,vote88,inexp90,chexp90,inexp88,chexp88,prtystr,rptchall,tenure,lawyer,linexp90,lchexp90,linexp88,lchexp88,incshr90,incshr88,cvote,clinexp,clchexp,cincshr,win88,win90,cwin
138,NY,15,0,61,61,458486.0,19403.0,602942.0,162157.0,33,0,12.0,1.0,13.035685,9.873183,13.309576,11.996321,95.93985,78.80575,0,-0.27389145,-2.1231375,17.134102,1,1,0
139,NY,17,1,80,84,112722.0,431513.0,170567.0,2851.0,78,0,14.0,1.0,11.63268,12.975053,12.046884,7.9554253,20.71201,98.355995,-4,-0.41420364,5.0196276,-77.64398,1,1,0
140,NY,21,0,71,75,411614.0,729.0,277680.0,,61,0,22.0,1.0,12.927841,6.591674,12.5342245,,99.823204,,-4,0.39361668,,,1,1,0
141,NY,22,0,69,71,497635.0,3473.0,411056.0,10427.0,57,0,18.0,1.0,13.117622,8.152774,12.926485,9.252154,99.30694,97.526115,-2,0.19113731,-1.0993805,1.7808228,1,1,0
142,NY,23,1,64,62,149204.0,23299.0,273505.0,174790.0,56,0,2.0,0.0,11.91307,10.056166,12.519075,12.071341,86.49357,61.010048,2,-0.60600567,-2.0151749,25.48352,1,1,0
143,NY,24,0,68,72,240615.0,95100.0,151276.0,15936.0,58,0,12.0,0.0,12.390953,11.462685,11.926861,9.676336,71.6724,90.46958,-4,0.46409225,1.7863483,-18.79718,1,1,0
144,NY,27,0,63,57,340553.0,11779.0,594965.0,645123.0,52,0,2.0,0.0,12.738326,9.374074,13.296258,13.377196,96.656845,47.977642,6,-0.5579319,-4.0031223,48.679203,1,1,0
145,NY,28,1,65,93,200047.0,23766.0,172905.0,,47,0,16.0,1.0,12.206307,10.076012,12.060497,,89.38132,,-28,0.14581013,,,1,1,0
146,NY,30,1,59,57,322216.0,24712.0,802886.0,310704.0,45,0,4.0,0.0,12.682978,10.115045,13.595968,12.646596,92.87691,72.098885,2,-0.91299057,-2.5315514,20.778023,1,1,0
147,NY,31,0,57,53,506343.0,100353.0,688382.0,453462.0,56,0,2.0,0.0,13.13497,11.516449,13.4421,13.024667,83.4591,60.28687,4,-0.30712986,-1.5082178,23.17223,1,1,0
148,NY,34,0,70,96,178401.0,6462.0,319098.0,,59,0,4.0,0.0,12.091789,8.773694,12.673254,,96.50444,,-26,-0.58146477,,,1,1,0
149,NC,1,1,65,65,111622.0,20463.0,82147.0,16758.0,46,1,24.0,0.0,11.622873,9.9263735,11.316266,9.726631,84.507706,83.056465,0,0.30660725,0.19974232,1.4512405,1,1,0
150,NC,4,1,58,58,793291.0,890838.0,1006641.0,745726.0,44,0,4.0,0.0,13.583945,13.699918,13.822129,13.522114,47.10393,57.444645,0,-0.23818398,0.177804,-10.3407135,1,1,0
151,NC,5,1,59,53,647331.0,174574.0,756115.0,718015.0,40,0,16.0,0.0,13.380613,12.070104,13.535949,13.484245,78.759834,51.292286,6,-0.15533543,-1.4141417,27.467548,1,1,0
152,NC,6,0,67,62,572846.0,33135.0,738088.0,583013.0,61,0,6.0,1.0,13.258372,10.408345,13.511818,13.275965,94.532005,55.869156,5,-0.25344563,-2.8676195,38.66285,1,1,0
153,NC,7,1,66,67,153315.0,21131.0,185039.0,,48,0,18.0,1.0,11.940249,9.958496,12.128322,,87.886795,,-1,-0.1880722,,,1,1,0
154,NC,8,1,55,52,656383.0,300893.0,581888.0,242782.0,38,1,16.0,0.0,13.3945,12.61451,13.274034,12.3999195,68.56779,70.560104,3,0.12046623,0.21459007,-1.9923172,1,1,0
155,NC,10,0,62,61,302006.0,37846.0,302215.0,44329.0,65,0,4.0,0.0,12.618202,10.541281,12.618894,10.699394,88.863976,87.20826,1,-0.0006914139,-0.15811348,1.655716,1,1,0
156,NC,11,1,49,50,499869.0,523867.0,494092.0,503289.0,40,1,,,13.122102,13.168993,13.110477,13.12892,48.82792,49.538944,-1,0.011624336,0.040073395,-0.71102524,1,0,-1
157,ND,1,1,65,71,504800.0,284855.0,143210.0,1154.0,43,0,10.0,0.0,13.131918,12.559735,11.872067,7.0509896,63.92665,99.20063,-6,1.2598505,5.5087457,-35.27398,1,1,0
158,OH,2,0,64,72,124331.0,5350.0,125682.0,13961.0,62,0,16.0,0.0,11.730702,8.584852,11.74151,9.544023,95.87449,90.002365,-8,-0.010807991,-0.95917034,5.8721237,1,1,0
159,OH,6,0,71,74,196934.0,11171.0,884754.0,43485.0,64,0,10.0,0.0,12.190624,9.321076,13.693065,10.680171,94.632034,95.31532,-3,-1.5024405,-1.3590946,-0.6832886,1,1,0
160,OH,9,1,78,81,211524.0,200.0,244030.0,47945.0,53,0,8.0,1.0,12.262094,5.2983174,12.405046,10.77781,99.90554,83.57907,-3,-0.14295292,-5.4794927,16.32647,1,1,0
161,OH,11,1,66,62,453883.0,72686.0,561070.0,860766.0,44,1,10.0,1.0,13.025595,11.193904,13.237601,13.665578,86.196304,39.46095,4,-0.21200657,-2.471674,46.735355,1,1,0
162,OH,12,0,72,80,278977.0,47815.0,351517.0,,61,0,8.0,0.0,12.538884,10.775095,12.770014,,85.36837,,-8,-0.23112965,,,1,1,0
163,OH,14,1,60,75,264793.0,3021.0,419005.0,13244.0,52,0,4.0,0.0,12.486704,8.013343,12.945638,9.4913,98.87198,96.93603,-15,-0.45893383,-1.4779568,1.9359512,1,1,0
164,OH,15,0,59,75,242592.0,15977.0,211963.0,6682.0,62,0,24.0,1.0,12.399137,9.6789055,12.264167,8.807173,93.82099,96.9439,-16,0.13496971,0.8717327,-3.1229095,1,1,0
165,OH,16,0,59,79,156205.0,68021.0,94492.0,,57,0,18.0,1.0,11.958924,11.127572,11.45627,,69.664085,,-20,0.5026541,,,1,1,0
166,OH,17,1,78,77,79064.0,1700.0,96003.0,2391.0,62,0,6.0,0.0,11.278013,7.4383836,11.472135,7.779467,97.8951,97.56998,1,-0.19412136,-0.34108353,0.32512665,1,1,0
167,OH,19,1,65,70,229857.0,9508.0,226086.0,522.0,45,0,8.0,1.0,12.345213,9.159889,12.3286705,6.2576675,96.027824,99.769646,-5,0.016542435,2.9022217,-3.7418213,1,1,0
168,OK,1,0,56,52,612116.0,406280.0,484585.0,253585.0,61,1,4.0,0.0,13.324677,12.914798,13.091048,12.443455,60.105892,65.646805,4,0.23362923,0.47134304,-5.5409126,1,1,0
169,OK,2,1,61,65,631839.0,62793.0,358705.0,81634.0,47,0,12.0,1.0,13.35639,11.047599,12.790256,11.310001,90.96025,81.461105,-4,0.56613445,-0.26240253,9.4991455,1,1,0
170,OK,5,0,70,72,373414.0,6277.0,318822.0,302.0,67,0,14.0,1.0,12.830443,8.744647,12.672388,5.710427,98.34682,99.905365,-2,0.1580553,3.0342202,-1.558548,1,1,0
171,OR,4,1,86,72,217527.0,3343.0,279809.0,58563.0,54,0,4.0,0.0,12.290078,8.114624,12.5418625,10.977859,98.48644,82.69272,14,-0.25178432,-2.8632345,15.793724,1,1,0
172,OR,5,0,45,50,884828.0,844797.0,559616.0,351806.0,50,1,,,13.693149,13.646852,13.235006,12.770835,51.157215,61.40032,-5,0.45814228,0.8760166,-10.243103,1,0,-1
173,PA,1,1,79,76,234057.0,5969.0,234957.0,1643.0,66,0,10.0,1.0,12.36332,8.694335,12.367158,7.404279,97.51318,99.30558,3,-0.0038375854,1.2900558,-1.7923965,1,1,0
174,PA,2,1,92,94,814125.0,506.0,660456.0,,91,0,12.0,0.0,13.609869,6.2265368,13.400685,,99.93789,,-2,0.2091837,,,1,1,0
175,PA,3,1,60,63,277011.0,74417.0,250480.0,23101.0,48,0,8.0,0.0,12.531813,11.21744,12.431134,10.047631,78.824394,91.55607,-3,0.100678444,1.1698084,-12.731674,1,1,0
176,PA,4,1,56,70,132920.0,8837.0,90710.0,,54,1,8.0,0.0,11.7975025,9.086702,11.415422,,93.76609,,-14,0.38208008,,,1,1,0
177,PA,5,0,57,78,672705.0,26396.0,444205.0,,65,0,16.0,0.0,13.419063,10.180967,13.004042,,96.2243,,-21,0.41502094,,,1,1,0
178,PA,6,1,57,63,191512.0,71317.0,121435.0,12002.0,38,0,22.0,0.0,12.162705,11.17489,11.707134,9.392829,72.86563,91.00549,-6,0.45557117,1.7820606,-18.139862,1,1,0
179,PA,7,0,65,68,480165.0,109618.0,507360.0,203582.0,60,0,4.0,0.0,13.081885,11.604757,13.136976,12.2238245,81.41384,71.36447,-3,-0.055090904,-0.6190672,10.04937,1,1,0
180,PA,8,1,57,57,826742.0,142957.0,1089612.0,507682.0,38,0,8.0,0.0,13.625248,11.870299,13.901332,13.13761,85.25759,68.21612,0,-0.27608395,-1.2673111,17.041473,1,1,0
181,PA,13,0,60,67,235766.0,39173.0,225412.0,60672.0,56,1,22.0,1.0,12.370595,10.575743,12.3256855,11.013238,85.75211,78.792244,-7,0.044909477,-0.43749523,6.9598694,1,1,0
182,PA,15,0,61,57,577790.0,102312.0,752332.0,355016.0,55,0,12.0,0.0,13.266966,11.535782,13.530933,12.779918,84.956375,67.93998,4,-0.2639675,-1.2441359,17.016396,1,1,0
183,PA,18,1,49,63,717124.0,251496.0,321074.0,16349.0,46,0,,,13.483004,12.435183,12.679427,9.701922,74.03564,95.15475,-14,0.80357647,2.7332602,-21.11911,1,0,-1
184,PA,22,1,63,72,191739.0,3258.0,183335.0,,65,0,14.0,1.0,12.16389,8.088869,12.11907,,98.32921,,-9,0.04481983,,,1,1,0
185,PA,23,0,59,62,338431.0,6765.0,336675.0,106463.0,56,0,12.0,1.0,12.732076,8.819517,12.726873,11.575553,98.040245,75.975204,-3,0.0052022934,-2.7560358,22.06504,1,1,0
