,train,age,educ,black,hisp,married,nodegree,mosinex,re74,re75,re78,unem74,unem75,unem78,lre74,lre75,lre78,agesq,mostrn
246,0,26,10,1,0,0,1,6,0.0,0.0,3.93124,1,1,0,0.0,0.0,1.3689549,676,0
247,0,25,10,1,0,0,1,14,0.0,0.0,20.9422,1,1,0,0.0,0.0,3.0417662,625,0
248,0,24,10,1,0,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,576,0
249,0,26,5,1,0,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,676,0
250,0,36,10,1,0,0,1,6,0.0,0.0,14.690401,1,1,0,0.0,0.0,2.6871943,1296,0
251,0,22,11,1,0,0,1,5,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,484,0
252,0,25,12,1,0,0,0,13,0.0,0.0,3.4180999,1,1,0,0.0,0.0,1.2290848,625,0
253,0,27,11,1,0,0,1,13,0.0,0.0,11.1973,1,1,0,0.0,0.0,2.4156728,729,0
254,0,29,8,1,0,0,1,23,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,841,0
255,0,24,12,1,0,0,0,23,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,576,0
256,0,22,10,1,0,0,1,21,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,484,0
257,0,24,7,1,0,0,1,15,0.0,0.0,1.4556899,1,1,0,0.0,0.0,0.37547994,576,0
258,0,29,12,1,0,0,0,6,0.0,0.0,1.89094,1,1,0,0.0,0.0,0.63707405,841,0
259,0,25,11,0,1,1,1,15,0.0,0.0,4.48562,1,1,0,0.0,0.0,1.5008768,625,0
260,0,30,12,1,0,0,0,22,0.0,0.0,13.6134,1,1,0,0.0,0.0,2.6110547,900,0
261,0,22,8,1,0,0,1,22,0.0,0.0,1.39051,1,1,0,0.0,0.0,0.32967055,484,0
262,0,55,3,1,0,0,1,6,0.0,0.0,5.8438,1,1,0,0.0,0.0,1.7653813,3025,0
263,0,20,10,1,0,0,1,13,0.0,0.0,8.59852,1,1,0,0.0,0.0,2.15159,400,0
264,0,34,11,1,0,0,1,22,0.0,0.0,2.9201999,1,1,0,0.0,0.0,1.071652,1156,0
265,0,22,12,1,0,0,0,13,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,484,0
266,0,32,12,0,1,1,0,23,0.0,0.0,6.7353196,1,1,0,0.0,0.0,1.9073653,1024,0
267,0,31,10,1,0,0,1,12,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,961,0
268,0,18,9,1,0,0,1,13,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,324,0
269,0,50,10,0,1,0,1,21,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,2500,0
270,0,25,11,1,0,1,1,5,0.0,0.0,0.0447555,1,1,0,0.0,0.0,-3.106541,625,0
271,0,23,10,1,0,1,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,529,0
272,0,38,10,1,0,0,1,22,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1444,0
273,0,25,10,1,0,1,1,24,0.0,0.0,3.7018101,1,1,0,0.0,0.0,1.3088219,625,0
274,0,42,10,1,0,0,1,22,0.0,0.0,6.93034,1,1,0,0.0,0.0,1.9359088,1764,0
275,0,39,12,1,0,1,0,15,0.0,0.0,3.7958,1,1,0,0.0,0.0,1.3338952,1521,0
276,0,34,13,1,0,1,0,14,0.0,0.0,5.1932497,1,1,0,0.0,0.0,1.6473596,1156,0
277,0,24,7,1,0,0,1,13,0.0,0.0,2.19353,1,1,0,0.0,0.0,0.78551215,576,0
278,0,32,11,1,0,0,1,14,0.0,0.0,11.120501,1,1,0,0.0,0.0,2.4087903,1024,0
279,0,27,13,1,0,0,0,15,0.0,0.0,7.60952,1,1,0,0.0,0.0,2.0294,729,0
280,0,26,10,1,0,0,1,15,0.0,0.0,2.16903,1,1,0,0.0,0.0,0.77428,676,0
281,0,44,11,1,0,0,1,14,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1936,0
282,0,25,11,1,0,0,1,15,0.0,0.0,1.26423,1,1,0,0.0,0.0,0.23446324,625,0
283,0,25,12,1,0,0,0,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,625,0
284,0,28,12,1,0,1,0,23,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,784,0
285,0,32,10,1,0,0,1,14,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1024,0
286,0,22,10,1,0,0,1,14,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,484,0
287,0,19,9,1,0,0,1,14,0.0,0.0,5.71264,1,1,0,0.0,0.0,1.7426813,361,0
288,0,31,10,1,0,1,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,961,0
289,0,23,11,1,0,0,1,24,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,529,0
290,0,33,11,1,0,0,1,24,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1089,0
291,0,27,10,1,0,0,1,15,0.0,0.0,1.18488,1,1,0,0.0,0.0,0.16964152,729,0
292,0,29,11,1,0,1,1,15,0.0,0.0,10.225901,1,1,0,0.0,0.0,2.3249238,841,0
293,0,23,10,1,0,0,1,21,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,529,0
294,0,25,9,1,0,1,1,14,0.0,0.0,4.71537,1,1,0,0.0,0.0,1.5508274,625,0
295,0,25,10,1,0,0,1,13,0.0,0.0,0.28979,1,1,0,0.0,0.0,-1.2385987,625,0
296,0,24,10,1,0,0,1,23,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,576,0
297,0,28,8,0,0,0,1,21,0.0,0.0,8.19042,1,1,0,0.0,0.0,2.102965,784,0
298,0,26,6,1,0,0,1,23,0.0,0.0,4.81305,1,1,0,0.0,0.0,1.5713309,676,0
299,0,30,14,1,0,1,0,24,0.0,0.0,7.34468,1,1,0,0.0,0.0,1.9939762,900,0
300,0,25,10,1,0,1,1,24,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,625,0
301,0,29,11,1,0,1,1,23,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,841,0
302,0,25,12,1,0,1,0,23,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,625,0
303,0,28,13,1,0,0,0,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,784,0
304,0,23,11,1,0,0,1,6,0.0,0.0,4.35091,1,1,0,0.0,0.0,1.4703851,529,0
305,0,54,11,1,0,0,1,24,0.0,0.0,7.81252,1,1,0,0.0,0.0,2.0557275,2916,0
306,0,33,5,0,1,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1089,0
307,0,20,8,1,0,0,1,21,0.0,0.0,3.6446598,1,1,0,0.0,0.0,1.293263,400,0
308,0,45,9,1,0,0,1,22,0.0,0.0,4.8448,1,1,0,0.0,0.0,1.577906,2025,0
309,0,39,6,1,0,0,1,22,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1521,0
310,0,26,12,1,0,0,0,14,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,676,0
311,0,23,10,1,0,0,1,13,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,529,0
312,0,27,12,0,0,0,0,23,0.0,0.0,14.7929,1,1,0,0.0,0.0,2.6941473,729,0
313,0,33,9,0,1,1,1,22,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1089,0
314,0,25,10,1,0,1,1,21,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,625,0
315,0,23,8,1,0,0,1,13,0.0,0.0,3.7466998,1,1,0,0.0,0.0,1.3208754,529,0
316,0,18,8,1,0,0,1,13,0.0,0.0,1.56815,1,1,0,0.0,0.0,0.4498966,324,0
317,0,17,8,1,0,0,1,14,0.0,0.0,7.01044,1,1,0,0.0,0.0,1.9474005,289,0
318,0,19,9,0,1,0,1,13,0.0,0.0,3.8116798,1,1,0,0.0,0.0,1.33807,361,0
319,0,18,8,0,1,0,1,5,0.0,0.0,10.798599,1,1,0,0.0,0.0,2.3794165,324,0
320,0,18,11,1,0,0,1,21,0.0,0.0,4.65727,1,1,0,0.0,0.0,1.5384294,324,0
321,0,17,11,1,0,0,1,5,0.0,0.0,8.551531,1,1,0,0.0,0.0,2.1461103,289,0
322,0,19,10,1,0,0,1,14,0.0,0.0,4.3098803,1,1,0,0.0,0.0,1.4609101,361,0
323,0,19,10,1,0,0,1,14,0.0,0.0,5.2864,1,1,0,0.0,0.0,1.6651374,361,0
324,0,18,9,1,0,0,1,15,0.0,0.0,12.4862,1,1,0,0.0,0.0,2.524624,324,0
325,0,18,9,1,0,0,1,13,0.0,0.0,10.8774,1,1,0,0.0,0.0,2.3866873,324,0
326,0,18,10,1,0,0,1,6,0.0,0.0,0.202285,1,1,0,0.0,0.0,-1.5980777,324,0
327,0,17,10,1,0,0,1,5,0.0,0.0,2.6577098,1,1,0,0.0,0.0,0.9774648,289,0
328,0,18,7,1,0,0,1,21,0.0,0.0,4.1325803,1,1,0,0.0,0.0,1.4189019,324,0
329,0,18,11,1,0,0,1,6,0.0,0.0,11.3031,1,1,0,0.0,0.0,2.425077,324,0
330,0,19,10,0,1,0,1,6,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,361,0
331,0,18,9,1,0,0,1,22,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,324,0
332,0,17,10,1,0,0,1,12,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,289,0
333,0,17,10,1,0,0,1,14,0.0,0.0,2.1894298,1,1,0,0.0,0.0,0.7836411,289,0
334,0,19,11,1,0,0,1,22,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,361,0
335,0,17,8,0,0,0,1,13,0.0,0.0,10.211,1,1,0,0.0,0.0,2.3234656,289,0
336,0,18,10,1,0,0,1,15,0.0,0.0,11.0480995,1,1,0,0.0,0.0,2.4022584,324,0
337,0,18,9,1,0,0,1,13,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,324,0
338,0,17,8,1,0,0,1,13,0.0,0.0,8.99387,1,1,0,0.0,0.0,2.1965432,289,0
339,0,19,6,0,1,0,1,21,0.0,0.0,5.0717998,1,1,0,0.0,0.0,1.6236957,361,0
340,0,19,10,0,0,0,1,13,0.0,0.0,3.19401,1,1,0,0.0,0.0,1.1612772,361,0
341,0,17,11,0,0,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,289,0
342,0,20,9,1,0,0,1,12,0.0,0.0,5.1930895,1,1,0,0.0,0.0,1.6473289,400,0
343,0,17,9,1,0,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,289,0
344,0,17,10,1,0,0,1,13,0.0,0.0,0.275566,1,1,0,0.0,0.0,-1.288928,289,0
345,0,17,9,1,0,0,1,6,0.0,0.0,3.5906997,1,1,0,0.0,0.0,1.2783471,289,0
346,0,19,11,1,0,0,1,21,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,361,0
347,0,19,10,1,0,1,1,15,0.0,0.0,12.797701,1,1,0,0.0,0.0,2.5492656,361,0
348,0,20,9,1,0,0,1,6,0.0,0.0,2.0359101,1,1,0,0.0,0.0,0.710943,400,0
349,0,18,9,1,0,0,1,6,0.0,0.0,2.38968,1,1,0,0.0,0.0,0.87115943,324,0
350,0,18,11,1,0,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,324,0
351,0,17,10,0,1,0,1,6,0.0,0.0,8.46928,1,1,0,0.0,0.0,2.1364455,289,0
352,0,19,11,1,0,0,1,14,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,361,0
353,0,17,10,1,0,0,1,15,0.0,0.0,1.1433899,1,1,0,0.0,0.0,0.13399749,289,0
354,0,17,9,0,1,0,1,13,0.0,0.0,5.11481,1,1,0,0.0,0.0,1.6321403,289,0
355,0,18,10,1,0,0,1,13,0.0,0.0,0.781224,1,1,0,0.0,0.0,-0.24689335,324,0
356,0,21,9,1,0,0,1,24,0.59149903,0.0,3.3432202,0,1,0,-0.5250952,0.0,1.2069345,441,0
357,0,18,10,1,0,0,1,24,1.56325,0.0,9.602441,0,1,0,0.44676694,0.0,2.2620173,324,0
358,0,19,11,1,0,0,1,24,1.6266199,0.0,0.0,0,1,1,0.4865042,0.0,0.0,361,0
359,0,24,9,1,0,0,1,24,2.7885,0.0,16.4616,0,1,0,1.0255039,0.0,2.8010304,576,0
360,0,28,11,0,1,1,1,24,3.47295,0.0,6.7716203,0,1,0,1.2450044,0.0,1.9127403,784,0
361,0,25,11,1,0,0,1,24,5.28125,0.0,0.0,0,1,1,1.6641628,0.0,0.0,625,0
362,0,21,7,1,0,0,1,24,33.8,0.0,11.0116,0,1,0,3.5204608,0.0,2.3989491,441,0
363,0,39,11,1,0,0,1,22,0.0,0.0836896,0.0,1,0,1,0.0,-2.4806406,0.0,1521,0
364,0,36,12,1,0,0,0,22,0.0,0.142397,0.0,1,0,1,0.0,-1.9491364,0.0,1296,0
365,0,24,12,1,0,0,0,13,0.0,0.15988499,0.0,1,0,1,0.0,-1.8333006,0.0,576,0
366,0,17,11,1,0,0,1,22,0.989268,0.165208,4.25113,0,0,0,-0.010789998,-1.80055,1.4471848,289,0
367,0,18,10,1,0,0,1,21,0.960427,0.24010698,2.8916698,0,0,0,-0.040377315,-1.4266707,1.0618341,324,0
368,0,18,10,1,0,0,1,13,0.0,0.273553,5.51437,1,0,0,0.0,-1.2962599,1.7073574,324,0
369,0,28,10,1,0,0,1,21,1.47129,0.367823,4.8589,0,0,0,0.38613957,-1.0001534,1.5808121,784,0
370,0,27,13,0,0,0,0,23,5.21431,0.474502,4.81258,0,0,0,1.6514068,-0.7454895,1.5712334,729,0
371,0,31,12,0,0,0,0,13,0.0,0.49464303,0.0,1,0,1,0.0,-0.70391893,0.0,961,0
372,0,22,9,1,0,0,1,23,0.0,0.506408,0.604199,1,0,0,0.0,-0.68041265,-0.50385165,484,0
373,0,31,10,1,0,0,1,24,0.0,0.52044594,14.527901,1,0,0,0.0,-0.65306926,2.676071,961,0
374,0,26,10,1,0,1,1,23,6.1403704,0.558773,0.0,0,0,1,1.814885,-0.582012,0.0,676,0
375,0,18,9,0,0,0,1,13,0.0,0.559596,7.3005,1,0,0,0.0,-0.5805402,1.9879428,324,0
376,0,23,11,1,0,0,1,23,6.38231,0.58079,0.0,0,0,1,1.85353,-0.5433661,0.0,529,0
377,0,20,12,1,0,0,0,23,0.0,0.591815,4.1599197,1,0,0,0.0,-0.5245612,1.4254957,400,0
378,0,19,10,1,0,0,1,21,0.0,0.604154,0.0,1,0,1,0.0,-0.50392616,0.0,361,0
379,0,18,11,1,0,0,1,24,1.0646999,0.64527196,5.49759,0,0,0,0.06269296,-0.4380834,1.7043098,324,0
380,0,17,10,1,0,0,1,15,0.0,0.66456896,0.0,1,0,1,0.0,-0.40861663,0.0,289,0
381,0,27,12,1,0,1,0,23,0.0,0.75239,0.0,1,0,1,0.0,-0.28450045,0.0,729,0
382,0,27,11,1,0,0,1,21,3.0651898,0.766299,0.0,0,0,1,1.1201096,-0.26618284,0.0,729,0
383,0,28,12,0,0,0,0,24,0.0,0.803343,16.477001,1,0,0,0.0,-0.21897352,2.8019655,784,0
384,0,28,11,1,0,0,1,22,2.43195,0.86348,0.0,0,0,1,0.88869345,-0.14678457,0.0,784,0
385,0,21,10,1,0,0,1,22,6.6610603,1.16236,39.483498,0,0,0,1.8962787,0.15045238,3.6758828,441,0
386,0,17,10,0,1,0,1,22,4.90512,1.1689,11.306299,0,0,0,1.5902796,0.15606314,2.42536,289,0
387,0,26,11,1,0,0,1,21,4.6999598,1.1749899,6.67202,0,0,0,1.5475539,0.16125959,1.8979226,676,0
388,0,29,9,1,0,0,1,14,0.0,1.20382,9.378651,1,0,0,0.0,0.18549983,2.238436,841,0
389,0,17,10,0,1,0,1,22,1.20361,1.23963,5.08899,0,0,0,0.18532532,0.21481293,1.6270794,289,0
390,0,22,11,1,0,0,1,22,7.9141297,1.32166,2.63929,0,0,0,2.0686498,0.27888855,0.97051,484,0
391,0,24,11,1,0,0,1,23,0.0,1.3279899,9.495901,1,0,0,0.0,0.28366646,2.2508602,576,0
392,0,20,12,1,0,0,0,24,0.55769897,1.37147,20.8931,0,0,0,-0.583936,0.31588313,3.039419,400,0
393,0,18,12,1,0,0,0,21,0.0,1.4055101,0.0,1,0,1,0.0,0.34040028,0.0,324,0
394,0,24,11,0,0,0,1,23,2.66973,1.46838,10.3617,0,0,0,0.98197734,0.38415974,2.3381164,576,0
395,0,21,9,0,0,0,1,22,2.98841,1.5771701,1.7402,0,0,0,1.0947415,0.45563218,0.5540001,441,0
396,0,30,8,1,0,0,1,23,0.0,1.70666,0.0,1,0,1,0.0,0.53453827,0.0,900,0
397,0,31,11,1,0,0,1,23,17.7119,1.72645,0.0,0,0,1,2.8742368,0.54606724,0.0,961,0
398,0,17,10,0,1,0,1,22,1.4426801,1.73456,6.35419,0,0,0,0.36650258,0.5507538,1.8491144,289,0
399,0,19,9,1,0,0,1,23,8.40963,1.7780899,7.171,0,0,0,2.1293774,0.5755397,1.9700451,361,0
400,0,23,11,1,0,0,1,14,0.0,1.8960199,5.5735497,1,0,0,0.0,0.6397569,1.7180321,529,0
401,0,22,12,1,0,0,0,23,4.38002,2.00368,0.43968797,0,0,0,1.4770533,0.6949855,-0.82168996,484,0
402,0,29,12,1,0,0,0,23,22.859402,2.08021,16.97,0,0,0,3.1293626,0.73246884,2.8314471,841,0
403,0,22,10,1,0,0,1,15,0.0,2.17496,5.34402,1,0,0,0.0,0.7770102,1.6759782,484,0
404,0,29,13,1,0,0,0,24,0.718249,2.26558,2.72532,0,0,0,-0.33093894,0.81783074,1.0025859,841,0
405,0,19,11,1,0,0,1,22,0.721341,2.44559,9.77228,0,0,0,-0.3266433,0.8942864,2.2795498,361,0
406,0,17,9,1,0,0,1,24,0.0,2.59527,0.0,1,0,1,0.0,0.9536905,0.0,289,0
407,0,18,10,1,0,0,1,21,1.71651,2.6821299,0.0,0,0,1,0.5402932,0.9866112,0.0,324,0
408,0,19,12,1,0,0,0,22,8.417,2.8142,1.7209101,0,0,0,2.1302536,1.034678,0.54285324,361,0
409,0,20,6,1,0,0,1,23,6.00688,2.8506103,0.0,0,0,1,1.7929054,1.0475332,0.0,400,0
410,0,33,11,1,0,0,1,21,10.5238,2.89982,18.8599,0,0,0,2.3536394,1.0646487,2.937038,1089,0
411,0,36,11,0,1,0,1,23,5.4437304,3.06388,1.32454,0,0,0,1.6944646,1.1196821,0.28106526,1296,0
412,0,25,11,1,0,0,1,24,15.210001,3.07273,0.28465798,0,0,0,2.7219532,1.1225665,-1.2564669,625,0
413,0,19,11,1,0,0,1,23,3.50401,3.28568,11.195901,0,0,0,1.253908,1.1895736,2.4155476,361,0
414,0,23,8,1,0,0,1,21,7.72428,3.4030602,0.0,0,0,1,2.0443685,1.224675,0.0,529,0
415,0,17,11,1,0,0,1,22,4.08073,3.79603,0.0,0,0,1,1.4062759,1.3339558,0.0,289,0
416,0,43,10,1,0,0,1,23,2.50287,4.12844,7.5652704,0,0,0,0.9174381,1.4178996,2.0235682,1849,0
417,0,26,11,1,0,1,1,24,0.0,4.18473,0.0,1,0,1,0.0,1.4314421,0.0,676,0
418,0,27,11,1,0,1,1,24,0.0,4.49188,0.0,1,0,1,0.0,1.5022713,0.0,729,0
419,0,19,11,1,0,0,1,24,6.33749,4.5030603,0.0,0,0,1,1.8464828,1.5047573,0.0,361,0
420,0,28,11,1,0,1,1,23,8.593161,5.3939,4.97459,0,0,0,2.1509666,1.6852686,1.6043429,784,0
421,0,28,12,1,0,1,0,21,10.5851,5.55146,12.780001,0,0,0,2.3594475,1.7140609,2.5478816,784,0
422,0,26,8,1,0,0,1,23,1.1262901,5.5626,3.52358,0,0,0,0.11892912,1.7160656,1.2594775,676,0
423,0,31,12,1,0,0,0,24,0.0,5.61391,0.0,1,0,1,0.0,1.7252475,0.0,961,0
424,0,23,11,1,0,0,1,22,7.61736,5.71641,10.2748,0,0,0,2.0304298,1.743341,2.3296943,529,0
425,0,20,12,1,0,0,0,24,7.1824903,6.0047297,4.7797203,0,0,0,1.9716462,1.7925475,1.5643821,400,0
426,0,28,10,1,0,1,1,22,8.293349,6.4494796,16.9882,0,0,0,2.115454,1.8639995,2.832519,784,0
427,0,39,12,1,0,1,0,22,19.785301,6.60814,0.499257,0,0,0,2.9849393,1.8883022,-0.6946343,1521,0
428,0,21,8,1,0,0,1,22,39.5707,6.6083,3.08358,0,0,0,3.678089,1.8883265,1.1260912,441,0
429,0,22,11,1,0,0,1,23,8.81007,6.9744797,3.70872,0,0,0,2.1758955,1.9422578,1.3106868,484,0
430,0,20,11,1,0,0,1,23,8.00916,7.66688,7.65922,0,0,0,2.080586,2.0369098,2.0359101,400,0
431,0,21,11,0,1,0,1,22,2.99253,8.920469,20.8578,0,0,0,1.0961192,2.1883485,3.037728,441,0
432,0,23,12,0,1,0,0,21,5.7217,8.96068,7.07818,0,0,0,1.744266,2.192846,1.9570168,529,0
433,0,29,9,1,0,0,1,23,9.268941,9.16069,0.0,0,0,1,2.226669,2.2149215,0.0,841,0
434,0,28,9,1,0,1,1,22,10.222401,9.21045,1.2398399,0,0,0,2.3245814,2.2203388,0.21498227,784,0
435,0,30,11,1,0,1,1,24,0.0,9.311941,3.9828,1,0,0,0.0,2.2312975,1.3819851,900,0
436,0,25,10,1,0,1,1,24,13.5199995,9.319441,0.0,0,0,1,2.60417,2.2321026,0.0,625,0
437,0,28,11,1,0,1,1,22,0.824389,10.0339,0.0,0,0,1,-0.19311279,2.3059695,0.0,784,0
438,0,22,10,0,0,0,1,22,27.8644,10.5987,7.0949197,0,0,0,3.32735,2.3607314,1.959379,484,0
439,0,44,9,1,0,1,1,21,12.2608,10.8572,12.3593,0,0,0,2.5064073,2.3848283,2.5144088,1936,0
440,0,21,9,1,0,0,1,23,31.886402,12.3572,0.0,0,0,1,3.4621797,2.5142388,0.0,441,0
441,0,28,11,1,0,0,1,24,17.491499,13.3713,0.0,0,0,1,2.861715,2.5931106,0.0,784,0
442,0,29,9,0,1,0,1,23,9.594309,16.3412,16.900301,0,0,0,2.2611701,2.7936895,2.8273315,841,0
443,0,25,9,1,0,1,1,22,24.7316,16.9466,7.34396,0,0,0,3.2080817,2.8300672,1.9938781,625,0
444,0,22,10,0,0,1,1,22,25.720901,23.032001,5.4488,0,0,0,3.247304,3.1368847,1.6953955,484,0
