,occ,loanamt,action,msa,suffolk,appinc,typur,unit,married,dep,emp,yjob,self,atotinc,cototinc,hexp,price,other,liq,rep,gdlin,lines,mortg,cons,pubrec,hrat,obrat,fixadj,term,apr,prop,inss,inson,gift,cosign,unver,review,netw,unem,min30,bd,mi,old,vr,sch,black,hispan,male,reject,approve,mortno,mortperf,mortlat1,mortlat2,chist,multi,loanprc,thick,white
325,1,137,1,1120,0,43,0,1.0,1.0,0.0,0,0,0,2484.0,2302.0,1359.0,152.0,0.0,29.0,2.0,1,15.0,2,1,0,28.9,30.0,0,360.0,155.0,2,1,0,0,0,0,2,65.0,2.0,0.0,0,1,0,0,1,0,0,0.0,0,1,0,1,0,0,1,0.0,0.9013158,0.0,1
326,1,120,1,1120,0,60,3,1.0,1.0,1.0,0,1,1,3006.0,2018.0,1124.0,150.0,0.0,17.0,2.0,1,14.0,2,3,0,25.0,36.0,1,480.0,150.0,2,0,0,1,0,0,5,40.0,3.1,0.0,1,1,0,0,1,1,0,1.0,0,1,0,1,0,0,1,0.0,0.8,0.0,0
327,1,124,1,1120,0,48,1,1.0,1.0,2.0,0,0,1,1573.0,2419.0,1289.0,162.0,0.0,42.0,2.0,1,2.0,2,1,0,32.3,38.2,0,360.0,165.0,2,0,0,0,0,0,2,131.0,3.2,0.0,0,1,0,0,1,0,1,1.0,0,1,0,1,0,0,1,0.0,0.7654321,0.0,0
328,1,144,1,1120,0,141,1,1.0,1.0,0.0,0,1,0,2773.0,2414.0,1237.0,160.0,0.0,33.0,1.0,1,16.0,2,6,0,27.0,27.0,0,360.0,170.0,2,1,0,0,0,0,1,81.0,3.2,0.0,1,1,0,1,0,0,0,1.0,0,1,0,1,0,0,0,0.0,0.9,0.0,1
329,1,135,1,1120,0,110,0,1.0,1.0,0.0,0,1,0,4642.0,4500.0,1326.0,240.0,0.0,77.0,2.0,1,17.0,1,1,0,14.51,19.6,0,360.0,240.0,2,0,0,1,0,0,2,176.0,3.2,0.0,0,1,0,1,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.5625,0.0,1
330,1,110,1,1120,0,26,0,1.0,1.0,0.0,0,1,0,2415.0,1721.0,1158.0,122.0,0.0,25.0,0.0,1,11.0,2,1,0,28.0,33.0,0,360.0,125.0,1,1,0,0,0,0,1,51.73,10.6,,1,1,0,0,0,0,0,1.0,0,1,0,1,0,0,1,0.0,0.90163934,0.0,1
331,1,50,1,1120,0,36,3,1.0,1.0,0.0,0,0,0,1977.0,997.0,629.0,230.0,0.0,31.0,1.0,1,2.0,1,1,0,23.0,26.0,0,360.0,240.0,2,0,0,0,0,0,1,638.0,3.2,0.0,0,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.2173913,0.0,1
332,2,115,1,1120,0,50,1,2.0,1.0,0.0,0,0,0,4188.0,0.0,1513.0,215.0,0.0,140.0,1.0,1,2.0,2,1,0,32.0,34.0,0,180.0,226.0,3,0,0,0,0,0,2,417.0,3.9,0.0,0,0,1,1,0,0,0,1.0,0,1,0,1,0,0,1,1.0,0.53488374,0.0,1
333,1,125,1,1120,0,88,0,1.0,1.0,0.0,0,0,1,7016.0,292.0,2109.0,165.0,0.0,200.0,0.0,1,8.0,1,1,0,28.9,37.7,1,360.0,166.0,2,0,0,0,0,0,999,819.0,10.6,0.0,0,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.75757575,0.0,1
334,2,240,1,1120,1,72,0,1.0,0.0,0.0,0,0,0,8567.0,0.0,2230.0,300.0,68.0,188.0,1.0,1,18.0,1,1,0,26.0,61.0,1,360.0,270.0,1,0,0,0,0,0,2,686.0,3.1,0.0,0,0,0,1,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.8,0.0,1
335,1,210,1,1120,1,36,1,3.0,1.0,3.0,0,0,0,1706.0,1077.0,788.0,235.0,0.0,23.0,1.0,1,9.0,2,5,0,28.0,32.0,0,360.0,235.0,3,1,0,0,0,0,1,89.0,3.2,0.0,0,0,1,1,0,1,0,1.0,0,1,0,1,0,0,0,1.0,0.89361703,0.0,0
336,1,189,1,1120,0,60,0,2.0,0.0,2.0,0,0,0,4968.0,0.0,1795.0,289.0,0.0,109.0,1.0,1,3.0,2,1,0,36.0,36.0,1,360.0,290.0,3,0,0,0,0,0,5,134.0,3.2,0.0,0,1,1,0,1,1,0,0.0,0,1,0,1,0,0,1,1.0,0.65397924,0.0,0
337,1,176,1,1120,1,180,8,1.0,0.0,0.0,0,0,1,14986.0,0.0,1915.0,196.0,0.0,4.5,1.0,1,7.0,2,2,1,12.8,16.8,0,360.0,196.0,2,1,0,0,0,0,3,3.4,3.2,0.0,1,0,0,0,1,0,1,0.0,0,1,0,1,0,0,1,0.0,0.8979592,0.0,0
338,1,200,1,1120,1,54,3,2.0,0.0,0.0,1,1,0,2065.0,2418.0,1223.0,250.0,0.0,45.0,2.0,1,20.0,2,1,0,28.0,36.0,0,360.0,250.0,3,0,0,1,0,0,2,53.0,4.3,0.0,0,1,0,1,1,0,0,0.0,0,1,0,1,0,0,1,1.0,0.8,0.0,1
339,1,172,1,1120,0,81,1,1.0,1.0,0.0,0,0,0,4153.0,2649.0,1840.0,192.0,0.0,12.0,2.0,1,27.0,2,2,0,26.3,37.5,0,360.0,192.0,2,1,0,0,0,0,1,165.0,3.1,0.0,0,1,1,0,1,1,0,1.0,0,1,0,1,0,0,1,0.0,0.8958333,0.0,0
340,1,125,1,1120,0,45,0,1.0,1.0,0.0,0,9,0,2940.0,800.0,1130.0,125.0,69.0,11.4,1.0,1,6.0,1,1,0,30.0,30.0,0,360.0,160.0,2,0,0,0,0,0,1,306.9,3.9,,0,1,1,0,0,0,0,1.0,0,1,1,0,0,0,1,0.0,1.0,0.0,1
341,1,131,1,1120,0,64,0,1.0,1.0,0.0,0,0,0,1759.0,3541.0,1199.0,164.0,0.0,38.0,0.0,1,13.0,2,1,0,22.6,26.9,1,360.0,164.0,1,0,0,1,0,0,999,77.0,3.9,0.0,0,0,1,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.7987805,0.0,1
342,1,102,1,1120,0,36,0,1.0,0.0,2.0,0,0,0,3400.0,0.0,917.0,115.0,0.0,14.0,0.0,1,11.0,2,5,0,30.0,40.0,1,300.0,110.0,1,0,0,0,0,0,3,42.0,3.2,0.0,0,0,1,1,1,1,0,0.0,0,1,0,1,0,0,0,0.0,0.8869565,0.0,0
343,1,133,1,1120,0,89,3,1.0,1.0,2.0,0,0,0,4288.0,3263.0,1308.0,148.0,0.0,25.0,5.0,1,16.0,2,1,0,18.0,39.0,0,180.0,152.0,2,0,0,0,0,0,3,47.0,3.9,0.0,0,1,0,0,0,0,0,1.0,0,1,0,1,0,0,1,0.0,0.8986486,1.0,1
344,1,188,1,1120,0,108,5,1.0,1.0,0.0,0,1,0,4666.0,4322.0,1970.0,251.0,0.0,97.0,1.0,1,17.0,2,2,0,25.0,28.0,0,360.0,252.0,2,0,0,0,0,0,1,199.0,3.9,,0,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.749004,0.0,1
345,1,108,3,1120,0,43,0,1.0,0.0,0.0,0,0,0,2101.0,1500.0,1131.0,171.0,0.0,38.0,2.0,0,3.0,2,6,0,31.0,31.0,1,360.0,181.0,2,0,0,1,0,0,1,38.0,3.6,0.0,1,1,1,1,1,1,0,0.0,1,0,0,1,0,0,0,0.0,0.6315789,0.0,0
346,1,125,1,1120,0,54,0,1.0,1.0,3.0,0,0,0,4490.0,0.0,1192.0,215.0,0.0,10.0,1.0,1,5.0,1,1,0,30.0,41.0,1,360.0,225.0,2,0,0,0,0,0,1,391.0,3.9,0.0,0,1,1,0,0,0,0,1.0,0,1,1,0,0,0,1,0.0,0.5813953,0.0,1
347,1,151,1,1120,0,107,1,1.0,0.0,0.0,0,0,0,4843.0,3806.0,1606.0,188.6,0.0,18.4,2.0,1,12.0,2,6,0,18.6,33.6,0,360.0,191.0,2,0,0,0,0,0,3,141.4,3.2,0.0,0,1,0,0,1,0,0,1.0,0,1,0,1,0,0,0,0.0,0.80063623,0.0,1
348,1,297,1,1120,0,135,0,1.0,1.0,0.0,0,0,0,13650.0,0.0,3143.0,410.0,23.0,121.0,0.0,1,14.0,2,1,0,23.0,38.5,1,360.0,371.0,1,0,0,0,0,0,999,212.0,3.2,,0,1,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.72439027,0.0,1
349,1,138,1,1120,0,78,1,1.0,1.0,0.0,0,0,0,2917.0,3583.0,1427.0,173.0,0.0,63.0,2.0,1,8.0,1,3,0,21.0,37.0,0,360.0,179.0,2,0,0,0,0,0,1,152.0,3.1,0.0,0,1,0,1,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.7976879,0.0,1
350,1,135,3,1120,1,56,0,1.0,1.0,0.0,0,0,0,4700.0,0.0,1456.0,150.0,0.0,8.0,1.0,0,1.0,2,4,0,31.0,31.0,0,360.0,153.0,2,1,0,0,0,1,1,42.0,3.2,1.0,0,1,0,1,0,1,0,1.0,1,0,0,1,0,0,1,0.0,0.9,0.0,0
351,1,144,1,1120,0,80,0,2.0,1.0,0.0,0,0,0,4225.0,2417.0,1298.0,189.0,40.0,57.0,0.0,1,4.0,2,1,0,17.8,22.8,1,360.0,200.0,3,0,0,0,0,0,999,450.0,3.1,0.0,0,1,0,0,0,0,0,1.0,0,1,0,1,0,0,1,1.0,0.7619048,0.0,1
352,1,281,1,1120,0,94,9,1.0,1.0,3.0,0,0,0,7976.0,0.0,2545.0,350.0,0.0,81.0,2.0,1,24.0,2,1,0,32.0,40.0,0,360.0,354.0,2,0,0,0,0,0,3,150.0,3.1,0.0,0,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.80285716,0.0,1
353,1,115,1,1120,0,69,1,1.0,0.0,0.0,0,0,0,3808.0,1945.0,1282.0,145.0,0.0,70.0,1.0,1,7.0,2,1,0,20.0,22.0,0,360.0,148.0,2,0,0,0,0,0,2,132.0,3.1,0.0,1,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.79310346,0.0,1
354,1,152,1,1120,0,99,1,1.0,1.0,0.0,0,1,0,4652.0,3583.0,1680.0,171.0,0.0,28.0,1.0,1,29.0,2,1,0,19.0,31.0,0,360.0,172.0,2,1,0,0,0,0,1,52.0,3.2,0.0,1,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.8888889,0.0,1
355,1,160,1,1120,0,60,0,2.0,,,0,0,0,3816.0,754.0,1600.0,184.0,0.0,39.0,1.0,1,2.0,2,6,1,35.0,35.0,0,360.0,185.0,3,0,0,0,0,0,5,70.0,3.9,0.0,1,1,1,0,1,0,1,1.0,0,1,0,1,0,0,0,1.0,0.8695652,0.0,0
356,1,130,1,1120,0,65,0,1.0,1.0,0.0,1,1,0,3445.0,0.0,1368.0,192.0,0.0,18.0,2.0,0,18.0,1,2,0,40.0,44.0,0,360.0,193.0,2,0,0,0,0,0,3,237.0,5.3,0.0,1,1,0,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.6770833,0.0,1
357,1,187,1,1120,0,92,8,1.0,1.0,0.0,0,0,0,7666.0,0.0,2081.0,392.0,0.0,256.7,2.0,1,7.0,2,1,0,27.1,28.1,0,360.0,400.0,2,0,0,0,0,0,1,254.32,3.2,0.0,1,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.47704083,0.0,1
358,1,109,1,1120,1,91,3,1.0,1.0,0.0,1,1,0,2340.0,5216.0,1128.0,136.0,0.0,67.0,2.0,1,25.0,2,1,0,15.0,32.0,0,360.0,139.0,2,0,0,0,0,0,1,66.0,4.3,1.0,1,0,1,1,0,0,1,1.0,0,1,0,1,0,0,1,0.0,0.8014706,0.0,0
359,1,188,3,1120,0,91,0,1.0,1.0,0.0,0,1,0,2458.0,5105.0,1990.0,210.0,0.0,9.0,1.0,0,11.0,1,6,1,26.0,38.0,0,360.0,213.0,2,0,0,0,0,0,0,228.0,3.2,0.0,0,1,0,0,1,0,0,1.0,1,0,1,0,0,0,0,0.0,0.8952381,0.0,1
360,1,107,1,1120,0,48,1,1.0,0.0,0.0,0,1,0,3975.0,0.0,1157.0,119.0,0.0,15.0,1.0,1,3.0,2,2,1,30.0,35.0,0,360.0,119.0,2,1,0,0,0,0,1,48.0,3.1,0.0,0,1,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.89915967,0.0,1
361,1,148,1,1120,0,74,3,1.0,1.0,2.0,0,0,0,6125.0,0.0,1583.0,185.0,0.0,52.0,4.0,1,10.0,1,1,0,27.0,32.0,0,360.0,185.0,2,0,0,0,0,0,2,174.0,3.2,,0,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.8,1.0,1
362,1,126,1,1120,0,44,0,1.0,0.0,0.0,0,1,0,3695.0,0.0,1184.0,139.0,0.0,35.0,2.0,1,7.0,2,2,0,30.08,31.1,0,360.0,140.0,2,1,0,0,0,0,2,112.28,3.2,0.0,0,0,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.9064748,0.0,1
363,1,278,1,1120,0,115,5,1.0,1.0,3.0,0,0,0,9583.0,0.0,3125.0,370.0,0.0,141.0,1.0,1,9.0,1,1,0,30.0,39.0,0,360.0,370.0,2,0,0,0,0,0,1,554.0,3.1,0.0,0,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.75135136,0.0,1
364,1,95,1,1120,0,43,1,1.0,0.0,0.0,0,1,0,3250.0,0.0,998.0,125.0,0.0,1.5,1.0,1,8.0,1,2,0,30.72,34.7,0,360.0,125.0,1,0,0,0,0,0,3,34.2,3.2,0.0,1,1,0,0,1,0,0,0.0,0,1,1,0,0,0,1,0.0,0.76,0.0,1
365,1,100,1,1120,0,51,1,1.0,1.0,1.0,0,1,0,3052.0,1030.0,1067.0,243.0,0.0,40.0,0.0,1,7.0,1,1,0,26.1,26.6,0,360.0,243.0,2,0,0,0,0,0,999,140.68,2.0,0.0,0,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.41152263,0.0,1
366,1,65,1,1120,1,54,0,1.0,0.0,0.0,0,0,0,4463.0,0.0,729.0,160.0,0.0,133.0,1.0,1,10.0,2,1,0,16.0,29.0,0,360.0,160.0,2,0,0,0,0,0,4,170.0,3.6,,1,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.40625,0.0,1
367,1,225,1,1120,0,151,0,1.0,1.0,2.0,0,0,0,11417.0,1126.0,2220.0,255.0,0.0,36.0,0.0,1,5.0,2,1,0,17.7,21.2,1,360.0,257.0,2,1,0,0,0,0,999,134.0,3.2,0.0,0,1,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.88235295,0.0,1
368,1,120,3,1120,0,88,0,1.0,0.0,0.0,0,0,1,7333.0,0.0,1152.0,149.0,0.0,37.0,1.0,1,14.0,2,2,0,16.0,36.0,1,360.0,149.0,1,0,0,0,0,0,1,715.0,1.8,0.0,0,1,1,1,0,0,0,1.0,1,0,0,1,0,0,1,0.0,0.80536914,0.0,1
369,1,123,1,1120,0,60,3,1.0,1.0,0.0,0,0,0,3077.0,1918.0,1436.0,140.0,0.0,33.0,1.0,1,25.0,2,5,0,27.0,34.0,0,360.0,146.0,2,1,0,1,0,0,2,61.0,5.3,,0,1,0,0,0,0,0,1.0,0,1,0,1,0,0,0,0.0,0.87857145,0.0,1
370,1,170,1,1120,0,82,0,1.0,1.0,1.0,0,0,0,5865.0,1000.0,1944.0,455.0,0.0,180.0,4.0,1,11.0,1,2,0,28.0,29.0,0,180.0,466.5,2,0,0,0,0,0,1,603.6,3.9,0.0,0,1,1,1,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.37362638,1.0,1
371,1,135,1,1120,1,31,0,2.0,1.0,0.0,1,1,0,831.0,1761.0,769.0,150.0,0.0,30.0,0.0,1,4.0,2,1,0,29.6,32.8,1,360.0,152.0,3,1,0,0,0,0,999,38.6,3.2,1.0,1,0,0,1,0,0,1,1.0,0,1,0,1,0,0,1,1.0,0.9,0.0,0
372,1,400,1,1120,0,342,0,1.0,1.0,2.0,0,0,0,28541.0,0.0,4362.0,549.0,0.0,221.0,2.0,1,20.0,1,1,0,13.3,20.9,0,360.0,550.0,2,0,0,0,0,0,2,2337.0,3.2,0.0,1,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.72859746,0.0,1
373,1,139,1,1120,0,70,0,1.0,1.0,1.0,0,1,0,4083.0,1775.0,750.0,148.0,0.0,17.0,4.0,1,37.0,1,3,0,12.0,20.0,1,60.0,148.0,1,1,0,0,0,0,1,55.0,3.2,0.0,0,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.9391892,1.0,1
374,1,87,1,1120,0,54,3,1.0,0.0,0.0,0,0,0,3249.0,1186.0,1181.0,123.0,0.0,204.0,2.0,1,15.0,2,1,0,28.0,37.0,0,180.0,123.0,1,0,0,0,0,0,2,289.0,4.3,0.0,0,1,0,0,1,0,0,0.0,0,1,0,1,0,0,1,0.0,0.70731705,0.0,1
375,1,210,1,1120,0,54,0,1.0,1.0,0.0,0,0,0,7190.0,0.0,2040.0,262.0,0.0,54.0,0.0,1,8.0,2,1,0,28.4,31.6,1,360.0,262.0,2,0,0,1,0,0,999,96.0,1.8,0.0,0,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.8015267,0.0,1
376,1,113,1,1120,1,65,1,1.0,0.0,0.0,0,0,0,2416.0,2726.0,1223.0,125.0,0.0,25.6,1.0,1,8.0,2,5,0,23.8,35.8,0,360.0,137.0,2,1,0,0,0,0,3,19.7,3.2,1.0,1,0,0,1,1,0,0,1.0,0,1,0,1,0,0,0,0.0,0.904,0.0,1
377,1,216,3,1120,0,89,0,1.0,1.0,2.0,0,1,0,3800.0,3600.0,2082.0,300.0,0.0,3.0,1.0,0,17.0,4,3,0,30.0,41.0,1,360.0,300.0,2,0,0,0,0,0,1,88.0,3.2,,1,1,1,0,1,0,0,1.0,1,0,0,0,0,1,1,0.0,0.72,0.0,1
378,1,232,3,1120,0,72,0,1.0,1.0,0.0,0,0,1,3900.0,2094.0,2400.0,282.5,0.0,68.6,4.0,1,15.0,2,2,0,37.0,44.0,1,360.0,282.5,2,0,0,0,0,0,1,79.2,3.2,0.0,1,1,1,0,1,0,0,1.0,1,0,0,1,0,0,1,0.0,0.82123893,1.0,1
379,1,60,1,1120,0,32,1,1.0,1.0,0.0,0,1,0,2688.0,0.0,830.0,216.0,0.0,373.0,2.0,1,10.0,2,1,0,31.0,32.0,1,360.0,216.0,1,0,0,0,0,0,2,-7.0,3.2,0.0,0,1,1,0,1,0,0,0.0,0,1,0,1,0,0,1,0.0,0.2777778,0.0,1
380,1,130,1,1120,0,63,0,1.0,1.0,0.0,0,0,0,3773.0,1500.0,1464.0,200.0,0.0,72.0,2.0,1,16.0,2,1,0,28.0,37.0,0,360.0,190.0,2,0,0,0,0,0,3,177.0,3.1,0.0,0,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.65,0.0,1
381,1,230,1,1120,0,99,0,1.0,1.0,2.0,0,1,0,8209.0,0.0,2452.0,337.5,0.0,17.14,1.0,1,28.0,2,1,0,25.9,32.0,0,360.0,340.0,2,0,0,0,0,0,2,155.77,3.1,,0,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.6814815,0.0,1
382,1,94,1,1120,0,34,3,1.0,1.0,4.0,1,1,0,2071.0,754.0,1031.0,117.0,12.0,21.0,1.0,1,10.0,1,1,1,36.0,44.0,1,480.0,117.0,2,0,0,0,0,0,3,80.0,3.2,1.0,1,0,0,1,0,0,0,1.0,0,1,1,0,0,0,1,0.0,0.8034188,0.0,1
383,1,136,1,1120,0,64,3,1.0,0.0,0.0,0,1,0,5316.0,0.0,1470.0,170.0,0.0,46.0,2.0,1,6.0,2,1,0,29.0,34.0,0,360.0,170.0,2,0,0,0,0,0,2,80.0,3.2,,0,1,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.8,0.0,1
384,1,144,1,1120,0,100,1,1.0,1.0,0.0,0,1,0,4750.0,3583.0,1541.0,160.0,0.0,29.0,2.0,1,21.0,2,2,0,18.9,26.6,0,360.0,161.0,2,1,0,0,0,0,2,62.0,3.1,0.0,0,1,1,1,0,0,0,1.0,0,1,0,1,0,0,1,0.0,0.9,0.0,1
385,1,139,1,1120,0,63,8,1.0,1.0,0.0,0,0,0,2929.0,2333.0,1556.0,146.0,0.0,27.0,1.0,1,23.0,1,1,0,28.0,35.0,0,360.0,148.0,2,1,0,0,0,0,1,61.0,3.2,,1,1,0,0,1,0,0,0.0,0,1,1,0,0,0,1,0.0,0.9520548,0.0,1
386,1,118,1,1120,0,58,6,1.0,1.0,1.0,0,0,0,4873.0,0.0,1202.0,132.0,0.0,12.0,2.0,1,13.0,2,1,0,26.0,27.0,0,360.0,132.0,2,1,0,0,0,0,2,42.0,10.6,0.0,0,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.8939394,0.0,1
387,1,127,1,1120,0,47,3,1.0,1.0,1.0,1,1,0,2059.0,1946.0,1272.0,141.0,0.0,23.0,3.0,1,17.0,2,1,0,34.0,39.0,0,180.0,147.0,2,0,0,0,0,0,2,52.0,3.2,0.0,0,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.9007092,1.0,1
388,1,70,1,1120,0,44,1,1.0,1.0,2.0,0,0,0,1733.0,1952.0,869.0,88.0,0.0,8.0,2.0,1,12.0,1,1,0,20.89,31.7,0,360.0,97.0,2,0,0,0,0,0,1,70.0,3.1,0.0,1,1,0,0,0,0,0,1.0,0,1,1,0,0,0,1,0.0,0.79545456,0.0,1
389,1,152,3,1120,0,92,0,1.0,1.0,0.0,0,1,0,3572.0,4114.0,1639.0,190.0,0.0,62.0,2.0,0,14.0,2,2,0,21.3,21.9,0,360.0,198.0,2,0,0,0,0,1,1,148.2,4.3,0.0,0,1,1,0,0,1,0,1.0,1,0,0,1,0,0,1,0.0,0.8,0.0,0
390,1,170,1,1120,0,89,1,1.0,0.0,1.0,0,0,1,7451.0,0.0,1491.0,280.0,0.0,204.2,1.0,1,10.0,1,1,1,24.0,37.0,0,360.0,285.0,2,0,0,0,0,0,4,482.06,3.2,0.0,0,1,1,0,1,0,0,0.0,0,1,1,0,0,0,1,0.0,0.60714287,0.0,1
391,1,79,1,1120,0,55,1,1.0,1.0,0.0,0,0,0,4107.0,5202.0,1056.0,147.0,0.0,48.0,1.0,1,40.0,1,1,0,11.0,43.0,0,360.0,147.0,2,0,0,0,0,0,1,348.0,3.2,0.0,0,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.53741497,0.0,1
392,1,131,1,1120,0,144,8,1.0,0.0,0.0,1,1,0,12000.0,0.0,1385.0,164.0,0.0,81.5,2.0,1,5.0,2,2,0,11.5,19.4,0,360.0,180.0,1,0,0,0,0,0,1,86.5,3.2,0.0,1,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.7987805,0.0,1
393,1,150,1,1120,0,31,1,3.0,0.0,0.0,0,0,0,2814.0,3423.0,1308.0,187.0,0.0,19.0,2.0,1,12.0,1,1,0,21.0,38.4,0,360.0,187.0,3,0,0,0,0,0,3,94.0,5.3,0.0,0,1,0,0,1,0,0,1.0,0,1,1,0,0,0,1,1.0,0.80213904,0.0,1
394,1,100,1,1120,0,46,9,1.0,1.0,2.0,0,0,0,3825.0,0.0,1160.0,202.0,0.0,32.0,1.0,1,8.0,2,1,0,30.0,31.0,0,240.0,202.0,2,0,0,0,0,0,1,221.0,3.2,0.0,1,1,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.4950495,0.0,1
395,1,111,1,1120,0,49,0,1.0,1.0,2.0,0,0,0,1708.0,2358.0,1292.0,120.0,0.0,30.0,1.0,1,14.0,2,5,0,29.0,32.0,0,360.0,122.0,2,1,0,1,0,0,2,44.0,3.2,0.0,0,1,0,0,1,1,0,1.0,0,1,0,1,0,0,0,0.0,0.925,0.0,0
396,1,118,1,1120,1,60,0,1.0,0.0,0.0,0,0,0,5050.0,0.0,1264.0,131.0,0.0,4.0,1.0,1,10.0,2,3,0,22.0,35.0,0,360.0,132.0,1,0,0,0,0,0,2,59.0,3.9,0.0,1,1,0,1,1,1,0,1.0,0,1,0,1,0,0,1,0.0,0.90076333,0.0,0
397,1,490,1,1120,0,223,5,1.0,1.0,0.0,0,0,0,17368.0,1179.0,4864.0,613.0,0.0,134.0,2.0,1,21.0,1,1,0,28.0,39.0,0,360.0,621.0,2,0,0,0,0,0,1,534.0,3.2,0.0,0,1,0,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.79934746,0.0,1
398,1,155,2,1120,0,84,0,1.0,0.0,0.0,0,0,0,3583.0,3435.0,1609.0,199.0,0.0,56.4,1.0,1,10.0,2,1,0,22.93,23.4,0,360.0,200.0,2,0,0,0,0,0,999,132.0,3.2,0.0,0,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.7788945,0.0,1
399,1,185,1,1120,0,275,8,1.0,1.0,1.0,0,1,0,14583.0,0.0,2411.0,460.0,0.0,365.0,2.0,1,0.0,1,1,0,17.0,30.0,0,180.0,460.0,2,0,0,0,0,0,2,1628.0,3.1,0.0,0,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.4021739,0.0,1
400,1,176,1,1120,0,74,1,3.0,1.0,2.0,1,1,0,3415.0,3086.0,1774.0,195.9,0.0,23.5,2.0,1,8.0,2,5,0,27.29,38.0,0,360.0,196.0,3,1,0,0,1,0,3,43.5,3.2,0.0,0,0,1,0,0,0,0,1.0,0,1,0,1,0,0,0,1.0,0.8984176,0.0,1
401,1,82,1,1120,0,27,1,2.0,1.0,1.0,0,0,1,2458.0,0.0,456.0,102.0,0.0,41.0,1.0,1,4.0,1,1,0,18.6,23.4,0,360.0,102.0,3,0,0,0,0,0,3,37.1,1.8,0.0,0,1,0,0,0,0,0,1.0,0,1,1,0,0,0,1,1.0,0.8039216,0.0,1
402,1,154,1,1120,0,65,1,1.0,1.0,0.0,0,0,0,3167.0,2283.0,1608.0,162.0,0.0,20.0,3.0,1,13.0,2,2,0,30.0,36.0,0,360.0,162.0,2,1,0,0,0,0,1,32.0,1.8,0.0,0,1,0,0,1,0,0,0.0,0,1,0,1,0,0,1,0.0,0.9506173,1.0,1
403,1,85,1,1120,0,43,1,1.0,1.0,1.0,0,0,0,2214.0,1398.0,864.0,110.0,0.0,34.0,1.0,1,4.0,2,1,0,24.0,25.0,0,360.0,125.0,2,0,0,1,0,0,1,71.0,3.2,0.0,1,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.77272725,0.0,1
404,1,140,1,1120,0,83,0,1.0,1.0,0.0,0,0,0,4562.0,2291.0,1582.0,284.0,0.0,91.0,0.0,1,9.0,2,1,0,23.1,30.7,0,360.0,285.0,2,0,0,0,0,0,999,508.0,3.2,0.0,0,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.49295774,0.0,1
405,1,186,1,1120,0,67,0,1.0,1.0,0.0,0,0,0,3189.0,2367.0,2038.0,207.0,0.0,32.0,1.0,1,13.0,2,1,0,32.0,37.0,0,360.0,207.0,2,1,0,0,0,0,1,35.0,3.2,0.0,0,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.89855075,0.0,1
