,wage,abil,educ,ne,nc,west,south,exper,motheduc,fatheduc,brkhme14,sibs,urban,ne18,nc18,south18,west18,urban18,tuit17,tuit18,lwage,expersq,ctuit
201,10.769231,-1.5059906,12,0,1,0,0,11,12,12,0,3,1,0,1,0,0,1,18.173916,14.070236,2.376693,121,-4.1036797
202,22.121897,3.72859,15,0,1,0,0,7,12,12,0,3,1,0,1,0,0,1,13.388583,13.634975,3.0965679,49,0.24639225
203,23.076923,4.042687,18,0,1,0,0,9,12,12,0,4,1,0,1,0,0,1,18.173916,18.173916,3.138833,81,0.0
204,6.837607,3.5759637,20,0,1,0,0,5,12,13,0,1,1,0,1,0,0,1,18.173916,18.173916,1.9224378,25,0.0
205,9.134615,2.1359563,12,0,1,0,0,13,16,17,0,1,1,0,1,0,0,1,18.173916,18.173916,2.212071,169,0.0
206,16.323025,3.0326908,15,0,1,0,0,5,12,14,0,0,1,0,1,0,0,1,13.634975,14.255124,2.7925768,25,0.62014866
207,38.7538,-1.3009042,12,0,1,0,0,15,12,12,0,1,1,0,1,0,0,1,18.173916,18.173916,3.6572287,225,0.0
208,6.6523604,-0.2990798,14,0,1,0,0,9,12,12,0,1,1,0,1,0,0,1,14.070236,14.070236,1.8949717,81,0.0
209,7.075472,-1.0318973,12,0,1,0,0,11,12,16,0,1,1,0,1,0,0,1,18.173916,14.070236,1.9566342,121,-4.1036797
210,6.401138,0.3060747,15,1,0,0,0,10,16,16,0,2,0,0,1,0,0,1,18.173916,18.173916,1.8564757,100,0.0
211,26.923077,3.353253,16,0,1,0,0,9,12,16,0,1,1,0,1,0,0,1,18.173916,18.173916,3.2929838,81,0.0
212,4.1775455,0.23909679,12,0,1,0,0,9,13,11,0,3,1,0,1,0,0,1,10.826575,12.361383,1.4297239,81,1.5348082
213,8.1092615,1.846734,12,0,1,0,0,11,12,11,0,4,1,0,1,0,0,1,9.755371,10.826575,2.0930068,121,1.0712042
214,15.167095,1.8590354,12,0,1,0,0,13,13,12,1,1,1,0,1,0,0,1,10.340332,10.340332,2.7191284,169,0.0
215,8.552631,3.010865,12,0,1,0,0,11,11,12,1,4,1,0,1,0,0,1,9.755371,10.826575,2.146239,121,1.0712042
216,8.604206,0.7821424,12,0,1,0,0,13,14,16,0,3,1,0,1,0,0,1,10.340332,10.340332,2.1522512,169,0.0
217,12.901235,0.91174626,17,0,1,0,0,5,12,16,0,3,1,0,1,0,0,1,9.755371,10.826575,2.557323,25,1.0712042
218,12.115385,2.1772094,12,0,1,0,0,13,12,16,0,1,1,0,1,0,0,1,10.340332,10.340332,2.494476,169,0.0
219,8.29646,2.2297003,9,1,0,0,0,11,12,13,0,5,1,0,1,0,0,1,12.361383,12.250942,2.115829,121,-0.11044121
220,16.21074,4.4773602,15,0,1,0,0,9,16,17,0,4,0,0,1,0,0,1,10.340332,10.340332,2.7856739,81,0.0
221,11.487539,4.073317,17,0,1,0,0,6,16,17,0,4,1,0,1,0,0,1,9.755371,10.826575,2.441263,36,1.0712042
222,13.333333,3.6781764,15,0,1,0,0,9,16,16,0,6,1,0,1,0,0,1,10.340332,10.340332,2.5902672,81,0.0
223,10.096154,2.7244842,15,0,1,0,0,7,16,16,0,6,1,0,1,0,0,1,9.755371,10.826575,2.3121545,49,1.0712042
224,11.204482,-0.4576917,12,0,1,0,0,14,14,14,1,3,1,0,1,0,0,0,10.340332,10.340332,2.416314,196,0.0
225,19.33665,4.435529,17,0,1,0,0,9,12,14,0,4,0,0,1,0,0,1,10.340332,10.340332,2.9620023,81,0.0
226,13.755459,2.0747104,12,0,1,0,0,12,12,14,0,4,1,0,1,0,0,1,10.340332,10.340332,2.6214356,144,0.0
227,4.193671,2.2173798,15,0,1,0,0,12,11,10,0,7,1,0,1,0,0,0,10.340332,10.340332,1.4335766,144,0.0
228,10.252905,2.8796053,15,0,1,0,0,7,13,16,0,1,1,0,1,0,0,1,10.826575,12.361383,2.3275611,49,1.5348082
229,7.118928,3.120147,15,0,1,0,0,8,12,12,0,4,1,0,1,0,0,1,10.340332,9.755371,1.9627571,64,-0.58496094
230,9.23913,0.17935812,12,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,11.280367,11.280367,2.2234478,169,0.0
231,17.17742,4.0180583,15,0,1,0,0,7,12,12,0,3,1,0,1,0,0,1,10.545578,10.113861,2.8435957,49,-0.43171692
232,7.862903,-0.9145982,12,0,1,0,0,8,12,12,0,3,1,0,1,0,0,1,10.113861,11.587584,2.062156,64,1.4737225
233,20.192308,1.764937,12,0,1,0,0,12,10,11,0,6,1,0,1,0,0,1,11.280367,11.280367,3.0053017,144,0.0
234,17.344896,4.0001,15,0,1,0,0,8,12,13,0,2,1,0,1,0,0,1,10.768427,10.545578,2.8532982,64,-0.22284889
235,24.165201,3.7913952,15,0,1,0,0,12,12,14,0,2,1,0,1,0,0,1,11.280367,11.280367,3.1849136,144,0.0
236,8.620689,4.241092,14,0,1,0,0,8,12,12,0,6,1,0,1,0,0,1,10.768427,10.545578,2.154165,64,-0.22284889
237,24.242424,0.7735314,13,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,11.280367,11.280367,3.1881042,169,0.0
238,20.761246,4.738628,17,0,1,0,0,8,12,12,0,0,1,0,1,0,0,1,11.280367,11.280367,3.033088,64,0.0
239,10.070922,1.4664743,16,0,1,0,0,10,12,12,0,1,1,0,1,0,0,1,11.280367,11.280367,2.3096523,100,0.0
240,7.0609,3.7402627,15,0,1,0,0,7,12,12,0,1,0,0,1,0,0,1,10.545578,10.113861,1.9545726,49,-0.43171692
241,15.660686,0.8805779,12,0,1,0,0,9,12,12,0,3,1,0,1,0,0,1,10.545578,10.113861,2.7511535,81,-0.43171692
242,16.346153,2.6244133,12,0,1,0,0,14,12,12,0,2,1,0,1,0,0,0,11.280367,11.280367,2.7939925,196,0.0
243,7.6923075,1.9948577,12,0,1,0,0,9,12,12,0,2,1,0,1,0,0,1,10.545578,10.113861,2.0402207,81,-0.43171692
244,11.153846,-0.4259872,12,0,1,0,0,11,12,12,0,6,0,0,1,0,0,1,11.280367,10.768427,2.4117844,121,-0.51194
245,42.33302,4.0997376,14,0,1,0,0,11,15,16,0,3,1,0,1,0,0,1,11.280367,11.280367,3.7455673,121,0.0
246,23.323616,4.6755333,15,0,0,0,1,9,15,16,0,3,1,0,1,0,0,1,11.280367,10.768427,3.1494665,81,-0.51194
247,22.748375,4.703392,15,0,1,0,0,7,15,16,0,3,1,0,1,0,0,1,10.768427,10.545578,3.1244936,49,-0.22284889
248,12.719298,2.148189,12,0,1,0,0,13,12,12,0,4,0,0,1,0,0,0,11.280367,11.280367,2.5431204,169,0.0
249,11.170213,3.8534465,12,0,1,0,0,10,12,12,0,2,1,0,1,0,0,1,10.768427,10.545578,2.4132507,100,-0.22284889
250,9.134615,4.4246893,12,0,1,0,0,9,11,12,0,3,1,0,1,0,0,1,10.113861,11.587584,2.212071,81,1.4737225
251,20.089285,-0.467596,15,0,1,0,0,11,12,20,0,7,1,0,1,0,0,1,11.280367,11.280367,3.0001867,121,0.0
252,13.473054,3.510706,15,0,1,0,0,10,12,16,0,3,1,0,1,0,0,1,11.280367,11.280367,2.6006918,100,0.0
253,4.398827,0.9693246,12,0,1,0,0,12,12,15,0,2,1,0,1,0,0,1,8.334936,7.8230557,1.4813379,144,-0.5118804
254,9.134615,1.577513,12,0,1,0,0,8,12,12,0,1,1,0,1,0,0,1,5.708711,5.9561014,2.212071,64,0.24739027
255,30.092592,1.2564154,12,0,1,0,0,15,12,11,0,2,1,0,1,0,0,1,8.334936,8.334936,3.404279,225,0.0
256,18.219461,3.917685,15,0,1,0,0,5,10,12,0,2,1,0,1,0,0,1,5.708711,5.9561014,2.9024904,25,0.24739027
257,13.461538,1.121008,12,0,1,0,0,10,12,12,0,0,0,0,1,0,0,1,5.5041966,5.708711,2.5998366,100,0.2045145
258,6.1538463,-2.533699,12,0,1,0,0,10,8,8,0,3,0,0,1,0,0,1,5.5041966,5.708711,1.8170773,100,0.2045145
259,6.25,4.5515094,14,0,1,0,0,6,9,8,0,3,1,0,1,0,0,1,5.708711,5.9561014,1.8325815,36,0.24739027
260,15.40719,3.1712918,15,0,1,0,0,11,16,16,0,2,0,0,1,0,0,1,18.173916,18.173916,2.7348342,121,0.0
261,12.632643,-3.866938,8,0,1,0,0,13,12,16,1,6,1,0,1,0,0,1,7.4381037,6.7425737,2.5362842,169,-0.69552994
262,5.2884617,-2.1599023,12,0,1,0,0,8,12,9,0,2,1,0,1,0,0,1,6.7425737,7.1981316,1.6655275,64,0.45555782
263,12.87726,4.364584,16,0,1,0,0,7,8,12,0,2,1,0,1,0,0,1,9.400303,8.442143,2.555463,49,-0.95815945
264,28.742516,4.2956905,17,0,0,1,0,5,12,12,0,3,1,0,1,0,0,1,8.442143,7.4381037,3.3583775,25,-1.0040398
265,12.694512,2.846088,15,0,1,0,0,6,12,12,0,3,1,0,1,0,0,1,7.4381037,6.7425737,2.54117,36,-0.69552994
266,10.332104,3.6736846,16,0,1,0,0,9,12,16,1,1,1,0,1,0,0,1,9.400303,9.400303,2.3352559,81,0.0
267,6.428571,0.6503411,12,0,1,0,0,13,10,14,0,6,0,0,1,0,0,1,9.400303,9.400303,1.8607523,169,0.0
268,18.26923,3.994273,12,0,1,0,0,14,12,12,1,3,1,0,1,0,0,1,9.400303,9.400303,2.9052181,196,0.0
269,13.942307,2.6872425,12,0,1,0,0,15,12,12,0,7,1,0,1,0,0,1,9.400303,9.400303,2.634928,225,0.0
270,11.547344,2.6858296,13,0,0,0,1,10,16,16,0,3,1,0,0,1,0,1,7.8793354,7.9339767,2.4464555,100,0.054641247
271,12.038835,2.3455746,12,0,0,0,1,12,8,12,0,1,1,0,0,1,0,0,8.355827,7.8793354,2.4881377,144,-0.47649193
272,9.134615,0.62485254,10,0,0,0,1,17,8,5,0,8,0,0,0,1,0,0,8.355827,8.355827,2.212071,289,0.0
273,12.200436,0.7989707,12,1,0,0,0,14,12,9,0,2,1,0,0,1,0,0,8.355827,8.355827,2.5014718,196,0.0
274,7.2874494,-2.1028852,11,0,0,0,1,16,12,7,0,1,0,0,0,1,0,0,8.355827,8.355827,1.9861536,256,0.0
275,8.053691,2.257082,14,0,0,0,1,13,16,16,0,4,1,0,0,1,0,1,8.355827,8.355827,2.0861304,169,0.0
276,8.236101,1.6464931,13,0,0,0,1,11,16,16,0,4,1,0,0,1,0,1,8.355827,8.355827,2.1085272,121,0.0
277,79.43263,2.0181415,15,0,0,0,1,12,14,16,0,1,1,0,0,1,0,1,8.355827,8.355827,4.3749094,144,0.0
278,15.625,1.2919234,12,0,0,0,1,16,12,16,0,0,0,0,0,1,0,1,8.355827,8.355827,2.7488723,256,0.0
279,8.653846,2.2787323,10,0,0,0,1,11,13,12,0,3,1,0,0,1,0,1,7.3554597,6.922371,2.1580038,121,-0.43308878
280,11.013216,-2.9602704,15,0,0,0,1,8,12,18,1,3,1,0,0,1,0,1,7.597932,7.3554597,2.399096,64,-0.24247217
281,30.30303,0.8603345,12,0,0,0,1,10,12,14,0,3,1,0,0,1,0,1,7.1289215,6.611647,3.4112477,100,-0.5172744
282,16.478342,4.4841437,15,0,0,0,1,10,14,11,0,2,1,0,0,1,0,1,7.5202446,7.5202446,2.802047,100,0.0
283,9.488449,1.7925602,15,0,0,0,1,5,12,18,0,2,1,0,0,1,0,1,6.4428997,6.6335707,2.250075,25,0.19067097
284,14.903846,-0.5578937,13,0,0,0,1,13,14,9,0,2,1,0,0,1,0,1,7.5202446,7.5202446,2.7016194,169,0.0
285,5.731754,4.2078004,15,0,0,0,1,7,12,12,0,2,1,0,0,1,0,1,7.1289215,6.611647,1.7460215,49,-0.5172744
286,4.326923,-3.9205363,8,0,0,0,1,14,10,12,1,5,1,0,0,1,0,1,6.611647,6.4428997,1.4648566,196,-0.16874743
287,19.23077,-1.1071416,12,0,0,1,0,11,12,13,0,4,1,0,0,0,1,1,7.597932,7.597932,2.9565115,121,0.0
288,8.264462,1.7695576,11,0,0,0,1,15,11,11,0,3,0,0,0,1,0,1,7.833584,7.833584,2.1119647,225,0.0
289,8.173077,-1.3453572,13,0,0,0,1,9,13,12,1,2,1,0,0,1,0,1,7.597932,7.3554597,2.1008453,81,-0.24247217
290,1.5923567,0.007569179,9,0,0,0,1,11,12,12,0,1,1,0,0,1,0,1,6.922371,7.141676,0.46521512,121,0.21930504
291,16.053513,-2.1411602,9,0,0,0,1,16,12,12,1,2,1,0,0,1,0,1,7.833584,7.833584,2.7759278,256,0.0
292,8.064516,0.36948055,12,0,0,0,1,12,12,12,0,5,1,0,0,1,0,1,7.833584,7.833584,2.0874736,144,0.0
293,9.153318,0.8715566,11,0,0,0,1,13,12,12,0,2,1,0,0,1,0,1,7.833584,7.833584,2.2141166,169,0.0
294,11.07011,1.612364,13,0,0,0,1,10,12,12,1,4,1,0,0,1,0,1,7.833584,7.597932,2.4042487,100,-0.23565197
295,12.536023,1.0036142,15,0,0,0,1,12,11,11,1,4,1,0,0,1,0,0,5.849079,5.849079,2.5286064,144,0.0
296,11.963023,2.4391682,15,0,0,0,1,5,14,17,0,1,1,0,0,1,0,1,5.618809,5.292743,2.4818206,25,-0.32606602
297,6.802721,-0.8088505,8,0,0,0,1,19,6,3,0,1,0,0,0,1,0,0,4.240583,4.240583,1.9173226,361,0.0
298,15.384615,3.693538,13,0,0,0,1,14,11,11,0,2,0,0,0,1,0,0,4.240583,4.240583,2.733368,196,0.0
299,9.057971,1.3060936,12,0,0,0,1,12,8,14,0,5,1,0,0,1,0,1,4.240583,4.240583,2.2036452,144,0.0
300,28.011204,3.3707802,15,0,0,1,0,11,12,8,0,3,1,0,0,1,0,0,4.240583,4.240583,3.3326046,121,0.0
301,3.586207,-4.9183803,12,0,0,0,1,13,8,0,0,0,0,0,0,1,0,1,4.240583,4.240583,1.2770951,169,0.0
302,7.011866,-3.0210135,8,0,0,0,1,19,6,9,1,2,0,0,1,0,0,1,4.240583,4.240583,1.9476038,361,0.0
303,1.8248175,-0.9796699,11,0,0,0,1,16,11,4,0,2,0,0,0,1,0,0,4.240583,4.240583,0.60148,256,0.0
304,5.769231,-3.2354603,9,0,0,0,1,16,9,3,0,4,0,0,0,1,0,1,4.240583,4.240583,1.7525388,256,0.0
305,14.382023,1.6278167,12,0,0,0,1,14,10,12,0,3,1,0,0,1,0,1,4.240583,4.240583,2.665979,196,0.0
306,11.009174,-1.1858083,12,0,0,0,1,10,11,12,0,3,1,0,0,1,0,1,5.628096,4.958737,2.3987288,100,-0.6693592
307,4.601933,-0.36994243,12,0,0,0,1,9,11,12,0,2,1,0,0,1,0,1,5.292743,6.1536136,1.5264764,81,0.86087036
308,8.990385,1.433774,12,0,0,0,1,9,12,12,0,1,0,0,0,1,0,1,4.958737,5.618809,2.1961558,81,0.6600723
309,10.576923,-2.6055584,12,0,0,0,1,16,12,12,0,3,1,0,0,1,0,1,4.240583,4.240583,2.3586745,256,0.0
310,16.826923,1.5470248,13,0,0,0,1,11,12,12,0,3,1,0,0,1,0,1,4.240583,4.240583,2.8229802,121,0.0
311,23.109243,2.6081448,14,0,1,0,0,12,12,12,0,1,1,0,0,1,0,1,4.240583,4.240583,3.1402328,144,0.0
312,17.307692,2.9838607,15,0,0,0,1,6,14,20,1,8,1,0,0,1,0,1,4.958737,5.618809,2.851151,36,0.6600723
313,7.4453235,2.9398165,15,1,0,0,0,9,12,16,0,7,1,1,0,0,0,0,4.240583,4.240583,2.007586,81,0.0
314,13.397642,3.4302742,15,0,0,0,1,8,12,16,0,7,0,0,0,1,0,1,4.240583,5.628096,2.5950787,64,1.3875132
315,5.6650248,2.0018494,12,0,0,0,1,12,11,11,0,3,1,0,0,1,0,1,4.240583,5.628096,1.7343112,144,1.3875132
316,11.235955,3.164538,12,0,0,0,1,14,12,16,0,3,0,0,0,1,0,0,4.240583,4.240583,2.419119,196,0.0
317,10.981308,0.7490018,12,0,0,0,1,9,12,10,0,1,1,0,0,1,0,1,5.618809,5.292743,2.3961945,81,-0.32606602
318,12.5,-0.669571,12,0,0,0,1,15,8,8,0,7,1,0,0,1,0,1,4.240583,4.240583,2.5257287,225,0.0
319,4.2788463,-0.7940337,9,0,0,0,1,11,9,12,0,4,1,0,0,1,0,1,3.895709,7.720351,1.4536834,121,3.8246422
320,5.3875723,3.3449233,12,0,0,0,1,10,12,14,0,2,0,0,0,1,0,1,4.1322803,3.895709,1.6840949,100,-0.23657131
321,16.168148,0.7711733,15,0,0,0,1,12,10,20,0,3,1,0,0,1,0,1,2.0889568,2.0889568,2.7830431,144,0.0
322,17.342342,1.1869795,15,0,0,0,1,9,10,20,0,3,1,0,0,1,0,1,2.0889568,2.0889568,2.853151,81,0.0
323,1.0235294,-4.1183457,10,0,0,0,1,13,6,4,1,5,1,0,0,1,0,1,2.0889568,2.251239,0.02325686,169,0.16228223
324,8.371616,0.61332715,10,0,0,0,1,17,10,10,0,1,1,0,1,0,0,0,2.0889568,2.0889568,2.124847,289,0.0
325,8.333333,0.42429224,12,0,0,0,1,15,12,7,0,3,1,0,0,1,0,1,2.0889568,2.0889568,2.1202636,225,0.0
326,9.257951,4.200429,17,0,0,0,1,6,13,17,0,2,1,0,0,1,0,1,2.0889568,2.251239,2.2254827,36,0.16228223
327,20.0,2.1456335,13,0,0,0,1,15,12,10,0,1,1,0,0,1,0,0,5.556623,5.556623,2.9957323,225,0.0
328,14.859438,4.155759,15,0,0,0,1,9,12,12,1,1,1,0,0,1,0,0,5.556623,5.556623,2.698635,81,0.0
329,32.142857,-0.5995222,12,0,0,0,1,13,6,9,0,1,0,0,0,1,0,1,5.556623,5.556623,3.4701903,169,0.0
330,17.688679,4.8854823,16,0,0,0,1,6,16,16,0,3,1,0,0,1,0,1,6.8595867,7.41683,2.8729248,36,0.55724335
331,4.6747966,3.822263,12,0,0,0,1,13,12,19,0,3,1,0,0,1,0,1,5.556623,5.556623,1.5421857,169,0.0
332,17.788462,4.353277,13,0,0,0,1,7,14,16,0,3,0,0,0,1,0,1,7.41683,6.9864235,2.87855,49,-0.43040657
333,6.936416,3.2954607,17,0,0,0,1,9,13,12,0,1,1,0,0,1,0,1,5.556623,5.556623,1.9367852,81,0.0
334,11.214953,1.5606189,11,0,0,0,1,11,12,11,0,2,0,0,0,1,0,1,5.703138,6.8595867,2.417248,121,1.1564488
335,6.555944,3.8633263,13,0,1,0,0,14,12,16,1,9,1,0,0,1,0,1,5.556623,5.556623,1.8803722,196,0.0
336,5.8359623,1.1412377,11,0,0,1,0,14,12,13,1,5,1,0,0,0,1,1,7.5202446,7.5202446,1.7640392,196,0.0
337,13.877551,2.0507562,12,0,0,0,1,13,12,14,0,4,1,0,0,0,1,1,6.057975,6.057975,2.6302724,169,0.0
338,8.75,3.9211745,14,0,1,0,0,10,12,14,0,4,1,0,0,0,1,1,7.5202446,7.297766,2.1690538,100,-0.22247839
339,12.768367,3.5191927,12,0,0,1,0,10,12,14,0,4,0,0,0,0,1,1,9.372014,9.454586,2.5469708,100,0.08257198
340,5.219207,-0.32806858,12,0,0,1,0,10,12,14,0,3,1,0,0,0,1,1,7.297766,9.372014,1.6523454,100,2.0742478
341,17.431192,4.616819,18,0,0,1,0,7,15,8,0,6,1,0,0,0,1,0,6.8935547,6.8935547,2.8582613,49,0.0
342,9.519231,4.2476754,17,0,0,1,0,4,13,14,0,2,1,0,0,0,1,1,9.372014,9.454586,2.253314,16,0.08257198
343,13.782051,4.0102286,15,0,0,1,0,8,12,15,0,3,1,0,0,0,1,1,7.297766,9.372014,2.623367,64,2.0742478
344,16.346153,-0.52714306,10,0,0,1,0,12,12,12,0,3,1,0,0,0,1,1,9.372014,9.454586,2.7939925,144,0.08257198
345,13.0,-0.015341374,12,0,0,1,0,11,11,11,0,3,1,0,0,0,1,1,5.9535255,5.8344617,2.5649493,121,-0.119063854
346,10.714286,0.7574296,12,0,0,1,0,9,11,11,0,3,1,0,0,0,1,1,5.140558,5.513926,2.371578,81,0.37336826
347,27.913467,1.1655914,12,0,0,1,0,15,12,10,1,7,1,0,0,0,1,1,5.9535255,5.9535255,3.3291092,225,0.0
348,21.95122,1.6055931,12,0,0,1,0,8,12,12,0,2,1,0,0,0,1,1,5.513926,5.1233764,3.0888226,64,-0.39054966
349,5.8139534,2.8662343,12,0,1,0,0,11,12,12,0,3,0,0,0,0,1,1,5.9535255,5.8344617,1.7602608,121,-0.119063854
350,5.882353,1.6099969,13,0,0,1,0,7,12,12,0,3,1,0,0,0,1,1,5.513926,5.1233764,1.7719568,49,-0.39054966
351,9.011495,2.1338532,12,0,0,1,0,11,12,12,0,5,1,0,0,0,1,1,5.8344617,5.0579104,2.1985009,121,-0.77655125
352,61.957455,2.775396,16,0,0,1,0,8,12,8,0,4,1,0,0,0,1,1,5.9535255,5.8344617,4.126448,64,-0.119063854
353,54.609936,3.446674,15,0,0,1,0,12,12,12,0,4,1,0,0,0,1,1,5.9535255,5.9535255,4.000216,144,0.0
354,19.23077,2.159045,16,0,0,1,0,10,14,18,0,2,1,0,0,0,1,1,6.3922024,6.3922024,2.9565115,100,0.0
355,15.384615,5.4618363,15,0,0,1,0,6,16,14,0,3,1,0,0,0,1,1,5.140558,5.513926,2.733368,36,0.37336826
356,7.450331,1.3547324,9,0,0,1,0,11,16,14,0,3,1,0,0,0,1,1,5.513926,5.1233764,2.0082586,121,-0.39054966
357,8.679245,3.805242,14,0,0,1,0,7,12,12,0,3,1,0,0,0,1,1,5.513926,5.1233764,2.1609344,49,-0.39054966
358,18.045774,5.689522,16,0,0,1,0,5,12,16,0,3,1,0,0,0,1,1,5.140558,5.513926,2.8929117,25,0.37336826
359,8.605769,1.7518915,12,0,0,1,0,10,12,12,0,6,1,0,0,0,1,1,5.140558,5.513926,2.152433,100,0.37336826
360,12.007504,0.956888,12,0,0,1,0,10,12,12,0,6,1,0,0,0,1,1,5.140558,5.513926,2.4855318,100,0.37336826
361,11.570248,0.75183105,12,0,0,1,0,10,16,16,0,1,1,0,0,0,1,1,5.8344617,5.140558,2.448437,100,-0.6939039
362,33.333332,2.8328156,15,0,0,1,0,12,12,14,0,3,1,0,0,0,1,1,0.0,0.0,3.506558,144,0.0
363,14.423077,2.5612624,10,0,0,1,0,10,12,12,1,3,1,0,0,0,1,1,0.41024065,0.41024065,2.6688294,100,0.0
364,19.407064,5.545694,16,0,0,1,0,5,18,18,0,1,1,0,0,0,1,1,0.41024065,0.41024065,2.9656372,25,0.0
365,9.712838,1.859971,12,0,0,1,0,10,12,8,0,3,1,0,0,0,1,1,0.0,0.41024065,2.2734485,100,0.41024065
366,15.865385,2.6381793,11,0,0,1,0,11,13,13,0,5,1,0,0,0,1,1,0.0,0.41024065,2.7641397,121,0.41024065
367,15.532544,0.44703168,15,0,0,1,0,7,18,14,1,2,1,0,0,0,1,1,0.0,0.41024065,2.7429373,49,0.41024065
368,13.029316,0.57545674,13,0,0,1,0,10,12,12,0,1,1,0,0,0,1,1,0.0,0.0,2.5672019,100,0.0
369,10.096154,0.68076175,12,0,0,1,0,12,12,12,0,1,0,0,0,0,1,1,0.0,0.0,2.3121545,144,0.0
370,12.671595,3.0548332,15,0,0,1,0,11,17,20,0,3,1,0,0,0,1,1,0.0,0.0,2.539363,121,0.0
371,8.888889,0.8592457,15,1,0,0,0,11,16,16,1,3,1,0,0,0,1,1,0.0,0.0,2.184802,121,0.0
372,11.111111,2.6055014,12,0,0,1,0,9,12,12,0,4,1,0,0,0,1,1,0.0,0.41024065,2.4079456,81,0.41024065
373,4.237288,-0.8543364,10,0,0,1,0,13,12,12,0,3,1,0,0,0,1,1,0.0,0.0,1.4439235,169,0.0
374,20.494274,1.887446,13,0,0,1,0,11,14,12,0,3,1,0,0,0,1,1,0.0,0.0,3.0201457,121,0.0
375,15.384615,4.310818,18,0,0,1,0,9,15,16,0,5,1,1,0,0,0,1,0.0,0.0,2.733368,81,0.0
376,11.678832,1.7749268,12,0,0,1,0,9,13,20,0,2,1,0,0,0,1,1,0.0,0.41024065,2.457778,81,0.41024065
377,4.3949394,0.29071948,8,0,0,1,0,12,12,12,0,2,1,0,0,0,1,1,8.62873,8.62873,1.4804537,144,0.0
378,2.0304568,-1.2718985,10,0,0,0,1,11,12,10,1,2,1,0,0,0,1,1,7.297766,7.297766,0.7082608,121,0.0
379,6.722689,3.6661866,12,0,0,1,0,10,14,20,0,3,1,0,0,0,1,1,0.0,0.0,1.9054883,100,0.0
380,28.846153,1.4334284,14,0,0,1,0,12,11,11,0,0,1,0,0,0,1,1,0.0,0.0,3.3619766,144,0.0
381,1.6441442,-2.790129,12,0,0,1,0,13,12,14,1,5,1,0,0,0,1,1,0.0,0.0,0.49721998,169,0.0
382,11.954023,3.1232085,12,0,0,1,0,8,12,12,0,2,1,0,0,0,1,1,0.41024065,0.41024065,2.481068,64,0.0
383,4.897959,3.2796366,12,0,0,0,1,11,13,15,0,1,0,0,0,0,1,1,0.0,0.0,1.5888187,121,0.0
384,15.976332,3.0997882,12,0,0,1,0,11,12,12,0,1,1,0,0,0,1,1,0.0,0.0,2.7711084,121,0.0
385,4.3103447,-0.18144988,12,0,0,1,0,11,12,14,1,3,1,0,0,0,1,1,0.0,7.720351,1.4610178,121,7.720351
386,4.7788463,4.23855,12,0,0,1,0,9,12,16,0,5,1,0,0,0,1,1,0.41024065,0.41024065,1.5641992,81,0.0
387,9.252669,1.8027813,12,0,0,1,0,12,12,12,0,2,1,0,0,0,1,1,0.0,0.0,2.2249122,144,0.0
388,22.002611,4.0801973,16,0,0,1,0,11,14,16,0,1,1,0,0,0,1,1,0.0,0.0,3.0911613,121,0.0
389,56.0,3.105009,18,0,0,1,0,9,16,16,0,3,1,0,0,0,1,1,10.06877,10.06877,4.0253515,81,0.0
390,9.0,3.5519366,16,0,0,1,0,5,12,13,1,2,1,0,0,0,1,1,0.41024065,0.41024065,2.1972246,25,0.0
391,8.653846,2.1956122,12,0,0,1,0,15,18,20,0,5,1,0,0,0,1,1,0.0,0.0,2.1580038,225,0.0
392,11.735122,0.28751636,12,1,0,0,0,14,12,12,0,5,0,1,0,0,0,1,12.387511,12.387511,2.4625862,196,0.0
393,9.134233,4.371116,12,1,0,0,0,10,10,12,0,1,0,1,0,0,0,1,12.363052,11.967087,2.2120292,100,-0.39596558
394,5.769231,-1.130523,12,1,0,0,0,9,8,8,0,3,0,1,0,0,0,1,11.967087,12.391353,1.7525388,81,0.42426586
395,11.657912,1.5320088,12,1,0,0,0,11,12,12,0,2,0,1,0,0,0,1,12.387511,12.363052,2.455985,121,-0.024458885
396,3.5568528,-3.2927675,12,1,0,0,0,12,8,9,1,3,0,1,0,0,0,1,12.387511,12.387511,1.2688761,144,0.0
397,5.2884617,1.0427253,12,1,0,0,0,10,8,9,1,3,0,1,0,0,0,1,12.363052,11.967087,1.6655275,100,-0.39596558
398,5.836576,-1.5920346,12,1,0,0,0,9,8,9,1,3,0,1,0,0,0,1,11.967087,12.391353,1.7641443,81,0.42426586
399,7.0,1.2547462,12,1,0,0,0,12,12,12,1,2,0,1,0,0,0,1,12.387511,12.387511,1.9459101,144,0.0
400,9.574468,1.5068817,13,1,0,0,0,9,12,14,0,3,0,1,0,0,0,1,12.363052,11.967087,2.2591,81,-0.39596558
401,17.094017,3.658343,13,1,0,0,0,12,12,12,0,1,0,1,0,0,0,1,12.387511,12.387511,2.8387284,144,0.0
402,7.6923075,-1.2768868,12,1,0,0,0,14,10,9,0,3,0,1,0,0,0,1,12.387511,12.387511,2.0402207,196,0.0
403,13.461538,0.15004148,12,1,0,0,0,14,11,11,0,2,0,1,0,0,0,0,12.387511,12.387511,2.5998366,196,0.0
404,18.421053,2.2811809,12,1,0,0,0,14,12,12,1,2,0,1,0,0,0,0,11.155029,11.155029,2.913494,196,0.0
