,inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,lwage,expersq
197,1,1500,0,0,51,12,2.6,2.0,3000,51,12,6.0,24580.0,0.6615,7,7,9.5,1,14,20.68,0.9555114,196
198,1,2261,0,1,44,13,4.8651,5.5,2400,43,12,6.6667,29000.0,0.6215,12,7,9.5,1,14,18.00001,1.5820873,196
199,1,1728,0,3,42,16,5.787,6.25,2450,48,14,13.061,42430.0,0.5215,12,14,9.5,1,3,32.430065,1.755614,9
200,1,1960,0,1,40,12,4.5408,5.0,2423,40,8,12.794,41800.0,0.5215,12,12,7.5,1,9,32.900032,1.5131032,81
201,1,1578,1,1,34,16,9.5057,7.72,2000,33,16,12.0,39100.0,0.58,12,17,9.5,1,7,24.100006,2.2518916,49
202,1,1316,0,0,30,17,10.638,7.0,2526,41,16,6.73,31800.0,0.5815,16,17,11.0,1,7,17.800392,2.3644323,49
203,1,1530,0,0,54,12,1.1111,1.13,2695,53,12,6.679,22200.0,0.6915,7,7,14.0,0,14,20.500017,0.10535048,196
204,1,2220,0,0,51,12,4.0541,4.37,2048,54,12,4.3945,19500.0,0.6915,16,7,3.0,0,29,10.499898,1.3997288,841
205,1,1336,0,2,44,9,2.6871,2.64,1920,46,11,4.6875,14027.0,0.7515,7,10,11.0,0,19,10.437035,0.9884625,361
206,1,1008,0,1,43,12,2.9762,2.5,2338,42,9,7.6989,21195.0,0.6615,7,7,11.0,1,14,18.19499,1.0906473,196
207,1,1944,0,1,34,12,3.1728,3.23,2945,37,8,4.3287,19013.0,0.6915,10,7,7.5,0,16,12.845077,1.1546144,256
208,1,2000,0,0,45,13,3.55,3.45,2047,52,12,6.7416,20900.0,0.6615,12,7,11.0,1,10,13.8,1.2669476,100
209,1,258,0,0,39,12,17.907,0.0,1668,47,7,9.3525,26820.0,0.6215,10,3,11.0,0,12,22.199995,2.8851917,144
210,1,1785,0,0,50,12,3.4174,5.75,175,48,10,9.1429,12800.0,0.7515,0,0,14.0,1,24,6.699941,1.22888,576
211,1,480,0,0,52,12,3.3333,0.0,1798,53,12,2.6418,7850.0,0.7515,7,7,14.0,0,6,6.2500157,1.2039628,36
212,1,772,0,2,41,12,3.886,7.5,1222,45,12,7.365,18600.0,0.7215,12,12,7.5,1,9,15.600008,1.3573803,81
213,1,900,0,0,59,10,2.3111,2.22,1820,59,7,1.4066,5380.0,0.7715,12,7,5.0,0,14,3.30001,0.8377236,196
214,1,1428,0,0,52,12,1.7108,2.5,1560,60,8,1.5192,6114.0,0.7715,10,7,14.0,0,26,3.6709776,0.53696114,676
215,1,210,0,0,46,16,2.1143,4.0,2210,49,12,3.3439,8234.0,0.7515,12,12,14.0,0,7,7.789997,0.7487238,49
216,1,239,1,5,41,12,9.9331,4.5,2874,48,16,2.9106,20646.0,0.7215,3,7,11.0,1,4,18.27199,2.2958727,16
217,1,1878,0,2,33,11,3.0277,3.5,2499,35,8,4.3834,16640.0,0.7215,7,7,9.5,0,15,10.9539795,1.1078032,225
218,1,215,0,0,45,12,1.8605,2.3,3088,38,12,4.2098,13900.0,0.7215,12,12,5.0,1,23,13.499992,0.62084526,529
219,1,2340,1,2,36,10,0.1282,0.0,2020,37,8,3.7129,11500.0,0.7815,10,7,7.5,0,1,11.200012,-2.0541637,1
220,1,1960,0,1,48,12,6.6327,6.3,1980,56,10,10.606,34000.0,0.5515,7,7,14.0,1,29,20.999908,1.892012,841
221,1,532,0,1,47,12,5.6391,3.6,1968,47,11,8.6382,28700.0,0.6615,7,3,11.0,1,9,25.699999,1.7297245,81
222,1,394,0,0,45,12,1.599,2.5,2100,45,12,3.8367,9563.0,0.7515,7,7,7.5,0,6,8.932994,0.4693784,36
223,1,675,0,2,37,12,2.6667,3.0,2651,48,17,7.1671,20960.0,0.6915,7,7,7.5,0,11,19.159977,0.9808417,121
224,1,1515,0,4,46,16,7.9208,6.8,1918,49,14,8.8634,38590.0,0.6215,12,10,14.0,1,17,26.589987,2.0694923,289
225,1,1030,0,3,43,17,5.3398,5.8,2585,46,16,7.7369,27900.0,0.6615,12,12,5.0,1,6,22.400005,1.6751882,36
226,1,1250,0,2,42,12,4.0,4.0,2250,46,17,9.1702,25633.0,0.6215,7,7,7.5,1,7,20.633,1.3862944,49
227,1,1158,1,2,34,17,6.0449,5.1,2480,39,17,11.29,35200.0,0.5515,12,12,7.5,1,2,28.200006,1.799215,4
228,1,112,0,0,52,12,6.25,0.0,2924,53,12,6.3269,29500.0,0.5815,7,7,7.5,1,24,28.8,1.8325815,576
229,1,336,0,3,37,12,2.9762,2.2,1896,52,9,4.7468,10000.0,0.7515,10,7,7.5,0,4,8.999997,1.0906473,16
230,1,1984,0,1,37,12,4.2339,4.78,2332,40,12,4.8885,19800.0,0.6915,10,7,5.0,0,11,11.399942,1.4431236,121
231,1,716,0,0,52,8,3.4916,2.2,3482,59,7,2.4842,12900.0,0.7215,7,7,5.0,0,25,10.400014,1.2503601,625
232,1,1410,1,0,30,12,4.9645,1.28,2106,30,14,8.547,26080.0,0.6215,12,12,7.5,0,11,19.080055,1.6023126,121
233,1,1300,0,1,31,13,2.7692,0.0,1160,32,12,6.6379,13066.0,0.7515,17,7,11.0,1,2,9.46604,1.0185585,4
234,1,1640,0,1,38,12,3.6585,3.25,2040,46,12,3.1863,12500.0,0.7215,7,7,7.5,0,19,6.50006,1.2970532,361
235,1,1202,0,3,43,12,5.3935,0.0,2856,48,16,4.5466,35600.0,0.5815,7,7,9.0,1,7,29.117014,1.6851945,49
236,1,489,0,1,49,8,0.6564,2.29,950,51,8,12.789,19424.0,0.7515,7,7,5.0,1,2,19.10302,-0.4209849,4
237,1,2076,0,0,55,12,4.7688,4.68,2068,58,10,6.528,26250.0,0.6615,7,7,5.0,1,20,16.349972,1.5620947,400
238,1,526,0,2,38,17,8.5551,4.2,1896,42,17,16.403,36525.0,0.5515,12,14,9.5,1,10,32.025017,2.1465275,100
239,1,1721,0,0,52,17,10.459,9.5,2000,56,16,7.0,34700.0,0.61,14,17,14.0,1,19,16.700062,2.347463,361
240,1,1327,0,0,48,12,2.6375,2.57,288,51,11,13.542,8311.0,0.7515,7,7,11.0,1,17,4.8110375,0.9698315,289
241,1,584,0,2,32,13,6.8493,4.32,2160,33,12,6.713,28626.0,0.6915,12,10,11.0,1,12,24.626009,1.9241464,144
242,1,1376,0,1,32,12,5.0872,5.0,3120,33,17,5.4487,24400.0,0.6615,7,7,5.0,1,11,17.400013,1.6267276,121
243,1,1040,0,2,38,12,0.9615,0.0,1944,41,17,6.6872,14025.0,0.7215,7,7,7.5,1,6,13.02504,-0.039260726,36
244,1,548,0,3,46,12,4.3066,3.69,2046,47,12,9.0943,21367.0,0.6915,16,12,14.0,1,10,19.006983,1.4601487,100
245,1,15,0,3,40,12,7.0667,0.0,2005,42,9,6.5337,14136.0,0.7515,7,7,7.5,0,4,14.03,1.9553936,16
246,1,1980,0,4,31,9,2.5253,2.56,2070,36,10,4.686,19900.0,0.7515,10,7,5.0,1,2,14.899906,0.9263599,4
247,1,1520,0,1,43,10,7.8947,5.0,3000,50,12,8.0,37000.0,0.5215,12,9,9.5,1,13,25.000055,2.0661917,169
248,1,1880,0,0,51,12,4.1489,3.9,2640,51,12,4.053,18500.0,0.6915,7,7,7.5,0,21,10.7000675,1.4228432,441
249,1,1260,1,0,30,16,8.1746,8.17,2450,34,17,8.1633,34550.0,0.5515,16,14,5.0,1,9,24.250004,2.1010318,81
250,1,1092,0,0,52,13,9.5971,0.0,1000,53,15,16.5,49620.0,0.4615,10,7,11.0,1,4,39.139965,2.261461,16
251,1,1587,1,5,30,8,2.0164,2.3,2080,33,8,3.4615,10400.0,0.7815,3,3,7.5,0,2,7.199973,0.7013138,4
252,1,156,0,0,51,16,7.6218,0.0,2413,51,16,11.361,33000.0,0.5515,16,16,11.0,1,19,31.810999,2.0310125,361
253,1,1939,0,2,31,13,3.1975,3.43,2570,31,12,3.8911,16200.0,0.7215,7,3,7.5,1,4,10.000048,1.1623693,16
254,1,1250,0,4,34,12,1.6,1.36,2030,52,12,9.6059,22660.0,0.6915,12,16,7.5,1,9,20.66,0.47000363,81
255,1,610,0,0,49,11,4.0984,4.0,4684,59,17,2.6687,16000.0,0.7215,7,7,7.5,1,14,13.499976,1.4105967,196
256,1,270,1,3,35,13,1.4815,5.0,2802,41,17,8.8865,25780.0,0.6615,7,16,9.5,1,6,25.379995,0.3930551,36
257,1,660,1,0,53,12,3.6364,3.15,2090,59,12,6.3636,20675.0,0.7215,7,12,7.5,1,24,18.274977,1.2909942,576
258,1,1000,0,3,32,12,1.0,0.0,2053,46,16,17.728,40213.0,0.5515,12,7,11.0,0,1,39.213,0.0,1
259,1,1920,0,3,38,10,2.6042,2.93,1984,42,10,5.2923,15500.0,0.7215,12,7,7.5,1,13,10.499936,0.9571255,169
260,1,200,0,0,54,12,1.75,0.0,2040,54,16,15.686,35207.0,0.5815,7,12,9.5,1,3,34.857,0.5596158,9
261,1,1500,0,1,47,17,4.8,3.6,2794,58,8,5.2423,35702.0,0.5515,10,12,11.0,1,10,28.501999,1.5686159,100
262,1,868,0,1,45,15,5.53,6.0,3290,47,14,3.0395,17800.0,0.7215,14,12,9.5,1,16,12.99996,1.7101879,256
263,1,2318,0,1,47,16,4.0984,4.2,1911,46,16,16.745,50900.0,0.4915,16,16,5.0,1,9,41.39991,1.4105967,81
264,1,2000,0,0,59,10,1.25,0.0,2000,60,12,3.75,17280.0,0.6915,7,7,5.0,0,19,14.78,0.22314355,361
265,1,60,0,1,32,11,1.6667,0.0,2580,31,12,5.814,15150.0,0.7215,10,9,5.0,1,4,15.049998,0.5108456,16
266,1,1715,0,1,45,12,3.7901,3.38,2400,49,17,10.833,36200.0,0.5815,7,7,7.5,1,10,29.699978,1.3323925,100
267,1,550,0,4,40,12,2.3636,2.26,1740,47,12,9.0029,17465.0,0.7215,14,12,5.0,1,5,16.16502,0.86018586,25
268,1,1960,0,2,47,14,10.204,0.0,2500,50,12,6.54,45205.0,0.61,14,12,3.0,1,7,25.205158,2.32278,49
269,1,44,1,2,36,16,6.8182,1.36,1840,37,17,5.9783,14500.0,0.7515,12,10,5.0,0,3,14.199999,1.9195955,9
270,1,1920,0,0,56,14,7.2146,6.92,2036,56,14,8.6248,32011.0,0.5815,7,7,7.5,0,38,18.158968,1.9761068,1444
271,1,2540,0,1,41,8,2.4484,0.0,3536,43,11,4.8329,35200.0,0.6215,7,12,9.5,0,16,28.981064,0.89543474,256
272,1,156,0,3,48,7,1.1987,0.0,880,51,11,10.909,13579.0,0.7515,3,7,11.0,0,13,13.392003,0.1812376,169
273,1,780,1,2,36,12,1.641,0.0,2007,38,12,3.8864,10455.0,0.7515,7,7,11.0,0,1,9.17502,0.49530584,1
274,1,3120,0,0,41,12,1.7821,0.0,2632,44,13,8.4574,32600.0,0.5515,7,3,5.0,0,7,27.039848,0.5777924,49
275,1,2040,0,0,41,14,2.9412,2.8,2600,43,12,5.0,19150.0,0.6915,7,10,11.0,1,15,13.149952,1.0788177,225
276,1,1610,0,3,36,12,4.9689,4.25,2156,36,13,7.4212,24400.0,0.6615,12,17,9.5,1,10,16.40007,1.6031985,100
277,1,215,0,3,37,12,1.8605,0.0,3625,41,12,4.4938,21700.0,0.6915,10,7,3.0,0,2,21.299992,0.62084526,4
278,1,1120,0,0,38,12,8.0357,0.0,2420,42,12,7.0252,26201.0,0.6215,7,3,9.5,1,19,17.201015,2.083894,361
279,1,846,0,2,43,14,3.9716,4.2,2080,43,9,3.2788,11920.0,0.7515,3,3,7.5,1,25,8.560026,1.3791691,625
280,1,3225,0,0,54,16,3.0416,0.0,3443,59,17,1.2861,16300.0,0.7215,12,12,9.5,1,25,6.49084,1.1123837,625
281,1,1376,0,1,38,12,2.907,3.75,2250,41,12,5.5556,16500.0,0.7215,7,7,5.0,1,7,12.499968,1.0671216,49
282,1,980,1,0,30,12,3.0612,3.6,2535,34,16,7.4951,30000.0,0.5815,12,7,11.0,1,15,27.000025,1.118807,225
283,1,1838,0,0,49,12,4.8966,5.0,2352,48,15,22.109,62500.0,0.4415,7,7,9.5,1,11,53.50005,1.588541,121
284,1,1494,0,1,45,13,4.0161,2.5,3036,49,6,9.058,58500.0,0.4415,10,10,9.5,1,25,52.499947,1.3903112,625
285,1,450,0,0,51,13,5.5556,3.5,2600,57,14,11.538,40900.0,0.5215,7,7,9.5,1,19,38.39998,1.7148064,361
286,1,1976,0,0,34,10,1.2227,2.45,2223,39,7,6.0468,16308.0,0.6915,0,10,7.5,1,4,13.891945,0.20106153,16
287,1,2012,0,2,34,12,2.6839,3.61,2666,34,10,1.3653,9300.0,0.7515,7,7,7.5,1,14,3.899993,0.987271,196
288,1,561,0,1,41,12,2.6738,3.25,2006,41,17,16.55,35700.0,0.5515,10,9,7.5,1,19,34.199997,0.98350066,361
289,1,1715,0,1,49,12,9.3294,7.05,1710,49,17,8.7719,35700.0,0.64,9,9,11.0,1,18,19.700079,2.2331707,324
290,1,1912,0,0,32,12,3.1381,3.6,1920,46,14,9.6354,24500.0,0.6615,12,12,5.0,1,14,18.499952,1.1436175,196
291,1,3686,0,0,32,14,0.5426,0.0,1647,39,14,6.6788,13000.0,0.7215,12,12,7.5,1,11,10.999976,-0.6113829,121
292,1,1080,0,2,32,17,8.6111,4.65,3080,35,15,7.5727,52600.0,0.4415,12,12,5.0,0,4,43.30001,2.153052,16
293,1,1799,0,0,47,10,3.6687,3.25,1920,48,10,7.8125,25360.0,0.6615,3,7,7.5,1,29,18.760008,1.2998374,841
294,1,1984,0,1,39,9,2.3185,2.3,2420,47,4,1.9835,9400.0,0.7515,9,9,7.5,0,21,4.800096,0.84092045,441
295,1,1839,0,0,49,12,2.882,3.27,2205,53,15,9.5238,26800.0,0.6215,12,12,11.0,1,24,21.500002,1.0584844,576
296,1,1579,0,3,37,12,3.1666,0.0,3035,39,14,6.425,33040.0,0.6615,12,7,7.5,1,19,28.039938,1.1526585,361
297,1,96,0,0,59,16,3.6458,0.0,2185,60,15,10.984,26350.0,0.6215,14,12,7.5,1,31,26.000004,1.2935759,961
298,1,1920,0,0,50,12,6.25,5.47,1880,56,12,12.766,39000.0,0.5215,7,7,14.0,1,28,27.0,1.8325815,784
299,1,1688,0,1,32,17,10.249,9.8,1863,33,17,9.5545,35100.0,0.61,12,12,9.5,1,15,17.799688,2.3271801,225
300,1,1589,0,0,46,12,3.2096,5.54,2456,48,16,5.4967,22502.0,0.6615,12,12,11.0,0,27,17.401945,1.1661463,729
301,1,345,0,2,43,17,7.6522,5.0,1847,46,17,9.7618,21950.0,0.6915,12,14,14.0,0,13,19.309992,2.0349932,169
302,1,1521,0,3,37,11,1.9724,2.3,2000,42,6,5.0,13000.0,0.7515,7,7,7.5,0,4,9.99998,0.6792511,16
303,1,1490,0,2,32,16,4.698,3.9,1856,35,14,5.9995,18180.0,0.7215,12,14,9.0,1,10,11.17998,1.5471369,100
304,1,989,0,1,39,11,2.1234,2.76,1880,43,14,6.9149,20957.0,0.6915,10,10,9.0,1,8,18.856956,0.75301856,64
305,1,600,0,2,34,13,2.3333,2.9,3020,35,12,4.9669,13700.0,0.7215,12,12,7.5,0,4,12.30002,0.8472836,16
306,1,2646,0,1,39,11,2.3896,0.0,2646,41,8,2.3896,20000.0,0.6915,7,7,5.0,1,18,13.677118,0.871126,324
307,1,2149,0,3,45,8,1.2564,2.5,1640,48,9,4.5122,12260.0,0.7515,7,7,5.0,1,3,9.559997,0.22825047,9
308,1,320,0,0,50,11,1.0938,0.0,1950,54,11,9.2308,24850.0,0.6615,3,12,7.5,1,11,24.499985,0.08965783,121
309,1,1600,0,1,40,12,3.75,3.3,1920,39,12,11.458,29150.0,0.5815,12,7,7.5,1,8,23.15,1.3217559,64
310,1,2419,0,1,30,10,3.3072,3.9,2025,34,12,7.6993,23591.0,0.6615,7,7,11.0,1,10,15.590883,1.1961019,100
311,1,2005,0,0,57,17,5.1352,5.25,2470,56,17,4.183,24717.0,0.6615,16,12,11.0,1,33,14.420924,1.6361188,1089
312,1,1960,0,1,39,12,6.6327,3.6,1800,43,12,8.3333,30455.0,0.6215,12,12,9.0,1,19,17.454908,1.892012,361
313,1,2147,0,0,53,12,4.5645,4.9,1920,56,8,5.1042,19600.0,0.6915,12,12,7.5,1,35,9.800019,1.518309,1225
314,1,1207,0,1,48,17,11.848,7.15,2039,53,17,8.2271,31875.0,0.64,7,12,5.0,1,21,17.574465,2.4721591,441
315,1,2000,0,1,46,14,3.75,3.75,2570,48,16,5.6634,24055.0,0.6615,14,14,7.5,0,7,16.555,1.3217559,49
316,1,1260,0,0,47,12,4.3651,4.35,1914,54,12,5.222,18795.0,0.7215,7,10,7.5,0,18,13.294974,1.473641,324
317,1,90,0,1,43,12,3.9333,4.0,1516,47,10,7.19,12198.0,0.7515,7,7,7.5,0,4,11.844003,1.3694788,16
318,1,1800,0,0,47,12,3.3333,3.25,2520,47,16,13.907,52645.0,0.4915,12,7,7.5,1,12,46.64506,1.2039628,144
319,1,573,0,1,47,12,3.3159,2.2,2327,48,12,6.0163,16600.0,0.7215,10,7,14.0,0,16,14.699989,1.1987292,256
320,1,1825,0,0,47,12,3.5616,3.0,2188,50,12,7.6782,32590.0,0.6215,7,7,7.5,1,14,26.09008,1.2702099,196
321,1,75,0,0,46,12,1.6,0.0,1864,48,12,5.3112,10020.0,0.7515,3,7,7.5,1,3,9.9,0.47000363,9
322,1,1348,0,4,34,9,2.2255,2.3,2183,33,10,4.1228,12048.0,0.7515,7,7,11.0,0,1,9.048026,0.79998165,1
323,1,1880,0,0,48,10,4.7872,4.25,1920,55,12,7.8125,39750.0,0.6215,7,7,11.0,0,27,30.750065,1.5659456,729
324,1,1240,0,1,30,12,5.8065,6.9,1824,31,12,4.6053,15700.0,0.7215,10,7,7.5,1,12,8.49994,1.758978,144
325,1,848,0,1,51,12,2.3585,2.3,2878,54,12,3.9746,24250.0,0.6615,7,7,3.0,0,6,22.249992,0.85802585,36
326,1,150,0,5,52,12,2.0,0.0,2390,54,16,15.063,43210.0,0.5215,7,12,14.0,1,9,42.91,0.6931472,81
327,1,2000,0,2,37,12,1.9,1.85,3120,39,13,4.5064,37100.0,0.6215,12,12,5.0,0,2,33.3,0.64185387,4
328,1,1952,0,2,32,12,5.123,3.25,2040,33,12,5.8824,23820.0,0.6615,12,7,5.0,0,6,13.819903,1.6337402,36
329,1,1456,0,2,36,17,5.4945,6.04,2151,35,15,10.228,31600.0,0.5815,12,14,5.0,1,9,23.600008,1.7037476,81
330,1,1740,0,2,35,12,6.3218,5.5,1976,37,14,6.5789,24000.0,0.6615,10,10,7.5,1,16,13.000068,1.844004,256
331,1,1400,0,0,45,17,7.1429,7.14,2286,51,16,8.8145,30750.0,0.5815,14,12,5.0,0,22,20.74994,1.9661188,484
332,1,2000,0,0,56,12,2.375,2.7,2032,60,10,2.9528,11050.0,0.7515,7,7,14.0,0,26,6.3,0.86499745,676
333,1,1750,0,2,40,10,2.5429,2.74,1680,45,4,4.5173,12239.0,0.7515,7,7,14.0,0,11,7.7889247,0.9333052,121
334,1,1101,1,2,45,12,2.1798,2.3,1560,49,14,5.1282,12870.0,0.7515,14,12,7.5,1,11,10.47004,0.77923316,121
335,1,2000,0,2,32,12,2.6,2.5,2895,30,12,4.1451,17200.0,0.7215,10,7,7.5,0,15,12.0,0.9555114,225
336,1,1877,0,0,45,12,3.7294,3.6,1820,50,8,8.7912,23980.0,0.6615,10,10,7.5,0,13,16.979916,1.3162473,169
337,1,160,0,2,40,12,4.375,1.85,2450,44,12,7.3061,18600.0,0.6915,7,12,14.0,1,6,17.9,1.4759065,36
338,1,1886,0,1,38,12,4.4433,4.0,1748,42,8,6.0069,23920.0,0.6915,7,10,9.5,1,20,15.539937,1.4913973,400
339,1,1446,0,4,49,12,4.2877,4.4,1020,45,12,8.3333,16084.0,0.7515,7,7,14.0,1,17,9.8839855,1.4557505,289
340,1,1500,0,1,47,16,1.6667,1.5,2342,49,17,11.529,31100.0,0.5815,14,14,11.0,1,8,28.59995,0.5108456,64
341,1,860,0,0,52,13,3.2558,5.83,2250,53,12,6.6667,20460.0,0.6615,7,7,11.0,1,13,17.660011,1.180438,169
342,1,1848,0,1,34,13,5.4113,6.0,2880,40,16,8.6806,36000.0,0.5515,12,12,7.5,1,15,25.999918,1.6884894,225
343,1,1678,0,2,44,12,2.205,2.3,2032,46,12,3.468,17302.0,0.7215,14,12,3.0,0,14,13.60201,0.7907275,196
344,1,160,0,3,36,16,4.0625,0.0,3120,42,16,3.0321,16450.0,0.7215,14,7,3.0,0,14,15.8,1.4017986,196
345,1,108,0,0,50,17,0.6482,0.0,1760,57,16,13.807,41170.0,0.5815,14,16,9.5,1,6,41.099995,-0.43355602,36
346,1,1738,0,0,45,12,5.3826,6.18,1725,47,12,6.2174,20130.0,0.6615,0,0,7.5,1,24,10.775042,1.6831715,576
347,1,1170,0,2,44,14,0.1709,0.0,2080,46,13,4.2308,9200.0,0.7515,16,12,9.5,1,10,9.000047,-1.7666767,100
348,1,15,0,2,57,12,23.467,0.0,2040,57,10,11.47,24751.0,0.6615,7,7,11.0,1,2,24.398994,3.155595,4
349,1,2088,0,0,35,17,9.5785,9.98,2940,42,17,12.245,57300.0,0.5,12,17,9.5,1,9,37.30009,2.259521,81
350,1,2490,0,0,46,12,3.6948,3.77,2280,52,12,9.2105,37200.0,0.5815,7,7,7.5,1,23,27.999949,1.3069264,529
351,1,135,2,1,30,14,2.2222,0.0,2164,35,16,6.3309,14000.0,0.7215,10,12,14.0,1,12,13.700003,0.7984977,144
352,1,1944,0,3,42,12,1.749,2.3,1999,44,12,7.8039,20610.0,0.6915,7,3,14.0,0,8,17.209944,0.5590442,64
353,1,690,0,1,34,12,1.1594,2.25,1824,36,13,7.6754,14800.0,0.7215,10,7,7.5,1,16,14.000014,0.14790262,256
354,1,608,0,2,45,17,6.9901,3.0,2182,47,16,15.582,40005.0,0.5515,10,14,14.0,1,10,35.75502,1.9444948,100
355,1,63,1,2,35,16,3.9683,0.0,2385,37,16,9.6436,23750.0,0.6615,14,7,14.0,1,7,23.499996,1.3783379,49
356,1,154,0,0,40,16,21.429,8.13,2460,44,17,12.886,35300.0,0.5515,7,12,14.0,1,19,31.999933,3.0647452,361
357,1,420,0,1,32,12,0.4762,2.85,2595,35,16,6.5511,17350.0,0.6915,12,12,7.5,1,2,17.149996,-0.7419173,4
358,1,651,0,0,54,9,2.1505,1.44,2400,57,10,8.25,21650.0,0.6615,7,7,7.5,1,9,20.250025,0.7657004,81
359,1,675,0,3,38,12,1.8578,2.2,3120,42,8,1.3792,6740.0,0.7915,7,7,14.0,0,14,5.485985,0.619393,196
360,1,1663,0,3,43,12,4.3295,3.6,2850,42,12,5.2632,32275.0,0.6915,12,14,5.0,1,9,25.07504,1.4654521,81
361,1,1680,0,0,54,16,8.9286,7.0,760,60,12,10.526,33220.0,0.72,14,7,9.5,1,16,18.219952,2.1892595,256
362,1,180,0,3,39,14,2.7778,4.0,2500,37,17,10.0,26500.0,0.6215,12,12,7.5,1,7,25.999996,1.0216593,49
363,1,1581,0,1,37,12,2.6565,3.25,2630,39,14,12.548,38700.0,0.5215,7,12,5.0,1,6,34.500072,0.9770095,36
364,1,1200,0,2,46,12,2.5,3.08,2597,48,8,4.6207,15400.0,0.7215,7,7,5.0,1,22,12.4,0.91629076,484
365,1,450,0,0,56,11,18.267,0.0,2760,60,11,1.854,19007.0,0.6915,7,7,3.0,0,9,10.78685,2.905096,81
366,1,547,0,3,41,12,0.819,2.0,2070,44,8,7.4266,16771.0,0.7215,12,7,7.5,0,9,16.323008,-0.1996712,81
367,1,300,0,1,45,16,2.0,0.0,2256,48,16,13.298,31100.0,0.5815,16,7,11.0,1,14,30.5,0.6931472,196
368,1,975,0,1,44,17,15.385,8.5,1505,47,16,26.578,66300.0,0.5,3,3,7.5,1,17,51.299625,2.733393,289
369,1,1621,0,1,50,17,6.4775,0.0,2364,52,17,13.959,43550.0,0.4915,16,12,5.0,0,12,33.049973,1.8683347,144
370,1,300,0,5,37,14,8.3333,3.5,2895,38,14,13.126,37250.0,0.6215,7,7,11.0,0,13,34.75001,2.1202595,169
371,1,1868,0,1,44,12,4.5503,4.25,2041,46,12,7.8883,24900.0,0.6615,16,7,14.0,0,8,16.40004,1.5151932,64
372,1,1803,0,2,32,14,2.4958,1.9,2195,34,17,8.656,24200.0,0.6615,7,14,9.5,1,10,19.700073,0.9146093,100
373,1,2143,1,1,34,12,4.4797,4.8,1935,40,12,3.4109,16200.0,0.7215,10,10,14.0,0,16,6.600003,1.4995561,256
374,1,1080,0,2,32,10,2.2324,2.3,1950,35,10,4.6256,11431.0,0.7515,10,10,7.5,0,1,9.020008,0.8030772,1
375,1,1352,0,3,37,12,2.071,1.8,2375,38,14,4.2105,13200.0,0.7515,10,10,11.0,0,6,10.400008,0.72803164,36
376,1,537,0,1,44,13,1.676,0.0,1920,55,8,4.2708,15420.0,0.7715,10,10,9.0,1,4,14.519988,0.51641,16
377,1,352,0,2,34,16,3.4091,0.0,3300,33,12,3.3424,18400.0,0.6915,12,12,14.0,0,8,17.199997,1.2264483,64
378,1,200,1,3,33,12,2.5,8.0,3680,33,16,8.6359,43500.0,0.4915,10,3,5.0,1,4,43.0,0.91629076,16
379,1,2045,0,3,43,7,3.9609,4.07,1968,43,12,6.7581,21972.0,0.6915,7,7,7.5,1,15,13.87196,1.3764713,225
380,1,1253,0,2,35,16,6.2275,3.97,2504,33,10,0.5843,7774.0,0.7715,16,16,11.0,0,7,-0.029057452,1.828975,49
381,1,1960,0,1,43,14,3.9286,3.85,2000,45,14,5.335,24470.0,0.6915,7,7,7.5,0,14,16.769943,1.3682832,196
382,1,2000,0,0,34,12,2.9,2.5,1656,37,12,4.7101,13600.0,0.7215,7,7,7.5,0,16,7.7999997,1.0647107,256
383,1,1960,0,3,36,10,4.0816,4.55,1968,39,7,4.9797,22500.0,0.7215,7,0,7.5,0,15,14.500064,1.4064891,225
384,1,2000,0,2,41,12,2.85,4.2,2016,41,12,2.9762,13600.0,0.7215,7,7,14.0,0,23,7.9,1.0473189,529
385,1,1568,0,0,41,16,7.0153,6.31,2602,44,17,12.744,90800.0,0.4415,7,7,7.5,0,19,79.80001,1.9480934,361
386,1,1225,0,3,35,10,2.9388,2.4,1560,43,9,3.8462,10776.0,0.7515,10,10,7.5,0,4,7.17597,1.0780014,16
387,1,780,1,3,32,12,1.9231,3.25,1827,37,10,7.2233,19007.0,0.7515,10,7,5.0,1,12,17.506983,0.6539385,144
388,1,480,0,0,30,14,6.875,0.0,2080,34,14,8.8077,23900.0,0.6615,12,12,14.0,1,12,20.6,1.9278916,144
389,1,1923,0,0,43,12,3.9002,4.74,3390,47,12,5.3864,26060.0,0.6215,7,7,7.5,1,25,18.559916,1.3610278,625
390,1,2000,0,0,54,6,2.0,0.0,2524,57,6,3.6846,13300.0,0.7215,7,7,7.5,0,14,9.3,0.6931472,196
391,1,2110,0,2,35,15,4.9763,4.37,2777,34,12,1.8437,15620.0,0.7215,7,7,7.5,0,14,5.1200075,1.6046866,196
392,1,1664,0,0,50,12,1.2019,5.0,3120,54,13,1.3013,16500.0,0.7215,7,7,7.5,0,11,14.500038,0.18390365,121
393,1,48,1,1,34,17,22.5,0.0,2700,36,17,7.2222,20880.0,0.6915,14,16,5.0,1,7,19.8,3.1135154,49
394,1,1791,0,0,52,14,6.8677,6.18,1904,57,12,7.3529,30600.0,0.6615,14,12,9.5,1,18,18.29995,1.9268292,324
395,1,1404,0,3,35,13,3.5613,5.3,2360,38,14,11.864,39000.0,0.6215,7,10,9.0,1,4,33.999935,1.2701256,16
