,distid,schid,lunch,enroll,staff,exppp,avgsal,avgben,math4,story4,bs,lavgsal,lenroll,lstaff,bsbar,lunchbar,lenrollbar,lstaffbar
398,32030.0,6050,58.4,159,84.3,3222,28796.0,10246,52.2,65.2,0.3558133,10.267992,5.0689044,4.434382,0.35581329464912415,58.400001525878906,5.068904399871826,4.43438196182251
399,32050.0,229,49.6,110,102.7,4113,27469.0,10133,68.4,63.2,0.36888856,10.220814,4.7004805,4.631812,0.3565870672464371,51.44999885559082,5.1247782707214355,4.567474842071533
400,32050.0,1108,53.3,257,90.3,3571,31683.0,10908,62.8,70.7,0.34428558,10.363536,5.549076,4.5031376,0.3565870672464371,51.44999885559082,5.1247782707214355,4.567474842071533
401,32060.0,6115,42.1,401,75.8,3443,35635.0,11508,45.7,55.6,0.32294092,10.481084,5.9939613,4.3280983,0.3229409158229828,42.099998474121094,5.993961334228516,4.328098297119141
402,32080.0,2733,62.1,265,70.7,3490,39556.0,8946,70.0,65.3,0.22616038,10.585473,5.57973,4.2584457,0.22616037726402283,62.099998474121094,5.579730033874512,4.258445739746094
403,32090.0,5109,38.0,178,82.6,2861,24711.0,9995,66.7,66.7,0.40447575,10.115004,5.1817837,4.4140096,0.40447574853897095,38.0,5.181783676147461,4.4140095710754395
404,32130.0,3080,41.3,156,97.8,4044,29514.0,9272,31.3,62.5,0.314156,10.29262,5.049856,4.582925,0.3141559958457947,41.29999923706055,5.049856185913086,4.582924842834473
405,32170.0,4243,32.6,656,44.2,2545,42293.0,16436,68.2,77.3,0.38862222,10.652377,6.4861608,3.788725,0.3886222243309021,32.599998474121094,6.486160755157471,3.788724899291992
406,32250.0,3152,0.0,27,74.1,2416,21645.0,6657,33.3,50.0,0.3075537,9.98253,3.295837,4.3054156,0.3075537085533142,0.0,3.295836925506592,4.305415630340576
407,32610.0,5411,0.0,24,83.3,2949,25403.0,7476,50.0,50.0,0.29429594,10.142623,3.1780539,4.4224486,0.29429593682289124,0.0,3.178053855895996,4.422448635101318
408,32630.0,2050,0.0,11,90.9,3411,27375.0,5973,100.0,100.0,0.21819179,10.217385,2.3978953,4.50976,0.21819178760051727,0.0,2.397895336151123,4.509759902954102
409,32650.0,4293,0.0,20,100.0,2587,18278.0,3866,100.0,100.0,0.2115111,9.813454,2.9957323,4.6051702,0.21151110529899597,0.0,2.995732307434082,4.605170249938965
410,33010.0,1418,0.5,210,76.2,4021,39211.0,12932,83.8,86.5,0.3298054,10.576713,5.3471074,4.3333616,0.34934353828430176,26.757142611912318,5.544159957340786,4.5264192308698386
411,33010.0,3052,19.3,388,96.4,4341,37255.0,13448,66.7,82.5,0.3609717,10.525541,5.961005,4.5685062,0.34934353828430176,26.757142611912318,5.544159957340786,4.5264192308698386
412,33010.0,3160,48.6,191,132.5,4562,35749.0,13212,84.2,84.2,0.36957678,10.484278,5.2522736,4.886583,0.34934353828430176,26.757142611912318,5.544159957340786,4.5264192308698386
413,33010.0,3563,67.5,259,85.7,4914,41766.0,14016,83.3,86.7,0.33558396,10.639838,5.556828,4.450853,0.34934353828430176,26.757142611912318,5.544159957340786,4.5264192308698386
414,33010.0,4511,15.3,180,118.3,4223,32844.0,12070,56.3,78.1,0.36749482,10.399525,5.192957,4.773224,0.34934353828430176,26.757142611912318,5.544159957340786,4.5264192308698386
415,33010.0,5416,16.7,356,74.2,4026,42445.0,14655,58.2,83.6,0.34527034,10.655965,5.874931,4.306764,0.34934353828430176,26.757142611912318,5.544159957340786,4.5264192308698386
416,33010.0,5554,19.4,277,78.7,4274,42156.0,14194,76.4,89.1,0.33670178,10.649133,5.6240177,4.365643,0.34934353828430176,26.757142611912318,5.544159957340786,4.5264192308698386
417,33020.0,67,85.9,371,67.4,3493,41139.0,15071,32.7,51.0,0.36634338,10.624712,5.916202,4.210645,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
418,33020.0,144,35.1,321,68.5,3385,40420.0,14807,48.7,66.7,0.36632854,10.60708,5.771441,4.226834,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
419,33020.0,326,100.0,261,70.1,3500,40869.0,14969,16.0,60.0,0.36626783,10.618127,5.5645204,4.2499228,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
420,33020.0,561,45.7,375,50.7,3064,50776.0,18596,23.3,55.8,0.36623603,10.835179,5.926926,3.925926,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
421,33020.0,849,47.7,315,104.8,3471,27383.0,10024,39.0,53.7,0.36606655,10.217678,5.7525725,4.652054,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
422,33020.0,1122,34.6,393,58.5,3390,47816.0,17539,42.6,54.1,0.36680192,10.775116,5.9738097,4.069027,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
423,33020.0,1195,44.3,285,56.1,3367,49682.0,18200,49.0,63.3,0.36632985,10.813398,5.652489,4.027136,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
424,33020.0,1269,40.9,368,62.5,3648,47720.0,17502,57.8,70.3,0.36676446,10.773106,5.908083,4.1351666,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
425,33020.0,1270,38.4,315,57.1,3240,46974.0,17216,22.0,54.0,0.36650062,10.75735,5.7525725,4.044804,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
426,33020.0,1400,68.7,366,131.1,3078,19469.0,7131,63.6,60.0,0.3662746,9.876578,5.902633,4.8759604,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
427,33020.0,1459,71.6,294,102.0,4545,35020.0,12828,26.2,40.5,0.36630496,10.463675,5.68358,4.624973,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
428,33020.0,1523,93.5,282,67.4,4005,47303.0,17327,22.2,51.4,0.3662981,10.764329,5.641907,4.210645,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
429,33020.0,1572,71.3,277,72.2,3948,44339.0,16235,26.3,44.7,0.36615622,10.69962,5.6240177,4.27944,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
430,33020.0,2175,35.3,314,66.9,3664,44954.0,16472,60.0,65.5,0.36641902,10.713395,5.749393,4.203199,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
431,33020.0,2290,56.9,260,80.8,4125,41527.0,15207,24.4,45.5,0.3661955,10.634099,5.560682,4.391977,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
432,33020.0,2346,53.3,253,83.0,3789,37118.0,13590,50.0,70.8,0.36612964,10.521857,5.5333896,4.4188404,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
433,33020.0,2361,58.8,273,69.6,3463,40982.0,15005,37.5,59.4,0.36613634,10.620888,5.609472,4.2427645,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
434,33020.0,2605,60.6,206,72.8,3479,39180.0,14337,51.9,59.3,0.3659265,10.575922,5.327876,4.287716,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
435,33020.0,2625,55.1,359,66.6,3263,40516.0,14838,60.9,58.7,0.3662257,10.609452,5.8833222,4.1987047,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
436,33020.0,2780,59.2,203,78.8,4124,40890.0,14965,28.6,52.4,0.3659819,10.618641,5.313206,4.366913,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
437,33020.0,3072,76.8,366,66.4,3630,44443.0,16287,31.8,62.1,0.3664694,10.701962,5.902633,4.1956973,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
438,33020.0,3107,61.1,454,63.9,3247,42302.0,15496,61.5,70.5,0.36631837,10.65259,6.1180973,4.1573195,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
439,33020.0,3181,68.2,243,209.9,3490,13648.0,4997,45.9,66.7,0.36613423,9.521348,5.4930615,5.346631,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
440,33020.0,3462,58.5,344,75.6,3346,36646.0,13417,43.2,51.4,0.36612454,10.50906,5.8406415,4.325456,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
441,33020.0,4291,64.4,219,63.9,3904,49843.0,18249,37.9,72.4,0.36612964,10.816633,5.389072,4.1573195,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
442,33020.0,4328,59.3,360,80.6,2965,31011.0,11357,38.1,58.5,0.36622488,10.342097,5.886104,4.3894987,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
443,33020.0,4344,97.3,304,115.1,3703,26212.0,9611,19.5,41.5,0.3666641,10.173972,5.7170277,4.7458014,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
444,33020.0,4551,74.0,370,73.0,3717,40680.0,14893,29.2,45.8,0.36610126,10.613492,5.913503,4.2904596,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
445,33020.0,4650,65.7,236,258.5,3858,12180.0,4461,48.7,56.4,0.36625615,9.407551,5.463832,5.554896,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
446,33020.0,5560,58.9,552,38.0,2122,46072.0,16888,35.8,56.6,0.3665567,10.737961,6.313548,3.637586,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
447,33020.0,6661,61.0,209,87.1,4617,42509.0,15557,36.7,43.3,0.36596957,10.657471,5.3423343,4.4670568,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
448,33020.0,6662,57.2,602,104.7,3240,34368.0,12585,44.6,53.8,0.36618367,10.444881,6.4002576,4.651099,0.3662756308913231,61.22812497615814,5.7446314841508865,4.361295901238918
449,33040.0,870,14.6,395,70.9,3403,37543.0,12803,82.4,80.9,0.34102228,10.533242,5.9788857,4.2612705,0.3410222828388214,14.600000381469727,5.978885650634766,4.261270523071289
450,33060.0,1530,11.1,396,80.6,3596,36170.0,11328,75.7,82.2,0.31318772,10.495985,5.9814143,4.3894987,0.3128714859485626,10.850000381469727,6.0072503089904785,4.396888017654419
451,33060.0,4288,10.6,417,81.8,3434,35069.0,10961,69.3,86.4,0.31255525,10.465073,6.0330863,4.4042773,0.3128714859485626,10.850000381469727,6.0072503089904785,4.396888017654419
452,33070.0,918,16.4,408,81.9,3919,39564.0,14157,43.2,61.7,0.3578253,10.585675,6.011267,4.405499,0.3590461065371831,17.383333206176758,5.993635972340901,4.356136957804362
453,33070.0,1112,21.6,333,86.5,4099,39091.0,13973,62.7,74.6,0.357448,10.5736475,5.8081427,4.4601445,0.3590461065371831,17.383333206176758,5.993635972340901,4.356136957804362
454,33070.0,2557,20.9,407,70.1,3642,43135.0,15455,68.3,71.7,0.35829374,10.67209,6.0088134,4.2499228,0.3590461065371831,17.383333206176758,5.993635972340901,4.356136957804362
455,33070.0,4118,17.0,433,82.4,3595,36374.0,13110,45.1,68.6,0.36042228,10.50161,6.070738,4.4115853,0.3590461065371831,17.383333206176758,5.993635972340901,4.356136957804362
456,33070.0,5669,17.3,393,79.6,3744,39047.0,14066,53.5,77.5,0.36023253,10.572521,5.9738097,4.377014,0.3590461065371831,17.383333206176758,5.993635972340901,4.356136957804362
457,33070.0,7796,11.1,441,68.9,3401,40180.0,14467,59.3,68.5,0.36005476,10.601125,6.089045,4.232656,0.3590461065371831,17.383333206176758,5.993635972340901,4.356136957804362
458,33100.0,4602,38.6,561,71.5,3232,35677.0,12379,37.4,57.4,0.34697425,10.482262,6.329721,4.2696977,0.34697425365448,38.599998474121094,6.329720973968506,4.269697666168213
459,33130.0,37,22.7,397,78.3,3449,36206.0,11662,86.2,81.8,0.3221013,10.49698,5.9839363,4.3605475,0.32202688604593277,19.975000381469727,5.980003833770752,4.423908352851868
460,33130.0,574,28.1,417,85.1,3058,32498.0,10461,78.9,85.9,0.32189673,10.388934,6.0330863,4.443827,0.32202688604593277,19.975000381469727,5.980003833770752,4.423908352851868
461,33130.0,2716,14.0,396,90.4,3248,30898.0,9950,87.0,76.8,0.32202733,10.338447,5.9814143,4.5042443,0.32202688604593277,19.975000381469727,5.980003833770752,4.423908352851868
462,33130.0,4061,15.1,373,80.4,3215,34752.0,11193,92.3,94.2,0.3220822,10.455993,5.9215784,4.3870144,0.32202688604593277,19.975000381469727,5.980003833770752,4.423908352851868
463,33170.0,614,12.1,264,83.3,3987,35787.0,12025,89.1,87.3,0.33601588,10.48534,5.575949,4.4224486,0.3366461545228958,10.316666603088379,5.752318541208903,4.41784930229187
464,33170.0,801,2.7,372,76.6,3894,38033.0,12757,63.1,80.0,0.33541924,10.546209,5.918894,4.338597,0.3366461545228958,10.316666603088379,5.752318541208903,4.41784930229187
465,33170.0,1077,4.5,267,86.9,3917,33717.0,11331,76.7,85.0,0.33606192,10.425757,5.587249,4.464758,0.3366461545228958,10.316666603088379,5.752318541208903,4.41784930229187
466,33170.0,4351,22.3,250,96.4,3656,28355.0,9538,52.6,78.9,0.33637807,10.252559,5.521461,4.5685062,0.3366461545228958,10.316666603088379,5.752318541208903,4.41784930229187
467,33170.0,7347,1.3,480,71.7,3697,38464.0,13084,70.1,83.5,0.34016222,10.557478,6.173786,4.2724905,0.3366461545228958,10.316666603088379,5.752318541208903,4.41784930229187
468,33170.0,7828,19.0,310,84.8,3756,33117.0,11122,65.1,79.4,0.3358396,10.407802,5.7365723,4.4402957,0.3366461545228958,10.316666603088379,5.752318541208903,4.41784930229187
469,33200.0,1102,27.0,254,65.2,3113,40747.0,13413,47.4,67.5,0.32917762,10.615137,5.5373344,4.1774592,0.3291776180267334,27.0,5.537334442138672,4.177459239959717
470,33215.0,2526,21.7,320,92.8,3739,36339.0,12637,75.4,90.8,0.3477531,10.500647,5.768321,4.5304465,0.3397985249757767,23.250000476837158,5.6928489208221436,4.442105770111084
471,33215.0,4557,19.4,346,80.6,3705,37480.0,12747,77.3,78.8,0.3401014,10.531563,5.846439,4.3894987,0.3397985249757767,23.250000476837158,5.6928489208221436,4.442105770111084
472,33215.0,4560,30.2,239,83.8,4148,38795.0,12793,65.0,77.5,0.329759,10.566047,5.4764633,4.428433,0.3397985249757767,23.250000476837158,5.6928489208221436,4.442105770111084
473,33215.0,5085,21.7,293,83.1,4044,37467.0,12798,73.6,81.1,0.3415806,10.531216,5.6801724,4.420045,0.3397985249757767,23.250000476837158,5.6928489208221436,4.442105770111084
474,33220.0,4416,21.4,456,76.3,3357,36132.0,11967,63.3,78.3,0.33120227,10.494934,6.122493,4.334673,0.33120226860046387,21.399999618530273,6.122492790222168,4.334672927856445
475,33230.0,4547,9.6,823,61.5,3025,38589.0,12711,69.7,72.9,0.3293944,10.560722,6.7129564,4.119037,0.3293944001197815,9.600000381469727,6.712956428527832,4.11903715133667
476,34010.0,1,36.6,244,91.9,3527,32520.0,10189,86.5,89.2,0.31331488,10.38961,5.497168,4.520701,0.31354524940252304,40.374999046325684,5.7330604791641235,4.462429761886597
477,34010.0,1914,47.3,409,95.0,3190,33819.0,10652,64.6,76.9,0.31497088,10.428778,6.0137153,4.553877,0.31354524940252304,40.374999046325684,5.7330604791641235,4.462429761886597
478,34010.0,4236,39.6,250,85.6,3403,30586.0,9562,50.0,48.0,0.3126267,10.328298,5.521461,4.449685,0.31354524940252304,40.374999046325684,5.7330604791641235,4.462429761886597
479,34010.0,5586,38.0,365,75.6,3440,34156.0,10700,57.7,54.9,0.31326854,10.438694,5.8998976,4.325456,0.31354524940252304,40.374999046325684,5.7330604791641235,4.462429761886597
480,34040.0,2936,40.6,185,87.6,4379,35818.0,12291,56.3,75.0,0.34315148,10.486206,5.220356,4.472781,0.3431514799594879,40.599998474121094,5.220355987548828,4.472781181335449
481,34080.0,1115,47.1,322,91.9,2926,24832.0,8192,40.6,56.3,0.3298969,10.119888,5.7745514,4.520701,0.3320678472518921,38.73333231608073,5.7650556564331055,4.405670166015625
482,34080.0,1540,36.6,244,84.0,2751,25327.0,8445,36.0,56.0,0.33343863,10.1396265,5.497168,4.4308167,0.3320678472518921,38.73333231608073,5.7650556564331055,4.405670166015625
483,34080.0,5167,32.5,413,71.2,2816,30802.0,10253,47.2,62.9,0.332868,10.335335,6.0234475,4.265493,0.3320678472518921,38.73333231608073,5.7650556564331055,4.405670166015625
484,34090.0,707,18.1,177,98.9,3463,28356.0,9066,50.0,67.9,0.3197207,10.252594,5.17615,4.594109,0.3204582780599594,17.72499990463257,5.498137831687927,4.433158993721008
485,34090.0,1004,0.0,194,84.5,2918,28440.0,9134,75.0,84.8,0.32116738,10.255552,5.267858,4.4367514,0.3204582780599594,17.72499990463257,5.498137831687927,4.433158993721008
486,34090.0,4102,28.8,342,76.9,3146,31523.0,10095,72.1,83.7,0.32024238,10.358473,5.8348107,4.342506,0.3204582780599594,17.72499990463257,5.498137831687927,4.433158993721008
487,34090.0,4581,24.0,303,78.2,2869,29373.0,9420,55.1,71.4,0.32070267,10.287831,5.7137327,4.3592696,0.3204582780599594,17.72499990463257,5.498137831687927,4.433158993721008
488,34110.0,3101,21.1,421,60.6,3146,40423.0,13115,67.9,78.6,0.324444,10.607154,6.042633,4.104295,0.3464338034391403,19.800000190734863,6.04853630065918,4.107584238052368
489,34110.0,6587,18.5,426,61.0,3267,41132.0,15154,82.8,79.7,0.3684236,10.624541,6.0544395,4.1108737,0.3464338034391403,19.800000190734863,6.04853630065918,4.107584238052368
490,34120.0,7567,34.4,606,69.6,2815,30781.0,10678,59.4,73.3,0.3469023,10.334653,6.40688,4.2427645,0.3469023108482361,34.400001525878906,6.406879901885986,4.242764472961426
491,34140.0,5041,0.0,18,111.1,3259,23538.0,4665,100.0,100.0,0.19819017,10.066371,2.8903718,4.7104306,0.19819016754627228,0.0,2.890371799468994,4.71043062210083
492,35010.0,566,53.0,491,78.4,3519,37431.0,12443,49.1,61.3,0.332425,10.530254,6.196444,4.361824,0.3488943576812744,63.46666717529297,5.490820089975993,4.514853636423747
493,35010.0,1426,72.6,82,112.2,4428,28171.0,10717,18.2,40.9,0.38042668,10.246048,4.406719,4.720283,0.3488943576812744,63.46666717529297,5.490820089975993,4.514853636423747
494,35010.0,2857,64.8,354,86.7,3780,34802.0,11618,30.4,45.6,0.3338314,10.45743,5.869297,4.462454,0.3488943576812744,63.46666717529297,5.490820089975993,4.514853636423747
495,35020.0,5863,64.3,382,78.5,3239,31331.0,11482,53.2,63.8,0.3664741,10.352364,5.9454207,4.3630986,0.36647409200668335,64.30000305175781,5.945420742034912,4.363098621368408
496,35030.0,4134,38.9,430,64.5,2682,36282.0,12744,64.7,78.7,0.35124856,10.499077,6.063785,4.166665,0.351248562335968,38.900001525878906,6.063785076141357,4.166665077209473
497,35040.0,5551,54.0,363,65.0,2628,33339.0,11412,41.5,62.8,0.34230182,10.414483,5.894403,4.1743875,0.3423018157482147,54.0,5.894402980804443,4.174387454986572
498,36015.0,1267,0.0,402,72.9,3015,32406.0,10776,73.3,76.7,0.332531,10.386099,5.996452,4.2890887,0.33253100514411926,0.0,5.9964518547058105,4.289088726043701
499,36025.0,4048,45.2,430,64.7,2653,31434.0,12304,55.9,72.5,0.39142329,10.355645,6.063785,4.169761,0.3914232850074768,45.20000076293945,6.063785076141357,4.1697611808776855
500,37010.0,1202,41.8,337,66.5,3295,37433.0,12738,81.3,72.9,0.34028798,10.530308,5.820083,4.1972017,0.3490302910407384,37.31666660308838,5.858128388722737,4.32703431447347
501,37010.0,1357,54.3,335,80.9,3364,34588.0,11636,58.7,58.7,0.33641726,10.451262,5.8141303,4.3932137,0.3490302910407384,37.31666660308838,5.858128388722737,4.32703431447347
502,37010.0,2412,45.0,318,94.3,4321,38318.0,14231,36.5,62.7,0.37139204,10.553675,5.7620516,4.546481,0.3490302910407384,37.31666660308838,5.858128388722737,4.32703431447347
503,37010.0,3131,19.9,399,63.9,2523,32674.0,11240,86.4,79.7,0.3440044,10.394335,5.988961,4.1573195,0.3490302910407384,37.31666660308838,5.858128388722737,4.32703431447347
504,37010.0,3292,36.2,283,82.0,3486,33989.0,12389,34.2,76.3,0.36450028,10.433792,5.645447,4.406719,0.3490302910407384,37.31666660308838,5.858128388722737,4.32703431447347
505,37010.0,4315,26.7,454,70.9,3266,40897.0,13806,70.3,81.3,0.3375798,10.618812,6.1180973,4.2612705,0.3490302910407384,37.31666660308838,5.858128388722737,4.32703431447347
506,37040.0,5862,36.0,239,82.0,2637,26605.0,9319,67.7,58.1,0.3502725,10.188854,5.4764633,4.406719,0.3502725064754486,36.0,5.476463317871094,4.406719207763672
507,37060.0,3459,40.9,748,86.4,3161,31306.0,10339,54.1,66.7,0.3302562,10.351565,6.617403,4.4589877,0.329130619764328,39.20000076293945,5.797068357467651,4.3465471267700195
508,37060.0,6241,37.5,145,69.0,3139,33219.0,10896,96.2,76.9,0.32800505,10.410877,4.9767337,4.2341065,0.329130619764328,39.20000076293945,5.797068357467651,4.3465471267700195
509,38010.0,236,23.4,334,71.5,2851,32811.0,11599,82.4,78.4,0.3535095,10.3985195,5.811141,4.2696977,0.35180701315402985,23.699999809265137,5.817093372344971,4.205621957778931
510,38010.0,4352,24.0,338,62.9,3140,38260.0,13395,52.4,60.3,0.35010454,10.55216,5.8230457,4.1415462,0.35180701315402985,23.699999809265137,5.817093372344971,4.205621957778931
511,38020.0,2472,29.1,268,70.9,3211,37857.0,13503,58.3,64.6,0.35668436,10.541572,5.590987,4.2612705,0.3566843569278717,29.100000381469727,5.590987205505371,4.261270523071289
512,38040.0,412,19.5,448,81.5,3629,33436.0,9677,41.0,70.1,0.28941858,10.417389,6.104793,4.400603,0.3437288999557495,17.949999809265137,6.077263355255127,4.441237449645996
513,38040.0,578,16.4,424,88.4,3526,29070.0,11571,55.9,72.9,0.39803922,10.277462,6.0497336,4.481872,0.3437288999557495,17.949999809265137,6.077263355255127,4.441237449645996
514,38050.0,1382,15.9,516,56.2,2973,39646.0,14223,62.2,85.4,0.35874993,10.587746,6.2461066,4.028917,0.3587499260902405,15.899999618530273,6.2461066246032715,4.028916835784912
515,38080.0,767,22.8,416,81.7,2978,28771.0,10071,64.9,63.2,0.35003996,10.267123,6.0306854,4.4030538,0.3500399589538574,22.799999237060547,6.0306854248046875,4.4030537605285645
516,38090.0,302,26.9,361,73.7,3134,31756.0,11514,43.4,58.5,0.36257714,10.365837,5.888878,4.3000026,0.34908993542194366,35.44999980926514,5.906566858291626,4.39263129234314
517,38090.0,989,44.0,374,88.7,3349,29964.0,10056,30.6,53.1,0.33560273,10.307752,5.924256,4.48526,0.34908993542194366,35.44999980926514,5.906566858291626,4.39263129234314
518,38100.0,1560,22.5,449,66.8,2942,32192.0,11051,62.0,72.0,0.34328404,10.379474,6.107023,4.201703,0.3432840406894684,22.5,6.107022762298584,4.201703071594238
519,38120.0,122,32.1,305,64.9,2934,36425.0,11403,64.3,69.6,0.31305423,10.503011,5.7203116,4.1728477,0.31939953565597534,35.599998474121094,5.791971445083618,4.142679691314697
520,38120.0,3138,39.1,352,61.1,3016,39841.0,12978,48.3,55.2,0.32574484,10.592651,5.8636312,4.1125116,0.31939953565597534,35.599998474121094,5.791971445083618,4.142679691314697
521,38130.0,1065,24.0,352,65.9,3143,35772.0,13011,61.2,77.6,0.36372024,10.4849205,5.8636312,4.1881385,0.36372023820877075,24.0,5.863631248474121,4.188138484954834
522,38140.0,6116,24.9,671,69.3,2845,32169.0,13356,54.1,67.3,0.41518232,10.378758,6.508769,4.238445,0.41518232226371765,24.899999618530273,6.5087690353393555,4.238444805145264
523,38150.0,3573,37.9,421,119.1,4287,25384.0,9997,46.3,57.5,0.39383075,10.141874,6.042633,4.7799635,0.3938307464122772,37.900001525878906,6.042633056640625,4.779963493347168
524,38170.0,914,36.8,325,63.8,3702,44243.0,15545,51.0,78.4,0.35135502,10.697453,5.7838254,4.155753,0.3629831910133362,66.65999908447266,6.204115200042724,4.190878295898438
525,38170.0,1334,54.3,887,59.5,3007,44083.0,16304,36.2,59.6,0.36984777,10.69383,6.787845,4.085976,0.3629831910133362,66.65999908447266,6.204115200042724,4.190878295898438
526,38170.0,1793,65.9,723,61.2,3277,45259.0,17059,37.2,51.8,0.3769195,10.720157,6.5834093,4.114147,0.3629831910133362,66.65999908447266,6.204115200042724,4.190878295898438
527,38170.0,2471,98.6,208,74.5,4010,44769.0,16124,43.5,47.8,0.36015993,10.709271,5.3375382,4.310799,0.3629831910133362,66.65999908447266,6.204115200042724,4.190878295898438
528,38170.0,5802,77.7,684,72.8,3562,42789.0,15260,32.2,58.3,0.35663372,10.664037,6.527958,4.287716,0.3629831910133362,66.65999908447266,6.204115200042724,4.190878295898438
529,39010.0,674,48.9,416,70.2,3277,32936.0,10771,50.0,67.4,0.3270282,10.402322,6.0306854,4.2513485,0.32471140921115876,57.220000457763675,6.338572025299072,4.47123441696167
530,39010.0,1082,88.0,548,96.0,3877,30819.0,9809,23.8,35.0,0.3182777,10.335887,6.3062754,4.564348,0.32471140921115876,57.220000457763675,6.338572025299072,4.47123441696167
531,39010.0,2209,47.7,730,87.5,3629,31940.0,10281,50.5,64.9,0.32188478,10.371614,6.5930448,4.4716387,0.32471140921115876,57.220000457763675,6.338572025299072,4.47123441696167
532,39010.0,2574,58.1,736,79.8,3485,34326.0,11175,37.5,58.3,0.32555497,10.443659,6.60123,4.3795238,0.32471140921115876,57.220000457763675,6.338572025299072,4.47123441696167
533,39010.0,2753,65.0,723,88.0,3416,30462.0,9814,25.8,44.7,0.3221719,10.324235,6.5834093,4.477337,0.32471140921115876,57.220000457763675,6.338572025299072,4.47123441696167
534,39010.0,2819,58.5,626,93.0,3912,32986.0,10665,41.2,58.8,0.323319,10.403838,6.4393506,4.5325994,0.32471140921115876,57.220000457763675,6.338572025299072,4.47123441696167
535,39010.0,2962,41.7,591,82.2,3604,36127.0,11741,45.5,54.5,0.3249924,10.494796,6.381816,4.4091554,0.32471140921115876,57.220000457763675,6.338572025299072,4.47123441696167
536,39010.0,4358,72.9,385,99.7,3797,30171.0,9744,46.0,52.0,0.32295913,10.314636,5.9532433,4.6021657,0.32471140921115876,57.220000457763675,6.338572025299072,4.47123441696167
537,39010.0,4491,30.0,612,80.6,3249,33802.0,11312,61.8,71.6,0.33465475,10.428275,6.4167323,4.3894987,0.32471140921115876,57.220000457763675,6.338572025299072,4.47123441696167
538,39010.0,4600,61.4,437,103.0,3908,29831.0,9733,32.0,46.9,0.32627133,10.303304,6.079933,4.634729,0.32471140921115876,57.220000457763675,6.338572025299072,4.47123441696167
539,39020.0,3425,21.4,243,77.4,2642,29083.0,9862,65.4,65.4,0.33909845,10.277909,5.4930615,4.3489866,0.3390984535217285,21.399999618530273,5.493061542510986,4.348986625671387
540,39030.0,1042,45.5,306,76.2,2966,29918.0,9807,47.5,64.4,0.32779598,10.306215,5.723585,4.3333616,0.3118574619293213,42.24999952316284,5.869530081748962,4.353469610214233
541,39030.0,1489,48.6,347,72.0,3231,35132.0,10477,65.5,65.5,0.29821816,10.466867,5.8493247,4.276666,0.3118574619293213,42.24999952316284,5.869530081748962,4.353469610214233
542,39030.0,1521,47.0,311,96.8,3257,27408.0,8567,56.8,68.2,0.312573,10.21859,5.739793,4.572647,0.3118574619293213,42.24999952316284,5.869530081748962,4.353469610214233
543,39030.0,2725,27.9,476,68.8,2957,32965.0,10181,77.1,80.9,0.30884272,10.403202,6.1654177,4.2312036,0.3118574619293213,42.24999952316284,5.869530081748962,4.353469610214233
544,39050.0,4856,36.6,184,92.8,3802,34518.0,9237,65.4,73.1,0.26759952,10.449236,5.214936,4.5304465,0.26759952306747437,36.599998474121094,5.214935779571533,4.530446529388428
545,39065.0,5144,7.9,667,70.3,2976,29058.0,10666,76.7,88.1,0.367059,10.277049,6.50279,4.252772,0.36705899238586426,7.900000095367432,6.5027899742126465,4.252771854400635
