,price,wage,t,lprice,lwage,gprice,gwage,gwage_1,gwage_2,gwage_3,gwage_4,gwage_5,gwage_6,gwage_7,gwage_8,gwage_9,gwage_10,gwage_11,gwage_12,gprice_1
122,143.1,4.1,123,4.963544,1.4109869,0.011244297,0.002441883,0.004902005,0.0049260855,0.0,0.0024722815,0.002478242,0.020050764,0.0,0.007623911,0.0051151514,0.0051413774,0.0077620745,0.005208373,0.012802124
123,143.9,4.12,124,4.9691186,1.4158531,0.005574703,0.0048662424,0.002441883,0.004902005,0.0049260855,0.0,0.0024722815,0.002478242,0.020050764,0.0,0.007623911,0.0051151514,0.0051413774,0.0077620745,0.011244297
124,145.5,4.19,125,4.980176,1.4327008,0.011057377,0.01684761,0.0048662424,0.002441883,0.004902005,0.0049260855,0.0,0.0024722815,0.002478242,0.020050764,0.0,0.007623911,0.0051151514,0.0051413774,0.005574703
125,146.9,4.23,126,4.989752,1.442202,0.009575844,0.009501219,0.01684761,0.0048662424,0.002441883,0.004902005,0.0049260855,0.0,0.0024722815,0.002478242,0.020050764,0.0,0.007623911,0.0051151514,0.011057377
126,148.0,4.24,127,4.9972124,1.4445633,0.007460594,0.0023612976,0.009501219,0.01684761,0.0048662424,0.002441883,0.004902005,0.0049260855,0.0,0.0024722815,0.002478242,0.020050764,0.0,0.007623911,0.009575844
127,149.9,4.27,128,5.0099683,1.4516138,0.012755871,0.007050514,0.0023612976,0.009501219,0.01684761,0.0048662424,0.002441883,0.004902005,0.0049260855,0.0,0.0024722815,0.002478242,0.020050764,0.0,0.007460594
128,151.7,4.37,129,5.021905,1.474763,0.011936665,0.023149252,0.007050514,0.0023612976,0.009501219,0.01684761,0.0048662424,0.002441883,0.004902005,0.0049260855,0.0,0.0024722815,0.002478242,0.020050764,0.012755871
129,153.0,4.38,130,5.030438,1.4770488,0.008533001,0.002285719,0.023149252,0.007050514,0.0023612976,0.009501219,0.01684761,0.0048662424,0.002441883,0.004902005,0.0049260855,0.0,0.0024722815,0.002478242,0.011936665
130,154.3,4.38,131,5.038899,1.4770488,0.008460999,0.0,0.002285719,0.023149252,0.007050514,0.0023612976,0.009501219,0.01684761,0.0048662424,0.002441883,0.004902005,0.0049260855,0.0,0.0024722815,0.008533001
131,155.4,4.4,132,5.0460024,1.4816046,0.007103443,0.0045558214,0.0,0.002285719,0.023149252,0.007050514,0.0023612976,0.009501219,0.01684761,0.0048662424,0.002441883,0.004902005,0.0049260855,0.0,0.008460999
132,156.1,4.41,133,5.050497,1.4838747,0.004494667,0.0022701025,0.0045558214,0.0,0.002285719,0.023149252,0.007050514,0.0023612976,0.009501219,0.01684761,0.0048662424,0.002441883,0.004902005,0.0049260855,0.007103443
133,157.2,4.42,134,5.057519,1.4861397,0.007021904,0.0022649765,0.0022701025,0.0045558214,0.0,0.002285719,0.023149252,0.007050514,0.0023612976,0.009501219,0.01684761,0.0048662424,0.002441883,0.004902005,0.004494667
134,157.8,4.44,135,5.0613284,1.4906543,0.003809452,0.004514694,0.0022649765,0.0022701025,0.0045558214,0.0,0.002285719,0.023149252,0.007050514,0.0023612976,0.009501219,0.01684761,0.0048662424,0.002441883,0.007021904
135,158.6,4.45,136,5.0663853,1.4929041,0.005056858,0.0022497177,0.004514694,0.0022649765,0.0022701025,0.0045558214,0.0,0.002285719,0.023149252,0.007050514,0.0023612976,0.009501219,0.01684761,0.0048662424,0.003809452
136,159.3,4.48,137,5.0707893,1.4996231,0.004404068,0.006718993,0.0022497177,0.004514694,0.0022649765,0.0022701025,0.0045558214,0.0,0.002285719,0.023149252,0.007050514,0.0023612976,0.009501219,0.01684761,0.005056858
137,160.6,4.51,138,5.078917,1.5062972,0.008127689,0.0066741705,0.006718993,0.0022497177,0.004514694,0.0022649765,0.0022701025,0.0045558214,0.0,0.002285719,0.023149252,0.007050514,0.0023612976,0.009501219,0.004404068
138,162.3,4.52,139,5.0894465,1.508512,0.010529518,0.0022147894,0.0066741705,0.006718993,0.0022497177,0.004514694,0.0022649765,0.0022701025,0.0045558214,0.0,0.002285719,0.023149252,0.007050514,0.0023612976,0.008127689
139,162.8,4.56,140,5.0925226,1.5173227,0.0030760765,0.008810639,0.0022147894,0.0066741705,0.006718993,0.0022497177,0.004514694,0.0022649765,0.0022701025,0.0045558214,0.0,0.002285719,0.023149252,0.007050514,0.010529518
140,163.6,4.63,141,5.0974245,1.5325569,0.004901886,0.015234232,0.008810639,0.0022147894,0.0066741705,0.006718993,0.0022497177,0.004514694,0.0022649765,0.0022701025,0.0045558214,0.0,0.002285719,0.023149252,0.0030760765
141,164.6,4.64,142,5.1035185,1.5347143,0.006093979,0.0021574497,0.015234232,0.008810639,0.0022147894,0.0066741705,0.006718993,0.0022497177,0.004514694,0.0022649765,0.0022701025,0.0045558214,0.0,0.002285719,0.004901886
142,165.6,4.66,143,5.1095753,1.5390154,0.0060567856,0.004301071,0.0021574497,0.015234232,0.008810639,0.0022147894,0.0066741705,0.006718993,0.0022497177,0.004514694,0.0022649765,0.0022701025,0.0045558214,0.0,0.006093979
143,166.3,4.67,144,5.1137934,1.541159,0.0042181015,0.0021436214,0.004301071,0.0021574497,0.015234232,0.008810639,0.0022147894,0.0066741705,0.006718993,0.0022497177,0.004514694,0.0022649765,0.0022701025,0.0045558214,0.0060567856
144,166.7,4.71,145,5.1161957,1.5496879,0.0024023056,0.008528829,0.0021436214,0.004301071,0.0021574497,0.015234232,0.008810639,0.0022147894,0.0066741705,0.006718993,0.0022497177,0.004514694,0.0022649765,0.0022701025,0.0042181015
145,167.1,4.73,146,5.1185923,1.5539252,0.0023965836,0.004237294,0.008528829,0.0021436214,0.004301071,0.0021574497,0.015234232,0.008810639,0.0022147894,0.0066741705,0.006718993,0.0022497177,0.004514694,0.0022649765,0.0024023056
146,167.5,4.74,147,5.120983,1.5560371,0.0023908615,0.0021119118,0.004237294,0.008528829,0.0021436214,0.004301071,0.0021574497,0.015234232,0.008810639,0.0022147894,0.0066741705,0.006718993,0.0022497177,0.004514694,0.0023965836
147,168.2,4.76,148,5.1251535,1.5602477,0.004170418,0.0042105913,0.0021119118,0.004237294,0.008528829,0.0021436214,0.004301071,0.0021574497,0.015234232,0.008810639,0.0022147894,0.0066741705,0.006718993,0.0022497177,0.0023908615
148,169.2,4.81,149,5.1310816,1.5706971,0.0059280396,0.0104494095,0.0042105913,0.0021119118,0.004237294,0.008528829,0.0021436214,0.004301071,0.0021574497,0.015234232,0.008810639,0.0022147894,0.0066741705,0.006718993,0.004170418
149,170.1,4.82,150,5.1363864,1.5727739,0.0053048134,0.0020768642,0.0104494095,0.0042105913,0.0021119118,0.004237294,0.008528829,0.0021436214,0.004301071,0.0021574497,0.015234232,0.008810639,0.0022147894,0.0066741705,0.0059280396
150,171.1,4.85,151,5.142248,1.5789787,0.005861759,0.0062047243,0.0020768642,0.0104494095,0.0042105913,0.0021119118,0.004237294,0.008528829,0.0021436214,0.004301071,0.0021574497,0.015234232,0.008810639,0.0022147894,0.0053048134
151,171.9,4.89,152,5.146913,1.5871923,0.004664898,0.008213639,0.0062047243,0.0020768642,0.0104494095,0.0042105913,0.0021119118,0.004237294,0.008528829,0.0021436214,0.004301071,0.0021574497,0.015234232,0.008810639,0.005861759
152,172.6,4.98,153,5.1509767,1.6054299,0.0040636063,0.01823759,0.008213639,0.0062047243,0.0020768642,0.0104494095,0.0042105913,0.0021119118,0.004237294,0.008528829,0.0021436214,0.004301071,0.0021574497,0.015234232,0.004664898
153,173.3,4.99,154,5.155024,1.6074358,0.004047394,0.0020059347,0.01823759,0.008213639,0.0062047243,0.0020768642,0.0104494095,0.0042105913,0.0021119118,0.004237294,0.008528829,0.0021436214,0.004301071,0.0021574497,0.0040636063
154,173.8,5.02,155,5.157905,1.6134299,0.00288105,0.0059940815,0.0020059347,0.01823759,0.008213639,0.0062047243,0.0020768642,0.0104494095,0.0042105913,0.0021119118,0.004237294,0.008528829,0.0021436214,0.004301071,0.004047394
155,174.3,5.03,156,5.160778,1.61542,0.0028729439,0.0019900799,0.0059940815,0.0020059347,0.01823759,0.008213639,0.0062047243,0.0020768642,0.0104494095,0.0042105913,0.0021119118,0.004237294,0.008528829,0.0021436214,0.00288105
156,175.3,5.07,157,5.1664987,1.6233408,0.0057206154,0.007920861,0.0019900799,0.0059940815,0.0020059347,0.01823759,0.008213639,0.0062047243,0.0020768642,0.0104494095,0.0042105913,0.0021119118,0.004237294,0.008528829,0.0028729439
157,177.1,5.1,158,5.1767144,1.6292405,0.010215759,0.0058996677,0.007920861,0.0019900799,0.0059940815,0.0020059347,0.01823759,0.008213639,0.0062047243,0.0020768642,0.0104494095,0.0042105913,0.0021119118,0.004237294,0.0057206154
158,178.2,5.12,159,5.1829066,1.6331544,0.0061922073,0.0039138794,0.0058996677,0.007920861,0.0019900799,0.0059940815,0.0020059347,0.01823759,0.008213639,0.0062047243,0.0020768642,0.0104494095,0.0042105913,0.0021119118,0.010215759
159,179.6,5.16,160,5.190732,1.6409365,0.007825375,0.0077821016,0.0039138794,0.0058996677,0.007920861,0.0019900799,0.0059940815,0.0020059347,0.01823759,0.008213639,0.0062047243,0.0020768642,0.0104494095,0.0042105913,0.0061922073
160,180.6,5.2,161,5.196285,1.6486586,0.0055527687,0.0077221394,0.0077821016,0.0039138794,0.0058996677,0.007920861,0.0019900799,0.0059940815,0.0020059347,0.01823759,0.008213639,0.0062047243,0.0020768642,0.0104494095,0.007825375
161,181.8,5.22,162,5.202907,1.6524974,0.0066223145,0.0038387775,0.0077221394,0.0077821016,0.0039138794,0.0058996677,0.007920861,0.0019900799,0.0059940815,0.0020059347,0.01823759,0.008213639,0.0062047243,0.0020768642,0.0055527687
162,182.6,5.25,163,5.207298,1.658228,0.0043907166,0.005730629,0.0038387775,0.0077221394,0.0077821016,0.0039138794,0.0058996677,0.007920861,0.0019900799,0.0059940815,0.0020059347,0.01823759,0.008213639,0.0062047243,0.0066223145
163,183.3,5.26,164,5.211124,1.6601311,0.0038261414,0.0019030571,0.005730629,0.0038387775,0.0077221394,0.0077821016,0.0039138794,0.0058996677,0.007920861,0.0019900799,0.0059940815,0.0020059347,0.01823759,0.008213639,0.0043907166
164,184.0,5.35,165,5.214936,1.6770965,0.0038118362,0.01696539,0.0019030571,0.005730629,0.0038387775,0.0077221394,0.0077821016,0.0039138794,0.0058996677,0.007920861,0.0019900799,0.0059940815,0.0020059347,0.01823759,0.0038261414
165,184.5,5.39,166,5.2176495,1.6845454,0.0027136803,0.0074489117,0.01696539,0.0019030571,0.005730629,0.0038387775,0.0077221394,0.0077821016,0.0039138794,0.0058996677,0.007920861,0.0019900799,0.0059940815,0.0020059347,0.0038118362
166,185.4,5.4,167,5.2225156,1.686399,0.004866123,0.0018535852,0.0074489117,0.01696539,0.0019030571,0.005730629,0.0038387775,0.0077221394,0.0077821016,0.0039138794,0.0058996677,0.007920861,0.0019900799,0.0059940815,0.0027136803
167,186.1,5.41,168,5.226284,1.6882491,0.003768444,0.0018501282,0.0018535852,0.0074489117,0.01696539,0.0019030571,0.005730629,0.0038387775,0.0077221394,0.0077821016,0.0039138794,0.0058996677,0.007920861,0.0019900799,0.004866123
168,187.2,5.48,169,5.2321777,1.7011051,0.0058937073,0.012856007,0.0018501282,0.0018535852,0.0074489117,0.01696539,0.0019030571,0.005730629,0.0038387775,0.0077221394,0.0077821016,0.0039138794,0.0058996677,0.007920861,0.003768444
169,188.4,5.5,170,5.2385674,1.704748,0.006389618,0.0036429167,0.012856007,0.0018501282,0.0018535852,0.0074489117,0.01696539,0.0019030571,0.005730629,0.0038387775,0.0077221394,0.0077821016,0.0039138794,0.0058996677,0.0058937073
170,189.8,5.53,171,5.2459707,1.7101879,0.0074033737,0.0054398775,0.0036429167,0.012856007,0.0018501282,0.0018535852,0.0074489117,0.01696539,0.0019030571,0.005730629,0.0038387775,0.0077221394,0.0077821016,0.0039138794,0.006389618
171,191.5,5.6,172,5.2548876,1.7227666,0.008916855,0.012578726,0.0054398775,0.0036429167,0.012856007,0.0018501282,0.0018535852,0.0074489117,0.01696539,0.0019030571,0.005730629,0.0038387775,0.0077221394,0.0077821016,0.0074033737
172,193.3,5.62,173,5.2642436,1.7263316,0.009356022,0.0035649538,0.012578726,0.0054398775,0.0036429167,0.012856007,0.0018501282,0.0018535852,0.0074489117,0.01696539,0.0019030571,0.005730629,0.0038387775,0.0077221394,0.008916855
173,195.3,5.66,174,5.274537,1.7334238,0.010293484,0.0070922375,0.0035649538,0.012578726,0.0054398775,0.0036429167,0.012856007,0.0018501282,0.0018535852,0.0074489117,0.01696539,0.0019030571,0.005730629,0.0038387775,0.009356022
174,196.7,5.7,175,5.2816796,1.7404661,0.007142544,0.007042289,0.0070922375,0.0035649538,0.012578726,0.0054398775,0.0036429167,0.012856007,0.0018501282,0.0018535852,0.0074489117,0.01696539,0.0019030571,0.005730629,0.010293484
175,197.8,5.71,176,5.2872562,1.742219,0.0055766106,0.0017528534,0.007042289,0.0070922375,0.0035649538,0.012578726,0.0054398775,0.0036429167,0.012856007,0.0018501282,0.0018535852,0.0074489117,0.01696539,0.0019030571,0.007142544
176,199.3,5.82,177,5.2948112,1.7613003,0.007555008,0.019081354,0.0017528534,0.007042289,0.0070922375,0.0035649538,0.012578726,0.0054398775,0.0036429167,0.012856007,0.0018501282,0.0018535852,0.0074489117,0.01696539,0.0055766106
177,200.9,5.87,178,5.3028073,1.7698547,0.007996082,0.008554339,0.019081354,0.0017528534,0.007042289,0.0070922375,0.0035649538,0.012578726,0.0054398775,0.0036429167,0.012856007,0.0018501282,0.0018535852,0.0074489117,0.007555008
178,202.0,5.88,179,5.3082676,1.7715567,0.0054602623,0.0017020702,0.008554339,0.019081354,0.0017528534,0.007042289,0.0070922375,0.0035649538,0.012578726,0.0054398775,0.0036429167,0.012856007,0.0018501282,0.0018535852,0.007996082
179,202.9,5.91,180,5.312713,1.7766458,0.004445553,0.0050890446,0.0017020702,0.008554339,0.019081354,0.0017528534,0.007042289,0.0070922375,0.0035649538,0.012578726,0.0054398775,0.0036429167,0.012856007,0.0018501282,0.0054602623
180,204.7,5.97,181,5.3215456,1.7867469,0.008832455,0.01010108,0.0050890446,0.0017020702,0.008554339,0.019081354,0.0017528534,0.007042289,0.0070922375,0.0035649538,0.012578726,0.0054398775,0.0036429167,0.012856007,0.004445553
181,207.1,6.0,182,5.333202,1.7917595,0.011656284,0.0050126314,0.01010108,0.0050890446,0.0017020702,0.008554339,0.019081354,0.0017528534,0.007042289,0.0070922375,0.0035649538,0.012578726,0.0054398775,0.0036429167,0.008832455
182,209.1,6.02,183,5.3428125,1.7950872,0.009610653,0.0033277273,0.0050126314,0.01010108,0.0050890446,0.0017020702,0.008554339,0.019081354,0.0017528534,0.007042289,0.0070922375,0.0035649538,0.012578726,0.0054398775,0.011656284
183,211.5,6.03,184,5.354225,1.7967471,0.011412621,0.0016598701,0.0033277273,0.0050126314,0.01010108,0.0050890446,0.0017020702,0.008554339,0.019081354,0.0017528534,0.007042289,0.0070922375,0.0035649538,0.012578726,0.009610653
184,214.1,6.08,185,5.366443,1.8050047,0.0122179985,0.0082576275,0.0016598701,0.0033277273,0.0050126314,0.01010108,0.0050890446,0.0017020702,0.008554339,0.019081354,0.0017528534,0.007042289,0.0070922375,0.0035649538,0.011412621
185,216.6,6.11,186,5.378052,1.8099267,0.011609077,0.0049220324,0.0082576275,0.0016598701,0.0033277273,0.0050126314,0.01010108,0.0050890446,0.0017020702,0.008554339,0.019081354,0.0017528534,0.007042289,0.0070922375,0.0122179985
186,218.9,6.16,187,5.388615,1.8180767,0.010562897,0.0081499815,0.0049220324,0.0082576275,0.0016598701,0.0033277273,0.0050126314,0.01010108,0.0050890446,0.0017020702,0.008554339,0.019081354,0.0017528534,0.007042289,0.011609077
187,221.1,6.18,188,5.398615,1.8213183,0.009999752,0.003241539,0.0081499815,0.0049220324,0.0082576275,0.0016598701,0.0033277273,0.0050126314,0.01010108,0.0050890446,0.0017020702,0.008554339,0.019081354,0.0017528534,0.010562897
188,223.4,6.3,189,5.4089637,1.8405497,0.010348797,0.019231439,0.003241539,0.0081499815,0.0049220324,0.0082576275,0.0016598701,0.0033277273,0.0050126314,0.01010108,0.0050890446,0.0017020702,0.008554339,0.019081354,0.009999752
189,225.4,6.31,190,5.4178767,1.8421357,0.00891304,0.0015859604,0.019231439,0.003241539,0.0081499815,0.0049220324,0.0082576275,0.0016598701,0.0033277273,0.0050126314,0.01010108,0.0050890446,0.0017020702,0.008554339,0.010348797
190,227.5,6.34,191,5.4271502,1.8468788,0.009273529,0.004743099,0.0015859604,0.019231439,0.003241539,0.0081499815,0.0049220324,0.0082576275,0.0016598701,0.0033277273,0.0050126314,0.01010108,0.0050890446,0.0017020702,0.00891304
191,229.9,6.38,192,5.4376445,1.8531681,0.010494232,0.006289363,0.004743099,0.0015859604,0.019231439,0.003241539,0.0081499815,0.0049220324,0.0082576275,0.0016598701,0.0033277273,0.0050126314,0.01010108,0.0050890446,0.009273529
192,233.2,6.42,193,5.4518967,1.8594182,0.014252186,0.006250024,0.006289363,0.004743099,0.0015859604,0.019231439,0.003241539,0.0081499815,0.0049220324,0.0082576275,0.0016598701,0.0033277273,0.0050126314,0.01010108,0.010494232
193,236.4,6.45,194,5.465525,1.8640801,0.013628483,0.0046619177,0.006250024,0.006289363,0.004743099,0.0015859604,0.019231439,0.003241539,0.0081499815,0.0049220324,0.0082576275,0.0016598701,0.0033277273,0.0050126314,0.014252186
194,239.8,6.5,195,5.4798055,1.8718022,0.014280319,0.0077221394,0.0046619177,0.006250024,0.006289363,0.004743099,0.0015859604,0.019231439,0.003241539,0.0081499815,0.0049220324,0.0082576275,0.0016598701,0.0033277273,0.013628483
195,242.5,6.53,196,5.4910016,1.876407,0.0111961365,0.0046048164,0.0077221394,0.0046619177,0.006250024,0.006289363,0.004743099,0.0015859604,0.019231439,0.003241539,0.0081499815,0.0049220324,0.0082576275,0.0016598701,0.014280319
196,244.9,6.56,197,5.5008497,1.8809906,0.009848118,0.004583597,0.0046048164,0.0077221394,0.0046619177,0.006250024,0.006289363,0.004743099,0.0015859604,0.019231439,0.003241539,0.0081499815,0.0049220324,0.0082576275,0.0111961365
197,247.6,6.61,198,5.5118146,1.8885837,0.01096487,0.0075930357,0.004583597,0.0046048164,0.0077221394,0.0046619177,0.006250024,0.006289363,0.004743099,0.0015859604,0.019231439,0.003241539,0.0081499815,0.0049220324,0.009848118
198,247.8,6.64,199,5.512622,1.893112,0.0008072853,0.004528284,0.0075930357,0.004583597,0.0046048164,0.0077221394,0.0046619177,0.006250024,0.006289363,0.004743099,0.0015859604,0.019231439,0.003241539,0.0081499815,0.01096487
199,249.4,6.68,200,5.519058,1.899118,0.006436348,0.0060060024,0.004528284,0.0075930357,0.004583597,0.0046048164,0.0077221394,0.0046619177,0.006250024,0.006289363,0.004743099,0.0015859604,0.019231439,0.003241539,0.0008072853
200,251.7,6.79,201,5.528238,1.9154509,0.009179592,0.016332984,0.0060060024,0.004528284,0.0075930357,0.004583597,0.0046048164,0.0077221394,0.0046619177,0.006250024,0.006289363,0.004743099,0.0015859604,0.019231439,0.006436348
201,253.9,6.86,202,5.5369406,1.9257075,0.008702755,0.010256529,0.016332984,0.0060060024,0.004528284,0.0075930357,0.004583597,0.0046048164,0.0077221394,0.0046619177,0.006250024,0.006289363,0.004743099,0.0015859604,0.009179592
202,256.2,6.92,203,5.5459585,1.9344158,0.009017944,0.008708358,0.010256529,0.016332984,0.0060060024,0.004528284,0.0075930357,0.004583597,0.0046048164,0.0077221394,0.0046619177,0.006250024,0.006289363,0.004743099,0.008702755
203,258.4,6.94,204,5.5545087,1.9373018,0.008550167,0.0028859377,0.008708358,0.010256529,0.016332984,0.0060060024,0.004528284,0.0075930357,0.004583597,0.0046048164,0.0077221394,0.0046619177,0.006250024,0.006289363,0.009017944
204,260.5,7.03,205,5.562603,1.9501867,0.008094311,0.0128849745,0.0028859377,0.008708358,0.010256529,0.016332984,0.0060060024,0.004528284,0.0075930357,0.004583597,0.0046048164,0.0077221394,0.0046619177,0.006250024,0.008550167
205,263.2,7.06,206,5.572914,1.954445,0.010311127,0.004258275,0.0128849745,0.0028859377,0.008708358,0.010256529,0.016332984,0.0060060024,0.004528284,0.0075930357,0.004583597,0.0046048164,0.0077221394,0.0046619177,0.008094311
206,265.1,7.1,207,5.580107,1.9600948,0.0071930885,0.005649805,0.004258275,0.0128849745,0.0028859377,0.008708358,0.010256529,0.016332984,0.0060060024,0.004528284,0.0075930357,0.004583597,0.0046048164,0.0077221394,0.010311127
207,266.8,7.13,208,5.586499,1.9643112,0.006392002,0.0042164326,0.005649805,0.004258275,0.0128849745,0.0028859377,0.008708358,0.010256529,0.016332984,0.0060060024,0.004528284,0.0075930357,0.004583597,0.0046048164,0.0071930885
208,269.0,7.17,209,5.5947113,1.9699056,0.00821209,0.0055943727,0.0042164326,0.005649805,0.004258275,0.0128849745,0.0028859377,0.008708358,0.010256529,0.016332984,0.0060060024,0.004528284,0.0075930357,0.004583597,0.006392002
209,271.3,7.21,210,5.603225,1.975469,0.008513927,0.0055633783,0.0055943727,0.0042164326,0.005649805,0.004258275,0.0128849745,0.0028859377,0.008708358,0.010256529,0.016332984,0.0060060024,0.004528284,0.0075930357,0.00821209
210,274.4,7.24,211,5.614587,1.9796212,0.011361599,0.0041521788,0.0055633783,0.0055943727,0.0042164326,0.005649805,0.004258275,0.0128849745,0.0028859377,0.008708358,0.010256529,0.016332984,0.0060060024,0.004528284,0.008513927
211,276.5,7.3,212,5.622211,1.9878744,0.0076241493,0.008253217,0.0041521788,0.0055633783,0.0055943727,0.0042164326,0.005649805,0.004258275,0.0128849745,0.0028859377,0.008708358,0.010256529,0.016332984,0.0060060024,0.011361599
212,279.3,7.4,213,5.6322865,2.00148,0.010075569,0.013605714,0.008253217,0.0041521788,0.0055633783,0.0055943727,0.0042164326,0.005649805,0.004258275,0.0128849745,0.0028859377,0.008708358,0.010256529,0.016332984,0.0076241493
213,279.9,7.43,214,5.6344323,2.0055258,0.0021457672,0.004045725,0.013605714,0.008253217,0.0041521788,0.0055633783,0.0055943727,0.0042164326,0.005649805,0.004258275,0.0128849745,0.0028859377,0.008708358,0.010256529,0.010075569
214,280.7,7.47,215,5.6372867,2.010895,0.0028543472,0.0053691864,0.004045725,0.013605714,0.008253217,0.0041521788,0.0055633783,0.0055943727,0.0042164326,0.005649805,0.004258275,0.0128849745,0.0028859377,0.008708358,0.0021457672
215,281.5,7.45,216,5.6401324,2.008214,0.0028457642,-0.002681017,0.0053691864,0.004045725,0.013605714,0.008253217,0.0041521788,0.0055633783,0.0055943727,0.0042164326,0.005649805,0.004258275,0.0128849745,0.0028859377,0.0028543472
216,282.5,7.56,217,5.6436787,2.0228713,0.003546238,0.014657259,-0.002681017,0.0053691864,0.004045725,0.013605714,0.008253217,0.0041521788,0.0055633783,0.0055943727,0.0042164326,0.005649805,0.004258275,0.0128849745,0.0028457642
217,283.4,7.56,218,5.646859,2.0228713,0.0031805038,0.0,0.014657259,-0.002681017,0.0053691864,0.004045725,0.013605714,0.008253217,0.0041521788,0.0055633783,0.0055943727,0.0042164326,0.005649805,0.004258275,0.003546238
218,283.1,7.56,219,5.6458,2.0228713,-0.0010590553,0.0,0.0,0.014657259,-0.002681017,0.0053691864,0.004045725,0.013605714,0.008253217,0.0041521788,0.0055633783,0.0055943727,0.0042164326,0.005649805,0.0031805038
219,284.3,7.58,220,5.65003,2.0255132,0.0042300224,0.0026419163,0.0,0.0,0.014657259,-0.002681017,0.0053691864,0.004045725,0.013605714,0.008253217,0.0041521788,0.0055633783,0.0055943727,0.0042164326,-0.0010590553
220,287.1,7.64,221,5.6598306,2.0333977,0.009800434,0.007884502,0.0026419163,0.0,0.0,0.014657259,-0.002681017,0.0053691864,0.004045725,0.013605714,0.008253217,0.0041521788,0.0055633783,0.0055943727,0.0042300224
221,290.6,7.65,222,5.671948,2.0347056,0.012117386,0.0013079643,0.007884502,0.0026419163,0.0,0.0,0.014657259,-0.002681017,0.0053691864,0.004045725,0.013605714,0.008253217,0.0041521788,0.0055633783,0.009800434
222,292.2,7.68,223,5.6774387,2.0386195,0.00549078,0.0039138794,0.0013079643,0.007884502,0.0026419163,0.0,0.0,0.014657259,-0.002681017,0.0053691864,0.004045725,0.013605714,0.008253217,0.0041521788,0.012117386
223,292.8,7.7,224,5.6794896,2.0412202,0.0020508766,0.0026006699,0.0039138794,0.0013079643,0.007884502,0.0026419163,0.0,0.0,0.014657259,-0.002681017,0.0053691864,0.004045725,0.013605714,0.008253217,0.00549078
224,293.3,7.77,225,5.6811957,2.05027,0.0017061234,0.009049892,0.0026006699,0.0039138794,0.0013079643,0.007884502,0.0026419163,0.0,0.0,0.014657259,-0.002681017,0.0053691864,0.004045725,0.013605714,0.0020508766
225,294.1,7.8,226,5.68392,2.0541236,0.0027241707,0.0038535595,0.009049892,0.0026006699,0.0039138794,0.0013079643,0.007884502,0.0026419163,0.0,0.0,0.014657259,-0.002681017,0.0053691864,0.004045725,0.0017061234
226,293.6,7.82,227,5.6822186,2.0566845,-0.001701355,0.002560854,0.0038535595,0.009049892,0.0026006699,0.0039138794,0.0013079643,0.007884502,0.0026419163,0.0,0.0,0.014657259,-0.002681017,0.0053691864,0.0027241707
227,292.4,7.83,228,5.6781225,2.0579624,-0.004096031,0.0012779236,0.002560854,0.0038535595,0.009049892,0.0026006699,0.0039138794,0.0013079643,0.007884502,0.0026419163,0.0,0.0,0.014657259,-0.002681017,-0.001701355
228,293.1,7.92,229,5.680514,2.0693913,0.0023913383,0.011428833,0.0012779236,0.002560854,0.0038535595,0.009049892,0.0026006699,0.0039138794,0.0013079643,0.007884502,0.0026419163,0.0,0.0,0.014657259,-0.004096031
229,293.2,7.93,230,5.680855,2.070653,0.00034093857,0.0012617111,0.011428833,0.0012779236,0.002560854,0.0038535595,0.009049892,0.0026006699,0.0039138794,0.0013079643,0.007884502,0.0026419163,0.0,0.0,0.0023913383
230,293.4,7.91,231,5.6815367,2.0681279,0.00068187714,-0.0025250912,0.0012617111,0.011428833,0.0012779236,0.002560854,0.0038535595,0.009049892,0.0026006699,0.0039138794,0.0013079643,0.007884502,0.0026419163,0.0,0.00034093857
231,295.5,7.95,232,5.6886687,2.0731719,0.0071320534,0.0050439835,-0.0025250912,0.0012617111,0.011428833,0.0012779236,0.002560854,0.0038535595,0.009049892,0.0026006699,0.0039138794,0.0013079643,0.007884502,0.0026419163,0.00068187714
232,297.1,7.98,233,5.694069,2.0769384,0.005400181,0.0037665367,0.0050439835,-0.0025250912,0.0012617111,0.011428833,0.0012779236,0.002560854,0.0038535595,0.009049892,0.0026006699,0.0039138794,0.0013079643,0.007884502,0.0071320534
233,298.1,7.98,234,5.697429,2.0769384,0.0033602715,0.0,0.0037665367,0.0050439835,-0.0025250912,0.0012617111,0.011428833,0.0012779236,0.002560854,0.0038535595,0.009049892,0.0026006699,0.0039138794,0.0013079643,0.005400181
234,299.3,8.01,235,5.7014465,2.0806909,0.004017353,0.00375247,0.0,0.0037665367,0.0050439835,-0.0025250912,0.0012617111,0.011428833,0.0012779236,0.002560854,0.0038535595,0.009049892,0.0026006699,0.0039138794,0.0033602715
235,300.3,7.96,236,5.704782,2.074429,0.003335476,-0.0062618256,0.00375247,0.0,0.0037665367,0.0050439835,-0.0025250912,0.0012617111,0.011428833,0.0012779236,0.002560854,0.0038535595,0.009049892,0.0026006699,0.004017353
236,301.8,8.12,237,5.7097645,2.09433,0.0049824715,0.019901037,-0.0062618256,0.00375247,0.0,0.0037665367,0.0050439835,-0.0025250912,0.0012617111,0.011428833,0.0012779236,0.002560854,0.0038535595,0.009049892,0.003335476
