,female,phsrank,BA,AA,black,hispanic,id,exper,jc,univ,lwage,stotal,smcity,medcity,submed,lgcity,sublg,vlgcity,subvlg,ne,nc,south,totcoll
1015,0,21,0,0,0,0,11450.0,151,0.0,0.56666666,2.373376,-1.4027654,0,0,0,0,0,0,0,0,1,0,0.56666666
1016,0,47,0,0,0,0,11465.0,114,0.0,0.0,2.8332133,-0.8993762,0,0,0,0,0,0,0,0,1,0,0.0
1017,1,25,0,0,0,0,11505.0,135,0.0,0.0,1.9188228,0.0,0,0,0,0,0,0,0,0,0,0,0.0
1018,0,10,0,0,0,0,11509.0,133,0.0,0.0,2.0794415,0.4735034,1,0,0,0,0,0,0,0,1,0,0.0
1019,0,94,0,0,0,0,11525.0,163,0.0,0.0,2.2082744,0.49638474,0,0,0,0,0,0,0,0,0,1,0.0
1020,1,97,1,0,0,0,11539.0,126,0.0,5.2,2.3513753,0.42774075,0,0,0,0,0,0,0,0,0,0,5.2
1021,1,69,0,0,0,0,11559.0,104,0.0,0.0,1.5368668,-0.21293642,1,0,0,0,0,0,0,0,1,0,0.0
1022,1,62,0,0,0,0,11602.0,148,0.0,0.0,2.5533438,-0.052767128,0,0,0,0,0,0,0,0,1,0,0.0
1023,1,23,0,1,1,0,11624.0,70,2.3111084,0.0,1.446919,-2.981577,0,0,0,1,0,0,0,0,0,1,2.3111084
1024,0,55,1,0,1,0,11645.0,138,0.0,6.866667,2.766319,-0.57903767,0,0,0,1,0,0,0,0,1,0,6.866667
1025,0,63,0,0,0,0,11651.0,161,0.0,2.1277761,2.2137382,-0.35022438,0,0,0,0,0,0,0,0,1,0,2.1277761
1026,1,16,0,0,0,0,11659.0,75,0.0,0.0,1.6347482,-0.16717376,1,0,0,0,0,0,0,0,1,0,0.0
1027,0,79,1,0,0,0,11663.0,120,1.1777761,3.399996,2.669599,-0.007004474,0,0,0,0,1,0,0,0,1,0,4.577772
1028,0,54,0,0,0,1,11681.0,164,0.0,0.0,2.7080503,-2.0434427,1,0,0,0,0,0,0,0,0,0,0.0
1029,1,50,0,0,0,0,11713.0,156,0.0,0.0,1.9095426,-0.052767128,0,0,0,0,0,0,1,0,0,0,0.0
1030,1,58,0,0,0,0,11714.0,144,0.0,0.0,1.6389962,-1.8375107,0,0,0,0,0,0,0,0,1,0,0.0
1031,1,67,1,0,0,0,11716.0,120,0.33333334,3.8666618,1.5993869,0.8853673,0,0,0,1,0,0,0,0,1,0,4.199995
1032,1,58,0,0,1,0,11729.0,92,1.0666652,0.0,2.330756,-2.6383572,0,1,0,0,0,0,0,1,0,0,1.0666652
1033,1,34,0,0,0,0,11741.0,162,0.5,0.0,2.6026897,0.8853673,0,0,1,0,0,0,0,1,0,0,0.5
1034,0,72,0,0,0,0,11742.0,161,0.0,0.0,2.5389738,0.5421474,0,0,0,0,0,0,0,0,1,0,0.0
1035,1,50,0,1,0,0,11767.0,138,2.7,1.0666667,2.0692017,1.5260445,1,0,0,0,0,0,0,0,0,0,3.766667
1036,0,20,0,0,0,0,11776.0,157,0.0,0.13333334,2.4790556,-1.2654775,0,1,0,0,0,0,0,0,0,0,0.13333334
1037,1,23,0,0,0,0,11783.0,114,0.0,0.0,1.6800963,-1.2883588,0,0,0,0,0,0,0,0,0,1,0.0
1038,1,86,1,0,0,0,11798.0,113,0.0,4.3,2.4306757,1.5718071,1,0,0,0,0,0,0,0,1,0,4.3
1039,1,81,0,0,0,0,11805.0,56,0.0,2.0555532,1.8809903,-0.9451389,0,0,0,1,0,0,0,0,0,1,2.0555532
1040,1,98,0,0,0,0,11820.0,161,0.0,0.0,2.30807,1.3429939,0,0,0,0,0,0,0,0,1,0,0.0
1041,0,22,0,0,0,1,11841.0,166,1.6333333,0.0,2.6259851,-2.7070012,0,0,0,0,0,1,0,0,0,1,1.6333333
1042,0,38,1,0,1,0,11850.0,86,0.0,3.9666667,2.2955606,0.0,0,0,0,0,0,1,0,0,1,0,3.9666667
1043,1,50,0,0,0,0,11851.0,112,0.0,2.8888838,1.9021071,0.06163951,0,0,0,0,0,0,1,0,1,0,2.8888838
1044,1,92,0,0,0,0,11860.0,162,0.1,0.0,2.3978953,0.9997739,0,0,0,0,0,0,0,0,1,0,0.1
1045,0,94,1,0,0,0,11872.0,103,0.0,5.1666665,2.4361165,1.4802818,0,0,0,0,0,0,0,0,0,1,5.1666665
1046,1,29,0,0,0,0,11875.0,72,0.0,0.0,1.398129,0.0,0,0,0,0,0,0,0,0,1,0,0.0
1047,1,50,0,0,0,0,11889.0,126,0.0,0.0,2.2565413,0.015876854,0,0,0,0,0,0,1,0,0,1,0.0
1048,1,69,0,0,1,0,11895.0,106,0.0,0.0,1.9356298,-0.670563,0,0,0,1,0,0,0,0,0,1,0.0
1049,1,33,0,0,0,0,11913.0,121,0.0,0.0,1.3862944,-0.39598703,0,1,0,0,0,0,0,0,1,0,0.0
1050,1,68,0,0,1,0,11919.0,142,0.0,0.0,2.641198,0.08452084,0,0,0,0,0,0,0,0,0,1,0.0
1051,0,19,0,0,0,0,11944.0,123,0.0,0.0,2.4765384,-1.6086974,0,0,0,0,0,0,0,1,0,0,0.0
1052,0,17,0,0,0,0,11955.0,153,0.0,0.0,3.010424,0.2218088,0,0,0,0,0,0,0,0,0,0,0.0
1053,0,50,0,0,0,0,11959.0,147,0.0,0.0,2.3671236,-0.30446172,0,0,0,0,1,0,0,1,0,0,0.0
1054,1,11,0,0,0,0,11980.0,47,0.0,0.0,1.2947271,-2.4095438,1,0,0,0,0,0,0,0,0,1,0.0
1055,1,42,0,0,0,0,12001.0,49,0.0,0.0,1.9823796,-0.4417497,0,0,0,0,0,0,0,0,0,1,0.0
1056,0,84,1,0,1,0,12041.0,110,0.0,4.3333335,2.057565,-0.46463102,0,0,0,0,0,0,0,0,0,1,4.3333335
1057,1,40,0,0,1,0,12043.0,59,0.0,1.3333334,1.8384044,-0.8764949,0,1,0,0,0,0,0,0,1,0,1.3333334
1058,1,93,0,0,0,0,12058.0,85,0.0,4.2222166,2.9178221,0.0,1,0,0,0,0,0,0,0,0,1,4.2222166
1059,0,50,1,0,0,0,12061.0,109,0.0,4.8,3.2580965,1.0684179,1,0,0,0,0,0,0,0,0,1,4.8
1060,0,18,0,0,0,1,12063.0,158,0.18333334,0.0,2.7080503,-1.1510708,0,1,0,0,0,0,0,0,0,0,0.18333334
1061,0,57,0,0,0,0,12068.0,142,0.0,4.9833293,3.1208954,0.42774075,0,0,1,0,0,0,0,1,0,0,4.9833293
1062,0,82,0,0,0,0,12072.0,108,0.0,3.8,2.9957323,0.8396046,0,0,0,0,0,0,1,1,0,0,3.8
1063,0,3,0,0,0,0,12082.0,112,0.0,0.0,2.0668628,-1.6315787,0,1,0,0,0,0,0,0,1,0,0.0
1064,0,84,1,0,0,0,12096.0,143,0.0,4.8,3.2623184,0.0,1,0,0,0,0,0,0,1,0,0,4.8
1065,1,71,1,0,0,0,12119.0,141,0.0,4.0,2.2246234,-0.14429244,0,0,0,0,0,0,1,0,0,0,4.0
1066,1,31,0,0,0,0,12133.0,156,1.3666667,0.0,2.3513753,-0.55615634,0,0,0,1,0,0,0,0,0,0,1.3666667
1067,0,38,0,0,0,0,12145.0,106,0.0,0.0,1.9459101,-0.19005509,0,0,0,1,0,0,0,0,1,0,0.0
1068,1,64,1,0,0,0,12149.0,152,0.0,4.5666666,2.330756,1.0684179,1,0,0,0,0,0,0,1,0,0,4.5666666
1069,0,97,1,0,0,0,12161.0,147,0.0,5.3333335,2.4361165,1.2972312,1,0,0,0,0,0,0,0,0,0,5.3333335
1070,0,52,0,0,1,0,12189.0,159,0.0,0.0,2.1708803,-1.7459854,0,0,0,1,0,0,0,0,0,1,0.0
1071,1,50,0,0,0,0,12214.0,63,0.0,0.0,1.609438,0.4735034,0,1,0,0,0,0,0,0,0,1,0.0
1072,1,99,0,0,0,0,12230.0,120,0.0,6.2888837,2.0412202,0.93112993,0,0,0,0,0,1,0,0,1,0,6.2888837
1073,1,87,1,0,0,0,12239.0,150,0.0,4.0,2.1026087,1.0912993,0,0,0,0,1,0,0,1,0,0,4.0
1074,0,56,0,0,0,0,12286.0,144,0.0,0.0,2.0794415,0.3819781,1,0,0,0,0,0,0,1,0,0,0.0
1075,1,13,0,0,0,0,12301.0,72,0.0,0.0,2.014903,-1.723104,0,1,0,0,0,0,0,0,0,0,0.0
1076,0,1,0,0,0,0,12307.0,103,0.0,0.0,2.0918639,-2.272256,1,0,0,0,0,0,0,1,0,0,0.0
1077,1,89,1,0,0,0,12319.0,123,0.0,4.3333254,2.110983,0.26757145,0,0,0,0,1,0,0,0,0,1,4.3333254
1078,1,75,0,0,1,0,12344.0,166,0.0,0.0,2.3513753,0.29045278,0,0,0,0,0,1,0,0,0,1,0.0
1079,0,50,0,0,0,0,12354.0,142,0.0,0.0,2.7080503,0.15316482,0,1,0,0,0,0,0,0,0,0,0.0
1080,0,23,0,0,0,0,12388.0,152,0.0,0.0,2.125251,-0.73920697,1,0,0,0,0,0,0,0,0,1,0.0
1081,1,97,0,0,0,0,12389.0,90,0.0,7.5,1.3862944,1.6862137,0,0,0,1,0,0,0,0,0,0,7.5
1082,1,90,0,0,0,0,12394.0,99,0.0,5.977771,2.577757,0.65655404,0,1,0,0,0,0,0,0,0,1,5.977771
1083,0,33,1,0,0,0,12407.0,80,0.0,3.3333333,2.3739712,0.33621544,0,0,0,0,0,0,1,0,1,0,3.3333333
1084,1,8,0,1,0,0,12414.0,96,2.5666666,0.0,2.5649493,-1.1053082,0,0,0,0,0,0,0,1,0,0,2.5666666
1085,1,50,0,0,0,0,12417.0,107,0.0,0.0,1.9459101,-0.098529786,1,0,0,0,0,0,0,0,0,1,0.0
1086,0,98,0,0,0,0,12429.0,119,0.0,5.3333335,3.0910425,1.4116378,0,0,0,0,0,0,1,1,0,0,5.3333335
1087,1,77,0,0,0,0,12432.0,59,0.16666667,0.0,1.9809285,-0.533275,0,0,1,0,0,0,0,0,0,0,0.16666667
1088,0,11,0,0,0,1,12438.0,160,0.0,0.13333334,2.1280017,0.08452084,1,0,0,0,0,0,0,0,0,1,0.13333334
1089,1,88,0,0,0,0,12447.0,98,0.0,0.0,1.3217559,0.0,0,0,0,0,0,1,0,0,1,0,0.0
1090,1,52,0,0,1,0,12451.0,151,0.0,0.0,1.6465592,0.2218088,1,0,0,0,0,0,0,0,0,1,0.0
1091,0,59,0,0,0,0,12453.0,165,0.2,0.0,2.2854383,-0.71632564,1,0,0,0,0,0,0,0,1,0,0.2
1092,0,95,0,0,0,0,12471.0,129,0.0,7.222213,3.0726933,1.5946884,0,0,0,0,1,0,0,0,0,1,7.222213
1093,0,50,0,0,1,0,12474.0,86,0.0,0.0,1.609438,-1.7459854,0,1,0,0,0,0,0,0,0,1,0.0
1094,0,46,1,0,0,0,12487.0,154,2.0666635,3.3333323,2.4849067,0.26757145,0,0,0,0,0,0,0,0,0,0,5.399996
1095,0,67,0,0,0,0,12516.0,72,2.4333334,3.7,2.1929593,0.65655404,0,0,0,0,0,1,0,1,0,0,6.133333
1096,1,59,0,0,0,0,12522.0,145,0.1,0.0,2.1690538,-0.48751235,0,1,0,0,0,0,0,0,1,0,0.1
1097,1,56,1,0,0,0,12528.0,56,0.44444376,4.177771,1.9616585,0.42774075,0,0,0,0,0,0,0,0,0,0,4.622215
1098,0,21,0,0,0,0,12551.0,143,0.0,0.0,2.8424761,0.0,0,0,0,0,0,1,0,0,1,0,0.0
1099,0,88,0,0,0,0,12562.0,120,0.0,7.5,3.5457788,1.3429939,1,0,0,0,0,0,0,1,0,0,7.5
1100,0,83,0,0,0,0,12567.0,151,0.0,0.22222188,2.1972246,0.7023167,0,0,0,1,0,0,0,0,0,1,0.22222188
1101,1,80,1,0,1,0,12585.0,156,0.0,4.3333335,2.1035566,0.45062208,0,0,0,0,0,0,0,0,0,1,4.3333335
1102,0,97,1,0,0,0,12596.0,140,0.0,4.133333,2.823882,1.6175698,0,0,0,1,0,0,0,0,1,0,4.133333
1103,0,52,0,0,1,0,12620.0,166,0.0,0.0,1.8460901,-1.0366642,0,0,0,0,0,0,0,0,0,1,0.0
1104,0,1,0,0,0,1,12644.0,134,0.0,0.0,1.609438,-2.6841197,0,0,1,0,0,0,0,0,0,1,0.0
1105,1,74,1,0,0,0,12660.0,139,0.0,3.8333333,2.4471662,1.137062,0,0,0,0,0,0,1,0,0,1,3.8333333
1106,0,15,0,0,0,0,12667.0,81,0.4,0.0,2.7727137,-0.2815804,0,0,0,0,1,0,0,0,0,1,0.4
1107,0,42,1,0,0,0,12684.0,161,0.0,4.366667,2.1594844,0.5650287,0,0,0,0,0,0,1,0,0,1,4.366667
1108,0,28,0,0,0,0,12686.0,105,3.5333292,0.0,1.6863985,-1.0366642,0,0,0,0,1,0,0,0,1,0,3.5333292
1109,1,34,1,0,0,0,12699.0,91,0.0,4.133327,1.6479478,-0.14429244,0,0,0,1,0,0,0,0,0,0,4.133327
1110,1,5,0,0,0,0,12701.0,61,0.0,0.0,2.0706728,-0.6248003,1,0,0,0,0,0,0,0,1,0,0.0
1111,1,70,1,0,0,0,12706.0,79,0.0,4.55555,2.2491844,0.19892748,0,0,0,1,0,0,0,0,0,0,4.55555
1112,0,75,1,0,0,0,12712.0,126,0.0,4.366667,2.9957323,0.17604615,1,0,0,0,0,0,0,1,0,0,4.366667
1113,0,25,1,0,0,0,12725.0,129,0.0,2.6666667,2.1471,-0.8307323,1,0,0,0,0,0,0,0,1,0,2.6666667
1114,1,87,1,0,0,0,12726.0,119,0.0,5.1,2.5217206,1.1599432,0,0,1,0,0,0,0,1,0,0,5.1
1115,0,4,0,0,0,0,12745.0,76,0.0,0.0,2.0737062,-0.8764949,1,0,0,0,0,0,0,1,0,0,0.0
1116,1,99,1,0,0,0,12762.0,108,0.0,6.6888833,1.8405495,1.6633325,0,0,0,1,0,0,0,0,0,0,6.6888833
1117,1,99,1,0,0,0,12765.0,61,0.1,4.266667,2.124799,1.4116378,1,0,0,0,0,0,0,0,0,0,4.366667
1118,0,92,0,0,0,0,12775.0,138,0.0,7.5,2.7725887,1.1141806,0,0,0,1,0,0,0,0,0,1,7.5
1119,1,68,0,0,0,0,12785.0,107,0.0,5.233333,2.0281482,-0.14429244,0,0,0,0,0,0,0,0,1,0,5.233333
1120,0,10,0,0,0,0,12796.0,158,0.0,0.0,2.788102,0.0,0,0,0,0,0,1,0,0,1,0,0.0
1121,0,62,1,0,0,0,12833.0,144,0.1,4.266667,2.8045719,0.5421474,1,0,0,0,0,0,0,0,0,1,4.366667
1122,1,72,1,0,0,0,12840.0,134,0.0,5.9,2.1142654,0.51926607,1,0,0,0,0,0,0,1,0,0,5.9
1123,1,97,0,0,0,0,12849.0,42,0.0,0.0,2.248518,1.7090951,1,0,0,0,0,0,0,1,0,0,0.0
1124,0,31,0,0,0,0,12852.0,139,0.0,5.8666625,2.1202636,0.08452084,1,0,0,0,0,0,0,0,0,1,5.8666625
1125,1,86,0,0,0,0,12867.0,19,0.0,0.0,1.7244458,-0.19005509,1,0,0,0,0,0,0,0,1,0,0.0
1126,1,84,0,0,0,1,12897.0,127,0.0,0.0,2.5474315,0.45062208,0,0,0,1,0,0,0,0,0,0,0.0
1127,0,98,1,0,0,0,12900.0,120,0.0,5.2,2.7932081,1.4574004,1,0,0,0,0,0,0,0,1,0,5.2
1128,1,55,0,0,0,0,12903.0,134,0.0,0.0,1.7286537,0.9082486,0,1,0,0,0,0,0,0,1,0,0.0
1129,0,73,1,0,0,0,12915.0,113,0.0,4.4333334,2.744418,0.0,0,1,0,0,0,0,0,1,0,0,4.4333334
1130,0,39,0,0,0,0,12918.0,89,0.0,0.0,2.014903,0.15316482,0,0,0,0,0,0,0,0,0,0,0.0
1131,1,18,1,0,0,0,12924.0,128,0.0,4.2,2.4159138,0.3133341,0,0,1,0,0,0,0,1,0,0,4.2
1132,1,45,0,0,1,0,12928.0,150,0.0,0.0,2.111424,-2.3866625,1,0,0,0,0,0,0,0,0,1,0.0
1133,0,42,0,0,0,0,12929.0,113,0.0,0.0,2.3978953,-0.92225754,0,0,0,0,0,1,0,0,0,1,0.0
1134,0,48,0,0,0,0,12935.0,87,0.0,0.0,2.367436,0.45062208,0,0,0,0,1,0,0,0,1,0,0.0
1135,0,58,0,0,0,0,12943.0,113,0.0,0.0,1.609438,0.33621544,0,0,0,0,0,0,0,1,0,0,0.0
1136,0,9,0,0,0,0,12954.0,105,0.0,1.9,1.2527629,-0.6934443,0,0,0,0,1,0,0,0,1,0,1.9
1137,0,42,0,0,0,0,12961.0,163,0.3,0.0,2.4459553,0.0,1,0,0,0,0,0,0,0,0,0,0.3
1138,1,37,0,0,1,0,12970.0,155,0.0,0.0,2.0202222,-1.1510708,0,0,0,0,0,0,0,0,0,1,0.0
1139,0,54,0,0,0,0,12978.0,166,0.0,0.0,2.5649493,0.19892748,0,0,0,0,0,0,0,0,0,0,0.0
1140,0,8,0,0,0,1,12985.0,154,0.0,3.7666667,0.8989992,-0.41886836,1,0,0,0,0,0,0,0,0,1,3.7666667
1141,1,32,0,0,0,1,12996.0,82,0.0,0.0,1.5907894,-0.80785096,0,0,0,1,0,0,0,0,0,1,0.0
1142,1,50,0,0,1,0,13013.0,132,0.0,0.0,1.8017098,-0.5103937,0,0,0,0,0,1,0,0,0,1,0.0
1143,1,82,0,1,0,0,13014.0,98,1.1111094,0.0,2.1973495,-0.098529786,0,0,0,0,0,0,1,1,0,0,1.1111094
1144,1,95,0,0,0,0,13024.0,109,0.0,0.0,1.6486586,0.4735034,0,1,0,0,0,0,0,1,0,0,0.0
1145,1,51,0,0,0,0,13043.0,86,0.1,0.0,2.4918864,-0.8764949,0,0,1,0,0,0,0,1,0,0,0.1
1146,1,19,0,0,0,0,13058.0,96,0.1,0.0,1.4825203,-0.052767128,1,0,0,0,0,0,0,0,1,0,0.1
1147,0,39,0,0,0,0,13071.0,156,0.0,3.5333292,2.9678469,-0.0298858,0,0,0,0,0,0,0,0,1,0,3.5333292
1148,0,51,0,0,0,0,13074.0,144,1.6333333,0.0,2.7265446,0.42774075,0,0,0,1,0,0,0,0,0,0,1.6333333
1149,0,42,0,0,0,0,13118.0,162,0.0,0.0,2.7725887,-1.6544601,0,1,0,0,0,0,0,0,1,0,0.0
1150,0,76,0,0,0,0,13123.0,113,0.0,5.7111044,2.7880929,0.8167233,0,0,1,0,0,0,0,1,0,0,5.7111044
1151,1,48,0,0,0,1,13139.0,80,0.0,0.0,1.9810015,-0.32734305,0,0,0,0,0,1,0,0,0,1,0.0
1152,1,66,1,0,0,0,13141.0,86,0.0,4.8444395,1.9843881,0.93112993,1,0,0,0,0,0,0,0,1,0,4.8444395
1153,0,51,1,0,1,0,13158.0,81,0.0,4.6222186,1.9809285,-0.48751235,1,0,0,0,0,0,0,0,0,1,4.6222186
1154,0,61,1,0,0,0,13171.0,129,0.0,3.8099976,2.4056334,0.10740216,0,0,0,0,0,0,0,0,1,0,3.8099976
1155,1,47,0,0,0,0,13174.0,133,0.0,0.0,2.0949457,1.3429939,0,0,0,0,1,0,0,0,0,1,0.0
1156,0,47,0,0,0,0,13179.0,161,0.0,0.0,2.098018,-1.1739522,0,0,0,0,0,0,0,1,0,0,0.0
1157,0,28,0,0,0,0,13186.0,85,0.0,0.0,2.9349196,-0.48751235,0,0,0,0,0,0,0,0,1,0,0.0
1158,0,56,0,0,1,0,13189.0,86,0.0,0.0,1.609438,-0.12141111,1,0,0,0,0,0,0,0,0,1,0.0
1159,0,1,1,0,0,0,13190.0,118,0.0,4.133327,2.6567569,0.51926607,0,0,0,0,0,0,0,0,0,1,4.133327
1160,0,58,0,0,0,0,13215.0,98,0.0,7.5,3.068053,-0.55615634,0,1,0,0,0,0,0,0,1,0,7.5
1161,1,20,0,0,0,0,13224.0,137,0.0,0.0,1.4420643,-0.8536136,0,0,0,0,0,0,0,1,0,0,0.0
1162,0,68,1,0,0,0,13227.0,118,0.0,4.133333,2.418767,1.1599432,1,0,0,0,0,0,0,1,0,0,4.133333
1163,1,95,1,0,1,0,13232.0,116,0.0,6.4222126,1.9906104,0.95401126,1,0,0,0,0,0,0,0,0,1,6.4222126
1164,0,66,1,0,0,0,13234.0,147,0.0,4.133333,2.856896,0.08452084,0,0,0,0,0,0,1,1,0,0,4.133333
1165,0,62,0,0,0,0,13263.0,148,0.0,0.0,2.6006062,0.45062208,0,1,0,0,0,0,0,0,1,0,0.0
1166,0,78,1,0,0,0,13279.0,134,0.0,4.7,2.29243,-0.098529786,1,0,0,0,0,0,0,0,0,1,4.7
1167,1,50,0,0,0,0,13286.0,165,0.3,0.0,2.0794415,-2.4095438,0,0,0,0,0,0,0,0,0,1,0.3
1168,1,4,0,0,0,0,13291.0,142,0.0,0.0,2.3025851,0.0,1,0,0,0,0,0,0,0,0,0,0.0
1169,0,46,1,0,1,0,13293.0,122,0.0,4.4,2.1587734,-1.5400534,0,0,0,0,0,1,0,0,0,1,4.4
1170,0,88,1,0,0,0,13298.0,123,0.0,4.4,2.9311938,1.4802818,1,0,0,0,0,0,0,0,0,1,4.4
1171,0,50,0,0,0,0,13299.0,163,0.46666667,0.0,2.6703098,-2.2264931,0,0,0,1,0,0,0,0,0,0,0.46666667
1172,1,50,0,0,0,1,13318.0,70,0.0,0.0,2.519998,0.0,0,0,0,1,0,0,0,1,0,0,0.0
1173,0,9,1,0,0,0,13332.0,96,0.0,4.2666626,2.059239,0.17604615,1,0,0,0,0,0,0,0,0,0,4.2666626
1174,0,18,1,0,0,0,13343.0,146,0.0,4.4333334,2.9683332,0.35909677,0,0,0,1,0,0,0,1,0,0,4.4333334
1175,1,95,1,0,0,0,13354.0,121,0.0,7.4666667,3.1780539,1.8006204,0,1,0,0,0,0,0,1,0,0,7.4666667
1176,1,8,0,0,1,0,13355.0,158,0.1,0.0,1.9120678,-0.73920697,0,1,0,0,0,0,0,0,1,0,0.1
1177,1,71,0,0,0,0,13373.0,159,0.2,0.0,2.5839975,1.3429939,0,0,0,0,1,0,0,1,0,0,0.2
1178,1,76,0,0,0,0,13389.0,115,0.0,0.0,1.9459101,-0.7849696,0,0,0,0,0,0,0,0,1,0,0.0
1179,0,17,0,0,0,1,13390.0,164,0.1,0.0,2.6390574,-0.8307323,0,1,0,0,0,0,0,0,0,0,0.1
1180,1,50,0,0,0,0,13393.0,53,0.0,0.0,1.3862944,-0.9451389,0,0,0,0,0,0,0,0,0,1,0.0
1181,1,47,0,0,1,0,13396.0,90,0.0,0.0,1.7833908,-1.6315787,0,0,0,0,0,0,0,0,0,1,0.0
1182,1,76,0,0,0,0,13397.0,21,0.0,0.0,2.0347054,-0.32734305,0,0,0,0,0,0,0,0,1,0,0.0
1183,0,42,1,0,0,0,13426.0,123,0.0,4.4333334,2.0306513,0.65655404,1,0,0,0,0,0,0,1,0,0,4.4333334
1184,1,55,0,0,0,0,13435.0,152,0.0,2.5666666,2.1888356,-0.052767128,0,1,0,0,0,0,0,0,1,0,2.5666666
1185,1,30,1,0,0,0,13449.0,119,0.0,4.133333,2.2335923,0.5421474,0,1,0,0,0,0,0,0,1,0,4.133333
1186,1,87,1,0,0,0,13473.0,156,0.0,4.1666665,2.662963,0.93112993,0,0,0,1,0,0,0,1,0,0,4.1666665
1187,1,81,0,0,0,0,13484.0,140,2.3666666,3.1333334,2.3978953,0.6336727,1,0,0,0,0,0,0,0,0,0,5.5
1188,1,73,1,0,0,0,13490.0,119,0.0,7.355554,2.0794415,-0.670563,0,1,0,0,0,0,0,0,1,0,7.355554
1189,1,58,0,0,1,0,13491.0,109,0.0,0.96666664,1.8869647,0.08452084,1,0,0,0,0,0,0,0,0,1,0.96666664
1190,0,12,0,0,0,0,13494.0,157,0.0,0.0,2.7080503,0.9997739,0,0,0,0,0,0,1,0,1,0,0.0
1191,1,91,0,1,0,0,13496.0,37,2.5333333,0.0,1.2877814,0.26757145,0,0,0,1,0,0,0,1,0,0,2.5333333
1192,1,98,1,0,0,0,13508.0,126,0.0,4.644438,3.218876,1.137062,1,0,0,0,0,0,0,0,1,0,4.644438
1193,0,62,0,0,0,0,13510.0,128,0.0,3.9111054,2.0476928,0.7023167,0,0,0,0,1,0,0,0,1,0,3.9111054
1194,0,15,0,0,0,0,13525.0,152,0.0,0.0,3.171784,0.0,0,0,0,0,0,0,0,0,0,0,0.0
1195,1,32,1,0,1,0,13526.0,126,0.0,4.8333335,2.3566523,-0.80785096,0,0,0,0,0,1,0,0,0,1,4.8333335
1196,0,30,0,0,0,0,13533.0,99,0.0,0.0,1.658228,-2.1578493,1,0,0,0,0,0,0,0,1,0,0.0
1197,1,81,1,0,0,0,13538.0,89,2.3333333,3.9333334,1.5665295,1.0912993,0,0,0,1,0,0,0,0,0,1,6.2666664
1198,1,92,1,0,0,0,13545.0,154,0.0,3.5,2.5649493,0.8396046,0,0,0,1,0,0,0,0,0,1,3.5
1199,1,50,1,0,0,0,13546.0,70,0.0,7.5,2.1690538,0.33621544,1,0,0,0,0,0,0,0,0,1,7.5
1200,0,55,0,1,0,0,13554.0,151,3.8333333,0.5,2.7725887,1.1141806,0,0,0,0,0,0,1,1,0,0,4.333333
1201,0,49,0,0,0,0,13580.0,150,0.0,0.0,2.3693082,-1.0366642,0,1,0,0,0,0,0,1,0,0,0.0
1202,1,33,0,0,0,0,13587.0,106,0.0,0.0,1.7816042,-1.9061546,0,1,0,0,0,0,0,0,0,1,0.0
1203,1,56,0,0,0,0,13595.0,108,0.0,0.0,1.5109249,-0.14429244,0,0,0,0,0,0,0,1,0,0,0.0
1204,0,48,0,0,0,0,13599.0,164,0.0,0.0,2.5787,-1.1739522,0,0,1,0,0,0,0,0,0,0,0.0
1205,0,43,0,0,0,0,13605.0,152,0.0,0.9111099,1.9420586,-0.098529786,1,0,0,0,0,0,0,0,0,1,0.9111099
1206,0,89,1,0,0,0,13608.0,128,0.0,5.0666666,2.9481041,1.3429939,1,0,0,0,0,0,0,0,1,0,5.0666666
1207,1,54,0,1,0,0,13610.0,141,2.1666667,1.9,2.5257287,-0.41886836,0,1,0,0,0,0,0,0,0,1,4.0666666
1208,1,93,0,0,0,0,13613.0,166,0.0,0.0,2.2731564,-1.0595455,0,0,0,1,0,0,0,0,1,0,0.0
1209,1,57,0,0,0,0,13657.0,132,0.93333334,0.33333233,0.9548006,-0.3731057,1,0,0,0,0,0,0,0,1,0,1.2666657
1210,1,89,0,0,0,0,13674.0,98,0.0,0.08888874,2.7303941,0.0,0,0,0,0,0,1,0,0,1,0,0.08888874
1211,1,43,0,0,1,0,13680.0,151,0.0,0.0,2.1041338,-0.8536136,0,0,0,1,0,0,0,0,1,0,0.0
1212,0,90,0,1,0,0,13689.0,162,2.0666666,0.0,2.3566523,-0.07564846,1,0,0,0,0,0,0,1,0,0,2.0666666
1213,0,52,1,0,1,0,13690.0,120,0.0,4.6833334,3.4011974,0.13028349,0,0,0,0,0,1,0,0,0,0,4.6833334
1214,1,40,0,1,0,0,13692.0,73,2.4,0.0,1.7577848,-1.0595455,0,1,0,0,0,0,0,1,0,0,2.4
1215,1,35,1,0,0,0,13703.0,91,0.0,3.899996,2.5093884,0.0,0,0,0,0,1,0,0,0,1,0,3.899996
1216,1,63,0,0,0,0,13704.0,160,0.13333334,0.0,2.4744353,0.72519803,0,0,0,1,0,0,0,0,0,1,0.13333334
1217,0,24,0,0,0,0,13713.0,157,0.0,0.0,2.7725887,0.08452084,0,0,0,0,1,0,0,0,0,0,0.0
1218,1,17,0,0,1,0,13735.0,166,0.0,0.0,2.011564,-2.1807306,0,0,0,0,0,0,0,0,0,1,0.0
1219,1,80,0,0,1,0,13758.0,109,0.56666666,0.0,1.8287863,-1.7459854,0,1,0,0,0,0,0,0,0,0,0.56666666
