,dcode,bcode,math4,read4,enroll,exppp,free,reduced,lunch,medinc,totchild,married,single,pctsgle,zipcode,lenroll,lexppp,lmedinc
198,63300,946,89.1,81.8,406,4315.54,8.4,2.0,10.4,72554,3864,3379,485,12.551759,48386,6.0063534,8.369978,11.192086
199,63290,1420,77.6,72.9,446,5980.6,3.1,1.6,4.7,69181,4900,4130,770,15.714286,48390,6.100319,8.696277,11.144482
200,63290,889,91.5,69.0,436,5543.03,3.9,3.7,7.6,69181,4900,4130,770,15.714286,48390,6.0776424,8.6202965,11.144482
201,63290,2809,93.0,80.8,434,6566.75,0.2,1.2,1.4,69181,4900,4130,770,15.714286,48390,6.0730443,8.789774,11.144482
202,63290,4341,78.1,67.2,436,5706.25,12.6,5.5,18.1,69181,4900,4130,770,15.714286,48390,6.0776424,8.649318,11.144482
203,63290,5706,82.4,79.7,535,5241.78,5.0,2.4,7.4,61250,3933,3063,870,22.12052,48393,6.2822666,8.564416,11.022719
204,63210,1699,77.4,39.6,389,4365.29,18.3,10.0,28.3,60936,4817,4056,761,15.798214,48442,5.963579,8.38144,11.017579
205,63210,2976,69.1,44.4,541,4223.75,16.3,7.4,23.7,60936,4817,4056,761,15.798214,48442,6.2934194,8.348478,11.017579
206,63210,8497,68.3,48.3,500,3622.06,9.6,4.8,14.4,60936,4817,4056,761,15.798214,48442,6.214608,8.194798,11.017579
207,63180,262,94.5,81.3,422,4207.36,5.5,5.0,10.5,81196,3675,3196,479,13.034013,48462,6.0450053,8.34459,11.304622
208,63180,5846,91.0,69.0,558,3988.39,10.6,5.2,15.8,81196,3675,3196,479,13.034013,48462,6.324359,8.291142,11.304622
209,63180,5180,93.2,71.2,369,4038.07,12.2,3.3,15.5,81196,3675,3196,479,13.034013,48462,5.9107966,8.303522,11.304622
210,38090,302,69.4,40.3,406,3805.5,19.2,8.4,27.6,54146,9573,7353,2220,23.190222,49201,6.0063534,8.244203,10.89944
211,38170,66,50.0,33.3,417,4987.81,79.4,12.0,91.4,54146,9573,7353,2220,23.190222,49201,6.0330863,8.514752,10.89944
212,38170,914,63.6,50.0,309,4907.41,40.1,9.7,49.8,54146,9573,7353,2220,23.190222,49201,5.733341,8.498502,10.89944
213,38090,989,51.7,37.9,364,4757.82,39.3,6.6,45.9,39536,4805,2718,2087,43.43392,49202,5.897154,8.467545,10.584967
214,38170,1793,76.7,36.2,616,5830.3,70.8,10.4,81.2,39536,4805,2718,2087,43.43392,49202,6.423247,8.670824,10.584967
215,38170,5802,56.0,33.3,760,4812.44,73.4,10.8,84.2,39536,4805,2718,2087,43.43392,49202,6.6333184,8.478959,10.584967
216,38140,6116,73.0,55.4,605,4049.48,21.5,6.9,28.4,39536,4805,2718,2087,43.43392,49202,6.4052286,8.306344,10.584967
217,38170,1334,66.3,47.3,830,4821.26,61.7,9.2,70.9,47305,9851,6374,3477,35.29591,49203,6.7214255,8.48079,10.764371
218,38170,2471,54.5,30.3,210,5421.55,88.1,9.5,97.6,47305,9851,6374,3477,35.29591,49203,5.3471074,8.598137,10.764371
219,38020,1254,74.3,47.6,678,4064.82,24.2,7.4,31.6,47305,9851,6374,3477,35.29591,49203,6.5191474,8.310124,10.764371
220,38040,412,69.8,67.4,478,3869.58,14.2,5.4,19.6,57266,2023,1620,403,19.92091,49230,6.1696105,8.260901,10.955462
221,38040,578,72.7,53.0,395,4455.49,12.2,5.3,17.5,45278,343,282,61,17.784258,49233,5.9788857,8.401893,10.720576
222,38080,767,68.1,44.9,453,3736.43,15.0,12.1,27.1,54491,827,688,139,16.80774,49237,6.115892,8.225886,10.905791
223,38050,1382,63.5,48.6,524,3966.26,8.4,3.4,11.8,63770,1675,1479,196,11.701492,49240,6.261492,8.285579,11.063038
224,38120,3138,51.9,35.6,520,4104.29,24.8,10.2,35.0,47727,778,606,172,22.10797,49254,6.253829,8.319788,10.7732525
225,38010,2965,81.6,61.2,404,3379.16,13.9,7.7,21.6,52892,1834,1459,375,20.44711,49269,6.001415,8.125382,10.876007
226,38010,236,94.2,84.6,367,3973.37,25.1,9.3,34.4,59479,594,490,104,17.508417,49283,5.9053617,8.28737,10.993379
227,38010,4352,75.9,58.5,403,3471.11,20.8,5.5,26.3,59479,594,490,104,17.508417,49283,5.9989367,8.152229,10.993379
228,38150,3573,80.0,56.0,494,3967.85,32.2,9.7,41.9,44943,723,544,179,24.757954,49284,6.2025356,8.285979,10.71315
