,emp232,wage232,emp236,wage236,emp234,wage234,emp314,wage314,emp228,wage228,emp233,wage233,emp394,wage394,emp231,wage231,emp226,wage226,emp387,wage387,emp056,wage056,unem,cpi,minwage,lemp232,lwage232,gemp232,gwage232,lminwage,gmwage,gmwage_1,gmwage_2,gmwage_3,gmwage_4,gmwage_5,gmwage_6,gmwage_7,gmwage_8,gmwage_9,gmwage_10,gmwage_11,gmwage_12,lemp236,gcpi,lcpi,lwage236,gemp236,gwage236,lemp234,lwage234,gemp234,gwage234,lemp314,lwage314,gemp314,gwage314,t
149,298.4,1.29,78.1,1.43,116.2,1.42,250.8,1.55,109.7,1.48,348.1,1.69,101.2,1.68,120.6,1.75,77.7,1.74,28.6,1.94,619.0,1.45,3.3,29.1,1.0,5.698435,0.2546422,0.01996994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3579903,0.0034425259,3.3707383,0.35767442,0.059345245,0.0070175827,4.755313,0.35065684,0.012121201,-0.0070175827,5.524656,0.4382549,0.025031567,0.0,150
150,296.4,1.29,75.6,1.44,113.5,1.41,250.9,1.54,108.8,1.47,358.9,1.76,99.9,1.68,110.8,1.71,76.8,1.71,28.4,1.92,589.1,1.43,3.4,29.2,1.0,5.69171,0.2546422,-0.0067248344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.325456,0.0034303665,3.3741686,0.36464316,-0.032534122,0.0069687366,4.731803,0.3435897,-0.02350998,-0.007067144,5.5250545,0.4317824,0.00039863586,-0.006472498,151
151,306.5,1.29,77.9,1.44,120.0,1.41,251.9,1.55,109.4,1.48,382.1,1.79,107.2,1.68,120.2,1.76,77.6,1.74,29.3,1.93,586.8,1.41,3.5,29.2,1.0,5.725218,0.2546422,0.033507824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.355426,0.0,3.3741686,0.36464316,0.029969692,0.0,4.787492,0.3435897,0.055688858,0.0,5.529032,0.4382549,0.0039777756,0.006472498,152
152,309.1,1.32,76.9,1.44,122.7,1.42,247.4,1.55,109.6,1.48,378.2,1.79,112.6,1.71,120.4,1.77,78.1,1.74,30.6,1.96,620.2,1.45,3.5,29.3,1.0,5.733665,0.2776318,0.00844717,0.0229896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.342506,0.0034189224,3.3775876,0.36464316,-0.012919903,0.0,4.8097425,0.35065684,0.022250652,0.007067144,5.5110064,0.4382549,-0.018025875,0.0,153
153,309.0,1.32,75.3,1.43,124.7,1.43,243.3,1.55,108.2,1.48,363.2,1.75,113.3,1.7,120.1,1.76,77.9,1.75,31.0,1.97,639.2,1.44,3.3,29.4,1.0,5.733341,0.2776318,-0.00032377243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3214803,0.0034070015,3.3809946,0.35767442,-0.021025658,-0.0069687366,4.825911,0.35767442,0.016168594,0.0070175827,5.494295,0.4382549,-0.016711235,0.0,154
154,309.4,1.32,75.9,1.41,124.8,1.44,245.0,1.56,106.8,1.48,380.3,1.76,108.3,1.71,120.7,1.78,78.3,1.75,30.2,1.97,653.5,1.45,4.2,29.4,1.0,5.734635,0.2776318,0.0012936592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3294168,0.0,3.3809946,0.3435897,0.007936478,-0.014084727,4.8267126,0.36464316,0.00080156326,0.0069687366,5.5012584,0.4446858,0.006963253,0.006430894,155
155,305.3,1.32,75.0,1.41,121.2,1.42,248.0,1.56,105.9,1.48,380.8,1.77,91.3,1.75,120.5,1.76,78.4,1.76,29.8,1.98,768.3,1.46,4.0,29.4,1.0,5.721295,0.2776318,-0.013339996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.317488,0.0,3.3809946,0.3435897,-0.011928558,0.0,4.797442,0.35065684,-0.029270649,-0.013986319,5.5134287,0.4446858,0.012170315,0.0,156
156,301.8,1.33,77.4,1.44,117.9,1.43,248.5,1.58,105.3,1.49,377.2,1.77,82.4,1.77,119.7,1.77,78.6,1.75,29.3,1.98,619.3,1.47,5.0,29.3,1.0,5.7097645,0.285179,-0.011530399,0.0075471997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3489866,-0.0034070015,3.3775876,0.36464316,0.031498432,0.021053463,4.769837,0.35767442,-0.027605057,0.0070175827,5.515443,0.45742488,0.0020141602,0.012739092,157
157,304.1,1.33,79.1,1.46,119.8,1.43,246.5,1.59,104.7,1.49,388.9,1.79,86.3,1.77,120.0,1.78,78.8,1.75,29.4,1.98,593.3,1.44,4.6,29.4,1.0,5.7173567,0.285179,0.0075922012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3707128,0.0034070015,3.3809946,0.37843648,0.021726131,0.013793319,4.785824,0.35767442,0.01598692,0.0,5.507362,0.46373403,-0.008080959,0.0063091516,158
158,305.9,1.34,79.3,1.47,120.5,1.44,245.2,1.59,104.7,1.5,392.8,1.76,91.0,1.77,120.0,1.79,78.1,1.77,28.9,1.97,592.4,1.43,5.0,29.4,1.0,5.723258,0.29266962,0.0059013367,0.007490635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.373238,0.0,3.3809946,0.38526243,0.0025253296,0.0068259537,4.79165,0.36464316,0.0058259964,0.0069687366,5.5020742,0.46373403,-0.0052876472,0.0,159
159,304.7,1.32,73.0,1.43,118.9,1.44,238.6,1.6,104.2,1.5,362.9,1.71,97.0,1.76,119.5,1.77,78.3,1.77,28.3,1.97,701.8,1.48,4.1,29.5,1.0,5.719328,0.2776318,-0.003930092,-0.015037835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2904596,0.0033957958,3.3843904,0.35767442,-0.082778454,-0.02758801,4.7782826,0.36464316,-0.013367176,0.0,5.4747887,0.47000363,-0.027285576,0.006269604,160
160,307.8,1.32,76.3,1.45,117.3,1.46,237.2,1.6,104.1,1.52,357.0,1.71,102.7,1.77,120.1,1.79,78.2,1.78,27.4,1.98,638.9,1.47,3.6,29.5,1.0,5.72945,0.2776318,0.010122299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.334673,0.0,3.3843904,0.37156358,0.044213295,0.013889164,4.7647347,0.37843648,-0.013547897,0.013793319,5.4689035,0.47000363,-0.005885124,0.0,161
161,310.6,1.33,79.8,1.46,116.9,1.44,243.8,1.6,105.0,1.52,353.3,1.71,109.1,1.74,121.1,1.9,78.1,1.8,27.6,1.99,636.6,1.47,3.5,29.6,1.0,5.738506,0.285179,0.0090556145,0.0075471997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3795238,0.0033841133,3.3877745,0.37843648,0.044850826,0.0068728924,4.7613187,0.36464316,-0.0034160614,-0.013793319,5.4963484,0.47000363,0.02744484,0.0,162
162,301.4,1.33,78.1,1.47,111.1,1.43,244.5,1.59,101.7,1.51,360.7,1.77,103.8,1.74,114.4,1.85,76.7,1.77,26.0,1.99,604.0,1.44,3.8,29.6,1.0,5.7084384,0.285179,-0.030067444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3579903,0.0,3.3877745,0.38526243,-0.02153349,0.0068259537,4.7104306,0.35767442,-0.05088806,-0.0069687366,5.499215,0.46373403,0.002866745,-0.006269604,163
163,311.6,1.34,79.0,1.47,118.0,1.44,248.4,1.59,103.1,1.5,385.2,1.8,110.3,1.74,122.0,1.92,76.4,1.77,27.9,1.98,595.1,1.44,3.9,29.6,1.0,5.74172,0.29266962,0.033281803,0.007490635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3694477,0.0,3.3877745,0.38526243,0.011457443,0.0,4.7706847,0.36464316,0.060254097,0.0069687366,5.5150404,0.46373403,0.015825272,0.0,164
164,309.0,1.34,76.3,1.48,118.8,1.45,241.0,1.59,100.9,1.49,376.5,1.81,113.6,1.74,121.0,1.91,75.7,1.78,28.5,1.98,628.8,1.47,3.6,29.6,1.0,5.733341,0.29266962,-0.008378983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.334673,0.0,3.3877745,0.3920421,-0.03477478,0.0067796707,4.7774415,0.37156358,0.0067567825,0.006920427,5.484797,0.46373403,-0.030243397,0.0,165
165,302.5,1.35,75.9,1.47,119.9,1.46,237.0,1.6,99.8,1.49,364.3,1.82,112.2,1.74,120.2,1.92,75.6,1.8,27.2,1.94,643.3,1.48,3.8,29.8,1.0,5.7120814,0.30010462,-0.021259785,0.007434994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3294168,0.0067338943,3.3945084,0.38526243,-0.005256176,-0.0067796707,4.7866583,0.37843648,0.009216785,0.0068728924,5.46806,0.47000363,-0.016736984,0.006269604,166
166,295.8,1.34,74.0,1.45,118.9,1.46,239.1,1.6,99.0,1.49,375.4,1.8,101.9,1.77,119.1,1.91,75.2,1.79,27.8,1.95,658.2,1.47,4.3,29.8,1.0,5.6896834,0.29266962,-0.022397995,-0.007434994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.304065,0.0,3.3945084,0.37156358,-0.025351524,-0.013698846,4.7782826,0.37843648,-0.008375645,0.0,5.476882,0.47000363,0.008821964,0.0,167
167,289.8,1.33,71.7,1.45,114.6,1.46,241.2,1.58,98.0,1.48,360.2,1.77,86.1,1.79,117.7,1.9,74.7,1.79,26.3,1.97,760.3,1.47,5.5,29.8,1.0,5.669191,0.285179,-0.020492554,-0.007490635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2724905,0.0,3.3945084,0.37156358,-0.031574726,0.0,4.741448,0.37843648,-0.036834717,0.0,5.485626,0.45742488,0.00874424,-0.012578756,168
168,283.8,1.35,74.4,1.48,109.7,1.47,243.2,1.61,96.2,1.49,360.7,1.8,76.7,1.83,117.4,1.9,73.3,1.79,25.0,2.01,625.7,1.51,6.8,29.8,1.0,5.6482697,0.30010462,-0.02092123,0.014925629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.309456,0.0,3.3945084,0.3920421,0.03696537,0.020478517,4.697749,0.38526243,-0.043698788,0.0068259537,5.493884,0.4762342,0.008257866,0.018809319,169
169,290.3,1.34,77.3,1.49,112.7,1.47,244.4,1.61,96.4,1.49,375.9,1.81,81.8,1.83,116.9,1.89,72.8,1.81,23.4,2.01,586.0,1.48,7.2,29.8,1.0,5.6709146,0.29266962,0.022644997,-0.007434994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.347694,0.0,3.3945084,0.3987761,0.03823805,0.0067340136,4.7247295,0.38526243,0.0269804,0.0,5.498806,0.4762342,0.004921913,0.0,170
170,290.2,1.35,75.6,1.48,113.0,1.47,240.7,1.63,96.7,1.49,386.0,1.83,85.6,1.82,115.1,1.9,72.8,1.8,24.1,2.04,622.1,1.47,6.6,29.8,1.0,5.6705704,0.30010462,-0.00034427643,0.007434994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.325456,0.0,3.3945084,0.3920421,-0.022237778,-0.0067340136,4.727388,0.38526243,0.0026583672,0.0,5.4835515,0.48858002,-0.0152544975,0.012345821,171
171,289.9,1.34,70.8,1.46,112.9,1.46,234.8,1.62,97.2,1.49,368.0,1.81,91.6,1.8,109.7,1.91,73.1,1.8,23.8,2.02,615.8,1.48,5.5,29.8,1.0,5.669536,0.29266962,-0.0010342598,-0.007434994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.259859,0.0,3.3945084,0.37843648,-0.06559706,-0.013605624,4.7265024,0.37843648,-0.0008854866,-0.0068259537,5.458734,0.48242617,-0.024817467,-0.0061538517,172
172,292.5,1.34,73.7,1.47,111.7,1.47,236.2,1.62,98.5,1.49,352.8,1.78,97.8,1.79,111.1,1.94,73.1,1.8,25.0,2.02,626.2,1.49,5.2,29.8,1.0,5.678465,0.29266962,0.008928776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3000026,0.0,3.3945084,0.38526243,0.04014349,0.0068259537,4.7158165,0.38526243,-0.010685921,0.0068259537,5.464679,0.48242617,0.005944729,0.0,173
173,297.6,1.34,78.3,1.48,112.1,1.45,243.1,1.62,99.8,1.5,350.1,1.8,101.8,1.78,115.2,1.93,73.5,1.8,26.0,2.01,631.3,1.5,4.6,29.8,1.0,5.69575,0.29266962,0.017285347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3605475,0.0,3.3945084,0.3920421,0.060544968,0.0067796707,4.7193913,0.37156358,0.0035748482,-0.013698846,5.493473,0.48242617,0.028794289,0.0,174
174,293.0,1.33,79.0,1.48,108.5,1.45,240.8,1.61,98.5,1.5,352.7,1.87,100.2,1.8,110.5,1.9,72.3,1.8,26.5,2.04,602.7,1.49,4.6,30.0,1.0,5.6801724,0.285179,-0.015577793,-0.007490635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3694477,0.0066890717,3.4011974,0.3920421,0.008900166,0.0,4.68675,0.37156358,-0.03264141,0.0,5.483967,0.4762342,-0.009506226,-0.006191969,175
175,304.9,1.34,79.9,1.5,116.4,1.46,244.2,1.63,101.1,1.51,378.9,1.89,107.4,1.77,116.0,1.94,73.2,1.79,28.1,2.02,595.3,1.49,4.4,29.9,1.0,5.719984,0.29266962,0.03981161,0.007490635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.380776,-0.0033390522,3.3978584,0.4054651,0.01132822,0.013422996,4.7570324,0.37843648,0.07028246,0.0068728924,5.4979877,0.48858002,0.01402092,0.012345821,176
176,302.5,1.4,75.9,1.52,117.2,1.5,236.1,1.65,101.4,1.52,370.8,1.88,110.8,1.77,115.5,1.93,73.5,1.79,28.9,2.05,626.3,1.51,3.9,30.0,1.15,5.7120814,0.3364722,-0.007902622,0.04380259,0.13976192,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3294168,0.0033390522,3.4011974,0.41871032,-0.051359177,0.013245225,4.7638817,0.4054651,0.006849289,0.02702862,5.4642553,0.5007753,-0.033732414,0.012195259,177
177,302.2,1.42,76.7,1.53,119.2,1.51,233.2,1.66,101.6,1.51,373.1,1.93,114.8,1.77,114.7,1.96,73.7,1.81,29.1,2.08,634.3,1.53,3.7,30.0,1.15,5.711089,0.35065684,-0.0009922981,0.014184624,0.13976192,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3399014,0.0,3.4011974,0.42526773,0.010484695,0.006557405,4.7808027,0.41210964,0.016921043,0.006644547,5.4518967,0.5068176,-0.0123586655,0.0060423017,178
178,303.8,1.42,75.8,1.52,120.0,1.53,237.3,1.66,101.9,1.52,378.5,1.88,110.4,1.78,112.9,1.94,74.6,1.81,29.3,2.07,654.8,1.53,3.9,30.0,1.15,5.7163696,0.35065684,0.0052804947,0.0,0.13976192,0.0,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3280983,0.0,3.4011974,0.41871032,-0.01180315,-0.006557405,4.787492,0.42526773,0.0066890717,0.013158083,5.469325,0.5068176,0.017428398,0.0,179
179,304.3,1.42,75.5,1.52,118.1,1.52,241.4,1.66,102.6,1.51,375.2,1.9,93.1,1.83,116.9,1.94,74.9,1.81,28.1,2.07,757.2,1.53,4.5,30.0,1.15,5.7180142,0.35065684,0.0016446114,0.0,0.13976192,0.0,0.0,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3241324,0.0,3.4011974,0.41871032,-0.0039658546,0.0,4.7715316,0.41871032,-0.015960217,-0.006557405,5.4864554,0.5068176,0.017130375,0.0,180
180,301.2,1.42,76.2,1.52,114.2,1.51,243.4,1.66,102.2,1.51,372.0,1.89,82.5,1.85,115.5,1.94,74.6,1.81,27.8,2.11,616.6,1.56,5.3,30.0,1.15,5.7077746,0.35065684,-0.010239601,0.0,0.13976192,0.0,0.0,0.0,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3333616,0.0,3.4011974,0.41871032,0.009229183,0.0,4.7379513,0.41210964,-0.033580303,-0.006600678,5.494706,0.5068176,0.008250713,0.0,181
181,307.9,1.42,79.3,1.52,115.3,1.51,243.5,1.67,103.1,1.51,388.3,1.9,86.9,1.85,116.5,1.93,74.7,1.82,28.2,2.1,594.4,1.54,5.3,30.1,1.15,5.729775,0.35065684,0.022000313,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.373238,0.0033278465,3.4045253,0.41871032,0.03987646,0.0,4.7475376,0.41210964,0.009586334,0.0,5.4951167,0.5128236,0.0004105568,0.0060060024,182
182,311.2,1.42,79.8,1.53,116.5,1.53,243.7,1.68,102.8,1.54,396.4,1.91,90.8,1.84,116.2,1.94,75.2,1.85,28.3,2.09,600.6,1.52,5.1,30.1,1.15,5.7404356,0.35065684,0.010660648,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,4.3795238,0.0,3.4045253,0.42526773,0.0062856674,0.006557405,4.757891,0.42526773,0.010353565,0.013158083,5.495938,0.51879376,0.0008211136,0.00597018,183
183,313.4,1.41,75.1,1.51,115.5,1.53,240.8,1.68,103.0,1.54,390.5,1.89,99.8,1.84,115.2,1.94,75.1,1.86,27.7,2.1,679.3,1.56,4.4,30.2,1.15,5.7474804,0.3435897,0.007044792,-0.007067144,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,4.3188205,0.0033166409,3.407842,0.41210964,-0.060703278,-0.013158083,4.7492704,0.42526773,-0.008620739,0.0,5.483967,0.51879376,-0.011970997,0.0,184
184,317.1,1.41,76.3,1.51,114.0,1.52,238.6,1.68,102.9,1.55,374.7,1.86,104.1,1.84,114.8,1.96,74.9,1.85,28.2,2.1,639.4,1.56,3.5,30.2,1.15,5.7592173,0.3435897,0.01173687,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13976192,0.0,0.0,0.0,0.0,4.334673,0.0,3.407842,0.41210964,0.015852451,0.0,4.7361984,0.41871032,-0.013072014,-0.006557405,5.4747887,0.51879376,-0.009178162,0.0,185
185,323.1,1.42,80.1,1.53,114.6,1.51,243.6,1.68,103.3,1.55,375.9,1.85,108.0,1.83,118.4,1.96,75.4,1.87,28.6,2.1,632.5,1.56,3.6,30.2,1.15,5.7779617,0.35065684,0.018744469,0.007067144,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13976192,0.0,0.0,0.0,4.383276,0.0,3.407842,0.42526773,0.048603058,0.013158083,4.741448,0.41210964,0.0052495003,-0.006600678,5.4955277,0.51879376,0.020739079,0.0,186
186,316.3,1.41,78.9,1.52,111.1,1.5,240.8,1.67,100.8,1.54,369.8,1.9,107.9,1.83,114.1,1.93,73.8,1.85,27.3,2.1,600.1,1.55,3.6,30.3,1.15,5.756691,0.3435897,-0.021270752,-0.007067144,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13976192,0.0,0.0,4.368181,0.0033056736,3.4111476,0.41871032,-0.015094757,-0.006557405,4.7104306,0.4054651,-0.031017303,-0.006644547,5.483967,0.5128236,-0.011560917,-0.00597018,187
187,327.1,1.42,79.0,1.53,117.0,1.51,244.9,1.68,103.3,1.54,395.0,1.94,111.8,1.8,118.5,1.96,74.5,1.84,28.4,2.08,599.0,1.54,3.6,30.3,1.15,5.790266,0.35065684,0.033575058,0.007067144,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13976192,0.0,4.3694477,0.0,3.4111476,0.42526773,0.0012664795,0.006557405,4.762174,0.41210964,0.051743507,0.006644547,5.5008497,0.51879376,0.016882896,0.00597018,188
188,327.0,1.43,77.4,1.53,118.0,1.52,238.1,1.69,102.4,1.55,388.0,1.94,114.1,1.81,118.6,1.96,74.7,1.85,28.6,2.1,628.7,1.56,3.3,30.4,1.15,5.7899604,0.35767442,-0.00030565262,0.0070175827,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13976192,4.3489866,0.0032949448,3.4144425,0.42526773,-0.020461082,0.0,4.7706847,0.41871032,0.00851059,0.006600678,5.4726906,0.52472854,-0.028159142,0.005934775,189
189,325.5,1.43,77.5,1.52,119.7,1.52,234.4,1.68,102.3,1.55,379.9,1.91,117.2,1.83,117.6,1.95,75.2,1.87,28.6,2.1,637.8,1.56,2.9,30.4,1.15,5.7853622,0.35767442,-0.0045981407,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.350278,0.0,3.4144425,0.41871032,0.001291275,-0.006557405,4.7849884,0.41871032,0.014303684,0.0,5.457029,0.51879376,-0.015661716,-0.005934775,190
190,324.8,1.43,76.8,1.51,118.9,1.53,236.5,1.69,101.5,1.55,381.3,1.89,110.7,1.82,116.7,1.95,75.3,1.87,28.5,2.08,656.1,1.57,3.4,30.4,1.15,5.78321,0.35767442,-0.002152443,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3412046,0.0,3.4144425,0.41210964,-0.009073257,-0.006600678,4.7782826,0.42526773,-0.006705761,0.006557405,5.465948,0.52472854,0.008919239,0.005934775,191
191,321.5,1.42,74.7,1.5,116.3,1.52,239.0,1.68,101.4,1.54,378.1,1.89,91.6,1.89,117.1,1.95,75.6,1.88,28.1,2.11,753.7,1.57,4.2,30.4,1.15,5.7729974,0.35065684,-0.010212421,-0.0070175827,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31348,0.0,3.4144425,0.4054651,-0.027724743,-0.006644547,4.756173,0.41871032,-0.022109509,-0.006557405,5.4764633,0.51879376,0.010515213,-0.005934775,192
192,316.9,1.44,75.7,1.54,113.0,1.52,236.4,1.69,99.9,1.55,376.4,1.91,81.6,1.92,116.4,1.95,74.7,1.85,27.5,2.11,620.7,1.6,5.5,30.4,1.15,5.7585864,0.36464316,-0.014410973,0.013986319,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.326778,0.0,3.4144425,0.4317824,0.013298035,0.026317298,4.727388,0.41871032,-0.028785229,0.0,5.465525,0.52472854,-0.010938168,0.005934775,193
193,319.7,1.43,78.3,1.53,114.2,1.52,237.7,1.68,99.9,1.55,397.7,1.92,86.1,1.91,116.2,1.95,74.6,1.88,27.3,2.12,593.6,1.58,5.7,30.4,1.15,5.767383,0.35767442,0.008796692,-0.0069687366,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3605475,0.0,3.4144425,0.42526773,0.033769608,-0.0065146685,4.7379513,0.41871032,0.010563374,0.0,5.4710093,0.51879376,0.005484104,-0.005934775,194
194,320.6,1.44,78.6,1.53,114.9,1.54,235.0,1.7,99.7,1.56,406.3,1.93,91.4,1.89,115.8,1.97,74.9,1.88,27.7,2.12,603.2,1.56,5.0,30.5,1.15,5.770194,0.36464316,0.002810955,0.0069687366,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.364372,0.003284216,3.4177268,0.42526773,0.003824234,0.0,4.7440624,0.4317824,0.006111145,0.013072073,5.4595857,0.53062826,-0.011423588,0.011834502,195
195,323.4,1.43,72.6,1.52,114.8,1.53,229.3,1.7,100.2,1.55,391.3,1.89,95.7,1.88,114.7,1.96,75.1,1.87,28.4,2.11,682.9,1.6,4.1,30.5,1.15,5.77889,0.35767442,0.008696079,-0.0069687366,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.284965,0.0,3.4177268,0.41871032,-0.07940674,-0.006557405,4.7431917,0.42526773,-0.00087070465,-0.0065146685,5.4350314,0.53062826,-0.024554253,0.0,196
196,326.3,1.42,76.9,1.53,114.5,1.53,229.1,1.7,100.7,1.56,389.3,1.88,102.3,1.87,116.4,1.99,74.8,1.87,28.6,2.13,622.6,1.59,3.5,30.5,1.15,5.787817,0.35065684,0.008926868,-0.0070175827,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.342506,0.0,3.4177268,0.42526773,0.057540894,0.006557405,4.740575,0.42526773,-0.0026168823,0.0,5.434159,0.53062826,-0.000872612,0.0,197
197,329.5,1.43,79.1,1.53,114.5,1.53,232.0,1.71,101.9,1.57,381.9,1.86,103.4,1.86,117.4,2.09,75.3,1.89,29.8,2.11,623.4,1.59,3.1,30.6,1.15,5.7975764,0.35767442,0.009759426,0.0070175827,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3707128,0.0032732487,3.421,0.42526773,0.028206825,0.0,4.740575,0.42526773,0.0,0.0,5.4467373,0.5364934,0.012578487,0.0058651567,198
198,325.2,1.44,78.0,1.54,112.0,1.52,232.1,1.69,99.0,1.57,387.0,1.91,104.5,1.86,112.8,2.06,74.4,1.86,29.6,2.1,593.7,1.58,3.2,30.7,1.15,5.7844405,0.36464316,-0.01313591,0.0069687366,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.356709,0.0032627583,3.4242628,0.4317824,-0.014003754,0.0065146685,4.7184987,0.41871032,-0.02207613,-0.006557405,5.4471684,0.52472854,0.0004310608,-0.011764884,199
199,334.5,1.44,78.1,1.55,119.4,1.54,234.4,1.71,102.4,1.57,407.0,1.94,113.6,1.84,115.6,2.1,75.1,1.88,30.7,2.11,598.3,1.57,3.2,30.7,1.15,5.812637,0.36464316,0.028196335,0.0,0.13976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3579903,0.0,3.4242628,0.4382549,0.0012812614,0.006472498,4.7824793,0.4317824,0.06398058,0.013072073,5.457029,0.5364934,0.009860516,0.011764884,200
