,distid,schid,lunch,enrol,staff,exppp,avgsal,avgben,math4,story4,bs,lavgsal,lenrol,lstaff
475,33230.0,4547,9.6,823.0,61.5,3025.0,38589.0,12711.0,69.7,72.9,0.3293944,10.560722,6.7129564,4.119037
476,34010.0,1,36.6,244.0,91.9,3527.0,32520.0,10189.0,86.5,89.2,0.31331488,10.38961,5.497168,4.520701
477,34010.0,1914,47.3,409.0,95.0,3190.0,33819.0,10652.0,64.6,76.9,0.31497088,10.428778,6.0137153,4.553877
478,34010.0,4236,39.6,250.0,85.6,3403.0,30586.0,9562.0,50.0,48.0,0.3126267,10.328298,5.521461,4.449685
479,34010.0,5586,38.0,365.0,75.6,3440.0,34156.0,10700.0,57.7,54.9,0.31326854,10.438694,5.8998976,4.325456
480,34040.0,2936,40.6,185.0,87.6,4379.0,35818.0,12291.0,56.3,75.0,0.34315148,10.486206,5.220356,4.472781
481,34080.0,1115,47.1,322.0,91.9,2926.0,24832.0,8192.0,40.6,56.3,0.3298969,10.119888,5.7745514,4.520701
482,34080.0,1540,36.6,244.0,84.0,2751.0,25327.0,8445.0,36.0,56.0,0.33343863,10.1396265,5.497168,4.4308167
483,34080.0,5167,32.5,413.0,71.2,2816.0,30802.0,10253.0,47.2,62.9,0.332868,10.335335,6.0234475,4.265493
484,34090.0,707,18.1,177.0,98.9,3463.0,28356.0,9066.0,50.0,67.9,0.3197207,10.252594,5.17615,4.594109
485,34090.0,1004,0.0,194.0,84.5,2918.0,28440.0,9134.0,75.0,84.8,0.32116738,10.255552,5.267858,4.4367514
486,34090.0,4102,28.8,342.0,76.9,3146.0,31523.0,10095.0,72.1,83.7,0.32024238,10.358473,5.8348107,4.342506
487,34090.0,4581,24.0,303.0,78.2,2869.0,29373.0,9420.0,55.1,71.4,0.32070267,10.287831,5.7137327,4.3592696
488,34110.0,3101,21.1,421.0,60.6,3146.0,40423.0,13115.0,67.9,78.6,0.324444,10.607154,6.042633,4.104295
489,34110.0,6587,18.5,426.0,61.0,3267.0,41132.0,15154.0,82.8,79.7,0.3684236,10.624541,6.0544395,4.1108737
490,34120.0,7567,34.4,606.0,69.6,2815.0,30781.0,10678.0,59.4,73.3,0.3469023,10.334653,6.40688,4.2427645
491,34140.0,5041,0.0,18.0,111.1,3259.0,23538.0,4665.0,100.0,100.0,0.19819017,10.066371,2.8903718,4.7104306
492,35010.0,566,53.0,491.0,78.4,3519.0,37431.0,12443.0,49.1,61.3,0.332425,10.530254,6.196444,4.361824
493,35010.0,1426,72.6,82.0,112.2,4428.0,28171.0,10717.0,18.2,40.9,0.38042668,10.246048,4.406719,4.720283
494,35010.0,2857,64.8,354.0,86.7,3780.0,34802.0,11618.0,30.4,45.6,0.3338314,10.45743,5.869297,4.462454
495,35020.0,5863,64.3,382.0,78.5,3239.0,31331.0,11482.0,53.2,63.8,0.3664741,10.352364,5.9454207,4.3630986
496,35030.0,4134,38.9,430.0,64.5,2682.0,36282.0,12744.0,64.7,78.7,0.35124856,10.499077,6.063785,4.166665
497,35040.0,5551,54.0,363.0,65.0,2628.0,33339.0,11412.0,41.5,62.8,0.34230182,10.414483,5.894403,4.1743875
498,36015.0,1267,0.0,402.0,72.9,3015.0,32406.0,10776.0,73.3,76.7,0.332531,10.386099,5.996452,4.2890887
499,36025.0,4048,45.2,430.0,64.7,2653.0,31434.0,12304.0,55.9,72.5,0.39142329,10.355645,6.063785,4.169761
500,37010.0,1202,41.8,337.0,66.5,3295.0,37433.0,12738.0,81.3,72.9,0.34028798,10.530308,5.820083,4.1972017
501,37010.0,1357,54.3,335.0,80.9,3364.0,34588.0,11636.0,58.7,58.7,0.33641726,10.451262,5.8141303,4.3932137
502,37010.0,2412,45.0,318.0,94.3,4321.0,38318.0,14231.0,36.5,62.7,0.37139204,10.553675,5.7620516,4.546481
503,37010.0,3131,19.9,399.0,63.9,2523.0,32674.0,11240.0,86.4,79.7,0.3440044,10.394335,5.988961,4.1573195
504,37010.0,3292,36.2,283.0,82.0,3486.0,33989.0,12389.0,34.2,76.3,0.36450028,10.433792,5.645447,4.406719
505,37010.0,4315,26.7,454.0,70.9,3266.0,40897.0,13806.0,70.3,81.3,0.3375798,10.618812,6.1180973,4.2612705
506,37040.0,5862,36.0,239.0,82.0,2637.0,26605.0,9319.0,67.7,58.1,0.3502725,10.188854,5.4764633,4.406719
507,37060.0,3459,40.9,748.0,86.4,3161.0,31306.0,10339.0,54.1,66.7,0.3302562,10.351565,6.617403,4.4589877
508,37060.0,6241,37.5,145.0,69.0,3139.0,33219.0,10896.0,96.2,76.9,0.32800505,10.410877,4.9767337,4.2341065
509,38010.0,236,23.4,334.0,71.5,2851.0,32811.0,11599.0,82.4,78.4,0.3535095,10.3985195,5.811141,4.2696977
510,38010.0,4352,24.0,338.0,62.9,3140.0,38260.0,13395.0,52.4,60.3,0.35010454,10.55216,5.8230457,4.1415462
511,38020.0,2472,29.1,268.0,70.9,3211.0,37857.0,13503.0,58.3,64.6,0.35668436,10.541572,5.590987,4.2612705
512,38040.0,412,19.5,448.0,81.5,3629.0,33436.0,9677.0,41.0,70.1,0.28941858,10.417389,6.104793,4.400603
513,38040.0,578,16.4,424.0,88.4,3526.0,29070.0,11571.0,55.9,72.9,0.39803922,10.277462,6.0497336,4.481872
514,38050.0,1382,15.9,516.0,56.2,2973.0,39646.0,14223.0,62.2,85.4,0.35874993,10.587746,6.2461066,4.028917
515,38080.0,767,22.8,416.0,81.7,2978.0,28771.0,10071.0,64.9,63.2,0.35003996,10.267123,6.0306854,4.4030538
516,38090.0,302,26.9,361.0,73.7,3134.0,31756.0,11514.0,43.4,58.5,0.36257714,10.365837,5.888878,4.3000026
517,38090.0,989,44.0,374.0,88.7,3349.0,29964.0,10056.0,30.6,53.1,0.33560273,10.307752,5.924256,4.48526
518,38100.0,1560,22.5,449.0,66.8,2942.0,32192.0,11051.0,62.0,72.0,0.34328404,10.379474,6.107023,4.201703
519,38120.0,122,32.1,305.0,64.9,2934.0,36425.0,11403.0,64.3,69.6,0.31305423,10.503011,5.7203116,4.1728477
520,38120.0,3138,39.1,352.0,61.1,3016.0,39841.0,12978.0,48.3,55.2,0.32574484,10.592651,5.8636312,4.1125116
521,38130.0,1065,24.0,352.0,65.9,3143.0,35772.0,13011.0,61.2,77.6,0.36372024,10.4849205,5.8636312,4.1881385
522,38140.0,6116,24.9,671.0,69.3,2845.0,32169.0,13356.0,54.1,67.3,0.41518232,10.378758,6.508769,4.238445
523,38150.0,3573,37.9,421.0,119.1,4287.0,25384.0,9997.0,46.3,57.5,0.39383075,10.141874,6.042633,4.7799635
524,38170.0,914,36.8,325.0,63.8,3702.0,44243.0,15545.0,51.0,78.4,0.35135502,10.697453,5.7838254,4.155753
525,38170.0,1334,54.3,887.0,59.5,3007.0,44083.0,16304.0,36.2,59.6,0.36984777,10.69383,6.787845,4.085976
526,38170.0,1793,65.9,723.0,61.2,3277.0,45259.0,17059.0,37.2,51.8,0.3769195,10.720157,6.5834093,4.114147
527,38170.0,2471,98.6,208.0,74.5,4010.0,44769.0,16124.0,43.5,47.8,0.36015993,10.709271,5.3375382,4.310799
528,38170.0,5802,77.7,684.0,72.8,3562.0,42789.0,15260.0,32.2,58.3,0.35663372,10.664037,6.527958,4.287716
529,39010.0,674,48.9,416.0,70.2,3277.0,32936.0,10771.0,50.0,67.4,0.3270282,10.402322,6.0306854,4.2513485
530,39010.0,1082,88.0,548.0,96.0,3877.0,30819.0,9809.0,23.8,35.0,0.3182777,10.335887,6.3062754,4.564348
531,39010.0,2209,47.7,730.0,87.5,3629.0,31940.0,10281.0,50.5,64.9,0.32188478,10.371614,6.5930448,4.4716387
532,39010.0,2574,58.1,736.0,79.8,3485.0,34326.0,11175.0,37.5,58.3,0.32555497,10.443659,6.60123,4.3795238
533,39010.0,2753,65.0,723.0,88.0,3416.0,30462.0,9814.0,25.8,44.7,0.3221719,10.324235,6.5834093,4.477337
534,39010.0,2819,58.5,626.0,93.0,3912.0,32986.0,10665.0,41.2,58.8,0.323319,10.403838,6.4393506,4.5325994
535,39010.0,2962,41.7,591.0,82.2,3604.0,36127.0,11741.0,45.5,54.5,0.3249924,10.494796,6.381816,4.4091554
536,39010.0,4358,72.9,385.0,99.7,3797.0,30171.0,9744.0,46.0,52.0,0.32295913,10.314636,5.9532433,4.6021657
537,39010.0,4491,30.0,612.0,80.6,3249.0,33802.0,11312.0,61.8,71.6,0.33465475,10.428275,6.4167323,4.3894987
538,39010.0,4600,61.4,437.0,103.0,3908.0,29831.0,9733.0,32.0,46.9,0.32627133,10.303304,6.079933,4.634729
539,39020.0,3425,21.4,243.0,77.4,2642.0,29083.0,9862.0,65.4,65.4,0.33909845,10.277909,5.4930615,4.3489866
540,39030.0,1042,45.5,306.0,76.2,2966.0,29918.0,9807.0,47.5,64.4,0.32779598,10.306215,5.723585,4.3333616
541,39030.0,1489,48.6,347.0,72.0,3231.0,35132.0,10477.0,65.5,65.5,0.29821816,10.466867,5.8493247,4.276666
542,39030.0,1521,47.0,311.0,96.8,3257.0,27408.0,8567.0,56.8,68.2,0.312573,10.21859,5.739793,4.572647
543,39030.0,2725,27.9,476.0,68.8,2957.0,32965.0,10181.0,77.1,80.9,0.30884272,10.403202,6.1654177,4.2312036
544,39050.0,4856,36.6,184.0,92.8,3802.0,34518.0,9237.0,65.4,73.1,0.26759952,10.449236,5.214936,4.5304465
545,39065.0,5144,7.9,667.0,70.3,2976.0,29058.0,10666.0,76.7,88.1,0.367059,10.277049,6.50279,4.252772
546,39130.0,2940,39.4,216.0,93.1,2995.0,25159.0,7605.0,34.5,61.5,0.3022775,10.132971,5.3752785,4.5336742
547,39130.0,2941,27.1,299.0,77.2,3345.0,34763.0,11137.0,63.8,75.0,0.32036936,10.456309,5.7004437,4.3463993
548,39130.0,5885,23.0,330.0,67.9,3131.0,38372.0,11953.0,68.0,86.0,0.31150317,10.555083,5.799093,4.218036
549,39140.0,81,9.8,666.0,67.7,3020.0,34653.0,11515.0,78.0,87.9,0.33229446,10.453139,6.50129,4.215086
550,39140.0,100,8.0,473.0,63.2,3271.0,41493.0,13186.0,81.3,100.0,0.31778854,10.63328,6.1590953,4.146304
551,39140.0,583,10.1,489.0,68.7,2664.0,32697.0,11081.0,86.2,87.7,0.33889958,10.395039,6.1923623,4.229749
552,39140.0,1610,18.9,489.0,72.4,3183.0,35264.0,11385.0,70.0,72.9,0.3228505,10.470618,6.1923623,4.2822065
553,39140.0,2076,19.5,572.0,63.3,2730.0,33687.0,11592.0,64.6,65.9,0.344109,10.424868,6.349139,4.1478853
554,39140.0,4405,15.0,458.0,71.7,3274.0,34993.0,12160.0,62.0,83.1,0.34749806,10.462903,6.126869,4.2724905
555,39140.0,5561,8.3,524.0,59.2,2877.0,36534.0,12463.0,80.6,89.3,0.34113428,10.505999,6.261492,4.0809216
556,39140.0,7926,8.8,463.0,61.7,2696.0,32737.0,11438.0,77.8,86.4,0.3493906,10.396261,6.1377273,4.122284
557,39160.0,5799,6.8,424.0,75.7,3042.0,31170.0,11264.0,82.3,92.7,0.36137313,10.347212,6.0497336,4.326778
558,39170.0,1836,13.1,377.0,75.7,2585.0,24420.0,8216.0,65.6,81.3,0.33644554,10.103158,5.9322453,4.326778
559,39170.0,4104,18.7,538.0,80.1,3141.0,28924.0,9960.0,82.1,85.8,0.34435073,10.272427,6.2878585,4.383276
560,39170.0,4185,16.7,348.0,86.1,2992.0,25138.0,8633.0,69.8,83.7,0.3434243,10.132136,5.8522024,4.455509
561,40020.0,5097,56.0,196.0,82.9,3348.0,29537.0,10399.0,51.6,57.8,0.3520669,10.293399,5.278115,4.417635
562,40040.0,3150,43.9,165.0,80.3,3086.0,31248.0,12006.0,33.3,73.3,0.38421658,10.34971,5.1059456,4.38577
563,40040.0,6664,40.9,537.0,68.0,2763.0,33470.0,11196.0,51.6,64.3,0.3345085,10.418405,6.285998,4.2195077
564,40060.0,827,0.0,47.0,68.1,2589.0,27851.0,6695.0,100.0,100.0,0.24038634,10.234624,3.8501475,4.2209773
565,41010.0,7,79.3,343.0,88.0,3065.0,37155.0,12548.0,17.1,31.4,0.33772036,10.522854,5.8377304,4.477337
566,41010.0,50,86.3,347.0,62.2,3249.0,38981.0,13166.0,29.1,49.1,0.33775428,10.570829,5.8493247,4.130355
567,41010.0,51,64.3,515.0,72.6,3119.0,38114.0,12871.0,39.4,59.1,0.33769745,10.548337,6.244167,4.284965
568,41010.0,246,47.1,329.0,66.6,2684.0,38446.0,12985.0,82.1,84.6,0.33774644,10.55701,5.7960577,4.1987047
569,41010.0,417,32.7,320.0,71.9,2884.0,37270.0,12588.0,67.6,70.3,0.33775154,10.525944,5.768321,4.275276
570,41010.0,436,95.9,535.0,73.6,3701.0,41053.0,13866.0,35.3,41.2,0.3377585,10.62262,6.2822666,4.298645
571,41010.0,478,40.6,216.0,79.6,3190.0,35386.0,11947.0,78.3,91.3,0.3376194,10.4740715,5.3752785,4.377014
572,41010.0,508,97.8,233.0,85.4,3603.0,39043.0,13185.0,20.0,28.0,0.33770457,10.572419,5.4510384,4.447346
573,41010.0,742,83.8,216.0,79.2,3223.0,37645.0,12711.0,17.4,56.5,0.3376544,10.535955,5.3752785,4.3719764
574,41010.0,770,43.1,367.0,79.6,3785.0,35508.0,11994.0,45.0,57.5,0.33778304,10.477513,5.9053617,4.377014
575,41010.0,815,26.7,333.0,62.9,2606.0,36851.0,12445.0,56.4,61.5,0.33771133,10.514638,5.8081427,4.1415462
576,41010.0,917,81.8,295.0,71.2,3166.0,37376.0,12623.0,18.4,34.2,0.33773008,10.528784,5.6869755,4.265493
577,41010.0,1026,84.3,349.0,64.5,3370.0,39066.0,13195.0,55.8,53.5,0.33776173,10.573008,5.855072,4.166665
578,41010.0,1048,82.3,385.0,68.1,3173.0,39139.0,13221.0,28.8,36.5,0.33779606,10.574875,5.9532433,4.2209773
579,41010.0,1280,67.3,297.0,87.5,3380.0,35198.0,11889.0,48.6,56.8,0.33777487,10.468744,5.6937323,4.4716387
580,41010.0,1304,99.7,312.0,77.6,3794.0,38040.0,12849.0,10.5,26.3,0.33777604,10.546393,5.7430034,4.3515673
581,41010.0,1539,86.6,481.0,58.2,3384.0,42011.0,14192.0,18.8,27.1,0.3378163,10.645687,6.175867,4.063885
582,41010.0,1630,95.4,302.0,117.2,6012.0,39418.0,13318.0,7.1,46.4,0.33786595,10.581978,5.710427,4.7638817
583,41010.0,1679,66.4,340.0,62.4,3092.0,41184.0,13910.0,29.8,46.8,0.33775252,10.625805,5.8289456,4.1335654
584,41010.0,1788,30.6,238.0,78.6,2843.0,36179.0,12217.0,59.3,85.2,0.33768207,10.496234,5.4722705,4.364372
585,41010.0,1909,95.3,163.0,86.5,4670.0,46490.0,15698.0,62.5,100.0,0.337664,10.746992,5.09375,4.4601445
586,41010.0,2011,44.4,366.0,137.2,2537.0,27378.0,9249.0,48.6,77.1,0.33782598,10.217495,5.902633,4.9214396
587,41010.0,2018,91.5,165.0,100.0,4384.0,37516.0,12667.0,26.1,34.8,0.3376426,10.532523,5.1059456,4.6051702
588,41010.0,2021,49.4,340.0,66.5,2815.0,41136.0,13894.0,68.6,65.7,0.33775768,10.624639,5.8289456,4.1972017
589,41010.0,2319,81.4,435.0,80.0,3059.0,36515.0,12336.0,8.3,18.8,0.33783376,10.505479,6.075346,4.3820267
590,41010.0,2642,48.9,358.0,72.9,2286.0,34356.0,11604.0,45.9,62.2,0.3377576,10.444532,5.880533,4.2890887
591,41010.0,2743,44.4,319.0,91.5,2344.0,36670.0,12387.0,39.3,60.7,0.33779657,10.509714,5.765191,4.516339
592,41010.0,2802,94.3,359.0,95.0,2839.0,35077.0,11850.0,54.1,62.2,0.33782822,10.465301,5.8833222,4.553877
593,41010.0,2931,73.1,407.0,58.7,3242.0,40461.0,13667.0,37.8,55.6,0.33778206,10.608094,6.0088134,4.0724397
594,41010.0,3212,40.3,359.0,54.0,2751.0,42682.0,14415.0,65.3,83.7,0.3377302,10.661532,5.8833222,3.988984
595,41010.0,3450,13.3,291.0,60.1,2969.0,39943.0,13488.0,69.0,90.5,0.3376812,10.595209,5.673323,4.0960097
596,41010.0,3451,60.5,328.0,66.8,2994.0,36371.0,12286.0,29.0,48.4,0.3377966,10.501527,5.7930136,4.201703
597,41010.0,3474,84.7,429.0,80.9,4001.0,40352.0,13633.0,35.8,53.1,0.3378519,10.605396,6.061457,4.3932137
598,41010.0,3477,93.8,287.0,83.6,3439.0,38674.0,13063.0,13.6,50.0,0.33777216,10.5629225,5.659482,4.4260435
599,41010.0,4079,80.9,579.0,61.7,3165.0,38861.0,13128.0,41.4,52.9,0.3378194,10.567746,6.3613024,4.122284
600,41010.0,4460,45.5,225.0,56.9,3060.0,40015.0,13507.0,82.8,72.4,0.3375484,10.59701,5.4161005,4.0412955
601,41010.0,5829,95.8,443.0,83.1,3691.0,38536.0,13019.0,28.1,53.1,0.33783993,10.559348,6.0935698,4.420045
602,41010.0,5830,47.3,350.0,82.6,3240.0,36808.0,12433.0,61.5,58.8,0.33777982,10.513471,5.857933,4.4140096
603,41010.0,5831,69.3,591.0,72.4,2858.0,36694.0,12392.0,46.7,63.3,0.3377119,10.510368,6.381816,4.2822065
604,41010.0,5886,57.5,299.0,73.6,3330.0,42029.0,14196.0,85.7,85.7,0.33776677,10.646115,5.7004437,4.298645
605,41010.0,6505,52.0,409.0,84.8,4107.0,35160.0,11878.0,50.0,68.0,0.3378271,10.467665,6.0137153,4.4402957
606,41010.0,7384,51.2,196.0,86.7,4282.0,38359.0,12952.0,46.4,53.6,0.33765218,10.554745,5.278115,4.462454
607,41010.0,7385,48.7,342.0,57.9,3178.0,41349.0,13965.0,62.5,78.6,0.33773488,10.629804,5.8348107,4.0587173
608,41010.0,7386,40.6,207.0,85.0,3969.0,34922.0,11791.0,61.9,81.0,0.33763817,10.460873,5.332719,4.4426513
609,41010.0,7640,0.0,152.0,99.3,4090.0,39094.0,13199.0,52.0,83.3,0.33762214,10.573725,5.0238805,4.5981455
610,41010.0,7970,57.0,270.0,95.6,3132.0,32468.0,10966.0,26.7,53.3,0.33774793,10.38801,5.598422,4.560173
611,41020.0,2730,38.2,448.0,73.2,3180.0,37374.0,12104.0,52.0,66.0,0.3238615,10.52873,6.104793,4.2931952
612,41020.0,3513,44.7,349.0,79.1,3601.0,39000.0,12798.0,48.2,61.8,0.32815385,10.571317,5.855072,4.3707128
613,41020.0,4453,43.4,459.0,74.7,3301.0,38253.0,12375.0,57.1,58.6,0.32350403,10.551977,6.1290503,4.31348
614,41025.0,1028,18.1,428.0,69.2,3089.0,36711.0,11849.0,76.5,86.7,0.3227643,10.510832,6.059123,4.237001
615,41025.0,2742,20.7,502.0,67.5,2920.0,38567.0,12291.0,74.7,89.9,0.31869215,10.560152,6.2186003,4.2121277
616,41025.0,4461,31.3,275.0,98.2,3273.0,32575.0,11037.0,77.2,93.0,0.3388181,10.3913,5.616771,4.587006
617,41026.0,1005,28.8,329.0,85.1,3525.0,34963.0,11815.0,70.5,63.6,0.33792865,10.462046,5.7960577,4.443827
618,41026.0,1409,27.4,408.0,71.1,2763.0,38614.0,13192.0,100.0,83.3,0.34163776,10.56137,6.011267,4.264087
619,41026.0,2959,49.4,428.0,67.8,2937.0,35035.0,12120.0,90.8,87.7,0.3459398,10.464103,6.059123,4.2165623
620,41026.0,3254,39.4,264.0,68.2,3606.0,41424.0,14368.0,71.0,74.2,0.34685206,10.631616,5.575949,4.2224445
621,41026.0,3537,28.4,397.0,57.9,2687.0,36762.0,12360.0,70.4,77.8,0.33621675,10.51222,5.9839363,4.0587173
622,41026.0,3550,18.6,324.0,71.0,2826.0,28622.0,10366.0,71.9,73.7,0.36216897,10.26193,5.7807436,4.26268
623,41026.0,4126,60.3,367.0,70.8,2819.0,33097.0,11368.0,63.0,61.4,0.34347525,10.407198,5.9053617,4.259859
624,41026.0,4472,31.0,385.0,64.9,3359.0,42426.0,14040.0,85.9,89.1,0.33092916,10.655517,5.9532433,4.1728477
625,41040.0,476,14.5,646.0,60.7,2725.0,41743.0,13848.0,84.8,80.4,0.33174425,10.639287,6.4707994,4.1059437
626,41040.0,5260,13.9,100.0,62.0,2834.0,38240.0,11899.0,81.5,88.9,0.31116632,10.551638,4.6051702,4.1271343
627,41040.0,5308,26.1,112.0,97.4,3399.0,36307.0,12139.0,75.0,83.3,0.33434322,10.499765,4.7184987,4.5788264
628,41040.0,5377,26.2,104.0,51.0,3122.0,51177.0,15313.0,80.0,93.3,0.29921645,10.843045,4.644391,3.9318256
629,41040.0,5593,15.9,91.0,57.1,3206.0,46817.0,14320.0,57.7,53.8,0.30587178,10.754002,4.5108595,4.044804
630,41050.0,492,14.1,482.0,71.2,3276.0,40434.0,11034.0,75.3,77.8,0.27288917,10.607427,6.177944,4.265493
631,41050.0,5067,15.3,316.0,105.7,3786.0,35083.0,10353.0,90.2,84.0,0.29510018,10.465472,5.755742,4.660605
632,41050.0,5212,10.6,423.0,80.4,3650.0,39747.0,11335.0,73.9,85.5,0.28517875,10.59029,6.0473723,4.3870144
633,41070.0,572,37.1,662.0,70.5,2788.0,33400.0,10536.0,72.2,84.4,0.3154491,10.416311,6.4952655,4.255613
634,41080.0,4085,14.3,407.0,74.9,3060.0,37361.0,12779.0,74.6,74.6,0.34204116,10.528382,6.0088134,4.316154
635,41090.0,393,3.1,380.0,80.5,3346.0,34234.0,10007.0,93.8,91.7,0.29231173,10.440974,5.9401712,4.388257
636,41090.0,2100,1.1,420.0,79.0,3283.0,33797.0,11717.0,88.9,98.6,0.3466876,10.428127,6.0402546,4.3694477
637,41090.0,4409,3.0,396.0,83.6,3375.0,32284.0,9926.0,90.4,94.5,0.30745882,10.382327,5.9814143,4.4260435
638,41110.0,14,2.3,517.0,96.7,3548.0,30537.0,9631.0,98.9,97.7,0.3153879,10.3266945,6.248043,4.5716133
639,41110.0,751,8.8,560.0,87.7,3469.0,31865.0,10366.0,98.7,94.8,0.3253099,10.369264,6.3279366,4.473922
640,41110.0,2849,3.4,625.0,80.8,3378.0,32893.0,10377.0,97.0,100.0,0.31547746,10.401015,6.437752,4.391977
641,41110.0,4175,2.2,406.0,110.6,3411.0,27136.0,8590.0,98.5,98.5,0.31655365,10.208616,6.0063534,4.70592
642,41110.0,6666,1.5,540.0,84.1,3837.0,35128.0,11174.0,99.1,95.3,0.31809384,10.466754,6.291569,4.4320064
643,41110.0,7638,1.7,544.0,84.0,3466.0,33722.0,11002.0,100.0,95.7,0.32625586,10.425906,6.2989492,4.4308167
644,41120.0,1431,49.4,382.0,78.0,4178.0,37802.0,11689.0,90.9,87.3,0.30921644,10.540117,5.9454207,4.356709
645,41120.0,2147,57.4,260.0,91.9,2005.0,15634.0,5622.0,88.9,88.9,0.35960087,9.657204,5.560682,4.520701
646,41130.0,594,21.6,368.0,68.2,2985.0,32436.0,10558.0,78.0,72.9,0.3255025,10.387024,5.908083,4.2224445
647,41130.0,851,16.5,460.0,77.4,2613.0,28036.0,9518.0,76.7,74.4,0.33949208,10.241244,6.1312265,4.3489866
648,41130.0,1006,13.2,381.0,64.6,3131.0,37896.0,12012.0,87.5,89.6,0.31697276,10.542601,5.9427996,4.1682143
649,41130.0,1466,6.4,557.0,61.0,2947.0,38195.0,12398.0,98.9,91.0,0.32459745,10.55046,6.322565,4.1108737
650,41130.0,4450,12.9,391.0,74.9,3019.0,32574.0,10526.0,75.0,83.9,0.32314116,10.39127,5.9687076,4.316154
651,41130.0,7388,6.7,551.0,76.4,2793.0,31671.0,10685.0,95.3,89.5,0.3373749,10.363156,6.3117347,4.335983
652,41140.0,1023,39.4,416.0,67.3,3305.0,38395.0,11976.0,74.1,72.4,0.3119156,10.555682,6.0306854,4.2091603
653,41140.0,2006,33.7,267.0,88.4,3681.0,35541.0,9881.0,75.0,83.3,0.27801692,10.478442,5.587249,4.481872
654,41140.0,2775,36.9,176.0,90.3,3267.0,33824.0,11228.0,80.8,73.1,0.33195364,10.4289255,5.170484,4.5031376
655,41140.0,4459,27.2,323.0,85.4,3191.0,30826.0,9620.0,51.0,78.4,0.3120742,10.336114,5.7776523,4.447346
656,41145.0,1193,24.5,260.0,86.7,3616.0,33822.0,11632.0,47.2,66.7,0.34391817,10.428866,5.560682,4.462454
657,41145.0,2386,32.4,180.0,129.7,3701.0,23189.0,7757.0,57.9,60.5,0.33451205,10.051434,5.192957,4.865224
658,41145.0,4627,23.4,401.0,93.8,4436.0,38076.0,13190.0,73.6,77.0,0.34641245,10.547339,5.9939613,4.541165
659,41145.0,6003,36.6,413.0,117.7,3648.0,23971.0,8410.0,74.4,80.8,0.3508406,10.0846,6.0234475,4.768139
660,41150.0,6298,0.0,347.0,89.2,3628.0,36233.0,11961.0,52.7,67.3,0.33011344,10.4977255,5.8493247,4.490881
661,41160.0,47,37.2,455.0,87.5,3043.0,28659.0,9272.0,85.2,77.0,0.32352838,10.263223,6.1202974,4.4716387
662,41160.0,369,22.0,437.0,63.4,3242.0,39163.0,12386.0,96.6,96.6,0.3162679,10.575488,6.079933,4.1494637
663,41160.0,419,12.1,435.0,62.5,3051.0,37872.0,12038.0,93.7,96.8,0.31786016,10.541967,6.075346,4.1351666
664,41160.0,1427,27.1,415.0,78.8,3356.0,32811.0,10407.0,72.4,89.7,0.31718022,10.3985195,6.0282784,4.366913
665,41160.0,2500,24.2,348.0,79.3,2160.0,28354.0,9752.0,81.4,79.1,0.34393737,10.252523,5.8522024,4.373238
666,41160.0,3556,35.7,409.0,78.7,2892.0,28494.0,9074.0,83.7,71.4,0.318453,10.257449,6.0137153,4.365643
667,41160.0,4194,54.2,505.0,71.9,2986.0,31476.0,9980.0,54.8,69.4,0.31706697,10.35698,6.2245584,4.275276
668,41160.0,7454,11.8,472.0,67.8,2961.0,33745.0,10723.0,84.5,91.7,0.3177656,10.426587,6.156979,4.2165623
669,41160.0,7805,10.8,518.0,69.9,3177.0,36313.0,11689.0,79.5,84.9,0.32189575,10.499931,6.249975,4.2470655
670,41170.0,76,16.3,400.0,53.9,3004.0,42971.0,15100.0,74.6,74.6,0.35139978,10.668281,5.9914646,3.9871304
671,41210.0,269,11.9,363.0,108.0,3374.0,26098.0,8681.0,73.3,75.0,0.33263084,10.169614,5.894403,4.6821313
672,41210.0,832,6.5,540.0,68.1,2873.0,33100.0,11201.0,81.5,73.9,0.33839878,10.407289,6.291569,4.2209773
673,41210.0,2094,11.9,494.0,76.5,3134.0,31907.0,10776.0,94.0,80.6,0.33773154,10.370581,6.2025356,4.337291
674,41210.0,2958,15.7,464.0,82.3,2773.0,29892.0,9492.0,92.1,93.7,0.31754315,10.3053465,6.1398845,4.4103713
675,41210.0,4272,22.8,450.0,75.1,3210.0,35194.0,11448.0,95.2,96.8,0.32528272,10.468631,6.1092477,4.3188205
676,41210.0,5007,18.1,155.0,84.5,3156.0,28637.0,9307.0,100.0,100.0,0.32499912,10.262455,5.043425,4.4367514
677,41210.0,7459,6.6,550.0,72.2,2500.0,30024.0,10254.0,87.2,83.3,0.34152678,10.309752,6.3099184,4.27944
678,41240.0,7467,31.9,637.0,89.2,3656.0,36882.0,11001.0,67.0,79.3,0.2982756,10.515479,6.4567695,4.490881
679,43040.0,5826,79.9,280.0,111.8,4065.0,26973.0,10000.0,46.6,54.7,0.3707411,10.202592,5.6347895,4.7167115
680,44010.0,143,24.3,337.0,71.8,3674.0,41870.0,13915.0,60.5,58.1,0.33233818,10.642324,5.820083,4.2738843
681,44010.0,1099,26.6,380.0,61.6,3192.0,40778.0,13632.0,68.9,86.7,0.3342979,10.615898,5.9401712,4.1206617
682,44010.0,1855,39.9,304.0,79.9,3568.0,36550.0,12447.0,80.5,70.7,0.3405472,10.506436,5.7170277,4.380776
