,educ,cigpric,white,age,income,cigs,restaurn,lincome,agesq,lcigpric
407,10.0,62.948,0,17,20000,0,1,9.903487,289,4.142309
408,8.0,59.376,1,45,20000,8,0,9.903487,2025,4.08389
409,12.0,59.621,1,19,30000,10,0,10.308952,361,4.088008
410,8.0,54.338,1,74,5500,0,0,8.612503,5476,3.9952238
411,12.0,53.653,1,46,30000,25,0,10.308952,2116,3.9825373
412,13.5,54.925,1,27,30000,0,0,10.308952,729,4.0059686
413,12.0,56.294,1,66,20000,0,0,9.903487,4356,4.030588
414,16.0,54.925,1,44,30000,0,0,10.308952,1936,4.0059686
415,12.0,55.022,1,33,30000,0,0,10.308952,1089,4.007733
416,12.0,54.142,1,64,20000,0,0,9.903487,4096,3.9916103
417,13.5,57.485,1,54,30000,1,0,10.308952,2916,4.051524
418,10.0,57.585,0,27,12500,30,0,9.433484,729,4.053262
419,6.0,57.485,1,75,4500,0,0,8.411833,5625,4.051524
420,10.0,53.262,1,19,8500,0,0,9.047821,361,3.975223
421,6.0,56.979,1,69,2500,20,0,7.824046,4761,4.0426826
422,12.0,55.707,1,30,8500,0,0,9.047821,900,4.020106
423,12.0,56.098,1,64,12500,0,0,9.433484,4096,4.0271
424,13.5,57.336,1,37,30000,0,0,10.308952,1369,4.0489287
425,12.0,54.436,1,31,30000,0,0,10.308952,961,3.9970257
426,12.0,57.585,1,30,20000,2,0,9.903487,900,4.053262
427,6.0,55.015,1,38,30000,0,1,10.308952,1444,4.007606
428,12.0,59.653,1,20,30000,0,1,10.308952,400,4.0885444
429,12.0,59.653,1,21,3500,20,1,8.160519,441,4.0885444
430,12.0,56.804,1,19,12500,0,1,9.433484,361,4.0396066
431,18.0,58.464,1,71,12500,0,0,9.433484,5041,4.0684114
432,10.0,63.103,1,49,20000,18,0,9.903487,2401,4.144768
433,10.0,55.168,1,42,8500,0,0,9.047821,1764,4.010383
434,8.0,55.007,1,54,12500,10,0,9.433484,2916,4.0074606
435,13.5,55.168,1,24,20000,20,0,9.903487,576,4.010383
436,12.0,54.322,1,60,30000,0,0,10.308952,3600,3.9949293
437,12.0,55.168,1,54,20000,0,0,9.903487,2916,4.010383
438,10.0,53.879,1,28,8500,20,0,9.047821,784,3.9867408
439,8.0,64.994,1,67,12500,0,0,9.433484,4489,4.174295
440,12.0,65.55,1,56,20000,40,0,9.903487,3136,4.182813
441,16.0,64.048,1,36,30000,0,0,10.308952,1296,4.1596327
442,12.0,64.438,0,25,30000,0,0,10.308952,625,4.165704
443,13.5,65.828,1,34,20000,0,0,9.903487,1156,4.187045
444,10.0,65.605,1,20,20000,5,0,9.903487,400,4.183652
445,13.5,64.493,1,21,30000,10,0,10.308952,441,4.166557
446,12.0,64.938,1,42,8500,0,0,9.047821,1764,4.173433
447,13.5,64.549,1,28,12500,20,0,9.433484,784,4.1674247
448,18.0,65.439,1,29,20000,0,0,9.903487,841,4.1811185
449,8.0,64.994,1,70,5500,20,0,8.612503,4900,4.174295
450,12.0,66.328,1,32,12500,30,0,9.433484,1024,4.194612
451,13.5,65.772,0,42,30000,40,0,10.308952,1764,4.1861944
452,10.0,65.161,1,17,30000,30,0,10.308952,289,4.1768613
453,12.0,66.784,1,24,20000,0,0,9.903487,576,4.2014637
454,15.0,66.328,0,64,20000,0,0,9.903487,4096,4.194612
455,12.0,65.717,1,57,30000,60,0,10.308952,3249,4.1853576
456,16.0,64.104,1,51,30000,0,0,10.308952,2601,4.1605067
457,13.5,65.717,1,29,12500,18,0,9.433484,841,4.1853576
458,10.0,64.438,1,66,6500,20,0,8.779557,4356,4.165704
459,13.5,64.382,1,62,30000,15,0,10.308952,3844,4.164834
460,16.0,66.328,1,29,30000,40,0,10.308952,841,4.194612
461,6.0,65.605,1,58,8500,0,0,9.047821,3364,4.183652
462,15.0,65.161,0,53,20000,0,0,9.903487,2809,4.1768613
463,13.5,65.439,1,38,30000,0,0,10.308952,1444,4.1811185
464,12.0,64.104,1,24,20000,0,0,9.903487,576,4.1605067
465,8.0,66.384,1,59,20000,0,0,9.903487,3481,4.195456
466,16.0,66.217,1,30,30000,0,0,10.308952,900,4.1929374
467,8.0,64.382,1,37,20000,0,0,9.903487,1369,4.164834
468,12.0,65.995,1,43,20000,0,0,9.903487,1849,4.189579
469,12.0,66.162,0,60,20000,0,0,9.903487,3600,4.1921062
470,10.0,64.994,1,24,12500,40,0,9.433484,576,4.174295
471,12.0,64.549,1,60,12500,0,0,9.433484,3600,4.1674247
472,8.0,62.04,1,82,4500,0,0,8.411833,6724,4.1277795
473,12.0,64.192,1,61,20000,0,0,9.903487,3721,4.1618786
474,10.0,64.507,1,66,30000,0,0,10.308952,4356,4.166774
475,15.0,61.85,1,33,30000,0,0,10.308952,1089,4.124712
476,10.0,64.564,1,26,20000,19,0,9.903487,676,4.167657
477,8.0,64.192,0,85,20000,20,0,9.903487,7225,4.1618786
478,13.5,62.104,1,32,20000,0,0,9.903487,1024,4.1288104
479,10.0,63.369,1,27,8500,0,0,9.047821,729,4.148975
480,12.0,64.129,1,30,30000,20,0,10.308952,900,4.160897
481,12.0,62.673,1,30,5500,0,0,8.612503,900,4.137931
482,13.5,63.179,1,47,30000,0,0,10.308952,2209,4.145972
483,12.0,61.85,1,18,6500,0,0,8.779557,324,4.124712
484,12.0,62.42,0,20,6500,0,0,8.779557,400,4.133886
485,18.0,62.547,1,32,30000,0,0,10.308952,1024,4.135918
486,18.0,61.977,1,30,20000,0,0,9.903487,900,4.1267633
487,10.0,63.686,1,17,20000,0,0,9.903487,289,4.153965
488,12.0,62.61,1,22,12500,10,0,9.433484,484,4.136925
489,13.5,61.787,1,43,30000,0,0,10.308952,1849,4.123693
490,10.0,63.306,1,56,20000,40,0,9.903487,3136,4.14798
491,6.0,61.977,1,64,6500,0,0,8.779557,4096,4.1267633
492,6.0,62.926,1,76,12500,0,0,9.433484,5776,4.141959
493,12.0,64.002,1,28,12500,30,0,9.433484,784,4.158914
494,18.0,64.651,1,37,30000,0,0,10.308952,1369,4.1690035
495,15.0,63.622,1,38,20000,0,0,9.903487,1444,4.1529593
496,16.0,62.104,1,52,20000,20,0,9.903487,2704,4.1288104
497,8.0,63.116,1,68,12500,0,0,9.433484,4624,4.144974
498,12.0,62.926,1,75,12500,0,0,9.433484,5625,4.141959
499,13.5,61.85,1,54,30000,20,0,10.308952,2916,4.124712
500,18.0,61.85,1,36,30000,40,0,10.308952,1296,4.124712
501,6.0,62.357,1,37,4500,0,0,8.411833,1369,4.132876
502,13.5,62.42,0,23,12500,28,0,9.433484,529,4.133886
503,6.0,64.192,1,36,6500,5,0,8.779557,1296,4.1618786
504,10.0,63.116,1,44,30000,0,0,10.308952,1936,4.144974
505,18.0,64.192,0,56,20000,0,0,9.903487,3136,4.1618786
506,10.0,64.319,1,64,12500,0,0,9.433484,4096,4.163855
507,13.5,62.99,1,45,30000,28,0,10.308952,2025,4.142976
508,12.0,61.787,1,56,30000,30,0,10.308952,3136,4.123693
509,8.0,63.179,1,62,30000,0,0,10.308952,3844,4.145972
510,15.0,62.8,1,62,12500,0,0,9.433484,3844,4.139955
511,16.0,64.564,1,52,30000,0,0,10.308952,2704,4.167657
512,10.0,63.116,1,18,30000,0,0,10.308952,324,4.144974
513,12.0,64.065,1,47,500,0,0,6.214608,2209,4.1598983
514,18.0,63.179,1,52,30000,0,0,10.308952,2704,4.145972
515,12.0,64.129,1,18,20000,0,0,9.903487,324,4.160897
516,13.5,64.065,1,26,12500,20,0,9.433484,676,4.1598983
517,15.0,64.622,1,22,30000,0,0,10.308952,484,4.168555
518,6.0,63.116,1,65,6500,0,0,8.779557,4225,4.144974
519,12.0,63.876,1,38,20000,20,0,9.903487,1444,4.156944
520,13.5,63.053,1,20,20000,0,0,9.903487,400,4.1439757
521,16.0,62.04,1,41,20000,60,0,9.903487,1681,4.1277795
522,16.0,63.306,1,28,20000,20,0,9.903487,784,4.14798
523,16.0,62.926,1,57,20000,0,0,9.903487,3249,4.141959
524,10.0,63.179,1,44,8500,7,0,9.047821,1936,4.145972
525,13.5,64.478,1,32,20000,0,0,9.903487,1024,4.166324
526,13.5,64.129,1,22,8500,15,0,9.047821,484,4.160897
527,16.0,64.382,1,30,30000,0,0,10.308952,900,4.164834
528,16.0,62.42,1,30,12500,0,0,9.433484,900,4.133886
529,10.0,63.053,1,59,20000,40,0,9.903487,3481,4.1439757
530,6.0,64.002,1,42,8500,0,0,9.047821,1764,4.158914
531,10.0,63.433,1,31,12500,20,0,9.433484,961,4.1499844
532,12.0,63.369,1,39,20000,0,0,9.903487,1521,4.148975
533,8.0,63.686,1,65,12500,0,0,9.433484,4225,4.153965
534,10.0,62.104,0,78,12500,10,0,9.433484,6084,4.1288104
535,10.0,63.622,0,17,4500,0,0,8.411833,289,4.1529593
536,18.0,63.559,1,34,30000,0,0,10.308952,1156,4.1519685
537,16.0,64.651,1,39,30000,0,0,10.308952,1521,4.1690035
538,10.0,62.8,1,49,12500,0,0,9.433484,2401,4.139955
539,12.0,64.192,1,51,30000,0,0,10.308952,2601,4.1618786
540,12.0,61.85,1,19,20000,0,0,9.903487,361,4.124712
541,12.0,63.559,1,26,20000,30,0,9.903487,676,4.1519685
542,12.0,62.293,1,82,6500,0,0,8.779557,6724,4.131849
543,12.0,64.129,1,38,3500,10,0,8.160519,1444,4.160897
544,12.0,62.8,1,32,20000,30,0,9.903487,1024,4.139955
545,10.0,61.724,1,27,3500,30,0,8.160519,729,4.122673
546,12.0,64.564,1,35,20000,0,0,9.903487,1225,4.167657
547,10.0,63.749,1,54,20000,0,0,9.903487,2916,4.1549535
548,12.0,61.977,1,37,30000,20,0,10.308952,1369,4.1267633
549,10.0,64.651,0,60,12500,10,0,9.433484,3600,4.1690035
550,10.0,63.433,1,17,30000,11,0,10.308952,289,4.1499844
551,16.0,64.564,1,28,20000,40,0,9.903487,784,4.167657
552,8.0,62.167,1,35,12500,40,0,9.433484,1225,4.129824
553,10.0,64.002,1,40,8500,20,0,9.047821,1600,4.158914
554,6.0,64.129,1,24,3500,0,0,8.160519,576,4.160897
555,18.0,63.749,1,41,30000,0,0,10.308952,1681,4.1549535
556,8.0,61.787,0,47,20000,0,0,9.903487,2209,4.123693
557,13.5,46.314,1,22,6500,0,0,8.779557,484,3.8354442
558,18.0,44.726,1,29,20000,0,0,9.903487,841,3.800555
559,10.0,44.381,1,17,30000,30,0,10.308952,289,3.7928114
560,13.5,47.648,0,40,30000,40,0,10.308952,1600,3.8638406
561,13.5,46.314,1,32,8500,10,0,9.047821,1024,3.8354442
562,13.5,47.004,1,47,30000,0,0,10.308952,2209,3.8502328
563,10.0,46.659,1,58,20000,20,0,9.903487,3364,3.842866
564,18.0,44.45,1,74,30000,0,0,10.308952,5476,3.794365
565,12.0,47.492,1,49,30000,20,0,10.308952,2401,3.8605614
566,6.0,47.211,1,69,5500,0,0,8.612503,4761,3.854627
567,16.0,47.211,1,25,12500,0,0,9.433484,625,3.854627
568,6.0,45.278,1,71,1500,0,0,7.3132205,5041,3.8128211
569,12.0,57.352,1,66,6500,1,0,8.779557,4356,4.0492077
570,10.0,57.49,1,25,12500,20,0,9.433484,625,4.051611
571,10.0,59.151,1,50,20000,0,0,9.903487,2500,4.0800934
572,13.5,57.03,1,19,2500,0,0,7.824046,361,4.043577
573,6.0,57.168,1,28,3500,3,0,8.160519,784,4.0459943
574,15.0,58.996,1,22,12500,0,0,9.433484,484,4.07747
575,13.5,58.088,1,49,30000,20,0,10.308952,2401,4.0619593
576,12.0,57.536,1,39,20000,20,0,9.903487,1521,4.0524106
577,10.0,58.641,1,19,3500,9,0,8.160519,361,4.071434
578,12.0,57.812,1,60,30000,0,0,10.308952,3600,4.057196
579,18.0,58.181,1,37,20000,18,0,9.903487,1369,4.063559
580,12.0,58.088,1,62,12500,0,0,9.433484,3844,4.0619593
581,12.0,58.892,1,20,1500,0,0,7.3132205,400,4.075705
582,16.0,58.135,1,23,4500,1,0,8.411833,529,4.062768
583,10.0,56.846,1,45,20000,60,0,9.903487,2025,4.0403457
584,12.0,57.398,1,28,30000,40,0,10.308952,784,4.0500093
585,12.0,59.151,1,20,30000,6,0,10.308952,400,4.0800934
586,12.0,58.319,1,51,20000,0,0,9.903487,2601,4.065928
587,12.0,57.398,1,62,6500,0,0,8.779557,3844,4.0500093
588,12.0,59.048,1,55,30000,0,0,10.308952,3025,4.0783505
589,16.0,58.181,1,26,12500,0,0,9.433484,676,4.063559
590,12.0,58.088,0,41,20000,10,0,9.903487,1681,4.0619593
591,13.5,58.227,1,67,12500,0,0,9.433484,4489,4.064349
592,10.0,57.398,1,19,30000,20,0,10.308952,361,4.0500093
593,18.0,56.754,1,33,20000,0,0,9.903487,1089,4.0387263
594,18.0,57.398,1,29,12500,0,0,9.433484,841,4.0500093
595,12.0,57.444,1,49,20000,20,0,9.903487,2401,4.0508103
596,12.0,59.048,1,29,3500,20,0,8.160519,841,4.0783505
597,15.0,58.841,1,32,20000,0,0,9.903487,1024,4.074839
598,16.0,57.812,1,31,30000,60,0,10.308952,961,4.057196
599,10.0,57.904,1,17,20000,50,0,9.903487,289,4.0587864
600,13.5,57.536,1,33,20000,0,0,9.903487,1089,4.0524106
601,12.0,58.737,1,21,12500,0,0,9.433484,441,4.07307
602,10.0,58.319,1,59,20000,30,0,9.903487,3481,4.065928
603,13.5,56.984,1,25,30000,20,0,10.308952,625,4.0427704
604,8.0,57.398,1,32,30000,60,0,10.308952,1024,4.0500093
605,12.0,58.411,1,25,20000,0,0,9.903487,625,4.0675044
606,13.5,58.737,1,61,6500,40,0,8.779557,3721,4.07307
607,18.0,58.892,1,66,30000,0,0,10.308952,4356,4.075705
608,10.0,57.398,1,22,12500,25,0,9.433484,484,4.0500093
609,12.0,57.49,1,24,6500,10,0,8.779557,576,4.051611
610,18.0,58.135,1,43,30000,0,0,10.308952,1849,4.062768
611,12.0,59.048,1,51,20000,0,0,9.903487,2601,4.0783505
612,16.0,57.812,1,45,30000,0,0,10.308952,2025,4.057196
613,12.0,58.841,1,45,20000,0,0,9.903487,2025,4.074839
614,18.0,57.398,1,66,8500,0,0,9.047821,4356,4.0500093
615,12.0,58.892,0,38,30000,0,0,10.308952,1444,4.075705
616,10.0,56.846,1,49,20000,30,0,9.903487,2401,4.0403457
617,13.5,57.444,1,29,8500,1,0,9.047821,841,4.0508103
618,16.0,56.846,1,45,30000,33,0,10.308952,2025,4.0403457
619,18.0,60.873,1,43,30000,80,0,10.308952,1849,4.10879
620,12.0,61.156,1,49,30000,0,0,10.308952,2401,4.113428
621,13.5,62.718,1,20,30000,0,0,10.308952,400,4.1386485
622,13.5,63.273,1,41,20000,20,0,9.903487,1681,4.1474586
623,12.0,58.46,1,31,20000,0,0,9.903487,961,4.0683427
624,13.5,60.021,1,28,12500,0,0,9.433484,784,4.0946946
625,12.0,59.028,1,36,12500,0,0,9.433484,1296,4.078012
626,18.0,54.429,0,37,20000,0,0,9.903487,1369,3.9968972
627,12.0,53.344,1,18,500,0,0,6.214608,324,3.9767616
628,15.0,52.579,1,22,2500,0,0,7.824046,484,3.9623168
629,18.0,52.7,1,33,20000,0,0,9.903487,1089,3.9646156
630,10.0,53.143,1,76,4500,0,0,8.411833,5776,3.9729865
631,13.5,52.7,1,34,20000,0,0,9.903487,1156,3.9646156
632,13.5,60.786,0,78,2500,0,0,7.824046,6084,4.1073594
633,12.0,60.974,1,31,3500,15,0,8.160519,961,4.1104474
634,10.0,61.269,1,42,12500,0,0,9.433484,1764,4.115274
635,18.0,61.216,1,32,5500,10,0,8.612503,1024,4.1144085
636,8.0,60.746,1,80,12500,0,0,9.433484,6400,4.1067014
637,12.0,61.751,1,40,8500,10,0,9.047821,1600,4.1231103
638,16.0,61.242,1,53,30000,0,0,10.308952,2809,4.1148334
639,6.0,60.826,0,82,12500,0,0,9.433484,6724,4.1080174
640,6.0,61.055,1,18,8500,11,0,9.047821,324,4.111775
641,8.0,61.081,0,46,12500,10,0,9.433484,2116,4.1122007
642,12.0,61.202,1,60,20000,0,0,9.903487,3600,4.11418
643,8.0,61.684,1,78,6500,0,0,8.779557,6084,4.1220245
644,12.0,60.947,1,47,30000,0,0,10.308952,2209,4.1100044
645,10.0,60.813,1,17,30000,0,0,10.308952,289,4.1078033
646,12.0,60.759,1,27,20000,2,0,9.903487,729,4.106915
647,18.0,61.242,1,48,30000,0,0,10.308952,2304,4.1148334
648,18.0,61.028,1,39,30000,0,0,10.308952,1521,4.111333
649,12.0,61.229,1,25,30000,0,0,10.308952,625,4.114621
650,12.0,61.885,1,30,3500,10,0,8.160519,900,4.125278
651,18.0,60.746,1,59,20000,0,0,9.903487,3481,4.1067014
652,16.0,61.041,1,47,30000,0,0,10.308952,2209,4.1115456
653,12.0,61.189,1,32,8500,20,0,9.047821,1024,4.1139674
654,10.0,61.189,1,17,20000,20,0,9.903487,289,4.1139674
655,13.5,60.786,1,23,30000,0,0,10.308952,529,4.1073594
656,12.0,61.256,1,20,12500,0,0,9.433484,400,4.1150618
657,13.5,60.974,1,32,20000,0,0,9.903487,1024,4.1104474
658,13.5,61.001,1,19,30000,10,0,10.308952,361,4.1108904
659,12.0,61.095,1,23,20000,0,0,9.903487,529,4.11243
660,10.0,61.229,1,18,6500,0,0,8.779557,324,4.114621
661,12.0,61.229,1,54,20000,30,0,9.903487,2916,4.114621
662,12.0,60.947,1,65,20000,20,0,9.903487,4225,4.1100044
663,8.0,60.974,1,55,6500,0,0,8.779557,3025,4.1104474
664,12.0,61.001,1,29,30000,30,0,10.308952,841,4.1108904
665,12.0,61.885,0,19,5500,8,0,8.612503,361,4.125278
666,16.0,60.786,1,27,12500,0,0,9.433484,729,4.1073594
667,12.0,61.256,1,26,12500,35,0,9.433484,676,4.1150618
668,10.0,61.189,1,59,30000,20,0,10.308952,3481,4.1139674
669,12.0,60.732,1,25,20000,0,0,9.903487,625,4.1064706
670,16.0,61.041,1,78,12500,0,0,9.433484,6084,4.1115456
671,6.0,60.826,1,69,6500,20,0,8.779557,4761,4.1080174
672,10.0,61.216,1,58,20000,0,0,9.903487,3364,4.1144085
673,15.0,51.0,1,24,12500,0,0,9.433484,576,3.9318256
674,12.0,51.0,1,54,12500,0,0,9.433484,2916,3.9318256
675,12.0,51.0,1,48,20000,0,0,9.903487,2304,3.9318256
676,12.0,51.04,1,59,30000,30,0,10.308952,3481,3.9326096
677,10.0,51.04,1,38,20000,40,0,9.903487,1444,3.9326096
678,16.0,50.919,1,29,30000,0,0,10.308952,841,3.930236
679,12.0,51.443,1,33,12500,50,0,9.433484,1089,3.9404745
680,6.0,51.0,1,32,2500,0,0,7.824046,1024,3.9318256
681,18.0,57.982,1,36,30000,0,0,10.308952,1296,4.0601325
682,6.0,59.996,0,49,30000,20,0,10.308952,2401,4.094278
683,16.0,58.04,1,69,20000,0,0,9.903487,4761,4.0611324
684,12.0,60.868,0,18,30000,20,0,10.308952,324,4.1087074
685,18.0,57.982,1,72,20000,0,0,9.903487,5184,4.0601325
686,18.0,60.803,1,35,12500,40,0,9.433484,1225,4.1076393
687,8.0,58.788,0,71,1500,0,0,7.3132205,5041,4.073938
688,13.5,58.615,1,47,30000,0,0,10.308952,2209,4.0709906
689,12.0,58.442,1,20,500,0,0,6.214608,400,4.0680346
690,12.0,60.168,1,43,20000,0,0,9.903487,1849,4.097141
691,12.0,60.347,1,65,4500,0,0,8.411833,4225,4.100111
692,8.0,60.226,1,23,2500,10,0,7.824046,529,4.098104
693,12.0,59.996,1,44,30000,40,0,10.308952,1936,4.094278
694,13.5,63.989,0,28,20000,0,0,9.903487,784,4.158711
695,18.0,64.235,1,67,20000,0,0,9.903487,4489,4.162548
696,13.5,62.858,1,32,12500,0,0,9.433484,1024,4.140878
697,8.0,63.519,1,37,20000,0,0,9.903487,1369,4.151339
698,13.5,63.928,1,32,12500,4,0,9.433484,1024,4.1577573
699,6.0,63.577,1,57,20000,0,0,9.903487,3249,4.1522517
700,10.0,63.145,1,55,20000,30,0,9.903487,3025,4.145434
701,12.0,63.663,1,31,30000,0,0,10.308952,961,4.1536036
702,12.0,63.088,1,57,30000,0,0,10.308952,3249,4.144531
703,13.5,63.744,0,54,30000,0,0,10.308952,2916,4.1548753
704,16.0,63.989,0,24,20000,25,0,9.903487,576,4.158711
705,13.5,63.692,1,33,12500,0,0,9.433484,1089,4.154059
706,16.0,62.829,1,49,30000,0,0,10.308952,2401,4.1404166
707,10.0,63.548,1,19,12500,0,0,9.433484,361,4.1517954
708,16.0,62.57,1,50,8500,20,0,9.047821,2500,4.136286
709,18.0,62.829,1,58,30000,0,0,10.308952,3364,4.1404166
710,10.0,62.973,1,65,20000,0,0,9.903487,4225,4.142706
711,10.0,64.235,1,18,8500,0,0,9.047821,324,4.162548
712,12.0,63.232,1,31,30000,20,0,10.308952,961,4.1468105
713,12.0,62.829,1,34,20000,0,0,9.903487,1156,4.1404166
714,12.0,63.49,1,55,30000,0,0,10.308952,3025,4.1508822
715,16.0,63.26,1,28,12500,0,0,9.433484,784,4.147253
716,12.0,62.541,1,65,8500,20,0,9.047821,4225,4.1358223
717,8.0,63.928,0,68,5500,15,0,8.612503,4624,4.1577573
718,13.5,62.829,1,29,30000,0,0,10.308952,841,4.1404166
719,12.0,62.656,0,29,20000,10,0,9.903487,841,4.1376595
720,12.0,62.858,1,61,8500,0,0,9.047821,3721,4.140878
721,16.0,63.375,1,45,30000,0,0,10.308952,2025,4.1490693
722,15.0,63.318,1,66,20000,0,0,9.903487,4356,4.1481695
723,12.0,63.548,1,18,30000,0,0,10.308952,324,4.1517954
724,16.0,62.685,1,44,30000,40,0,10.308952,1936,4.138122
725,12.0,62.742,1,41,20000,0,0,9.903487,1681,4.139031
726,6.0,62.829,1,31,8500,0,0,9.047821,961,4.1404166
727,12.0,63.577,1,61,4500,40,0,8.411833,3721,4.1522517
728,10.0,63.232,1,29,20000,0,0,9.903487,841,4.1468105
729,13.5,62.57,1,70,3500,12,0,8.160519,4900,4.136286
730,6.0,63.692,1,49,5500,20,0,8.612503,2401,4.154059
731,16.0,62.886,0,35,20000,0,0,9.903487,1225,4.1413236
732,12.0,63.203,1,28,20000,15,0,9.903487,784,4.146352
733,12.0,63.548,0,30,20000,0,0,9.903487,900,4.1517954
734,13.5,63.989,0,23,12500,0,0,9.433484,529,4.158711
735,12.0,62.771,1,35,20000,0,0,9.903487,1225,4.139493
736,12.0,63.26,1,24,8500,0,0,9.047821,576,4.147253
737,16.0,63.663,0,22,30000,0,0,10.308952,484,4.1536036
738,10.0,63.663,1,49,30000,0,0,10.308952,2401,4.1536036
739,12.0,63.232,1,38,30000,30,0,10.308952,1444,4.1468105
740,12.0,56.174,0,22,30000,0,1,10.308952,484,4.028454
741,16.0,56.51,0,45,20000,0,1,9.903487,2025,4.0344176
742,18.0,56.174,0,39,30000,0,1,10.308952,1521,4.028454
743,15.0,54.63,1,61,12500,0,1,9.433484,3721,4.000583
744,12.0,54.764,1,19,30000,0,1,10.308952,361,4.003033
745,18.0,56.174,1,36,20000,0,1,9.903487,1296,4.028454
746,10.0,54.764,1,21,30000,0,1,10.308952,441,4.003033
747,16.0,54.63,1,38,30000,0,1,10.308952,1444,4.000583
748,12.0,46.932,1,39,30000,0,0,10.308952,1521,3.8486998
749,18.0,47.035,1,29,20000,0,0,9.903487,841,3.850892
750,13.5,48.798,1,44,30000,0,0,10.308952,1936,3.8876894
751,12.0,46.31,1,46,30000,10,0,10.308952,2116,3.835358
752,13.5,47.657,1,26,30000,0,0,10.308952,676,3.8640296
753,13.5,48.071,1,30,20000,0,0,9.903487,900,3.872679
754,12.0,47.346,1,47,20000,40,0,9.903487,2209,3.8574824
755,6.0,48.545,1,64,20000,0,0,9.903487,4096,3.882491
756,12.0,47.501,1,18,20000,5,0,9.903487,324,3.8607507
757,12.0,47.346,1,37,12500,20,0,9.433484,1369,3.8574824
758,10.0,47.605,0,67,12500,0,0,9.433484,4489,3.8629377
759,10.0,47.812,1,29,20000,20,0,9.903487,841,3.8672767
760,18.0,46.466,1,60,30000,5,0,10.308952,3600,3.8387208
761,12.0,46.776,1,39,20000,0,0,9.903487,1521,3.8453703
762,13.5,46.31,1,59,20000,15,0,9.903487,3481,3.835358
763,6.0,46.518,1,75,1500,0,0,7.3132205,5625,3.8398395
764,12.0,48.545,1,19,30000,15,0,10.308952,361,3.882491
765,13.5,63.45,1,27,20000,6,0,9.903487,729,4.1502523
766,13.5,62.227,1,62,20000,0,0,9.903487,3844,4.130789
767,12.0,63.113,1,63,30000,20,0,10.308952,3969,4.1449265
768,12.0,63.408,1,60,30000,0,0,10.308952,3600,4.14959
769,12.0,62.86,1,46,30000,20,0,10.308952,2116,4.14091
770,12.0,62.227,1,28,6500,0,0,8.779557,784,4.130789
771,13.5,62.227,1,20,20000,15,0,9.903487,400,4.130789
772,12.0,63.366,1,50,20000,0,0,9.903487,2500,4.1489277
773,15.0,62.1,1,43,30000,0,0,10.308952,1849,4.128746
774,12.0,63.366,1,45,30000,55,0,10.308952,2025,4.1489277
775,12.0,63.282,1,62,6500,0,0,8.779557,3844,4.147601
776,6.0,63.282,1,70,4500,12,0,8.411833,4900,4.147601
777,12.0,64.161,1,58,12500,0,0,9.433484,3364,4.1613955
778,12.0,64.107,1,21,30000,0,0,10.308952,441,4.1605535
779,13.5,63.028,1,27,1500,0,0,7.3132205,729,4.143579
780,18.0,64.214,1,47,30000,0,0,10.308952,2209,4.1622214
781,10.0,63.999,1,68,12500,0,0,9.433484,4624,4.1588674
782,10.0,63.282,1,17,30000,2,0,10.308952,289,4.147601
783,16.0,62.227,1,35,20000,0,0,9.903487,1225,4.130789
784,12.0,62.691,1,37,30000,0,0,10.308952,1369,4.138218
785,16.0,63.838,1,30,20000,20,0,9.903487,900,4.1563487
786,10.0,63.408,1,19,30000,0,0,10.308952,361,4.14959
787,12.0,63.493,1,54,12500,30,0,9.433484,2916,4.1509295
788,12.0,63.838,1,41,30000,10,0,10.308952,1681,4.1563487
789,12.0,62.227,1,34,30000,0,0,10.308952,1156,4.130789
790,13.5,62.691,1,28,6500,20,0,8.779557,784,4.138218
791,13.5,62.185,1,26,20000,30,0,9.903487,676,4.1301136
792,12.0,62.48,1,18,30000,0,0,10.308952,324,4.1348467
793,12.0,62.868,1,19,20000,0,0,9.903487,361,4.1410375
794,6.0,61.251,1,29,20000,0,0,9.903487,841,4.11498
795,8.0,59.988,1,60,12500,15,0,9.433484,3600,4.0941443
796,18.0,61.393,1,50,20000,0,0,9.903487,2500,4.1172957
797,12.0,60.707,1,52,20000,40,0,9.903487,2704,4.106059
798,15.0,61.251,1,22,30000,5,0,10.308952,484,4.11498
799,10.0,60.036,1,38,20000,40,0,9.903487,1444,4.0949445
800,10.0,60.227,1,63,12500,0,0,9.433484,3969,4.0981207
801,16.0,60.995,1,23,12500,0,0,9.433484,529,4.1107917
802,18.0,61.818,0,52,30000,20,0,10.308952,2704,4.1241946
803,18.0,61.676,1,31,12500,0,0,9.433484,961,4.121895
804,16.0,60.707,1,30,20000,0,0,9.903487,900,4.106059
805,10.0,59.988,1,18,20000,0,0,9.903487,324,4.0941443
806,10.0,59.652,1,47,30000,20,0,10.308952,2209,4.0885277
