,price,return,return_1,t,price_1,price_2,cprice,cprice_1
337,63.26,0.94143957,-0.01595746,338,62.67,62.68,0.59000015,-0.010002136
338,63.02,-0.3793833,0.94143957,339,63.26,62.67,-0.23999786,0.59000015
339,61.7,-2.0945725,-0.3793833,340,63.02,63.26,-1.3199997,-0.23999786
340,63.36,2.6904373,-2.0945725,341,61.7,63.02,1.6599998,-1.3199997
341,63.9,0.8522742,2.6904373,342,63.36,61.7,0.5400009,1.6599998
342,61.87,-3.1768427,0.8522742,343,63.9,63.36,-2.0300026,0.5400009
343,60.97,-1.4546593,-3.1768427,344,61.87,63.9,-0.8999977,-2.0300026
344,58.95,-3.3131056,-1.4546593,345,60.97,61.87,-2.0200005,-0.8999977
345,62.32,5.716707,-3.3131056,346,58.95,60.97,3.369999,-2.0200005
346,67.39,8.135429,5.716707,347,62.32,58.95,5.0699997,3.369999
347,67.9,0.756792,8.135429,348,67.39,62.32,0.51000214,5.0699997
348,70.02,3.1222312,0.756792,349,67.9,67.39,2.119995,0.51000214
349,71.19,1.6709595,3.1222312,350,70.02,67.9,1.1700058,2.119995
350,71.1,-0.12642781,1.6709595,351,71.19,70.02,-0.09000397,1.1700058
351,69.78,-1.8565397,-0.12642781,352,71.1,71.19,-1.3199997,-0.09000397
352,72.2,3.4680398,-1.8565397,353,69.78,71.1,2.4199982,-1.3199997
353,78.3,8.448762,3.4680398,354,72.2,69.78,6.100006,2.4199982
354,79.8,1.9157088,8.448762,355,78.3,72.2,1.5,6.100006
355,77.68,-2.656645,1.9157088,356,79.8,78.3,-2.1200027,1.5
356,82.05,5.625647,-2.656645,357,77.68,79.8,4.3700027,-2.1200027
357,81.43,-0.75564015,5.625647,358,82.05,77.68,-0.62000275,4.3700027
358,79.67,-2.1613681,-0.75564015,359,81.43,82.05,-1.7600021,-0.62000275
359,77.6,-2.5982172,-2.1613681,360,79.67,81.43,-2.0699997,-1.7600021
360,80.13,3.2603078,-2.5982172,361,77.6,79.67,2.5299988,-2.0699997
361,81.73,1.996763,3.2603078,362,80.13,77.6,1.6000061,2.5299988
362,78.09,-4.453697,1.996763,363,81.73,80.13,-3.640007,1.6000061
363,79.87,2.2794294,-4.453697,364,78.09,81.73,1.7800064,-3.640007
364,81.21,1.6777216,2.2794294,365,79.87,78.09,1.3399963,1.7800064
365,81.76,0.6772603,1.6777216,366,81.21,79.87,0.55000305,1.3399963
366,84.65,3.534735,0.6772603,367,81.76,81.21,2.8899994,0.55000305
367,83.99,-0.7796854,3.534735,368,84.65,81.76,-0.66000366,2.8899994
368,81.73,-2.69079,-0.7796854,369,83.99,84.65,-2.2599945,-0.66000366
369,82.67,1.150122,-2.69079,370,81.73,83.99,0.9399948,-2.2599945
370,83.79,1.3547875,1.150122,371,82.67,81.73,1.1200027,0.9399948
371,85.18,1.6589085,1.3547875,372,83.79,82.67,1.3899994,1.1200027
372,84.74,-0.516556,1.6589085,373,85.18,83.79,-0.44000244,1.3899994
373,87.78,3.587445,-0.516556,374,84.74,85.18,3.040001,-0.44000244
374,88.23,0.5126505,3.587445,375,87.78,84.74,0.45000458,3.040001
375,86.43,-2.0401258,0.5126505,376,88.23,87.78,-1.800003,0.45000458
376,87.85,1.6429459,-2.0401258,377,86.43,88.23,1.4199982,-1.800003
377,88.16,0.35288012,1.6429459,378,87.85,86.43,0.3100052,1.4199982
378,86.97,-1.3498212,0.35288012,379,88.16,87.85,-1.1900024,0.3100052
379,90.04,3.5299525,-1.3498212,380,86.97,88.16,3.0699997,-1.1900024
380,92.29,2.4988894,3.5299525,381,90.04,86.97,2.25,3.0699997
381,92.68,0.42258033,2.4988894,382,92.29,90.04,0.3899994,2.25
382,93.76,1.1653019,0.42258033,383,92.68,92.29,1.0800018,0.3899994
383,94.99,1.3118554,1.1653019,384,93.76,92.68,1.2299957,1.0800018
384,94.39,-0.63164383,1.3118554,385,94.99,93.76,-0.5999985,1.2299957
385,96.01,1.7162864,-0.63164383,386,94.39,94.99,1.6200027,-0.5999985
386,94.13,-1.9581344,1.7162864,387,96.01,94.39,-1.8800049,1.6200027
387,93.57,-0.5949193,-1.9581344,388,94.13,96.01,-0.55999756,-1.8800049
388,96.84,3.4947062,-0.5949193,389,93.57,94.13,3.2699966,-0.55999756
389,99.01,2.2408156,3.4947062,390,96.84,93.57,2.1700058,3.2699966
390,96.56,-2.474502,2.2408156,391,99.01,96.84,-2.4500046,2.1700058
391,97.73,1.2116879,-2.474502,392,96.56,99.01,1.1700058,-2.4500046
392,95.9,-1.8725077,1.2116879,393,97.73,96.56,-1.8300018,1.1700058
393,97.84,2.0229352,-1.8725077,394,95.9,97.73,1.9399948,-1.8300018
394,97.14,-0.7154507,2.0229352,395,97.84,95.9,-0.69999695,1.9399948
395,94.43,-2.789787,-0.7154507,396,97.14,97.84,-2.709999,-0.69999695
396,93.3,-1.1966507,-2.789787,397,94.43,97.14,-1.1299973,-2.709999
397,95.51,2.368702,-1.1966507,398,93.3,94.43,2.209999,-1.1299973
398,93.44,-2.167312,2.368702,399,95.51,93.3,-2.0699997,2.209999
399,94.89,1.5517946,-2.167312,400,93.44,95.51,1.449997,-2.0699997
400,96.96,2.181473,1.5517946,401,94.89,93.44,2.0699997,1.449997
401,95.7,-1.2995071,2.181473,402,96.96,94.89,-1.2600021,2.0699997
402,97.46,1.8390827,-1.2995071,403,95.7,96.96,1.7600021,-1.2600021
403,97.25,-0.21547207,1.8390827,404,97.46,95.7,-0.20999908,1.7600021
404,97.03,-0.22622234,-0.21547207,405,97.25,97.46,-0.22000122,-0.20999908
405,97.96,0.95846677,-0.22622234,406,97.03,97.25,0.9300003,-0.22000122
406,96.16,-1.8374801,0.95846677,407,97.96,97.03,-1.7999954,0.9300003
407,95.41,-0.7799501,-1.8374801,408,96.16,97.96,-0.75,-1.7999954
408,95.02,-0.40876952,-0.7799501,409,95.41,96.16,-0.39000702,-0.75
409,94.44,-0.61039174,-0.40876952,410,95.02,95.41,-0.5799942,-0.39000702
410,95.89,1.5353631,-0.61039174,411,94.44,95.02,1.449997,-0.5799942
411,96.4,0.53186166,1.5353631,412,95.89,94.44,0.51000214,1.449997
412,96.19,-0.21784137,0.53186166,413,96.4,95.89,-0.20999908,0.51000214
413,95.86,-0.3430729,-0.21784137,414,96.19,96.4,-0.33000183,-0.20999908
414,94.41,-1.5126194,-0.3430729,415,95.86,96.19,-1.449997,-0.33000183
415,94.44,0.031775,-1.5126194,416,94.41,95.86,0.02999878,-1.449997
416,95.23,0.8365109,0.031775,417,94.44,94.41,0.7900009,0.02999878
417,96.17,0.9870784,0.8365109,418,95.23,94.44,0.9399948,0.7900009
418,97.03,0.8942504,0.9870784,419,96.17,95.23,0.8600006,0.9399948
419,96.9,-0.13397636,0.8942504,420,97.03,96.17,-0.12999725,0.8600006
420,95.26,-1.6924658,-0.13397636,421,96.9,97.03,-1.6399994,-0.12999725
421,93.93,-1.3961807,-1.6924658,422,95.26,96.9,-1.3300018,-1.6399994
422,90.09,-4.088155,-1.3961807,423,93.93,95.26,-3.840004,-1.3300018
423,89.95,-0.15539949,-4.088155,424,90.09,93.93,-0.13999939,-3.840004
424,88.77,-1.3118403,-0.15539949,425,89.95,90.09,-1.1800003,-0.13999939
425,90.44,1.8812728,-1.3118403,426,88.77,89.95,1.6700058,-1.1800003
426,89.09,-1.492709,1.8812728,427,90.44,88.77,-1.3500061,1.6700058
427,90.32,1.3806301,-1.492709,428,89.09,90.44,1.2300034,-1.3500061
428,91.3,1.0850347,1.3806301,429,90.32,89.09,0.98000336,1.2300034
429,91.9,0.65717244,1.0850347,430,91.3,90.32,0.5999985,0.98000336
430,90.71,-1.2948884,0.65717244,431,91.9,91.3,-1.1900024,0.5999985
431,89.24,-1.6205504,-1.2948884,432,90.71,91.9,-1.4700012,-1.1900024
432,90.83,1.7817167,-1.6205504,433,89.24,90.71,1.590004,-1.4700012
433,91.18,0.38533357,1.7817167,434,90.83,89.24,0.34999847,1.590004
434,93.09,2.0947533,0.38533357,435,91.18,90.83,1.909996,0.34999847
435,92.14,-1.0205145,2.0947533,436,93.09,91.18,-0.94999695,1.909996
436,90.92,-1.3240734,-1.0205145,437,92.14,93.09,-1.2200012,-0.94999695
437,88.09,-3.1126285,-1.3240734,438,90.92,92.14,-2.8300018,-1.2200012
438,86.46,-1.8503772,-3.1126285,439,88.09,90.92,-1.6299973,-2.8300018
439,89.15,3.1112683,-1.8503772,440,86.46,88.09,2.6900024,-1.6299973
440,87.74,-1.5816082,3.1112683,441,89.15,86.46,-1.4100037,2.6900024
441,89.16,1.6184247,-1.5816082,442,87.74,89.15,1.4200058,-1.4100037
442,87.58,-1.7720971,1.6184247,443,89.16,87.74,-1.5800018,1.4200058
443,88.17,0.6736656,-1.7720971,444,87.58,89.16,0.58999634,-1.5800018
444,86.96,-1.3723478,0.6736656,445,88.17,87.58,-1.2099991,0.58999634
445,87.25,0.33348772,-1.3723478,446,86.96,88.17,0.29000092,-1.2099991
446,85.64,-1.8452729,0.33348772,447,87.25,86.96,-1.6100006,0.29000092
447,88.58,3.4329782,-1.8452729,448,85.64,87.25,2.9400024,-1.6100006
448,92.96,4.9446797,3.4329782,449,88.58,85.64,4.3799973,2.9400024
449,93.71,0.80679864,4.9446797,450,92.96,88.58,0.75,4.3799973
450,95.96,2.4010243,0.80679864,451,93.71,92.96,2.25,0.75
451,96.05,0.09379321,2.4010243,452,95.96,93.71,0.09000397,2.25
452,94.6,-1.5096351,0.09379321,453,96.05,95.96,-1.4500046,0.09000397
453,94.81,0.22198635,-1.5096351,454,94.6,96.05,0.20999908,-1.4500046
454,96.21,1.4766392,0.22198635,455,94.81,94.6,1.4000015,0.20999908
455,95.82,-0.40536264,1.4766392,456,96.21,94.81,-0.3899994,1.4000015
456,93.74,-2.1707387,-0.40536264,457,95.82,96.21,-2.0800018,-0.3899994
457,93.57,-0.18135072,-2.1707387,458,93.74,95.82,-0.16999817,-2.0800018
458,94.84,1.357269,-0.18135072,459,93.57,93.74,1.2699966,-0.16999817
459,96.4,1.6448811,1.357269,460,94.84,93.57,1.5600052,1.2699966
460,95.74,-0.6846511,1.6448811,461,96.4,94.84,-0.66000366,1.5600052
461,97.46,1.7965336,-0.6846511,462,95.74,96.4,1.7200012,-0.66000366
462,95.74,-1.7648278,1.7965336,463,97.46,95.74,-1.7200012,1.7200012
463,94.79,-0.99226755,-1.7648278,464,95.74,97.46,-0.94999695,-1.7200012
464,95.14,0.36923563,-0.99226755,465,94.79,95.74,0.34999847,-0.94999695
465,93.47,-1.755306,0.36923563,466,95.14,94.79,-1.6699982,0.34999847
466,93.79,0.34235552,-1.755306,467,93.47,95.14,0.3199997,-1.6699982
467,96.39,2.7721488,0.34235552,468,93.79,93.47,2.5999985,0.3199997
468,96.04,-0.36310664,2.7721488,469,96.39,93.79,-0.34999847,2.5999985
469,95.43,-0.63515264,-0.36310664,470,96.04,96.39,-0.6100006,-0.34999847
470,95.44,0.010481124,-0.63515264,471,95.43,96.04,0.010002136,-0.6100006
471,98.9,3.6253133,0.010481124,472,95.44,95.43,3.459999,0.010002136
472,102.27,3.4074774,3.6253133,473,98.9,95.44,3.369995,3.459999
473,103.65,1.3493742,3.4074774,474,102.27,98.9,1.3800049,3.369995
474,104.4,0.723589,1.3493742,475,103.65,102.27,0.75,1.3800049
475,106.08,1.6091957,0.723589,476,104.4,103.65,1.6800003,0.75
476,105.11,-0.91440535,1.6091957,477,106.08,104.4,-0.9700012,1.6800003
477,104.66,-0.42812002,-0.91440535,478,105.11,106.08,-0.44999695,-0.9700012
478,104.64,-0.01911358,-0.42812002,479,104.66,105.11,-0.020004272,-0.44999695
479,103.24,-1.337922,-0.01911358,480,104.64,104.66,-1.4000015,-0.020004272
480,103.69,0.435882,-1.337922,481,103.24,104.64,0.45000458,-1.4000015
481,103.93,0.23145708,0.435882,482,103.69,103.24,0.23999786,0.45000458
482,103.77,-0.1539533,0.23145708,483,103.93,103.69,-0.16000366,0.23999786
483,103.99,0.2120085,-0.1539533,484,103.77,103.93,0.22000122,-0.16000366
484,105.29,1.2501231,0.2120085,485,103.99,103.77,1.300003,0.22000122
485,105.6,0.2944226,1.2501231,486,105.29,103.99,0.30999756,1.300003
486,103.35,-2.1306818,0.2944226,487,105.6,105.29,-2.25,0.30999756
487,104.56,1.170778,-2.1306818,488,103.35,105.6,1.2099991,-2.25
488,106.87,2.2092628,1.170778,489,104.56,103.35,2.3100052,1.2099991
489,108.99,1.9837139,2.2092628,490,106.87,104.56,2.119995,2.3100052
490,108.66,-0.30277476,1.9837139,491,108.99,106.87,-0.3299942,2.119995
491,110.24,1.4540715,-0.30277476,492,108.66,108.99,1.5799942,-0.3299942
492,108.87,-1.2427387,1.4540715,493,110.24,108.66,-1.3699951,1.5799942
493,108.45,-0.38578653,-1.2427387,494,108.87,110.24,-0.4200058,-1.3699951
494,110.13,1.5491014,-0.38578653,495,108.45,108.87,1.6800003,-0.4200058
495,111.02,0.80813533,1.5491014,496,110.13,108.45,0.8899994,1.6800003
496,111.6,0.52243006,0.80813533,497,111.02,110.13,0.58000183,0.8899994
497,113.49,1.6935478,0.52243006,498,111.6,111.02,1.8899994,0.58000183
498,111.13,-2.079479,1.6935478,499,113.49,111.6,-2.3600006,1.8899994
499,110.47,-0.5938955,-2.079479,500,111.13,113.49,-0.65999603,-2.3600006
500,108.58,-1.7108711,-0.5938955,501,110.47,111.13,-1.8899994,-0.65999603
501,108.62,0.03684004,-1.7108711,502,108.58,110.47,0.040000916,-1.8899994
502,109.49,0.800953,0.03684004,503,108.62,108.58,0.8699951,0.040000916
503,109.39,-0.09133115,0.800953,504,109.49,108.62,-0.099998474,0.8699951
504,108.61,-0.7130439,-0.09133115,505,109.39,109.49,-0.7799988,-0.099998474
505,107.22,-1.2798079,-0.7130439,506,108.61,109.39,-1.3899994,-0.7799988
506,105.0,-2.0705104,-1.2798079,507,107.22,108.61,-2.2200012,-1.3899994
507,104.55,-0.4285685,-2.0705104,508,105.0,107.22,-0.44999695,-2.2200012
508,106.36,1.7312267,-0.4285685,509,104.55,105.0,1.8099976,-0.44999695
509,105.54,-0.77096623,1.7312267,510,106.36,104.55,-0.8199997,1.8099976
510,108.48,2.785676,-0.77096623,511,105.54,106.36,2.9400024,-0.8199997
511,109.17,0.63605714,2.785676,512,108.48,105.54,0.6899948,2.9400024
512,109.69,0.47632524,0.63605714,513,109.17,108.48,0.5200043,0.6899948
513,111.31,1.476885,0.47632524,514,109.69,109.17,1.6199951,0.5200043
514,113.79,2.228015,1.476885,515,111.31,109.69,2.4800034,1.6199951
515,114.79,0.87881184,2.228015,516,113.79,111.31,1.0,2.4800034
516,116.68,1.6464844,0.87881184,517,114.79,113.79,1.8899994,1.0
517,117.7,0.87418294,1.6464844,518,116.68,114.79,1.0199966,1.8899994
518,118.8,0.9345847,0.87418294,519,117.7,116.68,1.1000061,1.0199966
519,120.68,1.5824893,0.9345847,520,118.8,117.7,1.8799973,1.1000061
520,119.53,-0.9529346,1.5824893,521,120.68,118.8,-1.1500015,1.8799973
521,120.74,1.0122974,-0.9529346,522,119.53,120.68,1.2099991,-1.1500015
522,120.2,-0.44724277,1.0122974,523,120.74,119.53,-0.5400009,1.2099991
523,120.12,-0.06655092,-0.44724277,524,120.2,120.74,-0.0799942,-0.5400009
524,117.75,-1.9730293,-0.06655092,525,120.12,120.2,-2.3700027,-0.0799942
525,121.29,3.0063703,-1.9730293,526,117.75,120.12,3.540001,-2.3700027
526,122.76,1.2119724,3.0063703,527,121.29,117.75,1.4700012,3.540001
527,124.67,1.5558782,1.2119724,528,122.76,121.29,1.909996,1.4700012
528,126.75,1.6684061,1.5558782,529,124.67,122.76,2.0800018,1.909996
529,129.07,1.8303806,1.6684061,530,126.75,124.67,2.3200073,2.0800018
530,129.65,0.44935814,1.8303806,531,129.07,126.75,0.5799866,2.3200073
531,134.17,3.4863129,0.44935814,532,129.65,129.07,4.5200043,0.5799866
532,135.57,1.0434592,3.4863129,533,134.17,129.65,1.4000092,4.5200043
533,136.7,0.83351004,1.0434592,534,135.57,134.17,1.1299896,1.4000092
534,136.08,-0.45354435,0.83351004,535,136.7,135.57,-0.6199951,1.1299896
535,135.03,-0.77160716,-0.45354435,536,136.08,136.7,-1.050003,-0.6199951
536,139.58,3.369624,-0.77160716,537,135.03,136.08,4.550003,-1.050003
537,139.34,-0.17194834,3.369624,538,139.58,135.03,-0.2400055,4.550003
538,135.75,-2.5764291,-0.17194834,539,139.34,139.58,-3.5899963,-0.2400055
539,136.11,0.26519382,-2.5764291,540,135.75,139.34,0.3600006,-3.5899963
540,136.9,0.580408,0.26519382,541,136.11,135.75,0.7899933,0.3600006
541,135.75,-0.84002477,0.580408,542,136.9,136.11,-1.1499939,0.7899933
542,141.72,4.397791,-0.84002477,543,135.75,136.9,5.970001,-1.1499939
543,140.2,-1.0725404,4.397791,544,141.72,135.75,-1.5200043,5.970001
544,138.58,-1.1554887,-1.0725404,545,140.2,141.72,-1.6199951,-1.5200043
545,140.63,1.4792922,-1.1554887,546,138.58,140.2,2.050003,-1.6199951
546,142.74,1.5003915,1.4792922,547,140.63,138.58,2.1100006,2.050003
547,145.15,1.6883763,1.5003915,548,142.74,140.63,2.4099884,2.1100006
548,139.55,-3.8580718,1.6883763,549,145.15,142.74,-5.599991,2.4099884
549,135.62,-2.8162005,-3.8580718,550,139.55,145.15,-3.930008,-5.599991
550,137.67,1.5115788,-2.8162005,551,135.62,139.55,2.050003,-3.930008
551,136.09,-1.1476734,1.5115788,552,137.67,135.62,-1.5800018,2.050003
552,136.19,0.07348527,-1.1476734,553,136.09,137.67,0.1000061,-1.5800018
553,141.33,3.7741385,0.07348527,554,136.19,136.09,5.1399994,0.1000061
554,143.64,1.6344708,3.7741385,555,141.33,136.19,2.3099976,5.1399994
555,145.41,1.2322502,1.6344708,556,143.64,141.33,1.7700043,2.3099976
556,143.74,-1.1484754,1.2322502,557,145.41,143.64,-1.6699982,1.7700043
557,141.62,-1.4748924,-1.1484754,558,143.74,145.41,-2.1200104,-1.6699982
558,133.45,-5.768958,-1.4748924,559,141.62,143.74,-8.169998,-2.1200104
559,136.06,1.9557892,-5.768958,560,133.45,141.62,2.6100006,-8.169998
560,134.69,-1.0069052,1.9557892,561,136.06,133.45,-1.3699951,2.6100006
561,136.29,1.1879061,-1.0069052,562,134.69,136.06,1.5999908,-1.3699951
562,137.36,0.78509605,1.1879061,563,136.29,134.69,1.0700073,1.5999908
563,136.18,-0.85906225,0.78509605,564,137.36,136.29,-1.1800079,1.0700073
564,138.8,1.923932,-0.85906225,565,136.18,137.36,2.6200104,-1.1800079
565,141.91,2.2406344,1.923932,566,138.8,136.18,3.1100006,2.6200104
566,141.89,-0.01409645,2.2406344,567,141.91,138.8,-0.020004272,3.1100006
567,136.62,-3.7141478,-0.01409645,568,141.89,141.91,-5.2700043,-0.020004272
568,142.33,4.179481,-3.7141478,569,136.62,141.89,5.7100067,-5.2700043
569,145.05,1.9110526,4.179481,570,142.33,136.62,2.7200012,5.7100067
570,143.46,-1.0961711,1.9110526,571,145.05,142.33,-1.5899963,2.7200012
571,141.56,-1.3244174,-1.0961711,572,143.46,145.05,-1.9000092,-1.5899963
572,141.0,-0.39559025,-1.3244174,573,141.56,143.46,-0.55999756,-1.9000092
573,138.58,-1.7163107,-0.39559025,574,141.0,141.56,-2.4199982,-0.55999756
574,146.43,5.6645913,-1.7163107,575,138.58,141.0,7.849991,-2.4199982
575,150.58,2.834125,5.6645913,576,146.43,138.58,4.150009,7.849991
576,152.9,1.540704,2.834125,577,150.58,146.43,2.319992,4.150009
577,156.72,2.49837,1.540704,578,152.9,150.58,3.8200073,2.319992
578,159.31,1.6526265,2.49837,579,156.72,152.9,2.5899963,3.8200073
579,158.47,-0.52727157,1.6526265,580,159.31,156.72,-0.83999634,2.5899963
580,162.56,2.5809278,-0.52727157,581,158.47,159.31,4.0899963,-0.83999634
581,161.97,-0.36294067,2.5809278,582,162.56,158.47,-0.58999634,4.0899963
582,164.41,1.5064533,-0.36294067,583,161.97,162.56,2.4400024,-0.58999634
583,165.39,0.5960682,1.5064533,584,164.41,161.97,0.9799957,2.4400024
584,166.64,0.75578934,0.5960682,585,165.39,164.41,1.25,0.9799957
585,170.5,2.316371,0.75578934,586,166.64,165.39,3.8600006,1.25
586,166.04,-2.6158397,2.316371,587,170.5,166.64,-4.4600067,3.8600006
587,168.51,1.4875941,-2.6158397,588,166.04,170.5,2.4700012,-4.4600067
588,161.03,-4.4389033,1.4875941,589,168.51,166.04,-7.4799957,2.4700012
589,162.55,0.94392616,-4.4389033,590,161.03,168.51,1.5200043,-7.4799957
590,160.94,-0.9904648,0.94392616,591,162.55,161.03,-1.6100006,1.5200043
591,166.47,3.4360623,-0.9904648,592,160.94,162.55,5.529999,-1.6100006
592,165.7,-0.46254838,3.4360623,593,166.47,160.94,-0.7700043,5.529999
593,157.02,-5.2383785,-0.46254838,594,165.7,166.47,-8.679993,-0.7700043
594,162.64,3.5791588,-5.2383785,595,157.02,165.7,5.619995,-8.679993
595,165.27,1.6170714,3.5791588,596,162.64,157.02,2.630005,5.619995
596,167.53,1.367456,1.6170714,597,165.27,162.64,2.2599945,2.630005
597,171.44,2.3339126,1.367456,598,167.53,165.27,3.9100037,2.2599945
598,172.4,0.5599577,2.3339126,599,171.44,167.53,0.95999146,3.9100037
599,170.52,-1.0904813,0.5599577,600,172.4,171.44,-1.8799896,0.95999146
600,173.42,1.7006767,-1.0904813,601,170.52,172.4,2.899994,-1.8799896
601,174.58,0.66889846,1.7006767,602,173.42,170.52,1.1600037,2.899994
602,173.45,-0.6472705,0.66889846,603,174.58,173.42,-1.1300049,1.1600037
603,177.01,2.0524633,-0.6472705,604,173.45,174.58,3.5599976,-1.1300049
604,178.54,0.8643573,2.0524633,605,177.01,173.45,1.5299988,3.5599976
605,185.7,4.010308,0.8643573,606,178.54,177.01,7.1600037,1.5299988
606,184.38,-0.71081966,4.010308,607,185.7,178.54,-1.3199921,7.1600037
607,186.94,1.3884356,-0.71081966,608,184.38,185.7,2.5599976,-1.3199921
608,180.12,-3.6482332,1.3884356,609,186.94,184.38,-6.8200073,2.5599976
609,175.79,-2.403954,-3.6482332,610,180.12,186.94,-4.330002,-6.8200073
610,176.51,0.40958032,-2.403954,611,175.79,180.12,0.7200012,-4.330002
611,179.53,1.7109537,0.40958032,612,176.51,175.79,3.0200043,0.7200012
612,180.24,0.3954808,1.7109537,613,179.53,176.51,0.7100067,3.0200043
613,178.55,-0.93764,0.3954808,614,180.24,179.53,-1.6900024,0.7100067
614,171.26,-4.082895,-0.93764,615,178.55,180.24,-7.2900085,-1.6900024
615,145.02,-15.321728,-4.082895,616,171.26,178.55,-26.23999,-7.2900085
616,130.31,-10.143433,-15.321728,617,145.02,171.26,-14.710007,-26.23999
617,139.11,6.7531295,-10.143433,618,130.31,145.02,8.800003,-14.710007
618,135.46,-2.6238184,6.7531295,619,139.11,130.31,-3.649994,8.800003
619,137.58,1.5650339,-2.6238184,620,135.46,139.11,2.119995,-3.649994
620,136.9,-0.49426365,1.5650339,621,137.58,135.46,-0.68000793,2.119995
621,131.21,-4.156309,-0.49426365,622,136.9,137.58,-5.689987,-0.68000793
622,133.56,1.7910149,-4.156309,623,131.21,136.9,2.3499908,-5.689987
623,138.34,3.5789149,1.7910149,624,133.56,131.21,4.779999,2.3499908
624,141.36,2.1830304,3.5789149,625,138.34,133.56,3.0200043,4.779999
625,138.52,-2.0090523,2.1830304,626,141.36,138.34,-2.8399963,3.0200043
626,144.82,4.548082,-2.0090523,627,138.52,141.36,6.300003,-2.8399963
627,137.95,-4.743827,4.548082,628,144.82,138.52,-6.8700104,6.300003
628,136.72,-0.89162433,-4.743827,629,137.95,144.82,-1.2299957,-6.8700104
629,140.23,2.5672867,-0.89162433,630,136.72,137.95,3.5099945,-1.2299957
630,141.97,1.2408226,2.5672867,631,140.23,136.72,1.7400055,3.5099945
631,144.24,1.5989324,1.2408226,632,141.97,140.23,2.2700043,1.7400055
632,145.72,1.0260646,1.5989324,633,144.24,141.97,1.4799957,2.2700043
633,148.54,1.9352127,1.0260646,634,145.72,144.24,2.819992,1.4799957
634,150.68,1.4406891,1.9352127,635,148.54,145.72,2.1399994,2.819992
635,151.48,0.5309285,1.4406891,636,150.68,148.54,0.80000305,2.1399994
636,151.28,-0.13202862,0.5309285,637,151.48,150.68,-0.19999695,0.80000305
637,151.82,0.35695964,-0.13202862,638,151.28,151.48,0.54000854,-0.19999695
638,146.22,-3.6885824,0.35695964,639,151.82,151.28,-5.600006,0.54000854
639,149.76,2.4210048,-3.6885824,640,146.22,151.82,3.5399933,-5.600006
640,153.2,2.2970102,2.4210048,641,149.76,146.22,3.4400024,3.5399933
641,145.13,-5.267619,2.2970102,642,153.2,149.76,-8.069992,3.4400024
642,148.94,2.6252308,-5.267619,643,145.13,153.2,3.8099976,-8.069992
643,147.3,-1.1011142,2.6252308,644,148.94,145.13,-1.6399994,3.8099976
644,143.38,-2.6612344,-1.1011142,645,147.3,148.94,-3.9199982,-1.6399994
645,142.51,-0.60678643,-2.6612344,646,143.38,147.3,-0.8700104,-3.9199982
646,143.77,0.8841554,-0.60678643,647,142.51,143.38,1.2600098,-0.8700104
647,150.34,4.569793,0.8841554,648,143.77,142.51,6.569992,1.2600098
648,152.87,1.6828514,4.569793,649,150.34,143.77,2.5299988,6.569992
649,154.67,1.1774731,1.6828514,650,152.87,150.34,1.800003,2.5299988
650,155.35,0.43965083,1.1774731,651,154.67,152.87,0.68000793,1.800003
651,153.13,-1.429032,0.43965083,652,155.35,154.67,-2.2200012,0.68000793
652,153.76,0.41140833,-1.429032,653,153.13,155.35,0.6299896,-2.2200012
653,152.27,-0.96903634,0.41140833,654,153.76,153.13,-1.4899902,0.6299896
654,152.56,0.19044676,-0.96903634,655,152.27,153.76,0.2899933,-1.4899902
655,148.74,-2.5039277,0.19044676,656,152.56,152.27,-3.819992,0.2899933
656,154.03,3.556537,-2.5039277,657,148.74,152.56,5.2899933,-3.819992
657,148.23,-3.7655022,3.556537,658,154.03,148.74,-5.800003,5.2899933
658,147.64,-0.39802763,-3.7655022,659,148.23,154.03,-0.58999634,-5.800003
659,147.93,0.19641918,-0.39802763,660,147.64,148.23,0.2899933,-0.58999634
660,148.29,0.24335878,0.19641918,661,147.93,147.64,0.3600006,0.2899933
661,150.38,1.4094083,0.24335878,662,148.29,147.93,2.0900116,0.3600006
662,152.13,1.1637186,1.4094083,663,150.38,148.29,1.75,2.0900116
663,152.64,0.33523598,1.1637186,664,152.13,150.38,0.5099945,1.75
664,152.03,-0.39963353,0.33523598,665,152.64,152.13,-0.6100006,0.5099945
665,153.62,1.0458438,-0.39963353,666,152.03,152.64,1.5899963,-0.6100006
666,154.77,0.74860644,1.0458438,667,153.62,152.03,1.1500092,1.5899963
667,156.18,0.91102177,0.74860644,668,154.77,153.62,1.4099884,1.1500092
668,158.37,1.4022298,0.91102177,669,156.18,154.77,2.1900024,1.4099884
669,157.0,-0.8650598,1.4022298,670,158.37,156.18,-1.3699951,2.1900024
670,153.92,-1.9617846,-0.8650598,671,157.0,158.37,-3.0800018,-1.3699951
671,148.96,-3.2224476,-1.9617846,672,153.92,157.0,-4.9599915,-3.0800018
672,151.41,1.6447347,-3.2224476,673,148.96,153.92,2.449997,-4.9599915
673,153.9,1.6445348,1.6447347,674,151.41,148.96,2.4899902,2.449997
674,156.14,1.4554942,1.6445348,675,153.9,151.41,2.2400055,2.4899902
675,154.72,-0.9094391,1.4554942,676,156.14,153.9,-1.4199982,2.2400055
676,155.73,0.6527886,-0.9094391,677,154.72,156.14,1.0099945,-1.4199982
677,155.81,0.05137214,0.6527886,678,155.73,154.72,0.08000183,1.0099945
